,SORBS1,WAS,SNAI2,IGF1R,RHOA,CREBBP,LEF1,ACTN4,PTPN6,ACTN1,SNAI1,ERBB2,WASF2,PTPRJ,WASL,RAC3,PTPRF,WASF1,MAP3K7,FGFR1,IQGAP1,SMAD3,MAPK3,TCF7,SMAD4,ACTG1,INSR,WASF3,CTNNA1,PTPRB,RAC1,TCF7L2,SMAD2,MAPK1,CSNK2A1,CSNK2A2,EP300,EGFR,VCL,CTNNA2,CTNNB1,CTNND1,FARP2,TGFBR2,PTPRM,TGFBR1,ACTB,TJP1,MET,SSX2IP,SRC,NLK,TCF7L1,YES1,FER,BAIAP2,CTNNA3,LMO7,FYN,ACP1,PTPN1,PARD3,CDC42,ACTN2,CDH1,ACTN3
SIDM00098,-0.9472681763628094,-0.9278235483671481,1.1998982362640525,0.3513958605957572,2.400075262174586,0.6431041129227882,-0.7068986728575346,0.9265336204314082,-0.4351175541782121,2.0094624620330865,-0.2570190993251593,-0.40241393688625937,-0.3077391306707392,-0.645478260859877,0.790026905255516,1.1053269295516621,1.5804230873220917,1.0574558822189601,1.8655916386926168,0.7012068111277573,1.7568353957292848,0.6259344865217898,0.3043844854751119,-0.6310401565802424,0.18712744911526238,3.640958530533351,-0.1588458475462526,0.2747279601006021,2.102749098529555,-0.828088506788406,2.7846333716013927,-0.47987986709415936,0.6036135554272354,0.45912016079758144,1.0696512515371888,1.1887984233821383,0.5612195824153212,0.6298424319898418,-0.3962694764214992,-0.8199092814546578,1.1847327015843487,-0.5411989744137307,-0.7118246213127508,-0.20284353261740207,0.9564348493495517,-0.549740055837696,3.1327744071291663,1.1321681593471244,0.15434285674330575,0.3668019231796014,-0.012039698203085878,0.9554760629703167,-0.40966948356273286,1.1571978595566115,0.4102539230674647,-0.003954532347425145,-0.7208330229102523,0.4703713777165073,0.07939898301116054,2.2694769301845805,1.8261021734048293,0.3413033965819028,-0.09309771581751475,-0.8733002109344996,-0.8382583698631063,-0.6336351673807518
SIDM00225,-0.41651130664100916,-0.9387819967843557,2.3234165018865824,0.17646411314280433,2.667151468696634,0.4157158690959889,0.7546718776563459,1.388521705624837,-0.5892272292697184,1.9373866737563425,0.9375268682895402,-0.582178591662502,-0.13834618506796179,-0.6638029167420156,1.1740932644117528,1.1840326821301086,1.5774682484712723,0.1584160166009037,1.2650343747199717,0.19889803750857543,1.9469598685000478,0.7027390083127215,0.42574360123698995,-0.6120152136276269,0.6188316322055092,3.5325014033329802,-0.6090676003367457,0.6897911674965319,2.4940718692667527,-0.8828219385588607,2.56435910851763,-0.09047966366725571,1.009655454714233,0.5101479725257008,1.4748412975318055,1.0454830276495588,0.7616155995671071,-0.47226253101766874,-0.3657765131717942,-0.8814078140460616,2.132991620564796,-0.3424256652532931,-0.6871794096570686,0.26306792905704063,-0.1387829143439088,-0.49405024848972634,3.0463637400095793,1.3346518022517035,-0.35617113677648193,0.7333372946966091,0.34573161023310217,0.5784533492616339,-0.313556633708981,1.0566279729949715,0.6109736860186608,-0.566136250596766,-0.8755362178437521,0.48189971183383773,1.5222989965533062,1.7826045141057798,1.6427443685901857,0.7422664948248396,0.0021939042070368447,-0.8502181803629661,-0.8833461458571928,-0.6906097908030505
SIDM00846,-0.8972982662377575,-0.9500712582541815,1.2358427342753626,0.0998863183736164,2.6642414502409064,0.3855839687052798,-0.8522335206061834,0.5469257152931934,-0.5425018627182023,1.1519956357242145,-0.16129516116137266,-0.43807267212906403,-0.3920475086536567,-0.6077056550375964,0.912113984058899,1.552065456007113,1.1263562427111438,0.33506712982268383,1.0940291858568938,-0.25623482092817623,1.9044739929530483,0.28044699346313434,0.40456292514070263,-0.5186419668267465,0.6636118544806437,3.479180951471628,-0.6262808517283678,-0.522147138237545,2.4312496493337674,-0.7593337721951595,2.32043600654032,-0.13349142318003934,1.5487502246899194,0.3639110576930663,0.646304970500862,0.9311601996734893,0.4268678591988871,-0.4729979716097495,-0.4582827420776001,-0.8842585908889762,2.2337033467864043,-0.6198228340757954,-0.7824399628470008,-0.16178151155379214,0.9071885859078664,-0.5641635900863073,2.894142453616127,1.2126454426518778,-0.10390991397649771,0.5940070658137513,-0.5613964904293898,0.6357180592856252,-0.6902312467859295,0.715439646890685,0.38623628702419677,-0.6821219126200108,-0.8133653957800806,0.6237768199155662,1.1894647119726214,2.200003466752473,1.1049010390986869,0.16275710004886546,-0.07547803569744804,-0.9033643859151723,-0.8552838084429766,-0.7528181129104365
SIDM00291,-0.1104184435927856,-0.8576902402108896,2.0518119537912503,0.5670440072138376,2.5638776935342955,0.1935117086026488,0.9914871875769924,1.2666348943404389,-0.6112335670892607,1.6812246203548475,-0.5498311117398157,-0.3288546015274794,-0.09250998024475235,-0.4667415899717788,1.167058977818785,1.4197126831815199,0.9740156970446979,0.09517962994652987,1.0358271512886774,-0.5169720307416863,1.179921230267103,0.11526656967252878,0.8556571961413694,-0.6006786525323217,0.5277615119145792,3.6999251429315962,-0.05552847181016513,1.515093754825133,2.4788897568018546,-0.7713989173299705,2.344315854474362,-0.32555578224171416,0.7746135901092324,0.5321205356572491,2.0632960744372513,1.2211620426562937,0.7919901517590378,-0.7010901879183482,-0.5847029525030577,-0.6551489872375575,2.8124769493023374,-0.18873881138960777,-0.39013037282932606,0.6439395626675691,1.1873795509137814,-0.32500815755499646,2.744836739863583,0.6729617554076424,-0.5506633362553267,0.041089847866370946,0.2206309646346633,0.9526110298832169,-0.6275945068417674,0.09325925733181584,-0.3666510809076015,-0.27132899802852184,-0.8149713944944784,-0.6772852967143859,1.9269502960355378,1.9718607127948797,1.6521997429505393,0.11008664117832533,-0.024928060485397863,-0.7312216334491322,0.5619050414283527,-0.7261486265963862
SIDM00520,-0.8283644388471559,-0.9358623202443465,2.1996099839029886,-0.09940394677581249,2.7532467117900667,0.3844461408763388,-0.8535234627173709,0.8551865941942636,-0.32047947863765736,1.8227859798750403,-0.3621187844385828,-0.3585332144231486,0.07031106303618535,-0.5895739397046829,1.027631946363961,0.6360621753053948,1.9230755215352011,0.2839221299447096,1.0636896826919278,0.5746246975518078,2.1702284489409505,0.6554980477440197,0.5000866377405552,-0.7213972304341316,0.3950360516512903,3.6293781597848076,-0.0619854788438542,1.175984421744233,2.4595028147728035,-0.8073782410570886,2.6107510648389716,-0.2467814588438119,0.7394540932511245,0.26042457304454064,1.045571457820351,1.166153108072733,0.18986126207230014,0.17015761897142367,-0.403964999254193,-0.9121716848552816,1.438357307192851,-0.12062048377396258,-0.7613423650532962,0.7670740058173359,1.3828983428375612,-0.3558892671135307,2.827533182660547,1.646433810578686,0.6327345437531552,0.3203504988225788,-0.21353400208513576,0.5779641697650397,-0.4050463082134792,0.6475809293579277,0.5819637693310148,-0.5683508383324828,-0.7856868591853412,-0.24728844222778001,1.4363328296474518,2.0874775210914027,2.0132298003045372,0.5755297209839215,-0.05351445328619971,-0.7690100215132346,-0.7337348324747057,-0.7886089141710372
SIDM00003,-0.25323925584095497,-0.7527235902736057,2.7650262841442976,-0.007442535706183771,2.574746257580806,0.2371795075031568,0.5357666464399241,0.7343518177673665,-0.4045655079579966,1.4985984536107873,-0.34325111190590235,-0.5626779265565784,-0.2591228735030334,-0.515437310329456,1.2231399237054263,1.0447278967371825,0.5179401001634524,-0.0944034277483097,0.9238123013644041,0.4018131655387168,1.980184324992713,0.20900174266809196,0.46660514256326746,-0.5145826995763334,0.38426280979892113,3.607692297469598,-0.4104413451209873,1.3423478542905154,2.399480015362598,-0.8729561360047595,2.459633183065542,-0.4361330439927213,0.7034365154902572,0.7243979395425967,1.10619325085321,1.0640372393066715,0.5625048663527942,-0.661709351285879,-0.47999468313057336,-0.6079670861886449,1.965475059810824,-0.3356390646719894,-0.6168091445396758,0.22402688852621874,1.1967548727731234,-0.1596614259684788,2.932545906116734,0.8144476532194477,-0.6891928477363585,0.9946895141203781,0.044151999742788176,0.4938459123023107,-0.34735395058080565,1.218282979350736,0.40911639085090284,-0.4634527039137342,-0.8294767509231751,-0.13388028430038476,1.101347085927571,2.1009237342939984,1.5075776181509846,-0.020091805118131644,-0.06874256524207686,-0.7542868890742725,-0.8701003068147007,-0.7057371891547607
SIDM00136,-0.8686516820945678,-0.8274396975075556,-0.7567292661173348,-0.16846942461436962,2.4484595770177755,0.43830546577154605,-0.8164498482876252,0.8574538408679233,0.5016645250900988,1.180239021988854,-0.48339926588036314,-0.1667916294892096,-0.32484791483043274,-0.7424398788957287,1.245740911781473,1.0827777679756885,1.8765782714078394,-0.01570295727814747,1.0813744374197087,-0.5536323992531491,1.9374590707539463,0.7159080559718289,0.6507892655995077,-0.4494865847934621,-0.18842843666084438,3.5823652226959752,-0.017174645363213885,-0.40833331979271936,2.459144943591099,0.19240374584784314,2.6566406803841827,0.2890539256763219,0.7217075664501814,0.3851481893824864,1.1575520840632223,1.3283183021657583,0.5174954298441791,-0.3592493371703439,-0.6482469303326482,-0.9428465067813269,1.2798876192850492,0.10257670474042321,-0.48359689436888104,0.6933274611841406,-0.08477145823369073,-0.7807089291219264,2.68678915401365,1.558450449835639,0.35176990330068125,0.2825814794418162,0.6288256249121096,0.8140425573555564,-0.6303846112609418,1.5436352707343688,0.10463767093390677,-0.3807748058986086,-0.7850388147034552,0.7244278848944746,0.40565128939511597,2.229854099423345,1.2764291547878928,0.5557696961655197,-0.18414588898550363,-0.8910544608032175,1.3598591627312495,-0.8180172333378642
SIDM01155,-0.8835736898703611,-0.8409435497299088,2.3792856876755097,-0.610943965226483,2.650143923979346,0.41930004782409475,0.0014731717154608914,0.9444983124017181,-0.463041910043919,2.1842336392290496,0.48686006099708956,-0.5945249396285045,-0.3682160446746569,-0.6747001758109928,1.1597376759599622,0.5392988906946358,0.695328682030331,0.127165347303471,1.2271617490574238,0.5551150892626637,1.4097421094536864,0.6255932766110954,0.48095139700391365,-0.3921695563737508,0.6070231649438305,3.732940996989851,-0.5092749991906926,0.6534878703475667,2.449029804296149,-0.8513945568280885,2.565140967902041,-0.608878026400163,0.8431615943540995,0.7064244268194239,1.1243220988453106,1.2913703845438544,0.5825570541053946,-0.1183927223300892,0.007404109714150063,-0.9219589925281045,1.5508677749921205,-0.4133908349647058,-0.7654601236463319,0.3279149953039193,1.3082505681968533,-0.25419752283821734,3.1649660115818476,0.8696212061308819,0.03700764668652663,0.8917604425720632,-0.3390351669344319,0.6874984648359869,-0.4642872281953311,1.0252538112135385,0.3511521122450766,-0.6801770524044549,-0.7871432979150357,0.27831322252669594,1.2179129940578879,2.093185184429001,1.4386024162421218,0.2851638557740463,0.0014373216488639928,-0.8999895157147608,-0.8589940427036427,-0.6402730184438374
SIDM00224,-0.9009300371269767,-0.8384759417087202,0.39734874116521035,0.23645831203209347,2.6785184774457895,0.5388746804278497,-0.8378165427238126,0.8705593985304712,-0.6728110094750557,1.8750100132326357,-0.3644353795508303,-0.40478138091443594,-0.2792270444204785,-0.6612759560792908,0.87447940654956,0.9817841458768779,0.9705182380187611,0.7361107731822281,1.2709020152276147,0.39709890361092914,2.241958705643977,1.235482240317525,0.5479442443358864,-0.7569926001138515,0.4269796838257819,3.6847785991157758,0.09724416139155927,0.7338086231806241,2.5694288779230168,-0.8734783381057875,2.6368755124166228,-0.34305173867246685,0.846572934826061,-0.5549538999256374,1.2349779800001373,1.2553454828999682,0.45699290928644093,0.5347721481199239,-0.4130092186777725,-0.8888465479282182,1.40701362261901,-0.03292259478894735,-0.5176331922814529,-0.07698006178020413,1.5202862655011888,-0.5270120094933626,2.8151484747601416,1.1903608246491064,-0.5488099851172946,0.5908950998792389,-0.1581882670195398,0.9425549908295082,-0.18767499146189376,0.5051731189302608,0.24519019044380938,-0.5832012722381558,-0.6731115812194185,0.2908238827936873,1.5811032977390287,1.9030605185826681,1.7910685867121034,0.6527852032805777,-0.24114393744528814,-0.8393743483440749,0.9184056304698512,-0.7793049388298307
SIDM00783,-0.6814343293955762,-0.9573090522597199,-0.5125714961642378,-0.7304479044483148,2.7358197007083698,0.46530814476750154,-0.9143641872136657,0.4391826884735662,0.5660488518041602,1.2582372817794858,-0.10061156165560428,-0.32047247652962707,-0.4622767138379041,-0.7690393890636975,1.1462378437196492,1.4443895681682337,1.6637209482357027,0.7630758049606475,1.4200705775659426,0.17637003550634986,1.4352460751120333,0.21534322891854515,0.3326112379658688,-0.4650743454773557,0.8672310433301078,3.6739928895438347,0.2881224517652089,0.21608058081288656,2.4364521486186157,-0.9505789805521333,2.386576608860468,0.8231719586456369,1.186823629064944,0.5324004850994095,1.4488563386788433,1.3410109655959324,0.18116370264447654,-0.35319037622249505,-0.39838069383370256,-0.9152685317439886,2.093523508981542,-0.20050249077036206,-0.6791549138831051,0.16403763128489693,0.7749583256497047,-0.3990500344907218,2.229624801991343,1.477906189531589,0.5156581818920052,1.1793402267654627,-0.3306284245380911,0.4861735103102121,-0.2946635202493135,1.5282471911642288,0.9154036444076636,-0.3972823916057253,-0.7602572373536498,-0.5344234739697381,0.579053009777648,2.1928298729545435,1.2689637228231698,0.7810710000252478,-0.23391591764665,-0.8752831129550017,0.7465967347598318,-0.6743679067172172
SIDM00490,-0.8107668826310757,-0.8487701979761253,3.060572877414427,-0.07643492442031609,2.316624930004771,0.730311778223949,-0.22615385276939257,0.4887893307651678,-0.5944751261124719,1.3588251872786563,0.09700529644035964,-0.700193098727579,-0.3031763873326064,-0.8115215572636778,1.2560080052070945,1.0621220330946237,1.1330394115772664,0.006809120647121658,1.3560044849410604,0.7744629828667126,1.5877406929548794,0.38695899389424904,0.4983000834645974,-0.4035609880532807,0.8704268637575837,3.581531335086606,-0.32997052777603364,0.8129579108662931,2.557951251282017,-0.8683829060195434,2.502282596124912,-0.46685408616678387,1.141116505732468,0.6606740881928407,1.0270439493313042,1.2717021492523979,0.6779520809414101,-0.19401618306667462,-0.5047301279828497,-0.5950882058197567,1.2261109606797882,-0.2906897914188683,-0.5607830851889607,-0.21128669422752777,1.513232733110762,-0.31876121691652015,2.7195516630171532,1.4425175729258102,-0.6091874884460582,0.10846925253056425,-0.27243109084301353,0.7469698500587245,-0.5260436658333962,1.247805552429128,0.38359508732814995,-0.5564773853709739,-0.831772225315333,-0.4889741453533624,1.9684701516887406,1.8757186629245004,1.3867587684021252,0.40710608602557363,-0.2410212255704071,-0.8693837083885867,-0.8103071915597027,-0.7859505657134446
