,MLH3,POLD1,MLH1,POLD2,RFC1,MSH2,RFC3,RFC2,MSH3,PMS2,RFC4,LIG1,RFC5,RPA1,MSH6,RPA3,POLD3,RPA2,PCNA,SSBP1,EXO1
SIDM00224,-0.15667899256400067,0.7225805150715625,0.3092771994421697,1.9612653879343005,1.2362496206547107,1.5363661620479752,0.41455812177962675,1.0038529466348196,1.4692998265549404,-0.6346319408737969,-0.7399184217679472,0.6232581655465514,0.8739839898455182,0.8423214872345343,1.710009475969129,1.6119745507911794,-0.07666174973431991,1.7780077582797449,2.670917782669733,2.5157753486668804,0.8708221350911257
SIDM00783,-0.3665135360275227,0.5632710555208145,-0.353970179944349,2.00734461524248,1.2031306002398379,1.4354076954332302,0.6069224188868374,1.1493823171083264,-0.2503369100506863,-0.6690338811175516,-0.6691738600477627,0.23232087290416903,1.27542726351873,1.022627479562574,0.9891163265556835,1.5328204778321783,-0.32424485042366397,2.1373451962392256,2.409504783092315,2.4235106358915854,0.9377058950855213
SIDM00490,-0.4983260267139048,0.17849243673864804,0.04314338850922986,2.1649665275647707,0.8339696858530152,0.9317555321088155,-0.14687489314907853,1.0388281922437979,1.0411870860542536,-0.4804544316091882,-0.8570905886005875,-0.3579317880636017,0.1430130750481409,0.8361131703359225,1.3965369413723416,1.3696259242759647,-0.33202037358732195,1.5392216112574724,1.8455972252870991,2.5824560233452645,-0.676382680180228
SIDM01090,-0.11523932122473377,0.936398508848887,-0.5981105553413588,2.067958988535266,1.2384286329040657,1.4728933193629479,0.47645990964112034,1.2037799670083278,0.11259537902803646,-0.8439301208992546,-0.7366276798937526,0.4317720643088364,0.9846551566918761,0.8209408529561717,1.450136110161661,0.9978003131871072,-0.245190388721471,1.9695158004042386,2.609607176571777,2.57832268950311,1.2426346873752614
SIDM00394,-0.16700219063534483,1.6021694191115623,0.007264651765654247,1.9831753005195445,1.3056417103173046,1.6312891871808708,1.004892028697601,1.576349880823054,1.074983015706115,-0.8399600103739621,-0.5271790476671181,1.117795500284919,1.2623724840390191,0.7708169651147352,1.5933502774641712,2.100752340058372,0.49988773459898844,1.738205876580998,2.7189804462246587,2.00666789552123,1.5814747048786093
SIDM00538,-0.5783246598917695,0.5361145973724155,-0.1924166567668299,1.5904853866284272,1.4067777787410873,1.5638613226910032,0.3207566342492087,0.8708733824189376,0.7729563404915809,-0.7721564273882344,-0.5866759152576405,0.28842235143054173,0.8389983958958573,0.8679963694755577,1.2624733230835177,1.5242005378995864,-0.38049836363403505,2.1008901592422182,1.849648620391156,1.7971498888101305,0.586379735243108
SIDM01140,-0.3975383218988985,1.1471760638647486,0.21195853697914818,2.0860686978034475,1.3336874767892861,1.8192928638800339,0.9092374528937147,1.4941923758989908,0.9009298817446011,-0.8917256860620778,-0.6744167537131911,0.7800225529053795,0.861582854060784,1.2080294859278293,1.7399034645197466,2.1989174496396924,-0.04634764662112338,1.9909076286459968,2.459005160369349,2.5321493680856157,0.6681179537105034
SIDM00101,-0.4883320716747415,0.9462411464450746,-0.02886088974503225,2.3575473676862098,1.1235660402708332,1.5913146086383159,0.4762137621655009,1.4148426128946419,0.9763565132292888,-0.8111071675895846,-0.7619931232156587,0.3755982940202207,1.1829427748497452,0.7748178551938024,1.6456034789591787,1.668894242169611,0.09900004907574779,2.291795051138208,2.7451146410792204,2.50448427880193,1.0601509779670515
SIDM00114,-0.2744396140615703,0.0846010800733653,-0.171408501387268,1.5786778294507942,1.1883262029653825,1.1629820856602502,0.4981453479845642,1.032419374489309,1.0357295656813776,-0.5336362815239354,-0.7970105166079098,0.27148209624895275,0.3492528782640578,0.5913444523831737,1.3184060880827588,1.7006719393036744,0.38627175449064094,1.934905552154919,2.186737744908982,2.7483985081255566,0.07988214787043668
SIDM00102,-0.5770193140537323,0.2726461891297037,-0.09087052910183811,2.499006960904594,1.054363223861909,1.006510473314455,0.3819182908328024,0.9151966896034566,0.48719474934050505,-0.49532199636736646,-0.7694511860568451,0.6558882779366512,0.7298033148664086,0.8381939762298609,1.2638107235231224,1.875869695137721,-0.23035066315981295,1.5800403274630377,2.1692780935766978,2.638093422038733,0.6738986260307243
SIDM01122,-0.4688651324905491,0.8848092068549875,0.18392923853643314,2.3754954894187685,1.1827042084582495,1.6672950986287125,0.7524101854096045,1.5393689389811815,0.5439358281055379,-0.7326973973122635,-0.7465048129552501,0.563876261438819,1.0205853813559704,1.1850650014487158,1.5917344670435587,1.94293191176279,-0.04183402008278674,1.8958446028557414,1.9985370561509106,2.276536952757455,1.3359122798058274
SIDM00261,-0.6354851283896755,0.5039059831882523,-0.018904261703811605,1.9012242649529603,1.1002852115197526,1.5188801947544175,0.5304021841109784,1.2955177284610147,1.3086987185289918,-0.2761718086778693,-0.7190080798025745,0.4345867198765488,0.860181782928482,0.7516731286887411,1.6885136679929809,1.3910207573899094,0.27563290436478777,1.9538181961843966,2.35460897720928,2.307794056030362,1.6865685023294819
SIDM00154,-0.4781635721046588,0.5791641502754566,0.20875605353343057,1.5695823562864404,1.304049034310349,1.3586762100613068,0.692446023324323,0.900880543344549,0.9390988713937031,-0.6271512920703812,-0.8681281602537566,0.5578366336736421,0.8944552524680989,0.883125449381833,1.4713497464903118,1.8375747321142673,0.07369575969730566,1.2945783017183186,2.5216717742968466,1.9398794146089695,0.8789144234144224
SIDM00104,-0.2669863834572193,0.14543216302598977,-0.03375110234124505,2.1420959682870215,1.2639999398601365,0.8703490029363065,-0.4546296224946811,0.8292263615622926,0.2847216009327832,0.03915903269306312,-0.894066836005293,-0.7846404268786549,0.8118601580495907,0.5057313406309454,1.0968387765310708,1.7258153388431097,-0.053629202839760554,1.7561363284757643,1.778335308864853,2.4169210954554035,-0.4108921041285319
SIDM00267,-0.25484829551087007,1.236322929057551,0.21340329456964421,2.327590660268905,0.9664572039115961,1.8732214076164293,0.8868724236502037,1.5765909904552817,0.9254789762781173,-0.6930521811161391,-0.5618407548562494,1.0539372500341613,1.315060224605303,0.9640087463621902,1.7195272097011467,2.1751604098608595,0.5593786483875245,1.9020959940990156,2.735986056155023,2.8179611557273274,1.658856688594795
SIDM00100,-0.282623284695564,1.2912538757279153,-0.011802760511177032,2.144420633197727,1.5535985837090134,1.7408683916330754,0.7983472091988315,1.7191152253337427,0.7262438672013092,-0.6125087709591851,-0.592232164367727,0.6144448502766706,1.180953185317236,1.3984928317908627,1.855271884524417,1.8707915133203834,0.15435309779876266,2.0639445334219046,2.6232258319388424,2.613452403156415,1.2251697272429525
SIDM00826,-0.48842822934468466,-0.07155472851627936,0.01809440810259639,1.21015715289918,0.9675298214717658,1.2582796195412926,0.8836421852044856,0.8852438957117926,1.2201484627615973,-0.7135757873297884,-0.8021615071038207,0.09223710621843183,0.6586511757150386,0.8652774390962896,0.6382430028829854,1.7660842064374604,-0.19574352170423567,1.9097595844455366,2.4681160285134918,2.427847168447223,-0.15598593897390378
SIDM00310,-0.5502603272609201,0.8173514577905797,-0.10417997784787544,2.0207195280447574,0.7982231267149622,1.351602220791068,0.9970131055096159,1.5748804927820477,0.6932335195406728,-0.8346937687875713,-0.642983607660951,0.6280566463732052,1.3821439630281294,1.1173226297577936,1.401895909222093,1.7226065807044506,0.0207966761699965,1.793025471993103,2.6371419401248097,2.1532860526351536,1.4700337534776902
SIDM00482,-0.10795943094203814,1.0860599785576772,0.6524895140504378,1.9608859947442197,1.929425925155806,2.0750948538133502,1.6656091619944475,1.7317796596317252,0.9754770913275859,-0.7870399841792916,-0.4000317747403413,0.5920921374460599,1.3981826297676483,1.0684927360335905,1.637419051468583,1.853074711546201,0.40166454164460114,2.3793322153171044,3.0375330622659806,2.6162770503710537,1.168830141786617
SIDM01247,-0.40807461631950087,0.5190371974481741,-0.015431373512587164,1.9464156604447964,1.5125945251852737,1.54539381174253,1.3931920514061924,1.2717186801025693,0.8606669876586788,-0.7046932682187336,-0.5778121774004403,0.1309280943119045,0.6641670189241587,0.8818673540759348,1.9207118032199855,1.675170804921427,0.2988159775709955,2.285126572152614,3.0340451230953716,2.427437101849373,0.8793408076653378
SIDM00817,-0.39660323099559186,0.9321312641431231,0.13292917745448035,2.2590307195672263,1.2195938179375838,1.1775536032665006,1.0404609258959847,1.9524031563339967,1.1658815617203098,-0.8097322726984086,-0.4696672279877017,0.9696902722181637,1.5693718673647818,1.081902850726411,1.6980865401976626,2.194375057019976,0.4530050994664909,1.7273973052893055,2.962060311981637,2.8202486769498467,1.8634788984882582
SIDM00448,-0.2979028449795131,1.3341133051137046,0.8016431214968005,2.5055670411927724,1.5661436599948633,1.829339453518056,1.3306415412281407,1.8602916503674678,1.1482469863340738,-0.8326745597162848,-0.44229247636745633,0.8221950705647797,1.2676873761041345,1.0156254663806317,1.8047941767607663,2.2427925359761347,0.11478878016051311,2.228040746773101,3.0595348036928836,2.8895019404172735,2.6022108652713927
SIDM00086,-0.1169179200369061,0.8265127698857517,-0.12681067329210288,1.84484999699846,0.867968197825806,1.639636992611723,0.7810453348318207,1.5117810465487989,0.7900448388358963,-0.9461467405706282,-0.7290113001284285,0.316165897262347,0.7286150707536105,0.7626938675666666,1.2925617799292317,1.67921615775188,-0.20957422694339775,1.947473383876559,2.646883482509778,2.545312779900968,1.1330191903493965
SIDM00466,-0.30858156941262377,0.45932537000294876,-0.3623930996648045,1.6316789845813362,1.3535753577056222,1.450643103254809,0.7832569983174038,0.9204246569103187,0.4364826011379569,-0.9831237966434099,-0.7363643844307698,0.02651049933129582,0.8259150345599633,0.7099423907620641,1.1331602888398065,1.6941765684575443,0.373727048379444,2.2863998681745525,2.28410041329601,2.188778485520261,0.8359914201249282
SIDM01132,-0.5513971817429498,1.2053918510104524,-0.013451251057299152,2.136052733578991,1.3180051262302748,1.7659367576975595,0.9068339267254096,1.7572811122635177,0.9471672076405216,-0.8464535559792249,-0.6209251437450735,0.9767662149011566,1.3194054334652738,1.1904983052496312,1.853909405681109,1.6680572818020314,0.28591667547813493,2.166668506755303,2.706313620607463,2.5869812288767142,1.4393501332770215
SIDM00465,-0.3744883013893001,0.6450945988162741,-0.34483499840130843,1.8976832507054522,1.1221378986623733,1.5968033044406182,0.8786825315975254,1.075201617515599,1.2175777618591368,-0.730099454222134,-0.7027756712529711,0.2502056379295816,0.9936814729461011,0.7706415365048431,1.2789184166238359,1.3100231030033245,-0.13870724396700093,1.8927726305773456,2.348443934115818,2.4067339836028356,0.8503845808879076
SIDM00565,-0.37873875821150416,0.6520789458335263,-0.017002010650108403,2.2534906484476798,1.2384837128846806,1.759962064403612,0.9687541524259013,1.4557730618991118,0.8920284249956845,-0.8086455320096695,-0.7198548676710077,0.3091105004355382,1.2072227838027711,1.0559347721300674,1.456325229631907,2.4128402943468052,0.38881492246896887,2.045623093273164,2.900396519273642,2.2517692663367144,1.563035202747363
SIDM01092,-0.23246793783418665,0.9435849554919201,0.37315373519996503,1.9590492454832031,1.3062285183444977,1.609969918850356,1.160855344760433,1.4348077901335534,0.7570035075902712,-0.8719812252388829,-0.48140353011807896,1.0142891408680803,1.5421441654094745,1.0542211148288585,1.5381967737118598,1.9718325989852983,0.08778684105819005,2.098390193247785,2.9734480565260117,2.12077257333557,1.3593396249015202
SIDM00218,-0.6187011900317629,0.31731400706967344,0.06416416611892566,1.7909335300162386,1.3453209395411252,1.1029572733747883,-0.20441865548985366,0.5876534421014932,0.9438491664645804,-0.9721100986207781,-0.7048015544285806,0.2549006805531527,0.10454361947186819,0.7540220534006058,1.6469410296891613,1.3292460332021665,-0.048481253721855785,1.3847455775926938,2.2143556453223816,1.5335026458456158,-0.4491661570402653
SIDM00044,-0.3563413801890411,1.0879891658519576,0.18187693155500392,2.0450994037102985,1.2987137913307218,1.66635355747436,0.8460571963647285,1.3008553972988919,0.9905387008546684,-1.053477143951024,-0.5585356657205449,0.3942762382665153,0.9184666310686601,1.1218617970473392,1.6998144975894147,2.3030804008041454,-0.12735796293634433,1.2412458857637494,2.6849170688401993,2.5101134551153836,1.7293821190060508
SIDM00362,-0.15313641373841402,1.5018299531003163,0.2337216313428009,2.3056978052006243,1.7214678764340243,1.569005135549382,1.8557826764051404,1.666208734870058,1.9442070005809124,-0.815169104366997,-0.27960361213212837,1.3244567120953157,1.5188681621975062,0.9514650542085968,1.7672783179206752,1.893450337147891,0.6149539542395303,2.179880043408671,3.2488010624181913,2.8005450650137824,1.8322847365769255
SIDM00813,-0.28985678150765,-0.0016615968466420128,0.17874544727007577,1.4809739456773487,0.9294177634530042,1.0427070832400844,0.23059136300777197,0.6038181358170748,0.5470493114373086,-0.8343629084292923,-0.8510612377636743,-0.04534421706005972,0.3219604764677299,0.910291437056141,0.9388320996455362,1.7266197125989489,-0.03638986344477458,2.1375757040397527,2.6015118861666515,2.2217683954203036,-0.45874603869353325
SIDM00364,-0.45690555667430277,0.9641282289764592,-0.154698855027485,1.6814129818781796,1.8307801592019486,2.331206331583938,1.5888182184718018,1.3672967749819458,0.21390931343262543,-1.0185521215858004,-0.46466234176398497,0.6637442008383757,2.0840245551513883,1.1756213610835407,1.6421448185639207,2.1247940597560873,0.07775864951397461,2.861381577775062,3.2328351072163977,2.3607274645346505,2.0679637044812145
SIDM00792,-0.4645603222259935,0.4204538983697389,0.09061050552640537,2.085975168143774,1.2821559003702732,1.69949897161209,0.9988996133655623,1.5576033684595345,0.6864767837712265,-0.9790271784685225,-0.5667442816648238,0.37078448417625387,1.2598749961398512,0.9316344213276513,1.2184833436937406,1.8675119570742544,-0.0008955956919111326,2.1248808874493506,3.0828744997540385,1.9643869027694945,1.158044911368831
SIDM00241,-0.4916893323630456,0.8143714141531337,0.24979922646204422,2.0283887944904913,1.1789766940438615,1.956621790206367,0.9397381381390579,1.7769147555281377,0.6654348164154694,-0.7812882476622868,-0.5607957625011869,0.9320904227887925,1.3241936535806451,0.8087885904095388,1.998437190846251,1.899674858388393,0.22753382693924495,2.194344304563275,2.9629141176549516,2.5174040897965,1.3882386747164615
SIDM00091,-0.13791624889420437,0.5323996522136469,0.12274654642058101,1.9632638439432288,1.0433741320749956,1.7435327502863087,0.5880726317603862,1.090958484017229,0.988449991432992,-0.9939078511619195,-0.6237445336134652,0.3648281254796491,0.855620043399393,0.8032406404668491,1.525578214018041,1.869134692236419,0.1327038149733552,1.99495604186581,2.7278766390064004,2.2439757059467036,0.8084113874167087
SIDM00427,-0.6115662913612467,0.6063087788825308,-0.0969050052563738,2.21336446634445,1.272329436608397,1.0047046974665963,0.9255098455694888,1.518561757286781,0.7363428609248504,-0.8542360922388426,-0.6734451993339449,0.04392908197537086,1.0159355148356932,0.7284451612590855,1.1798563927803218,1.6218427948899818,0.11287516300972897,2.355766321122789,1.5265021497669824,2.7263372991730814,0.962145696831272
SIDM00758,-0.5236383957049651,0.0397831054356563,-0.18116987790939373,1.8454610398793379,1.4653037515569383,1.0676214294518291,0.4782870795899024,0.429317035067064,1.1017714622447314,-0.8590216955430375,-0.7941658654088815,-0.2098235884993573,0.6755998856681619,0.8667099270107973,1.1984521053214845,1.5312349193607073,-0.0266764135785262,1.5726827795297096,1.4600707483688478,1.9734357048739568,-0.36936777454288516
SIDM00612,-0.5707524682964497,0.4119771737531374,0.20312629936930257,2.1752883921588606,1.3003136735270928,1.427782070405539,0.6882862095202172,1.5911947387229841,1.0993067353560388,-0.9967335829966015,-0.7578259942788638,0.5136329307095646,1.404645807285433,1.1107964020384045,1.5672304348039272,1.950360807692577,0.23323500985103574,1.751100023285432,2.7940102669974607,2.5283202454687195,1.142712292353413
SIDM00553,-0.206383733842259,1.646221450248068,0.5031850131771546,2.3966374435414597,1.5131289430145611,1.7599375050739927,1.562889758419065,1.6094196572279869,1.255741160945663,-0.9694617423969683,-0.5887606141225481,1.187036159252629,1.4007110857573355,0.7794377192501876,1.763204938557376,1.7235353009509047,0.320959381929265,2.3354311114673094,3.0558772871774287,2.6384109560145426,1.4835289737004203
SIDM00343,-0.4382833383367415,0.7050070402341395,-0.16325674384612576,1.8063312892072518,1.1209448911926583,1.2254726503927886,0.8949373945694707,1.2676016494022242,0.9295010747737991,-0.8678646610039011,-0.7344879119302979,0.4906683847692373,0.8622700282746001,1.0831270087670142,1.2172921409192758,2.1851478771491673,0.20157479604098952,1.81845323927113,3.0361390774455406,2.223353990205135,1.465721374283393
SIDM00543,-0.0610434903975958,0.4638472579406048,0.06282107301699644,2.2709835214919307,0.5418725252513742,1.307958006468187,0.16477555377716865,0.759368518851812,1.168908576620987,-0.9972750658279396,-0.7688963388936959,0.9996479907830761,0.5290622373845798,0.564831428036476,0.9384629241289479,1.434322350638764,-0.4697148827878263,1.5406430037756997,1.841557975806728,2.3946048928910004,-0.10184442028186173
SIDM00537,-0.3413382647241678,0.9122257710732972,0.004026721298680366,2.2401250338364393,1.1525230455201063,1.485651249062071,0.5527240165969678,1.0504994946524728,0.808362854405414,-0.9682626339868898,-0.8129965001192188,0.3040418844093948,1.0603929758970367,0.9333623567493982,1.050206719974601,1.4440048028855468,0.07418627736035335,1.8559228996199224,2.7452347324577393,2.3494877672968424,1.1487526768593306
SIDM00332,-0.3570008056185292,1.0873192219835472,-0.051271501866908285,2.1535069336781514,1.101843032584467,2.262900934082924,0.8543357064823254,0.8505206952454178,0.9375634508573035,-0.9555923386203012,-0.4166129385813827,0.16612054036602694,1.0702851098082826,0.9531418302859576,1.63755401649447,1.675787989992222,0.031790882254069834,1.7087829576071494,2.411494497976372,2.500408422936887,1.548842333048139
SIDM00299,-0.119615779494196,0.9551191602277189,0.16868575795319932,2.020441973271499,1.2365057766514107,1.3744046327044033,0.5825639479465593,1.0274522978655485,0.5188711231236998,-0.9795730944258341,-0.787498903753902,0.6196854214591074,0.785646148268036,0.9860070500852557,1.5504018312855965,1.462260113663749,0.032143120151667745,1.658161639352957,2.938434058105951,2.300957767160187,1.5732996033595918
SIDM00308,-0.25153074130085495,1.1314597741981245,0.1165706889701611,1.7665333855023453,1.1908538705350071,1.8266610315289922,1.3292247229244996,1.1655193434240971,0.9171333394048174,-0.8671319772816831,-0.6450380007980501,1.1337590601898602,0.9495858552907979,0.9978047776753445,1.4201681647683895,1.6404213265836876,0.28609690489989087,2.2127522432294815,2.8830564933011593,2.3208135030905646,1.8894221289186237
SIDM00227,-0.052258852531809216,0.6011177984397661,0.08427200194274619,1.5908311959786565,1.1567620456252552,1.340827839710222,0.0046069197544855505,0.6627412274342497,0.8925370771309173,-0.910029190441267,-0.7393836252258082,-0.22619417506261294,0.6085717217952081,0.8738042809649587,1.8456236109185034,1.239240262827903,-0.42675723471896626,1.171904917753409,2.0985172147831204,2.437632263156804,0.025332549449423206
SIDM00294,-0.29255258166772585,1.4666209024611236,-0.20763175898507116,2.286363646889311,1.316298021035639,1.9320859014076306,1.4714436765151264,1.8532181860529997,0.877683849205046,-0.9442695067386305,-0.41368566714185445,1.4688940616799302,1.5207058281752295,1.2951850495092159,1.8301065099138112,1.9114788516084382,0.28616157518287294,2.6559875672487547,3.1402509962302587,2.4162050455846886,1.7122809819869784
SIDM00677,-0.18003922840891382,0.674433918834104,-0.037149313055721056,2.0880541453907075,0.840246578315569,1.4774722440027201,0.8660687797035705,1.3068369297423308,1.156079163906914,-0.9518199436419915,-0.745537276168314,0.7670181950715045,0.7946038604107731,0.7040203416822701,1.108651496093402,1.6507576954930474,-0.08428367679668755,1.8552498251224432,2.738397028904643,2.660751684955671,1.0872096935328666
SIDM01220,-0.40744671239479596,1.0046623354623259,-0.16342078221800158,2.0397025377703843,1.4428298543036548,1.2187395181101015,0.5791357732429745,1.5312629817749874,0.902686996776783,-0.9694107384055244,-0.6190544974189174,0.4628127786452028,1.138070530097846,1.307741764822698,1.2384353052617907,1.9675269477181203,-0.026197338943668342,2.042713489852917,2.784621300256336,2.38780998329626,1.361120158479207
SIDM01259,-0.3883858653850462,1.169591952872975,0.12456849191978665,2.18906557019365,1.7204342485414938,2.0806206745159965,1.5867428728261912,2.0048085946748837,1.1810444381388259,-0.42565733908561076,-0.4146737775997193,1.4317544159287614,1.3585809114538943,1.1805801959118802,2.252028726453763,2.0403874319601556,0.5793360552924429,2.410991775296397,2.9465063338004494,2.3085792856347367,2.005103512915407
SIDM00680,-0.36209032269692476,0.27714278762413636,-0.030309726026010387,1.8011424998832464,1.2738609292564314,1.450782265897816,0.41458194216586325,0.9870260759790144,1.076629466034373,-0.9416529739425571,-0.7076766278247991,0.6918724073119634,1.0295684802317546,0.7865503120667727,0.7554356230921169,1.3884882616209673,-0.18326292617921086,1.741318486881221,2.49621106038851,2.2106448194299784,1.1377339163787015
