,CASP9,CASP8,HLA-DOA,HLA-DOB,CD80,CD86,CD28,EIF4G3,ITGAL,ICAM1,CXADR,MYH13,HLA-C,HLA-B,MYH14,HLA-DMB,HLA-A,DMD,MYH15,BID,HLA-G,RAC3,ABL1,ABL2,CASP3,EIF4G2,PRF1,ITGB2,ACTG1,RAC1,SGCD,SGCG,HLA-DRB5,SGCA,SGCB,DAG1,CD55,ACTB,HLA-F,HLA-E,CD40LG,CCND1,HLA-DPA1,CD40,HLA-DPB1,MYH7B,HLA-DQA1,HLA-DQA2,HLA-DQB1,CAV1,MYH3,MYH2,MYH4,MYH7,MYH6,MYH9,MYH8,MYH11,FYN,MYH10,HLA-DRB1,HLA-DRA
SIDM00098,0.11527483320994761,0.17507679356767034,-0.827024979593289,-0.8905966486861764,-0.8947731165172591,-0.8399995183972528,-0.8799639392746245,1.2982170264697033,-0.7519092880876986,1.0405385446476014,0.8380446321461394,-0.7826938784799055,-0.0035290898125284725,3.0715548086275395,-0.619523293684017,-0.5865601925332562,0.5482084368787595,-0.77444221754346,-0.8729193707263467,1.8971055939388226,-0.7400177897951135,1.1053269295516621,0.511971778577463,0.7999713886170514,1.2873102301243946,2.8231977148019247,-0.834443631207582,0.3358450203444159,3.640958530533351,2.7846333716013927,-0.8312002643488557,-0.8416067498863052,-0.9467289163968523,-0.9010767099447099,0.7660640716791168,-0.10485154959183288,1.555524090243951,3.1327744071291663,-0.6072772798453436,1.9024966490062833,-0.7799837041284752,1.6140950636714726,-0.6630284236791765,-0.6963768319261092,-0.7731565727264909,-0.858923897753151,-0.6996106600512483,-0.7867141125858624,-0.7659517783804939,3.1030438238053404,-0.5193106569699399,-0.6253120345909222,-0.8942069698909925,-0.8094265446036412,-0.28738820972895135,0.5700232514127379,-0.811786162828054,-0.7264084459560226,0.07939898301116054,-0.0338548845664759,-0.3787225790915622,-0.7401867983396774
SIDM00225,0.1189453234354661,-0.1939611193293539,-0.8573120958481689,-0.896975281051048,-0.8772945300085386,-0.851323558771163,-0.9184179609058011,1.2894460543751467,-0.7836925694966048,0.2833956514914988,-0.8497022386848178,-0.8179290976175813,-0.2347904215478472,1.2145539992937366,-0.6608396658987593,-0.5133053817272143,0.039611274974710446,-0.540419224288442,-0.9353455727641931,-0.13276692052545014,-0.796926495475292,1.1840326821301086,0.3535540980969714,0.5290418370421992,0.908925008297445,2.810224097632388,-0.8704983225755293,-0.7819551349946231,3.5325014033329802,2.56435910851763,-0.7053208187775558,-0.6928200668698046,-0.8878933160869023,-0.9753458881733862,0.8730442371578485,0.22978206768648357,1.3122229436144994,3.0463637400095793,-0.8174796338351962,0.738850565717879,-0.8181112068453431,2.0388315196239675,-0.5605064293166352,-0.7297009407472806,-0.6437245519187396,-0.7675333711566621,-0.785122849708839,-0.7963305575890531,-0.7700768941691026,2.6948055843087375,-0.8329191632648701,-0.8802174760740763,-0.9374267834719083,-0.7841461453842277,-0.46017759704609296,0.6141615488857151,-0.8625249336809434,-0.7620945549510062,1.5222989965533062,2.1022362313703375,-0.4372289474218245,-0.7670464928725623
SIDM00846,1.4427858245132252,0.016353409982355422,-0.7723679237222216,-0.9177039104515265,-0.8385061473213489,-0.85367080474083,-0.9280478532644819,1.294719239967628,-0.8844050199245126,-0.4412031187578271,0.5090789324100411,-0.8361727412079066,0.1235384343976811,3.154307835196011,-0.6358838094285874,-0.5767724904081722,0.5514129268823107,-0.11725085259783731,-0.891767524951459,1.1921988592594,-0.7042234495015386,1.552065456007113,0.8930041963423225,0.16295084272415972,0.2655017971908828,2.7144954950820623,-0.8768710878974353,-0.8904079919090705,3.479180951471628,2.32043600654032,-0.8602379279746096,-0.8912612163109223,-1.0032218252754408,-0.8560868885197447,0.40815343857981207,0.1489257287805533,2.8600822156674583,2.894142453616127,-0.07371642317621452,1.222009346151226,-0.7891083458842173,0.07087854832076719,-0.49986848660483363,-0.666486758257714,-0.7217268455895463,-0.8243771018724956,-0.8366690332538627,-0.7970568493275144,-0.7919555073165746,1.9066273074850724,-0.8513823741898371,-0.8282698650905616,-1.0250085675158602,-0.7546160450205041,-0.29693599197338966,0.35119831240147914,-0.899813971141198,-0.772123768518932,1.1894647119726214,0.627474132612838,-0.30348135906085394,-0.5108336012509387
SIDM00291,0.8389360576012556,-0.08587989722155805,-0.7555327635249518,-0.9651243155595305,-0.9192337925825597,-0.8599009510309369,-0.9268808233926717,0.6591822392857449,-0.8804956424969457,1.161016590905587,0.15445855081493418,-0.7307622885578524,0.5013601495436072,2.737720212347176,-0.41542690842966074,-0.1594614923930281,0.17564135563587555,-0.41805393396145907,-0.8267581419279804,1.2352709185763244,-0.7625961260012608,1.4197126831815199,0.6303478712390613,0.7551392935705936,0.36282586866935107,2.6157894839667604,-0.742116182990647,-0.6875038118649608,3.6999251429315962,2.344315854474362,0.17124269192300481,-0.9821920637133168,-0.11726977893918603,-0.9216929510476756,0.07795273474751326,0.32353412980310303,1.0991204841782496,2.744836739863583,-0.15888105296910535,1.7965397121519067,-0.7921230788018265,1.394041590551702,0.9601841380469424,-0.65389286044965,-0.5464811445517659,-0.8782124880124146,-0.803661787735858,-0.8306296617521467,-0.702789826160302,2.0459380965038587,-0.6463032722918601,-0.7769898633448609,-1.0440947919612809,-0.7953216063988667,-0.5821247621511048,0.35060706511558354,-0.8409043624453796,-0.8237121807272375,1.9269502960355378,0.7396508401838823,0.005634127767187163,-0.1161485191118744
SIDM00520,0.2067682953296997,0.030203094053509145,-0.798349768649226,-0.9721119229792833,-0.8590527581866416,-0.8848664131146479,-0.9382982370901265,1.0076819300436728,-0.8675835004238258,2.079739241988996,-0.3036263930240551,-0.8117427176096043,0.8671598119394239,3.473008264600067,-0.5072214174723746,-0.6358949567841463,0.4815296478723945,0.3211219440079789,-0.9123966323724821,1.3514346079195794,-0.6797558796961434,0.6360621753053948,0.523090949388335,1.2008658149580516,1.050600502153707,2.8494918579963002,-0.8121918074234947,-0.7704071140482093,3.6293781597848076,2.6107510648389716,-0.1684937114394807,-0.8511565781322287,-0.8933978145011346,-0.8982613326616978,0.5906804451136066,0.13501860862411286,2.8334066664220625,2.827533182660547,0.10290410376549926,2.1496978481773112,-0.8336134795719125,1.9365871753526132,-0.6377297059213544,0.7670956383709292,-0.8135510573477684,-0.79060498287039,-0.8416518672682294,-0.7459405138978616,-0.8736142341397525,3.2835396162761272,-0.8420766813236494,-0.8113217344491209,-1.0009280175931448,-0.8690466201233642,-0.4945027348517582,0.7335423425836047,-0.8655497230889078,-0.7695349751664246,1.4363328296474518,1.0842141550336335,-0.09622622792271796,-0.8985903628365964
SIDM00003,0.07877017515724916,-0.1317212141072979,-0.8295533481060443,-0.9394863332426355,-0.856173068687665,-0.8597006766501402,-0.9160432588293327,0.910459122453118,-0.7992469991638823,0.8515374528222729,-0.8094964938757429,-0.767914049445312,0.24663619250614793,1.6001301138414346,-0.5620687423059004,-0.3517618065361384,0.2706593871737681,-0.6885628753185392,-0.8888303878824646,1.683800057345054,-0.7144169631911058,1.0447278967371825,0.360425078994643,0.510620900984235,1.0046169138033936,2.882775559588707,-0.8208379209158054,-0.7608620290743526,3.607692297469598,2.459633183065542,0.6861645519434596,-0.8286223503314982,-0.9432442458561048,-0.8814579837507104,0.5442311320180616,0.12131047862226833,0.6969369524311679,2.932545906116734,-0.25642997378939014,1.410714404507322,-0.7942145247056666,1.164899253512414,0.654894453964464,0.8555453549862794,-0.6790991248888133,-0.7607859046936374,-0.8174521485667815,-0.7314647760685744,-0.7212728650662709,2.8470254338225685,-0.7813998428984874,-0.7860691125310578,-0.99468863649986,-0.814343431635851,-0.6100451850707246,0.4476259909850286,-0.8480076568467756,-0.832846700327788,1.101347085927571,1.5231203122960193,-0.3425296798455898,0.6950036521100194
SIDM00136,0.08217097587573322,0.04474829783818179,-0.7452827747268369,-0.8744780990635425,-0.9031602735307753,-0.8225841336267938,-0.9365081561112746,1.3406251419585145,-0.8240652162236258,-0.5236433702273404,0.6475668915458401,-0.7756190266939506,0.08793189906406325,1.4388015150582185,0.04689366436435401,-0.38937665334439236,0.4076261079768074,-0.8494110896909285,-0.9343454378057213,1.5072366173222387,-0.7961218294776364,1.0827777679756885,0.09651290117228609,-0.22135259076251845,0.3413503057878657,2.933245606267264,-0.7850131987979313,-0.7734662124693159,3.5823652226959752,2.6566406803841827,-0.9030377629380776,-0.972191265935389,-0.8369627107394451,-0.9213580421736616,-0.23911928859855286,-0.1869297660280051,1.7985893894343248,2.68678915401365,-0.7083954101346079,1.6957197325887705,-0.8262377790325739,0.6948512868562963,-0.6455122701432152,-0.5570833172500466,-0.7977165253571077,-0.8989586063878651,-0.8590979317718883,-0.7411906746771916,-0.7988756576317981,0.3181207282112766,-0.7358494439611153,-0.8146880624533679,-0.9968598378238461,-0.8518310977378639,-0.4729516540827607,0.32380988952739104,-0.9250737779399438,-0.7263709228374505,0.40565128939511597,0.13779689518009558,-0.023434356593552787,-0.9556662774353608
SIDM01155,0.1357913844993496,-0.16137146911116942,-0.8252098283458035,-0.8072151251466538,-0.8543459373078899,-0.8334327281829922,-0.9541882539983616,1.0592977029424135,-0.8991541870682194,0.21462564391273387,-0.8865970174021199,-0.8045610682580828,2.1495018582236187,3.1642524099150964,-0.5639770855014993,-0.5390238418245424,0.6582420162796861,-0.7499015608602118,-0.8156062056076708,1.7904204985804215,-0.74573903849803,0.5392988906946358,0.4594926341872878,0.4319175441449289,0.9298297883286092,2.912303211233544,-0.7797031039188408,0.3332125641760796,3.732940996989851,2.565140967902041,-0.8588524699925074,-0.7971798101068908,-1.0272438679839013,-0.9024602425226835,1.161054382058855,-0.0875191113248952,1.4979469625296962,3.1649660115818476,-0.36999718213553595,0.6019245439462528,-0.8504188038318066,1.4068359428336112,1.0391660052574836,0.7542326309796366,-0.4133020880682301,-0.7800404371783202,-0.8747703876296736,-0.8813487493596951,-0.8049126115943926,3.2365690049139766,-0.9735652793947286,-0.8546733233711337,-0.926469167198455,-0.7318576850205458,-0.5040853276124206,1.446165749771746,-0.8407723095832595,-0.7392335576824233,1.2179129940578879,1.0436043548975478,-0.22962218518521352,-0.046761039909577036
SIDM00224,-0.21934465047413165,0.23961781560736717,-0.737652806830571,-0.8874325362808944,-0.883679964772945,-0.911969680505029,-0.9212214114760172,0.9744113731785807,-0.8654277740766542,0.2074490671626138,1.2601965319459765,-0.7551217027791673,2.086379869191447,3.415916192824434,-0.6371441675926577,-0.7021260873881315,0.6726763247934171,-0.7411283799190594,-0.8178699881118164,1.4622669511322652,-0.7002755201253883,0.9817841458768779,0.5539994303356313,0.7920915857155698,1.0696174968640026,2.883749637558062,-0.8014616106666375,-0.825030104245061,3.6847785991157758,2.6368755124166228,-0.8442908875036785,-0.8249699204179306,-1.0230511734681489,-0.9169109525757122,0.2726187433763738,0.1559189109165746,2.839614796735309,2.8151484747601416,-0.14449494070970167,1.7762605022252713,-0.8548961587792742,0.8803768223143186,-0.6582117462786343,-0.6494430977012039,-0.8191994350094725,-0.8574090055978091,-0.8981679399784823,-0.7268322595866971,-0.8298726597837133,2.1618268162434764,-0.7676696101543095,-0.8070463683022548,-0.9837164838664851,-0.8177212527563268,-0.3170596978454049,1.1537937719544313,-0.8631604821717693,-0.7574998158189276,1.5811032977390287,1.39971302708739,-0.5357880556281073,-0.8622581586003355
SIDM00783,0.27689665266586927,-0.1233501377389544,-0.6860863383205477,-0.958619429745816,-0.8707692015055997,-0.8953363526103463,-0.906030402632658,1.0296023667713838,-0.908837479963013,-0.5366290863634309,0.3558366906005498,-0.8167944614316807,1.7451216886072525,2.9344490878424914,-0.3933631188013826,-0.39971613082875834,0.4614022597025142,-0.8311893642955518,-0.6311097333853122,1.4754817344937912,-0.6971688795786812,1.4443895681682337,0.013985102053662444,0.044396309766479326,0.30862998387573115,2.8895028048626075,-0.394293428634382,-0.6899024719709205,3.6739928895438347,2.386576608860468,-0.9157587250990233,-0.7930171954748703,-0.905461941412689,-0.950349744155191,0.2140915063969212,0.0023175922102199415,2.0442722842678713,2.229624801991343,-0.345160648838529,1.5772609475886787,-0.794168655393868,1.5157258169243817,0.04245657689177386,1.108208997378764,-0.6235715690423771,-0.8202510927888862,-0.8097473654936757,-0.8470765516895329,-0.8319366779274338,2.6153852736296215,-0.44570638707471916,-0.8972203486035988,-1.0187750540568776,-0.532169766889999,-0.5226640219034661,-0.0012952727557865313,-0.9585169189966792,-0.7584322675180806,0.579053009777648,0.6744788479971373,-0.2808976289391754,-0.06015892864132424
SIDM00490,-0.021197048392591938,-0.14767523063603857,-0.7799083569174845,-0.8880336223801536,-0.8995131890830683,-0.8555612283111838,-0.970277545036087,1.1866486712096467,-0.8602768919661711,0.0468686632689777,-0.6331104567990474,-0.7876539812573063,0.9230985882729639,3.616357831950202,-0.5628728710397478,-0.580655920505011,1.0998823250503516,-0.6337350997248093,-0.8831966643036919,1.4937547883566844,-0.5696227772387858,1.0621220330946237,0.7831443032541803,0.23389119969861602,0.9081596734291318,2.8664376880437796,-0.8267860743757869,-0.859454335341613,3.581531335086606,2.502282596124912,-0.5776314733002278,0.5151704771581067,-0.8883702992440372,-0.8571589932662547,1.860870502542295,-0.16185655874694924,2.187840717376712,2.7195516630171532,-0.32768123509292285,1.9454629402394694,-0.8118090014615792,0.5028296861001972,-0.1203386900023758,-0.689022542977881,-0.7256430368540114,-0.8882930241730841,-0.8743520887738397,-0.7180274129881768,-0.8256132296593228,2.7931252392143735,-0.8953652661708158,-0.8074933699551075,-1.029524997219336,-0.7837498894754713,-0.4512105698374461,0.5956469341670654,-0.7791577510898777,-0.7715044553243263,1.9684701516887406,-0.7090834139816312,-0.16433720034992338,0.4774081735455946
SIDM01090,0.1718619910756335,0.004407363993102998,-0.7349522372813686,-0.7704658157288916,-0.8957945364495751,-0.8541330893478738,-0.9282804657240751,1.2833378823564292,-0.8393295062468192,0.46648698844019015,-0.702413861680278,-0.7776504079274331,1.9916357006480745,2.7407935965279115,-0.2784404358381043,-0.6036541156210926,0.6186214165731175,-0.8105988888571799,-0.8459596509195207,1.8433537792205765,-0.684352048581102,1.9680292705983478,1.0927774535749244,1.2760681645279999,0.6882886193443992,2.536431861562317,-0.7695117218558571,-0.8269483240069521,3.528320093580516,2.3606933102980165,-0.8781346623196181,-0.6928770346708641,-0.8443623371969429,-0.8815949887427412,0.3445672454319576,-0.1598980650577361,1.7712854826719122,2.5231136019441687,-0.4263014885096147,1.6804038483263561,-0.7728224419331574,1.058733995214343,-0.6340753075482962,1.2015312760771113,-0.7860186961254675,-0.8880433402789215,-0.858778537818369,-0.8316323439362338,-0.7836123054032577,1.0010469511509015,-0.7981243574343915,-0.8536013624613454,-0.8737883397189501,-0.6393937624965998,-0.4763664335165372,0.3189887713379956,-0.8425374236404929,-0.8160969143791124,0.6763747128178433,-0.6038418643143502,-0.16931798794572395,-0.9517663233004922
