,SLC27A5,SLC27A4,SORBS1,ACADL,CYP4A11,ACADM,APOA2,CD36,FADS2,APOA1,CYP7A1,SLC27A1,SCD,CYP8B1,UCP1,DBI,NR1H3,ACSL6,ME1,MMP1,GK,GK2,APOA5,RXRB,RXRG,PLTP,PDPK1,RXRA,ILK,APOC3,ACOX2,ACOX3,CYP27A1,OLR1,CPT2,ACAA1,ANGPTL4,SLC27A2,LPL,FABP1,CPT1A,PCK2,FABP4,CPT1C,FABP2,PCK1,SCP2,PPARA,AQP7,PLIN1,FABP3,FABP6,FABP7,ACSL5,ADIPOQ,SLC27A6,HMGCS2,EHHADH,UBC,PPARG,PPARD,ACSL1,SCD5,ACOX1,ACSL3,ACSL4
SIDM00098,-0.49274576009785326,0.5049962931411663,-0.9472681763628094,-0.8552382416043226,-0.6827972069925686,0.8397913384690703,-0.9190625007004951,-1.0042504655582902,0.8107902289160686,-0.8096199468721228,-0.9081824502327627,-0.8058538677975982,2.110448577363878,-0.8351508310553163,-0.95755563829119,2.593264476673747,-0.5528529791918605,-0.874635993450964,-0.7149046144296386,-0.7459650026746285,-0.5704823611045926,-1.0168610607464714,-0.8696737943895901,0.16737489121341692,-0.918345870804778,-0.4973452364594416,0.9813605094842519,0.8349728424244163,1.1727121837795293,-0.9203833190701592,-0.6080205932313932,0.4958345411509036,-0.5371510076225966,0.12420901145233361,0.3597005044111741,0.6296032498832176,-0.5332135748674227,1.793673558984335,-0.37538763689444743,-0.9510176005992058,0.5556800994789091,0.005047584513524002,-0.8205726151493558,-0.057019985670946245,-1.0460582151015598,-0.9120350397413162,1.046334095962036,-0.4093521946255275,-0.8691062703807365,-0.949190035040027,-0.28915510510016446,-0.49913768163658323,-0.8323415560861271,-0.7143457072265785,-0.7502938910660772,-0.6756934446204218,-0.6048488303693647,-0.6594912139479627,3.885060846657564,-0.110271156667358,-0.6163498286688618,0.6176964642478038,-0.49436422349246245,0.6858611262462746,2.088430920209292,-0.5920926009862373
SIDM00225,0.12093560872901438,0.4435248803292307,-0.41651130664100916,-0.9041285423285464,-0.6751573719450719,1.0339463662314523,-0.9569935807415743,-0.9369477694839792,-0.19619764099367545,-0.8173463486993545,-0.9033036092208158,-0.6952059646044138,2.1376248314271447,-0.8083647280184416,-1.0026692118883629,2.903113509039965,-0.5052183282596219,-0.8988295434948319,1.2280063253661924,2.6703317502436135,-0.32427996826480615,-0.9856470637644071,-0.7876929861666492,-0.11849605859982237,-1.0229220463046895,-0.08563371176921412,0.9440534074438506,-0.033560720986816374,1.249562639458131,-0.9142039966535749,-0.3400610994694267,0.17429722485183646,0.8242953726483084,-0.8511405802249464,0.5504590691383443,0.5431400463558087,-0.030421451636408588,-0.8896662941068902,1.618879961338274,-0.9524359763607779,0.1000809861069829,0.05810166916818179,-0.9049061163226308,0.39788335413751774,-1.0197168684955735,-0.8548197755446715,1.0899002786825889,-0.4054866074625842,-0.9590602789363231,-0.996764592117455,-0.8456883636506694,-0.577154299120942,1.3672474821746818,-0.7769562397642793,-0.8156308736539934,-0.8852360254471551,-0.769901675989422,-0.5500139180266984,3.822467783234227,1.6105115073579366,-0.6968370208885364,0.6297420655765817,-0.7416503237039526,0.38840872198915954,2.9184795691942473,-0.22748858699805646
SIDM00846,1.7512528242331389,0.939808883924285,-0.8972982662377575,-0.6471352121518027,-0.47073546307527747,1.1850092655279596,-0.9440141049502525,-0.975361931321551,0.388501488971388,-0.8729748270730127,-0.874767821638543,-0.8273075180527781,2.112572368656235,-0.775231815991195,-0.9823311588567365,2.5172508221421803,0.40016672591895647,-0.9270770805851746,1.6979685420583805,-0.6424207522975095,-0.34514243555312807,-1.054274006643342,-0.8577273827520816,-0.0919220573784203,-0.8531627366759071,-0.36194222880123417,0.9882606559100836,0.6153103081929171,1.2871062188272373,-0.8041880070442788,-0.5088253634482736,0.39508763340366,-0.6503800130361123,-0.834540906732923,0.726477888967225,0.5936171210906133,0.08673526041119939,1.642230324363347,2.2334025263384447,-0.9122619447938377,0.6729034539321683,0.1543477036725654,-0.7984344276123335,-0.7793780960686956,-0.9644844164775619,-0.9384850075465706,1.0532645455522038,-0.2913472123585545,-0.8745138894770503,-0.9134276825453048,-0.8459985427534084,-0.44102455969412,-0.8115983062124185,-0.7747627666927427,-0.7776345816807636,-0.8723431298548237,-0.6707787010662105,-0.713581891418147,3.6452816424151626,0.38747119730656143,-0.7860561630199894,0.2904366395365947,-0.6254011500737942,0.4821008760247954,2.4200421770569793,-0.25275932536178836
SIDM00291,-0.48198156970530676,0.8863633346105941,-0.1104184435927856,-0.9411333527791574,-0.4830949330699768,1.247136996183335,-0.9639842835174749,-0.945773010638258,-0.6973034181134238,-0.7590648300978676,-0.9240442475473973,-0.6780544900522709,2.403087285350496,-0.8901780565893025,-0.8620829952141389,2.4548436696110145,-0.33685544322899513,-0.8818261819842248,-0.7931580137964103,-0.6593391218077088,-0.10476247611509686,-0.9313759538975044,-0.8188748516591103,0.2527391341103366,-0.9117378270697215,-0.4147206292599618,1.2706719121151453,-0.044565311585130316,1.3902112562693156,-0.8985273765949746,-0.44177738298689645,0.9170258459183124,2.0146038666630437,-0.8958333446583286,1.2614610215862385,0.9125134673218819,-0.4327913597560384,-0.9822077594425734,-0.8428118957722627,-0.9503582506702896,-0.0640802449806508,1.39897569674471,-0.7636001714033083,-0.858291594067074,-0.9869642585904957,-0.9377974238755916,1.0513652929426054,-0.2362200436699938,-0.9219306420644077,-0.9610378560156746,-0.8702122058765354,-0.5224921532357727,-1.0387370794326753,-0.8253335848243315,-0.7953301119560037,-0.9259693448815915,-0.6378862441310406,-0.385602950240719,3.8616511186208946,-0.7115606379547433,-0.7793280503265697,1.7241845466820058,-0.6291063199129665,1.1256640454504037,2.685260653088202,-0.3675622393446969
SIDM00520,0.2767197758896674,0.870364834016542,-0.8283644388471559,-0.8669382703163168,-0.4694176512704743,0.8270415848840162,-0.9197004921180341,-0.9364824891982172,-0.06022229709666717,-0.8169367428096899,-0.8752313885005026,-0.728238633792452,0.8829126835826975,-0.8779443334235231,-0.9901043026962675,2.618679863817909,-0.5864776108862116,-0.9442556275579571,1.11540495445658,-0.2581287934865288,-0.3670646708031223,-1.0441823647908297,-0.8821731397809278,-0.044918379169443495,-0.8681847502103158,0.06157329307817321,1.1506451896167227,0.4121426829651195,1.3185111071941407,-0.6979697180074892,0.19186907966127084,0.42090141636428374,0.19255714942482613,-0.3491656818379657,0.024760352844695906,0.6113373166931009,-0.5184704698015964,-0.6224293493520369,-0.9097184354580333,-0.9645823463856106,0.5632612727324318,-0.3734592909280743,-0.7882661201854492,-0.7446881377443514,-0.9503951627164748,-0.9543570496291374,1.424554156328317,-0.5294563381007258,-0.8153915791408036,-1.0050302313339432,-0.6725098896099418,-0.6355109029963243,-0.9823022524374503,-0.7152688115204896,-0.781731933744634,-0.7987715577259229,-0.7127174680846183,-0.7152751052481235,3.8694246601593334,-0.13074125063860167,-0.6877717908163002,0.5135133168630553,-0.8268215619830445,0.5540574203966168,2.0973511555009132,-0.14038448378579904
SIDM00003,0.8547725315982788,1.097464488445023,-0.25323925584095497,-0.8549943633681704,-0.7013958438897473,1.2111098965547133,-0.8865895739600897,-0.9185840636783569,-0.6137005487158581,-0.8370564015625634,-0.8652689345539502,-0.7080091578284307,1.743138127261527,-0.8122405691105408,-0.971961967950932,3.014074503187057,-0.4482311492893546,-0.9453275682989273,0.7111710697665163,0.7063577752681952,0.38212156862962837,-0.9474317039422699,-0.8318947469824727,-0.2513095819737443,-0.6063709891035232,0.45777071445235806,0.7407111758782388,0.19989784403672978,1.4209752668540363,-0.9410282481135304,-0.4697197069931629,0.4202760350625777,1.2544186250152842,-0.8565434677687678,0.38448185515863287,0.8560591084664283,-0.50961882801995,-0.9077229868698621,-0.7757665425008395,-0.9642871792985682,0.7712609362787346,0.09678437316251338,-0.944665370889769,-0.7211597853227597,-1.0810052017860858,-0.902282131132248,1.2596814684827153,-0.411779901745071,-0.8635917712347783,-0.935239763028787,-0.7300439215943721,-0.7379202383689067,-0.7503421720537481,-0.7695633740659437,-0.7889592155253395,-0.8699659396725566,-0.7677994107997214,-0.3755625321172625,3.7383807099182467,-0.8178896075618857,-0.721915364216191,1.863669089606361,-0.7295288990922372,0.5655941678358075,2.4027878356741224,-0.2776201024151717
SIDM00136,0.9058659391222874,0.5856186167362872,-0.8686516820945678,-0.8268857173606271,-0.6056125353790976,0.7472664279163761,-0.9489022615003,-0.9777758626118626,-0.7096386790832846,-0.8624535663121223,-0.8763584137621026,-0.8227678853607202,2.3193935650584336,-0.9244972598487585,-0.9426594135927318,2.7654145969711355,1.0155841030731922,-0.9905089953539095,1.6083225743957772,-0.6551925710479969,-0.7623452782736588,-1.0303935546973726,-0.8283738281727874,-0.026941430551943396,-0.9520707794582581,-0.14253413843652887,1.189349240210322,0.8956122240351376,1.3301535614868432,-0.9559083453453704,-0.5184647484604404,0.6900198102725345,-0.6494548087996638,-0.86809876213986,0.6458228864294149,0.9120584969508424,-0.5412681510802981,1.638798080188104,-0.8163744543094624,1.6007313111181432,0.8496453979623384,1.0353398940105414,-0.8538940221171437,-0.8618303348422511,-1.0136288104319786,-0.8741079471619572,1.392690858815186,0.009259147216519537,-0.8561723514465936,-0.8319641358524656,-0.906278842131923,0.29451011478300904,-0.9266282680648129,2.448640500366998,-0.8036118703433129,-0.9326607900080656,1.591745319942801,-0.6664560789211471,3.80982020286871,2.15813381009617,-0.7522830026201169,0.8692474307767537,-0.7954120792763885,1.0691812233834814,2.4485872191060563,-0.3614330726047842
SIDM01155,0.2716353046419649,0.6918419102089332,-0.8835736898703611,-0.9148980883632656,-0.28024550886802607,0.8114130061097966,-1.0371668577373534,-0.9119715353412772,0.34318090498957077,-0.8630759841827248,-0.9571009182411239,-0.7755608579815475,1.9200489795363689,-0.9960005819273517,-0.9254470180810959,2.774020665472904,-0.36547791652528516,-0.9203899920826549,0.9960169659827961,0.5367101613234991,-0.3662926820959957,-1.055380955507931,-0.9113676077627584,-0.2266502510446904,-0.8300187076733772,-0.02668794304893412,1.1018261804694869,0.6071204660042727,1.703017730097845,-0.9310428652196578,-0.04885472635728085,1.015594742289794,-0.19653886227003686,-0.47994292425626695,0.5426332980571067,0.765987825001906,-0.45104543935929337,-0.9545798019736292,-0.7130633629580587,-0.977271974231373,-0.18409916660854042,-0.09862463983121175,-0.557481411252837,-0.09760254813201724,-1.0634730936516361,-0.9125253958645503,1.5826762302341555,-0.5273652078029063,-0.8141485376005847,-0.9928967583067285,0.4826504799479474,-0.6320599449261517,-0.9501134889916873,0.6492462820192593,-0.8425333805192237,-0.9289352438935166,-0.6904807179996342,-0.5989507692700381,3.9261664279990094,-0.6333291156851361,-0.7005600043149479,0.9318423629533946,-0.705962218414668,0.7784313681033835,2.2802271427610323,0.09093990712969532
SIDM00224,-0.665858074148839,0.653709513803642,-0.9009300371269767,-0.8323824272951083,-0.6575770676649884,1.0500855177135067,-0.9348829436742183,-0.9509894415534556,-0.047903103203606114,-0.8047745397344875,-0.9345833474225096,-0.6783989213105142,2.2878834884709334,-0.9888047799268269,-1.0029791644481154,2.9701228433073066,-0.5703746990711814,-0.861606644679143,-0.7976654851761261,-0.8002324867192483,-0.9636302876563502,-1.0526400306192787,-0.7771914092548012,0.16020729283313737,-0.8604339151415034,-0.5276983422152521,0.9563547370781154,0.4182735067836489,1.1030031257497273,-0.8648668077355449,-0.5249796435702886,-0.3965263184752181,-0.3155677599420473,0.9429066722352206,0.26966761165064873,0.7364433331576433,-0.5415009736008888,-0.38127310763231187,-0.8550947075479203,-0.9877693370117964,-0.0353140231429523,0.12887588170225686,-0.7779632557473983,-0.8436363181020661,-1.002876688059367,-0.9385133955739174,1.1400659783815794,-0.5439473883735172,-0.8299448994487135,-0.898552284568462,-0.6577402139054436,-0.5703158701385208,-0.9394949881734432,-0.8146064311567874,-0.7784926734892369,-0.35945392632911116,-0.8375924352441034,-0.5687115514756441,3.7171784654097264,-0.5635391406122301,-0.7891075917148295,0.9737191662395533,-0.5257894450140879,0.9717944616101126,2.3334050927250543,-0.37271479244008215
SIDM00783,0.8437219975376036,0.8214993821838925,-0.6814343293955762,-0.8525877183073122,-0.6514195125477322,1.1287843563048603,-0.9753830633437414,-0.9339885236641912,-0.648760529733933,-0.7995781638658754,-0.8756124714303462,-0.5656226239160586,1.8178326961772997,-0.908041725684894,-0.997565304165619,2.0951230364185207,-0.2741446582294108,-0.8710648085424472,1.8117971648827211,-0.859623319248163,-0.6467556492277478,-1.0276673975774444,-0.8784849837000435,0.030825486925526283,-0.89148226667897,-0.5982708319515384,0.9568636914344675,0.05734654203074356,0.8245197955212886,-0.8889265103033173,0.5455577981929878,0.5438524414778594,-0.5749822889360909,-0.8793824105486975,0.28434195288794084,0.5019890836400999,-0.167195304143107,1.5929005121284405,-0.8072638930538503,-0.9545312524282233,0.5901451604558305,1.0810194605640744,-0.745563336724038,-0.5493690602341,-1.061168909118761,-0.9513169427467703,1.0309302740076554,-0.3930959225599977,-0.9136115062598836,-0.9559742518873011,-0.8847328892849122,1.2895476645854693,-0.921964132318728,2.3784021589930173,-0.8354380110484766,-0.18151417159286037,-0.7821418459614958,-0.36918030985873446,3.8148805118680724,1.4160883720617803,-0.7349285236451828,-0.03308347868341198,-0.6756017158127969,1.0778562403780885,2.100681198381697,-0.49003669273267014
