,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,ITGA9,CACNG8,RYR2,JUP,LMNA,CACNG6,ATP2A2,CACNG7,ITGA4,ITGA3,ITGA2B,ITGA7,LEF1,ITGA5,EMD,ACTN4,ITGA11,DSC2,DSG2,ACTN1,DMD,CACNA2D3,CACNA1D,SLC8A1,CACNA1C,CACNA1F,CACNA2D2,CACNA1S,ITGB4,ITGB5,ITGB6,ITGB7,ITGAV,ITGB1,TCF7,ACTG1,CACNA2D4,PKP2,CTNNA1,CDH2,TCF7L2,ITGA10,SGCD,SGCG,SGCA,ITGA8,SGCB,CACNG2,CTNNA2,DAG1,CACNG3,CTNNB1,GJA1,ITGB8,ACTB,ITGA6,ITGA2,ITGA1,CACNG5,CACNG4,TCF7L1,DSP,DES,CTNNA3,ACTN2,ACTN3
SIDM00411,-0.6466094377347079,-0.7777558438350053,-0.7962454182096511,-0.8862569224908826,-0.8967787123048092,-0.7966114615674044,-0.9282047339793084,-0.6036180651634137,-0.8842251031083463,2.123804264876911,1.7238708404421457,-0.8685365546946764,0.7696180186460319,-0.8028683047903992,-0.8620914455283718,0.15407447000388977,-0.8194473576462634,-0.8930085474417223,-0.8582681459924948,-0.5224388079762071,1.162914935115462,1.093651392109005,-0.7082469320149549,-0.07743722613053503,1.5091000102212,1.713389753769818,-0.8473591759624223,-0.759010441872939,-0.9138761136087924,-0.6117909123000977,-0.9220811253262386,-0.5874469523385232,-0.7289428391738265,-0.7658479868271738,-0.0925627858591056,1.2559844853320206,0.7847946067776559,-0.6189722626303028,-0.21409931402481563,1.2100535604192286,-0.6121260654537838,3.5462104564598396,-0.34570875539370427,0.2879403241259895,2.4671435348137343,-0.6957400819297868,0.5281580409643974,-0.7464108116259579,-0.8743759127002882,-0.8042241889064383,-0.8897518578404582,-0.8242375670893193,0.20449500307653143,-0.9018841419275565,-0.9102570572710948,-0.0321594310775039,-0.8882039600185456,1.5147406946221982,-0.5876837882229273,-0.30461503771181736,2.597499901932292,1.9439084414281689,1.935468214178945,-0.868511662932105,-0.7481852519166327,-0.3191710262674902,-0.766391122109523,1.9728096013318814,-0.46500462723989466,-0.7715988277011792,-0.8672414606002244,-0.7465909316197978
SIDM00374,-0.3616228075316106,-0.6954378061254336,-0.8241675866580569,-0.7828684577620875,-0.6514167634850867,-0.6516397234356605,-0.9097968340827046,-0.5648726300787226,-0.8319309424978533,-0.7165758296325923,1.4739325099605605,-0.5275935563009184,0.5106521118559102,-0.7906585168362237,0.24156100978949577,-0.642361198207495,-0.7707905287613169,-0.772550428346693,0.45020830131997486,-0.5975555147499905,1.4857719633456885,0.13328020851708988,-0.6447631826594207,-0.9213072754918253,1.3701946115074917,-0.21439824942479896,-0.7366921323578441,-0.751230071905606,-0.8810000080198728,-0.8428634548711027,-0.8723683138892616,-0.5584517772474745,-0.8136393268204503,-0.7188946550628007,-0.7751286092541986,0.3928584340673815,-0.8355352233148566,1.052830141199254,-0.8557934422426839,0.4606800947316431,-0.5979278893858763,3.5271314569459364,-0.7594760159247744,-0.9981761646236114,1.182188322687527,-0.720175553992805,-0.8354914593877661,-0.832342500347792,-0.7989952252931365,-0.8138309463136442,-0.8003690484001585,-0.9237724388586848,-0.07158061965364011,-0.9671943572861534,1.9975536685731115,-0.3021328509599643,-0.78016353061053,1.1544929092870158,-0.5221429503686503,-0.7163582632398576,2.830288156415821,-0.9685856231089107,-0.8593394123258575,-0.9416382130717971,-0.514162837708731,-0.6820503504431904,-0.6070173801241667,-0.7365390794398903,-0.4388678084948686,-0.7104631142126667,-0.8345313403137696,-0.6882091201764108
SIDM01160,-0.48230049632221345,-0.7454091984496367,-0.8046696864043911,-0.7510716405003596,-0.9537736946236797,-0.7176357999689906,-0.8970247539187358,-0.6828399363327496,-0.837322185768685,2.1672007579254666,1.4565833742071566,-0.7990358912888804,1.1392128971254725,-0.7093035329842522,-0.9053575199775877,0.42734821589148847,-0.807562923215377,-0.7492243065710312,-0.8842884756948403,-0.7141471665416609,1.0803268832937774,0.9327969484283435,-0.68967875540407,-0.5543445139315408,1.2063767023498393,1.7042309283665835,-0.6414558882624933,-0.7472253022786428,-0.9158911589741822,-0.7040589792194426,-0.8763720403643558,-0.5701576674813212,-0.8289940652451852,-0.7399119178090924,0.19567540148524307,1.7720149265757155,0.8711759463777679,-0.7265037255239222,-0.11566512180548368,1.145941473553111,-0.6531718066931957,3.610710514034824,-0.7603911104507507,0.24082335698359936,2.4495553316499565,-0.7787854827952249,-0.4395697595259625,-0.8500007971648896,-0.8657510006220923,-0.8588643723715664,-0.9277757512993017,-0.8795304352090483,-0.4321327562236782,-0.9279109836445731,-0.9316003183451679,-0.1838360352836974,-0.7795351416440947,1.645860514044161,0.28495983279932635,-0.7164792296452863,2.5904083152104684,1.6804361456377852,2.622471868229528,-0.9051794241239146,-0.4696588331633435,-0.47012345305049713,-0.6010957994781636,1.8630798570564198,-0.5261443289199245,-0.8080260928102845,-0.873290961161236,-0.7193235810997405
SIDM00145,-0.3215760453085816,-0.6503318282080505,-0.8127287196240686,-0.6985247884163984,-0.916047065862136,-0.6559811008151354,-0.8464905591726946,-0.6670369620945095,-0.8315740194208513,-0.4950329276617496,-0.024800875028053795,-0.7474410038741985,0.38024657849608245,-0.6280063533273003,1.5844063025062862,-0.7765068704822345,-0.71530476477488,-0.7587827175612523,2.47209901749644,-0.4368505824521501,1.3212169615332925,-0.5107604769850115,-0.7118793585617064,-0.8423418279458383,0.8601442435791086,0.36685974398352117,-0.7635532242751825,-0.7653871554568773,-0.8450565444793662,-0.710037879533561,-0.7946440084200364,-0.5427898168711094,-0.6797912936274388,-0.6202135572298308,-0.7207031895342052,-0.11854510085288693,-0.9200340674711069,-0.6183246592579178,-0.8451893611927189,0.3199896623273977,1.5740275077711043,3.69830907077231,-0.7289369364958838,-0.9137950392627143,1.052745339695972,0.915591473874939,-0.674881210502105,-0.8142057108083613,-0.8554758038021216,-0.8174032697599258,-0.8155176819294411,-0.8348217974872557,0.5354939875233722,-0.9943329919352124,-0.9676722136110583,-0.34252116149383693,-0.696012724336735,1.1800816725386805,-0.5087482715083619,-0.8501353456487305,2.4641563604198193,0.23336568089053458,-0.831901014154122,-0.7315195266104475,-0.47019113368244486,-0.49635784251238385,-0.7217709232405424,-0.7414236804502076,-0.39792842161322767,-0.7754109275768364,-0.8843927692709197,-0.7601719663674423
SIDM00975,-0.17157790335164871,-0.668081536098436,-0.8993093786115847,-0.758268336861129,-0.8348824310719443,-0.8384530684931587,0.3416826060363965,-0.7740788065293674,-0.4687781080925976,-0.34627204218558527,1.306609076921391,-0.8647864990689047,1.0203248518469137,-0.7511077456469589,0.2500823025514558,-0.5962025645527593,-0.7969799229343298,-0.7633398699768889,0.8753411607403189,-0.6182138940655668,1.28068180923345,0.7214375522856412,-0.6715790389973015,-0.9100544935859024,0.37563216640761277,1.2559239805681268,-0.6346326595428818,-0.7652480398598484,-0.9276428410382994,-0.813611129613047,-0.9151476666352615,-0.6320743312848146,-0.7839739528710201,-0.7029009547945538,-0.8186561656943692,2.177536493100154,-0.9529756849426159,-0.6995326995409387,0.8454906750524721,1.4885126192865317,-0.7197940667777417,3.5921644410003815,0.007109600878225346,-0.868061681576493,2.4627102792264095,1.401351893105031,0.1519104934158879,0.1829169879497641,0.2625595742433525,-0.8264984099151119,-0.8465964622568487,-0.7892787511204924,0.810194465230717,-1.0387367342262832,-0.9583851402674304,-0.04166659795877873,-0.7936890031340386,1.76194921326743,-0.4281071680203785,0.24650845083584721,2.8651065289563724,1.7205402035663837,0.828166507592218,-0.5307427519503498,-0.5456485666597705,-0.6825910107743575,-0.44098808964086766,-0.022873462916799717,-0.5249875150452199,-0.9271774222847311,-0.6133616135786688,-0.6622808094445771
SIDM00971,-0.3065724403697336,-0.668238091524381,-0.800069566092386,-0.7433500111951593,-0.8881910156057065,-0.7382957504504489,-0.8591367008368908,-0.5977664149996693,-0.9285343135443669,1.8296092557600836,1.7363503544157217,-0.7844674851506893,0.8606130050512031,-0.7046857062295789,-0.8510313191996476,-0.8124910064553648,-0.7021476036787712,-0.7515017738211026,-0.8012791676359653,-0.5408804951373555,1.2508483030067366,0.5332682667831008,-0.6190288680387948,-0.8481112166733067,0.6629358114555599,0.7608340429573728,-0.8213866595685966,-0.7495812508511587,-0.2574417239523622,-0.7439111478205035,-0.8236688146323432,-0.4340665845353863,-0.3770200737973594,-0.6291562415695471,-0.6842320426940321,2.0958996527602616,-0.42457135447886474,-0.5778548667163236,-0.8032490336740951,0.9016798909718537,-0.7567991872234445,3.652883352818977,-0.7869565849189327,-0.1360466958503272,2.668933873749996,-0.7233747811265882,-0.6186430438859213,-0.46587339261116956,-0.8366125307648882,-0.9260675453566903,-0.7378012407133361,-0.7380657788376594,-0.8208101438141168,-1.0042148607298838,-0.9664419223285164,0.3001387198465745,-0.7521053792787444,1.4927581215940993,-0.64071696261922,-0.9051700407192164,2.8863201777669336,0.06781931767322089,0.32869767415913875,-0.8308845662459678,-0.5690120972465089,0.45435140530013235,-0.45121493393410395,2.6631076658069865,-0.38855089588563174,-0.8257606161065825,-0.8862335384392619,-0.7533070762554306
SIDM00251,-0.2410534481830298,-0.6864690306483617,-0.8539015211217049,-0.625568466719204,-0.921964009992377,-0.7673281332230433,-0.894559928816234,-0.5424952859530168,-0.8505682452960985,1.2595818366946308,1.7914303593702368,-0.7739200657949181,1.0346875692344206,-0.6683707218786885,-0.8486068811885318,-0.7253600111687124,-0.8042429236111853,-0.7897383138493688,-0.8074385963963618,-0.7132151347338735,1.1796830942966823,0.47716511116264254,-0.7124358054183704,-0.6255499677533096,1.7513350696278507,1.4384954324225485,-0.7706153375837159,-0.794999782824407,-0.9201809866136264,-0.7754070217456543,-0.8754759403913203,-0.4809255796839238,-0.7449287701282054,-0.6805039949598455,-0.6011965401589168,1.250311781008625,-0.6705376025655181,-0.657569120372548,-0.19734790090272686,0.8212363482102101,-0.5020898048948089,3.523334799431913,-0.6795705728384023,0.16108718216437554,2.3852589070238923,-0.7603648808891879,-0.1752400256115484,-0.7140178437772247,-0.8484284414557856,-0.730102245089091,-0.8323787136864425,-0.8363019864662551,0.6356639618881629,-1.0797090888130632,-0.9208118662472136,-0.042809561704904006,-0.8671848054436057,2.167023543719562,-0.635813820273297,-0.7908587847187072,2.3721149806625133,1.3439494406828876,0.6155599801145762,-0.955781599217755,-0.6225075902369749,-0.6952493677325373,-0.6341346700003854,1.7894002857165905,-0.5125311433309077,-0.7922743465693068,-0.8836564217044212,-0.7438486563522556
SIDM00412,-0.3430746945643174,-0.6065388736706927,-0.8243239986485571,-0.82507023455843,0.9242862863876895,-0.6534977585105886,-0.899671727725448,-0.32666949208428714,-0.8181404502885751,1.6289940203341753,0.012072731041617985,-0.8911798727640222,0.6759633255268443,-0.7506212747630537,-0.5383198980454641,-0.6563214291098844,-0.7436995766253495,-0.7362830680726056,0.0014539718179507855,-0.5607413813634973,1.0787394040221396,0.22214172246950215,-0.5930373055471012,-0.8603139757574961,-0.8646624690369042,-0.5591810875397957,-0.7904705479063749,-0.6446681757288713,-0.8336520283905522,-0.8222516378289604,-0.8141944955187238,-0.45452889603287283,-0.8039856118088274,-0.525740502061755,-0.7307072899482143,0.08189565147756597,-0.861305273222582,0.6104797507062257,-0.734030137111006,0.9008233274499758,-0.6565257192401968,3.6782065562515682,-0.7388265891976644,-0.8864290395639216,1.7243960403261502,-0.7872913208874086,-0.7975564251072774,-0.7420724249689196,-0.8591677488963805,-0.8227163177357031,-0.8025340174414194,-0.8231054286001341,-0.5917473745039009,-0.9041814291481511,-0.9602095169752551,-0.35533935012247514,-0.6851217368702708,1.3696238998605088,-0.5282703986006073,-0.8182431096410986,2.9874010176132013,-0.9305129865350108,-0.845719815642284,-0.7381956000653094,-0.6800667643699838,-0.6872687228398439,-0.6381236716395264,-0.6711186874591054,-0.31999196941829366,-0.7759555913398204,-0.7979270694405726,-0.7273254003207196
SIDM00023,-0.20068110595662467,-0.7170816518979191,-0.8746473180367518,-0.7500144631053798,-0.9233131987548749,-0.6525485049336963,-0.9065416634534565,-0.6929266448032785,-0.9204146212706179,2.2858810978104867,1.8005049883235515,-0.8030317810629134,0.9992896760356964,-0.6882641566320535,-0.8688386717817115,-0.23513999453779308,-0.6476086903263778,-0.5909671379181396,-0.7900195607267912,-0.6388439409872122,1.2722285908569928,0.3883727510285849,-0.7453337864406869,-0.028583015143628394,1.5379652480590553,1.4107356222174365,-0.8511920031284465,-0.7690834527683867,-0.9188890466668311,-0.7963598905655065,-0.8529486196888441,-0.5415498659500556,-0.8000867674646263,-0.8055307052023153,-0.11696096685014074,1.022559218592798,0.33039862073926995,-0.6374441632012162,-0.7145512121459916,1.3980709130987918,-0.7540195974087617,3.4812531406028433,-0.8807586741413844,0.04350583982543926,2.0932166384735686,-0.7448254550367844,-0.7218466900423175,-0.7747451066004275,-0.880575381373709,-0.8129595868479383,-0.8086081460806398,-0.8099485613680559,0.2771718090282246,-1.099472766852654,-0.9660115233701442,-0.02719663143216431,-0.786601941805035,1.0992303424145902,-0.21264499130549816,-0.72584237420654,2.7566167203753524,1.8386510438752803,1.0984250344639215,-0.8802388749486227,-0.511745957556997,-0.17096201029098954,-0.30413346546340303,2.653675704133709,-0.4813646153093664,-0.9161493056652638,-0.8978811812800022,-0.6722447923383406
SIDM01198,-0.2917406661616231,-0.6970719585441948,-0.8547609507219489,-0.8576606232356028,-0.8648754287655831,-0.6903270644831309,-0.820903077652841,-0.5944791019705881,-0.8804695730091702,-0.3421419672476803,0.24309850778258546,-0.7250385658476957,0.5739368225886081,-0.6907495639131828,-0.31294209001234,-0.6046762440055472,-0.6964106367314361,-0.6580448372793816,-0.12583680366641456,-0.6330408725330845,0.8977865768256144,-0.30466490084419073,-0.6468787099630497,-0.9060590170913805,-0.7611016586857928,-0.6418438618235629,-0.7864517231315316,-0.6723696044627012,-0.8626469647834062,-0.899601904642584,-0.8023922890570665,-0.3872950861455933,-0.7335754387007885,-0.5799037713669492,-0.7282142932816374,-0.03662825617388078,-0.9057947892871633,-0.7429878045194407,-0.9226456588750219,-0.1364974883862151,-0.5706191770395408,3.127765912035221,-0.6686093722585084,-0.9780990777529708,0.6614179238114085,-0.8061110416741156,-0.7772703323215144,-0.5890047306515589,-0.7695694116857061,-0.7974435467903668,-0.7933742872491244,-0.8128351492793195,0.10259615497758422,-1.0178648123939709,-0.14910239123626542,-0.39724962045462286,-0.6827210424518053,1.187072072319496,-0.5328071857155753,-0.8234684735912126,2.593818695235459,-1.0306707588284374,-0.7345380552721268,-0.9791948908809169,-0.4098985552009369,-0.7364458602511783,-0.5641529835909413,-0.8738080794360336,-0.44429380456746226,-0.7583891118761616,-0.7651578010534625,-0.6105370835866991
SIDM00441,-0.26803980716217946,-0.5263281339961761,-0.8088682727183834,-0.8301722337075285,-0.867261000523056,-0.5537454464576573,-0.8602559961745647,-0.6914837763607666,-0.8038216656573324,-0.6464048179755394,1.0539148435568393,-0.7279073457251206,0.9128888569221029,-0.6736097398061203,0.6393723205916418,-0.6389277434744435,-0.7740885527631736,1.2209058893447091,-0.7602836496835577,-0.33849499981261894,1.0235800161736144,0.45956679457339367,-0.7389906781249099,-0.8609130670018665,-0.8346089281773823,1.6965657523141884,-0.7916842399116063,-0.6176887204763452,-0.8805114056152386,-0.6585284514231313,-0.850418305374489,-0.5409742679877609,-0.8050459927819754,-0.6002284899381328,-0.7326960424209701,0.3223404564479327,-0.9488446903923812,-0.4915611390782049,-0.8428903723018615,0.7985600728166525,-0.721101523687286,3.517375582049569,0.7332489396354266,-0.9571555328012581,1.664607599659072,-0.8154663134533688,-0.7669895096642604,-0.8634689856354375,-0.8283452994559762,-0.9039508824288325,-0.7827311083750543,-0.8931439029063523,-0.7071435133089274,-0.9308847218393413,-0.9314857718297557,-0.31578062925411726,-0.6628259615865176,1.4245382753775329,-0.5545668133870753,-0.8944919423523169,2.861669844224476,-0.19605793519363912,-0.8939316171861302,-0.8971469531205308,-0.594478144843928,-0.6119003935118229,-0.6385076617147664,-0.7677290588534477,-0.39934541333405993,-0.7689708967997315,-0.8322927088509722,-0.5580329985202697
SIDM00388,-0.2827416919573515,-0.7195448595868786,-0.8085852525684308,-0.7244339995936491,-0.6937509645734005,-0.6126572287600006,-0.8849440865641611,-0.5959734597705336,-0.8013588326495622,-0.657519871042371,-0.06292896216069639,-0.4983342608488442,0.7250746458531762,-0.6448881285373771,-0.47972489180779976,-0.7449039364029895,-0.7371916015768001,-0.6483738150325666,1.5701878677854797,-0.6881324656642396,1.2981267645982217,-0.05659818796414853,-0.6717074172567981,-0.8571644164070271,0.40989462680942207,-0.616502833010504,-0.6089995678607667,-0.7785693073035076,-0.9374541998672283,-0.7423834901549766,-0.7432514069888022,-0.5517184558792328,-0.7091422162749751,-0.7744163614686146,-0.7402683083986991,0.09617108618013397,-0.938276876863227,-0.6276548511227672,-0.9566952260600172,0.7366672583511836,-0.7244977110889107,3.3088466210402534,-0.7095782892478805,-0.897936585748799,-0.2567177056029135,-0.8438873139679803,-0.6061357383053976,-0.7039118657631821,-0.8417606217259731,-0.6470625225326383,-0.7391589561282715,-0.8266399586712566,0.030035286625051828,-0.8794180360905298,-0.9495498304706184,-0.36887207324200755,-0.7040627139275936,1.430104927052039,-0.5681793204120656,-0.8242603730774901,2.190529554731229,-0.9705626465112069,-0.9337120413707004,-0.8697808280351197,-0.5910876579175842,-0.747724690477261,-0.5948245993053375,-0.7604814547289898,-0.3800440467963302,-0.7646374371718219,-0.8807832722089869,-0.6643205554356302
SIDM00417,-0.16593578784291466,-0.7046835722422163,-0.7951271531495366,-0.8274565520443263,-0.40995512185858224,-0.7099966551454843,-0.7595069139115814,-0.5484747111023495,-0.8540483366016766,1.0027718654141797,0.11537914224293615,-0.7528754810330868,0.4130535175705868,-0.7023925363136221,-0.1480798918481301,-0.7471594112655009,-0.7207371524938145,-0.5838237865849856,0.21340585317376592,-0.6643324886108838,1.3878842106080413,0.14130320763989235,-0.6485437114596598,-0.8826811843515756,-0.8707061600323348,1.0227166403171308,-0.5714164531092206,-0.6364193432184515,-0.8983068468785622,-0.7729221014630339,-0.8090348873721114,-0.45737987220797166,-0.7918482960067607,-0.6917085609013589,-0.7459855928195777,1.2302621269290641,-0.8606365161875603,0.28998198095704353,-0.9194343167230985,-0.5144380033288035,-0.6574702575494942,3.210907491771885,-0.7429586570074435,-0.6899377832972243,1.3230973142390523,-0.6083396184640016,-0.8499948657666319,-0.8422398219190775,-0.8227088645845578,-0.820245032601759,-0.7334757788595722,0.1435542132549621,0.8941446127072554,-1.0285549956901632,-0.9599669834326207,-0.2654908640178003,-0.734226020987172,0.8245431577244324,-0.6636293523114056,-0.7050907758085626,2.224926942411132,-0.46731284158512143,-0.9272906087645041,-0.944533487950994,-0.4084003470277336,-0.706333595175366,-0.5811899205778429,-0.6693854823859068,-0.47182674309152633,-0.7417658442553616,-0.8616780196058386,-0.7338471077504426
SIDM00416,-0.077235360377596,-0.6963515727473941,-0.7956469616381474,-0.7557373221767192,-0.8898403968279176,-0.6059988898708983,-0.8773241542651246,-0.5439657566350048,-0.8706671203406361,0.5359196404216844,0.1404440921965769,-0.7065097246802003,0.49419314040271467,-0.6591507307142821,-0.649803778912429,-0.8824264551659939,-0.7137604080585349,-0.7607386466952039,1.2423351738957797,-0.6812189628976489,0.8069564366256411,-0.1811550882209311,-0.6690691682073007,-0.8385853513328532,-0.8185645917159778,-0.5576014052588171,0.21121917278395294,-0.6964430988684257,-0.8827594466149528,-0.8490876294948262,-0.749488937850423,-0.5467880438359356,-0.7492954925950488,-0.4332298706709114,-0.6883555570542268,-0.2520494641057776,-0.8984800960586804,-0.3929004683674206,-0.9140320795609029,0.007941684608702617,-0.638222696897033,2.7069527268899796,-0.4923573796906925,-0.9243161230059542,-0.4779872227472531,-0.7714123753430485,-0.7390748672777886,-0.7201498704085016,-0.8158908953579145,-0.8464517781996349,-0.7016666354386341,-0.8420820803908203,0.2056240863481581,-0.978597113698289,-0.9928671185572939,-0.3044807684915379,-0.6797056880234792,1.3354719301935478,-0.4901639421419313,-0.7934894429813762,1.985143283668324,-0.9567341668816179,-0.784243604646797,-0.9219886195817732,-0.587137154387588,-0.6510529005598218,-0.6967235074928352,-0.8088867599082373,-0.3823892471691773,-0.808006455830913,-0.9074772106005611,-0.23361386470991732
SIDM00974,-0.15182957403875944,-0.6735019986021729,-0.8346067098432672,-0.7523810785424002,-0.9128208104015111,-0.77392519132876,-0.6701895452358646,-0.792742722990468,-0.8359608358063204,-0.4147047264776129,1.9260050123703962,-0.8691836290677758,0.9213320508501601,-0.6423998302946996,-0.6447432391482675,-0.21423699460877804,-0.8199836291941113,1.2451252825086798,0.8824912285190538,-0.5993322720648253,1.0118123891840454,0.6900390885129312,-0.7496140454283744,-0.8795434410895582,-0.6899865767688815,1.694100954849874,-0.7795458527261112,-0.5208822352741984,-0.7691518454214671,-0.8032089581016024,-0.8086864227373817,-0.4907838126753354,-0.8238968591583251,-0.6495160436251967,-0.7639642205926117,2.235984295037235,-0.9085538686422548,-0.7557031199962448,-0.2721321392094095,0.9453150872933753,-0.6452134803850631,3.6233212782399966,-0.7451943926374944,-0.9531940095254775,2.4815838331943083,1.2686419969370206,-0.7244948781158478,-0.7493366799379971,0.8978476255896279,-0.8177762850262803,-0.8168254408966492,-0.8098795795895243,0.39751057462830297,-1.006842193470053,-0.9103701494115025,0.4496681390635455,-0.6991804599252923,2.144949194144882,-0.524856631513239,0.29955041410142763,2.568325760945554,1.5961850565679083,0.5219707892349423,-0.5498929893031925,-0.504051552204006,-0.7803680203474944,-0.4651028902896916,-0.35332619289306755,-0.4008748596489724,-0.8098387676016845,-0.5642293610470713,-0.6107538850703548
SIDM00833,-0.22404542497215427,-0.7196106677307719,-0.8131521898763902,-0.7258204707189063,-0.9546000862294948,-0.6267043510633249,-0.9375998048912108,-0.7730789723872629,-0.9603759484568232,2.3409564963918017,1.5463951992993643,-0.6707064759514858,0.5792212943938607,-0.7573906557275165,-0.8504406433315408,-0.12368396923638846,-0.7812013356602903,-0.11725438707454228,1.8413357560771393,-0.7353598226869523,2.313925579952964,0.7882397330362412,-0.7014109319826626,0.6266271662676893,1.387680794766977,1.3477575497128687,-0.7711908214459652,-0.7248376207875933,-0.7876033843268972,-0.7111238671790332,-0.8950951393959646,-0.45376228624471465,-0.6459139271196517,-0.7422219415092096,0.3608690510018853,2.4570633055546054,-0.5501456007346238,-0.7176262976544352,-0.5442990514030552,0.9112537932862413,-0.594927462586104,3.5687601957549298,-0.45938786237258444,0.3794472092086577,2.650791382176932,-0.8839962691865418,-0.13156223014751636,-0.8202797122295229,-0.8899426983930517,-0.8531555542696652,-0.8223641836492014,-0.8781943771381343,0.21222184387981988,-1.0256250248778294,-0.9539001768706146,-0.2157081026237878,-0.8075443276301371,0.8160647950551325,-0.5873016976799432,-0.7782627888369638,2.169880765223474,1.0652773715585813,1.8306496925941174,-0.8051413479200419,-0.5495162951035514,0.19174388976804346,-0.6505084074798098,2.4707175416807026,-0.4670083742481903,-0.8315418933023686,-0.9310488864805123,-0.6818112598417283
SIDM00562,-0.3558717260057794,-0.7762364855912346,-0.8473250824715349,-0.7234083443513395,-0.8446319583275358,-0.6303761801534787,-0.9336634810705169,-0.7437861683876982,-0.8677383555031344,1.58435022588171,1.4538295077885077,-0.7619136774899916,0.6818255152131574,-0.6774112870665459,-0.7469089493975813,-0.6835066625063675,-0.7182741087462543,-0.834928470597786,-0.7002035622658362,-0.5836733810188222,1.024117378123078,0.36348182984925675,-0.7132720460877381,0.9698469629642656,0.885135479293927,0.5552877528278924,-0.7078267193055874,-0.6778771917059906,-0.7580246332324941,-0.7334845642653977,-0.8476600065381984,-0.42753289181645737,-0.5186880207228927,-0.5529582298580134,-0.6254541837128781,1.3595568146473258,-0.9021019265242992,-0.5684875560293416,-0.4977929916487303,0.22834856166172107,-0.7242763050553338,2.85661776419074,-0.8028372263098233,-0.8466939419116977,2.3407751924209568,-0.664974792699188,-0.6683343088997851,-0.8393817261619492,-0.8595939735253321,-0.8136813784644799,-0.8319903285276036,-0.8647145808346136,-0.7526269965670376,-1.0310417487779606,-0.9524731917175877,0.27802239763105824,-0.7805748652367479,1.3732549300191572,-0.5766900282715345,-0.8320305112281541,2.6464782203101582,1.1367823928713257,0.7853943309419729,-0.6993600453116755,-0.5882583667209779,-0.22289076435052768,-0.6137060171001038,2.6232840431170827,-0.4672486791522173,-0.7926135292265929,-0.8822377646026394,-0.6373227200092009
SIDM01102,-0.28531909435563246,-0.6754215837177737,-0.7009321919809098,-0.8339340178742898,-0.9035735517833694,-0.6265391738645532,-0.8494275401974875,-0.45283410188850765,-0.9052936648080339,0.02258107903427036,1.2978312177995148,-0.858566153324083,0.48229134475001334,-0.7241668544951848,-0.23278786258544762,-0.648819486943815,-0.7494290171055068,-0.8865161203951408,-0.8435627869673953,-0.6155879060709084,1.050241599127712,-0.1489298101290258,-0.6810362822403526,-0.8439185251061364,0.9368738332700784,-0.1774837928248006,-0.6735860188162532,-0.6044084221087882,-0.8941616872149046,-0.7290918088923816,-0.6791768436886662,-0.6320790143085016,-0.723411814229336,-0.6036052242010952,-0.7731556995770007,0.000687022103352408,-0.8087708382793459,0.3363834425301649,-0.9204854053427362,-0.010813984600318113,-0.6912596415087299,3.4125410067032904,-0.7712825137255624,-0.9252485039237219,1.4553731179921732,-0.7800415466527487,-0.7641533646729318,-0.6727897087444266,-0.7923017477760831,-0.9337456640334454,-0.7333309062737245,-0.8620542900991979,-0.635801601796923,-0.979400832464549,-0.6711149703803833,-0.28702625314870767,-0.6858931630562677,1.3769802055434297,-0.6515165061146719,-0.8200370118146254,2.798085440501592,-0.9738959222071556,-0.8900004667068806,-0.7812772429487026,-0.39292764972046756,-0.5260401071336632,-0.723199234076209,-0.5618925743329244,-0.4964285172880925,-0.651801466225758,-0.8610834031933267,-0.7095720574010475
SIDM00418,-0.24886967240706237,-0.6742448192882069,-0.8257808728561286,-0.7515172840031841,-0.8898270605990708,-0.6699578648462281,-0.9239472578810106,-0.5484069366600798,-0.9002417881470789,0.8322855038716924,1.651941926851988,-0.7494959445429502,0.5522594387019547,-0.7604164814885362,-0.6658538879822588,0.3322985777543166,-0.7390931369744946,-0.5382887931769826,-0.6229842349276498,-0.3497806581489629,1.3352720105399334,0.5973866547678218,-0.6492675806844939,-0.36790830231536026,0.8249959112578029,1.6229299923555067,-0.826070044785028,-0.6760183258646575,-0.9318801830624716,-0.4868603031606237,-0.8906946207545621,-0.45876488086550865,-0.7830762840126291,-0.7670803704723197,-0.6975976277904795,2.163667731813947,-0.9107134209832346,-0.7086325306309325,-0.43201466627933727,1.5433866310654174,-0.7138882064841815,3.720905822606569,-0.7807175254468993,-0.8293090834891447,2.290307844450178,0.7763356315249443,-0.42769290467719784,-0.9538737150613459,-0.8756269227051469,-0.755856079221123,-0.8556039175044733,-0.8789323845188387,0.41106215970889054,-1.0218524053996803,-0.9695753340150802,-0.08381097166158381,-0.778794643649427,1.058430581078078,0.055746006180324756,-0.7444116894861562,2.761183685193585,0.48135596994483465,0.32531411631074797,-0.9781072082886351,-0.48040491178644373,-0.2596374735040395,-0.4726280817561736,1.0307079848496614,-0.3312045872722129,-0.8450925465539703,-0.8715799452344934,-0.7526565698996949
