,CSNK1A1L,HHIP,PTCH2,GAS1,WNT3A,ZIC2,WNT9B,WNT9A,LRP2,CSNK1G1,WNT2B,WNT11,WNT10B,IHH,SMO,WNT10A,WNT4,CSNK1G3,SHH,WNT1,CSNK1D,RAB23,CSNK1A1,CSNK1G2,CSNK1E,GSK3B,WNT7A,BTRC,WNT7B,WNT8A,WNT8B,WNT2,WNT3,PRKX,WNT5A,WNT6,FBXW11,STK36,WNT5B,GLI1,DHH,PRKACA,PRKACB,SUFU,BMP4,PRKACG,BMP2,GLI2,BMP7,GLI3,PTCH1,BMP8B,WNT16,BMP5,BMP6
SIDM00098,-0.8536871885683494,-0.8940568272550893,-0.7629738900881478,-0.5663680532544724,-0.8196832318270455,0.7087674164679083,-0.5873180671153939,-0.9136536654528663,-0.8105787078069913,0.2094857164806785,-0.5699245774127811,-0.8744209386583651,-0.6306170244522842,-0.9280673614818823,0.29464683611517967,-0.29718868870923787,-0.7120423717050107,-0.09709115698453398,-0.7325511723519461,-0.9327083014972586,0.8793701404188626,0.424373476389321,1.2627809839056487,1.375810612873176,1.362370688348309,1.9452329815793135,-0.9190397105845459,-0.15338773203166076,-0.6036937603765928,-0.8537413423285806,-0.8566318963788011,-0.8507485927122509,0.09151425247985513,-0.21048856730471127,0.7272624122786187,-0.5665867961504992,1.8951511074401197,0.6156788459136944,-0.10928481089802226,-0.41654099341872197,-0.44220408545815265,-0.49171556446967946,-0.09262240124446872,-0.6160355394265098,1.596290660877589,-0.7343614333780042,-0.7952950934523673,-0.6058994542325974,-0.6648590016585924,0.4081949725605712,-0.3176187321712104,-0.5470217298063822,-0.9169121564962641,-0.8408529961972597,-0.8623420406425267
SIDM00225,-0.7256254849525599,-0.18659102193503116,-0.8098507835456684,-0.08778455209630716,-0.8356440452333735,-0.6750185724687428,-0.7331912907786112,-0.9695651615219089,-0.8805990624804911,0.2917889747485133,-0.7615802216822666,-0.9366236901107503,-0.5703053631898694,-0.8638599826796437,0.24226809585772086,-0.8936464994540629,-0.9680186860404966,-0.2051699827438964,-0.675028729774594,-0.9884439686163683,0.7131763057173031,0.21400036353659918,0.8031563640178194,1.3353149620290916,1.3867098067255363,1.5813565861476502,-0.8161858505399879,-0.13560888952891176,-0.8415554283855549,-0.8345082294247594,-0.9241884035367202,-0.8520388513237699,-0.6080742869697985,-0.2242276810265617,0.6394309473802765,-0.4355888697755017,1.3232782951995994,0.5134154932350632,-0.18194420104143258,-0.4613326761570002,-0.6953635022048049,-0.6204290670227681,0.16266365001529862,-0.5851339791615142,-0.9001974837586311,-0.7986584855898881,1.0166754596837322,-0.5310434445294232,-0.4630064746257072,1.284909977842475,0.6496085098404214,-0.39348569566785513,-0.8913982789921986,-0.8401293956017135,-0.4704731360357497
SIDM00846,-0.8149914153154363,-0.8092106280901586,-0.8014385715730178,2.156630871659141,-0.7998542995026874,0.8741496488289093,-0.7450742443856252,-0.7304397973678606,-0.8823564857674842,0.29889560719218194,-0.7099490400223304,-0.7328459373432428,-0.0010952930025943902,-0.8779526180872537,-0.6434557640886001,-0.806836884191882,-0.8239840668229687,-0.17592326518983512,-0.8438943497420771,-0.9524069972719693,0.821000478040949,0.24153045894803526,0.6943740651982282,0.9914435524425133,1.476214555647299,1.2569306276229175,-0.9331799757672314,-0.23386289554110842,-0.3891797633598717,-0.8475654062381814,-0.9828981255219243,-0.7843022316736384,-0.34280763730204317,-0.183706179605343,0.8629010694559915,-0.30880699209687684,1.4206075616190206,0.45322861527146774,-0.5644457513501973,-0.8069217617709632,-0.6033098739283328,-0.4814328097931527,-0.0077754134715983195,-0.6601723381083091,-0.5732870019881393,-0.6451276448687552,1.7839359892267013,-0.6104607276666009,-0.7755891142739696,0.9268170893493721,-0.523794334858774,-0.6514231556525784,-0.9492623202875334,-0.9912626392799551,1.819654809523167
SIDM00291,-0.862176189799603,-0.8667452207513635,-0.7985989663220115,0.8706122990774738,-0.8366461423239027,0.4962913498437189,-0.6112955471728864,-0.8093438979190812,-0.84454180687518,0.5660033166925205,-0.6880363839513067,-0.7826397638032787,-0.21639626472462703,-0.8493278684350832,0.5422482433934646,-0.6992378497776094,-0.5980342862399025,-0.3668606014309944,-0.7018379711445514,-0.8934801155788722,0.9450078501147217,-0.401241980426078,0.6715446145630848,1.0730227768551779,1.835642143414166,2.0040503344555862,-0.9506844267990914,-0.0704080884676469,-0.7730859082191603,-0.932729624906452,-0.7942568655351196,-0.8362112106291665,-0.6251740492475497,0.09278333378152949,-0.7175887074643528,-0.7726871318435395,2.0529252911629934,0.5340983672772448,-0.5890964942369233,-0.6411848318853299,-0.6572106009670617,-0.7560284637296919,-0.11111561826183174,-0.5762154810178437,0.35482896523767676,-0.7340416899383082,-0.5998515235424773,-0.7347454388014301,-0.7563511142378403,1.1307034923205312,-0.49989653866286105,-0.4495564477829671,-0.8855709282263073,-0.9238679931793402,-0.34701591839446855
SIDM00520,-0.7651903137976269,-0.6396310364204033,-0.8434679306668663,0.7552787602649506,-0.8520988775668034,-0.5940538663479281,-0.6918663764900927,-0.8315663396060757,-0.8039374055971997,0.39227817647097396,-0.42521102675749267,-0.9409769402675192,-0.527334879675291,-0.9458324878762305,-0.18794516895805374,-0.7312973576729773,-0.8472779400777657,-0.19650636607411837,-0.7694495332770702,-0.8738756664558404,0.7740798302277494,-0.44004662455199217,0.726406368292303,1.228686888655966,0.7409298384581166,1.834913010598767,-0.9736667540626619,-0.010644418037266927,-0.7744131964137677,-0.8523510891877235,-0.9226916584861042,-0.8266513950418645,0.6700679755891402,-0.3428235391359374,0.312672127150966,-0.5845199138064913,1.6510660134530812,0.21741607701049204,0.5925367681145979,-0.7517890074206965,-0.41691874478212976,-0.5723467545849023,0.14052909972239003,-0.5960949265150374,1.539466579856971,-0.7684349717577997,-0.6352382129077561,-0.6782105754921535,-0.6957561017414444,0.17633108422696214,-0.545936782829131,-0.7852710564994803,-0.8767500503185457,-0.8363005646702824,-0.9165749934448597
SIDM00003,-0.8963781246356123,-0.8727330642667448,-0.882300622131683,0.5624542840029042,-0.7806072118036634,-0.40910725394003494,-0.6399513232051947,-0.8390629164854734,-0.24629972486097046,0.5424627086300892,-0.804694917160605,-0.8167962275092984,0.2420893414313527,-0.9048489351830844,0.09791536345062402,-0.7845267959547251,-0.9146104327900748,-0.3311467107462936,-0.8107283070715221,-0.8500767971195968,0.5889179859494614,-0.036271517130301696,0.5573964679760923,1.0811138121097836,1.574797776327072,1.5930681004740483,-0.959884069937095,-0.07542439977909013,-0.7525566284146405,-0.9386489584288082,-1.0215096892370978,-0.7753902664483101,-0.5313219984676866,-0.46800162160646636,-0.5002303843178378,-0.4199855809598731,1.2670080050009058,0.03535482996956543,-0.7291567834831828,-0.750030893305217,-0.5990398585266894,-0.6444235705150996,0.34367177216876105,-0.4816717975366777,-0.34159460104606676,-0.7318535169809266,-0.7768028802177906,-0.7796972917837969,-0.5430019053786094,1.0457434257739524,0.17017964390698684,-0.7955497838133663,-0.9118297749046813,-0.9479257977553773,-0.8647737732293487
SIDM00136,-0.9469470193867243,-0.9466525288405694,-0.8744780990635425,-0.7935661118188052,-0.847261681037607,-0.37871952082334376,-0.6466609848818079,-0.9496092702002988,-0.9051476089218085,0.765585183813632,-0.7042296652805008,-0.5767923662921929,-0.6872777224094908,-0.3397379260415726,-0.5010161055474379,0.6721445484807929,-0.6778078727225102,-0.052853223557830606,-0.5933834243830376,-0.9927598475431564,0.940730935058055,-0.36116284912625274,0.8036407926801207,1.0398438332727473,0.9732404353857083,1.7629675500397193,-0.9184392290816278,-0.42138565942393014,-0.6330945978670868,-0.8361376644406555,-0.8851829535356791,-0.7810853124729562,-0.5453442994122155,0.21785454032292356,-0.7827528327716069,-0.5520232139875254,1.431902513182024,0.2978338817459355,-0.6821549196540054,-0.4625853347501707,-0.5375197039749048,-0.7090801592738902,-0.5407250785435349,-0.6304670411014708,2.9461245036726718,-0.7653283584594142,1.1617700225201686,-0.8146941092529228,-0.7366700238464937,-0.7978904723044306,-0.19499072821305263,-0.5851018060249993,-0.9362090672096958,-0.9169738369170504,-0.9144769441334045
SIDM01155,-0.9250469362762203,-0.7766762599188957,-0.8391058665037331,-0.31105041747275713,-0.8385320419627859,-0.29752102036541045,-0.776962146579458,-0.7717084720902776,-0.8904007004248091,0.09408471354333749,-0.7798537797434982,-0.8925483843637697,-0.5563033840019397,-0.8171594945587041,0.39167249235534224,-0.7345521131166566,-0.7534030857421855,-0.19238796439583908,-0.685015275136275,-0.9382680150746637,0.7497011062312245,0.6533078251238158,0.7881009565946233,0.9614386551914599,1.5657976591594578,1.459569972691598,-0.9986853363021323,-0.06117001916215233,-0.596668300232852,-0.9613525966429854,-0.9461452619011836,-0.8349485104042652,-0.4395880515014086,-0.27246992326687947,0.43810773133038106,-0.5136388479162634,1.6734803899452344,0.30004111930192495,0.5174489239503944,-0.29232841914041724,-0.4662894339493198,-0.658326298425845,0.010045186855451058,-0.5410870376558693,0.3741039865774284,-0.7489081981249283,0.7554773306035991,-0.6223784106356199,0.3315745352575124,0.8329708863935094,1.2217281204751829,-0.7555903863636716,-0.3625844897534888,-0.6379593307687752,-0.8988443898457604
SIDM00224,-0.837563495946819,-0.8543042829135,-0.8177418906808005,0.7628632713600827,-0.8180254852692752,0.6088860840127809,-0.7835638705192697,-0.9551960262547391,-0.41727688191378126,0.44231164245977767,1.2004043558725817,-0.8570165088881102,-0.4306940762404785,-0.8579730222348639,0.3244782230782573,-0.03701975315601293,-0.5430522571557063,-0.14364242899349985,-0.6844825681185753,-0.9239912727995294,0.5353585627492301,0.10213546613838287,0.7547312758117631,1.3695464008801208,0.6270856944723058,1.9870264322647762,-0.8788959730860256,0.19903892543284182,-0.7638705734452854,-0.9034483244666296,-0.9733385418127934,-0.7938351369272271,0.40814735023709336,0.5909800497587651,-0.19644822362547396,-0.4891749594554586,1.6812892316572694,0.7265579309969828,-0.5893271106555927,-0.332415528443121,-0.524377038083469,-0.5793583414704804,-0.006877373755494596,-0.6588782099180867,2.2221872740838675,-0.7564944180185348,-0.7846105380600178,-0.6139495305249358,-0.7735797670046644,1.0829427278866122,-0.5976796427543142,-0.6911808989395776,-0.8888758273462194,-0.8848741125670578,-0.7345666758195227
SIDM00783,-0.7933392876016717,-0.8898885573418129,-0.8853356565790977,-0.8622968805450791,-0.8078684977308177,1.515494217360215,-0.7324030540640448,-0.9127403437471516,-0.8609779616857623,0.5246760548473894,-0.726876454997201,-0.7443921213234772,-0.05411722613751256,-0.9618501154402824,-0.22993768444623927,-0.5536667759456969,-0.6643035356271096,-0.046106739066205084,-0.698376001945368,-1.01731508543185,1.1018235779274421,0.1219445513547227,0.9953569825631855,1.1848977312433067,1.3049699120206797,1.682755490416416,-0.8554546771889799,0.09042763621760821,-0.7272496844077626,-0.928292111182043,-0.9632392591882959,-0.8343144752044975,-0.2918478520182987,0.3048708458953266,-0.8272250126389843,-0.2674612449447541,1.5595888151106765,0.2643152219623723,-0.6365305461102447,-0.5606563540259112,-0.589217086456829,-0.6805081875931139,1.0667548170933379,-0.6511408142670599,2.023368782774659,-0.7925465880429629,-0.9287985897801712,-0.7007387875396935,-0.07314815644380199,-0.9031025005477034,-0.509491976320699,-0.33632201976231435,0.19259125719766026,-0.9574468962709624,-0.68757541905078
SIDM00490,-0.9063328216409071,-0.039021955149663064,-0.8902069341335817,1.3177746225537128,-0.8409685936901621,0.6670005190314383,-0.8281761871289909,-1.0257503436262219,-0.8648741982169342,0.42033836118014895,-0.7886289506535458,-0.8700266256615483,-0.6276480673660798,-0.9178853336822647,0.2886486207349646,-0.9311900145334407,-0.9354179902524618,-0.14718546722968764,-0.771547942714971,-0.9581345830463871,0.8032793130835941,0.5818635952195985,1.129989581564329,1.2975502672996304,1.7470851769861124,1.3708325810585795,-0.9922184029956962,-0.346313916498112,-0.7734968909951028,-0.9124113616267185,-0.9467753889826558,-0.8161500164956488,-0.18311803351552777,0.026553385033538924,1.0974118654665665,-0.6732351022573118,1.5510170001872652,0.910749853589226,-0.6297334207910412,0.09192720671068046,-0.5995594055203054,-0.6031854005384502,-0.001373694277386611,-0.7007383695863312,-0.7430001763803872,-0.8690855644572899,0.8323128684001341,-0.6307432974381609,-0.4397441178173492,1.6422125938862588,1.543379800905476,-0.7755163901194924,-0.8800874794490295,-0.8865031176948033,-0.47919116427377023
SIDM01090,-0.8236811716267163,-0.8759233711567953,-0.9356546133340212,-0.7731761576277227,-0.8168234979263774,0.5343147928112212,-0.52973095207462,-0.8320532584525496,-0.8456399557474874,0.5729551218539213,-0.4655856430160381,-0.23271720528270637,-0.7032397666747007,-0.850132338627323,-0.5557700129351352,-0.5394701533074928,-0.8741090300572761,-0.2075501594872425,-0.6503707416367062,-0.9238319680657243,1.0956386471394541,-0.48269626743495925,0.6382322088393542,1.2232423285696206,1.5364257272032404,1.5273331038034441,-0.8338907217425129,0.02279126122127622,-0.7416171334995625,-0.8670838216813685,-0.9033091382008296,-0.7223309252159471,-0.20039088509114927,0.7207040660858745,-0.7622988604189567,-0.5564959721971314,1.6552084157831672,0.34282397049763463,-0.6513356296625045,-0.7449394649989193,-0.5086472007296688,-0.6642359798810908,-0.7707670768826098,-0.5502137259058283,-0.7793323168887992,-0.6716802638274465,-0.7365836181467247,-0.7659773540359055,-0.7795477263491045,-0.5836680802442434,-0.21176516370858559,-0.6636638506334479,-0.853146746170953,-0.9082206411314648,-0.9004011690798599
SIDM00394,-0.805482044813842,-0.9175249418976974,-0.8352784810966877,0.1079123564067757,-0.8388113445019237,0.5023313055065106,-0.7056729734642037,-0.7947662795130884,-0.8382418822517669,0.5628524684555948,-0.6586975969265835,-0.299979932854299,-0.48938031443635016,-0.7855706196694768,-0.4468184534433063,-0.44374023190710865,-0.9236763616808968,0.3046530615929186,-0.5999070745905112,-0.886614282572041,0.9545821072720861,0.11439961521593385,0.6861803386966702,0.8392498031104313,2.1436272913389085,1.7498044426755244,-0.28049115247326717,-0.0687087711570165,-0.1727490722395949,-0.9682340923752835,-0.9497196931950459,-0.8193446448235203,0.19797279726319003,0.37495488886439016,-0.8071180208404949,-0.2594873034918729,1.5451269192232626,-0.5517914009539969,-0.5631358847323038,-0.7532239796855386,-0.5488769968739354,-0.7499154992770979,-0.4716918005032519,-0.6483774273737599,0.39259823415818756,-0.5963394762723299,2.763286704089034,-0.5705833423909588,-0.7842421266725993,-0.5127815861907264,-0.768678175052574,-0.2083081871704599,-0.846955196737281,-0.6280899956763365,0.895040176392832
SIDM00538,-0.8335602106327282,-0.8217879337699536,-0.7455453936445757,-0.7726853552060878,-0.7735853647586571,1.0666417867668048,-0.7912052584460421,-0.8427842875780216,-0.8208219243284743,0.45367061396452796,-0.7066976338729313,-0.618333560396909,-0.3988008485975708,-0.6537175567724206,-0.4800325490487513,-0.6750855074170351,-0.6788294241460342,0.06136157261708366,-0.761906617011328,-0.8940974270810673,1.6228427750143986,-0.23068407660329765,1.058799859588438,1.3255138043887922,1.193921689549536,1.4783696832365913,-0.8526900263236239,-0.10166683845788106,-0.5879804874891456,-0.8818857883907946,-0.9172845081765129,-0.8331809443318271,-0.3490136340655571,-0.5210047786853224,-0.7562619555152579,-0.47547749354893665,1.7954750972775864,-0.24222253487925463,-0.7357260531554533,-0.7859216196934057,-0.5728006459681332,-0.6715853597527431,-0.5556790788135729,-0.6458019229317075,2.7954506255343907,-0.7003935101567634,0.36389817301855365,-0.823696306837024,1.6119295381787146,-0.7855277790514231,-0.7158434322070413,-0.5284892686386796,-0.906501877040221,-0.8946512614314099,-0.954037464156993
