,JUN,SOS2,PAK3,PTPN11,RAF1,HGF,PAK2,SLC2A1,PAK4,CREBBP,PGF,MAP2K2,TGFA,BRAF,MAP2K1,AKT1,ARNT2,AKT2,RAPGEF1,AKT3,NRAS,ARNT,CUL2,GRB2,MAPK3,ETS1,EGLN3,PAK6,RAC1,SOS1,MAPK1,PIK3R5,HRAS,EP300,EPAS1,KRAS,TGFB2,TGFB1,FH,VEGFA,ARAF,VEGFC,VEGFB,RBX1,MET,TGFB3,RAP1A,PIK3R3,RAP1B,PDGFB,EGLN1,VHL,PAK1,CRK,PIK3CA,PIK3CB,CRKL,PIK3CD,GAB1,PIK3CG,PIK3R1,CDC42,PIK3R2
SIDM00098,1.2478347730764152,-0.14645705387439345,-0.7445274458635565,-0.42159606961872115,1.105522053320851,-0.863897440210676,1.3874869469166056,1.3715198131732618,-0.07368396457661137,0.6431041129227882,-0.49406538002145084,1.7985337293991823,-0.7082790054391395,-0.7822293700544648,1.3068758587456268,-0.1589299914649479,-0.4272850232512805,-0.6708840724550083,0.011124748632080992,-0.6308758124179298,1.796453302028577,-0.39388930433970143,1.9760571454366003,1.7461961434059645,0.3043844854751119,0.21306005720848986,-0.7340120190969185,-0.8429160227426257,2.7846333716013927,0.6227387380923055,0.45912016079758144,-0.8478427138862007,1.3875517393560706,0.5612195824153212,1.0316308132021312,0.47466145476394606,-0.6122940289560574,-0.47798367211570103,1.5950487459200857,-0.1295923200874717,-0.12338898425520059,1.6065276762589817,1.5485310141567536,2.435434292020425,0.15434285674330575,-0.8756498891937804,1.2710384410672482,-0.6512429962791757,-0.8863526347663291,-0.2582916525312735,0.5189791775432818,1.22153353693794,0.8924957869046379,1.2861604573019143,0.8515901817502423,0.17596570516696397,0.24913473004701592,-0.3846227482318617,-0.6586933356887147,-0.8832652758626194,-0.435137947832969,-0.09309771581751475,-0.16420752704121946
SIDM00225,0.956438435886581,0.15464606464079755,-0.7313450172334935,-0.43205326300473734,0.8348573535582411,-0.9085203377158263,0.8132213162991775,1.7137912552573566,-0.03751740764565101,0.4157158690959889,-0.49480356863698227,1.273364272885486,0.34332646132563793,-0.37593296330682047,1.7672558841865322,-0.12032069319968533,-0.4029474814483815,-0.48940933136072684,-0.5412572738102035,0.00327414136633282,1.8397846356450012,-0.14508517614373004,1.9498506422496322,1.566287194929019,0.42574360123698995,0.30111470497128345,-0.7769503340288332,-0.8472818443377045,2.56435910851763,0.7242755066546729,0.5101479725257008,-0.8339691836356542,1.1051907729656958,0.7616155995671071,-0.15885457803917327,0.879071646217962,-0.35298380977873706,-0.2106236082987661,1.8696739564765266,0.1611539714433391,-0.17368924498095675,1.9513211000255406,1.7404692516920084,2.4152284538672477,-0.35617113677648193,-0.8838031478883682,1.6450776494072963,-0.31956181662508887,-0.8797450540490092,-0.6429321888445506,1.2828910411849448,1.0288496242392742,0.9581369134186575,1.143653609700321,0.6432993664700564,-0.289436664838999,0.3697290740886104,-0.4259825966617104,-0.5084626178357106,-0.85038006208633,-0.2771121420304421,0.0021939042070368447,-0.4603573061973098
SIDM00846,0.044532191750548324,-0.33627621821732756,-0.7076442093168973,-0.5313235372337272,0.8698531163205813,-0.9910616317797045,0.6581642709018278,0.8495495454922888,-0.32151269182307307,0.3855839687052798,-0.8252035873451186,1.1338849989723598,-0.7425622497626523,-0.7589388476329242,1.8566577901095587,-0.2132189230298964,-0.7605832627272743,-0.5416768291323578,-0.18007692045023768,-0.8366500827076601,1.689101416942715,-0.009195042825175628,1.6785144158675587,1.582817379722509,0.40456292514070263,-0.7189293528378203,0.2832099209349856,-0.8288912998874697,2.32043600654032,0.3263389430642861,0.3639110576930663,-0.7286019215380581,0.6951875006183451,0.4268678591988871,0.2878142074960518,0.705831098423714,-0.831723617420528,-0.20174745515146497,1.8020718679034609,-0.0319282806931243,0.1361630588670387,1.4142811343457822,1.9108217940200785,2.3849677959635733,-0.10390991397649771,-0.6542661602273947,1.2490163515859862,-0.06271061018132987,-0.9560743461944017,-0.6754688744994588,0.7809429235843904,1.2201418254723804,0.6346470325630564,1.1213823962238327,0.3009842739833732,-0.288815158393606,0.1300331654809389,-0.7489569632522669,-0.6208199154795102,-0.820596360725214,-0.539366920455228,-0.07547803569744804,-0.30207525946749875
SIDM00291,0.5361505296535705,0.21050477281114974,-0.8908321850567524,-0.3103613541413425,0.9796559767371458,-0.8795741588330878,0.6193731701370842,0.7006472635806809,0.0381697575268481,0.1935117086026488,-0.7470275969941947,1.2604308368381785,-0.7129589356304419,-0.11087046888498304,1.6589398477165531,0.19571455103036073,-0.08649068586184011,-0.3319020096946334,-0.19744694901442683,-0.16736406499652842,1.374692858095759,0.13915075067767038,1.2106204036893422,1.8578936789144092,0.8556571961413694,0.43725741541493035,-0.6198544225575673,-0.7594235643046681,2.344315854474362,0.5486812928608678,0.5321205356572491,-0.7365915933005378,1.0154145333144973,0.7919901517590378,-0.007100472949069994,0.9636772611317815,-0.8526383397917467,-0.5363009642598681,1.504374514453284,0.18902318134034468,0.20516428708917692,-0.3610332761450991,2.2070959434311446,2.2155134991988623,-0.5506633362553267,-0.8625188928792504,1.3258340394940513,-0.6587730241746428,-1.0306416836142012,-0.7428856796638713,1.2269997219015518,1.4162358227900087,1.009254934815547,1.2496480939823686,0.6758468981090971,0.7973915424442831,0.33837535589629253,0.019775914665252674,-0.47138316647792644,-0.9451146794788785,-0.1357513311775369,-0.024928060485397863,-0.25954488834721806
SIDM00520,1.7346420781104692,-0.15327484864701205,-0.8309875619358227,-0.4588595963946132,0.8454594995210262,-0.9015923131699879,1.411572744092582,0.8033455786581678,-0.21634005945169837,0.3844461408763388,-0.8150014718858104,1.5326932560318176,-0.6022102495897935,-0.5368144346923572,1.5191012332163636,-0.29195671144782676,-0.45347695619926726,-0.574813865969313,-0.04039768779490262,-0.10742363391901054,1.533903796599923,-0.3871557739832503,1.9825498876752374,1.6113510472933754,0.5000866377405552,0.6757090933687363,-0.7850407177496028,-0.8491239804579913,2.6107510648389716,0.490206872722997,0.26042457304454064,-0.8314140434830632,1.5161091203354689,0.18986126207230014,0.9671009114196034,0.17721634025831323,0.018000402199173572,-0.4866424716889565,1.634558716536168,-0.14232747529191964,0.013560006457620706,2.1609778293021176,2.2509356617196197,2.090223108392337,0.6327345437531552,-0.8569916503091566,1.5815242540427812,-0.7648242114555972,-0.9466153590820637,-0.6724583430945145,0.9055418343852584,0.9428200991179105,1.2000883313368136,1.1694440044729686,0.9489371145890182,0.04872946486551291,-0.06273058492724293,-0.6088840333322989,-0.6987439350262904,-0.809002244635813,-0.22277964900335825,-0.05351445328619971,-0.23402885410095514
SIDM00003,0.7789681100856224,-0.07606761759270368,-0.7523977850263142,-0.32109299457935403,0.6530757342323101,-0.9145465987565621,0.9810494844066294,0.8971847460768038,-0.04602066208480582,0.2371795075031568,-0.531643302642984,1.5988747555684801,-0.7242916779080122,-0.36580442658776524,1.7012680244644953,0.06914677644384426,-0.466255361081838,-0.4979858267327193,-0.29035396530763363,-0.2551297332924865,1.6405661255028405,-0.43684739157231744,2.0007499224057854,1.6039643153529137,0.46660514256326746,0.5650375546369725,-0.7553937788855312,-0.9540796133524139,2.459633183065542,0.4385413908597508,0.7243979395425967,-0.8020179127306238,0.8197722327603156,0.5625048663527942,-0.4399962019709234,0.568297621257225,-0.7876374754974445,-0.7719016620140098,1.9571403602660467,-0.41303455798893135,0.07018065728126152,-0.6887046076731956,1.6492847214270816,2.6047924570750904,-0.6891928477363585,-0.8242523693235312,1.5413113833546528,-0.5000258795066411,-0.8159691477758444,-0.6951453606424034,0.6443601492682032,0.7549014847565572,1.071024716873295,1.1541856688643153,0.993463517123065,0.5307492349086849,0.3121773971399354,-0.4551687594131406,-0.3987086709538082,-0.7573812995678978,0.007774037385819338,-0.06874256524207686,-0.25041751802124634
SIDM00136,1.5667836168675853,-0.11987262078344194,-0.7435166938204747,-0.5240796260882492,0.3315127066929042,-0.9053147100909601,0.8926082340461261,2.375380606416928,0.0023369595406646606,0.43830546577154605,-0.6242887352692774,1.3220480235434442,-0.27148654959653384,-0.3625193553906259,1.992879827711926,-0.20366846679216194,-0.6993284547124693,-0.43544298751278593,-0.437439427461263,-0.8153281538941863,1.146668931315316,-0.361636118381223,1.7236593766888615,1.719943248372717,0.6507892655995077,-0.7392246856368694,0.18778123279617917,-0.5920915118540981,2.6566406803841827,0.778181819928126,0.3851481893824864,-0.8366041470975958,1.4466032401452813,0.5174954298441791,0.13034305009265124,1.0135103333842828,-0.8257977518819222,-0.6973116444155723,1.46430672224656,0.8066710473704616,0.07786900375774598,-0.7074006385770631,1.932521503901632,2.096535752422879,0.35176990330068125,-0.8169325057593297,1.1417568442132509,-0.6223357305028023,-0.9449779585846767,-0.5145248673234087,0.9059829145248828,1.0443225033302506,1.690650786334635,0.8566215334878936,0.5843610535832205,0.25811132734267916,0.7163701526808661,-0.7474600078698875,-0.21675427235249786,-0.8703045150505063,0.5372548495522526,-0.18414588898550363,-0.22358075672074318
SIDM01155,1.5689973395718435,0.038499845182361186,-0.4104856576434493,-0.4921140075362793,0.8330819657038037,0.9271330933889915,0.8633788448659367,1.4742587923708348,-0.21909266063501429,0.41930004782409475,-0.4775339892191885,1.3366550916262618,-0.8469672585895648,-0.40991705301384807,1.4341348643508207,-0.0007707345812583203,-0.4822000941104157,-0.6310590878670524,-0.23906244254655226,-0.5515412057574922,1.6426541226071936,-0.4195393713595023,1.941159216308449,1.8149385086266834,0.48095139700391365,0.5185597623291652,-0.4452148172768959,-0.8503026094129471,2.565140967902041,0.5798804336571142,0.7064244268194239,-0.814897796665046,1.2593258331658332,0.5825570541053946,1.1142382927009957,0.5175215510099777,-0.35180731982263075,0.12630881794402302,1.7097471862426588,0.6300638211503191,0.0697316035222512,2.2657390710601084,1.5184747269687553,2.501481742269332,0.03700764668652663,-0.8075839995763522,1.7176501477457549,-0.45677295766753406,-1.01406355064509,-0.6465181907259873,0.637120943181643,0.8727579549251198,1.1391410330497502,1.0633816675966177,0.7117247695566788,-0.062196483072455025,0.41691891971137085,-0.5514510402916394,-0.6761950408317331,-0.7796014496506495,0.03555478131917427,0.0014373216488639928,-0.26542025170621397
SIDM00224,1.658859602622593,0.2519977387905182,-0.1652930039282973,-0.49469745582691094,1.0552668213136176,-0.8783543515264441,1.4032117747204613,0.08001684505855229,0.2713045979867165,0.5388746804278497,-0.756955120336084,1.3047908376773982,-0.7389405550518179,-0.7070812741410794,1.005747312417868,-0.14579332546923207,-0.31241555295691265,-0.43442293979392144,-0.29384575231724797,-0.5731355048044783,1.4498162501009324,-0.19668825188778646,1.671746570724314,1.6246925646432018,0.5479442443358864,-0.4756335225855158,-0.7618996460794223,-0.800329181380245,2.6368755124166228,0.6885021833752948,-0.5549538999256374,-0.8431084684171928,1.2078768440861027,0.45699290928644093,0.921413082886869,0.2679026432531028,-0.9142281629755998,-0.5143246478761033,1.366614706368718,-0.019459422577301284,0.16993918698253993,1.272501837558836,1.8302885707406955,2.105956951921059,-0.5488099851172946,-0.5343015628430743,1.1566920061953323,-0.6406742721275255,-0.9192749683405139,-0.7054886291876065,0.5924414623375456,1.105366584911452,0.7114486544429621,1.2001660070109585,0.8560372261357724,0.33833862798018505,-0.27024714867646676,-0.4916265209661461,-0.6330388486966708,-0.8366483153810327,-0.32013283493063943,-0.24114393744528814,-0.1933033126050991
SIDM00783,1.188013351467878,0.0492032810716853,-0.8124659867095559,-0.40843230478275233,0.6344333396085167,-0.8980386318440232,0.9073200576989856,1.0601611219904439,-0.24848965769935094,0.46530814476750154,-0.49491662303144024,1.33974538891998,-0.24753105903263128,-0.23531569010504338,1.5514904306451307,-0.16433492393168064,-0.5713670359138736,-0.6161933850999223,-0.3244923723371796,-0.8892236461510445,1.2282180204531403,-0.21258113154870276,1.8944958597105512,1.7344336575020778,0.3326112379658688,-0.8709043564124296,-0.5646490690702817,-0.34777217462690885,2.386576608860468,0.6723766994788793,0.5324004850994095,-0.6390949064998547,1.0671521674781155,0.18116370264447654,0.18824294770807015,0.8330509782272281,-0.8204161622106586,-0.3581961952545961,1.0671473660626654,0.3770561284843127,-0.22021396310918273,-0.9192920664146131,0.9346434868007071,2.2703640081901906,0.5156581818920052,-0.917929661672499,1.4322198555508128,-0.782129818802481,-1.0381738804661986,-0.4222697086625719,0.660377241872075,1.2151468376599277,1.205320363093714,1.5022157383858963,0.6883281403188356,0.3237229141187382,0.49993573926014734,-0.6119591500737706,-0.5868694078670748,-0.8965572643749253,-0.34362315900357127,-0.23391591764665,-0.20513017930257668
SIDM00490,1.3335763808091168,0.05312236208270538,-0.831358879350194,-0.6564601889666664,0.6034801070486192,0.0011871661652464013,1.2148424935117186,1.4353070992911834,-0.34531625080745243,0.730311778223949,-0.7729278358706293,1.4917886482973903,-0.6263375710110324,-0.46494926395654174,1.7492183306847096,-0.03346272796519599,-0.5005150902880248,-0.5015132109979694,-0.10320432858573848,-0.6584320279308679,1.462210399915633,-0.042755480237806696,1.555772001443619,1.7331757293525691,0.4983000834645974,-0.11411583605970935,-0.5954052259509648,-0.8415435032238865,2.502282596124912,1.1489867626985133,0.6606740881928407,-0.7566632422935685,1.1889361959984937,0.6779520809414101,0.962731937598842,0.4154799977497072,-0.7546762039507222,0.3529250543604442,1.5994742697039532,0.9334996676783002,0.1327836896004831,1.5863806157897218,1.6548487226732176,2.2363732554946454,-0.6091874884460582,-0.6252317304355506,1.695024283900749,-0.5462480778570864,-0.8441960319363645,-0.7050099923064291,0.918747929727381,0.8659938377496909,0.5090342935280605,1.4108451682797518,1.1091486297041584,-0.10478455771130224,0.3660556449458582,-0.6774761959834487,-0.5606622148343046,-0.8682006036542234,0.1753226765983558,-0.2410212255704071,-0.14910083492106915
SIDM01090,2.4919751493403566,0.12559313506083092,-0.7056826871432523,-0.4933522306287181,0.6563571538723628,1.6428512274582114,1.0099291945139817,0.8065711051576558,-0.2843801356383194,0.3939207704315553,0.4003940906476079,1.386649234450303,-0.7845590927062818,-0.03947749389605054,1.6219592217336218,-0.02556330057458413,-0.40247760290990126,-0.5647756587841167,0.4305390466946234,-0.6765873573587164,0.4104861910525509,-0.23503248785976813,2.059964066199341,1.5819736956866302,0.633215366254382,0.48987081042854436,-0.7959034767102239,-0.0409662882109163,2.3606933102980165,0.7569663918010382,0.5937105943187458,-0.8296607533294292,0.5365466734662082,0.05393484827694498,-0.31227734109091565,0.8397798630567113,-0.8964509122039777,0.10277870651490233,1.5746332376978034,0.20578729248289743,-0.12251591717089358,0.5622495432569377,1.8209788425278808,2.1575226578686593,0.21134051640004123,-0.8254962207499613,1.0638893832466427,-0.656531411953477,-1.0182751015612435,-0.6864105626558995,0.5612169617768384,0.9100733867735167,1.372733541631321,1.3337173319215032,0.628206295058479,-0.16067479578449104,0.37123411367138875,-0.5550954324505873,-0.6465673106284392,-0.858959175715629,-0.17540863875171012,-0.31607416111603925,0.04209368944321474
