,HLA-DRB5,LTA,HLA-DOA,HLA-DOB,CD80,CD86,CD28,TNF,ICA1,IFNG,PTPRN2,HLA-C,HLA-B,IL1B,HLA-DMB,PTPRN,HLA-F,HLA-E,HLA-A,IL2,HLA-DPA1,IL12B,HLA-DPB1,GAD1,HLA-DQA1,HLA-G,HLA-DQA2,IL12A,CPE,HLA-DQB1,GAD2,IL1A,HSPD1,PRF1,FAS,FASLG,GZMB,HLA-DRB1,HLA-DRA
SIDM00098,-0.9467289163968523,-0.7043996263533512,-0.827024979593289,-0.8905966486861764,-0.8947731165172591,-0.8399995183972528,-0.8799639392746245,-0.7417031340419986,-0.36180592024720093,-0.8597500575831376,-0.7922435850144156,-0.0035290898125284725,3.0715548086275395,-0.2949271667159454,-0.5865601925332562,-0.7308312086674621,-0.6072772798453436,1.9024966490062833,0.5482084368787595,-0.9819518124774925,-0.6630284236791765,-0.9346533211841874,-0.7731565727264909,-0.4790961111595918,-0.6996106600512483,-0.7400177897951135,-0.7867141125858624,-0.535426175123109,-0.7728331445674397,-0.7659517783804939,-0.8892271296168526,-0.44532075581519864,-0.022767952764818255,-0.834443631207582,-0.41672124723452836,-0.864700137121215,-0.914027498289561,-0.3787225790915622,-0.7401867983396774
SIDM00225,-0.8878933160869023,-0.6906952027557989,-0.8573120958481689,-0.896975281051048,-0.8772945300085386,-0.851323558771163,-0.9184179609058011,-0.7278087225899333,-0.6450544762696555,-0.9963200476749559,0.32548030261795885,-0.2347904215478472,1.2145539992937366,0.6412069430160405,-0.5133053817272143,-0.6562603547595539,-0.8174796338351962,0.738850565717879,0.039611274974710446,-0.8796393943663432,-0.5605064293166352,-0.9063500708001205,-0.6437245519187396,-0.06669316510104108,-0.785122849708839,-0.796926495475292,-0.7963305575890531,-0.6721272957581229,-0.9964002410165278,-0.7700768941691026,-0.9181196497991891,0.5838233888931501,-0.17405847336364674,-0.8704983225755293,-0.26146370820201226,-0.7954235918953625,-0.8156644946917911,-0.4372289474218245,-0.7670464928725623
SIDM00846,-1.0032218252754408,-0.6566900426776942,-0.7723679237222216,-0.9177039104515265,-0.8385061473213489,-0.85367080474083,-0.9280478532644819,-0.7958212129566247,-0.2909612161457067,-0.8076239847909236,-0.9339003158872267,0.1235384343976811,3.154307835196011,-0.39026982026818535,-0.5767724904081722,-0.7403117914743187,-0.07371642317621452,1.222009346151226,0.5514129268823107,-0.8460264991528923,-0.49986848660483363,-0.8287662267842917,-0.7217268455895463,-0.5652376962845864,-0.8366690332538627,-0.7042234495015386,-0.7970568493275144,-0.7366325945888872,0.8289621648523093,-0.7919555073165746,-0.8868535480891232,0.28602695948697193,0.01756569775882551,-0.8768710878974353,0.8286243553035648,-0.7165854572955465,-0.8647670243781712,-0.30348135906085394,-0.5108336012509387
SIDM00291,-0.11726977893918603,-0.7423047844588427,-0.7555327635249518,-0.9651243155595305,-0.9192337925825597,-0.8599009510309369,-0.9268808233926717,-0.6350193019167573,0.4558874204769719,-0.9776528005533216,-0.8639620051080876,0.5013601495436072,2.737720212347176,-0.7749876670379315,-0.1594614923930281,-0.708765756626829,-0.15888105296910535,1.7965397121519067,0.17564135563587555,-0.8727529329757864,0.9601841380469424,-0.8823723120553122,-0.5464811445517659,-0.130756033266215,-0.803661787735858,-0.7625961260012608,-0.8306296617521467,-0.08123369710928649,-0.9135566944185176,-0.702789826160302,-0.954769292840023,-0.8273796365746705,-0.1267525632490763,-0.742116182990647,-0.4967366967231866,-0.8291538935881163,-0.8550982718002346,0.005634127767187163,-0.1161485191118744
SIDM00520,-0.8933978145011346,-0.750721239136087,-0.798349768649226,-0.9721119229792833,-0.8590527581866416,-0.8848664131146479,-0.9382982370901265,-0.795223583456106,-0.06772722334146691,-0.9950402867339376,-0.8819810470052338,0.8671598119394239,3.473008264600067,1.505269477698609,-0.6358949567841463,-0.7896315470689977,0.10290410376549926,2.1496978481773112,0.4815296478723945,-0.8476686114678993,-0.6377297059213544,-0.8478067727791484,-0.8135510573477684,-0.05382291936633478,-0.8416518672682294,-0.6797558796961434,-0.7459405138978616,0.13689948094110677,0.4974377890445633,-0.8736142341397525,-0.946191190764725,1.2876592219115217,-0.24471099457338222,-0.8121918074234947,1.1313298678572885,-0.7597053140588831,-0.8990112071533972,-0.09622622792271796,-0.8985903628365964
SIDM00003,-0.9432442458561048,-0.7106460738963175,-0.8295533481060443,-0.9394863332426355,-0.856173068687665,-0.8597006766501402,-0.9160432588293327,-0.7054782993116544,-0.19739190336301654,-0.9402499429580103,-0.8989035696796613,0.24663619250614793,1.6001301138414346,-0.8506406803006985,-0.3517618065361384,-0.6924360550189816,-0.25642997378939014,1.410714404507322,0.2706593871737681,-0.9312892607380132,0.654894453964464,-0.9062172523580269,-0.6790991248888133,-0.37947258454717137,-0.8174521485667815,-0.7144169631911058,-0.7314647760685744,-0.6794326140741488,-0.9861452973488912,-0.7212728650662709,-0.906348270024369,-0.7470050919021095,-0.10437390798349157,-0.8208379209158054,-0.568190955113868,-0.8502027395106462,-0.8640025465549489,-0.3425296798455898,0.6950036521100194
SIDM00136,-0.8369627107394451,-0.7022063686370383,-0.7452827747268369,-0.8744780990635425,-0.9031602735307753,-0.8225841336267938,-0.9365081561112746,-0.6756869152850754,1.483378793716505,-0.9929079741954784,-0.7149477113274016,0.08793189906406325,1.4388015150582185,-0.6354961029993903,-0.38937665334439236,-0.7446626040569091,-0.7083954101346079,1.6957197325887705,0.4076261079768074,-0.8481056178282579,-0.6455122701432152,-0.7624327075235183,-0.7977165253571077,-0.1039091541163515,-0.8590979317718883,-0.7961218294776364,-0.7411906746771916,-0.7006507160311748,-0.9998704246667586,-0.7988756576317981,-0.9060788584472268,-0.7569752991501485,-0.04616075562834926,-0.7850131987979313,-0.6306704961687484,-0.8471769602045377,-0.7634747948419078,-0.023434356593552787,-0.9556662774353608
SIDM01155,-1.0272438679839013,-0.7302871113709309,-0.8252098283458035,-0.8072151251466538,-0.8543459373078899,-0.8334327281829922,-0.9541882539983616,-0.7406829943835739,-0.8162026279884651,-1.0532732750769842,-0.11557910328677658,2.1495018582236187,3.1642524099150964,1.2138947537890226,-0.5390238418245424,-0.6745244989711426,-0.36999718213553595,0.6019245439462528,0.6582420162796861,-0.9101118170596568,1.0391660052574836,-0.8917983391066505,-0.4133020880682301,-0.785642781231814,-0.8747703876296736,-0.74573903849803,-0.8813487493596951,0.11010278424157605,-0.2887654589841672,-0.8049126115943926,-0.8216176167000384,-0.42090481712569433,-0.16738004513657564,-0.7797031039188408,-1.0232244197292757,-0.7965778299380215,-0.9241991778578599,-0.22962218518521352,-0.046761039909577036
SIDM00224,-1.0230511734681489,-0.7402744636735086,-0.737652806830571,-0.8874325362808944,-0.883679964772945,-0.911969680505029,-0.9212214114760172,-0.8669716464946154,-0.5347204678638419,-0.9744203952969527,-0.7224432982966378,2.086379869191447,3.415916192824434,-0.7267459126047037,-0.7021260873881315,-0.7881979913321604,-0.14449494070970167,1.7762605022252713,0.6726763247934171,-0.9341532098611827,-0.6582117462786343,-0.9214574787410253,-0.8191994350094725,-0.49400240760408276,-0.8981679399784823,-0.7002755201253883,-0.7268322595866971,-0.7327675759703921,0.706201426439855,-0.8298726597837133,-0.880329817759466,-0.8133892024479085,-0.06784827861696123,-0.8014616106666375,-0.15024640294877334,-0.797834811976372,-0.8393132968189124,-0.5357880556281073,-0.8622581586003355
SIDM00783,-0.905461941412689,-0.7127750169373406,-0.6860863383205477,-0.958619429745816,-0.8707692015055997,-0.8953363526103463,-0.906030402632658,-0.620719966230755,0.7878637761593491,-0.951982212879255,-0.5966788494410911,1.7451216886072525,2.9344490878424914,-0.9247957711766946,-0.39971613082875834,-0.7242589229071598,-0.345160648838529,1.5772609475886787,0.4614022597025142,-0.8934675332924016,0.04245657689177386,-0.9062799671915639,-0.6235715690423771,-0.10010230100024739,-0.8097473654936757,-0.6971688795786812,-0.8470765516895329,-0.2607586232277329,1.8786716766722358,-0.8319366779274338,-0.9078444865486891,-0.5997522126242667,-0.05705740584930169,-0.394293428634382,0.6180038462216729,-0.8148984270013606,-0.8115502678429187,-0.2808976289391754,-0.06015892864132424
SIDM00490,-0.8883702992440372,-0.6704048832756662,-0.7799083569174845,-0.8880336223801536,-0.8995131890830683,-0.8555612283111838,-0.970277545036087,-0.7747934465068838,-0.7449770359622104,-0.9609941786612987,-0.4630551237179411,0.9230985882729639,3.616357831950202,-0.2607894392583945,-0.580655920505011,-0.6872826402664237,-0.32768123509292285,1.9454629402394694,1.0998823250503516,-0.9457490045069119,-0.1203386900023758,-0.8883519675680619,-0.7256430368540114,-0.4364731439517151,-0.8743520887738397,-0.5696227772387858,-0.7180274129881768,-0.6094826877107752,1.6622206470171168,-0.8256132296593228,-0.9401429556338469,1.3852076428306288,-0.3789407096842692,-0.8267860743757869,0.0075980564201246275,-0.871600759869741,-0.8690788308414398,-0.16433720034992338,0.4774081735455946
SIDM01090,-0.8443623371969429,-0.7336739001751421,-0.7349522372813686,-0.7704658157288916,-0.8957945364495751,-0.8541330893478738,-0.9282804657240751,-0.6664733837063895,-0.1187395809898819,-0.9633900698492912,-0.38762373884705154,1.9916357006480745,2.7407935965279115,-0.7868292318547102,-0.6036541156210926,-0.7520494355924223,-0.4263014885096147,1.6804038483263561,0.6186214165731175,-0.7953455779642176,-0.6340753075482962,-0.8387647562903907,-0.7860186961254675,0.03303098896904819,-0.858778537818369,-0.684352048581102,-0.8316323439362338,-0.2872294847794516,-0.9899086494926302,-0.7836123054032577,-0.8588853944040088,-0.6199841626073858,-0.08173063246946144,-0.7695117218558571,0.9059549594248768,-0.7053740822390355,-0.7484074598231703,-0.16931798794572395,-0.9517663233004922
SIDM00394,-0.8901601871449293,-0.5697081143773444,-0.6990674591495428,-0.909685958302723,-0.8290903311100885,-0.8475396222875815,-0.8936692349356656,0.15618340943963013,0.7123458131859406,-0.9102493465077881,-0.8461804807559673,0.9510778736031558,1.464058129369989,2.6244002786871956,-0.43746568047598994,-0.7650938050632082,-0.7418932871831135,1.3278462369481054,0.23690038470389035,-0.8951967471857183,-0.6563886850404492,-0.8418092554835981,-0.7608662816905347,-0.10953973651703486,-0.8872487344734631,-0.6885363157336283,-0.7711771026562788,-0.5473215262996288,1.0952658868062544,-0.6736203653636816,-0.9451159616371738,3.1812499669089256,-0.1744098953621111,-0.7632760393186325,0.9967983632731847,-0.7671322086898896,-0.688758997769729,-0.4317393248139743,-0.8946089471770723
SIDM00538,-0.8961911313149796,-0.7068738079316353,-0.7698577012615102,-0.7887256632478368,-0.7762727956422547,-0.7832324658160001,-0.859594675961833,-0.8001386665896271,-0.6929086538506891,-0.8384603697776047,-0.5511232541824352,0.23377187551916281,3.4002091783915325,1.425346137854104,-0.39259426470848047,-0.6682695349036524,-0.7435744887459339,2.1620426018195866,0.7202052301466906,-0.8821523684587591,-0.6033552049628774,-0.9022705205895648,-0.8233296014234861,-0.6363141176828502,-0.770938331249165,-0.6484911955196166,-0.7028997561280969,-0.7762316299317737,-0.9258401196530504,-0.7412064383802496,-0.8003212163975114,0.81446768365342,-0.32647669287467607,-0.7569529642837701,0.6390291660236079,-0.8598702703564902,-0.7901195790457458,-0.23083171914598608,-0.8216979480692422
SIDM01140,-0.9992879829709702,-0.7271801631513561,-0.5203569246202604,-0.8672372490686435,-0.8991255609329952,-0.8821291218779834,-0.9070151841946036,-0.5101549525969581,0.22180345790001868,-0.9978478624040514,-0.9584305090820682,0.9165377943831085,1.3119762497101226,-0.8307487486019162,-0.026663657439577288,-0.7672603562777491,-0.7510194485940835,0.6869359738239063,-0.2398170824601245,-0.8610645631071274,-0.15539159373492709,-0.9169562943755654,-0.5931915027550568,-0.20203879450851878,-0.8946200618127794,-0.7720505170843693,-0.7627712345908543,-0.5646767406896209,0.8235787992066714,-0.6768462037523951,-0.9180480058573002,2.1996760863110945,-0.04480476357378781,-0.7357021317110588,0.04339543814021677,-0.8266042042762742,-0.8610913335475052,-0.2652275407401024,-0.7952472091036379
SIDM00101,-0.9130408224127253,-0.759437801492327,-0.7692209441593759,-0.9218210562765045,-0.9027998289937974,-0.8809681808853133,-0.9674273156905573,-0.7994685214632405,0.6559822053315958,-0.9444512796287327,-0.8839394108341995,0.8763867666858514,3.3945608418800597,-0.26966147215546,-0.6734465334194422,-0.749206536406984,-0.042581864531937956,2.1550500730072506,0.7935678952544368,-0.8817274357507345,-0.4559780098159305,-0.7967338442506948,-0.7778964875250455,0.11066239550320099,-0.8904524762170728,-0.6859301463724222,-0.760965015670746,-0.6998814814017341,-0.759590509732367,-0.7667081128723267,-0.9792877114063543,1.3414685855853181,-0.1432345624919295,-0.896993555480353,1.0286925889717753,-0.8585316000025888,-0.8419849737689244,-0.41671391198200175,-0.9254350603277247
SIDM00114,-0.9655021248687174,-0.7115382140256373,-0.7514578252001172,-0.8377067712207868,-0.8906960358987597,-0.8729205949423473,-0.8911492177077105,-0.7961215264936177,1.1316096137640852,-0.9625824796611797,-0.9099208104724896,-0.21079597151269805,2.495518119031699,-0.863307021514831,-0.7671666765025381,-0.8243518861318231,-0.7527274322672911,1.2174050993238974,0.16053657285043335,-0.993867681384145,-0.5935776702291861,-0.9054993580469866,-0.8079112300662442,-0.30400860300626725,-0.8812795652479206,-0.7735524463534137,-0.847815677340032,-0.7932636078616315,-0.11970493013379406,-0.75648946268794,-0.9257170154033542,-0.849502100159744,-0.25589962851518094,-0.8123222956183157,-0.3008695339579977,-0.8230681213202508,-0.9030275701682156,-0.6137883587627097,-0.817421690178756
SIDM00102,-1.0255615038184,-0.6631765453828525,-0.7715620568414828,-0.931385178351642,-0.9003492404116125,-0.8294105098345478,-0.9412358659380281,-0.8223081898830019,0.8321260195201619,-1.0974082517524892,-0.8421775335571112,1.4071072426006104,3.119972300852977,-0.267865497580371,-0.5089421922826218,-0.789318171772155,-0.4563645998265262,1.8910571653498847,0.6836262993856099,-0.9452138388526511,-0.5597683048624338,-0.9428708492054886,-0.8117447861497863,-0.6999682919996478,-0.8472637129874543,-0.6471317077739012,-0.6854534803287822,-0.48753777452277125,-0.058992980231886885,-0.7607052146069083,-0.9754200934240925,-0.14297337673094115,-0.14170844735014232,-0.8412514327671132,0.22198521362920323,-0.7244216680174468,-0.865543048736171,-0.5015763144893722,-0.8776678388893152
SIDM01122,-0.8944962209909477,-0.7456063786765343,-0.8095852596839705,-0.9007339070158585,-0.9238144348119002,-0.9007784920823991,-0.9725266919297791,-0.8211797847530034,-0.6989140586691573,-1.0235984478304532,-0.870112240288127,1.7188855106407805,1.4143174660711197,-0.7926805304732676,-0.41751246085888183,-0.696154378756236,-0.6826958323997494,0.8127938300135711,-0.35343480597111726,-0.9476008910053548,-0.6495374015008992,-0.9101749418920342,-0.8422757205462151,-0.8014832080078756,-0.9855932590699589,-0.8299201478049256,-0.7595936407563051,-0.5875710568242886,-1.1359494270348747,-0.8218520376453026,-0.8782643634653803,-0.5884238769136639,-0.061982556761285765,-0.9047240821737581,-0.6411775652099319,-0.7903778204994052,-0.93246850248282,-0.5263605528473317,-0.8495030903321776
SIDM00261,-1.1030665980453218,-0.8158390534398222,-0.8114311009429767,-0.9028173638466742,-0.9031326147558087,-0.895327170012619,-0.9881771778598976,-0.8676021595718613,-0.08460894725465351,-0.9226265092688389,-0.7598113488906545,0.6430467528295204,1.407801388350293,-0.7490255636392803,-0.5563800690753634,-0.8030758676467402,-0.805117563837728,-0.005862543377134002,0.2954989857579697,-0.9832563932829457,-0.4942413341294835,-0.9124049238382291,-0.6776565292764456,-0.5503514865623833,-0.8340944275370765,-0.782559856033619,-0.8545838697249754,-0.4145595677338363,1.6990236260212528,-0.9216189196409309,-0.9130825186389339,-0.7782197252719595,-0.08199562116910127,-0.7664189170340521,0.345332455008363,-0.8000942150766379,-0.9123150771378276,-0.4179635249492599,-0.8250355908704871
SIDM00154,-0.9757952246240297,-0.8097741306346679,-0.7216390964426681,-0.8859555360174416,-0.8618352688569257,-0.8613370868284782,-0.9846298080565974,-0.4892559120717661,0.8209378133539749,-1.013093570615725,-0.9120915106264225,1.2097120449204093,3.5651453983128882,-0.38371988938548934,-0.6667661409260788,-0.6125416418725596,0.022910916450548602,2.1224719105117313,0.8443490034354456,-0.9400978453470106,-0.22609766385687838,-0.8128261024856405,-0.7747629421787726,-0.5349255452920109,-0.8412511124001799,-0.6625941782365458,-0.8563046618849409,-0.6939507470760876,2.642991081324589,-0.7162073529326449,-0.8717985352704722,-0.7993762471311125,-0.24794401405035393,-0.7897304481309397,1.4364221299547684,-0.8203635260838907,-0.7774526228062938,-0.32289540715561393,-0.22625213818398157
SIDM00104,-0.7184611190593296,-0.7541632572421024,-0.7821769225742036,-0.8305568719547005,-0.8603419716718843,-0.8908790707720218,-0.9860786741596673,-0.6591472326337814,-0.7665835754915554,-1.072690836327427,-0.5925017244707927,2.418109959208574,3.694653299882553,1.084834024331001,-0.6324208701974526,-0.6573053774859777,0.8921517748994937,2.4507900235474542,1.1227616489742551,-0.8091541384432115,0.14253293953108073,-0.9108996161013644,-0.4323460799880599,-0.3033865185487615,-0.9295538803881099,-0.5588738864727761,-0.7898776990870119,-0.3719531926354139,2.0121587909607825,-0.867685802271521,-0.8728998998603711,1.641470055707861,-0.17478227285910836,-0.7498277479849994,0.7981778240275903,-0.772652369306369,-0.8125213767022833,-0.008877986749032866,-0.656844500599453
SIDM00267,-0.8622838779906715,-0.6224102268841166,-0.7500326402054841,-0.798388969192924,-0.8265943403450936,-0.8180942655507486,-0.9168503060729748,-0.6921110452229128,1.3885851935536235,-0.936660672841135,0.7810507626094593,1.1168823468776905,1.5868715400613007,-0.7925841121289362,-0.5557881863078173,-0.7454631629121472,-0.5221074528078865,1.3162700509098135,0.08476171465758782,-0.8498687631514777,0.0978199138615456,-0.8752782275000756,-0.6469313497203348,0.005506141209931608,-0.6693689872045636,-0.7896452520301671,-0.7493621090273943,-0.7244370688219551,-0.9552636358192491,-0.7558203914341359,-0.8448253121393015,-0.6084502422328795,0.09278581374648762,-0.8321124751586638,-0.3479053778991674,-0.6794983632288736,-0.7535810615764161,0.2956394636375755,0.35736818494079364
SIDM00100,-0.9999673094137927,-0.7045279771074305,-0.6969176854256026,-0.8728683835492996,-0.9234019208241083,-0.899626410202648,-0.950077286811637,-0.6878367157393741,-0.5272521738244446,-0.997263651463655,-0.7868046248590911,-0.18801442968025,1.9336367484382833,-0.6121375686826059,-0.6301127862100516,-0.7289653162631602,-0.6664140802013536,1.106932666558811,0.037099383609038326,-0.9906045361321083,-0.7206477096811604,-0.7709298178428736,-0.8035021085114322,-0.6137349991375055,-0.9130248628978223,-0.7630374237189387,-0.8068082970965891,-0.704175210483531,0.10644795258151132,-0.8376156927025209,-0.8265139731541706,-0.6159934780055282,-0.015514447692702129,-0.7809990402585613,-0.5746756625637462,-0.8403583841689501,-1.0071751106955447,-0.1880725650913331,-0.9094464566421437
SIDM00826,-0.9370383023661147,-0.6927039398393559,-0.7745440779445231,-0.9023546857443085,-0.8069096514789562,-0.9024544410905802,-0.9031100975320301,-0.7076551969328374,1.1316493899522022,-0.8921560190870974,0.6549496730972234,2.3188655042563653,3.342203168771728,-0.6834211364067349,-0.51620659616981,-0.7888617827275528,-0.09905200235942364,1.9129977669239648,0.6574841192932834,-0.8460411348511595,-0.7074299835816938,-0.9289393914911492,-0.7701310340146343,0.255377829045743,-0.8332453786950896,-0.649056200992935,-0.7834106153381242,-0.6875817809514373,-1.0470373237159474,-0.3654525346141644,-0.9499278012904256,-0.7200291504869384,-0.21946263559449802,-0.6133983796798528,-0.6959398556871323,-0.6693256312044373,-0.884934509768111,0.311807273994693,-0.8116471997646927
