,CALM2,CALD1,CALM1,CYP4A11,CALCRL,PTGIR,PPP1R14A,ROCK1,PLA2G6,PLA2G2E,PLA2G10,BRAF,ITPR3,MYL6B,PLA2G2F,EDNRA,GNA12,GNA11,GNA13,PRKX,GUCY1A2,MYLK,ADCY3,MYL6,CALML5,ADCY2,ADCY1,PLA2G4E,KCNMB3,PRKACA,GNAQ,PRKACB,PRKACG,GNAS,CALML3,PLA2G2D,PLA2G12A,AGTR1,MYH11,CALM3,PLCB2,KCNMB2,ADCY8,PLCB1,ADCY9,PPP1R12B,ADCY6,ADCY7,PRKCB,RAF1,PLCB3,PRKCA,ADCY5,PLCB4,MYL9,ARHGEF11,KCNMB1,KCNMA1,RHOA,PLA2G3,PPP1R12A,PRKCG,PRKCD,PRKCE,PLA2G2A,MAP2K2,CACNA1D,PLA2G4A,PRKCQ,PLA2G5,PLA2G12B,MAP2K1,CACNA1C,ARHGEF12,MYLK2,CACNA1F,CACNA1S,ADCY4,PPP1CC,PPP1CA,PPP1CB,MAPK3,ACTG2,PRKG1,PLA2G1B,MAPK1,RAMP3,RAMP1,ACTA2,RAMP2,ITPR1,ADORA2B,ITPR2,ARAF,NPR2,AVPR1A,AVPR1B,ROCK2,NPR1,ADRA1D,ADRA1B,ADRA1A,KCNMB4,PLA2G2C,ARHGEF1,MYLK3,CALML6
SIDM00145,3.2484125271199966,-0.8465121015283248,2.059568503132602,-0.6508175538819035,-0.8958807989446856,-0.735623394404895,-0.7705836758056812,-0.5758639684221173,-0.595889289250827,-0.844471530009765,-0.9208825134109361,0.013172175718705272,-0.03463836147252778,1.652015881759954,-0.7888779614218657,-0.7293769725643113,-0.6826357849376086,0.10441569743736577,-0.18555629201056148,0.39227563958102474,-0.9524480003438812,-0.7196366237259846,0.9808291834386813,3.2705633719391205,-0.9293734124548146,-0.8576717516356125,-0.6247788872056037,-0.8044307831627597,-0.7674417723808762,-0.5684254203298734,1.776991730130318,0.4627747086694522,-0.6495473508099362,3.4169141277898234,-0.7064085352810563,-0.7674417353951624,1.0598782017404729,-0.9527863201202927,-0.7395859989979193,0.482130048559393,-0.627623962435295,-0.7955984871101627,-0.8206836848040623,-0.748254959035045,-0.7467836974426472,-0.7957114334706211,-0.4255949517936327,-0.45062117887926856,1.6856741157332542,1.222340555226881,-0.46872514738295123,0.19120349049199792,-0.7314606248484624,-0.7317293915841743,-0.44731897929717734,-0.5896046375454642,-0.6467570324221077,-0.7222186466384999,2.5917352700117826,-0.6683957954157796,1.2898037078196036,-0.6709376525853369,-0.16576522215116965,0.25494575594714247,-0.8485513501420687,1.2169315484563663,-0.8450565444793662,-0.9499786745248306,1.198236526885531,-0.9800196023733707,-0.6842351218536659,1.5487298119161192,-0.7946440084200364,-0.7024491592351788,-0.7078091372155283,-0.5427898168711094,-0.6202135572298308,-0.4718691081128623,3.0004150072311475,2.273938951821652,-0.41333892128787936,0.198899834687351,-0.5067874323087193,-0.8438286922266295,-0.8737678048639218,0.8420866888486146,-0.7388374466136576,-0.8037737189928058,-0.20493454226863983,-0.8316384341590181,-0.1514723078669568,0.40876470437291573,-0.5399530174634828,-0.12970111673421628,-0.6139574590883514,-0.7982944478673573,-0.3955590103130149,0.12390801274691343,-0.877325464812607,-0.7104977887089379,-0.8914995638775843,-0.7555418400020413,0.4175795852967403,-0.7489899893999924,-0.48825992168298266,-0.8512564447083135,-0.5851426653141683
SIDM00975,3.129362726859461,2.2060487518762066,2.340336622358086,-0.6642658935370226,-0.8584834437992281,-0.8741229658991766,-0.8209907208671777,-0.8350999424912066,-0.6666178957872639,-0.817627062308845,-0.9715897240041953,-0.11253756931897187,-0.2799418394444578,1.624478713985625,-0.8185325825242632,-0.803146793199353,0.32244017574964046,0.9797616635664667,-0.7565725381010514,0.07646761142610838,-1.0424699735766723,0.46211260760873957,1.6489401276822442,3.0256280073109107,-0.9871934812636758,-0.8518171767613291,-0.38893296039767195,-0.7379027314776994,-0.7307405146674403,-0.7129513268345374,0.9650171131741886,0.1302684342860775,-0.6968705428307354,3.2951429271804646,-0.8273160549530263,-0.8322564206571698,0.831318813837619,-0.9416770850247026,-0.7899750532067744,-0.04157415169854861,-0.8686834521075305,-0.8518754725365512,-0.8236775002312429,-0.01333382433303948,-0.029373566676092516,-0.7265858630704806,-0.10262722298834533,-0.8113685880615402,-0.8739983041862079,0.667914827045068,-0.5966686612462296,-0.32392437983241906,-0.8252460378019155,-0.14793559011198965,-0.5955561811358362,-0.5056489146163162,-0.8037115116750613,0.7682068042766342,2.4714548668628558,-0.7178803029014249,1.2203359902653157,-0.789374904291184,1.854249455296763,0.19610671905986382,-0.832916304772927,1.4548694000788078,-0.9276428410382994,0.9219915213218297,-0.8552614590088505,-0.8694970553354521,-0.8591591821839183,1.3397936473136476,-0.9151476666352615,-0.29656776274386004,-0.8672185628675625,-0.6320743312848146,-0.7029009547945538,-0.849483717587389,2.6685285828971304,1.7156978358933035,-0.7591595532950723,0.4109762991444716,-0.8056248379838556,-0.7824104738086083,-0.9317459633333686,0.44080813700183863,-0.5334198884272638,2.709034477600302,1.8616985712697862,-0.8849343501907444,-0.5334543779047349,1.7527710747950709,-0.5768839544889336,-0.35968119381379715,0.6433492510786897,-0.786624396140307,-0.8576616719440019,1.4940068479003106,-0.8904005243055575,-0.7714669243813835,-0.8302790824333617,-0.8125833302257984,1.296847346975215,-0.8022057050086916,-0.5177761342091445,-0.7988578417357768,-0.7730801804966649
SIDM00971,3.2261296317526154,0.2057832076913095,2.7572442938966226,-0.544140766595426,-0.8718562436751178,-0.682403948865668,-0.6874139465531749,-0.6986873790082994,-0.6198935323211331,-0.8445260635276526,-0.7665165702468957,0.07468926251449436,-0.18952103511044832,0.8040664855578746,-0.942932461951179,-0.7871241823292069,-0.49213274245235894,1.5795548416691887,-0.6818753321057708,-0.03413416628771919,-0.8991476535574738,-0.6542824349476917,0.40320327109110743,3.3198576486004767,0.5570281780403521,-0.7238936553874371,-0.4081204798339966,-0.848136265058229,-0.20174540295113094,-0.6853433771426419,1.0579311655622283,-0.3437844388770699,-0.7179053551326012,3.2579373318013727,-0.7719365173597221,-0.7954241909905205,2.054431443672368,-0.849068056732403,-0.7280947841097132,0.445141577202975,-0.8031533961544333,-0.8130733383837574,-0.6240582483855603,-0.8647289391864484,-0.2763384912181165,-0.7388432824628439,0.607650295111247,-0.6210047849694605,-0.7665817669542061,0.9840994762213562,-0.10071691408741587,-0.5556711935109165,-0.7931108985888571,1.041824912312743,-0.10896813665574726,-0.34007913956913116,-0.7912369753934159,-0.3547420681162923,2.8199852803910725,-0.6149155347138966,1.2084815483454918,-0.6625119962219561,1.3333656284533761,-0.12435206211036731,-0.8254003857914434,1.004694247177376,-0.2574417239523622,-0.9097063624099551,-0.8562511194839201,-0.9825728942163003,-0.715509852207661,1.3377841714965912,-0.8236688146323432,-0.3551956475085198,-0.7307596322886852,-0.4340665845353863,-0.6291562415695471,-0.8338686154806422,2.5619200969280547,2.0543768668234508,-0.5645899391461622,0.44753992891748423,-0.42184792307241464,-0.8615322918655781,-0.937195393082777,0.5972136651532114,-0.6077504380261084,-0.7337097869347153,-0.08285124772531675,-0.7822226801379528,-0.05195383965666992,0.7199996735463254,-0.5011571416513961,0.046048752304809176,-0.5994233064038793,-0.7755205918149575,-0.42788544879298157,-0.1280098109148798,-0.8006254741816909,-0.6671069181103804,-0.8069635432706433,-0.8542414814580518,-0.677570271235432,-0.8219410317673503,-0.6281702033567622,-0.7895213346372809,-0.3936018921219333
SIDM00251,3.082612662628274,-0.8063780331310659,2.8770119192377552,-0.27655651504687956,0.4783644773478689,-0.7105772252397232,-0.8030830601474909,-0.7109082418807645,-0.6637028098502096,-0.9128906459145403,-0.4396989346230342,-0.508592517850403,0.3486558187595415,0.9894732462888042,-0.8488805587177326,-0.47894593859475654,-0.44671669475196657,1.6102398445469261,-0.7543160150922102,0.1914279323478265,-0.9518946810479756,-0.7022150841504489,-0.143070289532176,3.296418900220867,-0.8438646710242705,-0.8293199853921746,-0.7573039742404317,-0.6001375443260214,-0.6914975976623693,-0.6706223512583314,1.095581860952255,-0.7860825150219598,-0.7028556683000666,3.083728411122655,-0.7485771834614563,-0.787490472356561,1.4362399796536462,-0.893813003168453,-0.7049645605928282,0.35118506383309095,-0.7778794735358314,-0.8188431554477211,-0.7020837972628153,-0.5906077894712709,-0.47354034244234283,-0.8294863327703769,0.12760003406562812,-0.3624064080890883,-0.7941021762651687,0.9209985474723127,0.5670800905155529,-0.555218764242211,-0.7485909015817063,0.5938725538818507,-0.41593182834011394,-0.5483287260456275,-0.7753427629002563,-0.7226932348982449,2.635679352234386,0.9607080164169163,1.5448875689776111,-0.6649650211903637,0.15938843703468084,-0.17290484481145565,-0.8899887621032341,0.9968949270307409,-0.9201809866136264,1.5338289121107942,-0.5729819021828392,-0.9301757582948358,-0.7485771834614563,1.7210473298567899,-0.8754759403913203,0.13286713542216635,-0.6964957259970346,-0.4809255796839238,-0.6805039949598455,-0.49115392268071284,3.057022763385676,2.103706925640068,-0.42398822961297505,0.2803783522797874,-0.8076193330111349,-0.869698792707495,-0.9282594288911692,0.6747884116275189,-0.564671183668728,-0.18454385491596614,-0.37689167602144663,-0.8707828909181572,-0.38215191255280073,1.3241046970392187,-0.7037257130138294,-0.07749431033717213,-0.18896742175797074,-0.7295495291371015,-0.5820912341352475,0.5410461951315029,-0.8753913465453727,-0.6744348098287304,-0.852266269887708,-0.8341763729005506,-0.7715271729518233,-0.7974714884420083,-0.678731872543027,-0.8165874409885614,-0.5920500809049677
SIDM00412,2.8173658855343775,-0.8524496111185501,2.4610445775628045,-0.49069655795904676,-0.8614296101458878,-0.7731883020234621,-0.8035039444332605,-0.5977268046530274,-0.6638946616966745,-0.7352440476939839,-0.9758688526461149,-0.22468509889567026,0.14316504303366134,1.266113533524153,-0.9660805344587838,-0.7610867241677001,-0.11049083839395052,0.053627434050811953,0.21490838384908875,0.7484343159922919,-0.9111584519840079,-0.4271393087956732,1.7661092397647207,3.0611376294497044,-0.8209284225551945,-0.8223331225779443,-0.575730206780793,-0.792477385452198,0.015854714054398002,-0.45263213959623144,-0.45529280575990755,0.5262312496480457,-0.7710908753503436,3.20371346063204,-0.8038188072607056,-0.7958210684223279,0.8725158948278747,-0.934221771453808,-0.7163736195206284,0.46215933288459965,-0.7502456299706085,-0.8110527563778654,-0.6246063603504849,-0.7806020038654701,-0.5786257708857614,-0.8175830663734536,-0.43328662675397034,0.14107398994816103,-0.6761095239499907,1.1575895036147499,-0.46942160586082116,0.3533118286441307,-0.7098163452012711,-0.7408742197045776,-0.3060154451308634,-0.6023241953233067,-0.7364650206441832,-0.7907986187195379,2.5468748408205144,-0.6904292786625956,1.648045322114434,-0.6875974542051027,0.3124792597289321,0.6963389414777075,-0.8877798119046131,1.4884850368101117,-0.8336520283905522,-0.9990035520303862,-0.8337296293427102,-0.9085744405150853,-0.77452226883932,1.923702536676503,-0.8141944955187238,-0.6450635886132998,-0.8371480999745056,-0.45452889603287283,-0.525740502061755,-0.32074979165450535,3.1109835216396426,2.4355827817328093,-0.5247840260250896,0.24399612452193456,-0.5001101153537291,-0.8471195260831785,-0.9469278754763155,0.7529752466359841,-0.39617422178237205,-0.8001305077451816,1.163841803574802,-0.8961976625702653,0.4019988099594048,-0.49127442890317047,0.40524397542219476,-0.054471766045236486,-0.6166294382288837,-0.790095673241142,-0.7425469084041761,0.25805809075673414,-0.8128059176191554,-0.7713809968389784,-0.8876924007123485,-0.7914506376505676,1.323659450456909,-0.7792768210255204,-0.4031175075826278,-0.7651561319165421,-0.5277249441837164
SIDM00023,3.1577739009078907,-0.7043152857412204,2.878824303791306,-0.4037388981304942,-0.903354666277041,-0.8046687977828397,-0.6431045417523386,-0.7594592218591282,-0.7141266578024956,-0.7983340681320176,-0.5739652529357073,-0.009405655753507502,0.09215988086124749,1.4776333553231693,-0.945152578706975,-0.8243072794345452,-0.35876315135509135,1.2011917357032658,-0.5553252506434763,-0.1590023224876967,-1.0753356809012282,-0.5622785704500545,1.5644492598482072,3.2010779544424497,-0.8353470043724666,-0.8668122770069557,-0.47741023799452575,-0.7479144521718548,-0.5095043389312484,-0.6846741654886267,1.1679460226797989,-0.004038120162351533,-0.8142666718976772,3.396290830779447,-0.6488827310460605,-0.8054500579501479,0.9151533822608605,-0.9397810873005575,-0.7907090152087499,0.31700459553583105,-0.8085038449310805,-0.847194832442072,-0.6534640170980347,-0.901048435815323,-0.48287963953429,-0.828869601909385,-0.18580215650202012,0.44191008669936144,-0.7638746326073788,0.8008908803361138,0.49366867709101014,-0.42476927007827897,-0.9069394075443528,-0.7845980022154592,-0.2605429762469397,-0.5569139765174387,-0.7447815222341004,-0.7674325960187486,2.496220888131705,-0.7549450241319056,1.1290012456203091,-0.7203317237342752,0.5450886678265369,-0.05123636162537336,-0.912634931815551,0.6892220110944809,-0.9188890466668311,0.32435926418960387,-0.6429835442246433,-1.0095959571736717,-0.9357462881379359,2.030519327542189,-0.8529486196888441,-0.20314150913680015,-0.8036411908774173,-0.5415498659500556,-0.8055307052023153,-0.5966511918407482,2.8756115718410227,2.4001819891931686,-0.5676736715150567,0.5254356127220261,-0.8127887690229126,-0.9122253651000196,-0.9291290691850344,0.7434415196941886,-0.6911871679084357,-0.8455947362062625,0.860175381195977,-0.8719256061215852,-0.8789351801318535,2.1362011118044584,-0.8765775362529574,-0.26985442561859113,-0.6412716927569929,-0.8389446585399245,-0.7870657703635343,0.8218433528171059,-0.8061922452146784,-0.7800194709235129,-0.7476870634352432,-0.8313811976630172,1.372094738710551,-0.8062098694849457,-0.5295180307968532,-0.8117248048843567,-0.5777003680716458
SIDM01198,3.058548436054867,-0.8004717565923477,2.6015796282287824,-0.46322687771840954,-0.8804630507158966,-0.7131504710666935,-0.7200792064476641,-0.6301506465938277,-0.5897789880072907,-0.784297835540257,-0.9462778460069615,-0.2354861285481687,-0.1772668202351656,1.3109302941068663,-0.8652706188114119,-0.7754270858511074,-0.3478209687566835,0.6101199835760777,-0.24714342006167603,0.5484036650003506,-0.9220859716232338,-0.6801304340407782,1.2334136446753947,3.2000152579378907,-0.8943638974512028,-0.7835729710158901,-0.6060057972524944,-0.6987876388652718,-0.7589890611120678,-0.6239911362472775,-0.7112138473480949,0.89387920399669,-0.672701496247516,3.192642228043974,-0.4701736837274301,-0.7309560675841779,0.9413231018264865,-0.9324321441957195,-0.7361143365150388,0.46619849399312996,-0.7662626555221865,0.6451451150164987,-0.6459198616011842,-0.7762952065724013,-0.6935233853225921,-0.7642793202105861,-0.5142067798185251,0.20573127800328989,-0.24136455777475432,1.0203545052015066,-0.5327639794727238,-0.4045579173215536,-0.6954129601721379,-0.639267546341195,-0.3078257058531394,-0.5577328138104455,-0.8106674966948227,-0.7419588085370312,2.808684574613504,-0.4518920288423409,1.5317033402428102,-0.5681070361412667,-0.02070232670674126,-0.3248294174202771,-0.9174131934280106,1.1835166992316553,-0.8626469647834062,-1.006297847240726,-0.8825166538177818,-0.9411552301217039,-0.7867912108137952,1.95376690322678,-0.8023922890570665,-0.22808112102479622,-0.5674648196739299,-0.3872950861455933,-0.5799037713669492,-0.5254562703580637,2.8637574834536723,2.158867140773785,-0.2553720892923201,-0.1113474172428823,-0.7939879707936713,-0.8227044339811898,-0.8700298370594729,0.6932536524731792,-0.6288107457816635,-0.7292531466079708,1.448657149707062,-0.9286525098916865,0.8977512052455047,-0.6151795254815403,-0.36452125599616925,-0.014577714926125728,-0.3395436864327789,-0.6815071571005238,-0.6498518875293593,0.13915264270374517,-0.7615719904477772,-0.7642831643662585,-0.8157305084168462,-0.8603899593241957,0.1926159181062826,-0.8439905384037502,-0.4353723552273237,-0.7503488680772489,-0.2886964227080805
SIDM00441,3.093917897037818,-0.8544169969190752,2.439863253800781,-0.5885277398581011,-0.8848235757814727,-0.765788403880474,-0.6472518305884387,-0.6994466256144318,-0.775190344444354,-0.8280712664153824,-0.8148512237925106,-0.3412197895028911,-0.46677321100851643,1.3035844559309027,-0.8113758083215425,-0.7522570146309016,-0.4199599631495053,0.23304956414848949,-0.4951594522427698,0.19047581556363125,-0.9809126922418874,-0.6618547095988481,1.0214486247346164,3.2003154092120076,-0.8541918987991929,-0.7877899455435733,-0.5552314734504257,-0.9008537615380564,-0.07811077272305796,-0.6950698302563304,0.7978022566179406,-0.3497786317093211,-0.7522303879405415,2.6404394302393976,-0.7046081884607069,-0.7917937478717264,0.1345674840660178,-0.8885788661130433,-0.7872395446960875,0.46437017977204587,-0.765140438968893,-0.7336907562313791,-0.6752712152206322,-0.7943047746191202,-0.16921192984602515,-0.8004645147857813,-0.4296992778273454,0.01944039313144364,1.81422608329911,1.0658067901469948,-0.40441383338242454,-0.3539292272573664,-0.8134334863472554,-0.7305650426244845,-0.3401907603271857,-0.5265830802625493,-0.7785829351701617,-0.6830115388399199,2.732305295956132,-0.7142863817711015,1.8995216032624767,-0.7050969703180568,1.0411758685650925,0.05721009896076114,-0.8758495159332165,0.8823156582439143,-0.8805114056152386,-0.27223379880279025,-0.6887256513985486,-0.9786566131148915,-0.8464185927946004,1.6379688263964725,-0.850418305374489,-0.7275285818266328,-0.9561696892131821,-0.5409742679877609,-0.6002284899381328,-0.2735457930034155,3.0982211490931815,2.113479764176753,-0.5107218298094042,0.21791913356986137,-0.7829698659675631,-0.7913248452707247,-0.8797606496055842,0.6725152023411634,-0.5548319188215721,-0.8346089281773823,0.0250472609561939,-0.8470342052770842,0.6075196539843872,0.3979938611331471,-0.575297948473494,0.2030777597943344,-0.5896419447414906,-0.7986782532225277,-0.6048566573698823,0.6704338142452307,-0.8377854957763157,-0.7721512750984104,-0.8078131705084347,-0.7741243159286096,-0.7861454193951086,-0.7812024853147913,-0.34488344661960474,-0.7876738119857188,-0.4937416534860029
SIDM00388,2.858623413943024,-0.8137782933365124,2.5883433099106554,-0.5282701412144658,-0.8914528432600537,-0.7553952197484345,-0.6425416120919797,-0.6087424287831903,-0.7054469682546076,-0.7538123867925842,-0.9443296997531541,-0.4766858736515618,0.25901320334437095,1.6679710319330714,-0.9848315803231169,-0.7586634780563452,-0.5036941715094239,0.9338715144373873,-0.21305492063720224,0.5980110854963687,-0.8529423645525029,-0.6599132319284815,1.5792641214755516,2.904808826279009,-0.8724359503652498,-0.7757406907807177,-0.6494359850533602,-0.8283291914010684,-0.38453744127261424,-0.6775957139834305,-0.6287676185130474,0.21801590752890768,-0.7678739286596954,3.257580622758025,-0.7423461742456279,-0.7312533013149805,0.8917208480621079,-0.9266331874304998,-0.7053477262249146,0.2687659987830398,-0.8058440229079121,-0.7562819164815059,-0.6404383645406418,-0.7835841920744153,-0.6074237984640696,-0.6936172997298518,-0.41464253078179614,0.2904899789963187,-0.7543352040862785,0.9388680331587295,-0.30245869912132184,-0.4641955561537259,-0.8057977302798145,-0.7306450505489457,-0.5222460241515994,-0.5862352934448015,-0.7349999435269512,-0.3665882398770826,2.76773001697794,-0.6834114527744367,1.1587184199672687,-0.6920660213672543,0.5819381565125632,0.09562213608754677,-0.8831235064128967,1.2047303670061298,-0.9374541998672283,-1.0229804360434154,-0.4620127287169033,-0.9125919129749888,-0.7984827440820113,1.7125222612692896,-0.7432514069888022,-0.41988810093195583,-0.7944485162781315,-0.5517184558792328,-0.7744163614686146,-0.5608729987884563,3.0130838429450404,2.1551945021817227,-0.45554429414587755,0.5723722004418773,-0.7701879384373228,-0.7972625568992939,-0.8879359658240853,0.9284401574970488,-0.5539798485931957,-0.8260465692178074,-0.5485391265813123,-0.8222142812558544,0.6556208403905931,-0.7403424352471597,-0.4838559095474566,-0.15792073454966532,-0.5112494205585881,-0.7230772421518488,-0.716569638232939,0.0048979539976211,-0.8487273742957876,-0.8157426715594104,-0.7696464351262619,-0.8210657018739023,0.9258151532743762,-0.8158924715581252,-0.23155613677361161,-0.7439248219388461,-0.6550676225299839
SIDM00417,2.910706919967296,-0.827896869537114,2.5618949767384818,-0.39000522724835596,-0.841418272297554,-0.8486280933659983,-0.7907309748207716,-0.8308371836650575,-0.5788388710782529,-0.8777372247059156,-0.8724119243708944,0.5439359103592529,-0.15439465468643965,1.1005410706419139,-0.9201436035120881,-0.7782144774618718,-0.44630844071057096,-0.6081644777766638,-0.27470544376545214,-0.5989817084548059,-1.026518625821196,-0.6555820430524122,2.187621052171483,3.1477312091617007,-0.859029476913983,-0.8092488324327489,-0.5786087317529803,-0.9465868777887483,-0.7763291324569798,-0.64218130082424,-0.8634506442886402,0.006516019009279001,-0.7862423304297924,3.381930279163367,-0.8206153413423882,-0.6972593121817746,1.1939272367433904,-0.92556663568918,-0.7400002221206168,0.07686380963912812,-0.7773766351817264,-0.8035378309095383,-0.742338179120064,-0.5565016124046448,-0.6270557419385254,-0.86365894588159,-0.47601434331407827,-0.7013082797422361,-0.7981221844129742,1.4302686031482164,-0.5556022149316879,-0.6402438300652441,-0.8638526212893871,-0.7688231707943145,-0.37307989498140354,-0.4730422523601516,-0.7031898735157538,-0.6584603039294076,2.594136423056322,-0.7596676260139995,1.2399059259742196,-0.6131876563479515,-0.03065450272610617,-0.19879922654600954,-0.9364422643570224,1.656926186304912,-0.8983068468785622,-1.1397838893897847,-0.8460254618916184,-0.9068725532709627,-0.7500713269166984,2.7237491960244142,-0.8090348873721114,-0.5051256544425711,-0.8033164394365275,-0.45737987220797166,-0.6917085609013589,-0.6846298785374506,2.8620975347276976,2.110811113740598,-0.5250347577111555,0.4225111425389809,-0.7437461441422224,-0.7835560166987411,-0.9711304630934388,0.7427641389540123,-0.5083558123497116,-0.9673408259602514,1.1994480664550085,-0.878177276209988,0.6890046877083514,-0.7728747939613922,-0.6532044412766378,-0.014464169967260953,-0.5416837153756571,-0.6900913226840918,-0.5261942529121838,-0.18678507801168465,-0.8044514440923497,-0.6700242972230397,-0.5554270663333101,-0.7880225694401636,-0.5713441647239476,-0.8303701460946569,-0.25925787090208474,-0.7952537517981154,-0.6311355221476629
SIDM00416,3.1441983008444936,-0.8396565107251326,2.468394407436729,-0.49620224266308693,-0.888550235682446,-0.6605270410924043,-0.568027577360251,-0.5388915871303386,-0.6718238592743564,-0.8031047222272112,-0.8450838946819664,-0.21770533251927043,-0.09875049537192185,1.731810258340602,-0.7128390947229319,-0.5897713126785358,-0.5433972897626965,0.6522296938269962,0.0686733533013827,-0.007080998000452269,-0.9932391425197205,-0.6084188422823003,1.6543903042960224,3.300208875179843,-0.8940190920978216,-0.7190081951722465,-0.5006360756568292,-0.7354932360862945,-0.40062389306451135,-0.6199587498172273,-0.8143606565345258,0.7085721346964974,-0.6987111118156003,3.153067875302641,-0.7992891840607584,-0.8115252870749526,0.7953076028182374,-0.8948009611886072,-0.652143999308829,0.2431862742282488,-0.7102600447151827,-0.7078111272058872,-0.7676058253603293,-0.8019384302431635,-0.5181843168711839,-0.8034666311234201,-0.3591578711909521,-0.3760240996590006,-0.6049408758868247,0.9904931990326116,-0.8446629077270713,-0.6274091301979187,-0.7332999266459042,-0.6301831977964637,-0.5699306988430038,-0.602971283153751,-0.6688779871330585,-0.7050698103540535,2.7114216182872304,-0.6556384930739444,1.9493454887888524,-0.6766839556160408,0.8143535659963568,0.7400543102788953,-0.8847524604343753,0.9253651445059826,-0.8827594466149528,-0.9892185150229523,-0.7613490183761028,-0.8683057123195624,-0.9559592459544759,2.104313696543735,-0.749488937850423,-0.6247035659189202,-0.5861090151481466,-0.5467880438359356,-0.4332298706709114,-0.494553185360418,2.8750753510297997,2.195032784462478,-0.5353147630337536,0.26775012341714366,-0.7423869335194037,-0.8330769445100118,-0.9049179818577133,0.8667469324557886,-0.5959997166498918,0.9333326251453513,2.285953612854892,-0.8813816242634818,1.2463258727217041,-0.6633232802721134,-0.3631252910439856,-0.0757347150497321,-0.4273601189014285,-0.737011855359925,-0.4623829816591695,0.17404901057175617,-0.8697434680709273,-0.7000522047204888,-0.8889041696676706,-0.8476911195188953,0.3154082160091194,-0.7099061095294766,-0.433359885831203,-0.6619915710729356,-0.484981531287183
SIDM00974,3.0523759444977636,1.7801370183799659,2.276949198440245,-0.47366649493030144,-0.8602797802694405,-0.7618651274049921,-0.8500804896824996,-0.8480368013205766,-0.6438527421751444,-0.8379044510018074,-0.8070378687085786,-0.31172144638094795,0.1756887807599427,1.2259976245975537,-0.9356047596907113,-0.6902959356672851,-0.3508932973117208,1.4497045205726067,-0.5290266307553677,-0.2795554628966055,-1.0081522383378825,0.6541234922638619,1.4956586922210662,2.9346627569350248,-0.9519014664863475,-0.3859114606023149,1.0648947269566287,-0.8977976287203261,-0.6928174552044838,-0.6639295540950342,1.0928957478947354,0.08425949554272551,-0.7309450072744048,3.2069203167735636,-0.7117126227776469,-0.8260453193494454,0.4375680992921819,-0.9663681214771164,-0.7550008530404408,0.27419189912365455,-0.7634431154374496,-0.7860246644626973,-0.6881381100253579,-0.5851532491753779,-0.14451372482249125,-0.8855258006684703,-0.2286812288765397,-0.6885985964715887,-0.4438428836481933,0.9427703155875947,-0.5179631433901002,-0.34421389264684427,-0.7275195521456268,-0.8020469290199493,-0.6535024915492571,-0.46320878780344765,-0.7161760031249982,0.14589406671757651,2.7829572459913736,-0.7493401709701938,0.7806011989190446,-0.7197669673170557,1.1085058223856432,0.7706169492916408,-0.921408017261457,1.3294244801994635,-0.7691518454214671,0.10779675930888728,-0.8628529599215631,-0.9615000775746313,-0.8177866022396688,1.5328643295946152,-0.8086864227373817,-0.3745435782561845,-0.7038134806365373,-0.4907838126753354,-0.6495160436251967,-0.7286434446403202,2.622969551940352,1.9618759170722118,-0.4760026895566239,0.3912000676401896,-0.5610634938132568,-0.7564882790741112,-0.9850115248766471,1.1988799497287221,-0.6262892359650751,-0.8387938443973276,1.4203313695170525,-0.6496740859460904,-0.1901021121608295,1.3571445636480528,-0.8455238701542691,-0.3407503303103331,-0.4922117774035321,-0.7237144845729098,-0.7169618225014045,0.2946245507763211,-0.8635883379341348,-0.761891881352926,-0.8546481622393247,-0.850525508095623,-0.5269911525386568,-0.8631873563568058,-0.41013580480633993,-0.7659361652628747,-0.5732598476443267
