,EFTUD2,LSM5,SF3A1,HNRNPA1L2,SF3B2,PRPF19,SNRNP27,HNRNPA3,LSM6,USP39,DDX42,NCBP1,SF3B1,MAGOH,CDC40,SF3B3,SRSF9,ACIN1,TXNL4A,TCERG1,U2AF2,RBM17,PRPF38B,THOC1,PLRG1,CCDC12,MAGOHB,HSPA8,LSM7,PQBP1,RBMX,LSM4,EIF4A3,SF3A3,DDX46,RBM25,PRPF40A,PRPF40B,LSM2,SRSF8,SF3A2,SMNDC1,BCAS2,NCBP2,PRPF8,ALYREF,CWC15,DDX23,CDC5L,SF3B5,SNRNP40,PRPF31,SNW1,DHX15,WBP11,HNRNPU,CTNNBL1,HNRNPK,TRA2A,SNRNP200,HSPA1L,HSPA1B,RBM22,HSPA2,HSPA1A,ZMAT2,PRPF6,DHX16,U2AF1,PRPF38A,HNRNPC,DDX5,DHX8,HSPA6,DHX38,XAB2,SNRPG,SNRPF,SNRPD2,SNRPD3,SART1,SYF2,CRNKL1,U2SURP,PRPF3,AQR,PRPF4,LSM3,SF3B4,PPIH,SLU7,BUD31,PHF5A,SRSF10,SRSF6,SNRPA,RBM8A,SRSF7,SNRPA1,HNRNPM,SNRPB,TRA2B,SNRPB2,PUF60,SRSF5,SNRNP70,PCBP1,PPIL1,SRSF4,SNRPD1,THOC2,SNRPC,PPIE,SRSF2,SRSF1
SIDM00538,1.02653918187024,0.3513906487678929,1.3788051124002778,2.124364280407547,1.7575169688535783,1.6569050616643963,2.2212124826056923,0.09396983738968238,2.0290002048751354,1.9898451974713791,0.9016366622898073,0.30043582369450195,1.7274665602659522,1.4747476564502455,0.9119905431990133,0.40783686074456277,2.448726236559864,1.023546967758647,-0.2641294625392453,1.476863918182825,0.2969190817037674,1.213432964142276,1.581842651126982,0.8723600928577333,0.6077911997113266,-0.6688613208679528,1.0195306427925208,-0.12296730015834516,2.3566189520386156,1.1197518653310783,1.5730007608414556,2.135888441172917,2.595719412736646,1.9435814231481165,0.9613863513548204,1.8565404873142415,1.1821168386947707,0.010065203292472054,2.1879087113679727,-0.20559162698949335,0.3214542725033133,2.4830471062490425,0.9307411814102553,1.6146397126316772,2.1575145619288825,2.254232728753517,0.652194391346883,-0.35218749516666875,1.3645017824127033,2.576505537319818,1.5730881094630491,0.7428134209934131,2.4571165297634683,2.3645759989527906,-0.5287322528372763,1.9309722014674766,0.6974138363927188,2.2510082328224517,1.4402797651729704,1.4277071335377753,-0.4906373885796938,3.0574195368974215,0.8939383798816909,0.45197195706023613,-0.08243098261432896,1.525363348534944,0.4406928717792784,0.3739538547144969,2.0549922825062974,1.0510419372173752,0.30104411970013384,3.0510104041406536,0.9576181770046475,0.3242692358894688,0.915161138930095,0.12796547465296249,2.852053881814411,1.8066659545091215,3.310426858049486,2.4136737387373404,0.011619056547251047,2.225208120294307,0.037930089490264156,0.9628818143948027,0.720573255775942,0.6335480546409128,0.5058120736522516,1.818790196405432,0.20478305102930583,0.6124601778385488,1.914578257557653,2.5247522182974667,1.604936085510874,1.2013901547668933,2.034343300793119,1.3813693646122849,0.3617934157910658,2.090363200369463,0.7811294670885947,2.372185067399029,2.1068823043200253,1.9497260580533327,1.4914406440773236,2.1464047882545314,1.7520311317468777,1.4337256867686927,2.9754766931161725,0.7281849936238942,2.4698905762303776,0.7249524186204896,1.4006939059733712,2.0732731913417233,1.8069983765867992,1.9827104828127835,2.0888360179181027
SIDM01140,1.253092861906582,1.1903037812826094,1.2018046691267328,2.4658278958768896,1.72216482061625,2.056433794092176,1.9431202249885804,0.6080986664767141,2.7175380805439038,1.8938529285084076,0.95256950416546,0.8142980393442022,1.6531010137217765,1.649385808107162,0.67095190787455,0.41263317549080947,2.532119379067132,0.7936000314383078,0.14726900792537026,1.6220969176090658,0.024049937866301163,1.389574330869732,0.9115079077450876,0.9833847407307346,0.6860423310900027,-0.4775526618585371,2.002187723520102,-0.12693539607536447,2.7326530006395804,1.1681535106918517,1.5469504326865755,2.407214325006051,2.280482787478928,1.7379190531817974,1.182646170625966,1.6632159163003533,1.3397838285940613,-0.32755432474194746,2.473203104766736,0.3798314066110461,0.035687267015159965,1.6061052804989353,1.0672165430811127,1.1987182615906444,2.0254143853116844,2.3009975189166574,0.9860549503024071,-0.7837084892715921,1.5731006221727297,2.8433954690807894,1.9654859782713838,0.7327099710295446,2.092292704545862,2.582659232915645,-0.45351723326710736,1.9401443105943983,0.7075879895688383,2.402533189680219,1.2104710250570538,1.5136292385202408,-0.6258921879135351,1.331984745333928,0.37894603998926724,-0.5267273703799884,2.1973209076401083,1.6613713356215172,0.14034468873936584,0.4613697108982816,2.7664062854085447,1.4738423908745464,0.9462125914188821,2.9155107202116084,0.30700518735647697,-0.8528718590533879,0.53920442242395,-0.13154619226875464,3.0545190058885257,2.4384405401966585,3.376595672876178,2.727521676906834,-0.0868711188090866,1.5091737534846166,0.8384143339271714,0.9189259257904088,0.3624173159363043,0.9438870688868806,0.8320209996199011,2.2725730452815607,0.13549257420029567,0.824422433708588,1.3259979564361193,2.2894484539688404,2.034805079496906,1.2091921642091525,1.740596561688718,1.390927421687127,-0.10559246613220305,2.431540818428688,0.11568638489883296,2.528086595983192,2.44831277079047,2.1431629396363596,2.2874398729684007,2.2377214022008416,1.941518931032964,1.3298460311276952,2.6295074523320947,2.198624866550636,2.103070954158074,1.6404287737990388,0.8589628427907872,2.4734799474254983,1.567709811492765,2.265710517643873,1.745965316263804
SIDM00101,1.1803298812252225,1.073882138329798,0.9555382154524487,2.160607273238138,1.810241695663278,2.259101314815533,1.4745248519826741,0.4152272453920223,2.4965491131820867,1.579802258064526,1.098044702005862,0.7115736728277299,1.4325432515888472,1.7899167732392776,-0.11348912981508293,0.42054324920687347,2.479775664829434,0.5559641819506969,0.17822386543821273,1.29412773334593,-0.10852432938412404,1.0644510346660307,0.8892556689411024,0.7354761367864093,0.8771946951258648,-0.8009141567388374,2.02563408851825,-0.1695719067473034,1.9946521337481853,1.3601739483430155,1.4474827251319913,1.742031330848064,2.3916373589461632,2.106941888694544,1.074129894046157,1.184814876806694,1.1222606125349432,-0.40796315956513346,2.0352859765288285,0.9220643493326797,-0.5504536172936773,1.6969525297395485,0.30613204880256417,0.7380165088426578,1.7530452611953815,2.2324730169509213,0.8980066860522009,-0.6909621953744156,1.2973865334228412,2.2916511346841015,1.5748826871457848,0.98764308266042,1.8087519906061098,2.3290917550272607,-0.6174143953130717,2.0715290308944927,0.4736223497575551,2.3250787327093128,1.2214445152611337,1.4223000768315937,-0.6921614344571223,1.9266039573263045,0.737881160847128,1.4023686417567631,2.571423218059357,1.8050204241255685,0.1291667375093513,0.6133197257746982,2.5714693128112227,1.1932525674830892,0.35935415554740463,3.0195358036188176,0.26695253096919513,-0.7576618079445421,0.6776711651143471,-0.3169418989487295,2.7663578980372634,2.190475606014227,3.3608551147812324,2.0049590736869276,0.16043333950562605,1.3330864039133445,0.8653367175317587,0.7971828699207328,0.3877969661885513,0.19206682351128584,0.8624844586944865,1.9803690773926566,0.2705385842009217,0.8084090269923069,1.4914237820931036,2.542881287334447,1.3360290104686015,0.9214696128757239,1.8930473831569943,0.9073857279154506,-0.29410972697300747,1.9723035106709834,0.02683760360026417,2.2583853796112097,2.3870203973292083,1.6115862535719354,2.12414089549857,1.9184474662776387,1.5683131302145208,1.2764716011731028,2.6795882614582323,1.628437020499444,2.0602802074846203,1.3009301689707131,0.6149577230175418,2.4835656435607483,1.6207431045110803,2.0842454982284715,1.6847965074714912
SIDM00114,0.9020939769834287,0.865316775967913,1.2129894663597918,1.9493370998787927,2.008607250333785,2.2235194644904057,1.7474309965728805,0.5699611820992841,2.500902139539568,1.7066684616177983,1.2392155162708725,0.9065767444175021,1.732267075653839,1.2194483790630808,0.8023697452190935,0.575122805005776,2.603747255845401,1.0975264736197627,-0.10011912231052775,1.4654024757093993,0.23078188558497448,1.5414663699705313,1.7565910064694634,1.1000009192731164,0.8964256863979986,-0.5887310760797126,1.58625896421429,-0.3320505491686609,2.1791830404714507,1.2914694555448014,1.2001900101242722,2.104026706729178,2.332637029812501,1.5083086469509102,1.609711042450194,1.5055369494605801,1.4449655553429566,0.03278630852416743,2.3352808104630927,1.6450373925109223,-0.0936734668190359,1.78560033356569,1.2537496958217447,1.2515920054697371,2.1008909974469354,2.4799324394693882,1.2428341516872656,-0.013699144767480563,2.043235892211013,2.6444824427418614,1.4900854851150285,0.723091670937299,2.2797303966316167,2.558435115209303,-0.5522709881995423,2.205551912174361,0.9503527170027226,2.504720268088577,1.1745761598132005,1.66151386803791,-0.4067810401893881,2.4934675193773863,1.0563662738081354,1.1505178537981984,2.912412788640841,1.8418945991551654,0.9999724445435322,0.9052311387580252,2.7155638127216664,0.6884815443997935,0.27219260617524216,3.0548092039531447,0.5370797982900997,-0.767112636271842,0.9909015940854737,-0.18089815392816677,2.825807514229026,2.314862778283732,3.4439050102533226,2.638726712697813,0.9695053618034453,1.7762451862011295,0.9147799863771741,1.4140312407785571,1.4282107102621016,0.82810624501863,1.0985738226469695,1.6242680831261556,0.2881032488285835,0.9256024744322969,2.060917860444785,2.9370268701666067,2.103400720527209,1.0826541256080369,1.7859607128977235,0.927419581091535,0.12935115090940508,2.135309989390859,0.17635479535828338,2.623544647540328,2.4117960828291247,2.0102930424905976,2.295386092002093,2.405679492518089,2.0488642014861806,1.3423735091580464,2.765275935926807,2.6899061842257805,2.250277345565746,1.6229288006470113,1.211234918836379,2.7207410552915574,2.2873277099725415,2.0747947332401875,1.7757095362497208
SIDM00102,1.5245243101581791,1.5074140388588766,1.0349363141800751,2.120030530433614,1.721262525177162,2.1492679346695027,1.7576901408158783,0.35050033450584556,2.392927387908554,1.7920026028478664,1.1930131432128337,0.7605435161475329,1.5256242714295754,1.5936974546862575,0.5073277771329993,0.6415473664198506,2.4908708072951793,0.800264345542702,-0.1545631725722452,1.4271405445670402,-0.014270057853343123,1.257092122503747,0.9976675387814439,0.9075109915219198,1.2416196140126847,-0.7207341055226083,2.12215746724921,-0.08009547985064218,2.2777311764814976,0.9231420241104655,1.263050751622716,1.8161363584520522,2.421412478317745,1.9150070478968586,1.2462908754815956,1.1659944329285006,1.2796607372437638,-0.04310085631422008,2.0464728658777878,0.16470040491284887,-0.11678965789936653,1.7296255303941515,0.6599511816256859,1.2583872970270147,2.1777439491632378,2.3291463337284184,0.8230155603592885,-0.5122989197695251,1.2672997246619653,2.6391547491896685,1.1928252469614355,0.9662656161646814,2.019208090273866,1.9429493608972084,-0.7046706416171897,2.0567051475117832,0.7822275293027725,2.440384515618955,1.1763202958964796,1.4889927394504128,-0.6732074103478976,2.3682464135691945,0.9025556115032839,0.4696196256510764,3.013804053711921,2.076307330711603,0.5463763244465594,0.6966002900984074,2.352756506385672,0.707099870320957,0.4005455695220668,3.1178181954018567,0.5634228977389014,-0.820104164367365,1.0887924265933744,-0.23512015990320093,2.6934985231909954,2.3812767876204224,3.3268693645478074,2.084945367740029,-0.020915887738736573,1.7388021505647622,1.000302394750629,1.3396679046935585,0.5893521813598155,0.4997186414641571,0.9362203931378762,1.411006344014497,0.3786001830027626,0.42924472282969,1.9565157091241347,2.5066533157745363,1.5303003768289114,1.025089074062634,2.156334161881312,0.8436867715101144,-0.006997840134577043,2.0482706762172063,0.23118608438912827,2.4398885924816733,2.5951644278345913,1.8358182579937012,2.267052305024114,2.482205967902598,1.7131533471816736,1.0340595862326056,2.6912167724319866,1.9101630131082328,1.6015229439101248,1.2736348817332683,0.4258921440723694,2.713287750313427,1.3833974962977464,2.101027171914918,1.7716937858501336
SIDM01122,1.2404571108797677,1.2131033812695309,1.2499447380333406,2.338343723515863,1.9206311764614803,2.0585105265643016,1.3872083715797008,0.4364074216220762,2.1332679543222675,1.855076357973985,1.2206690725231517,0.6592485155667429,2.0189787164333763,1.5767091986438297,0.5626632630429655,0.11913232910290388,2.608874459684368,0.868603678406875,0.060174070428313575,1.0850878563839121,-0.05404714099587304,1.174344946309886,1.177594250782365,1.6535255166625715,0.747284824680109,-0.6921486997722676,1.8293712549588244,-0.7662858763733376,1.9255552985482727,1.0879114672187782,1.261244332692466,2.0406545983405566,2.518222913294329,1.6235301234933346,1.4015947326443994,1.5061055214510555,1.2653790224328925,0.27862400730240316,2.223685783068646,-0.09915661375103775,-0.28828491166303355,1.648051294842231,0.7398419970746589,1.2563695810316167,2.4737869010329256,2.48199158912634,0.7780759009353876,-0.6445119953882872,1.3769690949776339,2.4017272731728143,1.841744740403078,0.763357804006121,2.3722882092129463,2.1574193530882058,-0.5875565096150365,2.402592647627092,0.9101565022201497,2.2912038371369823,1.7318251404939087,1.650599149053196,-0.40609803772774694,0.6844251115215633,0.7598311660270264,0.9889050780871378,1.7293634536542437,1.3466603992634927,0.5322209226183453,0.8166919975341632,2.714055504806903,1.366426591685416,0.8033819613636836,2.9455217967049836,0.4848669631524175,-0.8399610603683896,0.5864284328550827,-0.2649343891858286,2.6939186184178774,1.9469516833056904,3.076657407595219,2.363290683654157,0.14538989284309944,1.4391163009386596,0.855331872942949,1.1700435418958135,0.33286362717906126,0.6712738994504012,0.727014057928107,1.4833501668493598,-0.22734849726848264,0.8287855852722608,1.295227020977975,2.8388276994055253,1.6763779360314535,1.3474080050361001,2.0057133591234004,1.21560428987694,-0.26023400149939285,2.125586447775002,-0.1665197896895814,2.80379471574724,2.3489066890940435,1.7768903290860052,1.6634112124584235,2.003851348835501,1.8032797062784562,1.0931595189313545,2.753819816474337,1.9267536821556976,2.0913494954345575,1.1220721598637062,1.1075648837382994,2.4362700063764318,1.5434302097183936,1.9515444726237745,1.6118546281113735
SIDM00261,1.6142578577117186,1.425397154742802,1.4933208705205614,2.429299335055911,1.9222848333167342,2.0741573535771973,1.940209210529948,0.3387182918957045,2.2235201551328787,1.8231260468761101,1.6255518999248344,0.9792143049929048,1.698979628450653,1.496284422801978,0.5886246072955739,0.44943901039307543,2.5639882278435264,1.402110269665223,-0.02665620279842924,2.101126235447145,0.2361068284570505,1.4391957057631186,1.853733165730419,1.471528879368952,1.0840548403554167,-0.554878978254274,2.0163272056556383,0.1233866164726854,2.6029843365238214,1.2780049823173911,1.5203437978264749,2.312577604301011,2.5682139458940303,1.927650687915567,1.4500417202958464,1.488668552384267,1.3430640311680597,-0.03443985619883417,2.1453246210077705,1.224615906952427,-0.1854526174986172,2.2107573245889114,1.3359199658002727,1.589003396359462,2.6123321641382526,2.6667514331834306,0.9466978894635797,0.11075874074992964,1.7963008760147228,2.4274814952455976,1.7357880981243659,0.6212178259611209,2.5180813042760004,2.775243769884352,-0.2277911291089774,2.3537549196886585,0.6464830130161094,2.67938928097101,1.9310345814357408,1.733158574288807,-0.7052196414023653,1.3472561581781528,1.2417680679256689,-0.2777420299439595,2.51095299068454,1.719325322942177,0.6819365308557758,0.40918806906542826,2.956860168225507,1.075185886692568,0.40091659074505637,3.38895986146009,0.4915102912174537,-0.6810551045837027,0.7166657626811948,-0.23975820087339983,2.6666491427174126,2.3482052784735354,3.286329961775037,2.6342322985157556,0.21451626172296429,1.7712470117296015,0.9090603267799994,1.3720122745176584,1.5765069662544833,0.7915008625989858,1.0912749399192236,1.9168745843567845,0.690980717724731,0.6338056166996975,1.691144851683858,3.204532650079233,1.910491920689944,1.4282628437056304,1.9417936992124092,0.8764298431366884,0.30622762373730106,2.3633360941745503,0.3005553920405237,2.872098648954678,2.138578061781709,2.3490968329077577,2.1433450369628715,2.635062822874686,1.6776158166116342,1.2216070874777245,2.8623268745978447,1.9402824086838275,2.671173332419902,1.281545045355632,0.9510619590679888,2.510536258430423,1.9178543923079536,2.407415841654928,2.1371119819896554
SIDM00154,1.1790819140331956,1.0487178150760734,1.2018235371731505,2.1468874129773052,1.7843640861441297,2.0049151875253077,1.6469757436233283,0.2404880137671218,2.218973335136844,1.6367076055984464,1.3836558112117316,0.7012679210448425,1.7269220614542953,1.7416848914529413,0.2513102712393911,0.4628311483785437,2.4491326194977057,0.9939983470816064,-0.02119213418352699,1.45370709117793,0.030418998180286132,1.351216147088198,1.3139085710001719,0.727252398580641,0.8051378645904622,-0.562639828677283,2.043334492214933,-0.2656307164416702,1.4762686908641072,0.9912659611776561,1.4001618423531654,2.1016960959817546,2.6523867314138316,1.7848039165873768,1.250971686258984,1.788297887545153,1.38297085967504,0.013126962209159229,1.9937290588391845,0.9865446234522309,-0.2610601090873084,1.7981239640651845,0.9215815163508905,1.116023152531818,1.8422772894068016,2.1930106423943876,1.0239987343862498,-0.43400429156852666,1.4680362672475615,2.0510120478882885,1.2996119809070243,0.8398117470026117,2.2183250016298475,2.489535264162258,-0.5860026744342843,2.192939499410456,0.5378022855582812,2.5072826096764125,1.5924762389228384,1.4359759908516359,-0.524146105687831,2.482960145296033,0.5905862507736089,1.9237066574676094,3.075117451966277,1.677323536856226,0.13462220644971074,0.6278130763607968,2.700723260256167,1.1652386295900437,0.4700736277626816,3.4846770576368327,0.7305448616338063,-0.7852137981411252,0.7052847272131973,-0.38824849039737436,2.7116143484948836,1.8942392470581069,3.1687148857102914,2.3696029335512705,0.04570030782111046,1.3686745146624524,0.73639214370937,1.329051222775767,0.511277006745865,0.7172310610301781,0.8266721717317448,1.6058435487954892,0.13089481607117803,0.46093824825446594,1.6148737355622937,2.2477577031920335,1.5953027843416652,1.0065997509323599,2.0823267865422435,0.8120240054675206,-0.33402542992573003,2.180771412681029,0.567895920044784,2.6041841836650907,2.356605108502471,1.8879792446600312,2.207779929462319,2.4274084725965595,1.921377925744917,1.125147386086373,2.8164227929984276,1.6935576933731507,2.212463846878364,1.3946976061002123,0.9099883206207363,2.381026051854824,1.493230342162709,2.342988691272047,1.632659072815376
SIDM00104,1.1686655783446405,0.6392873549064115,0.8632979310512303,1.594530191835917,1.8032378397348963,1.9926854478838902,1.4594142631562652,0.14826556734453045,2.488275589374807,1.7419135483812749,1.0754183067060452,0.27825297892226253,1.4927091369219878,1.731109235064949,0.6730427454986888,0.02584602903311736,2.4899614036579742,0.2691742503335566,0.2426343275464276,1.2099772653608605,-0.1152171997163933,1.2419080223192844,0.6987857984358531,0.7586306318117267,0.8529309127751882,-0.7172620657718431,2.0667776900832027,-0.12869781118104093,1.5347327421195438,1.31232776755226,1.2545376768236822,1.9008114120703847,2.3585919149451824,2.056353642079856,1.0451748975727813,1.5476272474194235,1.0107148015353082,-0.18280876092575193,2.1233124974567033,0.46562289228066056,-0.4658671557841927,1.638143186346304,0.6806675500434092,1.2817445086016204,1.687687908189105,1.6584347209978074,0.7010099361257712,-0.6447361750069976,1.2566182164500381,2.5276692432225634,1.4264654918963835,0.9719519135781363,2.1811552869338895,2.1165321214361517,-0.6910857736372344,2.0958538682074264,0.5705515329995635,1.9518083056776308,1.2301104597109853,1.1997943769629997,-0.4942390980815795,1.9912524912357328,0.4363402617539813,1.117939891785152,2.5704954977708874,1.673267806176576,0.31985083885864574,0.6967404164614474,1.813173107444346,1.122948652253171,0.29775027522349096,3.198699998847324,0.06278241050822315,-0.7571757038182059,0.5413617268652303,-0.03285931965030374,2.572672559046198,1.9013307020272778,3.0020704892933816,1.9932880763361263,-0.05029848475594392,1.9598348187789707,0.30166364613463115,1.1446389441612592,0.4614118522996439,0.3847896019983675,0.8717519313680814,1.50211133884053,-0.1823003595259747,0.4631198187570244,1.8100261319771211,2.6790295973158638,1.4952062699332775,0.8662040388082582,1.8053586880534915,0.24215617928297925,-0.35904154215662465,1.81988908503287,0.9270384217396568,2.2458704705921506,2.1451696903009947,1.6914708127334053,1.9269220603059845,1.9038940132985995,1.8503812157140462,1.184713945450242,2.33335370226725,1.7939009096452445,1.9225356689547892,0.706671746756546,0.9955581695634187,2.4241329559087217,1.5123788426213771,1.8543172679292839,1.4814128315819814
SIDM00267,1.266184795505989,1.0817226541374665,1.2559817199513232,1.9478312497422647,2.1336493596135604,2.4327010935909184,1.6931691097296353,0.8114386438231886,2.1343332437409335,1.8705123829043917,0.9548313909177166,0.9612151196137821,1.6663269009506159,1.458613791037516,0.5671552649190585,0.6713262900936462,2.432191344279569,0.9772034589254216,0.31405108330187986,1.853137239678533,0.06286530337367988,1.39384562887743,1.1385062344932924,1.0783109432706497,0.9476047585701358,-0.5974259687388884,1.8935047628361625,-0.13578065897993763,2.2311205089527952,1.2623802973233211,1.370678561751478,2.325672608591542,2.443218889940178,1.9580265951208,1.268164965125551,1.4945163693715897,1.1613060227629337,0.04208496077871798,2.6058988765975513,0.6610167245219031,0.08175960106785492,1.7561061709063395,0.7727533973371408,1.0623893263697224,1.923172487982056,2.200864470871712,0.9633967484853242,-0.2981037864832282,1.5518685746753862,2.3725651183977168,1.5666761326761713,0.9321858038281701,2.172401300753169,2.240334356376079,-0.6753910205408737,2.3311335667327397,0.9635416426114582,2.3328642660424803,1.5887242967402282,1.6290426071961785,-0.43994609947490365,2.7902358115451222,1.083800138880176,-0.2329401414176217,3.3179534190695117,2.3674892134824055,0.8700497632242953,0.6511985260394706,2.5467796303140933,1.2686676655542066,0.6497907228914261,2.802330021346271,0.4278672446511509,-0.36240244017057205,0.9997122916876018,-0.23560925353464546,2.943898064890604,2.1583678236932853,3.335781792447298,2.4866653319915946,0.24679269190641076,1.7207943226017621,1.0138807238597283,1.1999254221656668,0.38093644002087046,0.8929313764244012,0.9541020477825134,1.8371125933985486,0.13611206047286836,0.6586899947048626,1.8785060861996774,2.7641219718000967,1.654260258966223,1.4109939769760054,2.2913922658240877,1.3408529305773857,-0.39546757457775417,2.560213535582345,0.6400121968314645,2.5129336012870924,2.3530007689621475,1.9231594536753687,1.7248343605628764,2.369409187585815,1.8928298493187008,1.3374458514704708,2.784107630696602,2.1676647893761958,1.8692720206765243,1.4684244467509782,0.660351284859531,2.5341714568232065,1.5105176056870517,2.4723067630785756,1.8840469335080412
SIDM00100,1.4062645742436604,1.1359045877862313,1.2342683566787338,2.452286272867099,1.8886244359738635,2.1277414023271737,1.8597150675370298,0.580838182996324,2.3291092840658005,1.8774977540680269,1.2262736156712823,1.098547310037132,1.7167922434795437,1.8693281474056356,0.7394086120986443,0.6084326559453982,2.63576005664389,1.4093531114381033,0.19572627173548215,1.6863386587914504,0.2532073163096111,0.8553401923680345,1.2571287261164565,0.9469029379728413,1.0124758153685478,-0.7651114940411123,2.102809559601909,-0.008931779499856855,2.252762463970819,1.5273022506548721,1.404784585004066,2.0123771527860455,2.6453727321714875,2.1377261579151363,1.3944839460589047,1.6534991456310035,1.3759149742030912,-0.34678388916249936,2.411610572558526,0.4810526779113956,-0.13991456789649487,1.6268314687812246,0.9850801490906327,1.3289478616522241,2.559125951975,2.3983917322369512,1.010123999920892,-0.3119706144395003,1.7949038847182368,2.524251663270792,1.840731767780051,1.2454417645774263,1.905681468764793,2.706031952313822,-0.286821414214768,2.256470638076994,0.4013912466164508,2.5701471876182773,1.673938900810218,1.6705938196252599,-0.5056049699489743,2.683614625432193,0.7485148721579042,1.5611535460718056,3.268177206407359,1.7962526993745038,0.8705119794207176,0.7991725347305548,2.8335220749426253,1.5888815124491344,0.8238609630388605,3.1204113615918287,0.5978286600074433,-0.694696886003566,0.8060057776658526,-0.32979751310808997,2.6827481331138068,2.1994331708369166,3.3133594535411386,2.305748725151871,0.4675423803555852,1.5413154718885584,0.8265824798167841,1.5657207600449996,0.7575883343426197,0.8258703589262003,1.2071189158987807,2.1251191578974393,0.06516229106285856,0.9970165060037921,1.584654818368778,2.5468809794407656,2.0670951108945355,1.602409595604268,1.9774685665850755,1.19396942612461,-0.029578212231903694,2.4459261118088844,-0.37862656080508683,2.9026775484166,2.5076133101248574,2.3058304324414007,2.0948032715272213,2.2244610432486014,1.8919886563542005,1.4712945081386406,2.6183199707105924,1.9693211494731466,2.4715210535311174,1.3991550943101816,1.2965033241136372,2.661021457834332,1.7788396571926295,2.438957682596944,2.0558565155488586
SIDM00826,1.16831597220881,0.6583759896484938,1.7412827574690466,2.059774633550748,1.9503759617922554,2.3085277965871125,1.5058426547337063,0.20948879004986115,2.246969454405925,1.6536634266778045,1.0871771387212539,1.4007891490974627,1.6137804202118233,1.9101434984283765,0.3519420766703894,0.41286546373248023,2.5744700122028874,1.011084534167951,-0.06157716928358605,1.2615401184392552,0.11817994493920583,1.1420077679195288,1.1531089462510657,0.4542944223036667,1.2792963816370657,-0.5816455802559476,1.8098206858454373,-0.24473641614181885,1.901743915109252,1.8259621615351151,1.2801788777351033,1.9624870953533693,2.614979446231477,1.7246644068604862,1.5448544221638738,1.5419328585993937,1.2735716023307335,0.11802211473158959,2.0453436145967063,1.5085934188765688,-0.3681640460106722,1.7082144156196863,0.755501579193252,1.367213418377668,2.2701652878575365,2.414838115093815,1.0138991919462674,-0.1347416154563814,1.149978033392562,2.5496203068562395,1.6671608516877785,0.7413779761613672,2.257387400734252,2.552340869981119,-0.49170205356060254,2.2276656586742694,0.9069568311365928,2.4935851075803197,1.1819465195648053,1.7416224201041806,-0.5683336852899077,1.7684929578732906,0.9509140759113958,-0.4192528559210704,-0.3247246737644574,1.9063935646819967,1.0433138383560279,0.7953918082839329,2.7592553229291954,1.2864176089158887,0.21885523655099634,3.2510536069533567,0.5665767914930333,-0.8253974599845076,0.5588730072011937,-0.17883311175588762,2.729199943665812,1.8768874127105124,3.195119617295373,2.5984245374375043,0.05046352902030418,2.24079350733627,1.4308087992899774,1.2964556023987694,1.1845884556098722,1.0516374558058927,0.8851501356310356,1.7443937193675718,0.14663313414630164,0.26937841785310845,1.934298906921625,2.8034619147078885,1.8935696423139854,1.3703190621431567,2.232855813276568,1.1312986890775463,0.030813018957134525,1.757873447744765,0.24095698496375792,2.7376563618952,2.5107133888221176,2.270398064580842,2.3437636763198078,2.1021846341252086,1.9289470379158706,1.0624880381758122,2.748979627044632,1.2970744286862843,1.9284973305902382,1.0992152026735924,1.1019841395792331,2.2716604189736636,1.702338978720481,1.8234136337738922,1.790010815751329
