,PEMT,PLA2G15,GPD1,GPD1L,LPGAT1,GPAM,MBOAT2,MBOAT7,CHAT,LPCAT1,PTDSS1,ACHE,PLA2G3,DGKZ,ETNK1,DGKE,DGKD,PCYT1A,DGKH,CHPT1,MBOAT1,PLA2G6,PLA2G2E,PLA2G10,LPCAT3,PLA2G2A,ETNK2,PLA2G4A,PLA2G5,PLA2G12B,PTDSS2,PLA2G2F,PCYT2,CDS1,AGPAT3,AGPAT4,PGS1,PLA2G1B,ADPRM,CDIPT,DGKQ,CDS2,DGKB,DGKG,DGKA,DGKI,PHOSPHO1,LCLAT1,GNPAT,LPCAT4,PLA2G4E,CHKA,LYPLA2,PLA2G2C,AGPAT1,PLA2G2D,LPCAT2,PLA2G12A,AGPAT2,PLD1,PISD,PLD2,PCYT1B,LCAT,CRLS1,GPD2
SIDM00098,0.8752527929037107,-0.4503053924093193,-0.778724387703995,-0.7922802993356225,0.3361700653480858,-0.21230384407572322,0.9393206600434514,0.5177091335347527,-0.4629953940568316,1.1197572400496878,1.6699151146914004,-0.6542699087119408,-0.4327627086815372,1.6202104765951189,-0.03316525051327672,-0.7803414585588037,2.113759773222751,0.31965143303244176,-0.7261880577306804,2.108882456065178,-0.7769000937037682,-0.7388703701419148,-0.7839241641631,-1.0871006981609643,-0.4519621976460953,-0.748455838038939,-0.4246219829089668,-0.8461483251205488,-0.9427248075776667,-0.8538109541300412,0.29838442187574565,-0.9278092763705941,0.7084829989403494,-0.634495999152936,0.43519264942854485,-0.40122519574094034,-0.388105614737773,-0.8012019688903468,0.41082668699354247,0.4685361773227283,-0.417776681421929,0.39747303879977935,-0.8440315358634966,-0.7543007797332184,-0.7427812490117036,-0.8369376528958172,-0.8164023117771789,-0.4554775095487185,1.1924846143856445,-0.15809292995457647,-0.8245711665358659,0.5229506203362186,2.533608144068082,-0.9814065845386527,-0.1881556513079047,-0.8436667260346651,-0.6530641245501806,0.6844580076900222,0.5156967203870684,-0.24978198195355786,-0.5898280418099012,-0.5310873289101297,-0.8362693057184296,-0.7989196890702105,0.9127610372334976,0.3814691724667825
SIDM00225,0.8604323623837785,-0.5801790558291525,-0.8409371470487054,-0.7158644677132284,0.962042301451456,-0.028685770330367736,0.312966518411673,0.5271822640839507,-0.5201776805436747,1.32369315295471,1.5890986445112851,-0.6810347695106115,-0.5107383526608319,1.0494849971273652,0.0903998702274907,-0.7329361874247521,1.9865307673184598,-0.19744921329420687,-0.781198048936566,2.23446442359047,-0.6613005874719586,-0.6873597157993989,-0.7675949619709778,-1.0111065892788806,0.4182903391087853,-0.8386697252131378,-0.4018835490526904,0.8065033107138745,-0.9752950368294752,-0.8226724429240099,0.18456694810011076,-0.9681057710880799,0.25209983486650783,-0.9336849269770061,-0.02312886385673349,-0.573373474405181,-0.3322130514336607,-0.8670791429835091,0.3345299318041221,0.46228871425349627,-0.6167295261040318,1.0715845984372856,-0.8529348275432534,-0.7846792538761116,-0.5500627373630058,0.8322060066187538,-0.62827930994045,-0.3110027115764842,1.8658433248129933,-0.08129941392075464,-0.7226092096174905,0.36786755106019914,2.5461265425028925,-0.8335108253582239,-0.21558965843055986,-0.8118774403015748,1.3431138248986607,0.9254401398196097,0.35189467217714415,0.014857881631695588,-0.6793475782692732,-0.5291692967237279,-0.6069044802660831,-0.902690636654858,1.3717496946628551,1.212212654720449
SIDM00846,1.4680546500054041,-0.5362660343792343,-0.7904492640216686,-0.01487863699824357,1.1064038625884818,-0.14791796409567934,0.46491992847210645,0.31570141243754324,-0.5612054022434984,2.3744396742064553,2.023280196740888,-0.6500193371096742,-0.3813968856820857,0.9812228924239063,-0.3420296624075733,-0.6821709600175924,2.4449300102973557,-0.35344154230850355,-0.8590121749717557,1.9492524836914005,-0.7315434415000923,-0.7816542294981876,-0.8744694081357975,-0.9899846097891369,0.27783532403293704,-0.8232823067747475,-0.7550226540795505,2.064303042368972,-0.9531391601696687,-0.9406969527897403,0.3696717446940805,-0.9024437719216116,0.05064579963249621,-0.3487360742697211,0.17919954054899895,-0.2740621341500848,-0.16635717918936196,-0.761113157610197,0.6099305591280698,0.8125516408219173,-0.7684462743203614,0.6225629801084437,-0.7630161530295291,-0.8752959018066399,-0.3118783470369972,-0.8862450130955073,-0.693895043798333,-0.3460251248157963,1.6766602502573151,0.2847509135875535,-0.7131397259764181,0.4466770654320995,2.428640172537043,-0.956815252158209,-0.4008371056409375,-0.7976010874560583,-0.46837342377435853,1.187875792704406,0.2905651292704207,1.0438393488639033,-0.511800892327102,-0.441121871955784,-0.7890443930183733,-0.7451098622074127,0.7698218048764396,1.1566687561824642
SIDM00291,1.6888399618325645,-0.48001914711379556,-0.7435218259417333,0.5100640879899041,0.8896391267418978,0.0026728240088986686,0.6077311718659967,0.17627956621719687,-0.6091734723236798,1.5235095480646643,1.5966950241342086,-0.6731936397570543,-0.6873500714250705,1.5684516007826412,0.4072579947139752,-0.7967267630613393,1.157849091538357,-0.22227597192966445,-0.818216295958277,2.208278908051353,-0.6231160663260519,-0.015695636071887897,-0.9499028499612642,-1.1417963190131593,-0.3119180472731406,-0.8232476869827247,-0.36392126624995264,0.37134718038988623,-0.9671835437345087,-0.8309182888233402,0.7577208738503827,-0.9283228400248459,0.5373846983692547,0.3952855667668194,0.3369157834002723,-0.6833848784071876,0.11868317909911429,-0.9035607154909414,1.0927882188303824,0.9040167132330325,-0.5095905868411348,1.5085128077645793,-0.7523431629071824,-0.6102337316945066,-0.520053258109353,-0.752888560308635,-0.6850390731413631,-0.14624444721655672,1.143075596670122,0.2543129307355439,-0.5551675647266747,1.1661392268985717,2.903782202310875,-0.8371558865246347,0.09368984365568818,-0.8234519930150102,-0.8607603571814524,1.195677450228499,0.5140132951075886,0.6530063624917466,-0.24407508265243313,-0.4577549414095905,-0.860873157538945,-0.7361734505513097,1.2582039071434554,1.123964000745846
SIDM00520,1.095645755829859,-0.4081194738807457,-0.8720039372490247,-0.8406339455604607,1.1006037270229574,-0.27147689841438866,1.11457566069361,0.3029859346994666,-0.500832182606359,0.9420648750252615,1.2521581356568323,-0.74353930165018,-0.7413411603559545,1.5585939490471996,-0.14908007150264938,-0.8273416413093688,0.897007045194371,0.2464344803745331,-0.8351190587655044,2.1259530379849627,-0.7377156721253117,-0.7274458808266349,-0.9094547102145977,-1.0375801544731205,-0.3109077480396693,-0.8797009249517419,-0.6705292052193196,-0.3956605173104304,-0.9825246428688641,-0.8422725639743952,0.6327181646327574,-0.98972983744609,0.5794070257478275,-0.6797098965268481,0.34077122467143345,-0.6812547787217619,-0.48724762182833387,-0.8972140828327455,0.7962559000566333,0.5794907079221663,-0.6370654925006509,0.9383496444523899,-0.8119040816336751,-0.3945180708921922,-0.36886861938001314,-0.8735080852609818,-0.6235568382948488,-0.5747393438805565,1.503691711886733,-0.10306362733960801,-0.821824842136607,-0.2572667972523313,2.213929615473798,-0.881939140019234,-0.470919742107011,-0.7841017733657656,0.04328926381543481,0.8719026239682491,0.516970730494348,0.1297970988465772,-0.40099760502233733,-0.5796319551231145,-0.8924782084581582,-0.5251455676444298,1.0312436739061956,0.41618412059328136
SIDM00003,1.3769862372763237,-0.3191870400322855,-0.7745608984779314,-0.2806291884114028,1.08508419027449,0.03229268399792024,0.39292639004518737,0.009209107343875783,-0.45173857884110924,1.6395652266079115,1.7385867824578594,-0.7172936874575866,-0.6478347982189168,1.733720213174903,-0.13952717122349392,-0.772519476907882,1.0266803698133224,0.20043616434463032,-0.7786477061376338,2.3510893370183257,-0.6222239054633123,-0.4925544208544801,-0.7736663723673737,-0.8933843228111797,-0.30499198084011486,-0.8255449296474587,-0.19013771201671026,0.8310330837124218,-0.9491262015230418,-0.8441134917163412,-0.24725876148002354,-1.0208270798933492,0.18121060181339688,-0.8808030607824682,0.3249427205971191,-0.8425443081618729,-0.4297073983650423,-0.8496842019545243,0.963387478681359,0.6013632886950685,-0.5496950225324525,1.0358463675133087,-0.8113422749084741,-0.15322389468209033,-0.6061665460476147,-0.6828053943630118,-0.6741776770523088,-0.4222348152977251,1.4017094061336899,-0.20545444275376026,-0.7579881970177896,0.6822790407597165,2.567562842411825,-0.8045638972250524,-0.03162322799622907,-0.8430938585343215,1.2381214282775788,0.5725322033176996,0.8571741838717823,0.3212049846943847,-0.3273094859499332,-0.3957938056134486,-0.8238647568133324,-0.932845705484906,1.105820743336071,1.3782048782501473
SIDM00136,1.0423591047010874,-0.5503418233672426,-0.5146709986660664,-0.663446235235507,0.6692523492090819,-0.4812212454725401,-0.4729516540827607,0.40333228927114584,-0.42936467036255993,1.9067780199323643,1.5910495154950288,-0.756816119487616,-0.6016758260323807,1.9111199046449345,0.28249860542788763,-0.5259702013711254,1.4570762386724585,-0.1829468826256979,-0.5600969665549578,1.9227435232832453,-0.8359629406121888,-0.6767755927882515,-0.8119929365491121,-0.7349368571000683,-0.14825913160833626,-0.8380025966354948,-0.7873180108188084,0.6239122274351467,-1.042394045696804,-0.8659589346573356,0.5854694084932769,-0.9413404107052342,0.38885166305313307,1.4668662150268652,0.31803232064003284,-0.6783387263956916,-0.44812066917472015,-0.9169335595317961,0.6788720478021747,0.3854372954619025,-0.36341733476355176,0.3571125733805434,-0.8663472459372948,-0.8695675646742604,-0.7039663488431829,-0.8780817194615513,-0.6966202366952302,-0.23482299589600406,1.7570757122292737,0.6038918746248351,-0.6180295608149703,1.527629180954463,2.808010250392054,-0.7880321092251157,-0.48112241394574456,-0.8506406495178293,0.7240141806051881,1.132922930427709,1.1304880791933563,0.5625288042141836,-0.3857782028740249,-0.5357623359190068,-0.8689691457267524,-0.8531650674157589,1.3294066314578021,0.5943486628975119
SIDM01155,1.1755324403015182,-0.32719779899460094,-0.8742204136394179,-0.33771749182821936,0.8296021357359089,0.12760889552810803,1.2289865849946708,0.638658577392807,-0.5314362250844274,1.784704119896179,1.6030745610950894,-0.7580515913623027,-0.5474152834148356,1.4408664728561338,-0.07239588095863822,-0.8254007945589464,1.3710269455067543,-0.07733320775820801,-0.8182467382652685,1.8941641404071108,-0.7672597970116811,-0.7832805398114625,-0.8188107314074147,-0.8962205203428811,-0.18129167752870345,-0.8784767567699202,-0.40986740163651947,-0.08970931034808503,-0.8929324201591617,-0.8117262747397723,0.3325827792756939,-0.981464193939513,0.26089929354056074,-0.6718569776594331,0.6955189087237805,-0.2597027400244578,-0.2848941255708296,-0.9312110826548575,0.3796983395439759,0.8208857379628522,-0.7041451547982863,1.0716777640120339,-0.8638717163083601,-0.7008338321136043,-0.5631266729254596,-0.8747719101110777,-0.6729543597120767,-0.17895138582656422,1.7260819760669932,-0.11258234232341943,-0.8352021581165135,0.528111996435192,2.3126301985156767,-0.8364247164556501,-0.3565217922513622,-0.8673102920738888,-0.14667052744653505,0.9265772884003287,0.477755506638133,-0.20050230923894696,-0.25752777838221036,-0.58126434043499,-0.7972613950599993,-0.7338717921718113,1.12808698298556,0.8189459538146245
SIDM00224,1.4829911725567895,-0.40072215709767367,-0.8740769022463503,-0.2771367474489069,0.9492763071913292,-0.031365828498933004,0.7484102860774078,0.2535284518274493,-0.535385898395712,1.9490094928965345,1.562326780036408,-0.5937704546492302,-0.6997223890683958,1.4202470906438192,-0.22903140189941382,-0.8234607348737845,1.330862814128069,0.1788759567121798,-0.7857837351775263,1.585086087249098,-0.7955127320588257,-0.7359729701264138,-0.6923465585417449,-0.984684913209501,-0.2771886444551524,-0.8845155888873327,-0.5138037143954829,-0.6786487754194935,-0.8813941416658228,-0.8036530973938163,0.7187459462736613,-0.9310154040419262,0.13877127030503783,-0.3198084294624071,0.5420800729096479,-0.4477197679457908,-0.321994383710608,-0.7653928505968857,0.6862263618281217,0.5469383003996834,-0.5119366062990559,1.334783966413679,-0.8650847992121014,-0.8125139240515604,-0.6612870575643092,-0.8601531869319337,-0.5985737258416209,-0.29673366132075296,1.4905573657507811,-0.13035458427087443,-0.7093978065023095,0.16869331395770856,1.9359144558649275,-0.8998485828283898,-0.292236515514634,-0.8391166160151639,-0.528906555495373,1.4128560235678793,0.5606707516698226,0.22248770486731514,-0.5175846741548185,-0.4185078655631229,-0.8392864068281086,-0.882576992437596,1.5664295604287726,0.8000182303685078
SIDM00783,1.2100152686239587,-0.5754017564158623,-0.8347092948033265,-0.074437255652945,0.9181951494625106,-0.0009203684325882867,0.37883003655075914,0.08184500064039987,-0.46776009514344424,1.6800636535565228,1.410677779239692,-0.7380588600601828,-0.6152440013775904,1.6200363153893358,0.03716107125438126,-0.7736742955510487,1.6587060345789881,-0.2829230316542827,-0.7583164749445583,1.1798498783785327,-0.6963915930474579,-0.6993671102436984,-0.8253666084778142,-0.3816986354264352,-0.3889859332805706,-0.8734662308081352,-0.4553567894842504,0.20158746443439385,-0.8465685488017529,-0.8549937064219824,0.332018235757154,-1.0474302959027546,-0.06135225869233911,1.2494920790360697,0.19437112160428585,-0.38499511233563133,-0.32689721420718854,-0.8997502661766061,0.9152384984373862,0.49159268133997974,-0.42325451302994255,0.8901651390403509,-0.8481566188563368,-0.6956974457576884,-0.48643546625482265,-0.7924422394187564,-0.5546481120861876,-0.3040920442907287,1.682091394082782,0.27004037037056644,-0.8480333311452135,0.492441428147679,2.477079500842836,-0.7984980142187731,-0.33816200620722675,-0.7891284836543937,-0.21042200692395546,1.4390864259523546,0.5986226934717004,-0.31331727720498936,-0.25482136429224456,-0.38747204966742055,-0.8457675892973999,-0.650931651096351,1.0051317748734385,1.1518802737003275
