,MBOAT2,GPAM,LIPG,DGKZ,DGKE,DGKD,DGKH,MBOAT1,GK,DGAT2,GK2,GLA,ALDH7A1,AGK,AGPAT3,AWAT2,AGPAT4,PNLIPRP2,PNLIPRP1,PNLIP,DGAT1,GLYCTK,LPL,ALDH1B1,DGKQ,ALDH2,DGKB,DGKG,AKR1A1,DGKA,LIPC,DGKI,LCLAT1,MGLL,ALDH9A1,ALDH3A2,PNPLA3,AGPAT1,AGPAT2,CEL,LIPF
SIDM00846,0.46491992847210645,-0.14791796409567934,-0.7508466486814342,0.9812228924239063,-0.6821709600175924,2.4449300102973557,-0.8590121749717557,-0.7315434415000923,-0.34514243555312807,-0.24871772454770796,-1.054274006643342,2.2628503346044297,0.25370049956775415,0.14657835170568853,0.17919954054899895,-0.7343713089359581,-0.2740621341500848,-0.9219930853185568,-0.8509814497806321,-0.9651822362544302,0.7913431199872404,-0.6327044460204742,2.2334025263384447,0.9238200134030584,-0.7684462743203614,1.3828682917205475,-0.7630161530295291,-0.8752959018066399,2.011960518033828,-0.3118783470369972,-0.9108739815510984,-0.8862450130955073,-0.3460251248157963,1.3404971509904433,1.440411745512638,1.6678620989330197,0.815449953570361,-0.4008371056409375,0.2905651292704207,-0.734160311336059,-0.9538720981240637
SIDM00291,0.6077311718659967,0.0026728240088986686,-0.7555277678907417,1.5684516007826412,-0.7967267630613393,1.157849091538357,-0.818216295958277,-0.6231160663260519,-0.10476247611509686,0.148216128787299,-0.9313759538975044,1.0122857278736377,-0.8931123829889631,0.8115803400658814,0.3369157834002723,-0.6695995716421695,-0.6833848784071876,-0.7041470057156582,-0.8815201072027941,-0.7886630548720058,0.8440113573440681,-0.6614328609253325,-0.8428118957722627,-0.5544699149988913,-0.5095905868411348,-0.6241745926626697,-0.7523431629071824,-0.6102337316945066,1.9001745485986243,-0.520053258109353,-0.8570032115962707,-0.752888560308635,-0.14624444721655672,-0.6400626071269951,1.4981781380878465,1.0927225743085471,2.276595541139738,0.09368984365568818,0.5140132951075886,-0.7086982620177456,-0.9904770922195302
SIDM00520,1.11457566069361,-0.27147689841438866,-0.7491439080438582,1.5585939490471996,-0.8273416413093688,0.897007045194371,-0.8351190587655044,-0.7377156721253117,-0.3670646708031223,-0.6930672114909697,-1.0441823647908297,1.4451368133170608,-0.10892524641018639,0.24768633602992654,0.34077122467143345,-0.7196980138120201,-0.6812547787217619,-0.770585956382695,-0.8874876766628688,-0.9072425607639514,0.1549698453001405,-0.6898822327032397,-0.9097184354580333,0.5023747738009452,-0.6370654925006509,0.07089782903247402,-0.8119040816336751,-0.3945180708921922,2.0149561979279973,-0.36886861938001314,-0.9206161086494721,-0.8735080852609818,-0.5747393438805565,1.36079102834841,1.5467747697618395,0.7462904789140488,-0.49089515319133636,-0.470919742107011,0.516970730494348,-0.6305459636386012,-0.8954270664863316
SIDM00003,0.39292639004518737,0.03229268399792024,-0.6483126118755733,1.733720213174903,-0.772519476907882,1.0266803698133224,-0.7786477061376338,-0.6222239054633123,0.38212156862962837,-0.3169244148726837,-0.9474317039422699,1.8084195049691782,0.076245773004792,0.7319708989462252,0.3249427205971191,-0.7020549272219105,-0.8425443081618729,-0.7775264659747461,-0.8104979033083888,-0.923769504290699,0.5484309598951774,-0.5660818449141397,-0.7757665425008395,0.11832669998126902,-0.5496950225324525,-0.5802939162625425,-0.8113422749084741,-0.15322389468209033,1.6089170548047234,-0.6061665460476147,-0.8085537959851362,-0.6828053943630118,-0.4222348152977251,-0.6138302556784299,1.6329414801558872,0.5184369272940491,1.4012734935259186,-0.03162322799622907,0.8571741838717823,-0.6725067186378746,-0.9540416679685504
SIDM00136,-0.4729516540827607,-0.4812212454725401,-0.4803517549043232,1.9111199046449345,-0.5259702013711254,1.4570762386724585,-0.5600969665549578,-0.8359629406121888,-0.7623452782736588,0.5171856701992381,-1.0303935546973726,1.0866257603410454,-0.13099561485533465,0.25031807560280833,0.31803232064003284,-0.7582088343391443,-0.6783387263956916,-0.8812747857735013,-0.8211166093264044,-0.9586150163557133,1.1923084235871628,-0.637912932221124,-0.8163744543094624,-0.09067014027885144,-0.36341733476355176,2.091804710886594,-0.8663472459372948,-0.8695675646742604,1.8175427468066447,-0.7039663488431829,-0.8851928824993889,-0.8780817194615513,-0.23482299589600406,2.086610616549134,1.270565541827003,1.0299903053124788,-0.19549295467176853,-0.48112241394574456,1.1304880791933563,-0.7003503566761796,-0.862990182283147
SIDM01155,1.2289865849946708,0.12760889552810803,-0.3885434874029608,1.4408664728561338,-0.8254007945589464,1.3710269455067543,-0.8182467382652685,-0.7672597970116811,-0.3662926820959957,0.21076406034495265,-1.055380955507931,1.5049766591111,0.03275265004302767,0.5575158474795207,0.6955189087237805,-0.7578151949554621,-0.2597027400244578,-0.8691410089279522,-0.8045917332820401,-0.9761528862463416,0.5330840998941904,-0.7113697667241429,-0.7130633629580587,0.3862317577085262,-0.7041451547982863,1.22532486885538,-0.8638717163083601,-0.7008338321136043,1.183821420039732,-0.5631266729254596,-0.7570954335883057,-0.8747719101110777,-0.17895138582656422,2.0983081875091814,1.4437894610824373,0.6540576746787307,0.39380601149708705,-0.3565217922513622,0.477755506638133,-0.7350900290381817,-0.8450309217791329
SIDM00224,0.7484102860774078,-0.031365828498933004,-0.4800788652144152,1.4202470906438192,-0.8234607348737845,1.330862814128069,-0.7857837351775263,-0.7955127320588257,-0.9636302876563502,-0.34215376781353696,-1.0526400306192787,1.0613766345128086,0.11194085454775134,0.39265880598751446,0.5420800729096479,-0.705772807221335,-0.4477197679457908,-0.8594123027425355,-0.8045428753161677,-1.0296102933757592,1.0160527109021107,-0.730656090770889,-0.8550947075479203,0.23703793295840178,-0.5119366062990559,1.1887490563019467,-0.8650847992121014,-0.8125139240515604,1.6150413610696746,-0.6612870575643092,-0.8286911231448577,-0.8601531869319337,-0.29673366132075296,-0.2670616260744059,1.119431220249174,1.1905462745550288,-0.01255814773263711,-0.292236515514634,0.5606707516698226,-0.566080249784271,-0.9437911364920043
SIDM00783,0.37883003655075914,-0.0009203684325882867,-0.6758296184579989,1.6200363153893358,-0.7736742955510487,1.6587060345789881,-0.7583164749445583,-0.6963915930474579,-0.6467556492277478,-0.18357250485956703,-1.0276673975774444,0.930532791319624,0.07734890988346849,0.3662594942078204,0.19437112160428585,-0.748579001995171,-0.38499511233563133,-0.43944276326760434,-0.8222785654309825,-1.007873369592138,0.9088072249207206,-0.6898754331847861,-0.8072638930538503,0.38661856569196,-0.42325451302994255,1.3148256444323754,-0.8481566188563368,-0.6956974457576884,1.9866870821470428,-0.48643546625482265,-0.9070519657637064,-0.7924422394187564,-0.3040920442907287,0.20125078831785764,1.432951384785273,1.2339173120992784,0.11699638287364368,-0.33816200620722675,0.5986226934717004,-0.5796312890260228,-0.8923955147394146
SIDM00490,0.7936951163917986,-0.31988691132830593,-0.5840213172767866,1.7165597507474575,-0.8243334743105567,2.063291625310909,-0.7607046217293502,-0.9019529793195649,-0.5738456807718737,-0.4134179724162376,-1.0030150322978293,1.1181794398093825,-0.1052216491724092,0.29624127940188694,0.23359390566485588,-0.7542834506780401,-0.11890735336886743,-0.7733074738013631,-0.8604311206748708,-0.8672515953677706,0.5982426534762583,-0.7692593460050722,0.5373357018419079,0.1591477396533475,-0.7444598083763073,1.3568513696617832,-0.803558176230949,-0.6326486823419205,1.4975290290797212,-0.47399456679366136,-0.712381612909728,-0.8008102303678377,-0.41386293510623307,1.0637816656974337,1.5154199800099963,2.43193631352906,0.24413576959386396,-0.4169881746936618,0.7433049655141584,-0.7037665589664328,-0.8794333859496634
SIDM01090,0.7819569750644138,-0.3364700914798944,-0.6829861198395548,1.6376735593674354,-0.5441637431983701,1.4068432572070462,-0.7304446081782283,-0.8719185075869216,-0.28843193413861684,0.3166642855003295,-1.0137119400223376,0.9232636976605731,-0.283149644139446,0.6216360229711427,0.2983017195406954,-0.7107200525208416,-0.7260480685117116,-0.8270488877651168,-0.8658870481812647,-1.0204987327428108,1.557251596888319,-0.49255095955112943,-0.7273062312242788,0.6802870800932579,-0.2838770260759671,1.5764706660122638,-0.7933347703904176,-0.42368506802957573,1.818461617451992,-0.4227071113769005,-0.8614221177296745,-0.4611350050228489,-0.3149796115605369,0.22940219770014858,1.3844022272129906,0.37259356332460114,0.03445640152986794,-0.4371476847963705,1.397841090047694,-0.7452223179298486,-0.8762631336367538
SIDM00394,0.2983306759911278,-0.17657434401825206,-0.5211500493326838,1.0743564142524917,-0.6543994529519989,2.4105089939504545,-0.7780202476820518,-0.7793347280507209,-0.7594436261681189,0.08671163222279801,-1.0011470160838705,2.041105276707355,0.3496047494437112,0.30959988346355893,0.29234043497723927,-0.6824937534755078,-0.7088526178128418,-0.6287805646656279,-0.8067125212920928,-0.8283037617118523,1.2524851411377746,-0.7437922985720902,-0.7770233008930125,-0.17673551723721506,-0.66884226205541,0.8166556096108479,-0.7209184422617883,-0.8190995191364736,1.6553430766196644,-0.05705581272373378,-0.9039693963424185,-0.8352943064585603,-0.4732743885459924,0.7105902165781491,1.1611121660365775,1.0614498693316332,-0.22956839765361536,-0.5521549684357979,1.2263008763923904,-0.79166306477504,-0.7871615575080851
SIDM00538,0.9208163833113145,-0.38082933122160895,-0.5572466983172993,1.1988387904734068,-0.29048436943212985,1.71287934563252,-0.8252650883615835,-0.7169113609125071,-0.713251761721088,0.29724723824646127,-0.8297760673014721,1.087339320993118,-0.38158455755844334,-0.18232213420792184,0.018540900411554404,-0.7510917569424542,-0.16517412765927164,-0.5708216238940419,-0.755769810187334,-0.7952445110208636,1.0898561253619523,-0.3885766181331397,-0.829858621859418,-0.38753506820127814,-0.44502462130355197,2.113475949016514,-0.7867027476646701,-0.8919365029777974,1.6294463418713554,-0.42158172363645735,-0.8870866231453307,-0.8091039660545627,-0.5015248407314471,1.7105107053498856,1.2533845382928603,1.7418214331933886,1.5134820799802364,-0.48318775693780686,1.5388695817874132,-0.7208754693542092,-0.7388929456046374
SIDM01140,0.35295356888951257,-0.22383535327892798,-0.6143011850119731,1.8942033488726409,-0.7182287855309833,1.094876712144403,-0.7618322742964195,-0.9081472819553268,-0.3389380709312157,-0.4892334330385262,-1.0683244682526254,1.2578391783327685,0.7222588267945949,0.742300641566837,-0.5531636183057717,-0.7902986123254127,0.4020256815100415,-0.8953307035814174,-0.8552496614149832,-0.9851161691889985,0.3196007254120308,-0.6703796843361112,-0.834440047379905,0.5362616078317186,-0.596611581600461,1.6280540186865768,-0.8291665200275034,-0.8249250344571543,2.1833297070525153,-0.36463013076344014,-0.8240624123390666,-0.7438021277088583,-0.5553320362964834,-0.7052071226288704,1.6261522822882362,0.6526124427842548,0.7785782930753806,-0.3033018050577506,0.05536890526731536,-0.13583720253388332,-0.8522148462523059
SIDM00101,0.7024857444814686,-0.23855172617227857,-0.7823026923237734,1.629480458343958,-0.6254690252341714,1.428822769688585,-0.7919895420062698,-0.7013092350593156,-0.06615195207944569,0.3212177305100356,-0.8922276913420282,1.5733279522747343,0.09213513131307399,0.18231881296574282,0.5521090143139821,-0.8138280725725707,-0.49445245650334674,-0.8414354260912331,-0.7779743990835942,-0.8183603733583373,0.8331417158828289,-0.69548155584364,-0.8611622531558013,0.15007413251923932,-0.42318216176154944,-0.5962912732147594,-0.8365411025619836,-0.7897576606463551,1.7861519133781922,0.012241831342485805,-0.7946796208164807,-0.9036870855242798,-0.26254212909069835,1.3894957312785312,1.449720107139152,1.2120101496695226,0.5800264021543742,-0.4417780508005193,0.753866702303425,-0.7418240422395272,-0.9400136491735395
SIDM00114,1.046092034004409,-0.07753452120906784,-0.6062242396168246,1.703006112858577,-0.6836263061232181,1.4289439774862749,-0.7653540220462378,-0.8109032057817189,-0.5286023040254985,0.6860214240782836,-0.9552376156045636,0.570893199396965,-0.014789427804127224,0.16485001219698509,0.09855001140853609,-0.7254361797569797,-0.48351355652142647,-0.9113743111762552,-0.7854852262259202,-1.086958582523183,0.5265888949621417,-0.7530204807391585,-0.8241789383038863,-0.49438077353804355,-0.5820319930137939,1.2673976299990197,-0.8263200991709067,-0.8207055949040494,0.2815312388071796,-0.18192093394825395,-0.6933728373708885,-0.8867664306422236,-0.3871196338209961,0.44875453272267574,1.6143911661383072,1.3534642694012022,0.713593996671561,-0.4145314823854845,1.8313700649126121,-0.6440077867745585,-0.8515789629261148
SIDM00102,0.5073473791855706,-0.12434021249871653,-0.7704256887900929,1.2638242758892329,-0.728710564714672,1.8577372031086805,-0.7860304478594717,-0.8609961242076059,-0.37287625940811425,-0.15556009969772347,-1.0024829777920092,1.077239314975276,-0.2750263123601098,0.27733395381354414,0.29692405150911266,-0.7712485590702051,-0.6790654832253853,-0.8505507895543636,-0.8193534573867075,-0.8571918810441109,0.7888685784674105,-0.6335467302455414,-0.8636414713517564,-0.31961711139514265,-0.5905562504863197,1.5977911604116202,-0.7959961824976083,-0.8063590478321961,1.0835221989768782,-0.4007796714771559,-0.698596536197301,-0.8784813607805779,-0.22955114147468236,1.3228947806701732,1.6303315558203477,0.6550701385078497,0.516641978211628,-0.5278219574698843,0.8397155735603405,-0.6294383191982809,-1.028091009504648
SIDM01122,0.8328039326844158,-0.2562724592809558,-0.8001996100279781,1.2796184034966755,-0.6996630837390609,1.6692187900874684,-0.6908112831148535,-0.7711182331206016,0.5964439282737942,0.21569284082875365,-0.99611312155483,1.6160236074055656,0.13851623030141014,0.4221766600218432,-0.23734825267790732,-0.6848318960069205,-0.5314437333546452,-0.9540736123724028,-0.8043670124154154,-0.8872675181370502,0.6116817287422829,-0.7087866329722242,-0.7431467072733415,-0.06616866893230222,-0.5644710132145595,1.1506714375124372,-0.8012838479834326,-0.8526755113200121,1.5256164002691401,-0.6680343739208372,-0.8587048545531437,-0.9232788991594469,-0.22940465661639747,-0.638928647350153,1.3725236063682813,0.7208061815381617,0.06079767061835895,-0.18391052957543166,0.41756490582184924,-0.7247854032013288,-0.7916596301405812
SIDM00261,0.872575547731577,0.10138141849054644,-0.811424993142325,1.6427924622080594,-0.6321537083578908,1.8272815254482007,-0.8348613569072947,-0.8013961522872786,-0.7946526523623533,-0.028610649828091837,-0.9161310283008803,0.9731679285260594,-0.2412862079480915,0.7513755354313885,0.5069731865760242,-0.7309887361994977,-0.4156965193821261,-0.8360036685706901,-0.8823433692161987,-1.0170604206071172,0.6930080456706703,-0.7624148770703837,-0.5932011241408727,0.39152434996890967,-0.6652433767526484,0.40612716440264585,-0.8683280414127393,-0.8192684754561635,1.1440919063532566,-0.7001332160505137,-0.9144265129192497,-0.8098590861903567,-0.28294881762701607,-0.7419330516579943,1.6936179724863465,0.687691829088779,0.16469300139341475,-0.5290802947737143,0.3063965359443417,-0.7402432487232034,-0.9683528648992433
SIDM00154,0.9915930527767048,-0.5185375462933013,-0.6289807318720189,1.473527841446591,-0.7351474187591138,1.1601124594569943,-0.7605900165861309,-0.6096362614898689,-0.5528918035640769,-0.49210868289962956,-0.9939414192502513,1.1331462546255298,0.03634294371024918,-0.1192068053557421,0.35204946929301034,-0.7614476344050728,-0.7059986148607419,-0.8818244100808158,-0.92284458076299,-0.9925656051927755,0.7274354714553578,-0.7732226993486672,1.7425774838473054,-0.36093185492130736,-0.37064247371641623,2.2757846731849294,-0.8099955281000503,-0.8613008392927837,1.5030502005640372,-0.29725013432538205,-0.8350096399284187,-0.8990474593601352,-0.27329002220667103,1.5794493283349718,0.9506460361818985,1.0505279047467928,-0.3165029997507517,-0.44059975815124514,0.5013038931267377,-0.5876674492121784,-0.9494236578770382
SIDM00104,-0.02998060100320678,-0.08469875736517848,-0.6938559309684881,1.3853466649517645,-0.6746937762362237,1.5165166616483263,-0.7701054914114619,-0.8038138499224128,0.1769475147227668,0.16291867339922003,-0.9650517935710351,1.221619165557029,-0.3742469435269302,0.3154710772043266,0.2755750597980579,-0.7865163220272154,-0.11287468022200875,-0.9335464636900042,-0.8946649442602331,-0.8626485805622158,0.7551602213269941,-0.761414155472249,-0.858074489220555,0.05610122241557753,-0.6509607289113679,1.1661969488161972,-0.8390298113799667,-0.7855847442120767,1.9072466936117145,-0.3346553983473325,-0.9005434542106888,-0.8304931704783455,-0.38015326043255393,1.9343525808109379,1.5778449849061547,0.8704766217621343,0.4950359451774046,-0.2685710148857224,0.668588782229702,-0.6089983341945491,-0.858428275304505
SIDM00267,0.7310551542025538,0.00853174483589717,-0.7326964667862554,1.2381410648293172,-0.6554496872991574,1.606501068554936,-0.7530610785164176,-0.376839898941509,-0.6339675139270283,0.12969802699583227,-0.940041173367904,2.039942329659192,-0.08831886247090998,0.071318407604423,0.04544594048469863,-0.7541232151911791,-0.7509223934612413,-0.48912255155360906,-0.8003325946437901,-0.8226927280817073,1.3938797017291507,-0.46496924411023005,-0.8439693491043312,-0.12553012791293966,-0.3391001163130467,2.521776545684648,-0.8399734363654577,-0.5427861423832365,1.8126863945569986,-0.6509929884478091,-0.8902031145479816,-0.9224607970948112,-0.15544286029625953,0.6763977382597447,1.2167608662445035,2.0638737051047293,-0.33741108760464156,-0.4686790482899511,0.668279226818305,-0.8121198654306359,-0.951813037738451
