,PPCS,ENPP3,PANK3,PPCDC,ENPP1,VNN2,VNN1,PANK1,PANK4,UPB1,COASY,DPYD,PANK2,BCAT1,BCAT2
SIDM00520,1.7884097938771668,-0.8806146626398162,-0.1363473323777538,-0.4803024134463018,-0.8526637874017877,-0.9200347523031145,0.7532424313051407,-0.6710849256857919,0.8397163054176718,-0.8750770719724552,0.3593566524202174,0.48618756895917703,0.11217887521755228,0.8847753341465683,1.4179636576307615
SIDM00003,1.6959198513892113,-0.8430662059597913,-0.2180369825359937,-0.16797101995562003,-0.8179435333867618,-0.9293956778048352,-1.0014847322341927,-0.2660453607896053,1.0894250252607653,-0.7673693854009398,0.6243391839463212,-0.46230410509509445,0.2863193796377064,-0.6891932963719654,1.1726597999578787
SIDM00136,1.872308641123884,-0.9173585457137295,-0.09640274289906396,-0.13014795412796543,-0.8336687377779558,-0.8399178593421823,0.0700905262084323,0.19300641074251584,0.9752173030775306,-0.7841063653690016,0.7742383260258854,-0.48892983186321265,0.01835874248700489,-0.9817074638421153,1.7143302718364148
SIDM01155,1.285017829287348,-0.8940975915866267,-0.25352968822916666,-0.6877223791750273,0.06500485371209491,-0.7446105400357272,-0.8864576474618052,-0.30747492562291273,1.171879647799205,-0.7969556522441075,0.482839214338524,0.048647699078475506,0.17804413058651836,0.23285414046396885,1.292823410007259
SIDM00224,1.6248216399296274,-0.8365018193880255,0.5768886722556268,-0.44090902094257034,-0.48944589252920734,-0.9167554506579267,-0.9127338936600589,-0.7328333938245617,0.4273993394479737,-0.7014967448662955,0.4052468761001571,-0.2676256150494923,0.06722653351277397,1.3384656651557647,1.7110947993218715
SIDM00783,1.6495883889281948,-0.8350752600250627,-0.37476413110593426,-0.33590037689884295,-0.41181752568132346,-0.9839159402281833,-0.9531385189455811,-0.17492167490248042,0.9903866871256506,-0.6048593888073803,0.4981826151915178,-0.7123426803514757,-0.043162641605271904,-0.8054194860566457,1.4924204936416832
SIDM00490,1.9711227267311935,-0.8214583762458129,-0.16520333718547314,-0.4583463136078583,-0.6648213626102508,-0.8597709258485186,-0.8806864254969047,-0.7976662990995436,1.0388207082322645,-0.770423550496965,-0.23473258584147655,0.06859622381984141,0.0994556574827308,0.11159357364980617,1.4697611131686321
SIDM01090,1.5726760034611995,-0.809561304967856,-0.44695689554046675,-0.5065156115111594,-0.7898699763021606,-0.894847269831078,-0.9316422464310445,-0.5707488832053204,1.2783325712297862,-0.7450515813593555,0.4505238884747862,-0.8477330517334649,0.21325807502399058,-0.7043411410354632,1.680680489994679
SIDM00394,1.465203255430013,-0.8723906546004948,0.13080738818921875,-0.4450528946879435,-0.7348418537358793,-0.8768761731431475,-0.9331253690500487,-0.1529308921085545,1.2063071855392966,-0.7886777335699127,0.5755345055301972,-0.6795414090796239,0.05322984863070562,-0.7355874199133973,1.5896910311899783
SIDM00538,1.7329829917758417,-0.8305273942189474,0.16008923901798128,-0.2231837905451763,0.022754014158449284,-0.8439795742509537,-0.08697715354997278,-0.7007759851837881,1.1610516607349413,-0.835593060069131,0.966560311593478,0.29335304273705204,-0.0979420247998662,-0.7191759746484603,2.1880444208556353
SIDM01140,1.4138267799050155,-0.8500100928985311,-0.10678964483155179,-0.2209267293973756,1.4204320120193878,-0.8547046121550924,-0.9651742175339645,0.5148472073331353,1.3188294111264292,-0.7532191133816455,0.6370257129188521,-0.5577917240221648,-0.08821909842312152,0.7873265140746305,1.708261695936297
SIDM00101,1.8377094941351588,-0.8781936911731887,-0.2879160925809541,-0.3512440318746932,-0.80740385022386,-0.7596479997437866,-0.7835375457111508,-0.24300547445844692,0.050795955024244346,0.5680178055103628,0.6902757763266711,-0.4618589547700095,0.23943787133719888,0.35001057078176295,1.5628237909486158
SIDM00114,1.930335120626704,-0.9444391068808136,0.027896721752147007,-0.2631105588863868,-0.7850635780433152,-0.9268434827823246,-0.9666515614781122,-0.0479885640677933,0.5242076944531281,-0.7351018809725582,0.37289826940314774,-0.02098315691829335,0.007489746226530653,-0.8913490076184917,1.3770322181642347
SIDM00102,1.3986108025632693,-0.8260959774173847,-0.3166546489437536,-0.4435370519970401,-0.0748294050339904,-0.8743427497036207,0.030032288844409904,-0.46980351557608635,0.3447007128753441,-0.7822551534550874,0.8818463422541071,-0.05072395888389859,0.10180331606674016,0.35103798687981286,1.6217093409851668
SIDM01122,1.5331356254929096,-0.9482978636353505,-0.17311236989969572,-0.42160186790868565,-0.6173951186234055,-0.9058524634945222,-0.9899219598507785,-0.5684907052551714,0.763699916799404,-0.7803208426714177,0.39970386596205654,0.6982888359484101,0.26293918236478797,0.526621373506601,1.3877528724079826
SIDM00261,1.755189287995186,-0.6578015298040197,0.061865088622920165,-0.3538254156336195,0.09440637082239636,-0.8783369096571146,-0.9612394326633059,0.075495428545519,1.8417018799109373,-0.7764812200666823,0.3178209606436433,-0.5639686085741171,-0.23617284952083295,0.8449151798699919,1.3256958150094
SIDM00154,1.9028775698092473,-0.9218173880315137,0.060849657670432045,-0.46827338179406347,-0.8458435885185124,-0.6663239816294302,-0.7624905311993703,-0.5321723364921077,0.48143546991439023,-0.7667271716290083,0.7781603610708746,-0.3684673693434844,-0.013996348414119017,-0.4540828792340418,1.2497165958969456
SIDM00104,1.5543920338668065,-0.8191449569260028,-0.4212623576986343,-0.6878680103769651,-0.485224115451,-0.8337227544568684,0.8892622905377947,-0.5888734384002587,1.0507549583807447,-0.7755485377697862,0.7549548608721913,-0.26111322838254153,-0.16856116895528564,0.744614437241992,1.364252915368259
SIDM00267,1.6123920906411797,-0.865039425255107,-0.029303666636963186,0.23964427695777732,-0.24760459831743598,-0.8248206731974631,-0.971857361386121,0.16945277058285038,0.6480630826667021,-0.8190919106247765,0.8132470672185039,-0.7984597250717235,0.040038434161757425,-0.7833054049202376,1.4249127176908343
SIDM00100,1.7106250195111603,-0.9605762448508035,0.008421767043753298,-0.5413713169190024,-0.607923753006097,-0.9112713141968849,-0.9052948162184357,-0.6185086877594309,1.2151811344065728,-0.736024899415859,0.726700990082467,-0.48394451021539536,-0.007259977973130425,0.8994809626199961,2.0354675768317843
SIDM00826,1.8903163400603615,-0.8243592470664914,0.0637551453329685,0.41703278826397466,-0.7786521479760506,-0.8674417527224607,-0.8992130059305539,0.17683405419657708,0.7815681238225056,-0.8391597343732768,0.9374795572174952,-0.7982314648624356,0.07072323366266994,-0.8000356928541125,1.1464438635832355
SIDM00310,1.5118663172239541,-0.8886586156908832,0.19701860503887914,-0.5472845603610499,-0.7601205447730223,-0.8990097054849872,-0.9874471148488467,-0.4184145259375763,0.8195455834020231,-0.8587272369618678,0.8138897568880556,-0.5222000883910486,0.1945434919759514,0.7912268857534626,1.5240276107182176
SIDM00482,1.2808584596416122,-0.8192590156252879,0.41595347357898727,-0.12373041101366414,-0.8203065281837144,-0.8516651719829138,-0.8970228845715332,0.3910705020370547,1.2171549645142812,0.8645938185660734,0.6776245879455268,0.05472466433600547,0.2613370396652315,0.6964354269260542,1.5018299333368956
SIDM01247,1.3089588626879174,-0.878030493238418,0.11287436785864874,-0.2761943822003444,-0.7362872309633959,0.3536144135615023,-0.8819311590093464,0.5813622673557511,0.6974645007566558,-0.7427395840734644,0.22187847108196676,-0.035667796814637796,0.1407775759673351,1.236316308011097,1.725286640612267
SIDM00817,1.4755625531308163,-0.6959964069240528,-0.1683440552352335,-0.4966986713615833,-0.28908128094588964,-0.8123345906124991,-0.9051199219208237,0.016609770396518703,0.583538589690082,-0.2809080577037813,0.6809808167797643,-0.24062631865906914,0.0426340974612361,-0.21083239478157412,1.6277919129646676
SIDM00448,1.472676531947687,-0.8736093620160291,-0.11124164228175247,0.06749907773855152,-0.8457822218649355,-0.8753902872098245,-0.9663496595068287,-0.7687061328597524,0.8738320901177077,-0.5551849615403832,0.9269200138547187,-0.45944360546652585,0.29810107352466675,1.065431259378588,1.2041267036265932
SIDM00086,1.5200762168332176,-0.7181668876214901,-0.2121036960803534,-0.4088188645920713,-0.47531667801463157,-0.7556957882437083,-0.7825559713498009,-0.1174585022215923,0.8674085844829853,-0.753354456940052,0.030899519860701694,-0.03912633047914757,0.2735186058967054,0.643742802223082,1.2814451130436604
SIDM00466,1.8778208811561319,-0.8893644264035567,-0.2780126954478012,-0.2921433817174001,-0.8696818324604023,-0.9086006417418803,-1.0127427877200388,-0.8101938082313448,0.7740583004237196,-0.7805510199929663,0.3513433242513009,-0.5098679998784313,0.03311966091457499,-0.88872970272775,1.7476248779468257
SIDM01132,1.305016242729096,-0.8091515278429633,-0.11653609704899648,-0.10682686257339931,-0.8141952408250055,-0.3822018894577304,-0.9458395315069396,-0.29464104098223426,1.0081680857903133,-0.7153151020031837,0.44511202388629084,-0.1971787346246617,0.24584431667745898,0.1584165328218143,2.080879982306751
SIDM00465,1.7769144068064129,-0.8340539926749382,0.12278987217189144,-0.4097947995860057,-0.8290916003427901,-0.8966046507305714,-0.9769902526636581,0.2624694586897238,0.7584088132095134,-0.8095186688424901,0.8451256249488276,-0.6933660205661542,0.040218072870940945,-0.6879391078278738,1.6397104767302009
SIDM00565,1.930702340180707,-0.9134762762127179,0.1910704528757663,-0.1502066929476183,-0.7903908744765977,-0.8467592744912447,-0.9564575173303613,0.3060279226295675,0.879849968885421,-0.7748346003649986,0.5477749946071696,0.4096408611992447,0.37841514251997865,1.19601603118052,1.3043030602192986
SIDM01092,1.449806716716868,-0.8182892309140071,0.11947431476639576,0.06339362024057421,-0.8652462055837372,0.867908781423482,-0.785103631596347,-0.1460132054495177,1.106280563147072,0.5372653579460626,0.5487220725041911,-0.5887475190638225,0.20538081664412275,-0.633506658426064,1.5850210707993573
SIDM00218,1.5165895348714242,-0.8366079047953496,0.4559704420991274,-0.5536078695656964,-0.6146889131760642,-0.8543936223032786,-0.9470236902890695,-0.9106893610411123,1.07434468607648,-0.7230211424909956,0.7151670452263204,-0.22592442364165663,-0.08938465619480995,1.3832305125979973,1.5763761447399467
SIDM00044,1.7023919287919098,-0.9130337541090232,-0.19558957153992396,-0.37073510383621305,-0.6390961698245436,-0.8755062950928653,-0.8227124961870326,-0.23749210281412989,0.629974198053836,-0.6668206851263793,0.4514449708209871,1.1484873317773412,0.40098860170068135,0.6096606124336152,1.8273694690879632
SIDM00362,1.268229706039324,-0.8205011876581616,-0.18826712723387862,0.24824907153127257,-0.8157345530471919,1.0918789137050398,-0.9303531633173335,0.15406099819622698,1.1296613779446218,-0.6724871859362636,0.38059223726709923,-0.5041885301979276,0.20515599738869328,0.796233527387488,1.366954262252002
SIDM00813,1.9256745398032324,-0.8992402110152145,-0.2576882613048258,-0.07559663388237571,-0.7952216491480487,0.0697777359926368,-0.9476214970028819,-0.9423831801795964,1.1892806741366972,0.7127437645826308,0.3749395602413014,-0.33592121984754186,0.12222495162422987,0.9256372630015792,1.365544413573465
SIDM00364,1.3587853937778214,-0.8582285196275298,-0.515036358991467,-0.37472897760973173,-0.711562171149927,-0.7720878686994799,-0.9596383248077894,-0.35376787000045534,1.1262390392895916,-0.704305254309698,0.3837465777018647,-0.4757874541904313,0.18264715883609137,1.853935844840199,1.2578543408397758
SIDM00792,1.777540236502357,-0.9074917413401423,-0.3071829058719048,-0.012402926326177718,-0.6592716125794902,-0.7813866560764963,-0.9723314114095443,-0.6444531761083787,1.004170833512346,-0.6824683569305154,0.9759227029480572,-0.7245753724914595,0.1398700276989644,-0.714297861956746,1.6774630674127666
SIDM00241,2.130643808663027,-0.7553803927481726,0.794836001455806,-0.016339928969119764,0.7282105970237246,-0.8886122257558463,-0.9277990930223787,0.17281284263811164,1.1381831756070973,-0.7591259135819481,0.5342525681007438,-0.7415528221450768,0.09302484796381694,-0.7917432000548289,1.731037815548409
SIDM00091,1.6388891048358178,-0.874520284770574,-0.11060506702859937,0.04581257416395146,-0.5954165270228412,-0.8330475678554546,-0.9016082299570123,-0.21996146648997097,0.8163173411213359,-0.6377910117261932,0.45786103125309524,-0.19638640436582588,0.11964387848403961,-0.8933865866393804,1.8043724709795046
SIDM00427,1.6033847559645158,-0.7662739289118389,-0.24298363550371704,-0.002746978097181337,-0.09648349358710111,-0.6972284925896052,-1.00619189544907,-0.063193718499424,0.7951176774696527,-0.7451074113693603,0.6549235422986407,-0.37545408477650194,-0.013797652010134543,1.0892234747384864,1.428447078126549
SIDM00758,1.9909169709450867,-0.8531745438342369,-0.060354884042879864,-0.08877780960535801,-0.29785262999120327,-0.8436776121542308,-0.7455471216235279,0.8018022521699223,1.4282631389028468,-0.756234808029519,1.0611205048502388,-0.2757457554696537,-0.22868632540062217,-0.7821625164472567,1.2393897393212099
SIDM00612,0.9592203054436829,-0.9053969966941918,-0.3118022135689458,-0.41295798255139543,-0.25151949112716937,-0.8181480058887619,-0.958815850206386,-0.6543144388645725,1.0492021905199356,-0.7642460468266133,0.4874844979676361,0.7297905289059197,0.12657135692225735,0.4876324960014842,1.0955423522898473
SIDM00553,1.6065094402142464,-0.8888331234206979,-0.02807110034943739,0.027033806215053927,-0.8253925449393883,-0.7303715279641071,-0.9784915830464912,0.05774890430389395,1.070626421041683,-0.6744692237597837,0.607705541884838,-0.5820731140035272,0.2420984678142914,0.15806595702031345,1.4574661825348134
SIDM00343,1.4203735941214095,-0.8770864080165766,0.020284115888737412,-0.5532637832868674,-0.6774843329601584,-0.8717791304214157,-1.0112642413694772,-0.16505342561532624,0.9780866949957465,-0.7287864516311809,0.4371039730188478,-0.24696255576343815,0.3023329654821046,0.05938559802568047,1.5239927565363836
SIDM00543,1.6357830209750166,-0.8470270746417067,0.10571003341514928,-0.37639062447308935,-0.4212881304928852,-0.8560564885790678,-0.9624210167619354,-0.09308570017623395,0.7809076334484258,-0.7576940257519151,0.5405126962334931,-0.7741620365629559,-0.0803289165517347,-0.8043459193455255,1.6074886290337738
SIDM00537,2.0961660033586496,-0.8412719478035707,0.6572162248786548,-0.4782757619588077,-0.4167065932095424,-0.9289527303967535,-0.9933915982025987,1.6195491810125249,0.8174744256108868,-0.7888032407732044,0.6140294088866786,-0.825792900155796,-0.09233144273884442,-0.7808904305597031,1.776565559326397
SIDM00332,1.7369720885045077,-0.7244727122725912,-0.06062906351416894,-0.3051252669059385,-0.011879311977234333,-0.8894492124136311,-0.9637399987095429,-0.24749815535312444,1.368786631657049,-0.7963694200782013,0.12051473769816454,-0.7393754603069792,-0.1900874846499042,-0.8287247189715908,1.7005832598460797
SIDM00299,1.4366251851075569,-0.8450832357302054,-0.16442198615317943,-0.3991937883371467,-0.5859109187796901,-0.9289690739611031,-0.9794288445012694,0.0976726372704171,0.7905491205325246,-0.7747955578123942,0.38551233645050764,-0.041520642062586204,0.20984591698053726,0.45873929829302784,1.8731468054252844
SIDM00308,1.769160525173814,0.3939328590059552,0.16185977681436445,-0.12502314040677376,-0.8688191582105055,-0.9081752383132167,-0.9345295110085343,-0.46437378987456457,1.0676138959158388,-0.7821145456074401,0.3452223672887491,-0.7848054421970249,0.2826168343350769,1.0230755953096047,1.6589410819799226
SIDM00227,1.879412893232422,-0.7480273220551863,-0.36449250863256105,-0.5752760692032339,-0.34383426263650035,-0.9484425680446129,-0.9371316165861929,-0.10192656332009054,0.6051424971430256,-0.8002039919276024,0.6628894191782859,0.2865967532655446,-0.11308582627362414,0.7465266818782316,1.4217923044302445
SIDM00294,1.2209232754075345,-0.906871344298126,-0.2602067123485141,0.0322702708381596,0.22979620015324018,-0.8600879545931189,-0.9770437099340158,0.535457493234826,1.4608206253962652,-0.7135939822628438,0.4273697004907426,0.3103498833866187,0.38184078626685736,0.4571643185143217,1.878243134836608
SIDM00677,1.7649693321063895,-0.8379945857315819,0.10377208005270556,-0.2872846786147741,-0.8079078063656254,-0.8804505969233727,-0.6823805809898087,0.5162422261063924,0.6812398584477226,-0.7288093997089483,0.8390145903790203,-0.8106237651239352,-0.03730314708578635,-0.7349895880864049,0.9405187639263592
SIDM01220,1.321282860866825,-0.8477249746787946,-0.011309291503613268,-0.3622344460266801,-0.842817165530192,-0.7896102800809643,-0.9655373520692426,-0.1485556863197861,1.6038855099502494,-0.7379093884445569,0.6802103930504427,-0.10863166793181711,0.26277948080795177,0.45106176970872097,1.9062796512194633
SIDM01259,1.2629010920873587,-0.8534384777012466,-0.4693273409414327,0.6684983851281631,-0.8015264849293254,0.2131846786882515,-0.9125923715538863,0.3490676328497503,0.9912769323188593,-0.6279271571006625,0.9479746024150595,0.06871363248193385,0.2800792976855821,0.443288284522407,1.7507119575328092
SIDM00680,2.0050118294985224,-0.8331033732569751,-0.0620817093441031,-0.20846833171159745,-0.8703339143484233,-0.9025676070076158,-0.9493121816962737,0.05894678955011016,0.954642128065692,-0.8480307972716018,0.6133514061442558,-0.7166424931985516,-0.008581220539083449,1.1092996437579759,1.863483529517804
SIDM00346,1.6711469317580574,0.40301270331069056,-0.12619935322138645,-0.1163458854602491,-0.7480144232852776,-0.6526134735199398,-0.9787765869589904,-0.6030334056172005,0.8433225468535186,-0.7128452561513381,0.6966571768532157,-0.7636574573929017,0.37644139926663944,0.367568911114863,1.5739012631059643
SIDM00129,1.7431097646733296,-0.8526990863082501,-0.4768065714741296,0.09044226309497759,-0.4181383243972313,-0.8615942878936239,-0.9808090409694036,-0.5741958131461852,1.3623949204941657,-0.8126546141852345,1.0798157155670376,-0.7023708095941844,0.014979962289403856,-0.3766926577309261,1.4108112109406006
SIDM00627,1.7176557101468353,-0.8884603170570519,0.009152666205408383,-0.5231396820458968,-0.8337620808196957,-0.9283635773394487,-0.9849650500636917,-0.14159142146176681,0.8127967543283179,-0.8347078963470246,0.6856748193761191,-0.4710942473632069,0.12921227416886108,-0.8288645327764035,1.6908154753368265
SIDM00293,1.2453391036929529,-0.8795676414103736,-0.13509513884755492,-0.24165822924508784,-0.7463500307444387,-0.7982220630751429,-1.0114045323027883,0.0725973827735475,1.2027630100835538,-0.6870751296905196,0.925553246880106,-0.7261509430636871,0.2665589723241144,-0.13776108271671414,1.8423596869035381
SIDM00274,2.074529601213265,-0.8753451022306856,0.49120143070031214,-0.544820954376695,-0.7867477901847834,0.30543221605376075,-0.7748617900475152,0.3149706333326416,0.8604944328218046,-0.6384109565508309,0.8278565861289312,-0.022570850254051738,-0.2913553560326595,-0.44502744301258435,2.2755144731721173
SIDM00544,1.318978982908172,-0.8993490141375994,0.57767777611128,-0.3346492636547297,-0.8645938098055866,-0.8916584916116014,-1.0132518633830268,0.3274483558072053,0.3975392711524391,-0.6820509206225394,0.33565706530878076,-0.676957895813046,-0.052499077021222744,0.6282325736216204,1.3741468708652929
SIDM01006,1.1700574016541223,-0.8777698691948631,-0.13451190066156385,-0.00987180152221318,-0.7991009516821105,-0.7965883109993045,-0.9572988651403525,-0.5639762716779124,1.1409462917487563,-0.5363227531760653,0.3120954873424398,-0.4685604859666098,-0.031066973928391188,-0.0547744683933565,1.6207297642017762
SIDM00302,1.6247295344668276,-0.8822195911366545,-0.11652556112229732,-0.4841287164135671,-0.47929177499329667,-0.8258200347196615,-0.9175098257164274,-0.5580238645131892,0.801851351045525,-0.7694507096931705,0.42167318310661006,-0.196337305617117,0.05090937263924839,0.9065908187091444,1.5634987724620266
SIDM00549,1.4577040218545159,-0.8817658176879557,-0.27823838563295616,-0.2143754075559455,-0.769811763833118,-0.6726186843580554,-0.9419210607298053,0.11933191601753651,1.119878273017901,-0.6711081191982443,0.5226669986774831,-0.43921285145071215,0.22034545007603995,1.426976069394747,1.6379677075380432
SIDM00292,1.5113401778410538,-0.8008760343995486,-0.299117455747682,-0.08974561664585848,-0.21037366408294406,-0.8821456920296884,-1.0193305021808048,-0.05034010531654734,1.787916542805306,-0.797420428762213,0.052483749190141434,-0.08653554000981596,0.3068583315712102,-0.7362524820450387,1.4480632521624737
SIDM00623,1.7027964378061922,-0.8463914731840299,1.2598614231449452,-0.06097064647553541,-0.8382155012803503,-0.7556152767060789,-0.9820542847177578,-0.7432567869814961,1.2923074763516702,0.5398972301395414,0.5019526038548082,-0.7891852245919431,0.07825861155033995,0.6919681434611376,1.4461095777658055
SIDM00638,1.9419835027367622,-0.8933797640904441,-0.06031463853456439,-0.20771190797913272,-0.5890581406983278,-0.8772072450183896,-0.9782929170870143,0.26977527159755976,0.9170320690855712,-0.7545731878230743,1.0749122475533737,-0.42101229135574575,0.1984885591354914,-0.7872582335303073,1.2597189385538328
SIDM00527,1.7260695568957285,-0.8419370438286162,-0.4111155152014228,-0.2545825295984521,-0.7460598476225265,-0.892137021496128,-0.912066202592919,-0.08322821506939149,0.6696679309931763,-0.74824935313076,0.5988493071325985,-0.630389138004684,0.35599458916157706,0.3517832109769261,1.333053324112973
SIDM00976,1.5894939953659994,-0.8624875965949357,-0.31493859573157135,-0.4571722263774103,0.34150937928995345,-0.7351021534265265,-0.9106922903325202,-0.21367968651684444,1.0629278482774105,-0.7007629640742588,0.4550531316938043,0.24563774441271305,0.01987611046143121,-0.7884293943604008,1.3724406452451965
SIDM00316,1.6918522866641068,-0.8274085789700846,0.04439499472053863,-0.47587854343952873,0.37854677204949444,-0.8223832170813042,-0.9700033234675645,-0.5538412614840564,0.9843005172014927,-0.8500867635789454,0.47187832802495355,-0.2928780618002004,-0.132286052781632,0.4030454305629804,1.4976761578189133
SIDM00326,1.3788005631650093,-0.8852571009662789,-0.08407212821021039,-0.07176564334590355,-0.697694553808751,-0.9094287285761856,-0.9679585834449344,-0.5361626746258863,1.4856028763470088,-0.7597202202637421,0.24691536492894997,-0.5714328473588834,0.037591478600753535,0.003451747699277693,1.7655390226606824
SIDM01093,1.5990966612576285,-0.8513319251912949,-0.1702216537874278,-0.24900615514455154,-0.811295907052656,-0.8192020661190642,-0.9782626070453215,-0.1988137833135692,0.8856676343534488,-0.791794877289208,0.36454699847984406,-0.04681233521927314,0.25241149622915743,-0.7938549526123692,1.6987849062215765
SIDM01098,1.499018670773491,-0.8365316934836585,-0.21926163410897284,-0.4967631271013779,-0.8965845295191551,-0.9536323452357981,-1.07179238182839,-0.2144063848193374,1.0633803673966435,-0.6258792723873481,0.5679117609475328,-0.4056101355936295,0.04890792859755085,-0.06315037377256531,1.7578580286472731
SIDM00424,1.0882841498044062,-0.8333799704531314,-0.11223356000216735,-0.04323552011013288,-0.8314835984314656,-0.5496089726846825,-0.9355599388466064,0.22958695743489926,1.200288105241973,-0.6213455387870552,0.06293729160955766,-0.7202022882401943,0.11498488928811469,1.4136342263760555,1.5521209067402963
SIDM00973,1.3141531332147218,-0.8124214953077106,-0.43424553112921066,-0.16459797831494546,-0.788502894087087,-0.8534564696447224,-0.6964443051686078,-0.65381557651848,0.44429118571173404,-0.7884245921099273,-0.14007859965257877,-0.16664222583295,0.16722029919583378,-0.7791632554292692,1.1880942318527807
SIDM00411,1.6508192780227735,-0.8300232182244155,-0.09108105259548076,0.22496748175625994,-0.8317655837096423,-0.8877357638703937,-0.9606750681186433,0.15255342775327804,2.5654551914442107,-0.8694086963797182,0.6419922128358172,-0.41823522385749756,-0.15629986351553518,0.6703849989141019,1.0703722399542266
SIDM00374,1.4995824468875782,-0.8503143643726481,-0.2572231996420987,0.16004068364056384,-0.7601973249297993,-0.2555413633323466,-0.8986751424273672,-0.3733479139201928,0.8668948912062721,1.66097480887233,0.5806836302092164,-0.7135240132784647,0.10655984042230363,1.1676983636282825,1.5091140300096995
