,ENPP3,ENPP1,ACP6,RFK,FLAD1,TYR,MTMR7,MTMR6,PHPT1,MTMR1,ACP1,ACP2,ACP5,MTMR2
SIDM00098,-0.8458036093793924,-0.825556406385135,-0.30015277161009785,1.3153808158608544,0.9329838878855432,-0.7864290752156438,-0.520109654563774,-0.7418026343806853,2.7221385847675585,0.5850476818274081,2.2694769301845805,-0.288845602069968,-0.5422541709740233,0.9750621637384598
SIDM00225,-0.7311621154240635,-0.6441769209993681,1.4956500786938658,0.9481915082513316,0.7467541054526544,-0.8900801599611714,-0.6465232338494936,0.17351064156500073,2.3207422249863807,0.410911611630135,1.7826045141057798,0.055886996912956434,-0.14252186166904654,1.3711855865382603
SIDM00846,-0.8839302703511688,-0.5804889844719631,0.6094435595568299,1.6571297643408762,1.0571482743229355,-0.7861919074615491,-0.6286280991389475,-0.1985607114219261,3.000866172338803,0.7219354942244209,2.200003466752473,0.7623574783949859,-0.5469120557994267,1.5294200859511666
SIDM00291,-0.7373502357393699,-0.21758338164390625,1.714603582801807,0.9597146697234278,1.645835254161447,3.1166038802512865,-0.7392450517268915,0.005797572247126552,2.0746398674192177,1.1377102479844148,1.9718607127948797,0.05428804671163207,1.5428183357934395,0.9116337887939763
SIDM00520,-0.8806146626398162,-0.8526637874017877,0.5974301712347273,1.4949893967374985,0.9737903767066233,-0.7721301483368296,-0.672794911715853,-0.15921444355661862,2.5718181519565446,0.771655304502864,2.0874775210914027,-0.12662184859540598,-0.5982537166734923,0.8963094293401238
SIDM00003,-0.8430662059597913,-0.8179435333867618,0.7556162493286982,1.3497692671182118,1.0948267019929516,2.6869623639976834,-0.6590777765209689,0.17338917334221754,2.022606066113725,0.4265786702130842,2.1009237342939984,-0.12444208456131574,1.69987035325041,1.338100587626545
SIDM00136,-0.9173585457137295,-0.8336687377779558,1.5394813603612554,1.2449743420882708,1.008059793719137,-0.865063526674776,-0.7066174555260746,-0.07849824183926757,2.213498234939819,1.0032550647724716,2.229854099423345,0.1509102548669729,-0.4399030290007345,1.1157744501837925
SIDM01155,-0.8940975915866267,0.06500485371209491,0.4758435283485203,1.2909971380046064,0.7951425314526644,-0.8341277405809954,-0.7461740189754608,0.10977326156252758,2.688047343900458,0.6723708308952617,2.093185184429001,-0.022312818850253237,-0.2288865140246659,1.1754443004740724
SIDM00224,-0.8365018193880255,-0.48944589252920734,1.5878260964396225,1.626421602681532,0.8648270428080785,-0.8925287216487264,-0.7097506437160178,-0.23629922775752785,2.46683185708238,0.8243031225710299,1.9030605185826681,-0.3164757007540273,-0.630149832836347,0.9621128491698749
SIDM00783,-0.8350752600250627,-0.41181752568132346,0.8674154764801701,1.7531378906769652,1.1861283695318798,-0.9442036638885033,-0.7531240427182302,-0.0680835151553575,2.4214518581898514,0.48841562134932726,2.1928298729545435,-0.17404867778589483,-0.6339983796402594,0.7207382885190039
SIDM00490,-0.8214583762458129,-0.6648213626102508,0.8167071535309292,1.381583577461947,1.3244803728806052,-0.7472592138930457,-0.6493975671543716,-0.16476366783383087,2.5257425765429833,0.4988418936026227,1.8757186629245004,0.05699101672505883,-0.49233736610092177,0.8360365444634708
SIDM01090,-0.809561304967856,-0.7898699763021606,1.090618241267686,1.7790974955800256,1.448483428591136,-0.9120802822804592,-0.8095350319357276,0.3089642546547091,2.5339035133249728,0.5629066970917405,2.0355489941266507,-0.11656105118101553,-0.6352802019710431,0.5750899713006811
SIDM00394,-0.8723906546004948,-0.7348418537358793,0.7500404149097205,1.2605779919489695,1.2562856370725686,-0.7751939052458878,-0.6058506469965804,0.00808026927059375,2.678202732292892,0.4953036728674883,2.188033118458999,-0.31699227042995776,-0.49830642024654476,0.9179619720818284
SIDM00538,-0.8305273942189474,0.022754014158449284,0.41456455026031047,0.4851345823973651,1.1482276131501203,-0.8546127828155058,-0.7024660344146432,-0.521851610292397,1.7153799125418479,0.6867609739360567,1.934089553044481,-0.3222966071021437,-0.44603229989690457,0.692082040533766
SIDM01140,-0.8500100928985311,1.4204320120193878,0.6942526032264117,0.911815075570166,1.1245683658300707,-0.7924528924578039,-0.6654696828572458,-0.08251332255270169,2.9565991340113476,0.32863821926363823,2.1529366180752145,-0.19874112975862723,-0.35940392222253936,1.4139190714859058
SIDM00101,-0.8781936911731887,-0.80740385022386,1.1545257082307898,1.5071846865609535,0.8346078915786119,-0.8047988047209282,-0.6270734260157034,-0.22168122412486232,2.6216127599014087,0.7564302123636039,2.1294062770403857,-0.0734885304179607,-0.522106578742372,0.9154626377138914
SIDM00114,-0.9444391068808136,-0.7850635780433152,1.2191907749797333,1.018405548945054,1.0987791010637764,-0.8640451676624348,-0.7144661699924403,0.21042731045746893,2.9085312834427937,0.6025855899579233,2.389671476091737,-0.35137638852730424,-0.6088507858576775,1.262968043231447
SIDM00102,-0.8260959774173847,-0.0748294050339904,0.907854060028164,1.37756733667207,1.2766437030224254,-0.856503926557177,-0.6930227379653561,-0.008227512329754955,2.658731571998897,0.6514974509701678,2.1590282857888936,-0.24858289358270558,-0.5920876880804511,1.1359922915401122
SIDM01122,-0.9482978636353505,-0.6173951186234055,0.648296005206534,1.0228351328789758,0.9566456873099838,-0.9135959581988574,-0.7703973344149126,-0.11835224942834648,2.405858897749145,0.8068417396467639,2.1826441766209164,-0.03242524912050108,-0.6395284342704782,1.3672251821860102
SIDM00261,-0.6578015298040197,0.09440637082239636,0.5515984779522887,1.0127119404163907,1.8038590551977651,-0.8863603436075066,-0.6244357284420478,0.07847435507405472,2.8368771576654592,0.49307932591510856,2.1165972324139837,-0.37048045516383604,-0.5668041800828901,0.896344753806973
SIDM00154,-0.9218173880315137,-0.8458435885185124,-0.029971546910656035,2.4723000986436503,1.0418211625150695,-0.8466026287341111,-0.6857507958813376,0.09392987219152692,2.40906647596893,0.49324513592265534,2.0463997700631023,0.20005300057027342,-0.5795801367449201,0.6884542082992481
SIDM00104,-0.8191449569260028,-0.485224115451,0.5627372578785935,1.8054871051639287,1.4062042574370088,-0.8327491948486072,-0.6717406693846507,-0.2778336803984676,2.3764749295377503,0.498990978441622,2.1556530923038877,-0.092699051016863,-0.5315847285905457,1.1946221768207506
SIDM00267,-0.865039425255107,-0.24760459831743598,0.9802820275470825,1.5660578888736298,1.340396844937552,-0.8026413253948954,-0.6748111883466668,-0.4139957054046995,2.360440984871799,0.45426660187038986,2.2123409228641826,-0.26632862451747064,-0.5757172026245535,1.2143702502935905
SIDM00100,-0.9605762448508035,-0.607923753006097,0.27957140915706147,1.3351411308510963,0.8452426436372347,-0.8626088240898311,-0.7163993630815548,-0.12280588708036433,2.6776915956478087,0.8569730050201508,2.141684863246616,-0.00991862394951866,-0.47632592778616417,1.2236895770416993
SIDM00826,-0.8243592470664914,-0.7786521479760506,1.6866809833802736,1.9681478856050036,1.6088226338890832,-0.5660561104807874,-0.680779758828719,0.5926043796790496,2.220470211391094,0.6073268551755338,2.35690304544526,0.11791753544013572,0.6071557647762265,1.0866486563499842
SIDM00310,-0.8886586156908832,-0.7601205447730223,-0.11674894795979944,2.093667669789716,1.5411182940217136,-0.8688089503910225,-0.6496845753471762,-0.24500451106701399,2.436201139225569,0.8230703728589067,2.0995424798146,-0.2633413202314712,-0.5864877597651984,1.3338491356701494
SIDM00482,-0.8192590156252879,-0.8203065281837144,-0.7792454324114002,1.3832914339869973,0.9851334586337689,-0.6452295360868356,-0.6666073658222926,0.13001930468103454,2.2201003223674944,0.9716883187584778,2.1298949056490377,-0.19277010761765145,-0.6458364917809648,1.3073154668899618
SIDM01247,-0.878030493238418,-0.7362872309633959,1.157182461602324,2.147992301847117,1.3057214659250556,-0.8396879067165857,-0.5893668125375935,-0.09185797750874611,1.2950721556744775,0.8207746706986361,2.3732018046058636,-0.44068400218035325,-0.49844966743301455,1.0658589574790138
SIDM00817,-0.6959964069240528,-0.28908128094588964,0.6937448628330409,1.0439396948066586,0.9936516881988461,-0.7774607342736701,-0.5229736314139661,0.16837279058030322,2.205158457388727,0.6001271785171166,2.0882509473445205,-0.33590335141059385,-0.7464764759649012,1.609465930203729
SIDM00448,-0.8736093620160291,-0.8457822218649355,-0.9475224677436991,0.247516644434106,1.3924181092399632,-0.6388749784492141,-0.6591456410203701,0.31223177977603245,3.060958818135553,0.9699450154053552,2.223219197010479,-0.22523020504959748,-0.6196536245510154,0.7838875936706897
SIDM00086,-0.7181668876214901,-0.47531667801463157,0.5917948682786466,1.0406928574276877,0.8377171821875159,-0.864666607558585,-0.6235518289037929,-0.1930218893588387,2.3187915711310696,0.4634866645098267,2.080193723773864,-0.32193852222678626,1.0512360469548427,1.050303082254421
SIDM00466,-0.8893644264035567,-0.8696818324604023,1.917639955760713,1.8682719200315585,0.9339232737410689,-0.8612563979681357,-0.5828635129520526,0.0014562486875408192,2.749127196534937,0.8030783481293042,2.176528694274178,-0.13387293708175702,-0.6896932705081721,1.115773453384175
SIDM01132,-0.8091515278429633,-0.8141952408250055,-0.8699186976823852,1.1626824565371048,0.8011070225676512,-0.7874205872776552,-0.6265571061387191,-0.25167711788342595,2.4145847242686638,0.8948859700753163,2.1509149900504125,0.32421088207755244,-0.5433622439523883,1.6259716818621515
SIDM00465,-0.8340539926749382,-0.8290916003427901,1.3040977654604757,2.1645370835058166,1.2442002641840972,-0.7656312101043845,-0.591616390267475,0.49935590377864264,2.303423300402516,0.7541170174912898,2.1593106940126217,-0.2562808815075705,-0.5809826739805827,1.1158610504671542
SIDM00565,-0.9134762762127179,-0.7903908744765977,0.9796580744994963,1.211417819731029,0.9657186476554436,-0.8632495673214716,-0.64993071060573,-0.31456583195358007,2.8699339718859838,1.176002910752251,2.2273648830879327,0.1606582777655437,-0.11220143134377958,1.2267348059807759
SIDM01092,-0.8182892309140071,-0.8652462055837372,0.19879499469728115,0.13109265020216113,1.0111602565448303,-0.8473578187379055,-0.6600819987299464,-0.1814931589885307,2.8257092978944973,1.0544316432849143,2.1863274564362123,-0.14228571988876348,-0.5022889903646007,1.1051708333971901
SIDM00218,-0.8366079047953496,-0.6146889131760642,0.43058415917181636,1.3542276722996058,0.41429907186719267,-0.7393121999776447,-0.6473629972304739,-0.3569837672106323,2.5612607640500356,0.7447610496893327,1.9954870934487987,-0.4257262164958662,-0.4977845385695385,1.5721343941324641
SIDM00044,-0.9130337541090232,-0.6390961698245436,0.0882830014183891,0.7793194924272422,0.8145092382071191,-0.8127408122196863,-0.6830766591812323,-0.5940878480087354,2.894825343680033,0.938601474676933,2.4531920524025495,-0.13802609246618155,-0.6399630226799428,0.4931905215739354
SIDM00362,-0.8205011876581616,-0.8157345530471919,0.7450393391211189,1.5762848661831954,1.3374719652032876,-0.5216207397292543,-0.4601034149168135,-0.01453770738630531,2.1760077073238064,1.5716825258639262,2.341627361975622,-0.5094293348393927,-0.3854333274397239,0.8344746041768419
SIDM00813,-0.8992402110152145,-0.7952216491480487,1.1803910765016687,0.581809611924901,1.2552127107666424,-0.7335045038969958,-0.6905662199885871,0.3303083264134607,2.551797114082891,0.5685960683289062,2.035079312518578,-0.5034131904385534,0.6936364320434303,0.9879349277650584
SIDM00364,-0.8582285196275298,-0.711562171149927,0.2801042023884749,0.7526746249196539,0.8482517146343207,-0.6308398670400082,-0.5533402619252799,0.25028894430170673,2.6501615795086755,0.7834568977957866,2.5247640100989237,-0.2024602989752494,-0.5672754769980292,0.46658373261371877
SIDM00792,-0.9074917413401423,-0.6592716125794902,1.3119966801922434,1.3263059058971005,1.9392700648280576,-0.7367380034683354,-0.007373300853816058,-0.25365026716045447,2.742962981795538,0.0086593788989085,2.0840141569928594,-0.021155995710826693,1.2603514527943573,0.6943257658802486
SIDM00241,-0.7553803927481726,0.7282105970237246,0.6515951120769572,1.4249576557261756,1.3187187168735468,-0.9292496626715758,-0.6341966047284561,-0.3246941650601099,2.8130740552224096,0.9153823562100958,2.264367501904984,0.25363011174983147,-0.7211066256232442,0.6783555616740415
SIDM00091,-0.874520284770574,-0.5954165270228412,1.0058532148820287,1.1665606315665253,0.8227585321242908,-0.8458316659994521,-0.6702853047024206,-0.2356838499084347,2.6745267258490784,0.46795579602477483,2.2424946146106324,0.2006650526231318,-0.38127267088302846,0.9307343034474409
SIDM00427,-0.7662739289118389,-0.09648349358710111,0.476387620216506,1.4509747480605713,1.1861878183046777,-0.8110560085959393,-0.6698756505806055,0.5242707362845714,2.486254185972263,0.5879483555575598,2.282938605998072,-0.1641648194389253,-0.3178150437746255,1.027555339916334
SIDM00758,-0.8531745438342369,-0.29785262999120327,1.5330030483369042,2.0204045664550905,2.074107279647702,-0.8281783052273923,-0.5791626313548709,-0.11403628692255972,1.8127384549736467,0.6905875266731195,2.1710451699484885,-0.049129529960962225,-0.03611048299280853,0.25344273871237677
SIDM00612,-0.9053969966941918,-0.25151949112716937,0.9963395609238501,1.10387769312731,0.650804139095,-0.8176499754215502,-0.697860443441887,-0.16718667848666457,2.7143051025356164,0.7446435321909198,1.9779822209455973,0.308867606025838,0.004708765561610243,1.404022183013715
SIDM00553,-0.8888331234206979,-0.8253925449393883,0.6588900000699599,0.9659444645365849,1.2482057938619386,-0.6431466546461304,-0.7201969091223215,0.6162499542720774,1.9611660993705518,0.44503725902665153,1.7732211354456004,-0.26032818821062786,-0.5517087023309019,1.0024103890110723
SIDM00343,-0.8770864080165766,-0.6774843329601584,0.9325194964139125,1.116252969747625,1.014030776801963,-0.8877083474210141,-0.7088776850035501,0.342857145530481,2.2673246932071365,1.0943591735451768,1.7968226832176815,-0.07150822903447099,0.21014707825121637,1.3371809615560022
SIDM00543,-0.8470270746417067,-0.4212881304928852,1.2040911399209941,1.3476253181599303,1.5068216243993073,3.162419278488722,-0.6136759521704706,0.25664764027370895,2.4909723086755475,0.2694375206511489,2.1365722553091784,-0.0022133268838484166,1.0443800293480114,1.0664208781129705
SIDM00537,-0.8412719478035707,-0.4167065932095424,1.5874375051448346,1.6689090105310893,0.8157347737106154,-0.720114421783441,-0.6371340258118103,-0.4800314727806781,2.2497967449191223,0.4949716325558889,2.194219682634049,0.024465795899792437,-0.6553781462667392,0.8639353889745581
SIDM00332,-0.7244727122725912,-0.011879311977234333,1.6560023792310141,1.0131759106062868,1.2376528903849455,-0.7358090396916241,-0.6199666350685656,-0.08188890053193928,1.288328056390098,0.5787012538010197,2.4880112535128087,-0.36488897968620265,-0.6653371293698584,1.1800918769756807
SIDM00299,-0.8450832357302054,-0.5859109187796901,0.14027701342197083,1.2962980066583916,0.9519044105895339,-0.8407294909993202,-0.5475180402116997,-0.06275359713371079,2.7347789664716466,0.8017960992593872,2.0403475789545547,-0.17929812310474794,-0.6849963824831024,1.137987985852951
SIDM00308,0.3939328590059552,-0.8688191582105055,0.945268310944808,1.8969198577510415,0.7742757735158993,-0.8119700123291473,-0.6186490025766272,0.14160686907791986,2.3013938563460363,0.5294908829836997,1.9994817922346577,-0.307391743391626,-0.5911783944416568,1.208190954980564
SIDM00227,-0.7480273220551863,-0.34383426263650035,0.37598814656484586,0.8027544741597024,0.9635624042411415,-0.7715203084809675,-0.6258508383122822,-0.2416178799036441,2.4957834299623225,1.0158037140686125,2.0518159162426715,-0.09404493980260405,-0.2503179802574546,0.6832244359294013
SIDM00294,-0.906871344298126,0.22979620015324018,-0.827922859437346,1.0330883910931397,1.2846315878372632,-0.7565304698648244,-0.3445092949510971,-0.11111946751405642,2.6402051777912936,0.4402853537641543,2.067664585843322,-0.24021515532376314,-0.6868056945834332,1.2901813172344434
SIDM00677,-0.8379945857315819,-0.8079078063656254,1.1901613531052058,1.8734606405622356,1.3096516041574529,-0.8013123911444564,-0.6022971202689067,0.1352323262698497,2.8614435448891746,0.4609988885977729,2.164058378368035,-0.22615713610281457,-0.7034744134339813,0.5451580370939628
SIDM01220,-0.8477249746787946,-0.842817165530192,1.3244846217719624,0.9988779374125797,0.8414450284381059,-0.7529369652220933,-0.6673279730849498,-0.07872972174359544,2.643657067202564,0.5024150115664234,2.250288645442748,-0.21921711244074837,-0.15990188349542117,1.643000345973132
SIDM01259,-0.8534384777012466,-0.8015264849293254,-0.6344955120720133,1.3205476432590184,1.759596990975603,-0.8578004951852392,-0.6453701010872439,0.6802424197746869,2.1091459203458167,0.48071055765426396,2.4356577101858123,-0.48085436904307616,-0.1230264841648682,0.6248525042001044
SIDM00680,-0.8331033732569751,-0.8703339143484233,1.5597673334598228,1.7284042455061865,1.2340527723918282,-0.7402978060853587,-0.7107791001884052,0.010663077587547734,2.3436726114765247,0.5348280725866846,2.1385241802684862,-0.11009218689357693,-0.19627750991528833,0.7575515741993252
SIDM00346,0.40301270331069056,-0.7480144232852776,0.7983035178247851,1.42180931842331,1.0054565065918615,-0.7710616083500305,-0.7528695709032807,0.19759123324548808,2.523745071878285,0.3895114493104713,1.8694763760363553,-0.201886488269075,-0.5087041006104376,1.0248228547031288
SIDM00129,-0.8526990863082501,-0.4181383243972313,1.181895228740802,1.4977117837694478,1.9391740094084065,3.148889356067011,-0.468588697026786,-0.6003673599626517,2.6610293057251955,0.30720306924278107,1.7934407401288737,0.425017874681438,2.8165247382228173,0.5380466262004896
SIDM00627,-0.8884603170570519,-0.8337620808196957,0.79530251283069,1.5563780345950997,0.7208563204590916,-0.79831033371252,-0.6584188099689617,-0.27631109190676645,2.8236143740169712,1.2880957186505426,2.1342623544567947,-0.029377525549867778,-0.08828066424664534,0.8906744473731562
SIDM00293,-0.8795676414103736,-0.7463500307444387,0.3654893055639384,1.4926724519469796,1.6767881177361421,-0.8116066620396097,-0.11983964661130055,-0.5818324910718092,2.8504801016489827,0.7510304190688787,2.49033005785751,-0.21713468150795612,-0.4975263105116479,1.0817873766270898
SIDM00274,-0.8753451022306856,-0.7867477901847834,1.4269504588651396,1.7678353626622234,1.364374032068517,-0.7804120418544156,-0.6654276392883606,-0.37918673859775825,2.4829889213756204,0.6184411512408129,2.105676151711416,-0.12056007636175699,-0.6218390116842433,0.7748964386649496
SIDM00544,-0.8993490141375994,-0.8645938098055866,0.4482762134095158,1.1956081758765074,2.134907010595773,-0.7505987005064694,-0.5432832988419072,0.02488736326270125,2.5349908463399005,0.2996193826719818,1.961351046576762,-0.2102382525184673,-0.6469752393470671,0.8828344449865168
SIDM01006,-0.8777698691948631,-0.7991009516821105,0.8064904563833645,0.5854535672912627,1.2050020734643958,-0.7818752815998545,-0.638812216368587,-0.00034674613897749595,2.2792076279218816,1.1613424259310523,2.0265548287328468,0.20748254297928811,-0.6647713292331857,0.8534068630614488
SIDM00302,-0.8822195911366545,-0.47929177499329667,0.5297426801629538,1.2328022247202297,0.5820317177596445,-0.8092792690283409,-0.7051050455188467,0.3323777622297409,2.593891608534114,0.8866581273586273,2.055768322587768,0.03273862349270456,-0.7089067576530649,1.4862768447683354
SIDM00549,-0.8817658176879557,-0.769811763833118,1.1361195917380673,1.1913206976811832,1.1086481951774327,-0.8042571304929657,-0.5751283514433997,-0.16628282217871962,2.4764372856365586,0.6885933344166097,2.297742248832571,-0.22455369033095826,-0.41142756818213355,0.9117719998605477
SIDM00292,-0.8008760343995486,-0.21037366408294406,0.8211695348698764,1.5142125964326199,1.0395976488857885,-0.8374351989845172,-0.43075178350029963,-0.270889969525688,2.7889712408207346,0.6474901101510029,2.3312789964407754,-0.23745945523042886,-0.6874365502099293,0.8485871596279743
SIDM00623,-0.8463914731840299,-0.8382155012803503,-0.6367392933273657,1.2763936421639441,1.1818921581974429,-0.7275433036570658,-0.6461092107919474,0.5864826071855151,2.9984499053462517,0.6043184948989158,2.051297247712188,-0.2325325628550338,-0.6608686705276153,0.5754879410595186
SIDM00638,-0.8933797640904441,-0.5890581406983278,0.37081748985625557,1.7157744757627968,1.2149743015972447,-0.9144991294689143,-0.7045309865215357,-0.2968253622935354,2.572329733675498,0.8543698283038037,2.243951596619023,-0.13539933780356161,-0.5682859867994782,0.7716656086553186
SIDM00527,-0.8419370438286162,-0.7460598476225265,1.0435738034138309,1.289743323437414,1.1266390636682637,-0.8824455111304336,-0.7126935110378778,0.1569598972565659,2.779139406042521,0.34636256611190486,2.1897806094909567,0.10171811615796193,1.9136722944303788,1.0679350803010335
SIDM00976,-0.8624875965949357,0.34150937928995345,0.394078262617129,1.1737219605101639,1.4875005939394288,-0.8858068971543397,-0.5962530799616281,-0.6781779667372724,2.914172233429569,0.5064847357627952,2.151742102268122,0.11952328869289348,-0.38009836012657694,1.2001234505201375
SIDM00316,-0.8274085789700846,0.37854677204949444,0.7448847270252866,0.9415706300581267,0.8310933389305838,-0.9418258408112334,-0.5962237272936547,0.09367997121941318,3.013234076283986,0.6025757988640582,2.053939284400922,0.23676937891078081,-0.5016568900329563,1.3071944083222529
SIDM00326,-0.8852571009662789,-0.697694553808751,0.20704985604594317,1.2407522270366356,0.8514120710905833,-0.9995057814720303,-0.6951751943701119,-0.44268981337373153,3.1278161266311373,0.7470380998269256,2.0601410388714814,0.441963587274156,0.21354684949082828,0.8400211708334101
SIDM01093,-0.8513319251912949,-0.811295907052656,0.7497815580987001,0.9568896635812528,1.099943162823543,-0.7567519998228357,-0.6453886623570233,-0.3822521711264057,2.7523719682486587,0.3971056992719873,2.020787673796716,0.28387690731423587,-0.6316846879192507,1.3111832242535826
SIDM01098,-0.8365316934836585,-0.8965845295191551,0.2715635418651676,0.17177845309904285,1.1243083202249162,-0.84512080412595,-0.4019481701753668,-0.4566263854766912,2.8967271408365245,0.656830181113942,2.3242043817163456,0.10348312368652066,-0.5345596963143249,1.4643012876217372
SIDM00424,-0.8333799704531314,-0.8314835984314656,-0.07260908376737774,0.7519135552146526,1.1603089515108815,-0.702914809777186,-0.4928355608090597,-0.18081807657042206,2.106066603977748,1.39144041424981,2.4289236990236445,-0.452026280603482,-0.6464221007355115,0.5132551146967578
SIDM00973,-0.8124214953077106,-0.788502894087087,1.5668519308277409,1.7693734734583249,1.5546098243789366,-0.7772499230125658,-0.6116873762987194,0.22735639971873411,2.298015411187252,0.5217175949336971,2.280764348899424,-0.21244306045690903,-0.7488824013002829,1.1896484690803717
SIDM00411,-0.8300232182244155,-0.8317655837096423,1.9152171227223167,0.9327946816485526,0.8042654395273575,-0.8430352352360703,-0.5456834496214369,-0.04863380941642371,2.6446983678208573,1.0780495703223565,2.131894842665939,0.09255113142608393,1.1507783564444511,1.1462467862472467
SIDM00374,-0.8503143643726481,-0.7601973249297993,0.039407445428056416,0.5900126645711047,1.439316478851166,-0.9213860766454115,-0.5857912325572927,0.09481278192035558,2.338415020735014,0.8055431468455975,2.2661254891260745,-0.3031129974093584,-0.5635224519927139,1.0399404503309304
SIDM01160,-0.8477854071715747,-0.8239384752512077,1.442199703148695,1.0722434515919748,1.0594901897670757,-0.869441353174312,-0.6459936548386243,-0.11385267339370445,2.7456515868305216,1.2000295565724046,2.072516241923755,0.14403601816897646,-0.514859599819261,1.2653044266193207
SIDM00145,-0.8595923530593885,-0.8204273129302875,0.9139182687194414,1.5387439077374025,0.7234619801579214,-0.6060469211848678,-0.6362244748005257,0.32162839277920907,2.3813791239128386,0.9107199142787774,2.353601709422926,-0.20786681922722663,-0.6353168477558302,1.201163677602456
SIDM00975,-0.9197112545797174,-0.016033667176742726,2.097382792623277,1.5132198758544315,0.4025861808944773,-0.8212044603916171,-0.6629447358199717,0.43395608438627814,2.432400247301983,0.676144871883505,2.0988932820567707,0.17957340858003687,-0.05348288632696008,1.2915399790692077
SIDM00971,-0.8318002786353472,0.5763448804736377,0.7299281514357017,0.737613759202135,1.4467397673679605,-0.6584872581996449,-0.6315391610112215,-0.289648932890131,2.6117505400406795,1.0664935747126518,2.0774940634372765,0.2643861201056811,-0.5956219578361093,0.5055422775465581
SIDM00251,-0.9108386336666073,-0.5080283711076651,1.5613784585320678,1.612441396948194,1.175903990749221,-0.7485771834614563,-0.6545127311235283,-0.19259571971832265,2.2698592475050545,0.7550052144526967,2.1467883833176056,-0.10790940416473019,-0.6960961792382814,1.302363153005975
SIDM00412,-0.24146987914132134,-0.4751250632950062,0.6155032080161228,1.1501350997625945,1.1683784097284273,-0.7443972295593084,-0.5950144315789191,-0.08852773434970261,1.9935078689560122,0.9612629333426261,2.3018657604013737,-0.4189803819875908,0.5244087070210189,0.9190712280939242
SIDM00023,-0.9046649466286155,-0.8833527012943244,0.9657209153786914,0.9273518267869691,0.9303761453339042,-0.9259640496346782,-0.6444961807514713,0.14969128751158375,2.3421275935276387,0.9447979247591035,2.071699607997091,-0.3012663440455065,-0.5014004776642763,1.2690571669953878
SIDM01198,-0.8384266168614819,-0.8215460886422954,1.1058927714111315,1.6987481558773732,1.1491452906889599,-0.8362861747262698,-0.4468861079191136,0.10759907306794537,2.5389337378879144,0.8727648063719607,2.448628928422054,-0.4116827476871606,-0.5311210651948721,0.8908570902685771
SIDM00441,-0.8345349897209294,-0.7866710807192397,-0.5430842409076715,1.4319037934332106,1.1587177540499978,-0.64487597178938,-0.638784906233295,0.44707279957485263,2.5518083124483097,0.687132091115325,2.0851992070388037,-0.2932578207719454,-0.5675429298438978,1.0622936532273226
