,SLC25A10,GLUD2,PCK2,CA2,CA4,PCK1,GLS2,MDH1,SLC38A3,ATP1A1,GLUD1,ATP1A3,SLC4A4,ATP1A2,GLS,ATP1B2,ATP1B3,ATP1A4,ATP1B1,AQP1,ATP1B4,SLC9A3
SIDM01140,0.2765849949817268,-0.7325819419563938,0.6337846481153634,-0.774854438641505,-0.791287438913271,-0.9236468918831042,-0.6024607504977568,2.874040499686644,-0.8726170271738343,2.107400288576573,2.338843876391805,-0.8956009325077696,-0.9277462250446086,-0.5832801444980289,0.18914988462992843,-0.587384360897357,1.8814951317551338,-0.7325980477744106,1.4738583424346199,-0.837236184223851,-0.9121269005299288,-0.769451518679869
SIDM00101,0.7528602165937098,-0.6141543987164299,0.32993587286227777,-0.7151647644527562,-0.7699194727197897,-0.9171304925644145,-0.6122699460747711,2.6679597616802324,-0.8075695993972156,1.4779182392075034,1.9910502658551492,-0.9094408619106922,-0.8539566432336999,-0.8377820107569746,0.4576871506700321,-0.8757992759845445,1.0469249932315234,-0.8371563658870487,1.9362188486459897,-0.9222997135569999,-0.8915206766653299,-0.7821227693721935
SIDM00114,-0.12880067710386428,-0.7574018298949124,0.6821575731020936,-0.7454330656410239,-0.7847941548402804,-0.9316374323983094,-0.7659040766929305,2.4262266014390335,-0.7998057540615807,2.2076239209633868,1.7268501777817313,-0.8758336836285793,-0.9033186778943607,-0.8648046435940413,-0.02018562098375147,-0.8864191387001986,1.216096630439609,-0.836498346645064,0.708124511514615,-0.8758773536267053,-0.8328248725857605,-0.48861904958067254
SIDM00102,0.5364395257883513,-0.6852250462814348,0.2046227377040187,-0.5430535853352407,-0.7924206940836661,-0.9181684955706482,-0.7402888951863922,2.6971319419728617,-0.7769037253817265,1.687767772409604,1.8723520049632902,-0.8435589906572579,-0.725461560493639,-0.8251628335406844,0.668433236321006,-0.8782198037941573,1.3523594965535792,-0.6989268935590665,1.9087703242170915,-0.6923672372360794,-0.9160842136444267,-0.7355441924878664
SIDM01122,0.6629856669487553,-0.7743960243043677,1.1183462275671714,-0.7384746358748668,-0.7795813387082352,-0.9520476170646168,-0.6970728664061522,2.58625834555989,-0.8207042843567435,1.7752048940207257,2.08432587781647,-0.8269094621044939,-0.9984107010797685,-0.869876863069845,0.5780800929136354,-0.458553090260349,1.6156614460217606,-0.8351245599965489,0.4249588413366118,-0.8715407667693625,-0.9347718561102403,-0.8319588428940166
SIDM00261,-0.1768731904795505,-0.8722160852035505,-0.4645389895306805,-0.8818787682368209,-0.7951160365448462,-0.9374411672495876,-0.8136046838094927,2.3905226509690363,-0.8523973042495044,2.8925562362381045,1.934500268418662,-0.9858002921495297,-1.0161459033641551,-0.913730665524536,0.07745653389447832,-0.597734522767684,1.35420489831451,-0.8285734877791694,1.5932206038220003,-0.8844285155251338,-0.883935223565811,-0.8605363281721029
SIDM00154,0.5579623808937934,-0.5522097499267924,0.10096480534989791,0.13028998625647634,-0.778349365275363,0.9702900381435985,-0.8516005515615536,2.8837669375776636,-0.8521777596640228,1.9090376020093633,1.7112681045978277,-0.8512003738195237,-0.9339335645192622,-0.7827814676504523,0.7736347562008294,-0.8414593045617915,1.2103512751003944,-0.5752294691628959,1.9664876041092947,-0.8348855075218465,-0.9177923012550705,-0.7969616483317546
SIDM00104,0.06954235807734702,-0.7818415171758659,0.8141734800982938,-0.69668533224724,-0.974783761947011,-0.961579037142461,-0.6961147653034104,2.506646515737559,-0.9232255563687041,1.601030096179709,2.0173611833082585,-0.932211222589159,-0.7873111385714522,-0.8106188339339894,0.6377092094516891,-0.8750152663761567,1.3782875123860274,-0.7342793123868319,1.9041420195149212,-0.4069285407665016,-0.9491408291003068,-0.7646216532787776
SIDM00267,0.923122102783114,-0.7424001770777968,0.6975820766201795,1.3446191605324926,-0.6898102416293561,-0.9079459761630183,-0.7345339498763492,2.6717574695202617,-0.8571265676240799,1.8316400541881623,2.0420325629349105,-0.8159608030236377,-0.8984559087017526,-0.8059805380383882,0.07736838541178091,-0.8612769559509447,0.7634770163476593,-0.8162996006268125,2.5140916531223905,-0.918604950428912,-0.8354050897890392,-0.7817760815217067
SIDM00100,0.8745581487606369,-0.8012535027250951,-0.42236370364498443,-0.21484135343624206,-0.8729586044287528,-0.9484705628922756,-0.7998651864329562,2.6892087195082524,-0.9383238297515091,2.07996729805135,1.5939809412622743,-0.7941113639328496,-0.9395540870548693,-0.8619553449893234,1.2385279934120004,-0.751292309030018,1.8189516713219918,-0.8050102847779124,1.9076864135831728,-0.006679308756096214,-0.8625910049788047,-0.7949568471467304
SIDM00826,0.3394592659285887,-0.8251237351936352,1.236653658704486,-0.05267868594757732,-0.616060473034302,-0.7388343733814603,-0.7063285239751131,2.711961848783215,-0.8113802995093956,2.533547450529215,1.7085934371663842,-0.8643806207440428,-0.9280351522938083,-0.7935813727967357,0.23207482133307603,-0.8219244591318465,1.3313194502661405,-0.7270182415492359,2.3020257251364336,-0.4670260982812573,-0.9105737617281177,-0.6875526892454685
SIDM00310,0.7936025820239239,-0.6311013353034216,-0.10574508389118921,0.8762042782212623,-0.8127516643766659,-0.9472240348699865,-0.7840670515502157,2.575515224854231,-0.7910444958464357,2.019581177139881,2.037446805000505,-0.8903465153861139,-0.9058123451274174,-0.8480997115373846,1.518707001757303,-0.799238389786564,1.7730925248130955,-0.7794441769042011,2.622440148207084,0.8257002039309119,-0.8874543305545605,-0.7547568100053654
SIDM00482,0.7069565602713631,-0.7104685144457021,1.6150039709172987,-0.7587271527647774,-0.6046931629937651,-0.8654032967553911,-0.7226867264169143,2.772273877616382,-0.6929097672836899,2.548036436038004,2.311522090023218,-0.8076377992508746,-0.9054898767653715,-0.7781443012224822,0.6604791077509847,-0.7333308104443083,1.7668377091812368,-0.6972628237347166,0.19301972298153838,-0.7873327295212218,-0.8316016628693798,-0.4107836074344517
SIDM01247,-0.7192980127011078,-0.7326600917974377,0.3565206595222071,-0.826742095365696,-0.7431608477712577,-0.8617203153738385,-0.6557993298485737,2.4866149373481314,-0.8573737975851649,1.9322638261334224,1.6538515961006863,-0.7940262773903006,-0.8885151224663576,-0.7403520152531805,1.1347625033936375,-0.792995281799721,1.596231181010641,-0.7444724990970778,-0.6035149905287679,-0.9215993803258082,-0.8030698101949915,-0.655035178471866
SIDM00817,0.7294493515851558,-0.7360645557208997,-0.07012198772201235,1.4945795322265891,-0.8069044208876861,-0.9224114899103254,-0.7793534063878788,2.737730040982664,-0.8096874196434837,2.232420672492237,2.5602296495432677,-0.9110620567048704,-0.3177499543573234,-0.7781954559506711,1.3313476794796677,-0.8220490487764779,1.2799109273741522,-0.7250889077390241,2.506087423450681,-0.7590990371853692,-0.8211259522464467,-0.8285410230484063
SIDM00448,1.5111359449450636,-0.689285097431634,1.0619288139358158,0.6195767611803689,-0.6608130948934171,-0.8396857177937398,-0.7721210598484892,2.9154504900616964,-0.7830201785281126,2.2001128316723113,1.8559907360400019,-0.6409726492532674,-0.8817051971648621,-0.631920236942545,0.7843473716625613,-0.8623873686997235,1.0576990647625826,-0.67335322781781,1.4841409784281312,-0.7556952503839381,-0.7042644100881845,-0.6613980276351946
SIDM00086,-0.012971204246173266,-0.7327621863440079,0.38654657742434373,0.6769691426002291,-0.8169291697687624,-0.9533415517403006,-0.7939114473194924,2.638200176283657,-0.8767243484153278,2.2058448917856586,2.2067269240191036,-0.9156609194492059,-0.6733242537761611,-0.8227482428187471,1.6841648354762018,-0.8895390342872856,1.861680511156629,-0.7103114272727382,2.1142827184568516,-0.8928139572788604,-0.7812817191389996,-0.837401551446456
SIDM00466,0.9129490605659497,-0.6547886063722742,0.24814877604445787,1.5850833962310453,-0.8721627522723105,-0.9514865925792887,-0.7273996991740089,2.757018180364273,-0.7720957711318978,2.5217361974744463,1.5701501955047952,-0.7813774465331512,-1.0059847592035824,-0.7981655156378992,0.36810869023180687,-0.8890546273761017,1.003777361651629,-0.7037885011655266,1.8940996818246671,-0.9211839972788335,-0.8711636780201713,-0.7326548160286934
SIDM01132,1.0487102037974465,-0.7867349800138774,-0.5685537878119811,-0.05513964283846213,-0.7206108893750921,-0.7239517307168861,-0.7726767307410478,2.82755067156583,-0.8426395621314924,1.960008064633296,1.956551401885576,-0.9311460364633635,-0.9859821384278468,-0.775949382421639,-0.1039353374542018,-0.8037092109677532,1.2841001093925948,-0.7250275311006613,1.2553359051394617,-0.8862868415435933,-0.8886199387277286,-0.730436613880637
SIDM00465,0.6164157563629623,-0.6087980400634803,0.7695308877032341,0.9674958459084725,-0.8333112871315771,-0.8817600234768862,-0.7889421976137414,2.4132398156364543,-0.7070069341321558,1.9082902935272146,2.3246474162266395,-0.9326022585298689,-0.9710037675859714,-0.7050961495042071,0.965021555180527,-0.8658536610942061,1.799033756201832,-0.5610167246082249,1.4959971823629694,-0.8679476990786407,-0.7232099076169537,-0.8580270000156527
SIDM00565,0.49089738436793734,-0.6576649246913251,0.06499403868800727,1.6217608691070315,-0.8789599263057392,-0.9173526233230682,-0.7660681695847908,2.740246752262693,-0.8980578842628901,2.4008117928010098,2.0527032756458223,-0.8640824404712821,-0.9063205050108524,-0.7387685124879096,0.2691562678386255,-0.8665841620714565,1.294256385233297,-0.6738248588830895,2.029373952118596,-0.8252200980893173,-0.8282300277123102,-0.7816337382111587
SIDM01092,0.18078245765357506,-0.643172277365157,0.8234449231922392,-0.8206654636256928,-0.6284807181101388,-0.918393917070127,-0.783312924188896,2.9013542243359076,-0.7569260141422742,2.487236443109524,2.1021155757085404,-0.8565105107031497,-0.9578820345881965,-0.7400919358665231,0.6663255721826153,-0.8005520538732209,1.8017120080819469,-0.9143760266550027,1.4209836389175612,-0.8731368225380248,-0.8317067729155349,-0.7097776800831788
SIDM00218,-0.16278781966279898,-0.6791686172176287,0.45756400752268556,-0.6926810947970657,-0.9370933139523554,-0.8446424105080405,-0.7870718882697827,2.5111967007276634,-0.8443032032436282,2.0952873119026627,2.1522621000934703,-0.7921908269616661,-0.8183458804199831,-0.6925776231433606,0.7404313720774325,-0.7323345936144809,0.8772668103511924,-0.7699486798613545,1.8569691106071329,-0.8299430288470232,-0.8253964223889023,-0.47637119063218
SIDM00044,0.4639527511221795,-0.7719851167639709,-0.20134076609055987,-0.7520601322300501,-0.8977986570904748,-0.8575029015434041,-0.8033910488458197,2.4903172570733125,-0.7743984070437143,2.118758445134431,2.0476778166090677,-0.8210397708760293,-0.8874401174801144,-0.7334471208352401,0.5866538942145522,-0.8335184017960074,1.37850268254087,-0.578990713365358,1.7819197504341235,-0.8257893526069326,-0.8795455004522801,-0.7504143638096035
SIDM00362,0.031324289975401334,-0.7005576752355215,-0.35199054174130473,-0.6843722103795576,-0.6644567625801295,-0.5592438793910856,-0.8055091320431721,2.8290167001080837,-0.7637050316364407,1.6754595553423786,1.781337603413572,-0.8550468143532942,-0.9123046898083458,-0.7307367797337531,0.8225568422995224,-0.782226536357235,1.8248233338666628,-0.8760711067430081,-0.24646407970759188,-0.9003237822774175,-0.8368736292593031,-0.6167214661943461
SIDM00813,-0.45321839891294086,-0.7554646793262166,1.4618763554836587,0.5843515033334845,-0.5452424840867245,-0.8311552138151888,-0.6671034136140078,2.874870024771452,-0.8501924850551316,2.563093545279859,1.671469192384161,-0.8348689229093651,-0.9104037111346924,-0.7995697277888743,1.1468625884124137,-0.7789946215555302,1.6923381417517012,-0.5665865222098372,2.0224441680930783,-0.728322722827495,-0.7176244975775046,-0.7351150825384577
SIDM00364,0.07366646281390497,-0.6484763052550944,0.8112352592476916,-0.7401162568516386,-0.4652380781760033,-0.9102831042129101,-0.826632179404175,2.728954578693184,-0.8646194908103473,2.069255030707286,2.1907235376700607,-0.6955289775492598,-0.9106428408853817,-0.6580491972914136,0.4154944175611925,-0.6719213375824445,1.5638597945069403,-0.6317625621745481,0.4602420264746637,-0.8339691617147229,-0.8202237204709684,-0.6209191640791152
SIDM00792,0.9520380130694867,-0.5997696545085329,1.3380667945724167,-0.8241839081807064,-0.6750692697452999,-0.8880913216557326,-0.3937238841060271,2.830772496937079,-0.024568640973745674,2.5900689214155643,1.0831659016401771,-0.6602915015777681,-0.9334703084229146,-0.7812219144840696,0.03019825276465315,-0.7009113872100184,1.1268550456743704,-0.8995367219341266,2.1803941838378305,-0.9792745348056373,-0.8197874542139753,-0.7034190910996951
SIDM00241,1.4579069449939992,-0.3138899884422434,0.5545409659467679,0.7587601648044133,-0.8265708601197624,-0.8871105737060838,-0.688016217262766,2.7952394132794702,-0.7886878511533328,1.9755346865671728,1.5576230788661223,-0.8549829162423723,-0.9599733198823497,-0.7451459302496202,-0.26298112779582106,-0.7941905943503514,1.5009882829025327,-0.7238040304949334,1.6084374353756206,-0.6959654267259844,-0.8247862866110452,-0.8434749760708313
SIDM00091,0.5826645391016458,-0.7030268224308714,0.26595226170665687,0.13102223061921262,-0.8969192981744853,-0.8444680373536497,-0.853477732814757,2.948921602814012,-0.8558412682079519,2.630672000699392,1.5606858960923666,-0.7926001612687128,-0.5655046634973174,-0.8548438816269882,0.7974934588671366,-0.8107515069471568,1.401182310497263,-0.7023925774163159,2.419336637711342,-0.8081504492299222,-0.8929511504655793,-0.8061061167091919
SIDM00427,0.45219496560480343,-0.6813815759698439,0.7758482319511429,-0.7830862936223991,-0.7155601182449611,-0.8776099188304762,-0.8145150449756124,2.4760038745337463,-0.8664279077602631,2.9035708011021013,2.1364705134347193,-0.8826571269852013,-0.9650489594206112,-0.7536703567325215,0.5030612880371075,-0.566532616654189,1.9366411826302625,-0.7137923248029504,0.2509318292885796,-0.8500578463286788,-0.8573510343069766,-0.7892953670997856
SIDM00758,1.0486253268395949,-0.682676355409844,1.171512742980856,1.3163944831711736,-0.8246556393028457,-0.8754913369039686,-0.7003179103483854,2.338671199390886,-0.8643966272335449,1.9521250586811627,2.53452549271662,-0.8762061781745266,-0.7212135786744388,-0.7492827123876583,0.3900048811581237,-0.7409073140357696,1.4652646810900878,-0.7743929861103543,2.649495304653152,-0.7629219882566654,-0.8214564841006865,-0.8131465876289934
SIDM00612,0.20126188382560642,-0.744674761026833,-0.351774575002708,-0.7409553373460015,-0.8217393804243693,-0.9344627322845882,-0.7925032003874946,2.5275369685469418,-0.8121326232080721,2.9560423168999566,1.7526738462504607,-0.8610377282131068,-0.09282786663089541,-0.7713075593587015,0.8472272088529592,-0.736850456278772,1.8667692753513474,-0.8506542167428395,0.8395791434345646,-0.7638694960554351,-0.853558311428444,-0.6867547675259805
SIDM00553,1.3231471462449007,-0.7373995562288549,0.22410783663464523,1.357388461670078,-0.6280255564427626,-0.8648088870573782,-0.7520415604396836,2.791409398009144,-0.7413603419905086,2.3467151531856887,2.2404593377619113,-0.808619274654208,-0.9387875710674036,-0.6571437783822925,0.6072548720678379,-0.7541566120799644,1.7787805492546176,-0.7227991643057411,-0.623381271162382,-0.8443512226346613,-0.8516028783978594,-0.6248565514310538
SIDM00343,0.18623480885288243,-0.7830124090088165,-0.09483228217782785,-0.8220744060795705,-0.8232301397918953,-0.4659827087583175,-0.8609379678911273,2.4780017974401747,-0.8320018318808164,2.4125482831569753,2.066585182855335,-0.9102670908357915,-0.9525761083704569,-0.8061819624870775,0.6107155117171378,-0.8559407956057175,1.2485098871530347,-0.8838546054486236,1.2163889183491092,-0.814908424198996,-0.9316287936930967,-0.7831317820917657
SIDM00543,0.19279743719051737,-0.5101267774098971,0.5965830017179738,-0.7822677574531318,-0.8058517528659046,-0.8737985856812298,-0.8390517250881111,3.083292369517789,-0.8175361995287468,3.2167486467268405,2.2730409039927824,-0.832293199923103,-0.8994578237431299,-0.7915200740800392,0.4503919951079657,-0.8589825867872662,1.7918831347796687,-0.3015650597210723,0.05132272348517801,-0.8339612972215831,-0.9007302361297048,-0.6851775115263011
SIDM00537,1.4168873957115713,-0.7636555225994657,0.9651481914017569,-0.33074496377449736,-0.8219447861234935,0.653023394923291,-0.5846152778306657,2.641909856713858,-0.6221251539490966,3.0397582295743413,1.9613847152186707,-0.9334574443165281,-0.9758369955962308,-0.814875812397751,0.12970819207500217,-0.8760228848879815,1.878135679180802,-0.7612073527913025,2.743551007467016,0.45204199021457814,-0.9061078984555665,-0.7121737762030536
SIDM00332,0.6598649091083504,-0.5247068980822912,0.329980270991949,-0.5143646880009285,-0.8408421864059524,-0.8929459299041658,-0.5922393538763612,2.572841024427117,-0.8952693680803717,2.12514528995907,2.2962503635885776,-0.9172925036647169,-0.9997180682371446,-0.8045476566293969,0.021893271313549116,-0.8893573179210689,1.5517264678884266,-0.7504430988090351,0.6670268751644525,-0.8654956815287671,-0.9220242938293365,-0.8887311971158928
SIDM00299,0.15151913809519182,-0.7673626351887929,0.3616795868077528,-0.7297621244691402,-0.8775392193735887,-0.9216916761502608,-0.7746314782576335,2.582615399691534,-0.8979403476323229,1.4214026414980152,2.165174348551666,-0.8898066154589135,-0.795448074799369,-0.8313197472066721,1.169693080489413,-0.8929110335771193,1.5177331870547217,-0.669521388749201,1.181804650130992,-0.7563870952762429,-0.8964347858891002,-0.7761495026829642
