,RPE,RPIA,PGM2,PGLS,PRPS2,FBP2,PFKM,PFKL,TALDO1,TKT,FBP1,TKTL2,PGD,RBKS,ALDOA,ALDOB,H6PD,PRPS1L1,PRPS1,DERA,G6PD,PGM1,TKTL1,PFKP,GPI
SIDM00098,1.301185810837635,1.6240889355730779,1.3650000773462838,2.110930943907247,1.7028923018244335,-0.5491344210557088,1.9038922328314116,-0.09256179742015178,2.840011826100435,2.1685624707400217,-0.5143081997012604,-0.9878632022853798,2.22400061314479,-0.2697207482068009,3.1593001347595737,-0.7740918155786727,-0.026576035097351205,-0.8189123769392385,2.3733509004493714,1.9752644650671627,0.778898187799169,-0.4268480196812567,-0.7664266933176732,1.9512432834960687,1.8585216120094392
SIDM00225,1.043082752920426,1.6309881183916932,0.9747886214378727,1.8061635061245818,1.7607908824576595,-0.5863316935986883,1.858800916376328,0.10775843446075228,2.7125383529710243,2.1085293266142755,-0.5379953168346916,-0.873257168307858,1.8659210480135533,-0.6623607376103698,3.2343841054981857,-0.8122846914724916,0.12312497277256516,-0.8769067835621368,1.8925330028546756,2.065505216625853,0.6847931671361955,1.6775446520074848,-0.8135861243489927,2.247508176110793,2.602764310880998
SIDM00846,1.1658440577466977,1.1353551525308065,0.653975177896084,1.382134003195308,1.6137683850896498,-0.7397025882797652,2.2758422075425986,-0.19201737575732344,2.661658134584596,2.439859348572981,-0.41049676147644404,-0.9023990532933716,2.324337425881186,-0.5535354288814716,3.214195941463091,-0.7564075032126604,-0.29158095568261155,-0.9428281767931458,2.4402525697931106,1.7722074322996408,0.772082945731431,1.9498302457093968,-0.7862221760283891,2.0579188457993114,2.328315733805328
SIDM00291,1.2264637551084632,1.7292309348222465,0.7769333223475203,1.798784110932932,1.720246209282067,-0.5388878992075701,2.615129452800504,-0.3158030275924465,2.652790193746661,2.495779108075444,-0.7376652886525512,-0.9549820309384982,1.8117085964755542,-0.6186129567753106,3.5287707998496263,-0.6900650694088291,0.34765812310732425,-0.9010374695666992,1.70321548235882,1.87674017890751,1.2330287259046622,2.2088406727408034,0.7053024463005915,2.345812466203417,2.5800317818379246
SIDM00520,0.9973294374698495,1.1974601428092868,1.1136493055786236,2.146348695283716,1.4583715165611526,-0.8713157105806956,1.9505976285520883,0.20346434002916391,2.5592821361278135,1.7766515229218047,-0.37064631178192714,-0.9219118130377149,0.8781132816959134,-0.6915860081272942,3.114779265805934,-0.7974650604089774,-0.1435874167344724,-0.9661814773940327,2.615664287327232,1.6494874247993443,0.37397738660122354,1.8359106421453455,-0.8589045849779167,2.1486394094900656,1.9568600705983685
SIDM00003,1.224468386233222,1.5413417568699013,0.8727816060899486,1.9115681597861927,1.7555389982901568,-0.703944442824712,2.3081438538396863,0.05067877092761313,2.8751913995627363,1.8088266120216303,-0.6373222508243188,-0.908075263509895,1.6941987800153526,-0.7495015038674984,3.25956592281469,-0.8078131937102896,-0.32514634580586355,-0.8962816595171259,2.3004920105365656,2.173431838503466,0.20487236096778685,2.0960993182122123,-0.7811540227019762,2.4606372198594895,2.6438261128920453
SIDM00136,1.0271844098046052,1.8556017498231008,0.6018498113383849,2.0699471477038425,0.405539136063244,-0.8620001009650681,1.731604890737961,-0.04384513509593118,2.928227995086247,1.7871775914917614,1.8862960693721422,-0.9302814521959372,1.6514116358951132,-0.6830304161312547,3.4164861832996363,-0.7683624145980805,-0.2037900184617307,-0.9421809038075433,1.4900200470088925,1.6186884955718317,0.3113480821394055,1.4901128663974592,-0.8329106993687584,2.3561380498619178,2.488537544544991
SIDM01155,1.0548911836401182,1.583605531502842,0.8259365342683678,1.6891119176221514,1.7705100707153782,-0.7150639949380342,1.8924158332815073,0.02025045293513101,2.6748779737340813,1.9514074694648305,-0.5345612841248707,-0.9815690676218416,1.8717002901368454,-0.10963615288149088,3.3425646063351153,-0.8894856131679807,0.01183957240118239,-0.9641250955359687,2.2705919771288556,1.9774494681927999,0.9241968641146973,1.6117883321284514,-0.9245579072639574,2.2814997862024633,1.809209690270088
SIDM00224,1.2562136892142481,1.6642313537925324,0.5628348940353274,2.5777028266112008,1.746603279284564,-0.8204218230249208,1.7894071285639213,0.005236836940713919,2.295121870145641,1.5382428896927942,-0.6682876070999881,-0.9123943883852058,0.9110716927075849,-0.6505317044533488,2.860411849208514,-0.8568721555693752,-0.2603033745315747,-0.8883101707331946,3.2126045116965716,1.1981448516726358,-0.34284532452120314,-0.03245421891930066,-0.8960886200501081,1.905294147704257,2.2245512516315182
SIDM00783,1.181810126922999,1.9037446109333784,0.8603611739584794,1.4463584108037686,1.5188143431121586,-0.6793854058312411,2.1461996164401174,-0.2774731833756379,2.5074744476074087,1.670224089801961,-0.7377130665326355,-0.9347724396510446,1.5642652934262877,-0.5128518835473969,2.8055830440846923,-0.8163180488576139,-0.07072421105406845,-0.9183958825764962,1.9196297188326723,1.3986860875368563,-0.03840849223539752,1.38786142991932,-0.8265808727061956,2.1449646321611433,1.9861863669397262
SIDM00490,0.8124677299460628,1.2528347155651365,0.5132467919925465,2.3317102574710558,1.6768924845767477,-0.8447277474458721,1.604669311120676,-0.26758326918836484,2.8561891318162664,1.910937737412804,-0.7261095264470219,-0.938517751123191,1.412093406784547,-0.024805932927663924,3.201936793988644,-0.8506596061476113,0.1140087705930449,-0.8303326317623715,2.072177589395914,1.7282161567063277,0.5064684145688163,1.9577516926724126,-0.8737541462343529,1.7648949380039118,1.9919007659171517
SIDM01090,0.8118395910909415,1.8373386251464043,0.930801690545449,1.9051363097338343,1.964580498015346,-0.8732325765337229,2.5586940903125224,-0.1670915722726868,2.459084440570179,1.5514493841607753,-0.6993950806747063,-0.9338500022119529,1.6145325001353263,-0.5494635002457988,3.068542380535033,-0.8189007551299832,-0.18199334902815154,-0.9420740673162922,1.7640585120027288,1.479051035924753,-0.4174897177692323,1.0484649479156634,-0.8234873895732057,1.7919922226847842,2.3425555422155857
SIDM00394,0.6198743519023874,0.9473810206197045,0.5586256330032016,1.8242336946187587,1.8581922324276272,-0.6428840885704721,1.1979993819736012,-0.1957427300211795,2.408999245326494,1.88819112126383,1.4658244790058261,-0.8493998283878973,1.7367383676539812,0.4010947468130251,2.8651552217947436,-0.8725730971716446,0.312292265034394,-0.9795939136131205,2.045878641584993,1.6900725863059038,-0.18434227723475513,1.6920595559289884,-0.8446717976222451,2.213930892830444,2.25562248008454
SIDM00538,0.4530365205156446,1.1809967732206934,0.3951323809302729,1.8590293895201886,1.1247403256710127,-0.7652137314417184,1.9112700842000192,-0.2783505596821442,2.581012263182402,2.0982513498751953,-0.49856183379805036,-1.0161904273158067,1.5784333500917662,-0.02869766693232323,3.6962342637098193,-0.8020159780641817,-0.37119860871328664,-0.9805114301453369,1.9304975521155874,1.2713991830665807,0.15305076935875986,1.6148102063491638,-0.7703446702293725,2.527088489134918,2.7493524229026574
SIDM01140,1.0442198586692555,1.443033886819515,0.5771695248337309,1.7970822048060544,0.9088589117622851,-0.7828608704154667,2.0220109019290486,-0.015794483113276643,2.6703072298418853,2.5099062069235685,-0.5163008204305233,-0.9235980434248713,2.1833557056865076,-0.3143918003664376,3.062357693065706,-0.7971606856941481,-0.3450423399449505,-0.9001018046692192,2.4756687086785867,1.8420532817680877,-0.07544036750984225,1.7827342030057385,-0.8883950359696848,1.7379157810014076,1.7480266841731555
SIDM00101,1.013335664824284,1.2234977465009955,1.4314258151215609,1.6312635699540008,1.9000364121725266,-0.8050936382346259,2.1127864797547757,0.09221252860135029,2.969877757331565,2.267927313059473,-0.6444879461477592,-0.9590937981888161,1.8420050584335823,-0.4919568109218361,3.0241009568317736,-0.8981236800290877,-0.013009374399036062,-0.946186419485823,2.620997367425348,1.9367457532237782,0.3241571598093325,1.7428617288865762,-0.8812440164871095,2.179496706279002,2.0666194599090724
SIDM00114,0.9307803614311416,1.1648675793016925,0.8461204305942992,1.7658991924087124,1.3269173201206637,-0.7362599283580765,1.2611826777398172,-0.3811906789807983,2.724375422396561,1.6053232236753268,1.3657326935206549,-0.9705240522133038,1.911514525563052,0.6985304422233047,2.9140533562529405,-0.8897326603777495,-0.12504351612370113,-0.957500028815574,1.1579470474160156,2.1900604311856213,0.17737001518845857,1.8346635890718708,-0.8080145714634398,1.1925595333501764,1.9093558156274122
SIDM00102,1.0872820621340504,1.561569784808329,1.0943092502695828,2.239968372472422,0.9802485530248201,-0.7137393820344151,2.3008059027656906,-0.27719262152118274,2.7538981804862286,1.9512508671371858,-0.7922406079737544,-0.952243073694286,2.019597883750902,-0.1661320147219976,3.2530883492397233,-0.8598364304041148,0.15789619863020588,-0.9683597519714869,1.7850931375701768,1.4073984903394186,0.9784422349903564,1.0872015975983857,-0.7467109684412854,2.327506265449802,1.9261294338204522
SIDM01122,1.0215443418129078,1.674382846170115,0.3688558468817753,1.8888388581388813,1.199005475937811,-0.8256368947147382,2.0155523108098525,-0.10464208337791643,2.5800586720110488,1.4016068605920482,-0.6313082078374587,-0.8969894993140652,1.4825242865068817,-0.6847179343035478,2.6572216359930505,-0.881063179482802,0.1101892405661703,-0.8869455258621284,2.2529111167486486,1.5757572869051442,0.16732651884214622,1.4052018312423242,-0.883851560566442,1.3324602154772922,2.0693848270199173
SIDM00261,0.6186209428841779,1.5578263373792671,0.41320529335669204,1.1188067896498806,0.494184262290968,-0.8563784920539965,2.500549584729601,-0.39846265406770925,1.9815709391107164,0.5021292671648214,-0.7379883744205074,-0.8476186043525175,1.7928173097986848,-0.68651107071619,2.6262545784302938,-0.9221698506217074,-0.22468117801590767,-0.7210202074596542,1.5529213187894846,1.7568380375496868,-0.38167776696355415,1.1237839346916467,-0.6937544712428964,1.0533476964987176,1.8808944090550164
SIDM00154,1.1157293378961133,1.2891636499885515,0.48941992349487806,2.0764094148379497,1.4784839744742968,-0.795559923626041,1.532464930551091,0.037899653319968404,2.3645486673335276,1.4197871187232345,-0.16571943592294294,-0.9493081406227489,1.2384783874546923,-0.23543146201018225,3.0070729888933636,-0.8548901180716483,-0.10031838086904925,-0.9294113545234781,1.5137886256375304,1.700210381541959,0.3392038913107771,1.1418929231785404,-0.8039079078887378,1.9400461230353532,1.8045438894302874
SIDM00104,0.5224357152738646,1.4657091169422671,0.9420360810691328,2.3819862190761607,1.6620435914134075,-0.7619692261014168,2.0677747612852655,-0.18988286498389956,2.6246021783334452,1.5126165685083026,-0.7538050463891909,-0.9012270833556386,0.9383920284526225,-0.49451065732852556,2.9668074250002316,-0.8382209909307486,0.6789150708462823,-0.9020771524822908,2.009873794464833,1.4691455728683052,0.315163906776103,1.58434390935548,-0.8762707399473948,2.079750045485619,2.047073636057077
SIDM00267,1.3225605580177267,1.785375319916636,0.7229913725312997,1.8032127559989952,1.6832128122115446,-0.7691501765390645,1.949348978152546,-0.22630515156280037,3.2241423504377322,2.4638325901878737,-0.520551018357511,-0.9740073350227592,2.9731314735525762,-0.152309320286211,2.8390488512355008,-0.7669763770864673,-0.2084907257551346,-0.9108086934941456,1.8303731931675202,1.2908325493379214,1.482777617487768,0.1077288047357541,-0.8312650262010693,2.1167023856974594,2.305193097375283
SIDM00100,1.031200271866461,1.3474446998937726,1.0541193952178236,1.8321389489103468,1.731868222226937,-0.7465879414063793,1.6222474071494077,0.45480964215205605,2.732353654066132,1.6009414997558864,-0.594667128678671,-0.8973283903849428,1.5439506158420437,-0.48687020963455374,3.537678173886179,-0.8937907091168045,0.010125665705954204,-0.8539785523972832,2.4522256510218963,1.632411806340424,1.1340509981685842,0.8171135045514237,-0.8920875234912425,1.746821866714567,2.4534669583352264
SIDM00826,0.5380266561483774,1.3511179614112825,0.7101810217176356,2.0143648196286774,1.1598038216915822,-0.8091865210242954,1.2251240996531862,-0.4590001879715757,2.78041081580927,1.5748712198869341,0.926682503242329,-0.9454046315292595,2.026418359876701,0.07469634919373491,2.960020522929441,-0.7567044879873788,0.4406948737917213,-0.9170157407378132,1.6513189271581747,1.9133499934652374,0.07754941849548845,0.7883375743665285,-0.8844732877130759,1.905873100844687,1.921517911964499
SIDM00310,1.1450116139371591,1.8100794174558303,0.48208972613798007,1.6835124537877109,1.5982221508551913,-0.7336327414111029,1.8524579136677974,-0.22757836670269732,2.9012989821856237,1.958854491274828,-0.5181277399361077,-0.8985202628366117,2.3949856008715065,-0.28981051851317197,3.3867703240374105,-0.8598234503880361,0.09625556415326884,-0.9173752234201581,2.544758068262978,1.7891454841384298,1.1587928804771863,1.8584847469349854,-0.8764653874872849,2.5480183176200812,2.4766068266930787
SIDM00482,1.3325742552081126,2.0151862438620567,0.9818203417664499,1.5465912554784353,1.7459225120170927,-0.8020391627983477,1.9297409603866527,-0.13484338250534858,2.6385447998996026,1.558569298163679,-0.6721189856392087,-0.8957028812541992,1.9337275834592444,-0.54712839936547,3.0013741310491078,-0.7491370849409916,-0.018928928735997455,-0.8535734830866224,2.461509476560706,1.5661561990351378,-0.3688786652779189,1.5288046880014308,-0.783701741605789,1.8191191878602455,2.296840811016947
SIDM01247,0.8879993395433354,2.5848451444071245,0.9883295197587383,1.410537685247616,1.1961808849518456,-0.6638311275658412,2.2208960117245296,-0.5250255829088366,2.4953566560304172,1.2730854462135948,-0.598624470657861,-0.8376865481837203,1.2538664829061084,-0.30711394987714347,2.2871611877824423,-0.7581763760209824,-0.21862453517846533,-0.8400587890105667,2.365431793962167,2.1076495500685346,-0.6015985984601817,1.3086320670165024,-0.6416590658238865,1.4138710300593402,1.2481764488515525
SIDM00817,1.0115692844812656,1.7211391542352428,0.7042575523887283,1.7998215973542395,1.9160345575680822,-0.7308712993106125,1.7882804608779346,-0.007862424245424727,2.757702608989455,1.506967602273179,-0.5755074397710831,-0.9841144422236827,1.1257721575612816,0.6969112158165055,3.272140341573008,-0.8634177400479858,-0.19786065503610784,-0.7782146484218714,2.978502753222049,2.739897337272599,-0.010704216658125409,1.5796332336561707,-0.8387617830400655,3.022820904755011,2.179072178244798
SIDM00448,0.5576942137821167,2.130829682364749,0.589559672574316,1.7998933859537318,1.9956499708158906,-0.6628477040606268,0.977997074660826,-0.5179570504938624,2.623012969706943,1.7112562840984584,-0.6233235243368154,-0.8821897357054599,1.9541763825055811,-0.5322511953341171,2.9500136187832555,-0.8128990494230316,-0.10316292725824554,-0.841109774297867,2.2889634957681966,1.8606761946876498,-0.3462037644119421,1.0608610045847693,-0.7532677989370714,1.3716159171834716,2.1572490646788576
SIDM00086,1.375560995818357,1.4994735307569143,0.7499166146094086,1.9056421376971957,1.453701555261082,-0.7252691009926024,1.6074639816984766,-0.20441983801429575,2.824793719585242,1.7786081817928086,-0.6783890294579498,-0.9674286510156084,1.5077774949949136,-0.0677267698838685,3.0693675872569286,-0.806632005297175,-0.057387609070668075,-1.0139606206829237,2.1829769695551935,1.6790746835965338,-0.3216505633905937,2.121833623521043,-0.6806793527318769,2.804612784717701,2.369421481134735
SIDM00466,1.2282236786318566,1.5862150589907678,1.0119299533457604,1.7499605110531378,1.3975326256762892,-0.9248904367101113,2.1251213208461124,-0.21721355476527338,2.6359122917989444,1.3342091558099805,1.5969578592155629,-0.9970104684709242,1.5327852735601646,0.45074601494009586,3.0093161308817393,-0.9043262101104206,0.149567043837371,-0.9652386439691103,1.548358332568506,1.1547892714015144,-0.5512468731304786,2.2826732056442833,-0.8628344848633059,2.577042734059051,1.775262954914001
SIDM01132,0.7099552509555556,1.5024859877974062,0.7715275426465311,1.97403312015056,0.8515976885799951,-0.7469985551702015,2.296480794039844,0.2233008416067829,2.8377521074129817,1.8293656277425687,-0.7795416608450902,-0.9638640267046805,1.6018760965723724,-0.5769098577127395,2.769036560599143,-0.8283268010098623,-0.04744715497653649,-0.9070742117071684,2.3204278263062528,1.252434600782935,-0.1569181504540313,-0.12955062703828177,-0.7280042182304614,2.2509963226771013,2.2309831796855137
SIDM00465,1.1036580582864706,1.9237803790923487,0.943844622719919,1.765721557289597,1.5390487919601807,-0.7817061236486857,-0.49066367177281733,-0.5092656372057343,2.891072686874013,2.507917730829271,-0.7376923699195477,-0.9206646938439491,2.0322512440317464,-0.09777862179801682,2.8618235059908277,-0.8900249517175864,0.16935223753637,-0.8804370753657927,1.3781004897773048,2.0334594829660078,-0.2885615381530097,-0.4246993359955913,-0.7606548966938501,2.080461432352832,2.055520049543562
SIDM00565,0.855332599791449,1.6693037494947576,1.013786588224337,1.7012758075191392,1.8824214251958111,-0.8376224148724037,1.6062596228509574,-0.3053595561774209,2.735983873365587,1.9589043943470812,-0.675051207952662,-0.9834638972999049,1.5636365962375505,-0.32737265476142996,2.863266537846202,-0.9336614221695229,-0.2200653451962508,-0.8796267544250744,2.1939254031299464,2.088879375606306,0.47650703751535334,1.7666913087664797,-0.7925362431206465,2.7090382768002104,2.1824837290165515
SIDM01092,0.7783524520370833,2.0224393681424417,0.7512083715435987,2.0133735259374452,1.5128975417303725,-0.7243153922056995,2.4160300358920557,0.0017981750341840908,2.6642918953476418,1.6004507939513886,-0.8623040534935077,-0.9493938533738241,1.8114223568083139,-0.8207063600833971,3.043604244886226,-0.8666248312171682,-0.0999499631307835,-0.9768552252704571,2.283818440127068,1.6652479115502146,-0.3231459537553429,1.3664512677781093,-0.5659655171963716,1.9720173791678597,2.210432266646247
SIDM00218,0.221616978348196,1.3834689973312333,0.8553016212097034,1.8948968608005903,1.8861452026111614,-0.803858549217161,1.6676977815003555,0.14260960943301898,2.6053899473661564,2.052746944076795,-0.7445157537923304,-0.8965227290101343,1.3954379713602614,-0.5176840003110167,3.257137725442989,-0.8855141638874667,-0.46062835308763395,-0.7879127126477256,2.9824067958787883,1.4706296007048174,0.0714842750713527,1.9217810908067312,-0.7482166097427108,2.7778728788004035,2.2373330890994136
SIDM00044,0.8193771655451937,1.672256537294716,0.706697244439749,1.6415832602667841,1.6432289642447948,-0.769890916308705,2.3493249415021116,-0.1224417384929526,3.08737717053705,2.096637185903077,-0.6075481888935588,-0.9849189010494018,2.2840821516640926,-0.8051965379002516,3.524322701902951,-0.8279802556951547,-0.08924533744603634,-0.8656692535553789,3.32747166614359,2.083494297376371,0.977646533938134,1.7127972744813504,-0.6365327798070571,2.317705759347399,2.437521162362437
SIDM00362,0.9304977343460527,2.529404628010917,1.3095760234046019,1.8179786751992946,1.8724347756864115,-0.6710873714924349,1.8746992007214986,-0.4147318232846538,2.585310594743365,1.7700570589215043,2.149168310848442,-0.9322326179659481,1.5445477842345858,-0.6241229297162002,2.7209004125996885,-0.7390746869895934,-0.3299278511307054,-0.8923135812471631,2.47286116101935,1.5383733561941026,-0.4428068136567786,1.09801169486284,-0.7365225015763861,1.7242405084738803,1.9268988862005534
SIDM00813,0.6394508728270852,1.9535676033026275,0.5822856630932263,1.5902616920394566,1.2614614701026448,-0.8052586744325428,1.9581034817155822,-0.2358506334299752,2.741995991114501,1.2637040884164865,-0.5289790832295432,-0.9289581073961232,1.5423654304101748,-0.5308970755507157,2.8223162039865337,-0.859225549271322,0.19591101857530904,-0.9434054318068148,2.0483584813212086,1.7451294879419121,-0.5818722042887219,1.0029965200525626,-0.7999016481077301,1.8783567348733463,1.579949709371637
SIDM00364,0.9682255414069187,1.7558567697906453,1.0344374356687844,1.0917517085778747,1.4881476201179393,-0.7345015966822237,1.7036124386825826,-0.2427840236762575,2.616082358812944,1.2161923760286026,-0.3771556152166498,-0.9085593867686195,1.717763772986503,-0.6842695725384504,2.5302318510453143,-0.7792859773812294,-0.3136822998821303,-1.0194552581362524,2.28181291616814,1.340646142970008,-0.4534841681771706,1.2004649026172547,-0.6742804344105342,1.990977700880163,1.3887551099272994
SIDM00792,0.9089938139343021,1.3857897167324247,0.5181194970193063,1.781764176434897,1.4747184400792432,-0.7546367120440645,1.587716244299215,-0.14150254299307413,3.0230413301187564,2.119287790487881,-0.6953275475030833,-0.9176956753240554,2.4744554550763422,-0.5328631894865309,3.296779494367118,-0.8747232837331914,-0.26652877964403116,-0.9652225245403987,1.8857888055215182,1.958014808366608,0.33634422615108817,1.5608002841990538,-0.6146274528786778,2.191573775160235,1.6160415588059758
SIDM00241,0.8704930604264643,1.4886246818045175,0.7888487445964218,1.6707037270894285,1.4946377074407333,-0.8250121099645324,1.389737232700426,0.35077145904995854,2.370912781771677,1.6205887396336438,-0.03931424478906773,-0.9809573203518634,1.8667444493301075,-0.49411913009768965,2.876051894218106,-0.8810742374947439,-0.282058800620421,-0.9475017040293305,2.0778320009531446,1.9678188406193495,-0.07953891379623386,1.3273880283289132,-0.841511657452061,0.7076363868613463,2.069322643540692
SIDM00091,1.3573741343150911,1.547604553152057,0.3218637847104212,1.9922700512926088,1.2738728397617602,-0.6958956931297868,1.595076981270196,-0.3417766238153219,2.7624312799981374,1.9404974969961453,-0.4437325103784079,-0.9402772409204961,1.4496165064185003,0.12045089821009433,3.117596653253752,-0.8517429146030948,0.16633470815999937,-0.9741254611608273,1.8634439946483006,1.4797190921268977,-0.01708363176057585,1.312020320526712,-0.8766494354166956,2.0607377636687905,1.6260706583321765
SIDM00427,1.109150566845592,1.9406275453073736,0.7681272460495319,1.73458602474332,1.0018543710957497,-0.7857170597873137,2.52475778544884,-0.08203063612343611,2.0101465249615105,1.0131715694981571,-0.8243571533599492,-0.9303839894532063,1.4137953588887686,-0.6478286746028284,2.9546085830641626,-0.8901037135655316,0.03876665919464447,-0.7761332603392449,2.1005887722430536,2.2019869246797485,-0.2998342753693145,1.9530595159216715,-0.7529368682256438,2.368342137587193,2.7405513334375184
SIDM00758,0.7464091874514027,1.34770992690935,1.358435532051842,2.036229155939063,1.1292909866327865,-0.7329714233179107,1.0301353794171613,-0.2906731202442682,2.6621435277181873,1.5194381887373507,1.2547611914735743,-0.9402421109371316,1.913657601746115,-0.25840499835828995,3.1689730874433732,-0.8865358264048353,-0.2081132046429182,-0.87748188391277,2.613115024076352,1.7960652409094802,-0.331795463011031,2.0289456101537677,-0.8084297110788158,1.1398856707535905,1.8691489100457626
SIDM00612,0.9538885584385609,1.4616387640180373,1.12534028214833,1.8366219936870156,1.5036381895951743,-0.832606993159613,1.8259070679272043,0.10776858403372547,2.6655450371107885,2.0089610118071204,-0.7263902820074338,-0.9511106791875057,1.9348803680014963,-0.5535258413463148,3.4576778811066915,-0.9271735671353679,0.05328204119484446,-0.9860563553509297,1.8007171761697816,1.6400348670369906,0.6100616308307035,2.0865338945268728,-0.8251728238256187,2.228232205190783,2.355203180387424
SIDM00553,1.2219616803421296,2.4146902293865162,1.4885875924016838,1.9883183826005832,1.7937703400398004,-0.7779493579507651,1.1369353432641103,-0.05577376852105598,3.008680841346744,2.2218164292018314,1.0799525829076377,-0.9167581283009019,1.967826867277163,-0.4059854628447482,3.272293314921117,-0.844367638318654,-0.20700867568046594,-0.847165292156279,2.2209658912994485,1.8818226061910313,0.23219544992770755,1.7693416388469116,-0.8133961774630588,1.9339680476265304,2.717463737371758
