,JUN,HLA-DOA,HLA-DOB,PRKCB,STAT1,ELK1,TNF,ITGAM,ITGA4,MYD88,HLA-DMB,PTPN6,IRAK4,IL12B,MAPK11,NCF4,NCF2,PTGS2,MAPK13,IL12A,NOS2,MAP3K7,IL1A,JAK1,JAK2,ITGB1,ITGB2,CR1,MAPK3,NFKB1,FCGR2A,IL10,NFKBIB,NFKBIA,FCGR3A,MARCKSL1,MAPK1,HLA-DRB5,MAPK14,MAPK12,RELA,IFNGR2,TRAF6,TGFB2,TGFB1,IFNG,IFNGR1,TAB2,IL1B,IRAK1,TGFB3,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,C3,TLR4,TAB1,IL4,TLR2,FOS,CYBA,HLA-DRB1,HLA-DRA
SIDM00098,1.2478347730764152,-0.827024979593289,-0.8905966486861764,-0.7593485237630189,0.8578820871556677,-0.7239337061079624,-0.7417031340419986,-0.9260563518272054,-0.8502520748864881,-0.4760430532163269,-0.5865601925332562,-0.4351175541782121,-0.23896857653717007,-0.9346533211841874,-0.4756331899181543,-0.8847897029327508,-0.3138854520921265,-0.9921808357743194,-0.7276997760261817,-0.535426175123109,-0.6014339784605665,1.8655916386926168,-0.44532075581519864,1.7151545679139821,-0.5308086603190902,1.7165462482522176,0.3358450203444159,-0.8298221496597096,0.3043844854751119,1.667558669147865,-0.5941716038912054,-0.7903674943226788,-0.343991598848379,1.6483030747016976,-1.003177835929941,1.9157588528774432,0.45912016079758144,-0.9467289163968523,0.44456538250407784,0.6589636762154816,0.0014760021020436098,1.7266192001244236,-0.3630652246062885,-0.6122940289560574,-0.47798367211570103,-0.8597500575831376,1.6212122822772561,0.6532613024524458,-0.2949271667159454,2.0189370098325563,-0.8756498891937804,-0.6630284236791765,-0.7731565727264909,-0.6996106600512483,-0.7867141125858624,-0.7659517783804939,0.06187135648827302,-0.7885863114399829,-0.7560430815662785,-0.8836438598625841,-0.6115353558700835,-0.5174839102209091,2.7571843835403915,-0.3787225790915622,-0.7401867983396774
SIDM00225,0.956438435886581,-0.8573120958481689,-0.896975281051048,-0.8488476625423591,0.590325343478885,-0.5536207428759855,-0.7278087225899333,-0.9424721287341399,0.2560978858183222,-0.4941528899732593,-0.5133053817272143,-0.5892272292697184,-0.14789096649993036,-0.9063500708001205,-0.7125686719868626,-1.0402439770754517,-0.7518354477975282,0.3905156611925263,-0.6833342933099839,-0.6721272957581229,-0.7371005217470654,1.2650343747199717,0.5838233888931501,1.936729773856385,-0.3735229033919227,1.995283796353138,-0.7819551349946231,-0.8816927841732748,0.42574360123698995,1.7580437662183515,0.9458839029925165,-0.7872423614524849,-0.007243225693788317,1.0190711677538387,-1.0030502760022653,2.9280432940517103,0.5101479725257008,-0.8878933160869023,0.25589958892890957,-0.2815708130608741,-0.22703218927617674,1.8542414879090994,-0.4897567884216213,-0.35298380977873706,-0.2106236082987661,-0.9963200476749559,1.050713409034883,0.23196136934534228,0.6412069430160405,1.9313826647071615,-0.8838031478883682,-0.5605064293166352,-0.6437245519187396,-0.785122849708839,-0.7963305575890531,-0.7700768941691026,-0.8609513555800429,-0.03867028740740652,-0.607362158175031,-0.9399443161763985,-0.9630669555370909,-0.3707827858540863,2.7819352815225504,-0.4372289474218245,-0.7670464928725623
SIDM00846,0.044532191750548324,-0.7723679237222216,-0.9177039104515265,0.3937068401889022,0.4524939478643709,-0.643397428213116,-0.7958212129566247,-0.9576070862056774,-0.8313729410354506,-0.6934463733682369,-0.5767724904081722,-0.5425018627182023,-0.22094794430106487,-0.8287662267842917,-0.6228207916923634,-0.912208160196265,-0.7173040703652303,0.1964788123908355,-0.7136275696942892,-0.7366325945888872,-0.6182755104037508,1.0940291858568938,0.28602695948697193,1.4006018269369294,-0.20816428309704368,1.9172367460765893,-0.8904079919090705,-0.9207337966927716,0.40456292514070263,1.4067817311637987,-0.253832162855843,-0.9205060673615564,-0.39802627369409177,1.875637507550516,-0.9341135574006431,1.7281056847083638,0.3639110576930663,-1.0032218252754408,0.24352832135825914,0.5186178137365245,-0.11960285405741007,1.2066384637124432,-0.6712031078282313,-0.831723617420528,-0.20174745515146497,-0.8076239847909236,1.4678762925386122,0.17978758644319345,-0.39026982026818535,1.9522255397008477,-0.6542661602273947,-0.49986848660483363,-0.7217268455895463,-0.8366690332538627,-0.7970568493275144,-0.7919555073165746,2.169511368916281,-0.35337341990165505,-0.5197993864993841,-0.8217010089976022,-0.9887481670885966,1.3956445028298097,2.8765875730301653,-0.30348135906085394,-0.5108336012509387
SIDM00291,0.5361505296535705,-0.7555327635249518,-0.9651243155595305,0.511977753015404,0.7811478692529576,-0.47206762904375577,-0.6350193019167573,-0.9177204037696151,-0.8784442356342991,-0.15175272087766323,-0.1594614923930281,-0.6112335670892607,-0.0269610360973354,-0.8823723120553122,-0.34911641635691887,-0.9710431815269774,-0.9207419734802527,-0.8322049008601666,-0.6014862650163731,-0.08123369710928649,-0.7276046327597505,1.0358271512886774,-0.8273796365746705,1.3854519327297876,-0.29857470349423193,1.0315056325878031,-0.6875038118649608,-0.8282707165570334,0.8556571961413694,1.8822648341613561,0.7248288865765554,-0.8717007893949416,-0.27656354822701645,1.3689638832873439,-0.9160353898394651,3.003241738343086,0.5321205356572491,-0.11726977893918603,-0.0016074670264164786,0.5140430413396011,0.17297528456054478,1.4796147891143052,0.16771622557693083,-0.8526383397917467,-0.5363009642598681,-0.9776528005533216,0.9388327649685556,-0.18887854470713913,-0.7749876670379315,2.1115781112972973,-0.8625188928792504,0.9601841380469424,-0.5464811445517659,-0.803661787735858,-0.8306296617521467,-0.702789826160302,-0.6404558269258479,-0.55860087863828,-0.4781648443474449,-0.8625015927107266,-0.9536032764977653,1.4374895148235936,-0.6246726896702622,0.005634127767187163,-0.1161485191118744
SIDM00520,1.7346420781104692,-0.798349768649226,-0.9721119229792833,-0.7736898172630116,1.6793853934830878,-0.547621672281379,-0.795223583456106,-0.9163569299221939,-0.8141646284919023,-0.30297565823058553,-0.6358949567841463,-0.32047947863765736,0.1716698565223067,-0.8478067727791484,-0.5327556481560634,-0.887255836846133,-0.8439313298196822,-0.730229910823451,-0.1462388941949519,0.13689948094110677,-0.7465708139026925,1.0636896826919278,1.2876592219115217,1.984740394230556,-0.34763203754794325,2.35197427281424,-0.7704071140482093,-0.8203999901924907,0.5000866377405552,1.8219857725962936,-0.7121065468103442,-0.90549514453863,-0.2071590846690601,1.7106234963064104,-0.9252833065822995,0.7878123920560388,0.26042457304454064,-0.8933978145011346,0.14772901486491702,0.23145607474922847,0.020710770194093835,1.4864450942669623,-0.3925064026550582,0.018000402199173572,-0.4866424716889565,-0.9950402867339376,1.4089711889923089,0.034479443721565924,1.505269477698609,2.4801329286482843,-0.8569916503091566,-0.6377297059213544,-0.8135510573477684,-0.8416518672682294,-0.7459405138978616,-0.8736142341397525,2.989217585342099,0.21446990842347724,-0.7255699378430696,-0.8990816637865423,-0.9814090811949479,-0.8105840981426836,2.092363886216518,-0.09622622792271796,-0.8985903628365964
SIDM00003,0.7789681100856224,-0.8295533481060443,-0.9394863332426355,-0.7810375137376369,0.6588277268128593,-0.5803250909445292,-0.7054782993116544,-0.9167231907357497,-0.6774850073508465,-0.5995404669628521,-0.3517618065361384,-0.4045655079579966,0.19909389551476486,-0.9062172523580269,-0.47581097813322953,-0.9535544248552495,-0.8142572237081461,-0.7421011637979494,-0.6557356796945771,-0.6794326140741488,-0.600515761298273,0.9238123013644041,-0.7470050919021095,1.8163152147108164,-0.1379633050842272,1.5279259276683028,-0.7608620290743526,-0.932111321631315,0.46660514256326746,1.4941918448040206,0.5399777587129269,-0.7720307348000687,-0.11790204081599631,0.7053669827308549,-0.8376640354909668,3.030575690862918,0.7243979395425967,-0.9432442458561048,0.3122981119006644,-0.116416345254081,-0.11506771705588062,1.696205361733876,-0.09218344342197536,-0.7876374754974445,-0.7719016620140098,-0.9402499429580103,1.0744697085748218,-0.19113642232897307,-0.8506406803006985,1.866416995081184,-0.8242523693235312,0.654894453964464,-0.6790991248888133,-0.8174521485667815,-0.7314647760685744,-0.7212728650662709,-0.9285964230536524,-0.5068088258641184,-0.5861771066028783,-0.7944211845711513,-0.8899150838404914,-0.17375889246899537,2.437965002345414,-0.3425296798455898,0.6950036521100194
SIDM00136,1.5667836168675853,-0.7452827747268369,-0.8744780990635425,-0.8693325448539425,0.7891988977451805,-0.5828607644259114,-0.6756869152850754,-0.9570215817765185,-0.8319787778270551,-0.5625265056615721,-0.38937665334439236,0.5016645250900988,-0.11986030740954902,-0.7624327075235183,-0.7256565331210163,-0.972989610999332,-0.8009123262995101,-0.22201306750961625,1.1276780632893244,-0.7006507160311748,-0.6565115630149118,1.0813744374197087,-0.7569752991501485,1.7563643823879107,-0.7287052447431829,1.615993554593111,-0.7734662124693159,-0.9645469262611277,0.6507892655995077,1.6768089872122192,-0.6547052721117153,-0.8903939125098406,0.0958007442839565,1.0878115886825703,-0.9889171525892658,3.21198741119048,0.3851481893824864,-0.8369627107394451,0.23620349665749346,-0.34779473375905273,0.07476438450400721,1.4796926542600857,-0.15774471309166085,-0.8257977518819222,-0.6973116444155723,-0.9929079741954784,1.768278381430831,0.11308467922551155,-0.6354961029993903,2.553154385613161,-0.8169325057593297,-0.6455122701432152,-0.7977165253571077,-0.8590979317718883,-0.7411906746771916,-0.7988756576317981,-0.7249590752855282,-0.7698281784194055,-0.7008580703795612,-0.9558454812157342,-1.0146367510194712,2.1160532953683524,3.220177002476241,-0.023434356593552787,-0.9556662774353608
SIDM01155,1.5689973395718435,-0.8252098283458035,-0.8072151251466538,-0.8336239833669642,1.0546990911691547,-0.6084574914961906,-0.7406829943835739,-0.8481743109742479,-0.7241412216367971,-0.5977937359517335,-0.5390238418245424,-0.463041910043919,0.05852965795705919,-0.8917983391066505,-0.6408856114022643,-0.8405933836033391,-0.965224976572112,-0.594436468984297,-0.5042140438629216,0.11010278424157605,-0.5916262890039019,1.2271617490574238,-0.42090481712569433,2.0101066580822287,-0.21133596947492403,2.366715198748192,0.3332125641760796,-0.9877210082004279,0.48095139700391365,1.869589960045952,-0.22809649475571997,-0.8718598653148264,-0.22455927117607494,2.150255061914366,-1.0122835958376162,2.427892262876689,0.7064244268194239,-1.0272438679839013,0.18153784541728613,-0.06354057329924828,-0.11391729846640913,1.7981229745962874,-0.6837731776239365,-0.35180731982263075,0.12630881794402302,-1.0532732750769842,1.3092851387342128,0.33573781606483805,1.2138947537890226,2.090273931140833,-0.8075839995763522,1.0391660052574836,-0.4133020880682301,-0.8747703876296736,-0.8813487493596951,-0.8049126115943926,0.9745958170534986,-0.6276473132334741,-0.5410169610055579,-0.893900079035158,-0.9642579726975552,-0.3012881407029593,-0.5388002157118006,-0.22962218518521352,-0.046761039909577036
SIDM00224,1.658859602622593,-0.737652806830571,-0.8874325362808944,1.2178584494346665,0.8458847220810629,-0.6958632544274295,-0.8669716464946154,-0.8023277745672112,-0.8652837175852426,-0.4180629226804617,-0.7021260873881315,-0.6728110094750557,-0.08007972419894557,-0.9214574787410253,-0.5910349716202077,-0.908182927041427,-0.8531936683255844,-1.0179270754892888,-0.7133327069498198,-0.7327675759703921,-0.5838390960381492,1.2709020152276147,-0.8133892024479085,1.832363008509442,-0.4197313803914649,1.8357661044284244,-0.825030104245061,-0.9096996881879053,0.5479442443358864,1.561376941975169,-0.5910458843141172,-0.8095167554940064,-0.3232121663862264,1.3702779586551515,-0.9496827390001606,1.8523692618402188,-0.5549538999256374,-1.0230511734681489,0.0789527780824647,0.046217036445909215,-0.18381043591208895,0.8703929737615551,-0.27842390843952874,-0.9142281629755998,-0.5143246478761033,-0.9744203952969527,1.2641107589486509,0.3403190176261007,-0.7267459126047037,2.228810707194731,-0.5343015628430743,-0.6582117462786343,-0.8191994350094725,-0.8981679399784823,-0.7268322595866971,-0.8298726597837133,1.3257822410944882,-0.8107115639536958,-0.7477271320517374,-0.9286299053454701,-0.3736082070935323,-0.40375364600818514,2.679700095769465,-0.5357880556281073,-0.8622581586003355
SIDM00783,1.188013351467878,-0.6860863383205477,-0.958619429745816,-0.7582532172790154,0.81848040520611,-0.5383477711403011,-0.620719966230755,-0.9401920090422222,-0.8518596018339281,-0.7427729698800905,-0.39971613082875834,0.5660488518041602,-0.3321474552488157,-0.9062799671915639,-0.5615413761478147,-0.9121379482332209,-0.9572508390163809,-0.9209042742878895,0.11336754893786175,-0.2607586232277329,-0.600462605903597,1.4200705775659426,-0.5997522126242667,2.026116102336221,-0.17018447285370294,1.98962088182345,-0.6899024719709205,-1.0814144201205218,0.3326112379658688,1.6469718669470934,-0.6602825368331996,-0.9589297371828469,-0.10910122279981177,1.2972684090602682,-0.9777033992918153,2.237182644682446,0.5324004850994095,-0.905461941412689,0.01338211648565809,0.517743473728436,-0.07204019371244987,1.563303623823238,-0.10790581267674171,-0.8204161622106586,-0.3581961952545961,-0.951982212879255,1.5920152492248172,0.5032269652244741,-0.9247957711766946,1.629973649496826,-0.917929661672499,0.04245657689177386,-0.6235715690423771,-0.8097473654936757,-0.8470765516895329,-0.8319366779274338,-0.852556326828894,-0.8556159358779022,-0.6039532896501525,-0.8469702905396629,-1.0046675872128328,1.227379349522072,2.7849697224686176,-0.2808976289391754,-0.06015892864132424
SIDM00490,1.3335763808091168,-0.7799083569174845,-0.8880336223801536,-0.8638056373299798,1.5943459741054258,-0.5534005521642257,-0.7747934465068838,-0.9646319017430731,-0.22386696568825282,-0.4601683799762617,-0.580655920505011,-0.5944751261124719,-0.14963467507067507,-0.8883519675680619,-0.5680585755811055,-0.9822399801202303,-0.8794333859496634,0.1137664732235677,-0.8005468689069389,-0.6094826877107752,-0.608847106846432,1.3560044849410604,1.3852076428306288,2.1182729668750855,0.048392361082662844,2.0010203261513384,-0.859454335341613,-0.9012697419733445,0.4983000834645974,1.8202507413731612,0.37909276428622224,-0.8356574875800153,-0.30307932780470975,2.092596754790833,-0.9443093655873164,2.088208534468054,0.6606740881928407,-0.8883702992440372,-0.11439633494910502,0.40314300117298263,0.2047787524487516,1.40231293911925,-0.40739936054121584,-0.7546762039507222,0.3529250543604442,-0.9609941786612987,2.1235047698879863,0.668292791047707,-0.2607894392583945,2.319537934331538,-0.6252317304355506,-0.1203386900023758,-0.7256430368540114,-0.8743520887738397,-0.7180274129881768,-0.8256132296593228,1.3662625151516035,-0.11728419331332114,-0.5419376275937021,-0.9025270360764418,-0.9693976577171938,-0.3415828435237334,-0.5941361129598643,-0.16433720034992338,0.4774081735455946
