,TUBA1A,PRKCA,WAS,CLDN1,TUBB4A,TUBB4B,RHOA,CTTN,ROCK1,TUBB2A,WASL,LY96,ABL1,TUBA1B,CD14,ARPC5,ITGB1,ARPC1B,ACTG1,ARPC2,NCL,TUBB7P,YWHAQ,TLR5,TUBB2B,TUBAL3,CTNNB1,TUBA3C,TUBA4A,NCK2,TUBA1C,ACTB,ROCK2,TUBB1,HCLS1,EZR,ARHGEF2,ARPC1A,TLR4,TUBB6,ARPC5L,TUBB,YWHAZ,FYN,CDC42,CDH1,TUBA3E
SIDM00098,2.9164721088543293,0.665712107089428,-0.9278235483671481,-0.6981545450963239,-0.8704796994391123,3.147270763353363,2.400075262174586,1.2547720478249047,-0.7613316295368979,2.3555461692429267,0.790026905255516,0.8864705180542682,0.511971778577463,3.291359672445038,-0.7709208137873311,2.249370625673523,1.7165462482522176,3.1060963025404567,3.640958530533351,3.237779966080737,3.163351271276788,-0.8913019433073875,2.2338967230018567,-0.917203722484771,0.5381557354456868,-0.7096686924024369,1.1847327015843487,-0.9379960808166795,1.8511579394452837,-0.3168393548863592,3.0050400125731116,3.1327744071291663,0.49763566329835873,-0.8733002109344996,-0.8284254880486106,2.5138031251695834,-0.6247900700737198,2.8097389677514175,-0.7885863114399829,2.6870252754813646,1.7540073113266397,3.035566551737471,3.283061758410018,0.07939898301116054,-0.09309771581751475,-0.8382583698631063,-0.8211878668730538
SIDM00225,3.188203441102545,-0.32273940766304543,-0.9387819967843557,-0.5776927834476143,-0.8843988187457227,3.137953550881173,2.667151468696634,0.8851370820527162,-0.8068645005010316,3.1078397779299776,1.1740932644117528,-0.874126747231856,0.3535540980969714,3.36703442358895,-0.8127579040748717,2.044249369359139,1.995283796353138,2.9074079502624635,3.5325014033329802,3.272467268132358,3.1508124661968626,-0.9223257293098325,1.9010911075091563,-0.8332301702403903,2.066718880545293,-0.781597723600719,2.132991620564796,-0.9328054231782504,-0.47490491979320887,0.2530473730308899,2.815618163194529,3.0463637400095793,0.7717270561575852,-0.7480689765089361,-0.878570277302918,1.130288969606452,-0.26191090704256326,2.938962979676921,-0.03867028740740652,2.6685525500797525,1.4811726788046022,3.0270883352826217,3.288289237733342,1.5222989965533062,0.0021939042070368447,-0.8833461458571928,-0.9898876536056614
SIDM00846,1.9985357215016413,-0.28414790650247623,-0.9500712582541815,0.22025427713598714,-0.9156704493365773,3.200635809728699,2.6642414502409064,0.973748483268703,-0.816437296501596,0.963491426149126,0.912113984058899,-0.7173289401092878,0.8930041963423225,3.1011989368619357,-0.7788497238299298,2.1875545471567657,1.9172367460765893,2.384707643052645,3.479180951471628,2.863479698090037,2.9558264619300347,-0.9586286318249638,1.7900182622759901,-1.0740999158184492,-0.6946549758871018,-0.7976032453088218,2.2337033467864043,-0.861563165215355,2.313198637757348,-0.618035081304128,2.6288732390534424,2.894142453616127,0.6518896495682662,-0.8352018782920991,-0.7932403032627147,1.5023916614077497,-0.6364889817850553,2.2902456557600934,-0.35337341990165505,2.522871933888148,1.906644620759329,2.380122460464517,2.9454723653047163,1.1894647119726214,-0.07547803569744804,-0.8552838084429766,-0.7923523396780597
SIDM00291,2.3904186651334536,-0.5639027357226977,-0.8576902402108896,-0.6886739267525239,-0.3716215328667081,2.5910565381967356,2.5638776935342955,1.3643328183203152,-0.7778873309428896,2.8094323306000892,1.167058977818785,1.1905752415962025,0.6303478712390613,2.9146558463567054,-0.8614419078357151,1.7798828711000443,1.0315056325878031,3.1267286139995165,3.6999251429315962,2.8958976096733102,2.1979414555291505,-0.8972274588602238,1.7461426366426946,-0.7142200555149537,0.7229042567854927,-0.7473389702426606,2.8124769493023374,-0.6608908411989995,-0.2712521037798608,0.7374517688539652,2.558334350074669,2.744836739863583,-0.5674225185327877,-0.9417033879599318,-0.7647360841273702,0.9991274759534967,0.7727510491091859,2.532232936030681,-0.55860087863828,1.5257539132136284,1.3401852036086976,2.5804299778223685,3.254090563230898,1.9269502960355378,-0.024928060485397863,0.5619050414283527,-1.09388734276575
SIDM00520,2.6242442490870044,-0.09266788333177609,-0.9358623202443465,0.9345902646311653,-0.8786873852489093,2.976471963765417,2.7532467117900667,1.651181968904857,-0.7890337653885422,2.9619964740535694,1.027631946363961,1.2333018176651283,0.523090949388335,3.079389524171233,0.7884107626472207,2.2997692925780675,2.35197427281424,3.0848943707515817,3.6293781597848076,3.1388123308128817,2.9917829699632437,-0.9473742577831858,2.0445989817577566,-0.9789951327787064,-0.28544890827913527,-0.7688552409844284,1.438357307192851,-0.8219606725921718,1.6048645222691256,-0.48898915235830603,2.7290335499683387,2.827533182660547,0.8143810082914525,-0.8726417501211085,-0.8388219079680479,1.7975349681015964,-0.3294910020951453,2.5304992808271254,0.21446990842347724,2.9297674396896345,1.6251881487230415,2.627075825563109,2.987240034994963,1.4363328296474518,-0.05351445328619971,-0.7337348324747057,-0.9249192990373666
SIDM00003,2.8953901948495213,-0.6506165646414338,-0.7527235902736057,-0.6371542964358636,-0.6424890801552413,3.1464582716865332,2.574746257580806,1.2334724193970084,-0.7365803928810639,2.9493776694092277,1.2231399237054263,-0.6068978993793852,0.360425078994643,3.3837560023093984,-0.7901225080089169,2.1102801989638205,1.5279259276683028,3.2616664800610518,3.607692297469598,3.2206767787498083,3.149721243032047,-0.9182617162985999,2.0167040094745428,-0.8788268739737174,0.46246404434770905,-0.7955620594416907,1.965475059810824,-0.6914677742152151,0.7140770201025043,0.12223025528575938,2.913033588476336,2.932545906116734,0.8636022857900671,-0.7757963481653197,-0.8530504818793346,0.6999959150142879,-0.35067732159200066,2.827947748050312,-0.5068088258641184,2.789721415653906,1.6395082292847425,2.811724259475403,3.0272556752274964,1.101347085927571,-0.06874256524207686,-0.8701003068147007,-0.9534324942139588
SIDM00136,0.5007146189589345,-0.09879023611518825,-0.8274396975075556,0.44253509022120624,-0.9191290175059923,3.124044862899283,2.4484595770177755,1.5753870127955576,-0.8092507775013345,1.9349187756816566,1.245740911781473,-0.8206192923001112,0.09651290117228609,2.888404755485392,-0.43520211790190616,1.8902503898810439,1.615993554593111,2.8552420881316958,3.5823652226959752,3.098987005421114,3.0502809515639453,-0.8633103625620662,1.6971118857141787,-0.9949266839992822,-0.32856638432834717,-0.7146476513593969,1.2798876192850492,-0.7148502079693128,1.7658501521070968,-0.415415150098194,2.747041247761521,2.68678915401365,1.3417391664633476,-0.7209564940237733,-0.8119991546230855,1.7523801626005509,-0.2489843198512969,2.3729237337334887,-0.7698281784194055,-0.9009286020613835,1.6839344548915514,2.0558387969406287,3.2032177870869334,0.40565128939511597,-0.18414588898550363,1.3598591627312495,-0.776220961789853
SIDM01155,3.2867996568124602,0.11206769601147143,-0.8409435497299088,-0.6652345909129799,-0.9423451655314168,3.323795435077783,2.650143923979346,1.0317298675654432,-0.6636001989678736,2.7642958041308563,1.1597376759599622,1.0363973924238652,0.4594926341872878,3.4723451716569573,-0.52347780379036,2.186732444480785,2.366715198748192,2.873864240041603,3.732940996989851,3.284924079071259,3.051422153631482,-0.9809464969595989,2.296411636078857,-0.9378068966854651,-0.26550390373802785,-0.803794748124511,1.5508677749921205,-0.7168760913354454,2.1998887164660497,-0.12609795331754445,2.861010587506219,3.1649660115818476,0.8455573534798744,-0.8269145063042644,-0.8785437288845642,1.3856358078396753,-0.5694382785026216,2.8461191988310475,-0.6276473132334741,2.0681672031787453,1.7988917790004197,2.869997291318727,3.23203138086924,1.2179129940578879,0.0014373216488639928,-0.8589940427036427,-0.9972102678548609
SIDM00224,3.1550455822540666,0.4457697712443634,-0.8384759417087202,-0.16505964430045691,-0.8575738948063863,2.9952593326179553,2.6785184774457895,1.2793116685260508,-0.7714118738928601,2.993615537758502,0.87447940654956,-0.14707661914248857,0.5539994303356313,3.193363267159353,0.7635636151711215,2.5492204355750827,1.8357661044284244,2.6867471611967204,3.6847785991157758,3.1303298380740046,3.301612947518026,-0.9162556535631504,1.7175857940217916,-0.9590220827879166,0.8507118993885386,-0.7537467968455844,1.40701362261901,-0.9010009717585851,-0.3740822450783099,-0.15790260140528545,2.716201558564813,2.8151484747601416,0.06339837340915108,-0.847515772564646,-0.7958181902323563,2.694035564938984,-0.3845094687904568,2.4970719307643483,-0.8107115639536958,2.609853421719102,1.110508969544353,3.055353352781022,3.2015093538441595,1.5811032977390287,-0.24114393744528814,0.9184056304698512,-0.964212751475439
SIDM00783,1.5014455292882065,-0.4215546067215151,-0.9573090522597199,-0.6981010095183144,-0.807679876827516,2.802083703976194,2.7358197007083698,0.9767393679230376,-0.7221875354336512,2.1267540225541564,1.1462378437196492,-0.847545990407098,0.013985102053662444,2.861058586216901,-0.9008606469085174,1.6230294108062138,1.98962088182345,2.627636842927421,3.6739928895438347,2.8815308346955844,3.1870851694002136,-0.9483125859902815,1.9472753273717684,-0.3908773295389535,-0.42675631666439595,-0.773162217905686,2.093523508981542,-0.7599877088021507,0.9798027540198896,-0.39481139878898525,2.6150046390452233,2.229624801991343,0.9678462456441832,-0.8904010433200027,-0.8491461660049884,2.720438372722052,-0.3331899996638779,2.503861090348699,-0.8556159358779022,2.241981542335576,1.6503513270460761,2.088633797908142,3.427252944660572,0.579053009777648,-0.23391591764665,0.7465967347598318,-0.9853749198424083
SIDM00490,3.062780027637956,-0.08137692766206456,-0.8487701979761253,-0.23695942381270024,-0.909370148532939,2.733117943905451,2.316624930004771,0.874963702147802,-0.783050170260646,2.761538376224571,1.2560080052070945,1.5863219560875677,0.7831443032541803,2.477024624676635,-0.8244763345896258,2.0702557540575444,2.0010203261513384,2.8941620059852085,3.581531335086606,3.0604584072601035,2.931651118579497,-0.9154496485246424,2.02753351156313,0.30194379423949785,2.431695224424116,-0.7996790158296015,1.2261109606797882,-0.8609126462207756,1.9900748191883482,-0.19417015734050358,2.162749498949046,2.7195516630171532,0.16975743779915145,-0.857836098647864,-0.8851788337423564,0.6563949987336427,0.2206310940852544,2.565953294608371,-0.11728419331332114,1.3176408747564872,1.5677915492929648,2.269660254503745,3.250641099584209,1.9684701516887406,-0.2410212255704071,-0.8103071915597027,-0.9367008533796145
SIDM01090,1.932109522438082,-0.6307320495018366,-0.989251136672617,-0.772207909809833,-0.8302853389638463,3.2708000760406635,2.6584908165394388,1.3554455797701255,-0.7184515046599576,1.8040895853912493,1.2910640128692237,0.11723046021022389,1.0927774535749244,2.7877203932738053,-0.7675480027273534,1.4888251266073282,2.4085925761481772,2.581495830427399,3.528320093580516,2.8397993277201596,3.366350342613588,-0.829983255351886,1.8803129192535164,-1.0134491828396441,-0.5388468089047217,-0.2969323668488218,2.063677099733036,-0.6781074626289888,1.1528710065188688,-0.27620647125479914,2.802928166367557,2.5231136019441687,0.1934978313982529,-0.8398442959919074,-0.8380125438784645,1.9078821822894796,-0.20084629971203416,2.7116755585822383,-0.8474208693096136,-0.20204153467768027,1.938668820077676,2.168550266874616,3.245349590987109,0.6763747128178433,-0.31607416111603925,-0.7251276135786091,-1.0122126888360572
SIDM00394,-0.4520399206161857,-0.15085542139355052,-0.6965135471201599,1.743828950844289,-0.8437010581831815,3.1626778842984797,2.4554544655301824,0.771271598898436,-0.7896291796441046,1.402392635149946,1.0139106187948448,-0.9306877395036263,0.6191584187576681,3.0880458854748545,-0.8408544250205447,1.558850691052669,2.4067355949093994,2.538514804634131,3.6951013459878177,2.644915055758215,2.6745972758554983,-0.932683401591608,1.5154449717549874,-0.785149917348001,0.02590944266747212,-0.6798947105964586,2.221028459073944,-0.7461214930728519,2.1017729888929626,-0.7008226165579633,2.6539976591905514,2.7538171217016782,0.8382240437702186,-0.8182585311260225,-0.8428393516421447,1.6437971822650153,-0.3403276766499541,2.170409621714687,-0.8508266587003885,1.9618050811152534,1.62012518274171,2.1885275515294653,3.0031004803825,-0.6664117589776094,-0.4133741035004915,0.06951219271521966,-1.0198799779953918
SIDM00538,0.7484822959851672,0.21717555008985684,-0.8156291721282444,-0.7133846641799819,-0.8547121225181181,2.9612168319103502,2.6315459210854115,0.7267389735451222,-0.6285939458926048,2.6648748997854494,1.2165908356436366,-1.056618059300453,-0.14777481377152912,2.976404247499811,-0.5133468327371923,2.1642413736004262,1.692358523283208,2.8233955107447453,3.5432524526723066,2.86542904786938,2.550592111155387,-0.8566614567314733,1.7357635440627375,-0.3424822138742985,-0.31696891383585185,-0.7604571163495563,1.9943286913933607,-0.7181411974878393,2.0248057521111402,-0.6136248140275942,2.712593743767418,2.4423861164825382,0.7025874379062873,-0.8429735959952541,-0.8582234286449587,2.520626378180766,-0.40462580304639406,2.3276720205754975,-0.7042187987962025,0.8823064777129477,1.5541297666930391,2.2701685669900513,3.3362360330875016,-0.944622290078788,0.05476949533263673,-0.4906723537572586,-0.7853786087248569
SIDM01140,2.9118429150441334,-0.19050760404365477,-0.8730170822255057,-0.7256539481624426,-0.8759853612590999,3.040540041111971,2.6994088289061606,1.0313180328272737,-0.656616703613773,3.630691192250247,0.8372330494351592,-0.839834769444135,0.46142429408937435,3.245354029496634,-0.8724915070923075,2.0623434991274,1.991999012552461,2.3572175038293537,3.713534755288976,2.9581649680151942,3.0368093613409033,-0.9080275729522249,2.0602629294157824,-1.0244348642407568,3.3116589832593157,-0.49214271822231886,1.7713604591705963,-0.8243444724283728,0.9220818571521703,-0.3981894318113138,2.8440452030637173,2.9981586263722475,0.3213182109308862,-0.7710283520861811,-0.8834420293854479,1.7812771245193115,-0.7413920776275897,2.5046471569676703,-0.8774947793369566,2.5654584861706837,1.515449820158015,2.754614856440973,3.0725021865384057,1.1288165694471497,-0.01690291027432571,-0.852208180500837,-0.9793698517098492
SIDM00101,2.3741763671875247,-0.19626916815775292,-0.8962503559451344,0.7815793351209855,-0.8725990473160378,2.8440590063371283,2.6958325046142453,1.2999922674559634,-0.8535402149004325,2.1125608031219905,0.992811788831317,2.221087781820837,0.5953409514510383,3.0861948754459014,-0.8714358949014288,2.1444164968930988,1.5607120805927508,3.165527314939635,3.629344299151876,3.3481104750713233,2.934444436561304,-0.9453229854324257,2.033669741889466,-0.8466889010332188,-0.3698596751332682,-0.699229154139457,1.3350536189991664,-0.8057425290646405,1.9177605369469202,-0.17560810886172262,2.7333576186822666,2.675121445441816,0.5268711074398168,-0.8788180836656968,-0.9241994705935174,1.5502535894181204,-0.4421759411410477,2.284895584609881,-0.15453741415691735,3.2277158377737436,1.645843506453058,2.590331930083476,3.0755470020121125,0.7706795513659462,-0.35821609685056793,-0.774494021056491,-0.8795267572656777
SIDM00114,0.7141919133646719,-0.69863358002721,-0.6978596088683368,1.2519187967569319,-0.900415415884155,2.937857461262445,2.4887926779482714,1.1613943526676194,-0.8086281933394524,1.9547466267331108,1.2031173751880395,0.5790691476798471,0.04804010190730107,2.253510797818938,0.18169756078424937,1.7602488523548547,1.6782648197664465,2.745353546177778,3.410841218750296,3.2866832226849376,2.952354888495613,-0.9654723178350026,1.8518654669615018,-0.27957201360384176,0.7313235733611811,-0.8892936751139887,1.091069704231802,-0.8432644473941764,1.0205081059101375,-0.05117076452310437,2.1864417948242325,2.528205689480124,0.5890650953620559,-0.8116863816786837,-0.8064787876364011,2.683907654310398,-0.7445135799067478,2.6823049191850132,-0.819853789587228,2.3217775546102146,1.9403342781225463,1.4474933222896507,3.236544649757983,-0.08574026507762861,-0.3450829423279431,1.8483025286469417,-0.9460308244610262
SIDM00102,2.7616212306084056,-0.1321744087275082,-0.8772398378252858,0.23957597463141675,-0.8673764300475448,2.939856005352102,2.395185369168148,1.2666513152162016,-0.77236377732096,2.5191287595777916,1.107028574952173,2.2386965639881256,0.5686901295860954,3.1146043189275483,-0.6579004979956864,2.4256329279542417,1.90014792183882,2.909351045893986,3.681305150974311,3.12229790961783,3.0056918553742173,-0.9360991099058537,2.0880479760223145,-0.9026326582678598,-0.02590713418306294,-0.728094038611216,1.2237641712520144,-0.7390260779129785,1.5974451658055873,-0.48768784481794114,2.9318076440075935,3.099701577416487,0.3674040299489997,-0.8963650627626151,-0.8619731802435513,1.9264313923239929,-0.14731465855737672,2.4735911828532964,-0.33397498556103833,2.8572630704024817,1.87415304754288,2.440989469958856,3.2973876156053286,1.0954440167702715,-0.21116390426566445,-0.9261451078097398,-0.8660799238435679
SIDM01122,3.2091659169433453,-0.7953268052851094,-0.8920134499180964,-0.751796309648151,-0.7897470988059088,2.6858413261112677,2.5193777888066773,0.5635087772471653,-0.7544205498655432,3.070744091126515,1.3568437462815153,-0.5550517865207045,0.32157089970335284,3.2636117127353326,-0.8243220136099014,1.8336309064480192,1.952154456256581,2.418870196265874,3.612663287939063,2.9850681569252573,2.9823889369237406,-0.9744147844273209,1.9881250385817981,-0.946948977876838,2.9505063181448095,-0.9021284117389733,1.5321938953317213,-0.9024708241642068,0.043588833333068545,-0.264395770868919,2.59351616327717,3.025521034969804,1.0304214848578206,-0.8495937389854376,-0.8412297623948805,1.2683338341161712,-0.7729998638182264,2.5904475694298337,-0.8487741559833616,2.680726354461676,1.3527030900187225,2.3654129122222387,3.0114372701764447,0.7784024928586578,0.06458752860250162,-0.8022629839780507,-1.004329890612673
SIDM00261,2.724420297806923,-0.7341837228592683,-0.8978485728059024,0.6198488473035374,-0.7161393381982238,3.0768502703744227,2.239030987760876,0.2746313855966956,-0.8454164309295189,1.7842252920300814,1.2191841517357027,0.20810501048583774,0.8512853802394568,3.259160671063971,-0.7581277399487149,2.1371257762111333,1.3477995572508068,2.170891650682423,3.2250308080084,2.599217882751453,3.32445748025778,-0.9759611771579114,1.793871432673775,-0.9072158325126846,2.521077490005423,-0.8982181617413798,1.578746211915369,-0.9025771936891773,1.5966243615774551,-0.3802444290824894,2.4808090719979297,2.480124159723735,0.4003716503732861,-0.9616948661937543,-0.2523146136943884,1.1533471182129291,0.07111304894436503,3.004196365782171,-0.8179925294897483,2.3332871948431095,2.0794824453816467,2.5845666096460826,2.9748083503502287,1.4450412378761925,-0.1751083677072101,-0.7726023703904071,-1.0303910754378025
