,MAOB,MAOA,IDO2,AOX1,ALDH1B1,AANAT,ALDH2,IDO1,CAT,ACAT2,ACAT1,IL4I1,HADH,OGDH,HADHA,DDC,AFMID,CYP1A1,CYP1A2,CYP1B1,ASMT,ECHS1,ALDH9A1,KMO,ALDH3A2,WARS2,EHHADH,OGDHL,GCDH,ALDH7A1,TDO2,HAAO,KYNU,AADAT,TPH2,ACMSD
SIDM01090,-0.9385276944743672,-0.6364931999615877,-0.8872861946133271,1.3676444799192942,0.6802870800932579,-0.8007722289318697,1.5764706660122638,-0.759702905875159,0.041852219975165,1.6525983080728897,0.931842974624816,-0.7274353655700623,1.650758561980901,-0.647155629717897,1.892775957095052,-0.7327650064248982,0.6360148713347356,-0.8209829652035138,-0.7443415348882203,-0.8066622522080819,-0.7850326484638915,2.254723274556593,1.3844022272129906,-0.7483287217519918,0.37259356332460114,0.2562046217196448,-0.6933882296744525,-0.8107780281381456,0.8208165124119406,-0.283149644139446,-0.8211516439331125,-0.7553575623150267,-0.988630883471091,0.5856696088171287,-0.8620353730717611,-0.6998679911209691
SIDM00394,0.39466000085235475,-0.5817715489422385,-0.9159414697009808,-0.6247509882184797,-0.17673551723721506,-0.8707438347037033,0.8166556096108479,-0.9903696298518173,0.08529535528045411,2.2731444706037838,0.8439146548261889,-0.6250917539076675,1.912625312126625,-0.09590789467894743,1.368755026018358,-0.7749495520107454,-0.1243893074374545,-0.8449742236096855,-0.9365379873523897,1.2848572979905144,-0.668659099771646,1.9129001583781668,1.1611121660365775,-0.6744125662823527,1.0614498693316332,0.22970744427594544,-0.1773947779416535,-0.7550779004792616,-0.2842049952299591,0.3496047494437112,-0.841665899657224,-0.8821876715763047,2.2699410537617455,-0.6889473742332827,-0.8262417715942167,-0.622963614984571
SIDM00538,-0.04791966526682513,0.31618932558265067,-0.7220192534997643,-0.5458250392815098,-0.38753506820127814,-0.9958777488660778,2.113475949016514,-0.7667613455280335,1.094190006579579,2.269423298672538,0.30023143637230093,-0.6195753315770527,1.3056829049060663,-0.18093815305202493,1.859743035283981,-0.3801953510495085,0.5809174034098971,-0.7010913860622484,-0.6509763504522332,-0.7694594768010928,-0.9092931611081402,2.27304182521128,1.2533845382928603,-0.7721833534956238,1.7418214331933886,0.326806033556552,-0.15677308298357714,-0.6730734529751917,-0.1218933266163672,-0.38158455755844334,-0.9387948480765815,-0.7580444298316513,-0.31992670878100793,-0.871422253830741,-0.7279245030580119,-0.5211395032919309
SIDM01140,-0.1762215432204957,-0.6233570611124357,-0.8719970872032563,-0.5339100723670579,0.5362616078317186,-0.7200485737360046,1.6280540186865768,-0.4137262946639251,-0.21654337287903744,2.284625198666366,0.8808568305502412,-0.6602422529942868,1.8227859810670515,-0.4965893943002016,1.6158956131729367,-0.8688739791724526,0.493762248385302,-0.985592898245728,-0.8339355518624406,-0.6391083204970102,-0.451830752755725,2.2003655056839286,1.6261522822882362,-0.7116711358178659,0.6526124427842548,0.2085423493027723,-0.4639808721708419,-0.137935737391896,0.6518355283689876,0.7222588267945949,-0.8794172364033565,-0.921279229975526,-0.8976168426128823,-0.2198603551387476,-0.8613946261028746,-0.5810923938135527
SIDM00101,-0.9334226528167618,-0.5422655091105094,-0.8479718305996566,1.560977621568648,0.15007413251923932,-0.894270930701268,-0.5962912732147594,-0.8831653987315756,0.7438468367630715,2.2281641907675,0.9088623488019987,-0.5891862630506792,1.8277900212834,-0.41256327660040537,1.7544506658370034,-0.7165759102244942,0.1943396535450834,-0.9113668264000538,-0.8959971095072697,-0.1033094470554255,-0.5915158483147329,2.2562361620109064,1.449720107139152,-0.765783573140362,1.2120101496695226,0.14348339192730428,-0.649644471304245,-0.16845752075295256,-0.3632765976598849,0.09213513131307399,-0.40817068339949675,-0.8654174344781346,-0.80046257975409,-0.41212879401986624,-0.8609915352231468,-0.813495864489035
SIDM00114,-0.9641491965985919,-0.6046940889432947,-0.918781745706391,-0.31592892296749453,-0.49438077353804355,-0.7659899086259613,1.2673976299990197,-0.8616424765086912,0.9217964577182899,2.2971395117451547,0.6724756427794034,-0.7102267076452142,1.761531605865216,-0.3528606059427871,1.4499870580528837,-0.8584772852955203,0.20545121756359733,-0.951735365242578,-0.88617161032391,2.401808017320514,-0.8143786281281435,1.6065679956269974,1.6143911661383072,-0.7871575598751237,1.3534642694012022,-0.13694410382760208,-0.4978065005858758,-0.5814408916381818,-0.43452619155179933,-0.014789427804127224,-0.9008748469472364,-0.8845061501104013,0.36458533498441253,-0.4722128490412106,-0.9012025578989143,-0.6502530767327295
SIDM00102,-0.9557318550582137,-0.4522672755796066,-0.8097959917009138,1.7221643916078146,-0.31961711139514265,-1.0287013853073865,1.5977911604116202,-0.7117030694022843,0.11668594113338711,2.2210684384783232,0.6466887677165615,-0.4646516798728862,1.2238840949140781,-0.10504717879537964,1.6441293588388557,-0.8234604749605264,-0.03406193249377109,-0.9708283774648009,-0.8804088606534117,1.425136411322988,-0.7648460398596957,2.118250501274339,1.6303315558203477,-0.7589946882066392,0.6550701385078497,-0.10800525609623104,-0.46947327686271245,-0.766573175925859,0.08250918237219125,-0.2750263123601098,0.2738364098467335,-0.7918917650016593,0.5684321188472197,-0.33518847178483313,-0.9017453457485988,-0.7560133605952326
SIDM01122,-0.9589525083570887,-0.7195144942781414,-0.8406422323822755,-0.6221431863643481,-0.06616866893230222,-0.8791999858965829,1.1506714375124372,-0.8408274982606737,0.546461762816956,2.528646692337415,1.0950342470263665,-0.602928565321128,1.1588532689121764,-0.5223246741058823,1.6695212513077642,-0.818447138728524,-0.1801579220360367,-0.833918029753683,-0.7942644904312428,-0.7888943175361492,-0.6974206650478326,2.5488413811932262,1.3725236063682813,-0.8718649885415586,0.7208061815381617,-0.04079158518844511,-0.44778329061258965,0.25901312538148186,0.050534984410990844,0.13851623030141014,0.5067724031914153,-0.8296989836388552,-0.9863161422997015,-0.6366405391912819,-0.883769678932474,-0.7374837108888687
SIDM00261,-0.9275543244847685,-0.2094913949660893,-1.000542862356093,-0.770727917932771,0.39152434996890967,-0.7854358297260686,0.40612716440264585,-0.8817514612156774,0.5824553138297328,1.2463649345063725,0.1732983064949252,-0.8588484738087704,1.6055943066200145,-0.18295673924161357,1.3810486626682519,-0.9301483520265065,0.23301768854144417,-0.9622560926660524,-0.9819939987959924,-0.7592818508323014,-0.8506432949977786,1.897660242838739,1.6936179724863465,0.26853658026626126,0.687691829088779,0.2675081574543948,-0.6189157718560987,-0.29158513221908416,-0.18739982052970527,-0.2412862079480915,-0.6209568691289999,-0.8872032147926298,-0.8841016485290873,-0.10129055201276152,-0.8396009595054682,-0.7624817780520402
SIDM00154,-0.8605991322455726,-0.6592249876967933,-0.9021790316959997,0.6348410003412538,-0.36093185492130736,-0.982580639804393,2.2757846731849294,-0.1679511919698273,0.45218950550730774,2.334597188129928,0.05769400999150435,-0.747126872496702,1.4766651672411952,-0.08923463046729309,1.462334607622645,-0.8443999982234826,-0.491672766870818,-0.8583693657947667,-0.8982548315098745,1.3693592338378087,-0.7746052190655675,2.160416019517643,0.9506460361818985,-0.825156458320295,1.0505279047467928,0.04599196186113281,-0.5833245683788941,0.08384577884121805,-0.22809964152887122,0.03634294371024918,-0.9261663966661198,-0.8963495395491745,0.8280528036699054,-0.5125407291687663,-0.8163571948617253,-0.7024080091422384
SIDM00104,-0.9089655543828378,0.24438283998058363,-0.8624401234504512,1.6228032688406815,0.05610122241557753,-0.8164791752899206,1.1661969488161972,-0.8228087169791124,0.6920555845166825,1.5683605052862373,0.8492924481595672,-0.6349269722142508,1.6009508299434965,-0.34580154920644907,1.5374903648909497,-0.8634165373232447,0.09156271199562378,-0.9292571781238205,-0.9677127002244444,1.4422608165391946,-0.8210944008612436,2.001862892275273,1.5778449849061547,-0.8584704645697312,0.8704766217621343,-0.3598896667857648,-0.5120609106452244,-0.7578619070403795,-0.47437700805680844,-0.3742469435269302,-0.5878376484328377,-0.8917244594067897,-0.3864052316427881,-0.7496655925617713,-0.8487868639677936,-0.7069897865486989
SIDM00267,-0.8909469913852149,-0.0376125270858552,-0.8563597196795184,-0.6377040897607628,-0.12553012791293966,-0.7696160199030122,2.521776545684648,-0.6954308283051047,0.5519021875296126,2.3326643720989444,0.806340150534112,-0.6003742440590071,1.633902817260018,-0.4695545780509061,1.872821326542266,1.1401740470576374,0.12694343672335476,-0.7932292975256006,-0.8231312181903712,0.7959413057319703,-0.8186020131143651,2.1747738092303255,1.2167608662445035,-0.8664577458603699,2.0638737051047293,0.19917109344049683,-0.6288497565719272,-0.7314937574427053,0.2304306436566427,-0.08831886247090998,-1.0119072119900117,-0.8504233676556615,2.321667087919251,-0.6748198028582387,-0.7716729575088913,-0.6917253554770542
SIDM00100,-0.7528754516787661,-0.4107896017530727,-0.9257536104111259,-0.39769283019836715,0.06490973614607656,-0.9533358014810167,1.4957950442548307,-0.7174859733537063,0.3379723440833664,3.0258311308129104,0.615298335688367,-0.6698685207336141,1.4260958045932497,-0.1526149487107735,1.3836728499119368,-0.8596749482531529,-0.09073124005361885,-0.8711232277832507,-0.829668332492801,1.1559455383345352,-0.5633955716292934,2.1732376123241486,1.1489213803777496,-0.7974077687365833,1.4338065471869006,-0.12745724509727954,-0.6612171318782989,-0.8223189125540311,-0.014450244401361645,0.05270105275642841,-0.9197458111385549,-0.8284620410408204,-0.8749540996349514,-0.5892551512615501,-0.9188453276271709,-0.8012933960839242
SIDM00826,-0.8164599504673068,-0.0879255512586666,-0.8668284171402121,-0.531100038109308,0.1988194659942896,-0.8939346218687869,1.5604886562352482,-0.8187496449250986,0.8663546914936756,1.3724093577021894,0.422520429587221,-0.6995799859059386,1.3362380245422154,-0.26131540185793867,1.4556786625957612,-0.07521008280545449,0.38889639568270945,-0.8873534165239343,-0.9311786625105238,-0.7515507426630946,-0.6362553398631876,2.4094472135412346,1.5639911786485865,-0.7532271786571785,1.3468432882846,0.06941236756432191,-0.23313858103858592,-0.7522683126887553,-0.3401530535859228,-0.33705813529393736,-0.8253766817926358,-0.8457974405966887,1.1901462504252098,-0.5023281073566741,-0.8290873715341739,-0.2237194921892829
SIDM00310,-0.8053150524643892,-0.19374091442612307,-0.7506750557602865,-0.356158908051104,0.1808850718538951,-0.9395092831570754,1.8751693327563608,-0.32072672438962113,0.1644509451724633,2.2882363217925774,0.6586309390282492,-0.8150607398556169,1.7743009502160465,-0.1443279426167926,1.4593397839824895,-0.8254004540645047,0.20380279674324964,-0.8257508130249687,-0.810893625215554,-0.210896225241719,-0.5840984134298915,2.5387274464736995,1.8669534548991638,-0.869187368590316,0.7322724659616665,-0.14339855313969765,-0.6779518804343078,-0.5986126721626903,-0.19261125715755442,0.1141532438867805,0.8746407307619947,-0.7842444358739398,-0.87283036211761,-0.6020562605353134,-0.8974754098685671,-0.6812234338778163
SIDM00482,-0.8250500377445278,-0.5428923699768067,-0.8169621676541063,-0.5228957722272899,0.6998077274941569,-0.860224282417578,-0.6476208338607227,-0.7460950105853986,0.9553545004319616,2.6669111556079033,0.9318807836777345,1.632830902534074,2.0742019933646807,-0.363054193647578,1.5148362635433492,-0.7737774843117335,-0.032232461835023936,-0.7947327569823013,-0.7994892143197545,-0.717771923265606,-0.8280783047580151,2.2435868784579953,1.7192109494499306,-0.7993668461629484,-0.49776375774054,0.9765596156396278,-0.7819402718604865,-0.7191307257330702,0.35708189184274985,-0.5825859624343295,0.14471252274925356,-0.5284287564103242,1.351109374231628,-0.533309210924753,-0.790410875783709,-0.6396116930656344
SIDM01247,-0.819033049719327,-0.5787467936623109,-0.8746448160153482,-0.4795506873106799,-0.48370885593676705,-0.9630028854552042,1.2442278408050935,-0.7305463334571238,1.0811779825322132,1.7791979404475478,0.4141018359337146,-0.5027690679575466,1.5283120430587431,-0.430000595541106,1.5030790313786726,-0.7679010182004905,0.5935935590039697,-0.8581569145924498,-0.8707840369629136,-0.8096553825399314,-0.7368658610604151,2.1485019586709426,1.384028183128862,0.24281826077837107,-0.5551613051800798,-0.03954437293205513,-0.7944786263527632,-0.75287175799335,-0.35087526778859657,-0.6966868076140545,-0.8760402554623786,-0.7463162044032072,-0.8992410759060566,-0.6094567520847021,-0.834302308212643,-0.6347270818137987
SIDM00817,-0.7928899693471578,-0.5652962521368858,-0.8640389137888882,1.8399232756138733,-0.12320753811525,-0.9095412021589465,-0.2837059825381333,-0.6629910408625084,1.0720583294587556,2.3318879699166177,1.131358555671787,-0.01790686552626232,1.230253981310632,-0.6112383333267631,1.5554036227994428,-0.7895972269367619,-0.28739873345943745,-0.9266612850074513,-0.8512354908823189,1.3586713795303835,-0.8268502832655358,2.495859873622662,1.4333865416498632,1.6141759103256343,0.21567715779930585,0.4502805212276661,0.3507186835528697,-0.6861030123361745,0.06827313591477092,0.43502291669130794,-0.9026447179168761,-0.7759546284660112,-0.5946857195490877,-0.5686937128529317,-0.8262759490670921,-0.32572186350047605
