,ACSS2,PCK2,ME3,GRHPR,PDHB,PCK1,PDHA1,ALDH1B1,PDHA2,HAGH,ALDH2,ACAT2,ACAT1,LDHC,LDHD,ACSS1,LDHB,ACYP2,ME1,ACYP1,ALDH9A1,ALDH3A2,ME2,DLD,MDH2,DLAT,MDH1,ALDH7A1,PC,GLO1,LDHAL6B,LDHA,ACACB,ACACA,PKLR,LDHAL6A,PKM,ACOT12
SIDM00098,0.10695808027194002,0.005047584513524002,-0.26523824414749453,2.449949427513486,2.5651996609184824,-0.9120350397413162,1.7301715036677856,-0.06635347209409072,-0.6916150780779862,1.782629934518396,0.5761811551435289,3.193944153244925,0.36292904551226707,-0.9259372862690813,-0.7278490472846273,0.054690405862226045,3.5755643256188554,-0.39851950060751307,-0.7149046144296386,0.6230437977310753,0.9842510271287487,1.623593964827056,0.962811551978195,2.4578125207698696,1.8088700731088752,0.8926060315296162,2.9273865890044903,-0.6527187853564729,-0.7447263932822165,2.244779667896313,-0.9080803501363061,3.2119518422968936,-0.6489207979745973,0.052862125444299565,-0.7824934405888091,-0.7766231906345045,1.2740560393715719,-0.9675274732924147
SIDM00225,0.8782013755498124,0.05810166916818179,-0.6797723907046742,1.9707164749989965,2.3353299648397434,-0.8548197755446715,1.86918074063034,-0.29563665618370144,-0.760279814604968,1.4265315377455643,0.6713468761532514,2.6313486717997474,0.5812838966013902,-0.6075785785601042,-0.7797255183607259,0.6756206959593768,3.4337153013137103,-0.5576710073872853,1.2280063253661924,0.6532851647315787,1.358500960488616,0.6221571316640836,1.2608768505768881,2.4797955166722203,1.6940159212856645,1.1262067589581568,2.6440834940199993,0.4686842488259858,-0.6583300836820678,2.03329140411096,-0.8935363625099972,3.6164309865356024,-0.6946815161668785,-0.30985190419851416,-0.7163683620804239,-0.8198670775764154,1.4555488138638444,-0.9551146302326048
SIDM00846,-0.13073096299373604,0.1543477036725654,-0.22670376044595356,2.52223314108345,2.739325893823253,-0.9384850075465706,2.2495899510618527,0.9238200134030584,-0.7593565212321324,1.5461534758372175,1.3828682917205475,2.349522224078931,0.7467880133494741,-0.8922592358258303,-0.8528516549766793,-0.430422304635692,3.494177983564916,-0.7102714489661676,1.6979685420583805,1.4721752067995322,1.440411745512638,1.6678620989330197,1.236802914304647,2.2924266305380008,1.6065533185064904,0.9814884453933636,2.6629645354383573,0.25370049956775415,0.0525780573264681,1.656984530438697,-0.9308126302805879,3.529642899644715,-0.4962038239380586,0.11566555259100851,-0.7670150100170869,-0.8433870301107285,1.5428325391983162,-0.952199652735422
SIDM00291,1.5489966902899255,1.39897569674471,-0.7539962049432687,2.0800828438046235,2.591493950446444,-0.9377974238755916,2.354576422398842,-0.5544699149988913,-0.6515114734208389,2.105160803477237,-0.6241745926626697,2.3874757207094217,0.909937224633139,-0.7632268163849346,0.021044581464278938,0.9429433375222527,3.5105257021325587,-0.9926635397721275,-0.7931580137964103,1.0944338800042142,1.4981781380878465,1.0927225743085471,1.7333407137776515,2.2867445987306088,1.98414854836012,1.1530079534328586,2.9024251270764942,-0.8931123829889631,-0.4921825727139491,1.5305107428346003,-0.9579620000637266,3.2602957518155984,-0.4614391603516613,0.2488392098398415,-0.6900625454198797,-0.840242042214068,1.5574900186117324,-0.8141029783502681
SIDM00520,0.11920385610299396,-0.3734592909280743,-0.29340093585779936,2.28813025207849,2.5530008848110004,-0.9543570496291374,1.8966922452304136,0.5023747738009452,-0.7775169577970004,1.833828302344321,0.07089782903247402,1.8731266663670554,0.9862219531466997,-0.8287954027932687,-0.6638284801136263,-0.4964251086240274,3.317782368945792,-0.9347390681674841,1.11540495445658,0.573732861134054,1.5467747697618395,0.7462904789140488,1.2786002307639668,2.2505513033944107,1.6730433358158876,0.883367944536607,2.6173215593607475,-0.10892524641018639,-0.7404344363478219,1.7028580324337603,-0.9019134728939708,3.3382504631303083,-0.6458880547338107,-0.33997449941979774,-0.7925796487278031,-0.871722160408783,1.1979430451535515,-0.8818085663155751
SIDM00003,0.20360482472309752,0.09678437316251338,-0.789067667173774,2.1987262735721993,2.449084141108025,-0.902282131132248,2.4651297674532233,0.11832669998126902,-0.8095725342369892,1.315961522109863,-0.5802939162625425,2.36228690240676,0.9468859281271995,-0.8026210711858055,-0.7429695493876022,0.9820767560377501,3.5050948450033297,-0.5428530579362925,0.7111710697665163,1.1763413813101171,1.6329414801558872,0.5184369272940491,1.566322133656431,2.6454712686843385,1.8982525508288997,1.1956071027308177,2.873372633832633,0.076245773004792,-0.6906061849974018,1.8086005394919193,-0.9390969345815389,3.549167254110131,-0.4979329493290942,-0.2986242176648182,-0.8139960809877974,-0.8617923679185421,1.69544618376237,-0.8746745199845751
SIDM00136,0.1972193527172275,1.0353398940105414,-0.3039926328184323,1.8865307156021178,1.9891401527527344,-0.8741079471619572,1.9093560354130792,-0.09067014027885144,-0.7701284294722286,1.4153474439432285,2.091804710886594,1.9870024633595305,0.4940456032106272,-0.947938642487698,-0.605846094206691,1.2072027724287626,3.4857061982907798,-0.5625116728213371,1.6083225743957772,0.9899280933233007,1.270565541827003,1.0299903053124788,1.0266641636744798,2.2086957548399853,1.8245760371670963,1.001311592317593,2.328572327792155,-0.13099561485533465,-0.4930344586022539,1.5125408438151353,-0.8930494484586264,3.6326922887840083,-0.5474328367314846,0.2204006894135714,-0.8023010593192772,-0.8560828623157452,1.3689233718979057,-0.8062403290729545
SIDM01155,0.5591026711749488,-0.09862463983121175,-0.2534838900316133,2.379452759664372,2.4875788593980754,-0.9125253958645503,2.113403402656482,0.3862317577085262,-0.8023352951111715,1.3658374740656771,1.22532486885538,2.865039009372417,0.8181170904192311,-0.791164036102118,-0.7164813469470267,0.14112157131368538,3.4569407501322833,-0.6580582808472942,0.9960169659827961,0.8864298465679006,1.4437894610824373,0.6540576746787307,1.4735678821205698,2.508795940751043,1.9608454855245143,0.9490835983423841,2.703634521110839,0.03275265004302767,-0.6854663373277786,1.904215989226156,-0.7289004709590354,3.5760246637027904,-0.5168231986470259,-0.17844781022479797,-0.8985629909327923,-0.9085865200462828,1.2465936556541484,-0.8395082255659746
SIDM00224,0.08114546873886637,0.12887588170225686,-0.314345387023247,2.054277629725557,2.525525964480362,-0.9385133955739174,2.2338151384946165,0.23703793295840178,-0.8693503539283928,1.8610174894096803,1.1887490563019467,2.093184416017564,0.7143999584752139,-0.7917512264065798,-0.7118210932577109,-0.15671681485905392,3.332350330890182,-0.6474301992963873,-0.7976654851761261,0.7896381857453826,1.119431220249174,1.1905462745550288,1.5464803537454848,2.485762009434216,1.785777853550092,0.8769971428661105,2.939660348516019,0.11194085454775134,-0.7913571785483497,1.7113741879187645,-0.9463085797791523,3.296621914637526,-0.5303916326096823,0.0820542268933162,-0.806041114883407,-0.8297451304746609,1.0215476729950328,-0.8857142378357313
SIDM00783,0.2932441588753548,1.0810194605640744,-0.615494174434039,2.3144181607063157,2.2623827491916333,-0.9513169427467703,1.7395417618888815,0.38661856569196,-0.7651059591011408,1.329861373521179,1.3148256444323754,1.1471086703457873,0.7495061081000495,-0.8645641242043933,-0.5396678241814887,-0.537903837378478,3.46114043454882,-0.3727590206801643,1.8117971648827211,0.9991323988530367,1.432951384785273,1.2339173120992784,1.7590259422112564,2.3644851789111083,1.6883007463387691,1.0142998892302086,2.6309067932024517,0.07734890988346849,-0.6781318823565369,1.9677052649909132,-0.9266420612072772,3.2220303801406343,-0.5878480977965446,-0.09004221103382182,-0.8810840408693543,-0.8736262053038585,0.8601639586259286,-0.881607454741488
SIDM00490,-0.09267012449872748,1.3512185633864233,-0.55623707230401,2.1783108583022788,1.9971603585079414,-0.9117602353661233,1.94877064739742,0.1591477396533475,-0.8183151404460114,1.4388265318216464,1.3568513696617832,1.0857697192337359,0.5996917111251675,-0.7945023616292546,-0.8104179063047148,-0.13659773980433187,3.0509813292965737,-0.22165126754461847,-0.8841663175052719,0.4426925385656716,1.5154199800099963,2.43193631352906,1.4213816895549947,2.2830362686554317,1.781853767497254,0.44546045499326686,2.3734387337266343,-0.1052216491724092,-0.5637916329069287,1.1202487594525639,-0.835785230392923,3.557238198533814,-0.5377086276482972,-0.6936641844251477,-0.842227882012581,-0.8826778469568305,1.2516875253697124,-0.8723345628415992
SIDM01090,0.1396059758564824,0.7851298617873482,-0.17613909627692745,2.2226617073431054,2.264213120255254,-0.8939162444264994,1.8946661381907222,0.6802870800932579,-0.755177827399559,1.4164397737642327,1.5764706660122638,1.6525983080728897,0.931842974624816,-0.892179142635088,-0.6694996499973385,-0.2933838211777045,3.542142428171129,-0.8314267324180645,-0.7539835785008496,1.1484524863769856,1.3844022272129906,0.37259356332460114,2.059038085781917,2.466135729363684,1.6700513744735932,0.598347733415449,2.4567354476463428,-0.283149644139446,-0.7643134426861359,1.6972023116163644,-0.851822194974369,2.9745448509608896,-0.5855736302802911,-0.2853715233001928,-0.8388882673883568,-0.8312210611648081,1.0849287467346524,-0.9162187002150908
SIDM00394,0.5514063451582399,1.2347888058825478,-0.062427491307281785,2.375090854243356,2.106046902083647,-0.7543471131094401,2.5009829189498096,-0.17673551723721506,-0.8237111890503996,1.535481017012059,0.8166556096108479,2.2731444706037838,0.8439146548261889,-0.8399965984339028,-0.5318516545475348,-0.496028383082277,-0.7041144770127901,-0.8099942163193398,1.5933378948061283,1.7306981053469,1.1611121660365775,1.0614498693316332,1.284790392279143,2.2452102559388964,1.6147393860044088,1.3816867845110323,2.454763186119858,0.3496047494437112,-0.4262320256921889,1.3857920168492432,-0.8472259525379622,3.423860010064631,-0.5482947635527823,-0.3274176208943618,-0.8149139476315334,-0.8321505809386817,0.8087929075802719,-0.8555052347298615
SIDM00538,1.1928340228118741,0.38341054480666326,-0.6007227028603167,1.7493388492785589,1.9599964804639238,1.0372413080839824,1.8232615343247593,-0.38753506820127814,-0.7046897203963605,1.4836019759401236,2.113475949016514,2.269423298672538,0.30023143637230093,-0.8363034253461356,-0.7135974312357043,-0.018720420570229903,2.7981224207409148,-0.6772692583730436,1.9252434250058128,1.4650883791656837,1.2533845382928603,1.7418214331933886,1.3995588002362505,1.8964182035978776,1.2316578227095623,0.4807355410554673,2.7228366468003897,-0.38158455755844334,-0.4392676360376578,1.2412233517073101,-0.8886436999842573,3.3773608010753895,-0.6595184594555896,-0.20501581646270955,-0.752035413608575,-0.7846326808621624,1.6719416093706612,-0.9777515466781502
SIDM01140,0.23422678377304654,0.6337846481153634,-0.655235339782929,2.468237206393342,2.909129154178533,-0.9236468918831042,1.925438083689328,0.5362616078317186,-0.8257452964640914,1.6566787100698577,1.6280540186865768,2.284625198666366,0.8808568305502412,-0.8587029637890891,-0.17187003681308616,-0.54542138029921,3.5806252745877214,-0.8515777575757671,0.7128539556854152,1.1689608505799978,1.6261522822882362,0.6526124427842548,1.635733624592973,2.4434590619449907,1.7762335211713787,1.2812146657091044,2.874040499686644,0.7222588267945949,-0.4511978029812805,2.137538465567868,-0.9524176580933292,3.0095964180557435,-0.632500238799702,0.02035828669077295,-0.7683438552318995,-0.8984943401529691,1.2139762668385627,-0.9202313927675769
SIDM00101,-0.20350536211703496,0.32993587286227777,0.01716618454210842,2.0504700349221543,2.404420081405644,-0.9171304925644145,1.9436469264356102,0.15007413251923932,-0.7564368181135028,1.5821947627073696,-0.5962912732147594,2.2281641907675,0.9088623488019987,-0.53736597772825,-0.7177316731658002,-0.3961419579550955,3.4518388754419997,-0.382528885569078,1.542961047295345,0.1879675971687137,1.449720107139152,1.2120101496695226,1.5271951346603614,2.4470643922473196,1.5798976838579069,0.88616171392065,2.6679597616802324,0.09213513131307399,-0.8580232421601909,1.665375556369717,-0.8861706233630852,3.275267375990224,-0.5738030166636029,0.026713326969984852,-0.828463440700914,-0.8537037063098396,1.596504716311336,-0.9375416357654747
SIDM00114,0.4427553921662971,0.6821575731020936,-0.4931252935942177,2.0296196982223,2.13601063441847,-0.9316374323983094,1.9251258326395448,-0.49438077353804355,-0.6258715875528085,1.1424222586844952,1.2673976299990197,2.2971395117451547,0.6724756427794034,-0.9108338745320479,-0.6569836610614271,-0.5551478520790862,3.0576055039913306,-0.8037454009711201,1.7056157947635562,0.9016863221312122,1.6143911661383072,1.3534642694012022,0.8257815865936164,2.233482967660547,1.7167043170752883,1.3697795010787865,2.4262266014390335,-0.014789427804127224,-0.3462240063576479,2.4240902886108375,-0.9339046130067307,3.030462319873845,-0.4394084283396683,-0.2874905935929515,-0.7934297769119278,-0.8257774906073745,0.9893077406344508,-0.8753810145320131
SIDM00102,0.13341651673698615,0.2046227377040187,-0.1591659810683445,2.0579143826196025,2.1537667258672206,-0.9181684955706482,1.749499268391748,-0.31961711139514265,-0.8702325380036218,1.4280505992948729,1.5977911604116202,2.2210684384783232,0.6466887677165615,-0.0653818692427648,-0.49033023361396477,-0.5973985175013051,3.232598242560841,-0.862570322555954,1.962275251899498,0.22938205529379202,1.6303315558203477,0.6550701385078497,1.4731996016201183,2.4463478411959776,1.6367243500169033,0.7603495611068543,2.6971319419728617,-0.2750263123601098,-0.839004765622841,1.9014712920133046,-0.9430939026814886,3.1861247033975104,-0.5169674840898532,-0.1528742804776072,-0.7908680556178889,-0.7484937263967081,1.1966007909512824,-0.8451486676676362
SIDM01122,0.052084049241806,1.1183462275671714,-0.31272947883965585,2.0206673424994253,2.2860743812041644,-0.9520476170646168,2.308814019046299,-0.06616866893230222,-0.8104824071582624,1.519549989015129,1.1506714375124372,2.528646692337415,1.0950342470263665,-0.9071065738972327,-0.4160710361134131,-0.41753055672487804,3.335026525845157,-0.8289066749401692,0.2174322606978489,1.0219202264363474,1.3725236063682813,0.7208061815381617,1.6168718439554444,2.462250753264839,1.6511342515564342,1.2326671634612267,2.58625834555989,0.13851623030141014,-0.7106732163032713,2.269847267669948,-0.8465551854605058,3.28988269324716,-0.45081841585476345,0.06579673944236018,-0.8236296475049992,-0.8846144853515304,0.3824290037337846,-0.8717172163390454
SIDM00261,-0.397963988652245,-0.4645389895306805,-0.5535344440824491,1.9797300748887774,2.061541571069152,-0.9374411672495876,1.838179589986313,0.39152434996890967,-0.797305380414471,1.1945819963337743,0.40612716440264585,1.2463649345063725,0.1732983064949252,-0.971579548911822,-0.8174240793613938,0.324644559904305,3.656984220961588,-0.9138997082456838,1.3405772279192791,1.2435534986125083,1.6936179724863465,0.687691829088779,1.422339780073589,2.3449847443969856,1.8270242316405865,1.002533895432518,2.3905226509690363,-0.2412862079480915,-0.8908591593467091,1.2670462643958935,-0.9559530234387315,3.057803538888916,-0.6024650645707331,-0.32533302466222447,-0.757626939513186,-0.8512766542991395,0.6229414613114941,-0.9353606209750377
SIDM00154,0.10872287633123112,0.10096480534989791,-0.5165418613525832,2.288277368488066,2.533386512120057,0.9702900381435985,1.9940817555955728,-0.36093185492130736,-0.7507880630197767,1.676790931059394,2.2757846731849294,2.334597188129928,0.05769400999150435,-0.7551898489972882,-0.5792070700905848,-0.32608911672176005,3.335546826570275,-0.8168382078577592,-0.6907389715216415,0.5110714200831595,0.9506460361818985,1.0505279047467928,1.5562882722556408,2.3234569539413896,1.7530590735612024,0.8717846318711914,2.8837669375776636,0.03634294371024918,-0.6929674305207756,1.3084305643851573,-0.968287467522823,3.522361987869026,-0.38045882307117024,-0.2769882389809831,-0.7715246117491993,-0.831394153983664,0.9579840537523949,-0.9351585941402555
SIDM00104,0.2512134785715217,0.8141734800982938,4.147731893919833e-05,1.966613581195632,1.7838297634416116,-0.961579037142461,2.0756697855231256,0.05610122241557753,-0.7634306888989861,1.552384043093435,1.1661969488161972,1.5683605052862373,0.8492924481595672,-0.6349100303596251,-0.8183223323920272,-0.49775550421920717,3.4556749089450127,0.0039001298351286945,1.5237814309421758,0.7574735771315634,1.5778449849061547,0.8704766217621343,1.7012193144484853,2.1943620675414826,1.5343594503365157,0.9417079678238849,2.506646515737559,-0.3742469435269302,-0.8687436831358176,1.8563117099559208,-0.8487868639677936,3.325195345852141,-0.5520797948579067,-0.5130849490345489,-0.8208124029524632,-0.8255740710835779,0.6471111560892532,-0.8802304390183309
SIDM00267,-0.13998217155969023,0.6975820766201795,-0.360347322601833,2.230725181339825,2.124132134202203,-0.9079459761630183,1.7233372491966479,-0.12553012791293966,-0.6879336044816726,1.4350661354896983,2.521776545684648,2.3326643720989444,0.806340150534112,-0.035722541780201435,-0.717611209381187,-0.3428101119540879,1.2024005671172182,-0.8515677386216035,0.05503505998359951,1.1478150887338805,1.2167608662445035,2.0638737051047293,1.8178277441492652,2.509823341926854,1.6639682376233635,0.7809720215133078,2.6717574695202617,-0.08831886247090998,-0.6974537341973751,1.9867140069197189,-0.8785203159052215,3.1310631247145775,-0.4733984941270778,0.001521105252354031,-0.7483815389498935,-0.8889880822591144,1.1669149991379977,-0.9066945613925541
SIDM00100,-0.07567899571363158,-0.42236370364498443,-0.6683786013301307,1.953152209910352,1.7384316972951754,-0.9484705628922756,2.1643091779495447,0.06490973614607656,-0.8728109231148843,1.7649539116271855,1.4957950442548307,3.0258311308129104,0.615298335688367,-0.8488550211037059,-0.7439154923504624,-0.5873112569495907,3.4617427141401635,-0.4779698039473984,1.9987048761356148,0.8716174200466265,1.1489213803777496,1.4338065471869006,1.5291662290326318,2.4979435165861696,1.8582932759552389,0.9362631104331646,2.6892087195082524,0.05270105275642841,-0.5927296764253379,2.0004879280278485,-0.8666240704878864,3.4961316903233968,-0.478201467537275,0.1915208121472033,-0.8128594959397658,-0.8064310082416123,1.5462383839421283,-0.938490635155956
SIDM00826,-0.24239351872470033,1.236653658704486,-0.24109785890636204,2.0109350826107417,1.9059647795610697,-0.7388343733814603,2.21861291133165,0.1988194659942896,-0.792025252932591,1.5740967552939304,1.5604886562352482,1.3724093577021894,0.422520429587221,-0.8977197546786854,-0.5633191746822674,-0.4003266815120038,-0.2463535023815253,-0.6656945288235722,1.3390917560061941,1.1100873489336769,1.5639911786485865,1.3468432882846,1.3387954915156075,2.470190185519868,1.6485214270400006,0.9136664475097028,2.711961848783215,-0.33705813529393736,-0.7539274605352264,2.2826619861874304,-0.9506247741857553,2.875797284218084,-0.4268181861979887,-0.2538894662233458,-0.7050159030850189,-0.812477111224659,1.247192793066744,-0.7913603372207928
SIDM00310,0.3744992023798831,-0.10574508389118921,-0.2120673810287022,2.1114140697751527,1.8377715905301242,-0.9472240348699865,2.168020650704462,0.1808850718538951,-0.8090173269853176,1.4731449208545353,1.8751693327563608,2.2882363217925774,0.6586309390282492,-0.35222007727107013,-0.7398417913779308,0.6319942141132194,3.5575908752465715,-0.6275555060375075,1.6342221011273386,0.671983694633352,1.8669534548991638,0.7322724659616665,1.2077168777278464,2.324444153542108,1.8253743093694426,1.0430240834372755,2.575515224854231,0.1141532438867805,-0.8714062673162742,2.054429608037951,-0.9184119367038407,3.6150330456312094,-0.4789995755162692,-0.01172740297389648,-0.7972034780600822,-0.8060703907755794,0.8530549021867716,-0.9257951282670503
SIDM00482,-0.6793835695308624,1.6150039709172987,-0.6304345731329207,2.331123668424619,2.7566285375300725,-0.8654032967553911,2.3995947363453074,0.6998077274941569,-0.6861240353997905,0.7146520670306676,-0.6476208338607227,2.6669111556079033,0.9318807836777345,-0.5437016153445032,-0.5703770989426056,0.39313453110734964,3.5498790782873413,-1.0265223738596,1.34745286176445,1.1191637624463762,1.7192109494499306,-0.49776375774054,2.21569872489583,2.7057912028131597,1.5972000560592838,1.3440339117048377,2.772273877616382,-0.5825859624343295,-0.6749145350437318,2.0480065291441547,-0.789443108273387,3.3351018688143697,-0.5872956312067991,-0.08762368385991354,-0.6807245620262026,-0.8550120870176691,0.7809354726133264,-0.8625994825135456
SIDM01247,-0.279773597183829,0.3565206595222071,-0.7615718658148478,1.94534322189388,1.5618473565578683,-0.8617203153738385,2.0300523108107145,-0.48370885593676705,-0.6456226159613537,1.102660673537725,1.2442278408050935,1.7791979404475478,0.4141018359337146,-0.7567968242554234,-0.6833399256729994,1.0120110350183174,3.3227136055718867,0.17802046619681966,-0.7405582474265763,1.6719912230512666,1.384028183128862,-0.5551613051800798,1.6769053018139648,2.3130644965673404,1.9411949504999413,1.1435416007244197,2.4866149373481314,-0.6966868076140545,-0.8708614490575901,1.7711763728446452,-0.8706298048241732,3.137228967146577,-0.49623380982047016,-0.2944499485988252,-0.7638929982640575,-0.7915962772611496,0.23614765665187243,-0.7504402271086126
