,HS3ST5,EXT2,EXT1,NDST3,XYLT1,XYLT2,B3GAT1,NDST1,GLCE,HS3ST3B1,HS2ST1,HS6ST2,B3GAT3,HS3ST1,B3GALT6,HS3ST2,NDST2,NDST4,HS6ST3,B4GALT7,B3GAT2,EXTL1,EXTL2,EXTL3
SIDM00098,-0.8959863082672825,0.9472000813121881,1.4868747546435321,-0.8683273880043737,-0.8147184841849604,-0.5293694590748671,-0.6183242631520416,0.048873827893610465,-0.7205915919947632,-0.7304634111606272,-0.12432031601230517,-0.619176448184302,0.1859524482780657,-0.8175680969744687,1.0674101956115913,-0.8342164711732678,-0.4146776878626884,-0.8954711948780191,-0.8625142656305593,0.13805540026396557,-0.7050028727845027,-0.8530122491566826,0.5624303349956331,0.14601391117528548
SIDM00225,-0.9142010311781281,1.2918009130999064,1.404619802842505,-0.9525213929976059,-0.891038314965187,-0.7055684406634994,-0.5202215837756803,-0.3641050834956968,0.7558090014120679,-0.8120862826322572,0.22300608345050663,-0.7856774780737201,0.037935406361477055,-0.8798108232192716,1.395621015450203,-0.812462300753534,-0.4030842094266079,-0.883447001333108,-0.8000853719016476,0.017889176489511733,-0.7856956783093543,0.40930355246075995,1.3304085203606384,0.6242569101968447
SIDM00846,-0.9222617941133574,1.2003092594549056,1.0207694805033276,-0.9150817919042095,-0.8199911161788345,-0.625185786948864,-0.722892934138804,-0.5418127422138805,0.40879581690488964,-0.020286885799827077,-0.0011565858108122744,0.7362712322146411,0.4480723800397235,-0.8030211892292838,1.1293154141644381,-0.797026945708769,-0.558587450164191,-0.9375094629000167,-0.8841287424656529,-0.12715955486875952,-0.8413055808094715,-0.7746418532506553,1.3312614593261343,0.2819342921850585
SIDM00291,-0.9763139941036565,1.422644991946658,1.2858481312554573,-0.9198664103514674,-0.07551872222947703,-0.3786346030809114,-0.6477262691101415,-0.008015218027701955,0.822332791383169,-0.7255068330978627,-0.12977153290878216,-0.5649951166147197,0.8069052016012285,-0.8416052975145255,1.2842499292759366,-0.8787955342405157,-0.22979162379862836,-0.9446457746074781,-0.8897253157576486,0.23571188597913406,-0.7943883565244522,0.6591937051878078,1.18770244848811,1.0361212330192096
SIDM00520,-0.935449598877101,1.8215825024553745,2.014833781996382,-0.8754322146841695,-0.9216279744637181,-0.4572803793934033,-0.8404855281559219,-0.09661537161997107,-0.5199645232125938,-0.5526622323866869,0.08997119027625418,-0.8391703786529889,0.44127928592491383,-0.833574476603569,1.2107776128236603,-0.8855483092716825,-0.29770622570300115,-0.8754656534360419,-0.9940569909851493,-0.041978014345112814,-0.8530027653966626,-0.7119428673495128,1.1740677025857829,0.3741231193935846
SIDM00003,-0.9299541748728604,1.2857021027204034,0.5721371867274233,-0.9644943894446387,0.4982269472265475,-0.6343942308290649,-0.6657846145922641,-0.19490285921365127,0.5347993848105393,-0.5724028558553106,0.2386754920892883,-0.7984967192344189,0.4275790039404507,-0.7380725716731955,1.1621591800580768,-0.8653517574246918,-0.5173093742000022,-0.933740277464497,-0.9069844940177842,-0.0936820459584005,-0.8257290243142887,0.011188058222361486,1.3276640233397237,0.42934451089482856
SIDM00136,-0.9973622598532718,1.0881372081758653,1.514991453897596,-0.9298421958579113,-0.8377909618486158,-0.6564028076462981,-0.6697606184658061,-0.5583681211600935,0.5426324609538521,-0.7407688265538435,0.31990319343380913,-0.7985144288574869,0.21575448969680527,0.9931535323028913,1.3746060245853753,-0.9110142672816375,-0.5355339658555438,-0.8584451615784037,-0.8813557966756529,-0.0633247421571346,-0.7477092976946278,-0.7966338822717253,0.9446153673604617,0.10217626446684333
SIDM01155,-0.9103197329937103,1.7806855894604463,1.7892764111804587,-0.9690306291235824,0.8291098299699902,-0.5311349600527755,-0.7513909855179262,-0.1287942728752271,0.09808093411442387,-0.3811400581929582,0.046480713759997475,-0.7878253725394053,-0.025224863662993594,-0.8568331825017995,0.9629100073963506,-0.7908524833826557,-0.48403350042542925,-0.8792982014752507,-0.8520883446836303,0.09418387144812282,-0.9048775139489916,-0.7891189863022161,0.9828969373999323,0.6741481558893163
SIDM00224,-0.8334443246491512,1.3835224102649113,2.2321050023729745,-0.9562152884542215,0.5548179071355164,-0.552951072480913,-0.6183742937714917,-0.1502425989633704,-0.6522530610224686,-0.6939591881839653,-0.1056005190447842,-0.8406832275956482,-0.04060760004616409,-0.8269292920240443,1.0307348835695336,-0.8515925077806565,-0.35533608800335537,-0.8512186860661428,-0.9492767776066737,0.11687948793004685,-0.7083573604665484,-0.6480984671111645,0.6292758033276245,0.5063183589739615
SIDM00783,-0.9295727041295373,1.2411811211460568,0.6454329139914712,-0.9807837287395729,0.4119908537517131,-0.5277081376455394,-0.6987656034463546,-0.5054092814301252,0.458152976226067,-0.477337173471161,0.16829882713025365,0.33127132366191053,0.2012342535709259,1.2665921208260416,0.7367710800111879,-0.8586360829957493,-0.4434381264642072,-0.8838558668111165,-0.6547049057120116,-0.14682817344218604,-0.9557477250419341,-0.6917449869777712,1.169370103020881,0.838728983899628
SIDM00490,-0.8260019530049794,1.5892524723509742,1.3953915746147938,-0.9174069156269498,1.3480425248992718,-0.2070232640739414,-0.7250129543460698,-0.38614962106735556,-0.044361564326138254,-0.38021240320453026,-0.2435943243471386,-0.6022593208031746,0.4108796528255687,-0.3151860127849388,1.1148965988621633,-0.8897513077087474,-0.30844043775787106,-0.8551663974089347,-0.7608117097249993,0.21043588114930104,-0.739871756778393,-0.8384963814841699,0.4990550264495305,0.8036100437575935
SIDM01090,-0.9166925248147788,1.4279835581525449,0.8885981719273482,-0.8586229687876554,-0.7949763103184726,-0.5351542453307394,-0.36696999800244146,-0.4294521736268114,-0.03686523394866465,-0.5382684889072504,-0.13177137421116678,-0.8002601657671561,0.08534560677016922,-0.7067321218768702,1.1410107347174554,-0.7638732518631559,-0.078841129601066,-0.7956018521906104,-0.7557619806045685,0.20744241699532284,-0.8394115999865847,-0.8429368356564914,1.1737136853108672,0.5168418632981404
SIDM00394,-0.855226341091631,1.3214713349823854,1.351350602969497,-0.9272187951697552,-0.967099683770146,-0.45862496875087005,-0.6737403643793473,-0.567037630961314,0.4468119840680788,-0.6176533967686441,-0.5076501416925182,-0.7923002557082179,0.3335894935284185,-0.714065822902181,0.7671113696222579,-0.7849368219886046,-0.37934860150943017,-0.8601274804913793,-0.731628292247797,-0.3947352133175801,-0.7651597542917347,-0.8520220699230693,0.19785440610311747,0.40824524612603175
SIDM00538,-0.890251728537313,0.6670141128644254,1.1109033430623603,-0.9374510454635835,-0.8673397223448961,-0.6396839493800823,-0.7919309095716981,-0.5518214776055324,0.6768826123846758,-0.711471066255288,0.0029874558053969535,-0.8063434837472588,-0.19639904360360666,-0.24021058234012066,0.8378585167577913,-0.8047450257559481,-0.36608261569629086,-0.8501011701034052,-0.8453544150641616,-0.0011161635518264611,-0.7448172838552037,-0.8467898223074619,0.09270630405002912,0.4968203398928155
SIDM01140,-0.9279572189390459,1.4977245864903066,0.9660446853956128,-0.9745063289844916,-0.9048239869134663,-0.45880540971604955,-0.7232568815877615,-0.5121840201745445,-0.9135864868341937,-0.553668004754447,-0.23566683049073317,0.12241499372412233,-0.0068353851710061305,-0.8712697911113269,1.2254998058782367,-0.8525877668930938,-0.3784187555916822,-0.9054288559469558,-0.935868639646686,-0.12966762128029508,-0.7591319306895473,-0.7647188193580725,1.386319317117231,1.4803903382158725
SIDM00101,-0.9896947589248158,1.6625757593745778,1.8277046304705182,-0.9215497556121515,-0.8861706233630852,-0.4479582610758616,-0.6744069291359542,-0.24509312804431,0.1731838752688457,-0.6140738232836409,-0.38585503373506036,0.15555051371193365,0.1395577463025134,-0.7892523747458075,0.7066115083652932,-0.8993649673249096,-0.17210745088522453,-0.7741160725703844,-0.9483681375185522,0.013336734922899744,-0.7624927344728941,-0.8247339373773944,0.13385720674342708,0.31216708685906486
SIDM00114,-0.9214410467327796,0.9339540356453824,0.7299361095322547,-0.9722061975536538,-0.8088000965598001,-0.6557632581380649,-0.4633812351141211,-0.5375303677457013,-0.7449885228500311,-0.6960723991276326,0.379331464022256,-0.7783846152604915,-0.06710522242033722,0.8369413816360614,0.8254857915102423,-0.828114432242583,-0.440028925891681,-0.9093832295391262,-0.864727272366771,0.15350436280996657,-0.8031846986352199,-0.8134109686353928,-0.05281265389680356,0.22715986505249633
SIDM00102,-0.8639396442291056,1.1021458793033942,1.9814053028300649,-0.9036122624980734,-0.8975677635024182,-0.4410205170093373,-0.7208909250973989,0.09451396060563184,-0.3988874480380519,-0.4610994932737881,-0.14016941990675166,-0.8318859852326,-0.005017142907858431,-0.8172691946389894,0.8912528246812863,-0.8209136757797556,-0.22175316482533985,-0.8679222697603819,-0.9284403044704972,0.2769539085739199,-0.7713683506020259,-0.7141033839077218,0.4942123477639523,0.5885982384710033
SIDM01122,0.5861319968890484,1.2391687353766168,0.6646353014938039,-0.8841728786862366,-0.9122604317451875,-0.6574164194106538,-0.7555844912774113,-0.28054843406333063,-0.10103488466711379,-0.7167086039169278,0.3416073204398361,0.9383206251246559,0.12522340111258456,-0.8831606949785201,0.9249787992492422,-0.9843127651740209,-0.5387237540938866,-0.7920614057422167,-0.8314858562824567,0.11936279888729864,-0.692513607444502,-0.7770244733691826,1.019682511331325,0.38180529388927065
SIDM00261,-0.9922676132467445,1.4025147802966027,1.2740900295964368,-0.4047957897471158,-0.08974396285479756,-0.5761063732738915,-0.5971278650460213,-0.24131261893549774,1.2559612351865719,-0.8027604448351998,-0.2233509783940326,-0.2866398492135053,0.2896475733382008,-0.9323268060323886,1.8369163819699317,-0.8705309253230826,-0.38028284330296647,1.1317776435772122,-0.6837465439732446,-0.15554039361118793,-0.8541805979622245,-0.9200408098929151,1.4200293503726902,0.6707088805510831
SIDM00154,-0.9196335224317614,1.042383224451136,1.0705630262985004,-0.9549734795348688,-0.9909584489282273,-0.49158959411370096,-0.5109774291636318,-0.534234895844739,-0.3310280760739104,-0.5096915400825868,-0.27545948454623986,-0.7484707190333767,-0.23576295865903282,-0.7905664422431682,0.4046351614024312,-0.9057100507455811,-0.41838228430955376,-0.9140798979440984,-0.8073681672344769,-0.35669036404319054,-0.8132523731858813,-0.7863016348174089,0.9669039476279879,0.03747448043393179
SIDM00104,-0.9004780808642183,1.3826453786925679,1.5195472512754908,-0.9162004348550988,-0.910024720450862,-0.5422700787514976,-0.7425028562423871,-0.528396399763064,-0.6533293802299334,-0.62484437522235,-0.04266178518140512,-0.7659902402135791,0.6295629225327735,-0.8645218579485432,1.356879728568785,-0.8094072248354339,0.47657949589164883,-0.8687415232961132,-0.7999910638519586,-0.3331678218098765,-0.8146637158803294,-0.746388156272496,-0.07615494509543241,0.7339189658034802
SIDM00267,-0.973974439414417,0.3910380175564859,1.0639670149948097,-0.9468333667309685,-0.5666313918902727,-0.6318554865861438,-0.6791126914264787,-0.5470540081258681,0.8367277747446364,-0.591217108171076,-0.18545235757629797,0.037928348300119576,0.1618435265910724,-0.09100571791617773,0.9516176610023784,-0.8493520296933758,-0.3440403968580639,-0.7374268286163222,-0.859143385120478,-0.1613442603056604,-0.8062223848019844,-0.850526319554932,0.5416630207236043,0.1283214671470322
SIDM00100,-0.9029951637632638,1.3564210554728438,1.5112258044933053,-0.9006288850356753,-0.9405615862074702,-0.39122497994908756,-0.6377517527196169,-0.23675147369687558,-0.08900054177249876,-0.6209064814268788,0.16654510705107592,-0.5517607670491904,0.46584148929163743,-0.8576356197501553,1.1273588536471504,-0.9098746727198136,-0.43068317858421323,-0.9016705541489023,-0.8533134057021027,0.29964041401619207,-0.7943607736657873,-0.8037557185369346,0.8555095211327862,0.27940549688925975
SIDM00826,-0.9461146185858601,0.9581124135620973,1.1681408084430613,-0.893647757953434,1.1504220468222164,-0.5622119596979268,-0.7113446848999241,-0.6112790035979886,0.9885724610361922,-0.5092903967596738,-0.14632444907672704,0.0562573573882472,-0.10114237202520847,-0.41766319507452404,1.0142130855884863,-0.8925969929060723,-0.45927469732879245,-0.933325451372955,-0.8312629997931137,0.15914814563454985,-0.8214441170593062,-0.8438484459970826,0.40477023593991185,0.14861131905832986
SIDM00310,-0.9607440853518532,1.2523871785034395,2.0398774784950047,-0.9373037405510052,-0.6326383846718735,-0.46248675686555946,-0.6078413895327425,-0.017722727263933855,-0.41494346437389074,-0.11681388526351183,0.2581959970396923,-0.7708289677829793,0.5672561832876553,-0.8147395061693172,1.02661762595017,-0.870241237539665,-0.12294747106555134,-0.9737901592663625,-0.8428794467541899,0.02004830892902083,-0.8870800243538245,-0.8317918689635494,0.5555662112538393,0.2858803313809027
SIDM00482,-0.8946736713732996,0.6729726915250787,-0.07436817178334414,-0.810519156387236,-0.7785804048384645,-0.6011178072521931,-0.6680276903810322,-0.2530572113480388,-0.9958572943292764,-0.7141182124436628,0.2509998989008245,-0.7890128232705661,-0.03398768883805189,-0.742258963731562,0.8810005639651795,-0.7780740403272293,-0.14037859328687724,-0.6694256812186046,-0.8820092761443202,-0.22644060934911195,-0.7432423138891248,-0.7518097663043037,0.680645947311748,0.7544560816727617
SIDM01247,-0.9456291871500314,0.10444084397329179,-0.7968676523820473,-0.8886045693179847,1.3546733337663899,-0.6435021379487731,-0.5837862287832694,-0.72465156054661,-0.7142683645750386,-0.6790768192298063,0.6215935019185183,-0.796771279214901,0.13238093382256147,-0.6752146862659811,0.8766977339186963,-0.7731615651116118,-0.4619023732163426,-0.8699531412551418,-0.8320680603427754,-0.691120669633667,-0.7824174795802153,-0.7225856717479785,0.5975469298980365,0.13897247842536486
SIDM00817,-0.8758395286277442,1.40421068023408,0.979916947097874,-0.9094960661785547,-0.8423099157601913,-0.5606707403016413,-0.6627105867888639,-0.37370779571129525,-0.9098959174728527,-0.7257143768523925,0.05407224630117434,-0.7626063750347293,-0.04181639873931382,-0.7702862366709646,0.3125229287336232,-0.8299652214037677,-0.3302961128623604,-0.877038003371799,-0.8546280414006588,-0.008412892236281517,-0.8385495256893561,-0.75862420777167,0.6919514219478271,0.14562452549341623
SIDM00448,-0.853441061150765,0.607641685470167,-0.5348299112588365,-0.8416535158134851,-0.8828826837728586,-0.7218950024676543,-0.6412003860652371,-0.5688824356766218,-1.0095019562242764,-0.5333087233341097,0.12905192447613326,-0.7639661917910918,0.20853592882942343,-0.7978731412104716,0.5428637439629844,-0.7547092823392672,-0.4056114682968296,-0.637018862402426,-0.8303499751214358,-0.42464295307422123,-0.7336176941376494,-0.6274346654607049,0.08106901780198775,0.28386935771821914
SIDM00086,-0.877702405484293,1.4794164933670408,2.289859601657726,-0.9384134046103311,-0.8296115407632836,-0.6170227538315562,-0.7001641561444121,-0.007784436539977749,-0.41030585385458,-0.26773496391057305,-0.04143056679515148,-0.8309734214455307,-0.1166012157173904,-0.792336874255386,0.9166787778489404,-0.814306359373995,-0.4728929131910566,-0.8343089340097167,-0.9134494173734317,-0.03678581025735721,-0.8579528818690734,-0.7431532696088216,0.8340942971149121,0.4397458532264575
SIDM00466,-0.8525875798269079,1.238335613200337,0.8739396956976322,-0.7345499668737518,-0.9433014063947424,-0.3731177541412148,-0.6348296535424223,0.41117478775662847,-0.6536918746933127,-0.6561409342230983,-0.15849521864027663,-0.9055555105070422,0.014358529409608762,-0.3357648483515883,1.0198043493603246,-0.9506473913287977,-0.24069684175935946,-0.7937571470487842,-0.8431173100603564,-0.40672695016387583,-0.801485090223317,-0.7809820207177612,0.7804653423897155,0.08983566158498142
SIDM01132,-0.8197758443448223,1.39312408701739,1.4250104602091764,-0.9329257660240412,0.43069092997730224,-0.49423687735813937,-0.6576592333391273,-0.19102259250198683,0.17467097971171802,-0.511564530681063,0.21650459206394929,0.06951262403811086,0.2760408557294056,-0.8405912933316207,1.016380202966233,0.009970082197048742,-0.22672865685028548,-0.5922036584258544,-0.7888309742363043,-0.03827180324831968,-0.8390372118617337,-0.6688102874582237,0.4174124728333945,0.7215548333882259
SIDM00465,-0.924246322758058,1.0379248141787927,1.4759529434249645,-0.8594849546925593,-0.8198467303244678,-0.5324193839950638,-0.6677488843404712,-0.43629381134758166,-0.6991132225083433,-0.6641349338159414,-0.121711370247842,-0.7694218118670336,-0.1388256422925199,-0.33102077254100515,1.2558266027784482,-0.8421182048702781,-0.3400869200904358,-0.7458364261249205,-0.8792334651037412,-0.039565928723896984,-0.7375168570932106,-0.711822328380962,-0.33502321395757645,0.3357389151220715
SIDM00565,-0.9580780718870703,1.352867263599902,1.7639424599756055,-0.9530693577513657,-0.8951175048001253,-0.6168484434637185,-0.7170350185941115,0.08350741559784042,-0.5032293003738365,-0.6779403528102312,0.18402892859762968,0.26442846183755514,-0.13106149411490126,-0.4128538930144087,1.1675372386949394,-0.8808064580134769,-0.498816254308092,-0.7683741969124445,-0.975904524729912,0.3124385917275496,-0.8342938098663201,-0.6185147464609504,0.4116365424269587,0.4578926005691292
SIDM01092,-0.9677716237536664,0.7712414609485084,0.5491289473065302,-0.8995817417600092,-0.14862394530622838,-0.6284826534954618,-0.7578625810360186,-0.29809265701416904,-0.8285820757299468,-0.587015928102182,0.6465470460660853,-0.8391515786076769,0.166911840254668,-0.897111497612695,1.1720450207265045,-0.8438485975401571,-0.12797843893429817,-0.6514970873039464,-1.0204698768624765,-0.25226806416689596,-0.8336841939877958,-0.6623642364451192,1.319308182655054,0.32457450081284445
SIDM00218,-0.9201949109568591,1.4991304459603947,2.5059979914452777,-0.8901304930356893,-0.7688975746392039,-0.5088252671995046,-0.6190766319974904,-0.5724040944321419,-0.5430317887971355,0.09422014931043682,-0.5347978797116648,-0.7515849619767043,0.11693596169793788,-0.8058526107565857,-0.10084730793884934,-0.8390026543958361,-0.4734783292309577,-0.7408382662023684,-0.9316374183203185,-0.34894319705013055,-0.7273104128889312,-0.6980045867109185,-0.0590629216311061,0.5259784158075158
SIDM00044,-0.9568132089560291,1.7311660696690256,1.8809170766540493,-0.9335037786032582,-0.7398300455998705,-0.5604287461934162,-0.6559348446958958,-0.382082109615689,-0.2621880805023437,-0.47575503679327774,0.039016824008935885,-0.7964823607594135,0.020756188183347207,-0.7468557186287218,0.8882101343840241,-0.8857637650596868,-0.3886246693579999,-0.6934922198272239,-0.8156826636762774,0.05863355846546612,-0.7645213957487981,-0.733513459907938,1.5185654860902171,0.7259812461453977
SIDM00362,-0.9567054196738954,0.41929165555614567,-0.2163782690475294,-0.881937948392454,1.482836795315613,-0.6323892331138257,-0.6445478512440008,-0.6634752895043556,-0.7754037488645774,-0.5755576877336191,0.4052490919013273,-0.7516771237317195,0.1623371736713452,-0.617957112478988,1.1912862015805885,-0.8264059064702685,-0.21465138875463688,-0.8151980995720429,-0.8714866782748892,-0.18534920628698476,-0.7177263048854563,-0.6594810645633412,0.5072383445978131,0.340799788062769
SIDM00813,-0.9254267344404276,0.9189505885397413,0.12534203489001616,-0.9330704097266287,-0.9208084792877437,-0.7254971329329519,-0.6441585051886389,-0.467432903010562,-0.6429707486781758,-0.29549418026652224,-0.3760894238685368,-0.7784204814789206,0.11410718156938397,-0.03147941502899525,1.0360790042575219,-0.8684762197283455,-0.16956644443954516,-0.7930195039209497,-0.9196854892572466,-0.2887047858037425,-0.7765906703019257,-0.702110144538911,0.7378068827439769,0.17533398331681918
SIDM00364,-0.926555413984865,1.0849409386828506,-0.5234861059665828,-0.9049264340093778,2.464644861296121,-0.5578195762752226,-0.573350578060592,-0.5437095125218807,-0.5226909430892223,-0.022460674842334116,0.13979685419055343,-0.8429641255369252,-0.22379754216085532,-0.7882307660691664,1.0482958649045468,-0.7997456589771178,-0.4555077611338054,-0.7801547868582904,-0.8353621484142801,-0.10168032321144647,-0.7038232919844568,-0.16446276393528786,0.31919856591120377,0.5162242281271795
SIDM00792,-0.9690759181614723,0.8657668843627341,0.8572971484177493,-0.9434360569796122,-0.9431186396335011,-0.5831185128794953,-0.6407906792338018,-0.3887364962901317,-0.07197751395024621,-0.2322950772105288,0.08574244648950083,-0.2764721702380621,0.3536239217654574,-0.18161375975844438,1.2779678596052237,-0.8357542959457829,-0.502987360738753,-0.6338052520357698,-0.8573049810200851,-0.1826262323567945,-0.8316512904153688,-0.6921241827056768,0.7091887942961441,0.6534994375373068
SIDM00241,-0.9920208037791721,1.4551903976570428,0.9577019119283202,-0.9441411708410237,-0.7738393810505333,-0.640245765322892,-0.6521386356757338,-0.3242060635735315,0.07237068115675249,-0.636783934345664,-0.07059542209902629,-0.6364324503073021,0.028507406614611312,-0.7937650575625962,0.9703484254568213,-0.9189539314152585,-0.16136674281332763,-0.8325274352656523,-0.8628369673004727,-0.10010983607017136,-0.7879023804975921,-0.7385134027013163,0.5399262917744218,0.2611011380300849
SIDM00091,-0.9002200416790367,1.5189657523041462,2.3145715975959016,-0.9509644784700512,-0.8127141892587142,-0.5248299735777545,-0.7710061401739697,-0.4467749888133771,0.9623453226182578,-0.6017069202053923,0.24771783170589046,-0.7810180313019787,0.16742434345021867,0.6227688430634511,1.1224673378707275,-0.8945588640731866,-0.4802885716830627,-0.8625587828877265,-0.9201758311758298,0.05954249476709573,-0.8817009991163803,-0.870957961514462,0.8874677536645781,0.20072278510397398
SIDM00427,-0.9699918675429672,0.9949632650421916,1.7716584967409112,-0.6498363343982424,-0.9162408668755275,-0.5346998560660454,-0.7318584456122457,-0.48084921984824763,0.875891945486879,-0.49687394615174374,0.16099537927384255,-0.5381428698891801,0.1467241605247653,-0.7985990547683569,1.1696486536200286,-0.8792420670652544,-0.11600975997681673,1.7170655828728683,-0.8705938668834807,-0.365698881812471,-0.8535851767597364,-0.7617677087608397,0.8206256574693868,0.44072372445368335
SIDM00758,-0.9978878607196142,1.0152971349795392,1.2470000781360184,-0.9008477146827985,-0.8535444040846304,-0.5081395861327168,-0.6728062177427406,-0.5778806989953488,-0.15763789458300337,-0.475799789845343,-0.19844871750040657,1.160300514258346,-0.26097896937818943,0.3269951060734508,1.5999464736098814,-0.8305052443144348,-0.48067119179016815,-0.7811719863319955,-0.8300509165233133,-0.3994570363043461,-0.8091233980292886,-0.7153040810851572,0.5300909583329511,0.17992113135212556
SIDM00612,-0.8767792281532389,1.862384316770407,0.4764073007013836,-0.9441191300635602,-1.0070673174291396,-0.46192288867233605,-0.8007793595019067,-0.09865799852086513,-0.019684916999132024,0.134909251170866,0.43193060187113147,-0.7737781563285832,0.7361186948135677,-0.6304177473237748,1.5240723200780815,-0.900896580964874,-0.5361503566399916,-0.744471012064927,-0.8831415900380416,0.21913289664642518,-0.8494245986958455,-0.7130356781115985,1.1369393090457072,1.1290453743413986
