,SPHK1,PIP4K2B,WASF2,PLA2G6,VAV1,WASF1,PIKFYVE,VASP,AKT1,AKT2,PIP5K1A,AMPH,DOCK2,PIP5K1B,ARPC5,AKT3,ARPC1B,SCIN,WASF3,FCGR2A,FCGR3A,FCGR2B,PIK3R5,DNM2,CFL2,CFL1,PIP5K1C,PLA2G4E,ASAP2,DNM3,PAK1,CRK,CRKL,PLCG1,PLCG2,PLD1,ARPC5L,PLD2,CDC42,PRKCB,RAF1,PRKCA,ARF6,WAS,PRKCG,PRKCD,INPP5D,HCK,PRKCE,MYO10,WASL,PLA2G4A,DNM1L,MAP2K1,DNM1,MARCKS,RPS6KB1,RPS6KB2,ASAP3,MAPK3,PLA2G4F,ARPC2,RAC1,PTPRC,MAPK1,MARCKSL1,GSN,GAB2,SPHK2,LIMK2,LIMK1,SYK,PLA2G4D,PIK3R3,PIK3CA,PIK3CB,PIK3CD,ARPC1A,PIK3CG,ASAP1,LYN,VAV3,PIK3R1,PIK3R2
SIDM00332,-0.628894005312531,0.028910096631130304,-0.33344755998463155,-0.7342966304239535,0.008342019517591968,0.5363163894539027,-0.6932704342791409,-0.05988923440853923,-0.14162927215674634,-0.46569323860365686,0.19875781694057978,-0.8093585090499753,-0.7896863990885233,-0.7342402152837549,2.10236966440981,-0.9049003382443643,1.7896176224516644,0.5794940531244379,-0.08823077204121389,-0.4034422071863666,-0.8471680515663924,-0.7112796945704789,-0.7275531712711136,-0.2338591945426619,1.0338191669633945,1.790786368707136,-0.506218579155602,-0.8470349093197598,1.6543526891574414,-0.5701272418078926,1.1863216359555178,0.5436712383822724,0.31694196771791583,0.19903139466736655,-0.20572494020239598,-0.2737853331235684,1.4426361735862427,-0.4305592768610134,0.005982798459318348,-0.8652935385324121,1.3947980078737168,-0.6006123261868861,2.304830028351139,-0.922397353843649,-0.7351770388389728,1.085687898429809,-0.7234540047937956,-0.7249533904971098,-0.04788113019984611,-0.2525472787246098,0.8738573837404837,-0.9196303068875576,1.3914994541792078,1.8821079707498514,-0.2587285502553641,1.2370619145594914,0.27538444714324384,1.1922906908561954,0.6279755668821646,1.3215867089695068,-0.7163447243888409,2.8433029591501082,2.277215398407107,-0.9529424380784942,0.49699340261605096,2.694935823518397,0.7112183216016534,-0.7652136050823314,-0.6165465851417858,0.3412262787521058,-0.6493058393100675,-0.6055625562705882,-0.916408520442496,-0.21426653756686018,0.7677145048424903,0.5488777309095153,-0.6673232397942866,1.9694739380609478,-0.8640032367793468,-0.3311928024450229,-0.8884489298523768,0.20826118935974783,-0.4388158951801293,0.31932623868130633
SIDM00299,-0.4214444697650293,0.45159142269422664,-0.4692071462909688,-0.6873089117354622,-0.6259140487159209,0.362935742954593,-0.597310288965734,1.1854642459666345,0.09223296829560859,-0.40746102679087376,0.2841177839723267,-0.7788095565297202,-0.34475205644568757,-0.8991171327069486,2.330257794014591,-0.30068517799891403,2.5054279579487195,-0.848900289060359,1.019569467453502,-0.686550265842788,-0.8985253116263359,-0.7482427790260989,-0.7335334777757478,-0.3577885565435366,1.7588937829572802,2.142366854116396,-0.39946004583589806,-0.9284047736978677,1.7256686405962383,-0.6141218367236266,0.5613306000338282,1.1677232718330943,0.2869653433763961,-0.0635322302127952,-0.5554031386668931,0.21496699749302206,1.5984003483155491,-0.457930223445594,-0.2363881565144105,-0.8452847607576267,1.3510492934632141,-0.028528894392662228,2.506778611016366,-0.7939075248970977,-0.7493468980743346,-0.09677023666735106,-0.692033176144014,0.05049723879370858,0.37303781672568126,0.12329650112961893,0.9148531386655364,-0.9615457955909601,1.2735262524644304,1.751001710934974,-0.4075124594106196,1.9017581502643643,0.33127786288417366,-0.43347984935578904,0.20029961438564042,0.6119843370445592,-0.8825687680339145,3.2063672432475396,2.3945490511048924,1.1848716740577425,0.5833821478897799,1.7369204792855508,1.850245799580012,-0.430729930494255,-0.5382320025327857,-0.3978219228843683,-0.615660997421354,-0.7806774450261141,-0.9716070064139778,-0.5515446615453325,0.6388533754830228,0.026594411224917822,-0.40502491012247044,2.2881887023592946,-0.7553890428079333,1.6670012361922024,0.4686784894189815,-0.6795789652283161,-0.6275971883329349,-0.3874041059179222
SIDM00308,-0.33176883381119343,0.058720327453322646,-0.23704599541426347,-0.5810037726529267,0.6362051726920054,0.5244807704290881,-0.38315414053667435,1.2223291888024719,-0.22200762499727333,-0.629371217016109,-0.26785248420464325,-0.8232063415183406,-0.4261403535795948,1.0647659038860628,1.8029587452268219,-0.9040395525342587,2.3196683662857134,-0.8702837932256485,0.06241126156738155,1.887695168970017,-0.9001633826905908,0.8622887434042193,-0.7185308683976359,0.10676695200960862,-0.5053132074963566,1.9560255385356533,-0.5981524633040782,-0.7009172093634254,-0.6626942486496633,0.19789665426126696,1.3230436432160555,0.5917678920901667,0.25978606302502383,-0.38952915337260957,0.21882345405824874,0.38420892786781496,1.0564749296824754,-0.6242914475468347,0.07469520324810697,1.431450531575828,0.830701659824173,-0.7145542932842295,1.7047124665570483,-0.6544828337837564,-0.7105832160241212,0.033187523874001965,-0.2915279703463209,-0.8578565141962915,-0.24595254100021102,-0.2190074507797118,0.23818593252298795,0.45042667144237825,1.3127875431626501,1.4678007255814538,-0.9048738042412707,0.4429697134862697,0.7946293885068785,0.207191900763371,-0.43662371481751955,-0.14452871150775257,-0.8455828255069711,2.747901618654006,1.8817870754953294,1.6357752926735383,0.6805964314226439,1.787154993894325,0.14826294371080012,-0.084365921993953,-0.4804259030282669,-0.4466763299722142,-0.6694546982299021,0.6944021188079676,-0.9659647952343666,-0.5309051088977478,1.0996522263032307,0.38112670064934806,-0.6132559708606845,1.5209312526594487,-0.12877172834088352,1.4733484991973147,2.1683574362673497,0.12209415890586123,0.012909166179688845,-0.16613496774435932
SIDM00227,-0.5430747471451943,0.5084638521355197,-0.5842500392793976,-0.6881409943444226,-0.6701515320814898,0.7121553145516519,-0.586721115192846,1.0141423747715799,-0.0976971072371856,-0.44986384488049574,0.11250717332252712,-0.8643786198169255,-0.7076884589492861,-0.8880539153651361,2.106691059364684,-0.30693041082761885,1.6915501128708064,-0.7955680835311333,1.3058589236865088,-0.1643027227612068,-0.9604160469809139,-0.8028673952926623,-0.7852062075956484,-0.33075246868981883,1.7528211592014984,2.3893886549548435,-0.4059848178448263,-0.769208677096928,1.5381470286796017,-0.4718867619050949,0.37404643210388167,1.2148136294993603,0.31189288871329107,0.27701532219481656,-0.5819138563959858,0.4415432176236239,1.4882660195495134,-0.5761347538683842,-0.15442932288483716,-0.7242932149286766,0.624115174818704,0.5658878922380756,1.9761889829337598,-0.9156174707295566,-0.7831351691716181,-0.15071335083609527,-0.5783303892309917,-0.8481152983425723,0.5606742864074562,0.6390360159966435,0.8600557317278626,-0.8798506202904768,1.3349691281733225,1.7771003527403881,0.36346136378355864,2.4089623714068633,0.37727408676570684,-0.18910229311550214,-0.022163084634606707,0.3189082143063728,-0.8532539119596984,3.2590536270807378,2.472376405966701,-0.9294951615394965,0.39052989398389354,2.797480473213956,2.292373054653807,-0.6977395334188713,-0.6367020252510645,0.12036382860240115,-0.632663146825195,-0.8055207498855915,-0.951937753282964,-0.4212388616937942,0.8680010117313252,-0.3962838585553395,-0.5245715699195775,2.142996626771576,-0.8425247876710207,1.522965259964768,-0.7436119496017953,-0.7501583964469634,-0.4430680522983442,-0.22661382128130572
SIDM00294,-0.7745862529855918,0.3756538253505224,-0.19566702396281935,-0.677068621188153,-0.8017354307047578,1.6606540835683554,-0.5739596146861813,-0.356985871357348,-0.00987935373636073,-0.4581635239332141,-0.019416523196347783,0.055669139028277935,-0.8061600687333833,-0.8336606541307642,1.7282961013332114,0.11568075936323448,1.6718077558253355,-0.7180344717763071,1.173319127940092,-0.7191734897273238,-1.0087810800968764,-0.776408194817239,-0.8332834319024609,0.05685159330453774,1.314027730055593,1.791529881512858,-0.044991406298686844,-0.9950974314159091,0.4492473444742699,-0.7829062438937013,1.1271445758557632,1.003510815708059,0.5785605837860279,0.7103064862221817,-0.36238726243425984,-0.6314314957376677,1.3094853538143743,-0.5203517268028808,0.48930994885504725,-0.7167870182147998,0.5447274086560068,-0.36762068912200746,1.6620744277521569,-0.7816045863226552,-0.695072769906794,-0.17356193481926224,-0.74456145766287,-0.736299243901354,0.08521703445102184,-0.6169565067689698,0.9269760810699303,-1.118453653048085,1.0889776723998141,1.2726870510566193,1.0221638668955835,2.0558542822033377,0.5214243559036101,-0.36978885306239234,0.08627358531237757,0.19365307891472583,-0.8431423323084165,2.924800483182785,2.521071397779112,-0.9349111413868318,0.44408226173076726,3.073397542634392,-0.3079591853771989,-0.2952855807524139,-0.3570198045534579,0.2934953292961174,-0.7718931515292746,0.5808640303185346,-0.9681731070672355,0.09315769972926069,0.46032974915621666,-0.15529185424934702,-0.6552427015251425,2.6622955835091693,-0.8215243862379048,1.799773144399243,-0.9879695617524725,-0.6343963327085128,-0.3350084715618898,-0.29434558869072514
SIDM00677,-0.6912979223159537,-0.05760557986206214,-0.424726556549323,-0.7185362314933051,-0.7346646452533738,-0.09974761643143512,-0.6937409738590106,1.380063535854046,-0.13512772700265763,-0.5428913333842019,-0.12414541803269664,-0.8555592359501245,-0.8335371321817057,1.462273760759358,2.2546920421351184,-0.8314508063810588,2.7103612262272807,0.008024689503925955,-0.5150074444210964,-0.416498190679823,-0.9767804742800621,-0.795149417000325,-0.7535868336836217,-0.12409036320626081,-0.8785751422721799,2.002037458645953,-0.4833434022729203,-0.842506602028772,1.1607397943824633,-0.7272015590535433,1.0965550140790692,0.9900596627412762,0.1972481976596964,-0.5151012603238181,-0.47882547182989177,0.20597013910155507,1.7963791130771012,-0.47240233529992853,-0.33724644575359797,-0.853565921154517,0.4585595395703703,-0.5284884154466479,2.012420342216459,-0.8765266227595004,-0.6937507236416114,0.24616896316701106,-0.2902907949035752,-0.8841356638795508,0.12950547774054869,0.6940927032423753,1.11386204290049,0.7107147379894426,1.0208754299657345,1.3534058436250993,-0.2890730294199337,1.0919975413604288,0.4168381010524927,-0.3633914902498267,-0.5441884556039459,0.8381887795061524,-0.5988523525603033,3.0948470319325336,2.5837509897676654,-0.972934036248687,0.5154260520064721,2.7867799368430166,1.2554372218811058,-0.6400213943484873,-0.22982806116646556,0.14801821537610826,-0.6930049811878392,1.5901773776311052,-0.9363916718709615,-0.5700221345162189,0.4773466161441613,0.04908958236054968,-0.72730437913422,2.3679275463449714,-0.8209424845843569,0.01627464937043115,0.901658934620847,-0.7630509781014096,0.5585101540859522,-0.5287540169246325
SIDM01220,-0.01507253162727645,0.08126421468539757,-0.13843237105448802,-0.7222474564479874,-0.8331796899711562,0.39583302820439253,-0.6861134147925495,0.9275864720612667,0.03828497301208084,-0.4726285131090212,0.8616598528813179,-0.8028195585472884,-0.8426287097769668,-0.8229574010430812,2.4534877564386766,-0.7619129161719742,2.788451417797467,-0.8066772708736062,-0.44597476828655297,-0.611464083890266,-0.9910510997652886,-0.7908635663744452,-0.7994808804777451,-0.14329505996947414,1.3130572909736553,1.9822563931005839,-0.5048356541845396,-0.7867056327462933,0.5648965608562779,1.032255229530503,1.0649644654160773,0.9304888688850113,0.4192186805547863,0.3227058743923158,-0.8569277105354611,-0.0240705620722908,1.3065511033645614,-0.341488741682165,0.08915631476833316,-0.6771176258653511,0.6894859944426364,-0.18747810501367929,1.549740341099218,-0.7564645995263566,-0.7054899210821444,0.19072908757113988,-0.6692530592792864,-0.8412279539628476,0.010591899872593635,0.8886376407838948,1.1019938591240217,1.4726337415706552,0.8918990182356635,1.5923898465122093,-0.5642533749895838,2.1860232454150035,0.3883543399595311,-0.45370450000460966,0.6528105382599221,0.4375825538700083,-0.8962072072178455,2.9933470528015484,2.5493624596594935,-0.9218859164237224,0.9433086825105012,2.018649480939176,1.9910446260361705,-0.6936241676618552,-0.5791670485358384,0.07928550977751382,-0.5772834875229615,-0.7742284016270549,-0.9214012480907735,-0.3383362452964265,1.2549837797794396,0.08394141549854635,-0.6109810251996092,2.605297961246707,-0.7935309883867386,1.1982569500299156,-0.3544903271533027,-0.36898399601076337,-0.4993113822728287,-0.3962989817549266
SIDM01259,-0.6976553518580944,0.09397771218788922,0.057138459868864074,-0.6737946239085562,0.8662527161893551,0.6356498753176464,-0.47457457578493156,0.4742049758623473,-0.09546282937211611,-0.5137019218104572,0.38237367526750515,-0.7686781009573908,0.7753523308551848,-0.5780834404044473,1.826992877389635,-0.1710346013713805,2.215712928584417,-0.7863256114501633,-0.5442180660700309,-0.4628998140719969,-0.895099797106673,-0.7858428369731472,-0.7030135148886083,0.10968784930939152,0.38631551101161954,1.2739688942055558,-0.38637689778592005,-0.8406554343520098,-0.8563855908210352,-0.6805881762737298,-0.18484741540718164,1.0029424747997409,0.5327782645658112,0.4919695365522618,1.7000554756430957,-0.47096912962881476,1.923174871105875,-0.44232610635582376,-0.1895435055213612,-0.7831811155179016,0.6539674177878378,-0.43974757306659434,2.0188820794291416,-0.6561669168875744,-0.7374812061071135,-0.040789561766733796,-0.057827975893554706,0.17371359436878625,-0.026776336720280534,-0.6965013459692722,0.4168681983852596,-0.8806128955408137,1.1545431166956974,1.9059594813866747,-0.31578920488450546,-0.7863256114501633,0.9306606055030155,0.19874314076495503,-0.44872826524011944,0.4252921746572089,-0.8441607492666507,2.842058864058077,2.303744981060967,0.9905107167249287,0.661571715709272,1.064516150905355,-0.4083051730274394,-0.07332812318158174,-0.27949895115737355,-0.0481315717305498,-0.6353715780977508,1.355866473652887,-0.9170791407853418,-0.43900684232803294,1.2911740080713863,-0.16201938282179246,-0.2802226271567411,2.290583880424017,0.03382746343747162,0.7528396190142495,1.0878264669901918,-0.0806741593407993,0.026467273077672326,-0.5401204583866881
SIDM00680,-0.5625173631649028,-0.030237233652093187,-0.4691280560186018,-0.6932600439204074,-0.7255924715490458,0.036758785903986624,-0.7511590690689266,1.2828352898688151,-0.17648453684584384,-0.560650050315793,-0.21939205688961586,-0.8365333694709584,-0.886466877305189,1.1033047711256965,2.074509925335615,-0.824465558452723,2.138195826881917,-0.862996399474914,-0.4966302010886256,-0.568624505828294,-0.9760009127498962,-0.7882389994673973,-0.7858032050910275,0.3589525599985019,-0.2938050089574135,2.1185056521102164,-0.39795718176521283,-0.7184580160998207,1.3496697180530741,-0.3873916514386003,1.4646457221990354,0.9400546337497985,0.22538184474866976,-0.03560165461216158,-0.4594085982570263,-0.24877587655011305,1.3793637364622426,-0.3758079699032506,-0.22170372522604126,-0.880443720723568,0.7775959059038607,-0.34802528081921696,2.396080782559795,-0.8888034020729654,-0.767593736244632,0.19199122597334436,-0.4192606518766582,-0.8812806515338413,-0.14150160907910833,0.8349179385538185,1.1995438042259081,-0.27280030112241443,0.9255091970833614,1.3505116124150547,0.37510171898577527,-0.14086431755233614,0.3077905258681874,-0.1343395007917198,-0.5895284843250792,0.6237229778160193,-0.8692208465194464,2.8224887595858164,2.3749934410108744,-0.9418174813181579,0.5112966021053665,3.0039358409861316,0.9405757571836467,-0.23355730982183995,-0.35526466900673953,0.009490112516155086,-0.7477252131810714,1.0311300422203036,-0.899050806334283,-0.6447852304248114,0.1136028613863054,0.020245515543643025,-0.7623931993612791,2.432670047542464,-0.8487908201213847,0.5068012165795058,0.5630419132510539,0.1328085818469347,0.2557947974498982,-0.2371155570088084
SIDM00346,-0.41619144168034594,0.028222155989667985,-0.31859754161966775,-0.45056415768942293,0.7309724316480306,0.7711724950297889,-0.5390609682129585,1.4507862967722718,-0.34439084827128014,-0.6479918953133181,-0.2787683834819209,-0.7585923899668384,0.5561892545558557,0.5914351513361666,1.7773174077626488,-0.8154834721099976,2.050418932315471,-0.9496296587620773,1.4872255732574378,1.926777660255601,-0.8724780019218714,1.8494619558157857,-0.6199913123422233,0.15036195209833542,-0.46808404341539905,1.91790522845186,-0.4872951414770295,-0.7956240540740367,-0.9481007196317475,-0.6676860441505881,1.0166124099709615,0.05933129042081286,0.6196478516288979,-0.573530369100674,0.3807014203476381,0.6970380169472784,1.050140679594173,-0.7027775257007444,-0.06530860596023265,2.511970200883073,0.8215661420935119,-0.45540467581285043,1.9526523913210991,-0.8469339623399011,-0.6672639063590429,0.5000275099422234,-0.33223466677189173,-0.7967008533863554,-0.22996792680637373,-0.49071901119448125,-0.10734124412115433,-0.31490549135863827,1.288517158361246,1.5519509042676245,-0.48364236541224176,-0.42002924288560717,0.7207079032596629,0.2566679067493416,-0.2840434991431036,-0.2642456868676863,-0.9104459961344871,2.565175335140185,1.723878497515436,1.3880441441802436,0.9343269874902019,1.7882880878326881,0.21799538360684562,1.1735607820489273,-0.49277063347389033,-0.4528931064083363,-0.7311500885073675,0.6797414700284248,-0.9782134231599667,-0.6691587388496824,1.3538747867969678,1.0968623450301538,-0.5410162737391846,1.176616061516124,-0.744937664734279,0.8536519738422832,1.9902911862173567,-3.2605731711374587e-05,-0.06917609304047243,-0.48529553389357716
SIDM00129,1.236129173650956,0.5637358115530261,-0.35137870354191353,0.1333490293698853,-0.7699635121923052,-0.15801205096226156,-0.7518694295216708,0.8702320344389625,0.4241318248685923,-0.4599898462911649,0.24237587466084082,0.31792255140117426,-0.6399226115678621,-0.8850851005686757,2.106482084961866,-0.5632824536300192,3.4328939188107377,-0.1392339563988534,1.2101553789943604,0.9906590504864554,-0.9144145374238687,-0.640940014003647,-0.6499512328879465,-0.03431735705965635,1.1860150012531139,2.461027725600109,-0.09124881467028212,-0.8537720197589649,0.5758129943107013,-0.6562966660432623,-0.25190463745999336,0.7995013522142052,0.7099213593143342,0.5759183739226927,-0.11952196531142481,-0.20196356527661669,1.2094856233009006,-0.3824226206238203,-0.18706732154709707,-0.7373579842165854,0.7372637887595296,-0.7970695344584233,2.442413419816151,-0.6020637890445021,-0.5663824953465609,2.2013597892110415,-0.6848622405131495,-0.7827940513574583,0.5763188582425877,0.101801291115793,1.1005708815632125,-0.4923846563205943,0.4974908387111215,1.4987044940330958,-0.08554871568148127,1.0140079329016296,-0.2260228401436323,0.33211698319543936,1.2658561655611276,0.868560868932791,-0.8325349447166663,2.610138503424226,2.3013733112074823,-0.9245593652319396,0.9227732044742636,3.2798262016831856,2.4653197295531433,0.29057011803319155,-0.35674978706974864,1.1382985060635182,-0.30966360402735843,0.45404087416628003,-0.8772545253718433,-0.6460805161337153,-0.45222971251712524,-0.06547933371986855,0.2677456387705371,2.729411119275274,-0.8346273696026001,0.858338998204929,0.8200751498001967,-0.152256907870587,-0.4806376037909204,0.14829680239589826
SIDM00627,0.15817075166440933,-0.1331560455747773,-0.36752305740317404,-0.7558233192804683,-0.9198367572289367,-0.0013544874407678473,-0.7170202298703251,0.45405040300368604,-0.2575397419967027,-0.6053265553515269,-0.17847510569375474,-0.8878117558771643,-0.9012368523804506,-0.48503546200620723,1.7311215637497872,-0.9247694878893508,1.99929132054406,2.332334418198146,0.011663838949686384,-0.34088371343096646,-1.0311892077695008,-0.8087122790179639,-0.7745812791716788,-0.11204861128328082,1.257653952979513,1.670185887047387,-0.5070606895028794,-0.9222173817464882,1.181757292382513,-0.7234848746046086,1.5320503206295806,0.9886836030603992,0.37456307580517395,-0.3370661127317167,-0.06030674785850652,0.8908523103735332,1.945604535675841,-0.46457446502421,-0.2321463290409812,-0.7577854840998132,0.710792340159831,-0.49776034107427497,2.6394168205218373,-0.9044438614679334,-0.7713701238542742,0.7429831056936382,-0.575039291144542,-0.38334167618708537,0.035567602142363416,0.2712772471274559,1.0095825835064625,-0.157255958535531,1.0686291048783563,1.856342930285748,-0.4886876991732703,2.0301562519089766,0.5404614266092282,-0.28001655293948874,0.11075571524427427,0.15569508158651568,-0.7189200819129747,3.1597007853722188,2.77690798612813,-0.9185304996881883,0.39673708599935126,0.9550680690259218,1.84086072863471,-0.693508164715576,-0.6889259863956113,0.43418349647967824,-0.6108701442742346,1.5141377773894182,-0.6853955117364777,-0.5087334388181104,0.8889365004552976,0.4937786877085337,-0.6800100434410244,2.0178765931194724,-0.8307454772373132,0.729290018507428,0.46840726317132914,1.0401696959226088,0.23345335258175703,-0.3804362753957932
SIDM00293,-0.7339664407886817,0.6230581873484156,-0.5495724242817683,-0.6937984888012096,-0.6346729427708715,1.3829887807376817,-0.7634785337653597,0.44395684948840763,-0.3795406287828418,-0.41413746378145927,0.260388676408967,0.18724381922503056,-0.667934828472964,-0.7672247707644972,1.8007695545857851,0.4339639861578514,1.8468371151186036,-0.8763202924508929,1.0253405777995863,-0.6201250170034845,-0.9712148676559084,-0.8413355731512095,-0.6888709021310506,-0.45567233621139963,0.4328039291774358,1.888278205476223,-0.5846690194573284,-0.8144526602457811,0.8921856621536728,0.5253929279729402,1.0105510681159602,0.9486728011798737,0.39843678518048037,0.2003041973926918,-0.5120374358346028,-0.7123344617162835,1.8118647445936715,-0.6269980060568804,-0.00833917020349278,-0.8980678444877146,1.4616970097261475,-0.2783111698954162,1.7042862267072958,-0.9421889446103321,-0.7075935221711607,-0.14875916102394812,-0.6497431186108447,-0.7559730968055732,-0.17857716945989086,-0.5921961405652261,0.9046195620923491,-1.2266547401866132,1.2790803416598746,1.5977661685513795,1.3525056290441078,1.774082883641206,0.8564151636657893,-0.2525880326556019,-0.1256673988868573,0.5292446765950288,-0.8956312353966099,2.5529519764261344,2.373126359606522,-0.9187586746951139,0.18511453785971513,3.1494410979758416,-0.42954614206867225,-0.2946623484507813,-0.31678286506818293,-0.24442338502347177,-0.8036071407671749,-0.6861178691443028,-0.8715948496763258,0.3393905724325136,0.6550017434283466,-0.31759241014989664,-0.605858308022002,2.511813296766659,-0.8145395727629431,0.7417669771123884,-0.6311051449885545,-0.7022785768779953,-0.40178952262489787,-0.30543165839103276
SIDM00274,0.5981876389250711,0.22472388039790442,-0.13778633844823246,-0.6825068777706661,-0.0629833374674219,0.593817806640194,-0.7403690450114699,1.570991665308292,-0.36225934409951344,-0.29949643014654215,0.0665661150480927,-0.7922667891390882,-0.8389370870461554,-0.8908377798150846,1.7489867486624093,-0.3891884535485515,3.2009572256837333,0.7332224475339401,-0.3646158672565756,-0.6777574155191916,-1.0212660347500215,-0.8401613052679964,-0.7853497269744867,-0.24532059331829892,1.1089498900976928,1.7042765550369876,-0.5863531726155583,-0.8579808279057467,0.709249465390028,1.475631948109065,0.7218927005267382,0.7463587423406096,0.13303132804014692,-0.31986523442500486,0.05440656716553425,0.4067656995752676,1.578915815008389,-0.4955630000004493,-0.19183978197068574,-0.8899958617408119,0.38375789134326566,-0.37328193290343353,1.9157275689914894,-0.988309495593434,-0.7786970075797583,0.467270613094137,-0.7147537775850449,-0.8205819922652162,0.10695740982424701,-0.021288166521770242,1.3312610864492447,-0.9827197526701646,1.1488227122692443,1.5571609889723765,1.1923964704281378,1.3560010210336215,0.5668908987546701,0.03323070303438013,0.10513442167747346,0.8609591395071731,-0.8602803517295454,3.0894723802707054,2.741026793644465,-0.9414583788509338,0.28298048467972114,1.9774196183768984,1.405834144613335,-0.5120898367682186,-0.49916685754216966,-0.42659979176921026,-0.7447461024070336,-0.8610763756762839,-0.9687359300220005,-0.3186359978480326,0.8267581547975101,0.7038086427692489,-0.6377764714988481,2.750221507753632,-0.8128808490375085,1.2993847814032597,1.1630330578525772,0.7176961377294742,-0.500529204617831,-0.39017735480411236
SIDM00544,0.27195728833479194,0.3131242514891245,-0.5713727031837716,-0.7355289906612044,-0.834111595563361,1.4823028790577804,-0.5959080876106955,0.21680897128638776,-0.004228508675871644,-0.6121097792117942,0.34175108977813445,0.1314864204122931,-0.7539023884414481,-0.8931977205571436,1.3134203879386532,-0.11985905888242854,1.881027675482401,-0.9108098663790978,2.0033783664989757,-0.6767768472396187,-0.8647005266702498,-0.7330693034951626,-0.7640012709159955,-0.290189433915022,1.4275199819248965,1.6896552302908345,-0.3860990321141966,-0.842018060169396,0.19542600475053354,-0.6984212222017241,1.558643576724901,1.0939343138136646,0.6444410112218876,0.8813111089832313,-0.612374614775223,-0.7384792291698024,1.4761215609851888,-0.47676899808699685,-0.3609852423803297,-0.7878894532710805,0.9916742517524691,-0.5139910764091242,1.4443330516404536,-0.8686509429562674,-0.7226935528901607,-0.0016489208376548826,-0.5975901934047645,-0.8429395212345937,0.1382311154387889,0.06249025724525536,1.2545180045015902,-1.09262434894973,1.3576398529101155,1.4162642472558187,0.7676529715960335,2.583116092747995,0.6742349621816718,-0.12353508503975767,0.04103192955235814,0.25428830946361247,-0.8496663182907541,2.7268491225084297,2.1712687197417475,-0.9754754795691667,0.34194095992801976,2.5583253321692747,-0.557002414202706,-0.44333873300174953,-0.36562736494115783,-0.18200088459711308,-0.6386900916515345,-0.7353023947567645,-0.9008334745941589,0.27361264179731076,0.6356711715381769,-0.45049211305354725,-0.820322905226844,2.534132822545968,-0.8180673711265528,1.586512962080993,-0.7375488988819805,-0.5759187704355712,-0.33557552021695425,-0.4630769010247625
SIDM01006,-0.7060476132779865,-0.03365140496371938,-0.2017663205984831,-0.6007437796377249,1.6293060885746458,-0.16034187778372255,-0.6369799530874302,0.561033645776234,-0.33982816363143936,-0.33555145886811055,-0.06514307203090013,-0.2070770908845609,0.6837237445108855,0.675512038888613,2.181702331565297,-0.7690522110542899,2.3513741807234183,-0.5952150080959405,-0.49145529137356336,-0.04596623846528415,-0.9543781028294197,2.210089667501846,-0.7309462506710215,-0.2259740196507775,0.41579843195236815,1.890435278002109,-0.4007259430200227,-0.8630207566487956,-0.4407314941221357,-0.35854995202863743,2.280757132812806,0.8774225674869809,0.4248812011599822,0.019802382553461482,2.475234445644543,-0.6303921783578321,1.591132584158434,-0.53555180423256,-0.26355714768141647,1.624442380363213,1.1233103630937258,-0.22104920772860212,2.4865737936974663,-0.6852785262783032,-0.7445795324525696,1.1828435985450418,-0.29325080865580044,-0.7716776200081478,0.10770574001184735,-0.560851814039171,0.3054631242204803,0.5311475308708478,1.1197011392342675,1.9441877655330235,-0.6203827328734807,1.993616733364564,0.8109033058378683,0.326107625909428,-0.903962323226868,0.5131363004391298,-0.8479867440694925,3.147205396661102,2.095950543283379,-0.8612453614017175,0.29279656736300863,1.182295009982548,-0.7613095914221347,-0.18928194646936186,-0.5002565347232822,-0.3314716894222783,-0.8168010029891626,0.6297933178980605,-0.8717777360304018,-0.540995781156808,1.0031742052654413,-0.3154573584245244,-0.6932060724446115,1.9604079785306356,0.36126396725639964,1.1680924462573374,1.3123166170164957,-0.5311729911547522,0.16080371891121145,-0.4645110897148454
