,UQCR10,NDUFA4,UBE2L6,NDUFS7,MT-CO3,COX5B,COX4I1,UCHL1,NDUFA2,NDUFA3,NDUFA1,SNCAIP,APAF1,UBE2G2,UBE2G1,VDAC3,UBE2J2,UQCRQ,UBE2L3,COX7A2L,COX5A,UBA7,UBA1,SLC25A6,SLC25A5,SLC25A4,SDHA,SLC18A1,SLC18A2,NDUFA4L2,TH,SLC25A31,CASP9,PPID,SDHB,SDHC,PINK1,COX7B,COX7A1,COX7A2,COX6C,UBE2J1,COX6B1,COX7B2,CASP3,UQCRB,COX6A2,UQCRH,UQCRC2,UQCRC1,NDUFB3,NDUFB1,NDUFB2,NDUFA10,NDUFAB1,NDUFA7,NDUFA8,UQCR11,HTRA2,NDUFA6,NDUFV3,MT-ND4,COX6B2,COX4I2,MT-ND1,SNCA,NDUFB10,NDUFS8,NDUFC1,NDUFS1,NDUFB6,NDUFS4,NDUFB7,NDUFV1,NDUFS6,NDUFB9,NDUFS5,NDUFS2,NDUFB4,NDUFS3,NDUFB5,PARK7,CYC1,GPR37,SLC6A3,LRRK2
SIDM00299,2.9099475626031754,-0.6367412009926912,2.7570755587343605,1.5991577708046443,3.6399517849714327,2.788658912149402,1.9692470905318762,2.635384715437222,2.207284871983663,2.721050368970235,3.168833993554232,-0.884150666753735,-0.5731566255712107,0.9431471000210293,1.3735559512990119,2.7283214564923686,0.9440915413554055,2.297918638163264,0.9711048299697234,2.3165677170973655,2.7208664518716037,0.7712659337774894,1.3118768712872393,2.1830472879188436,3.333676298157164,0.2885060635193907,1.7544839059817183,-0.6857191112861806,-0.7226691883695309,-0.9023246569196555,-0.8200665329766941,-0.8679754163863087,-0.08064357988472677,1.4413546689048788,1.5624733556714954,2.33937804374801,1.202697700603932,2.8556514171014142,-0.8640536043493228,2.542979716952704,2.0646666191657594,1.1961611231380123,3.0823622774131523,-0.5965276363684999,1.0901995563290345,-0.2795714386146467,-0.9236186622959649,0.803068938497527,2.2105623798180605,0.8339220187535653,0.6758252306949081,2.8222808878064716,2.902491262478844,1.8262055530618095,2.6077176112028013,2.0465042186915974,2.0485278681075245,0.9921712445945899,0.7167991837817219,2.423362224395897,0.1328285347510148,3.716919215890577,-0.7218865343434862,-0.7631848780713872,2.6091930959540077,-0.6283143901491837,2.000572546197584,1.6488301565653602,2.6762760215067316,1.3537593265710397,2.2921243835038316,2.361112906444606,2.268967970291007,1.6416118479304043,2.5742767152539003,2.16168719072116,2.6054342699115205,0.6373918228446513,2.8976398833590755,0.27534799224095075,1.666751607094631,2.7952023327884477,2.318157486709013,-0.896909233105809,-0.893351409512714,-0.5985624605343622
SIDM00308,2.799547926897615,-0.517427680051271,2.328185281208043,1.7344172164355085,3.572584249172254,2.5795092904555057,1.9161733902729485,-0.6788295628847615,2.110464540082718,2.548629341691291,2.7845045103555894,-0.8427301441721463,-0.7075933809720825,1.1959328793103183,1.0479242571987848,3.032248217524304,1.4286847249582357,1.7101781113262968,0.6113778684261995,2.1462890917426583,2.7372681959970264,0.3232942099043245,0.8522571135227859,2.9175572099998766,3.0594132441541526,0.0035953515412355664,2.028533683709616,-0.6225635701469453,0.7496972867059333,-0.8303142054058122,-0.7343440524089128,-0.980935052966003,0.48010644088052284,1.779308090317654,1.9102869210682736,2.2245417484612853,0.7036667766987054,2.690292109471908,-0.8779228009880066,2.9734430788431845,2.4076643043364885,1.7182184392536675,3.149687046575317,-0.7777340108894262,2.1296649682075883,0.06863126466439874,-0.6816504149384421,1.3745337283593981,2.450213573965195,1.1497915731875805,0.43446076865155414,2.608401731795023,2.526384459802037,1.8278886029706076,2.7354497796700623,2.359539797341712,2.02671570452413,1.1648536827114473,1.2640641409315247,2.2175096806204344,0.7141934154106694,3.4654601183438922,-0.38609870640157273,-0.6920719058265219,2.0816221719234806,1.5173696683139046,1.7989633529289968,1.6282114527929494,2.6140869454193494,1.366582516117559,2.1393880152942457,2.6145104276142273,2.3729790889182283,2.0474575917909177,2.3538635997934327,2.6980551441234852,2.675201068606243,0.8712246304030176,2.876596495000462,0.2817582139110973,2.0467959173759938,3.0365811803943155,2.8775243457825264,-0.9139628710804119,-0.8342963916406431,-0.7795880519711404
SIDM00227,2.884485863374429,-0.6680870398126846,2.3412825944511515,1.4293862314971932,3.662069625681488,2.9119050365388,2.2194390720095263,2.3475930618203864,2.0401876331131215,2.5318048945098557,2.9859959727176406,-0.8757349042164448,-0.5756672186128543,1.4224221566548534,1.5056413737978183,1.9639800720813674,0.8429792655202611,2.261527618044966,1.0985854988644062,2.745000598284897,2.35883259386339,-0.11645870241698994,1.414240411315485,2.7842785201622617,3.208202899207858,0.4417460769189184,2.008295520390353,-0.7404562784696972,-0.6524279335903703,-0.7713929115708401,-0.7333399231000892,-0.8483740454936491,-0.07082549793213666,1.8277689795749221,1.238375537978074,2.2949689482261255,0.7078052891698909,2.7617476997705985,-0.8336994609085878,2.8682910698596045,2.099483513273757,0.8937944157839361,3.158220719020903,-0.8384469477169668,0.998736537684937,-0.13043611509356876,-0.8680156263559867,1.4750700455916,2.4362295304664463,0.9678125111023465,0.4526070110630386,2.413693220526936,2.564321462594826,1.8296323307276037,2.9982033576266267,2.301154124055284,1.918635300410045,1.1453144521339607,0.4723205627896449,2.2524821789842697,0.5772090250450009,3.9141437895339832,-0.8150140301855295,-0.7897135793814231,2.9690910227315483,-0.6192631653098352,2.161090493399974,1.5465313833227208,2.7623360315364813,1.1117513580984535,2.1487397703171096,2.617122270476594,2.525289555659808,1.9215654331258722,1.9942862387141234,2.3340736220411054,2.857107848198984,0.753904214789341,2.827520951034613,0.4788129282190986,2.2550242543109493,2.7899687042067067,2.2505988975096067,-0.7179854386416981,-0.9105351115736348,-0.7913501834186317
SIDM00294,3.3322182566125615,-0.3805387255954292,-0.704292170644553,2.2539364297613234,3.7239016925715025,3.052627777122295,2.2079177207566234,2.8937382902906204,2.1633338023531463,2.673040894642441,3.0751108364964383,0.3622846541639296,-0.49288802647036367,1.57158009549601,1.4676228460692007,2.854128323921944,1.5906709165749784,2.2854857586127704,1.126521012719903,2.134531841127138,2.918404989701541,-0.26157175094899054,1.217490061166102,2.7070110822820572,3.205318258650828,0.9120036889552123,2.2118484317357363,-0.7060791710276461,-0.706382998329393,-0.7873638136304209,-0.8299010775922736,-0.9327466872780774,-0.07129754232713291,1.4178117204334024,2.268331163351057,2.0214112965617512,1.0689612285241825,2.9601912883275423,-0.9355736838237101,2.9074026885449658,2.580610175012658,0.937871372578006,3.30969275556465,-0.8696391541905379,0.875419176216013,0.007493394590847443,-0.7952860898351501,1.4560612838292495,2.3223658833407548,0.9671515187561147,1.0336149362255798,2.872303126655269,3.076717641799982,1.666919236549149,2.868846278242631,2.861270623446417,2.0482636966793133,1.418800418897947,0.9384004841147636,3.0504282947611094,0.9736166331058327,3.7475827783631046,-0.7195609591907699,-0.8110007455128202,2.8738978195196103,1.0150525224513356,2.1706359083777595,1.5573249283842883,2.395548496933475,1.7328606165221592,2.553439263666378,2.741329549828648,2.8676235799947154,1.8763784509087107,2.9547885443547286,2.747624218853549,2.9207937834630897,0.7997814126806132,2.9154950127589645,0.4665152469699857,1.9499582032384537,3.2497169013076417,2.9463853390528736,-0.10186004158687265,-0.4364072874203642,-0.016733758070151646
SIDM00677,3.082854071170426,-0.30268518838289477,-0.7035822546239202,1.6348194102572715,3.7125979592606937,3.1559527260476554,2.1071789984561433,-0.7126810966870696,2.319488000478027,2.6802647292289294,3.096151990866022,-0.8606107980438314,-0.568090715711485,0.9294458657952555,1.156635724693282,2.725749480839009,1.1241842559713084,2.697855117236424,0.9504612715192486,2.265899030682552,2.986882849332168,-0.4070436278734536,1.0420225787188553,2.6995443884464874,3.309861391935499,0.08198579265335784,2.3184138785764574,-0.7497900463865248,-0.7499345338895279,-0.8732420329074929,-0.7217671730768486,-0.917251681775461,0.29054336935899705,1.6780093273425836,1.9394090979165326,2.5498201820148205,0.4549359822431325,2.9357750742625983,-0.8691136347085466,2.9048850693768142,2.2882147471621277,1.5751656288307612,3.223196881258192,-0.8577947071571146,1.0784096978943052,-0.2774626072964541,-0.7910205180090237,1.558919488537178,2.4106113680308945,1.53193065311555,0.5406829372616313,2.733696386555908,3.0530035959683257,2.03717530412878,2.87492648946157,2.255635326604322,2.146232140521345,1.1657129477659414,0.9140061877962813,2.574623864094332,0.8320857503960346,3.834987228956992,-0.779136204747123,-0.7573262708278111,2.9630740422702386,-0.6351845561549202,2.051849838426574,1.5105311639592207,2.6012483520670147,1.5298410538340745,2.3205400545440806,2.5399255235046967,2.292855285559917,1.9636680059355611,2.846030968680195,2.272836686159134,2.514243188823851,0.8931045578999296,2.9896532069585997,0.5311127685090272,2.3160062978638822,2.9700609812328023,2.5998949231270903,-0.8745888362587911,-0.8691970480089835,-0.8526277256930795
SIDM01220,3.4224687327357066,-0.1684417270409286,1.7444812744031881,2.139366285588966,3.5607379026953105,3.08537263652432,2.1183839946578527,1.1331774636661103,2.3013826800619013,2.724098273493577,3.2309694763927572,-0.870106803346223,-0.4298395725837628,0.8497738010697196,1.4630775580269728,2.6435415614393265,1.6690122081838283,2.2191896867243646,1.2366102684528466,2.5172314274285505,2.7469591435260567,0.6383190611546486,1.5017954947609782,2.484345375350533,3.4015064227783416,-0.14812074409923506,2.473792802601558,-0.7062675638112842,-0.721599967385882,-0.8058316176923074,-0.7867167125846846,-0.8895109642170256,0.6142260403307281,1.5722295068925418,2.225733532997016,1.84438057133326,1.1137307375661007,3.0955598958700534,-0.9546163436310534,3.0050882474287737,2.1324322568621654,1.3365038064604542,3.222453640353778,-0.7142774095723277,1.0623288777979338,-0.2864863690397959,-0.8926076094671007,1.3277125439347433,1.64518095919561,1.4189659656797442,0.988613094672612,2.7371007001638867,3.1131544476862576,1.7298740200968064,2.461433112572229,2.538459397173379,2.0688592147843576,1.1245575829927477,0.9630879595399574,3.1499985480970176,0.3813446901526673,3.774553293621971,-0.6140748819729429,-0.7489707372852511,2.2000651925413695,0.8875992652545864,2.080661283885836,1.5756103873929044,2.835707488764844,1.6596588343439937,2.5204866861492565,2.606593675237926,2.582057064377004,1.6156687508480736,2.8924950809114645,2.5059556293297844,2.814844069511302,0.9271499303681666,3.11242148736523,0.4243563076357532,2.4800942032449713,3.0441403530293063,2.630361818018079,-0.5621996134854019,-0.8264325472948179,-0.8088179849238178
SIDM01259,2.9054864534384683,-0.24527715292860544,1.9417604493471774,2.0473047196191088,3.380134271732703,2.574207505418583,2.1403978313449112,1.627812083722897,2.1564862249725505,1.760285710612422,2.5779852222627717,-0.8829479197523407,-0.5110444271530473,1.0964316469830107,1.6536904698539159,2.608390304752481,1.5643885150336507,1.9841874837452786,0.902175082671887,2.4274387683213607,3.141966494042574,-0.21786011355330867,1.6950152263430862,2.192989906222988,3.1862163735604088,0.7106145932864948,2.4968982767249113,-0.7533734241968895,-0.7375368110071839,-0.7127904505641325,-0.7440631568665532,-0.9685071264849617,0.2399951900466072,1.732270411404685,1.8720191304224614,1.87499563490617,0.8072541959182642,2.787186619113307,-1.0887184193044477,2.8292189184779333,2.374091813881528,2.3599085396478205,2.9267284994623894,-0.8364465963306592,1.264086533319402,-0.11884158304162833,-0.8444703578271275,1.9706038955965124,2.5150061357073126,0.9881823237651679,0.557410022370341,2.7745260056652414,2.491477566679811,1.674107767049572,2.9652953451894626,2.216841287510036,1.9521132381110047,1.014349931357105,0.7724078255463519,2.501224318900531,0.28849849756870877,3.4774046523443762,-0.7989693555223512,-0.790748272026497,1.590625559605123,-0.6921709158568544,2.059066949334478,1.3641585453028682,2.507308517199728,1.5584940241756122,2.1806574675722086,2.1458918394704014,2.0807532327285783,1.8339992750312204,2.8915066363077044,2.360524745811779,1.8192905070354686,0.6831083229080158,2.9325545362740373,0.48015351412863927,2.2150337316103483,2.774918531200664,2.9408944176760925,-0.8925216540177513,-0.7820181189264109,-0.7503423144438548
SIDM00680,2.913092716526537,-0.4871067284107854,1.3609463936356323,1.676034055650448,3.704447732999058,3.0638418600443096,2.1106188592973876,-0.8616269963838712,2.017313791396177,2.525519116360715,2.8420279132283017,-0.7779482998027292,-0.578830449282785,0.9617179456454711,1.1273847162064574,2.7296823454631416,1.081993373840714,2.414247342124538,0.6713908996010425,2.706947758001051,2.995736051666808,0.31177032500386087,1.0338535533382511,2.6932403504816627,3.368602383855985,0.3793415388605518,2.1639455401379397,-0.7472321405498462,-0.7777890370723731,-0.8393975896807253,-0.7738349625734838,-0.9313388556356031,0.2808809016842841,1.6364481306124554,1.9341858991564223,2.2669366467174674,0.9781390538403977,2.7396638573913954,-0.9482156673886059,2.767112867930763,2.050983401208352,1.6407934462663727,3.0055070365467538,-0.8623044672952266,0.9380234428831987,-0.17184461114797597,-0.8834453511059207,1.6211058486568763,2.5846023339631894,1.5160287158580044,0.4568407083662266,2.8504885417880903,2.820360230372,2.049589951328321,2.8986922949418883,2.4580257482739967,1.9648149446152499,0.866892779995916,1.166834690188163,2.339976516299181,0.41707461963369014,3.7642216645057895,-0.8322843834469354,-0.7825310990974773,2.7270315921988764,-0.7469319097678363,2.375001908460947,1.537668099405735,2.8484037373571818,1.409941271173482,2.003830153446675,2.523404672800076,2.3422443995435898,2.005121816237387,2.456897161282937,2.4368371720847386,2.669064443808372,0.7995312005774043,2.9593077307323314,0.4016564212619691,2.0632659857787248,2.780127676822034,2.352536912006598,-0.7472673718475326,-0.8491497396513848,-0.877681569451244
SIDM00346,2.7625342234803183,-0.7270386825991159,2.2725157380822085,1.6236524126582617,3.7392852702795367,2.574594197912334,1.9998827598794426,-0.7452607833794272,2.163523377572327,2.095983081032667,2.6625351666278823,-0.844468523693552,-0.5752487267985746,1.1057218076906743,0.842190255680262,3.041410093222588,1.43368116896242,2.0280966146667248,0.9236133332840444,2.4016474460544495,2.8323941722653836,0.3743056088550066,1.0402907936908703,3.258574760479221,3.0799667711018985,0.18240526352394007,2.089830377189515,-0.7028366925218757,0.5216709693480006,-0.7306146977672736,-0.7773889867586542,-0.9212630722646865,0.6076953742523666,1.5052748580364514,1.8608027260065607,2.0465317137829313,0.5027423503948748,2.535146380088344,-0.7489444158551445,2.973724597098425,2.2782885375874558,1.7966468464665213,2.972525353525117,-0.9173114801763501,1.7474522043789866,0.0776097035561992,-0.8189402125611045,1.4866407287618866,2.553032020202944,1.7074647592821048,0.2393897530571654,2.467360127752465,2.182304831977626,1.689076589098746,2.8472340953383557,2.041200450553492,1.7353291828549782,0.9980625360505995,1.3160597828236507,2.339236399891129,0.6008067730826441,3.639794436601286,-0.7028520794001903,-0.7520949895656783,2.662335449490798,-0.06933591984067353,1.8916547065213876,1.581725550949958,2.387113560003087,1.0518488299359936,1.9222052073727565,2.7638322836626337,2.0338802525035895,2.076218834735446,2.609104546321521,2.5540805877355997,2.4923435807859065,0.8109804216904826,2.98601613100522,0.28396398031968334,2.1884741219615367,2.8515865223122154,2.8785799781614263,-0.7744315247029496,-0.8054939809915865,-0.7655596893298691
SIDM00129,2.8841752054875944,-0.48224267820330363,0.9302428679318039,2.1564043093776677,3.787177503436476,3.1879793775619314,2.0599609969979067,-0.6554887242561779,2.055758702499084,2.3475398221071124,2.820640567816966,-0.8129842579011952,-0.7254954844348727,1.3009755629091588,1.1989505747925822,2.402656783520813,1.6704411340742467,1.9994918093690064,1.2247052806568037,2.705420705632598,2.9889963526104504,-0.06917355242553665,1.4881389295127532,3.0348112863394765,3.2059749490729645,1.2999569684989252,2.4711233355500384,-0.7449436816123097,-0.7053398608735841,-1.0189309072704653,-0.6249060435062782,-0.9642646039042009,0.5091997982136871,1.1059596474464655,1.9941085560766596,2.897169421828481,0.783677553335382,2.2497440975570067,-0.733841669883274,2.8908479194845778,2.2540848186871103,1.5603885347380952,2.927003908706186,-0.7037518181746999,0.5412819858473958,-0.30868573091337004,-0.7290520672112675,2.0191273804539036,2.081775935197174,2.082855432506043,0.4807928361954747,2.6531846141308835,3.0681779668981197,1.9039424507041403,2.748429378398358,2.4388992725314496,2.0113870567733914,1.2103745421768048,1.5358879500970908,2.437585313891322,0.9713552749470509,3.977338138125763,-0.7751304425583783,-0.8176989089649902,3.663168870244421,1.853952135229469,2.2563204400051555,1.915607764231867,2.682098662506527,1.5617947216996235,2.358735752156888,1.7566667449962254,2.8442410327485317,2.5590368933002994,2.5830912773957015,2.588370080032584,2.392989641513078,1.2656596624416765,2.688657825589955,0.6457924405113757,2.0826286302128834,2.854194360252437,3.2192573614871143,0.959381245213846,-0.9259412221643899,-0.9189323030752281
SIDM00627,2.910302714133704,-0.4732519488550716,2.1490358876923605,1.9373867033535046,3.6312288084380033,3.189816658236308,2.239274892151199,-0.3810608112145936,2.3364362389684064,2.3726250782785114,3.197785353268623,1.5410732112477779,-0.6865744659714661,0.5606054302380709,1.772088376779934,2.4875685150204627,0.637181126145185,2.294230897774989,0.7819458417194245,2.3294010680586745,2.9187335662767073,0.839348610209652,1.2136687401853716,3.048546325607985,3.6075711185055757,0.8797640701269103,2.494702656118736,-0.7552328930419409,-0.8018763174012187,-0.896814083377806,-0.7659832699651069,-0.9150426703412622,0.083915665609707,1.0793810581567322,1.8392035072235664,1.994622998871764,1.1444507850771444,3.2553582549331344,-1.0104473611753846,2.776250109417198,2.1767390517946232,0.9981248914547697,3.1973040957030285,-0.9103675467295604,0.892590783379389,-0.1938356309233551,-0.8886846511144895,1.2891406773572145,2.5685777287835756,1.5555159215047807,0.4972315542644058,3.1002434263389236,2.6241437516037545,1.6008977292230258,2.7987468606651995,2.3586987817944247,2.4278485033448676,1.0789608305475813,0.6416643115979349,2.7489045144514552,0.3214270694176183,3.720947917578914,-0.7421178307908,-0.7734160738462602,2.63896370929247,0.709869486357686,2.214756992367624,1.5811260692899187,2.6310344526256833,1.4023409373018942,2.439838159354437,2.623370268227914,2.480278186323222,1.9269299376888642,2.8615493945078256,2.5313192630615102,2.7168247458118424,0.6079581526296237,3.2357038230511814,0.44166607199147656,2.7956929546033393,2.701460006327886,2.436687201101205,-0.2823766732592229,-0.8749280801481346,-0.7699316644665297
SIDM00293,3.1193877250270283,-0.45640050220989564,0.6631388377433545,1.8901383330080883,3.7539304688526722,2.7984242511357205,2.2235249207790955,3.0884245128991017,2.4473028599375324,2.648272576398236,2.7033220356429317,-0.7304814938554026,-0.6786204663306984,1.2151937316099712,1.6154575608702009,3.102180785205931,1.4394232505454843,2.517887846029465,0.5651983523273,2.4717464920963614,2.8617427927693804,-0.4394488818823163,1.0758551577533217,2.517471711306608,3.0661020097457325,0.9835621874931235,1.9742113229673754,-0.6375721155711352,-0.6429954397620139,-0.855296729867257,-0.7446907090218867,-0.8439677888688454,-0.1790411453636979,1.694256990083928,1.9688668804509302,2.317424827646851,0.81546233560356,2.779121267014009,-0.8410874153762385,3.135282370973776,2.6481974650251736,0.9416359263796962,3.020242311634071,-0.8394104255123613,0.987234951850309,-0.027668678973457924,-0.9418029348392146,1.2123914379213223,2.265853343661102,1.236433064543915,0.6649551881198564,2.869957389245269,2.866229577107476,1.626486014898625,3.2333848587297145,2.618039322016761,2.2178174511363355,1.2841955558278995,1.1816274826112416,2.7841672415406973,0.8693277714206835,3.9030654761640156,-0.7185995474475407,-0.8015383120906556,2.8848245533462578,0.5491468116475828,2.4285733889497085,1.804708306396486,2.705779007442932,1.236665825359239,2.2638888523901133,2.599765512196589,2.6149258209986828,1.785843182226285,2.727763264532237,2.6370552195805934,2.80621142339422,0.8573632616568232,3.360019693268662,0.5775713469989373,2.154631140980167,3.1473148849660606,2.774393866006502,-0.6724549601727713,-0.8288315784588459,-0.8239709456948764
SIDM00274,3.033917177897575,-0.27509171165627844,2.2627229214668048,1.8430749817119318,3.7771616809110924,2.943594911577185,2.027428668301304,1.5847643529584499,2.33189456600034,2.872309046568326,3.37798267921982,-0.8786895504618051,-0.5936950152693503,0.9305165114430886,1.3991762620074655,2.8035669925893223,1.2498730714949868,2.3626143840397957,0.7600572355656313,2.5318546070677446,2.805217946483588,0.551815623826471,1.4254108703739006,2.616631632948196,3.5435032138514244,0.2161263188359199,2.439284523833222,-0.7368100603257913,-0.832003228949963,-0.8844156169807855,-0.8175685486419912,-0.9111690409882353,0.4285446663388141,1.2293541759559172,2.036508218113101,2.5060851308513468,1.7802602664599907,3.3108687783452213,-0.9629011967215119,3.050738089084403,2.469041979058397,1.5039751028792097,3.532234715060453,1.2567386711994766,0.4429719988274427,-0.09175790120986657,-0.9074369428111758,1.7726143971608406,3.003463984237621,1.256159000513566,0.8589620655944769,2.662041668560353,2.8343161691937753,1.7040001898954826,3.2019095616126876,2.2757080660579696,2.1779055081216114,0.9167111998345521,0.7019940745669379,2.545204525462837,0.6958463345810436,3.9896872699614203,-0.7973935059582807,-0.9117615907001849,3.148025629754983,-0.33626361509528396,2.5917987976686594,1.6847372398784777,2.8613221480362716,1.1973821275499557,2.0092624875882232,2.1712521510379115,2.440327445129824,2.2679815334082702,3.089609269418009,2.437732850603174,2.8342712537459973,0.9139624179436505,3.068365415802573,0.5774484000577196,2.579802617577264,3.0603227333952767,2.6676634905316754,0.7654171906594491,-0.8924472237455988,1.4683515345302838
SIDM00544,2.9535667418488223,-0.28220017667297576,2.147765424423526,1.6649036523995895,3.662526018253703,2.996330026865887,2.1383809404188954,2.711826888518688,2.541856836549454,2.3546739601459628,2.847559582522181,-0.8737581516216215,-0.6470549700378893,1.5472046428155886,1.7610987698357115,2.678416020498854,0.9696233006571983,2.5573748339722995,1.1502198693634393,2.680184749592534,2.9392436742481864,-0.4690053547731984,1.11562937976346,2.3500850787456877,3.0860044048934188,0.6375960663165513,1.9737717396239667,-0.8194358070096102,-0.7678228276843613,-0.9010765921928954,-0.7690120269217847,-0.8790457159293624,-0.12837758308492478,2.0698949450803554,1.536906962229678,2.6275510642446744,-0.04410984805705205,2.9982646587772326,-0.923316370368193,2.7857789641203454,2.2061870775392096,1.26108887491108,3.116106724989105,-0.8534328647540708,0.9949771458706158,0.015172363524567984,-0.7786856175603806,1.6212339634188349,2.4757065457135616,1.3085580065535212,0.866665770527312,2.698221695844985,2.9211578725941654,1.7599943660937378,3.0735131631786077,2.331301559734951,2.1176321287731192,1.3277529343037242,1.1508234633763632,2.753638725155944,0.6563782991648939,3.7546862469792153,-0.7641366700181101,-0.8442882708037219,2.572443268904424,-0.5352639064418193,2.164383334576809,1.5501754852794285,2.649094958265457,1.6083070271410322,2.4229410681090546,2.6256420654927863,2.3770942639981136,2.022677962540881,2.760926115683403,2.4568928216667745,3.445941675999895,0.9634107553700171,2.916337667769982,0.6603845283211098,2.3349932175801835,2.682778755216916,2.5663722686703703,-0.1441863545382393,-0.832543120410253,-0.8682815976677971
SIDM01006,3.1093550390441655,-0.22411646481504124,2.210288374362219,2.279838813944659,3.6987733781271768,2.806157271642,2.2967364687326888,-0.21816925405245713,2.4927330014769944,3.0419761396103757,3.389196786568275,1.0623080515766052,-0.5714753167640337,1.3318825224053616,1.9912919695499027,2.6214037642503953,1.401814194676002,2.2043925199909546,0.6832061546756694,2.1699165872464574,3.2275247242557654,0.13169848623684924,1.3589854006749444,2.958033725877455,3.4675643041594926,0.4741886227690768,2.14405398115868,-0.7610471872176978,-0.7483924885322799,-0.6876286455521332,-0.8019376939141075,-0.8707539206981695,0.1232626379641842,1.3902125213601295,1.9151284180822643,2.2504585241646815,0.34309928656554767,3.199744558596439,-0.9826798305614065,2.939337430651084,2.3877404644990263,3.1059993912069364,3.348249189587091,-0.839863265983118,1.7109218279662788,-0.026889906492318885,-0.8523080933145751,1.1965636020244794,2.745841212246273,1.432448871267978,0.7580053502043259,2.969952830986076,2.683160515577825,1.5703994722943353,3.1199561751990137,2.606374585736435,1.8931465257846798,1.1747506414852267,0.5703611712884095,2.5933172734188967,0.6060077110330371,3.7129042855399685,-0.7897035003351435,-0.8220396743563099,2.450073184510206,-0.5717706372281913,2.474447950637093,1.8357408216965059,2.463291704779303,1.1623523733831527,2.325275478566567,2.564274967827715,2.5737029421062667,2.3626970258372877,2.9236338286894554,2.4117260662780424,2.5062839690249143,0.9025992126691581,3.018022419771274,0.4999757716112947,2.421376411511069,2.901699128309031,2.646649807110487,-0.8211767084309285,-0.8064796096014989,-0.8559918063956872
SIDM00302,2.7066947643532338,-0.4529565111975884,1.9155579432552923,1.5883197946130518,3.5603651657349222,2.644674836440481,1.9270721367298005,2.53631187442759,2.0332044508162874,2.4130598934210137,2.963460635030466,0.7661865869177005,-0.6025183077147089,0.8412064590106149,1.2241575604715105,2.807385943022729,1.34705384540149,2.2376701164265356,0.9092507155148752,2.2560104413325246,2.4667541324556987,0.4412933223012437,1.537729576243102,2.6899877896971605,3.1087225270380747,0.9980341546667256,2.027463184086293,-0.6800996943206882,-0.7825823518561393,-0.6854347898100135,-0.721422502752711,-0.9445809726437476,0.14828808522088513,1.5301148551575736,1.7412172455953243,2.4005053183629075,1.5382324720422473,2.684390341962233,-0.894949487416239,2.759508474142674,2.0239182930017794,1.821892425530969,2.801534605415069,-0.8438175124753566,1.5318461974271766,-0.3596534689924128,-0.9460059389304519,1.1521315755989974,2.2969494638125236,1.3824171588818213,0.8739717088322074,2.5146618547478057,2.849487921679239,1.8458922182993867,2.794088642259157,2.300837994185202,1.985402881785804,0.985460562231333,0.9670353158005294,2.4756595421610252,0.24878209569332638,3.606512685679974,-0.788862004301945,-0.7606966650223885,2.528346289382991,-0.07974549695415335,2.156020965593945,1.7273077020970533,2.950298896971223,1.4382370012455177,2.3712274845321435,2.5933323740014145,2.2965795195596725,1.5589922140916548,2.581410950778143,2.2575723056562884,2.817597443552577,0.6737506242540554,2.8478642579213505,0.35816164602967315,1.9575178050847348,3.0041112179257823,2.3504800264568355,-0.7873199425103968,-0.833187834964504,-0.71885767974044
SIDM00549,3.016982734914835,-0.5504969187470148,2.422190444221837,1.9486310794332684,3.752100273993371,2.876813534028788,2.298738779498553,-0.5355158213665726,2.3847472197545323,2.661212306841523,3.107896487433541,-0.8337634393507354,-0.5019038146132181,1.0395882980111613,1.796565319269302,2.803825657239849,1.3063051252533537,2.381813919930806,1.088882203724781,2.321500385532098,2.986484625836733,1.277345868087275,1.2734885505058524,3.075273135521384,3.481389373696542,-0.35751610750454915,2.3554383373182737,-0.7534588246883708,-0.6861538541890757,-0.7389230419449436,-0.7179472755152312,-0.8633203648176093,0.41185372310599877,1.4630208379361127,1.7085285911432608,2.129101900784732,-0.10460507013368099,2.967412466573003,-0.851626917308932,2.8828100762287763,2.4238787388537877,1.6227626177382057,3.1265946818309476,-0.8613047987346113,1.2657783202918305,-0.20801668712138074,-0.6685175656541968,1.2656418119562063,2.478610671212891,1.318862712447153,0.7139400706501494,2.5506048293624324,2.7062372606717133,1.8817556411776946,2.986208413338109,2.388927368401813,1.7785157379278824,1.0431349019251785,0.9493010694455418,2.6820669039256253,0.2673210434406268,3.4466384661928045,-0.6834027524824433,-0.7371826382769872,2.678448821938479,-0.6095918406770106,2.300186617014348,1.6973887059073705,2.307462557378317,1.500895090053627,2.0142960893419386,1.783638394878771,2.218703398332146,1.9291226264680426,2.803222717859016,2.3695867409746882,2.7258502833376754,0.6546774579222334,3.0328309388939956,0.7866840898841052,2.0479559532644105,3.0071928422604057,2.52711510065818,-0.8230478987434792,-0.8485048860718823,-0.7430975843307118
