,PLCB2,CALM2,INPP1,PLCB1,PLCD1,PRKCB,PRKCA,PLCB3,CALM1,PLCB4,DGKZ,INPP5A,DGKE,INPP5B,DGKD,INPP4A,PRKCG,INPPL1,DGKH,INPP5D,SYNJ2,PIP4K2B,ITPR3,PLCD3,PIKFYVE,IMPA1,IMPA2,PIP5K1A,PIP5K1B,INPP5J,CDS1,INPP5K,SYNJ1,PLCD4,ITPKA,PIK3R5,ITPKB,ITPK1,CDIPT,ITPR1,ITPR2,DGKQ,CDS2,INPP4B,DGKB,DGKG,DGKA,DGKI,PLCE1,CALML5,PIP5K1C,PIK3C3,PIK3C2B,PIK3C2G,PIP4K2A,PIK3C2A,PTEN,PIK3R3,PIP4K2C,IPPK,CALML3,PIK3CA,PIK3CB,PIK3CD,PLCG1,PLCG2,PLCZ1,PI4KB,CALM3,INPP5E,PIK3CG,PIK3R1,OCRL,PIK3R2,CALML6,PI4KA
SIDM00792,-0.7154265181069017,3.1319709830910925,1.651944588519257,-0.5659497810976208,-0.2642077215416048,-0.8432271569873315,-0.3862073466583239,-0.4616855601721414,2.8432703133652337,-0.5940850045054936,1.9144011457676198,-0.7272798157571846,-0.709870704513599,-0.6273070523286136,2.0367076425467316,-0.1347978750335446,-0.6551036276942427,0.9171972221383958,-0.806166968046124,-0.6394366624833837,-0.6673527978611663,0.1327986004207077,0.43015145175470937,-0.6584490004355223,-0.7566733117504579,2.3559527374577773,3.4788507566309157,0.6775681612873818,-0.5914071261600639,-0.21215916372503957,0.9726404602914408,0.3871436196705865,-0.8803414968588509,-0.7264222647815787,-0.49767518783203424,-0.6498663304612922,-0.6894055297707711,-0.2764392488048375,0.673495429836695,0.7178439164808482,-0.7782875366133739,-0.2870702907706767,1.457139168023824,-0.8420693900772417,-0.7702432977630538,-0.5853451057022988,-0.6900776064354637,-0.850382282305775,-0.5978540549084218,-0.8746059838196045,-0.3954025348846792,1.480188051328744,-0.4122338657405811,-0.942774711851824,-0.49064321513142095,-0.6281917510440692,0.13985255352378612,0.09343993179986626,2.2028870515164374,-0.505006075681997,-0.8293900507074234,0.32890838272526574,-0.10244615748183479,-0.7786074234817476,-0.6376800047442794,1.3921946338823599,-1.0519194112206423,1.1144218601681308,0.40922062664493886,-0.5259379083572666,-0.87797809271706,-0.47678333162620895,0.0860938852341678,-0.5133845634965529,-0.5896404596704801,1.5484767251823934
SIDM00241,-0.8553921101268498,3.2100124152179665,0.031637538441173625,-0.8518772690908114,-0.2327536556616528,-0.8497317103022664,-0.5273080747358384,0.09551226749873011,2.861448544801768,1.192211234137414,2.228531650527564,-0.02035864081103203,-0.6197795237506283,-0.639753502286302,1.7932202827954538,-0.16383782981821698,-0.7482755140005484,0.750275425864058,-0.6585261087648195,-0.7213316866002821,-0.8216826777210804,0.2135920211083128,0.22646642950230708,-0.8159881580205605,-0.7045631680337314,0.9213097738644873,1.588141567484218,-0.024904110627848978,-0.40093633549348767,0.014477694649323759,1.5661340652861258,-0.2846227299704197,-0.48116221233887374,-0.601283223997785,-0.6454524030423192,-0.7944143605038692,-0.43123792123695687,0.008435232153402621,0.2826217060209376,0.2723542178497834,-0.7597969577896408,-0.5278260731205177,0.6283394747790548,-0.9017541373974461,-0.7794832455946725,-0.8541482114194073,-0.7932281222048646,-0.8032361461921819,-0.5373772364733643,-0.6723300775757566,-0.36920897009660714,0.901407156589917,1.0857592018386852,0.28234518467168984,-0.5231736278329173,-0.42381293924662755,0.9764424877587393,0.28169783010884863,1.853982507251768,0.4010184360065969,-0.8344244203835003,0.6443411837884314,0.19332790169530878,-0.7100312228654438,0.49205158430668666,-0.37931890776501725,-0.8540484807610728,0.5888776422505377,0.13151070954293825,-0.3544918050800109,-0.8157387606183928,0.24073751790060285,0.7302096708497522,-0.17042807723967607,-0.7682397442288391,1.7324881451267347
SIDM00091,-0.7860334537887025,3.264572932990171,1.4556599981747704,-0.49199985585038924,0.2112560008524461,-0.8128215396289595,0.3083565998808609,-0.2009004325474285,2.789611201132614,0.4103096954844013,1.7652615921270305,0.16916387366817265,-0.6798116234011765,-0.5813872830168488,1.443641053334237,0.24472774464424374,-0.7232782543005434,0.7498990345270148,-0.738360982597333,-0.6005325557736143,-0.5691901758514116,0.429219351648016,-0.01746106552204927,-0.7551660016411395,-0.56634505682685,1.868318724289781,1.6838866357224682,-0.044624451507132915,-0.8130919445051624,-0.05823009963388282,0.16406681469722617,-0.035402118871939475,-0.8469667918410442,-0.76990007227999,-0.6345318645004407,-0.8212114243529876,-0.605163565881868,-0.4718592549969269,0.43853189932728126,-0.08849021526148138,-0.8454745178200219,-0.286735463692392,0.9224424738485023,0.4219148599266669,-0.8175541645277953,-0.6274732190639404,-0.7125816330227971,-0.8104368799425571,0.7529201898149013,-0.9489036913974548,-0.421669109375293,1.054160852476854,0.13419622963537464,-0.9430705141748773,-0.5322554761258129,-0.24404745271154707,1.47705061888066,-0.597139194971467,1.2024470158371674,-0.4320789804184397,-0.6600729110722173,1.085174877307623,0.24614488546610871,-0.7172243745537317,0.038778294532070594,0.04794371984127997,-0.9255889364952755,0.1792030360293996,0.1772236742516729,-0.6142262511551793,-0.8237481809254159,-0.36369514220321697,0.013787706237881114,-0.48927985520865214,-0.8251326090573509,2.505676484301576
SIDM00427,-0.7568557642881166,2.801156457896049,1.54955073774674,-0.49230448261589155,-0.4008373693252897,1.9030784842372064,-0.6341312840282489,-0.4463015202471012,1.8107198737996795,-0.7878048296328032,1.3995757667511906,0.32220078746309433,-0.6855775378129789,-0.5484128203142236,2.622030284029198,0.8692062612602433,-0.7032534723046336,0.2699267603525373,-0.801111460631343,-0.5584285798615137,-0.814581769983096,0.17625696498534235,-0.2283298928767568,-0.8501599981033796,-0.5149064879414409,1.6801274254422842,1.3183187241471275,0.08639829160313814,-0.8917256361354261,-0.1152984721741465,1.5819631907231788,0.021569584440520113,-0.7163870566213882,-0.8119104395876356,-0.01813257959793045,-0.6672622349445733,-0.5844610471088084,-0.6203070314981678,0.7441177799604849,0.9616357569659951,-0.8518313107592053,-0.4018466425163401,0.5762905134568168,-0.8825190627227617,-0.8120518201501457,-0.8216482699446054,-0.550904586975906,-0.7727138014122557,-0.6883797749657083,-0.9463648340320256,-0.5678720744227267,1.4457579890589372,-0.5432363708336655,-0.9275774371188841,-0.6573667781611988,-0.41762039017975816,1.3713973809790023,-0.47327444705338495,1.6066122322077594,-0.3786268323898418,-0.8513792034224613,1.1085386167668643,-0.010350263329945575,-0.6811563934791989,0.30179695352294733,0.18022481659336645,-0.9924190914757148,0.28363497253590186,0.18590307344909998,-0.02118305599390918,-0.8067623968459828,-0.46073604608589547,0.3958754810016348,-0.4985026037636527,-0.5533711987517648,1.027881782994945
SIDM00758,-0.8307848591851327,3.4046329403482174,1.5032306097229244,-0.48149733098890274,-0.5343603467901121,-0.8523074206845975,0.15706546179439207,-0.5570497980479274,2.213832529649735,-0.7901868105829797,1.2998782633938477,0.4498756829756552,-0.6692933594111353,-0.7060053279062619,1.3163713673088544,0.10168760429695352,-0.7483101370992179,0.45026718100617186,-0.769073905578158,-0.7147680838304592,-0.8265628442991295,-0.08005757425878089,0.14115960681243941,-0.7704505425402064,-0.6811814956070081,2.3095340132821707,1.2628895469938273,0.06271280609125217,0.9287470508230906,-0.5569617492880701,2.0628776333347574,-0.07926746895485264,-0.7965547220831742,-0.8460621742208083,-0.13740417602743846,-0.7036155138338402,-0.46308738919397624,-0.5134517122966353,0.6202865708934532,-0.02512359051981945,-0.7155392456362999,0.04880030511937303,0.13875371844312617,-0.1516481979471064,-0.7892672473009037,-0.8330597716630878,-0.4270357015684807,-0.8347575762592206,0.6061970654088281,-1.01938565907105,-0.49776406467296025,1.9806157171944674,1.291487703025288,-0.8122850219359417,-0.6734370494304261,-0.24110392919204926,1.7592007428642076,-0.5187184974075529,2.342506254353898,0.3001220233420655,-0.8211668621262032,0.6645374401815013,0.18476193332621602,-0.7840920475483295,-0.4408268911868649,-0.3963759920522589,-1.0129351658531174,0.5979835465856485,-0.23512912031904154,-0.33344613855770966,-0.8427433015192297,-0.34629335730768396,-0.3316991739719916,-0.4706606147151043,-0.603075532338221,1.2052707152130129
SIDM00612,-0.7810541343578393,3.033969600562287,1.5475020018504597,-0.012507968560644908,0.1722810328966925,-0.8199018893010074,0.006372749940319503,-0.1426067600247197,2.7175832370429247,-0.6968674804699198,1.8294726680937106,-0.13978345774485046,-0.8522495710994556,-0.5660798114097204,1.2664182520838272,0.1427904481361614,-0.7151583053855124,0.7668537820150748,-0.8491010426920722,-0.7192454255649996,0.10812480139340436,0.3286378300924892,-0.15758953813790802,-0.6040472375886503,-0.6597537175305611,1.4077769426203972,0.8537365842150623,-0.04951446941655929,-0.8706841206096345,-0.47029972499268363,-0.7937750828343824,0.10542970606000768,-0.6743813998179219,-0.48781836645131377,-0.2698186010979655,-0.7085832807444703,-0.31913271541539734,-0.41092920529287236,0.7536776096437052,0.9888461027006912,-0.7902997049862139,-0.4677445259637678,0.8790484918281902,-0.9320804476079182,-0.8239533966657367,-0.6368976731566883,-0.5105229122148415,-0.7493811729859299,-0.3184818481178266,-0.91055397485474,-0.25594932943614795,1.577077328857153,-0.7019055588588538,-1.0201761955798123,-0.5049654539085815,-0.47218686714897884,1.2551991125671438,-0.5594739760291908,1.0828738078726166,-0.12254545972378714,-0.783128990258163,1.3177932012805091,0.10695130168858544,-0.6655550620228905,0.1675878923082338,-0.7561537778751167,-1.0583379238112522,0.817888462895599,0.37082261152960877,-0.3813857291146038,-0.8805450252434122,-0.09424144085487748,0.48056741404469727,-0.42516267943592567,-0.545834375702192,1.6599536612191286
SIDM00553,-0.2039357413221113,3.017787754318075,1.168387663567862,-0.7223352208899386,-0.23179733936463245,1.2671715934082142,-0.15432448889332123,-0.316331981146582,2.130975301886742,-0.8073010367810186,2.5125394917202426,0.4125078870342729,-0.5443013350150574,-0.1363091710995349,1.7362988011603981,0.7726660426800447,-0.6757532550146912,0.7299031273868457,-0.7156461371190479,0.05220396349399515,-0.7793344991230596,0.2722543563271843,-0.7115215559675613,-0.6803603936632315,-0.3949990412632249,1.519200160379535,2.043637144170476,-0.028517206105022026,-0.8056966742109463,0.06468373798208037,-0.942454063112921,-0.30627920086403326,-0.7830678771764903,-0.810329679781503,-0.6583611030666457,-0.26219668180405836,-0.11187656622609725,-0.5212276531179206,0.5345464658594222,0.5399133826916579,-0.7098320240965301,-0.5546870272331467,0.7716932998382018,-0.8895313229301819,-0.7791187572233192,-0.4143221366222987,-0.6707767879562344,-0.7648400947355045,-0.6310748933218993,-0.8723415974682233,-0.3930741874795519,1.9280583663239181,-0.4135049202039048,-0.9824990726344529,-0.3194280350308158,-0.5422525250529556,1.6662201114164894,-0.6301538154333342,0.6468928687604457,-0.4533236199372248,-0.7955994740136847,0.5048735781545606,0.47974623915014186,0.028704731040433657,-0.6389526297595105,1.9538118383757481,-0.9637509009117237,0.6347933113608086,0.14869891075442487,-0.44319200153723004,-0.14847338585909803,0.48938236933246093,0.0964464577949731,-0.49780625308312787,-0.4588449109475802,1.5674853510697804
SIDM00343,-0.8200240691384373,3.127597462413873,1.4974384919005077,-0.11694601728560332,0.2168767277414093,-0.8152674746748918,-0.21880596658271123,-0.35358907303132686,2.4810578488731547,0.20908512785409752,1.4653696418801678,0.25230144783125463,-0.8169963427947649,-0.4850322628827774,1.6346712521608109,0.05631925093867764,-0.7390642195322037,0.9873915369440396,-0.6827863394167114,-0.7391478221311987,-0.04868830175680874,0.13493401790129286,-0.4412782448708649,-0.8777261096326504,-0.6802001666371623,1.6525903180515225,1.1941118225291387,0.008214514102708098,-0.880689053168488,-0.5801801362069277,-0.2072860930084995,0.3011192110587343,-0.7321440936958477,-0.844987558531576,-0.26475276008264903,-0.7691383800550475,-0.6346722263255197,-0.4458505998403186,0.5846942713861428,-0.47112029546073214,-0.9203053597409679,-0.47944170966558575,1.3376685295131452,-0.9039562594932421,-0.8278188506892616,-0.7327216650048664,-0.6201044153538516,-0.872305458884836,1.1432508164399986,-0.9533101382871175,-0.43531285045935825,1.8449789110632595,-0.42161540447544743,-1.0488628660533643,-0.5717280853967157,-0.4429557730404221,1.3181684907604647,-0.5431182279926218,1.1917892782258774,-0.4086709455719078,-0.7723044929064402,0.541564671357814,-0.23448208362640421,-0.3925895174002537,0.6526915533334122,-0.7731442771380148,-0.988078697423124,0.7963244582799175,0.4446598814584769,-0.4876562548371336,-0.8872093173309108,-0.2231713969733357,0.7855018663696627,-0.5792581905025792,-0.7876649901334353,1.7731166153912106
SIDM00543,-0.6806960416046709,2.9699203786290593,1.6596362617349922,-0.7627313601500877,0.4652464894904681,-0.17314036902718435,-0.26478385976388913,-0.309568497726007,2.349550867871229,-0.7494698146112677,1.3870393990170695,-0.05054528620028451,-0.8677051471757263,-0.3200945706190217,0.9918986404095765,0.33869972211399507,-0.752792830257864,0.7446656020698089,-0.7912259406528298,-0.5943642134623213,-0.7418570232096248,0.3453556385816344,0.07904715470477273,-0.672821959509591,-0.493941168194673,1.984419759083686,1.0050099892236566,0.015174309494713704,-0.7043591617585802,-0.584261341124375,-0.426954164766828,0.29882183461488593,-0.5995082509051709,-0.8151000367700821,-0.5772537001547882,-0.7174072298851417,-0.06449531545267521,-0.20493459874777964,0.7267536198360771,0.843872965455913,-0.6344160220592605,-0.1372424249612163,0.9146872069842592,-0.15069323228749784,-0.8292629447148935,-0.6969830039005728,-0.702137786108037,-0.6650610900987922,-0.6829170556978472,-0.7825131802239721,-0.48413858463868553,1.612928720692312,0.11688919251238998,-1.0173002958015547,-0.17527164414816576,-0.3816802949267155,0.9954580935427881,-0.3187071813076327,1.873063349416181,-0.40996401624828693,-0.7227762034790827,0.8360074538606044,0.800184505420299,-0.2604940546278835,0.30181403399641804,0.7036020542288218,-0.9863670094844413,0.8790173448827727,0.31315292118874416,-0.38221292546300917,-0.8120166073602574,-0.34198504512219596,0.6115557433285257,-0.4198874599828525,-0.6886218132001467,1.7772979894301986
SIDM00537,-0.7667662984984388,3.0001988992728705,1.2455460790970327,-0.4530729388686998,0.4738452697847629,-0.8082010580419774,-0.5249286407950402,0.6998781130301643,2.7359663721630927,-0.037493779052603995,1.6365012281242124,0.544903631627287,-0.5636011171200398,-0.38815374512979794,1.8258424062210314,0.194493065401321,-0.724783919417308,0.6835382879044477,-0.7204542625637342,-0.561903785532579,-0.7090264350838615,0.19118894327753275,0.3584524159154184,-0.624375987350228,-0.6492578200771437,0.8965879968170577,2.0682458116484685,-0.13208413030360158,1.4077178754402497,-0.09218364210922976,0.8655225744383868,0.06312449182983156,-0.7860305837146174,-0.8105195010846055,-0.7186680394139007,-0.7341613207233164,-0.45477152836294776,-0.2567793346904761,0.8828040286987787,-0.5851499503931875,-0.8816698133062845,-0.4839168546425187,0.7129574937004455,-0.713759469452976,-0.7817375488109004,-0.9015222635349249,-0.5470330795913797,-0.929467381323635,0.1835422475506008,-0.47951027771799587,-0.34425387256004386,1.7761715335431314,1.6143502984650768,-0.9750400689368787,-0.7125450453458904,-0.27470570181551185,1.576823113461043,-0.4565555815838959,1.3635389678084395,-0.11403992311594906,-0.7736428716832822,0.46215654569057707,0.38048134361155966,-0.7265222777358805,-0.07944701436234285,-0.6556282259279562,-1.0408193502829552,0.4941639506749349,0.022855686011157495,-0.404480184453395,-0.7783322631760866,-0.09945431810045706,0.5241579830330074,-0.2408619880120793,-0.8430712202927458,1.05244179101999
SIDM00332,-0.8375811411354092,3.4471216159632725,-0.10407645660609811,-0.3920535287212977,-0.08069940388418347,-0.8652935385324121,-0.6006123261868861,-0.3490063421323369,2.3558719600027214,0.437632544906558,1.539095180396261,0.237365133599253,-0.7258318232072044,-0.4418585195061364,1.391702872493026,0.2256221749046952,-0.7351770388389728,0.7508743313848626,-0.7915244107713136,-0.7234540047937956,-0.7679617510334255,0.028910096631130304,0.2012522150647797,-0.9264346445012028,-0.6932704342791409,1.0287086154020786,1.3399673378307209,0.19875781694057978,-0.7342402152837549,0.4748922123160135,0.816542293212985,0.09419397411084827,-0.7382466392163944,-0.41223988760216973,-0.42374974627447476,-0.7275531712711136,-0.48564575697269846,-0.3440202378394542,1.0944035986040461,-0.40922068717080556,-0.778071029431408,-0.4743761541020921,0.6166314054584807,-0.39516845709806936,-0.8336476207213025,-0.8607552301195076,0.039413118931498764,-0.8438340436441472,-0.7662920732695879,-0.9441455524403404,-0.506218579155602,1.4147101345322133,0.7819174191930809,0.25437741270325803,-0.6450872571245952,-0.5188796386671903,0.9235957025406025,-0.21426653756686018,1.5576527776247713,-0.33107495025565326,-0.7367431543602738,0.7677145048424903,0.5488777309095153,-0.6673232397942866,0.19903139466736655,-0.20572494020239598,-0.9279871635123088,0.8942716441436309,-0.25171697020121675,-0.5741115954534711,-0.8640032367793468,-0.4388158951801293,0.36725304288116395,0.31932623868130633,-0.7287837065225283,1.447869282335329
SIDM00299,-0.7858398985577865,3.3929345011243037,1.9374843965655624,-0.6555527052540047,-0.10914502058143577,-0.8452847607576267,-0.028528894392662228,-0.03551971009599506,2.7297604935173303,0.44692646278289355,1.3081668944812468,0.17608510549982723,-0.7500936733312896,-0.6177147501208046,1.1800224421902346,0.26603261932712696,-0.7493468980743346,0.9841332863475855,-0.7391533015083401,-0.692033176144014,-0.5330736372740351,0.45159142269422664,-0.17020182031919615,-0.6817927253158874,-0.597310288965734,1.2968316924862835,1.332688375293729,0.2841177839723267,-0.8991171327069486,-0.5099549127080008,-0.8748826863474659,-0.028357561954343122,-0.7909020702450562,-0.5850808032217251,-0.5371308943383143,-0.7335334777757478,-0.5464407722645586,-0.5087833315722722,0.7454926883186862,-0.6678851727332799,-0.6951794319797798,-0.45061409104848954,1.3399719377404702,-0.7654237178826458,-0.8044523685791032,-0.7528201277387807,-0.45537072520772476,-0.7233971399867767,0.11245898096900904,-0.8872068802501806,-0.39946004583589806,1.7141348466518966,-0.162835576845296,-1.0052131955161054,-0.6583690018084963,-0.18621665837781767,1.490341679841324,-0.5515446615453325,1.4707194598360083,-0.3502221472498025,-0.7866606676302935,0.6388533754830228,0.026594411224917822,-0.40502491012247044,-0.0635322302127952,-0.5554031386668931,-1.0102665863673717,0.5848513259688798,0.4447969511418663,-0.415283944732463,-0.7553890428079333,-0.6275971883329349,0.8004958251729116,-0.3874041059179222,-0.7968319489661326,1.3550021424505254
SIDM00308,-0.5256344350184655,3.0255956808640936,0.8414811011301448,-0.8343809129937941,-0.4103830342903205,1.431450531575828,-0.7145542932842295,0.060361980686541805,2.007868079950031,-0.5960179877146596,1.5560426462710062,-0.17426747462719788,-0.7300031996748358,-0.34614317022380786,0.855456024950227,-0.06990145176089896,-0.7105832160241212,0.5226303114095073,-0.7664506250452622,-0.2915279703463209,-0.8140728812214255,0.058720327453322646,-0.8050413591613977,-0.958857534826251,-0.38315414053667435,2.0796180715049504,0.658437620374596,-0.26785248420464325,1.0647659038860628,-0.6324720401980918,-0.82430095808364,-0.11632462816434157,-0.7172188698549193,-0.8255399686134878,-0.4239570236337254,-0.7185308683976359,-0.3609444874204072,-0.29637277049060734,0.04576088943984783,0.21050473059770022,-0.4220283702656616,-0.5834745967114825,0.6685992136644551,-0.781247350247725,-0.7916810220365404,-0.558925952192724,-0.7604410264258037,-0.8507514975190027,-0.76361921115797,-0.9680592600419209,-0.5981524633040782,1.9156219673128942,0.39061570606228607,-0.9680749873042837,-0.14762413287358964,-0.4668721155640271,1.2939002617317032,-0.5309051088977478,0.8598598799464987,-0.4802553007176,-0.7947984062017371,1.0996522263032307,0.38112670064934806,-0.6132559708606845,-0.38952915337260957,0.21882345405824874,-0.8775534261615151,0.6381240496900752,0.5188319602955833,-0.626502373989487,-0.12877172834088352,0.012909166179688845,0.057321601342058166,-0.16613496774435932,-0.769325808149551,1.0219690531010197
SIDM00227,-0.8776505075482169,3.030783331890943,-0.5908196012719475,-0.45654662747261626,-0.09900436068278555,-0.7242932149286766,0.5658878922380756,-0.19068317410745608,2.2639055474984806,-0.2241834990340296,1.6159952633491315,0.5073702453439592,-0.6565149870646891,-0.39123897104317473,1.4982624407933216,0.23657299309830454,-0.7831351691716181,0.33425694967669195,-0.8165317898601206,-0.5783303892309917,-0.5766979331659252,0.5084638521355197,-0.854882786009794,-0.9226352049365377,-0.586721115192846,1.330375771267458,0.37711554181242113,0.11250717332252712,-0.8880539153651361,-0.5684211877444463,-0.6120979550755834,0.1741186207306652,-0.8601422284525948,-0.7029403225827182,-0.5460610670110816,-0.7852062075956484,-0.6568887009279747,-0.5512817444684383,0.7592430319043285,0.5380955629374315,-0.6536315939800905,-0.7481698472538131,0.308090595534947,-0.3115970387234217,-0.8014187111030212,-0.8301329077271191,-0.44507849294658813,-0.3264789097221793,0.277377151444228,-0.8476919334173677,-0.4059848178448263,2.44921327978439,0.2837732661560297,-0.9418366247254223,-0.6589849144902102,-0.29083796868226014,1.8748650497660908,-0.4212388616937942,1.38684544270396,-0.20678732721087736,-0.7314879673591304,0.8680010117313252,-0.3962838585553395,-0.5245715699195775,0.27701532219481656,-0.5819138563959858,-0.8415611106972879,0.5460977530241425,-0.20246579504409826,-0.43773828230591955,-0.8425247876710207,-0.4430680522983442,0.3155836521009177,-0.22661382128130572,-0.6934449543438967,1.0955685498802763
SIDM00294,-0.8358755238280703,3.2894804682183927,1.7155975800694867,0.18408869499708477,-0.45635601923648117,-0.7167870182147998,-0.36762068912200746,-0.1769003260778445,3.0194109994653267,1.4730817175751791,2.096576000893403,-0.26425206249260863,-0.7112449010946045,-0.5099951237324466,1.7663101554136296,0.7715547692185333,-0.695072769906794,0.2814391027236427,-0.7509930511346905,-0.74456145766287,-0.7504813535863619,0.3756538253505224,-0.03856367449038372,-0.8062765218912209,-0.5739596146861813,2.0112470808306613,-0.4180299757158935,-0.019416523196347783,-0.8336606541307642,-0.292242923193962,-0.34266076071820106,0.12836728654403476,-0.4828255168102536,-0.594906584416793,-0.30839684074404344,-0.8332834319024609,-0.6194550465200309,-0.30156770667924254,0.7032621550715569,-0.7379318149228703,-0.8351007184372193,-0.6514584862938309,0.890122716789999,-0.9054159832714699,-0.8310417846841135,-0.7855926575876532,-0.7095288096107853,0.49044195017373793,0.47779128287491,-0.8956511584269479,-0.044991406298686844,1.2598064825880855,0.45614138926038067,-0.8957331678609807,-0.66981724750562,-0.4643966547832656,1.3074634418572963,0.09315769972926069,1.0486452752569242,-0.17434220859535543,-0.7713168810807081,0.46032974915621666,-0.15529185424934702,-0.6552427015251425,0.7103064862221817,-0.36238726243425984,-1.0334034727743622,0.5597040165696568,0.5972530074827898,-0.2518238228876143,-0.8215243862379048,-0.3350084715618898,0.3802958054310925,-0.29434558869072514,-0.6797331515087089,2.062497887688593
SIDM00677,-0.7935425590413444,3.048222911102637,2.44859414756892,-0.7526302782709814,-0.2051044877431543,-0.853565921154517,-0.5284884154466479,0.32819914760741575,2.5484907658366533,-0.8666489898423977,1.560783594423809,-0.007498398752109604,-0.7398717413116442,-0.5152981831749082,2.1283209408586274,-0.006021506336179198,-0.6937507236416114,0.3401170732359734,-0.7299291362802832,-0.2902907949035752,-0.5281698160246147,-0.05760557986206214,0.5685359233867883,-0.3481970363370871,-0.6937409738590106,1.3657281364622083,1.1703289280268656,-0.12414541803269664,1.462273760759358,-0.42930951270751255,1.4167016456750094,0.021844206317297103,-0.8365334392093008,-0.7583492867331527,-0.07136465297307687,-0.7535868336836217,-0.516701320759243,-0.3005711429720167,0.29210740656224,-0.6507212419750404,-0.6599765653698157,0.057610438368005945,0.7039336242603217,-0.3885785426715515,-0.787017606539976,-0.8575342726458571,-0.14476953819730434,-0.8463089016166628,-0.6614622624087778,-0.8101756504016229,-0.4833434022729203,1.5656435223419378,1.6861001903565027,-0.9076793564873689,-0.7129448151600619,-0.3787025635953839,1.2497658624921952,-0.5700221345162189,1.4850357432576051,-0.11427497758014629,-0.7974272204680836,0.4773466161441613,0.04908958236054968,-0.72730437913422,-0.5151012603238181,-0.47882547182989177,-1.0235263521631504,0.6342832924362642,0.0643649601677956,-0.48590912766594435,-0.8209424845843569,0.5585101540859522,0.20283056641355118,-0.5287540169246325,-0.6953226717159758,1.3214911218730754
SIDM01220,-0.8125026170086406,3.0770659826679294,1.6663300992750847,-0.5567218165398882,0.06326607623471604,-0.6771176258653511,-0.18747810501367929,-0.21070490962123467,2.5212314394605375,-0.8082759059131697,0.9555833493727384,0.35701245967065004,-0.8156987306874338,-0.41014297079341794,1.148388929072675,0.15069032397042645,-0.7054899210821444,0.898226634457875,-0.7636149845829343,-0.6692530592792864,-0.6768102305207337,0.08126421468539757,-0.058487630414122076,-0.8239133089908482,-0.6861134147925495,1.6079419979470442,0.6729737489794467,0.8616598528813179,-0.8229574010430812,-0.5934638053759969,-0.8723938059822195,0.14826367145019345,-0.6784515892384431,-0.7831871578236653,-0.3033868130595051,-0.7994808804777451,-0.3717279860047419,0.006398755934620119,0.7193833728096684,-0.7454825045484355,-0.581775561459827,-0.5088654595133397,0.6605271443911551,-0.9020136328776518,-0.7737965898895312,-0.8040495043000991,-0.43058950291866666,-0.6916984981588039,-0.6710234860518273,-0.8990741951474991,-0.5048356541845396,1.688085279297274,-0.3564351520070541,-0.9642368118334845,-0.43374948715404654,-0.22895100628261036,0.6011829704204072,-0.3383362452964265,2.943608184618003,-0.37490390474061597,-0.7557586072323209,1.2549837797794396,0.08394141549854635,-0.6109810251996092,0.3227058743923158,-0.8569277105354611,-0.9319379325308872,1.8678747356875844,0.6272380467104355,-0.3930870742552408,-0.7935309883867386,-0.4993113822728287,0.5144627425903755,-0.3962989817549266,-0.5581636929226502,1.6148093889907946
SIDM01259,-0.5773492265532006,2.7080843398271837,-0.0030759761938797567,-0.7585255293084882,0.059046392806886464,-0.7831811155179016,-0.43974757306659434,-0.39118601031084915,2.272403820668695,-0.7885454882056496,2.0101867193238534,0.47790776243533767,-0.49815028500035374,-0.10659920055779207,2.0887266780621294,0.20026009150470045,-0.7374812061071135,1.092432376844938,-0.5251537997017222,-0.057827975893554706,-0.8541216982864599,0.09397771218788922,0.06997539152023385,-0.7867211044979077,-0.47457457578493156,1.525174771671024,1.1093617841613495,0.38237367526750515,-0.5780834404044473,-0.6848093350693514,-0.9090664752069219,0.751043320274472,-0.5050739861498741,-0.850526655434141,-0.21333280591434975,-0.7030135148886083,-0.21035343924684802,-0.02551284455859724,0.805300747324336,-0.03202247135829736,-0.28445709422994203,-0.3118452587992812,1.2259682717982905,-0.8837888875069124,-0.8061430223641671,-0.8168142975619122,-0.6185814512438971,-0.8737178582625744,-0.764982734030512,-0.9409621686141559,-0.38637689778592005,1.686660559012417,1.3402013542979638,-1.019725136051796,-0.2580175415629013,-0.3893966504670731,1.7921476260997626,-0.43900684232803294,1.4687752274239796,-0.1022238688045847,-0.7827945865912243,1.2911740080713863,-0.16201938282179246,-0.2802226271567411,0.4919695365522618,1.7000554756430957,-0.8952473623662376,0.772583836616081,0.08378315659326334,-0.4204185346251667,0.03382746343747162,0.026467273077672326,-0.5586441069844038,-0.5401204583866881,-0.5985481293441136,1.678019538242462
