,CALM2,CALM1,TYR,CREB3L1,FZD1,FZD4,FZD6,FZD7,LEF1,CREBBP,CREB3,FZD8,FZD9,POMC,WNT9B,WNT9A,CREB1,WNT2B,WNT11,EDN1,WNT10B,NRAS,EDNRB,KRAS,PRKX,GNAI1,GNAI2,CALML5,ADCY3,ADCY2,ADCY1,CREB3L3,WNT5B,CAMK2A,CAMK2B,CAMK2D,CAMK2G,PRKACA,GNAQ,PRKACB,PRKACG,GNAS,GNAI3,WNT16,GNAO1,CALML3,DCT,CALM3,PLCB2,ADCY8,ADCY9,PLCB1,ADCY6,ADCY7,PRKCB,RAF1,PLCB3,PRKCA,PLCB4,ADCY5,CREB3L4,ASIP,KITLG,PRKCG,WNT3A,DVL2,MAP2K2,MAP2K1,KIT,FZD3,DVL1,ADCY4,TYRP1,WNT4,WNT10A,MAPK3,TCF7,MAPK1,TCF7L2,HRAS,WNT1,EP300,GSK3B,WNT7A,WNT7B,WNT8A,WNT8B,WNT2,WNT3,WNT5A,CTNNB1,WNT6,FZD10,CREB3L2,FZD5,TCF7L1,MITF,FZD2,CALML6
SIDM00292,3.356372424653892,3.111329288090548,-0.8374351989845172,-0.8123044380362938,-0.5460715457315346,-0.7880821349508251,0.7819433923029755,-0.3079464443027054,-0.6498915405549548,-0.02899275874566639,1.394257424740319,0.3908602600978281,-0.7134422833389514,-0.6503323856195982,-0.8479893727717257,-0.863341153996511,0.8458165098955249,-0.8019041396883264,-0.855901942701147,-0.8565921125925118,-0.7504268759271441,1.5953334527356577,-1.0323618176567246,0.05149722400019705,0.1974544488279704,0.7961151581086857,0.5142302626251919,-0.9575540207674128,1.220839180115622,-0.4471862445931825,1.4217154561895882,-0.8651496893191769,-0.7152296452042588,-0.8763234810295641,0.48912025122705616,0.08828540672005447,-0.10777480879865173,-0.6092536149944829,1.110442920690853,0.54207210371247,-0.8523123587033209,3.6631019437820425,1.752315332577251,-0.6274749226695947,-0.31963505684965154,1.769182043548296,-0.8485838729486644,0.3231886709882824,-0.9155602982247785,-0.6579532608579931,-0.6628256063138489,-0.3887859635208246,0.2436774670799039,-0.781250633147469,-0.4344005609218232,0.613823267719946,-0.33049521665382103,-0.38231215261285845,0.27458802038906777,-0.900188940146125,1.002310707768305,-0.9213360719804146,-0.5312856904885899,-0.7872725270695886,-0.841132069667219,-0.21701345443318232,0.9367488097321788,1.7060956894158972,-0.643588337795837,-0.2001230599866919,1.6684317537709148,-0.6589946479267884,-0.8263109096055848,0.5671635992669619,-0.42222650823374597,0.44231475732677505,-0.625994204555665,-0.011646523079343666,-0.8066854779058974,1.9908286136385258,-0.9817864855422006,0.16277650793605375,1.8127408947729613,-0.9401586304353698,-0.7558206776075556,-0.933203717503628,-1.1025416217514543,-0.8959887988595158,-0.2981880113184983,-0.7152592074482172,0.7972063221019916,-0.6608298838541179,-0.7967512192606836,-0.7219638347567987,-0.6754194281970028,-0.7206956039917245,-0.41023781708497453,-0.09796675417003707,-0.6923689952273325
SIDM00623,3.172207621987162,2.4511662975581356,-0.7275433036570658,-0.796666104989671,-0.774370907299294,-0.7919394136455005,-0.7717995335692162,-0.5871731990108984,-0.7654672095776565,0.32966061396751417,1.1138375315424311,-0.7213397881357639,-0.7532751384611491,-0.8498399850410958,-0.7511413886287532,-0.7453167408504612,0.8213428748380279,-0.7452110801878792,-0.5495807524939903,-0.8359530053604609,-0.6100991905002059,1.5789773674825598,-0.9128998436945764,0.4960789511627426,0.7173971127576817,0.41907343042100187,1.6443276199950572,-0.9028833296292386,0.9037796255937116,-0.8388691419169098,-0.6381308653956358,-0.7718288974417788,-0.6181834188774993,-0.7721333691129169,-0.5259075504798606,1.0088949824351825,-0.3992104502583886,-0.5584879508256604,1.4988499264527386,-0.5619049190212783,-0.6739535440110509,3.014070695406978,1.8183655106400658,-0.8962455168135084,-0.7857030163532952,-0.8038437781747612,-0.7832789296690541,0.31346734648628355,-0.7098089678624415,-0.7694123069531676,-0.6837665211930939,-0.848826936124642,-0.47407408278452434,0.358942851028515,-0.17772710890972512,0.6717780231593633,0.22429980391451215,-0.5088841533849169,-0.8061878849302466,-0.8889912254535816,0.5224197741019028,-0.7801536833711463,-0.7634908950080567,-0.7496496740509768,-0.8640080665487676,0.19918336990381685,1.4666733424733587,1.7345539942779722,-0.8948844814333052,-0.5458070210851399,1.292123216803898,0.031019520418397003,-0.7608635930986505,-0.7915856006876703,-0.6556407196324088,0.7823634761766681,0.6268791982653714,0.43798161741017766,-0.13379869484812715,0.7925433770021671,-0.9731439544720478,0.6880326266920276,2.0160889596041986,-0.8516391781480894,-0.7464845301961528,-0.980929995219535,-0.9122106089543701,-0.7420408499239021,-0.6400388455399955,-0.2578633110332588,1.0505235877012034,-0.6137680901177118,-0.8274322779188414,-0.583733089507027,-0.6306726024826462,-0.55873654950728,-0.6536693257451287,-0.1326487950584672,-0.5425163989143124
SIDM00638,3.024424477286399,2.7548945966412233,-0.9144991294689143,-0.7651717747991934,-0.18114665990510004,-0.738717968596177,1.9144517936694556,-0.6442141443290063,-0.8494820913072115,0.6072807210204557,1.3868679782041873,-0.6403963464789171,-0.8287239800478775,-0.7519088862010953,-0.6915689880379523,-0.5157384388625119,0.4181409524515261,-0.6674365390532362,-0.7535799312795088,0.23462755554640416,-0.38501516975835415,1.5513989688543222,-0.9459841257066042,0.6706644943083143,0.23536236259107327,1.1513741817815348,0.7686314791512029,-0.8882001629500572,1.4838654463809478,-0.8667399107025918,-0.6279277258358573,-0.8272239021657808,-0.6815536158084106,-0.7193381249323179,-0.7178237496838783,-0.6668762938586361,0.3122377317885331,-0.7348592667405298,0.9918252082509201,-0.38690615545449186,-0.7502542632298953,2.9877317366227483,1.731249466365023,-0.7663409266124753,-0.7225963332416876,-0.7137627783910772,-0.907944728139291,0.3612628802971502,-0.7567833969110966,-0.6834242250087316,-0.5255637805032389,-0.814677482834733,0.01886453136169902,-0.6058097502199239,-0.7037520414228903,0.6551407673934763,0.5170898028814606,-0.627213004586835,0.05853215274008778,-0.8319487858567476,0.8502896102594955,-0.7831981976919673,-0.11787295276033939,-0.6749880653957683,-0.5559971656607424,0.08096545121419445,0.8028746038460893,2.1655214911933305,-0.6895407375230593,-0.5032138804429369,1.426985171849173,-0.7200047994813511,-0.8157457042608633,-0.7607719676960897,-0.6750637282949074,0.18247508982073815,-0.657358027899077,0.9259140255380771,-0.25562522368593726,1.2730236439623672,-0.9431693303682298,0.20757147134909476,1.5068700539540345,-0.8877991661032922,-0.4734901014970158,-0.9414000965568958,-0.9372565413668241,-0.8242261803575812,-0.3454832717632808,-0.5259459897165308,1.6090722535203885,-0.6006754104079115,-0.6465280296489795,-0.7001126683714408,-0.5720132952711422,-0.4847485163166181,0.5063356096379994,-0.09972071389404588,-0.6028680148474044
SIDM00527,3.265691262983393,2.169538951591985,-0.8824455111304336,-0.5083922836901333,-0.3461727546047654,-0.7825360602920901,1.8985134864930084,0.3321604582571309,0.18613099253555834,0.30403219311679697,1.54296653769224,0.7002860102408506,-0.8089332902172112,-0.7981932304275737,-0.7627544830498317,-0.7577280325679293,0.6525387448542979,-0.7412018799678565,-0.82976535041276,-0.6743350938931774,-0.39812828419685625,1.1633925063836366,-0.9289641278111535,0.4998969860279191,0.20384840991337766,1.4070412999933737,1.3168026674803965,-0.8944126874255559,1.3960731213122273,-0.8781109739539248,-0.6479231833845448,-0.7822386591848964,-0.15046086519511245,-0.729968150807626,-0.7659771087360271,0.5448841007005194,0.11100579650414735,-0.6840624316891699,1.2320747310093183,-0.07928408937720502,-0.8675184960628608,3.273750894935972,1.5382087998761471,-0.9333993813245921,-0.8102298271120363,-0.8245484876376764,-0.7734730597969806,-0.019736007122077646,-0.7994371949632285,-0.7100354352538334,-0.572350216029042,-0.3851528014954596,-0.33123680222296287,-0.5179102943635056,-0.8532314493827655,0.5992743890919742,0.02104690467714725,-0.39409202057116327,-0.5626120644920365,-0.8611310106207907,0.5517778171884717,-0.7288472424740112,-0.5800816237878091,-0.6410726617528977,-0.8348453596775406,0.16800270040390672,1.3463096573320759,1.6380648837668303,-0.9202983364652254,-0.7490467686923568,1.0935596894215591,-0.8466621447614928,-0.613084056322887,-0.9328299011641122,-0.7659103841967702,0.3222163079127865,-0.368919661605726,0.505479272291809,-0.61155556734058,1.146060113069614,-0.8845642283864574,0.5587680491366988,1.6120010076154154,-0.8784406477106452,-0.8420249126765871,-0.9779068415698371,-0.8933905534541177,-0.8139755051402924,-0.6165463565148652,1.0733249364626676,1.59921908381221,-0.4630022785202325,-0.8579276200482004,-0.5453745990208215,-0.6200667932343086,-0.7531378876921707,1.3334232697026138,1.5708792888130312,-0.554035623958034
SIDM00976,3.3237941409278693,2.4992545526340844,-0.8858068971543397,-0.675172805812308,-0.4450332654197203,-0.6582215901535576,1.2130574413795474,0.9732227131382477,-0.6411865678457811,0.36821369481683086,1.1580689208165005,-0.6109573182879486,-0.6889792240569634,-0.7189147668535879,-0.814406499083627,-0.7220373213795275,0.7428671679481238,-0.7263982705698482,-0.4664026572123719,-0.31452139157323433,-0.04267013202555933,1.649672931246561,-0.945751350319603,0.592401683209206,-0.5833618978251223,1.431677629120833,1.0818076466352178,-0.8434024817425391,1.2083418360270155,-0.8804960549362305,0.918769651946138,-0.7792218305653148,-0.3245517217655601,-0.7614298471672033,-0.7863475213286311,0.18464855632829832,0.08465820163200244,-0.5873404229592467,0.9227438331390746,0.22199276159385442,-0.6739760282514191,3.112466042627725,1.75041907895644,-0.9588673522350366,-0.772646204769133,-0.6598325309563974,-0.8969234926748659,0.26213463280479476,-0.8055247895719201,-0.7976308840094068,-0.32252171299699534,-0.8565900835390043,-0.2622231695012653,-0.28714209020685993,-0.8133225053481983,0.35606067147683423,-0.151150464912848,0.09972928422606163,-0.09797009536836165,-0.8222389086429921,0.3867890579632679,-0.7328913259919924,-0.5612939820283812,-0.7163262820057499,-0.8368463514736134,0.11408245899229251,1.1928096150787189,1.5715426905628138,-0.851050418812993,-0.724843029522228,1.2644925608832123,-0.8556427877797208,-0.6338093923052118,-0.8643636611721561,-0.6727263140024017,0.27667755568106206,-0.6136195500016121,0.6122684569414987,-0.6338832194504194,0.8111851263124983,-0.9052687147413038,0.4937777122455534,1.4989445503187886,-0.961918784153494,-0.4829410404852409,-0.9518338358401949,-0.8212349996254604,-0.8633659899855519,-0.2547616595271287,0.3392286820309548,1.2454884038296201,-0.5957614087897383,-0.8447378808482119,-0.41362405100795824,-0.655808929230943,-0.44328479367377066,0.7202209245520829,1.5553733866865165,-0.6220907588260083
SIDM00316,3.12803543549486,2.7756097522987497,-0.9418258408112334,-0.2761891188225076,-0.06644020429303993,-0.7550804984744183,1.155404166504943,0.4593087331200589,-0.5001519576090977,0.5311519770708286,1.954858131663125,0.4938509859803167,-0.6901664995085518,-0.6869944948233984,-0.7428537000404944,-0.7955777834416617,0.5215322946742549,-0.8545134432133563,-0.013317849003785028,0.13542034813100945,-0.6388014690751999,1.5712040461435595,-0.8958007807616141,0.3530359783963752,-0.4772317096664239,1.044317901437894,1.675347316975727,-0.880978170098655,0.9415663995627297,-0.8584614765810323,-0.7056599112149377,-0.8395142864278347,0.04921214955672896,-0.7154325230674293,-0.81741813312313,1.22611086813776,-0.1007883992764938,-0.5296445640565808,0.9605390149245328,0.447437734000962,-0.7320429691205392,3.272530523539904,1.7336201686898831,-0.9028019733894329,-0.7996347958889145,-0.7052166728353544,-0.8667488414768463,0.4549487180496033,-0.8435089080708309,-0.7463567326552297,-0.576263493239465,-0.8491735212831939,-0.17523968071095997,-0.2086940537251318,-0.7356735191946856,1.117752986413945,-0.27231621028300906,0.09410565667704199,-0.7775485311395475,-0.8488916271979469,0.22463551864740736,-0.7466299283472041,-0.4217457019391502,-0.6516921705615133,-0.8704008806252544,-0.13560600836897407,1.2046594129309516,1.6834200368446388,-0.7592830448465911,-0.7040877782432994,1.3076430858916999,-0.8269228738525344,-0.7428049161613921,-0.9240324567911732,-0.7328838229539408,0.4661422621574193,-0.2586485532920189,0.7788891255073044,-0.7005053131015683,0.5533191135296522,-0.8511217530761342,0.5174004987334206,1.440579860488352,-0.8458988693474939,-0.4099690554516329,-0.9645043966412449,-0.9727837735968003,-0.7873261621166509,-0.27982543286735145,1.5718318557424515,1.6156781182394018,-0.6128314062159134,-0.8610905789287484,-0.5070718331978177,-0.7370473018692074,-0.42987017718974374,0.09604088457750132,1.8859749024650174,-0.7175973612481688
SIDM00326,3.2234094585799964,2.425895860713407,-0.9995057814720303,-0.6076482174009395,-0.1642184236067432,-0.620750658676614,1.3187324536858,0.5230673191006766,-0.8547038240810767,0.48658616305276764,1.6083176428353068,-0.21080750349647898,-0.6009922829481384,-0.8323481581011317,-0.8025803324049436,-0.6279312618986785,0.5961884476606761,-0.6322842921300934,-0.6063231351221509,-0.17255752269448896,-0.2677647859122842,1.1067161692969334,-1.0190301978917873,0.4647827407179723,-0.15103308474951463,0.5717583454634341,1.336152489767214,-0.8962447189097076,1.0011288972549188,-0.901486577867255,1.1438125552503695,-0.7527296618909198,-0.5878644277811611,-0.7785507111961159,-0.5563160683093198,-0.49143792838787903,-0.1257286143539016,-0.5575752917986075,1.3960124063179196,-0.12334740255078583,-0.7031242683627452,3.5471823075048907,1.6957405169529036,-0.9558396586853354,-0.6788170916943536,1.0324548058956189,-0.8840435390775387,0.26945876772331756,-0.857194475184112,-0.8410071346451262,-0.26251152000530414,-0.8119530945557865,-0.1234965716281923,-0.12417012233516748,-0.70007459605209,0.8254367782109024,-0.0383654715758747,0.1073662039205865,0.9455401837009345,-0.7646967685115288,0.5096773614354151,-0.7850624879298128,-0.5478288429932032,-0.6764268002447236,-0.7659040974985004,-0.03488832528556682,1.5841031760758948,1.8770430806085567,-0.9165080835449656,-0.8025318297842614,1.6031603431130128,-0.6918159411968137,-0.6914769220194912,-0.4303122896387357,-0.5319805445323786,0.12396692713668121,-0.5690189287050538,1.041065527071637,-0.5190191771546221,1.4141422463991635,-0.9337465232565816,0.7702619312305816,1.5667558886893092,-0.7244602442773987,-0.6275653653395805,-0.9656485708359192,-0.929149032426655,-0.8825108231653259,-0.3056047879879823,-0.2545516674505509,1.6166495104187584,-0.6126843206317211,-0.7528828125440363,-0.6633447865246038,-0.5827118400711141,-0.28194884960506644,1.2906785083224803,1.3684746134652497,-0.507933402570653
SIDM01093,3.088310997378407,2.72923551231603,-0.7567519998228357,-0.7734912821716612,-0.2551897889145173,-0.6259303460094081,1.2131931118457635,-0.04163851012870387,-0.848551370112423,0.32214410545104954,1.27914612318954,-0.42454311725153204,-0.6693021083660047,-0.8701177302694096,-0.7065062540530098,-0.5919558352712082,0.6664479883289686,-0.6469972483481258,-0.7119277744827192,-0.7439108837040308,-0.5634428092023996,1.5845997945431642,-0.9000271234770675,0.45577622691952335,-0.32829002084547715,0.9822269222107164,1.214472872665178,-0.897450265314387,1.8735685950094887,-0.8689721197277942,-0.6322767844653157,-0.7927195529898048,-0.6719851775045087,-0.7276349989601074,-0.7959875481225559,-0.3772356857522453,-0.08422817523409362,-0.5656006813858864,0.9919787047137161,-0.08158265022247993,-0.6433741249487308,3.5162947487124985,1.665582553942464,-0.8737127636009593,-0.7193615510925356,-0.6618481085326845,-0.8853112316989105,0.43671843383746606,-0.7914474593186609,-0.6931742516614661,-0.3093647136410014,-0.7720656620745535,-0.09163369548843012,-0.49999723157195847,-0.717920527492159,0.8140456575664213,0.2755405833278065,-0.5864361505796267,-0.7793460446195977,-0.8668876038297567,0.23413471098887387,-0.801715218214676,-0.545906980228864,-0.7125456845712705,-0.7845320156288937,0.07415162516665172,1.0544291635015848,1.9431617853497982,-0.9098687129357895,-0.6581386747824036,1.0462316647600667,-0.7068599550252654,-0.7968748661877346,-0.8686874264445573,-0.7093048791266228,0.009041848105836194,-0.7154107868345713,0.873695986992817,-0.5760069359020715,1.0297247545552024,-0.9126133364812855,1.0971687370129677,1.449539281658334,-0.8579174936680216,-0.7237932938503673,-0.890246022843457,-0.9096983299345613,-0.73350849950279,-0.23796858067704413,1.3981573175723996,1.4637952072411897,-0.5796420532239124,-0.7724247290170707,-0.5950941097147353,-0.6173623652416717,-0.5814538582333538,0.641031810427439,0.42753907519616124,-0.7629456312449675
SIDM01098,3.5038920488338894,3.0231202267996746,-0.84512080412595,-0.6376892715072303,-0.5645595433658305,-0.8172349257252269,0.23834881140833614,1.004661686657972,-0.7696548258323649,0.37284532794260133,1.6737816837535058,-0.5044337322723363,-0.712467873635235,-0.900268431689496,-0.5496989776099285,-0.5538799653995581,0.42925138446302874,-0.7347687669036905,-0.7306056327302285,-0.26017897722666833,-0.48632034180027267,1.3891466676033168,-0.9748922606601024,0.4361121852115703,-0.10225813665867083,0.9525261850791976,1.0580953271120153,-0.9309529484212041,1.2635306914197872,-0.8693265705492929,1.6531307540375015,-0.6741115309226721,-0.11764763531789811,-0.7098927274983172,-0.7256742327509531,0.2641897500514829,0.20293405424136488,-0.6307543477625465,1.4446648638396837,0.23600172197632563,-0.6578592213058053,3.8321518540144344,1.7283957896633335,-0.9034111209348236,-0.5521320178612529,-0.7709348239803565,-0.8088369036333153,0.354659618832535,-0.7349916375539172,-0.6892227394670208,-0.6607510119286639,-0.4027032528552567,-0.03777618776106358,-0.1551433586522566,-0.690795084900545,0.8085957478687608,-0.15596700974077501,-0.08696450614510033,-0.2663755533798327,-0.7594356202893289,0.5946180044561581,-0.7988759963961534,-0.7999228830223506,-0.6712372101579277,-0.668710620326704,0.15443684488104886,0.9829810687253467,1.3522002296757216,-0.9422569758461831,-0.5198660561915366,1.2640828833600768,-0.8677898152638208,-0.7758613995085253,-0.7866934218128556,-0.7412661867443872,0.31619423431814414,-0.6059632069302135,0.15425779103500303,-0.7562173239006593,1.1645227521707184,-0.9434376720303875,0.14407355234222305,1.41446507886832,-0.7894863546319063,-0.7003340846064188,-0.9323931268218408,-0.8730660124597344,-0.8867187246529088,-0.19480543429770314,-0.4667886004713876,1.6904399161009176,-0.38029150617934376,-0.8511334741400927,-0.635042307732197,-0.6787663728408047,-0.4631322753929334,-0.13895139501205162,1.1766814321342236,-0.5792436654071333
SIDM00424,3.057169822611164,2.276608413410054,-0.702914809777186,-0.8165636357685074,-0.8401796306749227,-0.7349376040985879,0.5913584841532594,-0.6622729981696961,1.3781322279287382,0.9366039890172068,0.747825538902838,-0.6804257393722606,-0.7840873639106516,-0.7934537912619184,-0.674997875733388,-0.8004542304929967,0.8771442455043204,-0.7385975162485648,-0.8234515209270774,-0.7949973039748103,-0.6133279710193619,1.8766271622621657,-0.9562247134911748,0.9215039453201721,0.2564459621160645,-0.8990148038511621,0.9044477284195607,-0.8528287048214969,1.8826033424677904,-0.8345699192976551,-0.5320712421668147,-0.7520762671875684,-0.5206656581377085,-0.8219914792387305,-0.6953383603026557,0.9173575544951998,-0.0787582347446415,-0.5987026238127303,-0.6982438595845286,0.5861291732838557,-0.6700626866594659,3.181434953153117,1.6629331921178045,-0.9349182802349855,-0.7309476236909145,-0.8231390664055778,0.09643512771748328,0.05804813292220375,-0.6913665267938992,-0.6734410436206865,-0.7210516716244622,-0.14809008271744806,-0.2760256722941654,0.08491600345250769,-0.2170223057631914,1.2196075938614053,-0.6937845994871972,-0.4940364289356792,-0.6676849171768803,-0.808145761613897,0.6192149434767666,-0.6595325719526771,-0.8217285524166192,-0.6654980701865852,-0.7734133924789172,-0.16308555240839936,1.1552842183049115,1.7211087953173017,-0.788578283292154,-0.4368287509502722,1.4694505356384573,-0.7131265265902524,-0.7493266210121113,-0.797280889364318,-0.0007054915801956489,0.2699574907437687,-0.7189862951890622,0.6825314102762445,-0.7645282669317726,0.9039971299962638,-0.8889856054023493,0.7355729785937009,1.569019685018791,-0.8085840960664606,-0.6843178234207954,-0.7724275270490161,-0.8925636770449789,-0.7883116706364218,0.9565534805566213,-0.45215150586493774,0.9932929428555359,-0.6251094439897147,-0.8478398619803228,-0.5227915386464815,-0.5865649130861768,-0.6276129167200868,-0.8004875956766178,0.5689131195031064,-0.7796856461199095
SIDM00973,3.1886789754114027,1.921493368386761,-0.7772499230125658,-0.7091956445619307,-0.37735502244341385,-0.6969170637604037,1.3081463334747498,0.5946198294579672,0.4381010387306574,0.6508802983628634,1.558045985434898,1.177475391190241,-0.17633546901725242,-0.8168646108816943,-0.6162637773408207,-0.6874672402608776,0.8853629937294172,-0.796659822657856,-0.8883829255613037,-0.8153770388145591,-0.44898145756537167,1.993793374851343,-0.2348807947792785,0.3921759342136722,-0.5781445402493651,1.3788610487300033,0.6837846936103237,-0.8571672388034112,1.590203821349564,-0.8120454708957641,0.776734505626943,-0.7708093532501306,-0.48671497291788146,-0.8047028750045242,-0.7297864717992215,0.2851297009084036,-0.4576709156573929,-0.5791698705269229,1.0508607540428871,0.3473519070699129,-0.6972262311469584,3.3729926745515515,1.8946053952093747,-0.9906985292851583,-0.6029467629796483,-0.7068284264932855,-0.8640479157013777,-0.1959305638017643,-0.8107839220138929,-0.7183162610254525,-0.4892515000177579,-0.4302648357766758,-0.4374461788646794,-0.4062356866571244,-0.7929733037579838,0.7684005231707065,-0.42735234477781264,-0.6226547983753179,-0.5830796308983764,-0.930800608097393,0.1674133683163556,-0.8736369883806403,-0.7863593426421418,-0.6665905288469768,-0.727870034641753,0.2321788451805284,1.245157490610311,2.078336054909063,-0.8892172814759629,0.010617361501880142,1.4248312566183579,-0.7552222208373495,-0.8141369773474315,-0.8334566503223461,-0.5750002475449899,0.26299035004266214,-0.5938204494332852,0.4939504917971366,-0.40190770663379216,0.9478301662101801,-0.9416572206739041,0.8448781802996072,1.5280732759515834,-0.8897573174494336,-0.8146194444700761,-0.933513935328804,-0.7611836067937767,-0.7893231526721052,-0.42907003804108684,-0.3116514463916632,1.5084375635712104,-0.3828588101809918,-0.8479310970379804,-0.41025511776664997,-0.5900223262810934,-0.45096278013596214,0.7790473083429604,-0.22964746677757417,-0.7473278974966286
SIDM00411,3.234424714345546,3.0236824079933116,-0.8430352352360703,-0.7388284779213322,-0.5090347681932973,-0.6881147034782366,1.2878331915002912,0.26904042930147826,-0.8582681459924948,0.5150043677519421,1.1682005899397976,-0.48364626302135794,-0.8514090400733414,-0.779530410600955,-0.7440349697702651,-0.8910470489566941,0.8093270529399602,-0.8470737770831709,-0.6074625316677782,-0.33603131356195887,-0.6597221898515327,0.8153699727320969,-0.9626297430998886,1.2784253627919009,-0.1368365967946395,-0.4301228949211692,0.9379788932817329,-0.9757993922345335,1.0926455250506983,-0.9134117794211271,0.08847097374909438,-0.7813618950921658,-0.5999883623277699,-0.874235354605977,-0.7788148141812985,0.17118912914159012,0.16659261751615612,-0.5792731028085144,1.2628720448874153,0.05872301206956856,-0.7617971892786949,3.2299331682242314,1.4782011356756146,-0.9337844091687051,-0.7322658952124205,-0.7743496939788245,-0.7190038398727426,-0.1263405154866001,-0.8813285265209397,-0.8257228815934486,-0.7493562597020705,-0.7419643531505604,-0.44949314239175736,-0.22684620436488065,-0.797918929607698,0.5599856744025686,0.016200714607910744,0.0554976899975605,-0.6778989563910003,-1.020613815747755,0.9183918381458428,-0.8008381357203332,-0.832090460423455,-0.7145119725471922,-0.8006465510774422,-0.2894814702713284,1.0886194474913808,1.7888611545285729,-0.9181953042113544,-0.6740468680044273,1.0841217423296603,-0.6006295618158504,-0.7498194041184733,-0.8061678910256433,-0.573346228455755,0.29408953761611967,-0.6121260654537838,0.5572808769470882,0.5281580409643974,1.1375896268219676,-0.8076939961120723,0.4602768376682908,1.502344844692786,-0.7663689082984367,-0.5179322780273216,-0.9476959191186229,-0.9589227266208034,-0.8697111685846398,-0.13140592269388846,-0.8537887736190166,1.5147406946221982,-0.6548548497131833,-0.8275276567027365,-0.6354822878875586,-0.1452971269101984,-0.766391122109523,0.3780435378363466,0.4300491162782029,-0.7884808221835264
SIDM00374,3.051734392742698,1.8566032989864085,-0.9213860766454115,-0.6439545625791259,-0.9331464748377202,-0.8008598999950708,0.7176270643759394,0.4714613641635286,0.45020830131997486,0.4046208936414716,1.0526932545857692,-0.6046483059514682,-0.7442208949781675,-0.9275623669766115,-0.7244495018386136,-0.7191104120407378,1.0166138010485388,-0.7517446451305638,-0.8090698013996978,-0.802491709740162,-0.5943585525268705,1.4762611042510614,-0.9224261280385951,0.9371843768201511,1.1253683111246264,-0.8247387898421815,0.8678051843493572,-0.8275137400693857,1.5166079563553918,-0.8184621993932559,-0.6399610482360841,-0.6539092404301015,-0.2653704172547382,-0.734674960715277,-0.7859172216443162,0.6675918858859611,-0.004856462085824283,-0.5929376015708058,-0.5036488720368993,-0.3907805456444017,-0.5757327606995932,3.0534544829533665,1.5686050035076047,-0.8676282185397912,-0.7470072480946265,-0.726890851440573,-0.7111109813920629,0.4494039759390201,-0.7875277207959127,-0.6919471331323285,-0.6846980933462214,-0.1547169569532959,-0.44690637531416644,-0.2694052193324804,2.3829894737095,0.8684751964752183,-0.43766148387990234,-0.5742271936977086,-0.7236569257159972,-0.8210754853923696,0.5395019964913718,-0.7972208238269356,-0.824011042435489,-0.6610640831792625,-0.8347619759708608,-0.08440041335875832,1.427518526478996,1.5722768084774918,-0.8371013193284965,-0.5061095033710293,0.9613547770686878,-0.6350783871561544,-0.7166084888735457,-0.5449931585743172,0.9492137111012647,0.27675907204753203,-0.5979278893858763,0.8211021362360892,-0.8354914593877661,0.7216801284323582,-0.8369801232616733,0.7561557490546262,1.5287638250094557,-0.9390773762575149,-0.7598934892776266,-0.925845882818356,-0.8665222617466865,-0.7912059886290063,-0.5630895112372533,0.1935501624712773,1.1544929092870158,-0.6863703073824079,-0.767171819179198,-0.2802489460299993,-0.7083877610616393,-0.6070173801241667,-0.49145926673884677,0.12258323192829176,-0.7879492404643875
SIDM01160,3.0386564542920143,2.6233222358446384,-0.869441353174312,-0.7059375312528025,-0.4342008007645548,-0.4744666520413826,1.4348634493563588,0.29934857522462444,-0.8842884756948403,0.3981406327794485,1.0043821785397764,-0.5678567826024852,-0.8257775022182774,-0.8226806210770344,-0.7492901713417947,-0.826388525204512,0.616672958429383,-0.6824671305145236,-0.623686098955021,0.13103613002459524,-0.6083631901577349,1.2449221327112465,-0.8246173382303728,0.48232357378397,0.652355015604184,0.45070485529039483,-0.605812884538404,-0.8582754872073238,1.2903780148395334,-0.8925089433942979,0.26863648137495566,-0.7778957922049533,-0.6377408959792709,-0.8382889778112864,-0.8187913032893487,-0.12466775192903612,0.4087422238867247,-0.6488669208218688,1.3188481194779578,0.08867773003023012,-0.7410081200770616,3.1541943952362512,1.8294022642316612,-0.9623065340016602,-0.8457481675506975,-0.634549358536966,-0.897103052684689,0.24882326599141802,-0.830923106907667,-0.7730882565842143,-0.5103892311854887,-0.6841426078191517,-0.26960552237709845,-0.6865160568366553,-0.7614669549809514,0.8898353840836593,0.027417347665191348,-0.37545348882715135,-0.7305611413966392,-0.8012928558670074,0.6211889598849416,-0.7509608806376341,-0.6292326562125897,-0.7218531287104418,-0.8319373271899478,-0.0636298750292743,0.906562482742119,1.5835805790319222,-0.9046948476327007,-0.24032589761035433,1.1886216077743654,-0.7088520123477616,-0.823175067640371,-0.7770157934226221,0.4287358347813749,0.5403615228783089,-0.6531718066931957,0.5611164930635762,-0.4395697595259625,0.9251035318653629,-0.9742164777253112,0.7156149951125073,1.4443817695615278,-0.29165390203841246,-0.4984952632412771,-0.9052239311872813,-0.9706258650026215,-0.8680834545463337,-0.01725098475635927,-0.31564210475399634,1.645860514044161,-0.6283499621789581,-0.8893765897870317,-0.7185583337055907,-0.33290660480225026,-0.6010957994781636,0.6339125443270925,0.8912355541238453,-0.864489465850567
