,AOX1,ALDH1B1,ACADS,ACADSB,ABAT,ALDH2,ACADM,ACAT2,HSD17B10,ACAT1,OXCT1,IL4I1,HADH,MCEE,HADHB,DBT,HADHA,ALDH6A1,HMGCL,IVD,BCKDHB,ACAD8,ECHS1,ALDH9A1,ALDH3A2,PCCB,HIBCH,DLD,HMGCS2,EHHADH,HMGCS1,PCCA,ALDH7A1,HIBADH,ACAA1,MCCC2,BCAT1,AUH,BCAT2,MCCC1
SIDM00098,0.4521517878008423,-0.06635347209409072,-0.6260607644887605,-0.45712670639531844,-0.6964909856979421,0.5761811551435289,0.8397913384690703,3.193944153244925,1.907058130383453,0.36292904551226707,0.6441168388890882,-0.7582227124672409,1.3891907522807947,0.13199746588938954,1.6180615116436952,-0.38677310735163006,1.4145889953887472,0.43204256229528987,1.4694780652114872,0.4020560666799199,0.9054790137219595,-0.29954244796083046,2.3216922664753876,0.9842510271287487,1.623593964827056,1.2231007427821605,0.8725871220312795,2.4578125207698696,-0.6048488303693647,-0.6594912139479627,2.107830135694239,0.9984549524017333,-0.6527187853564729,1.9020476554270136,0.6296032498832176,1.470379982330512,0.8992874751468716,-0.21541252713400946,1.7437921785855868,0.5913531319327259
SIDM00225,-0.26578920664606387,-0.29563665618370144,-0.8203071838133846,-0.31369320269339873,-0.7133275340787619,0.6713468761532514,1.0339463662314523,2.6313486717997474,2.00275303348392,0.5812838966013902,0.7439369772555818,-0.9970559342614058,1.7647164942339635,0.7378443026005866,1.7086752907384082,-0.36860306429218204,1.744132655698531,0.6707204014039165,1.6044552855105032,0.5550938021760844,0.8801655038624296,-0.02167524807851935,1.9408470784160685,1.358500960488616,0.6221571316640836,0.7973455640951274,1.0260586373812361,2.4797955166722203,-0.769901675989422,-0.5500139180266984,1.6390597602914594,0.8300313307535794,0.4686842488259858,2.090129683520443,0.5431400463558087,0.8232052883822368,0.3009943836389088,0.22503074017459235,1.3302488860844084,0.4698747351714107
SIDM00846,1.1840534855017524,0.9238200134030584,-0.6071077819497869,-0.46653587421351334,-0.6486932617006653,1.3828682917205475,1.1850092655279596,2.349522224078931,2.4200093711130797,0.7467880133494741,1.8984600195125276,-0.6169641859982609,2.2704289234588013,1.3787077930181593,1.4162885513620498,-0.15472209254801914,1.7933397343280884,0.8251732678723321,1.3809284887054118,0.6683803634813452,1.2698656790804317,-0.2389034819609343,2.1703975565330142,1.440411745512638,1.6678620989330197,1.0123150641466425,0.9445013397084117,2.2924266305380008,-0.6707787010662105,-0.713581891418147,0.9628512862618843,1.2535595831550423,0.25370049956775415,2.2004050065676406,0.5936171210906133,0.9629301544989373,-0.5147373586633964,0.46726453467661083,1.5998025684599184,0.3222991017319186
SIDM00291,-0.6766486783957085,-0.5544699149988913,0.33706936687620503,-0.3311638616221059,-0.5478649910056982,-0.6241745926626697,1.247136996183335,2.3874757207094217,2.419175448587578,0.909937224633139,0.008461056245716872,-0.8129742702693622,1.943911466153084,0.602005458508287,1.964155268529074,-0.1243869619058646,1.9683463541445982,1.3398674941097193,1.9953815651151685,0.5234737760717977,0.5667793672863108,-0.10490392976779449,1.7464980101795977,1.4981781380878465,1.0927225743085471,2.0183358964336295,1.2284549597871754,2.2867445987306088,-0.6378862441310406,-0.385602950240719,1.5073638368717048,0.7649020533851955,-0.8931123829889631,2.4019006971648516,0.9125134673218819,1.43887704852396,-0.7319086647104434,0.45786689002903264,1.5558453817013422,0.7182921868834813
SIDM00520,1.5806295104704982,0.5023747738009452,-0.40166108535738704,0.15563577586928615,-0.3796976635906945,0.07089782903247402,0.8270415848840162,1.8731266663670554,2.0191764487733472,0.9862219531466997,0.6609523832409113,-0.5319170715189134,1.2117864427408194,0.5960155261735767,1.213503380890157,-0.36272868282052556,1.2229672427563112,0.4077082095280326,1.540004834796036,0.5992618640528452,0.46352551842305667,-0.17168328717534675,2.2074329307967124,1.5467747697618395,0.7462904789140488,0.8074763691894021,1.1028723049508826,2.2505513033944107,-0.7127174680846183,-0.7152751052481235,1.0883451452896957,0.6034646938052125,-0.10892524641018639,1.971806988287589,0.6113373166931009,0.378491546158512,0.8847753341465683,0.4439242470877717,1.4179636576307615,0.6040393875441575
SIDM00003,-0.4879520491994256,0.11832669998126902,-0.2793072961814671,-0.02209490642580785,-0.8580668110232103,-0.5802939162625425,1.2111098965547133,2.36228690240676,2.405343332234376,0.9468859281271995,1.343421746156806,-0.7736523846554046,1.7424334039468974,0.5800277539535779,1.6839082198422644,-0.3232678618857071,1.6148288087086375,-0.29852915457678536,1.2632748820673192,0.18743818111949737,0.6172404928182865,-0.2340163193155062,2.291831323500719,1.6329414801558872,0.5184369272940491,1.2979935323142515,1.4634240919642707,2.6454712686843385,-0.7677994107997214,-0.3755625321172625,1.0209989812313571,0.37482923080195124,0.076245773004792,1.8162626362985563,0.8560591084664283,1.466231505531624,-0.6891932963719654,0.11296846504345244,1.1726597999578787,1.1052568361859978
SIDM00136,-0.5443969024336781,-0.09067014027885144,-0.5568275837889988,-0.5323529581687075,-0.7455855882742087,2.091804710886594,0.7472664279163761,1.9870024633595305,2.1427148210404807,0.4940456032106272,-0.8486159016823414,-0.7092187649028102,1.9843344629552524,0.7919426458605696,1.319564342972193,-0.306587983486261,1.5081411729217236,0.3946791079254353,1.878610235177353,1.0322197898591774,1.5785864682569557,-0.03843080871191591,2.580374198376094,1.270565541827003,1.0299903053124788,0.9602774782160123,1.1903574008043625,2.2086957548399853,1.591745319942801,-0.6664560789211471,1.3601449477112775,1.4024029568875032,-0.13099561485533465,1.9536546849529839,0.9120584969508424,1.2301128662238339,-0.9817074638421153,0.7520855462357763,1.7143302718364148,0.794495778336163
SIDM01155,0.9581032643262201,0.3862317577085262,-0.6161729721119785,-0.11875423520672532,-0.8573668147752413,1.22532486885538,0.8114130061097966,2.865039009372417,2.2380841724655194,0.8181170904192311,0.7647705789302082,-0.5216575666786075,1.8364704095373745,0.8278795979732007,1.605879778187954,-0.45590667949156055,1.7005575839805833,0.8041023965572777,1.4907558876303246,0.24910980934997054,0.8070377563248368,-0.24593665166247747,2.226684835190409,1.4437894610824373,0.6540576746787307,1.0580691471135113,1.0397781716246923,2.508795940751043,-0.6904807179996342,-0.5989507692700381,1.7726354379212832,1.097760966262952,0.03275265004302767,2.267829191401713,0.765987825001906,1.2077350105760563,0.23285414046396885,0.42366862021971424,1.292823410007259,0.34548180687966
SIDM00224,-0.26783491640823026,0.23703793295840178,-0.6346022298555748,-0.25528405709625684,-0.6974060060952568,1.1887490563019467,1.0500855177135067,2.093184416017564,2.209645084037589,0.7143999584752139,0.8384594139241639,-0.800608305265882,1.9211382005040054,0.4811520377609419,1.385655178989658,-0.36725923860044724,1.4265385951055356,0.4991785991455325,1.0750401975326345,0.5833123423554883,0.203892362637793,-0.11840714871997285,1.9813489198427898,1.119431220249174,1.1905462745550288,1.538623218759203,1.0636585033073118,2.485762009434216,-0.8375924352441034,-0.5687115514756441,1.6574090934965655,1.0883435328296531,0.11194085454775134,1.7212120022922166,0.7364433331576433,0.9253387745549194,1.3384656651557647,0.4566465503626833,1.7110947993218715,0.08584385633006007
SIDM00783,-0.5959943358527707,0.38661856569196,-0.5630159968749908,0.08722191364916064,-0.43790767743329756,1.3148256444323754,1.1287843563048603,1.1471086703457873,2.027866180112182,0.7495061081000495,0.7260380515607513,-0.7732678759209539,1.1622554581942464,0.3478014171046612,1.6633157519884438,-0.3260105058880472,1.5429985323234416,0.5559632787334174,1.4586111757463844,0.4945054532163024,0.7286677527743837,-0.09856344245056436,1.6656368065658889,1.432951384785273,1.2339173120992784,1.1991840034846037,0.9585255708606782,2.3644851789111083,-0.7821418459614958,-0.36918030985873446,0.5808136472664328,1.495227492570616,0.07734890988346849,1.6969550118837955,0.5019890836400999,0.9088602375984054,-0.8054194860566457,0.9432490918579766,1.4924204936416832,0.24756004913026863
SIDM00490,-0.7039802589548338,0.1591477396533475,-0.7030220778415605,-0.16233591861640348,-0.6851931510455604,1.3568513696617832,0.9665623862783058,1.0857697192337359,2.1903038335138785,0.5996917111251675,0.310750878405869,-0.7839045968736625,1.4470174790671357,1.2068274712127656,1.7994359170720973,-0.2010466583253786,1.5780229728777293,0.581226181938259,1.728710496793902,0.6421282373435668,0.6154651659406324,-0.31621610481874135,2.102108517584057,1.5154199800099963,2.43193631352906,1.118047722930757,1.2096307043945869,2.2830362686554317,-0.7021985549697969,-0.7891142946779963,0.49690442963194115,0.957396402949238,-0.1052216491724092,2.3054567075262975,0.5739970180627385,0.564122322703233,0.11159357364980617,0.5170330431058573,1.4697611131686321,0.5398073300042918
SIDM01090,1.3676444799192942,0.6802870800932579,-0.11839783857439125,0.0033366585106793718,-0.09691793099782552,1.5764706660122638,0.9155551752424685,1.6525983080728897,2.115304915569422,0.931842974624816,1.1330807661842188,-0.7274353655700623,1.650758561980901,0.20786693449251684,1.7531004075731496,-0.3492793888456044,1.892775957095052,0.9329775756816878,1.7183172411393917,0.8607213146749535,0.9051441080083658,0.1692301665267398,2.254723274556593,1.3844022272129906,0.37259356332460114,1.7031034057724226,0.44255921752317817,2.466135729363684,-0.6502133468044999,-0.6933882296744525,0.2548700438838673,0.2511376731796016,-0.283149644139446,1.4938758119183275,0.5389373596718686,1.123043126048092,-0.7043411410354632,0.23868530962554765,1.680680489994679,0.9568897196060855
SIDM00394,-0.6247509882184797,-0.17673551723721506,-0.2990262170276424,-0.5768043060947587,-0.8354135853985211,0.8166556096108479,0.6523905848354077,2.2731444706037838,1.7823478783553899,0.8439146548261889,-0.19247616912369006,-0.6250917539076675,1.912625312126625,1.3854309406163439,1.2394463843905383,-0.20071305979170734,1.368755026018358,0.4911450384260881,1.2145323899779998,0.022575196671495816,0.09258064885111571,-0.2194702671404045,1.9129001583781668,1.1611121660365775,1.0614498693316332,1.0754218258699388,1.0615033675053733,2.2452102559388964,-0.8218703690630773,-0.1773947779416535,1.046261313832762,0.978322965588486,0.3496047494437112,2.0384055270329395,0.4889620460737803,0.7246182784482149,-0.7355874199133973,0.26639676669818035,1.5896910311899783,-0.12246363587060437
SIDM00538,-0.5458250392815098,-0.38753506820127814,-0.2722384453260916,-0.34233583812375595,-0.6487840700789488,2.113475949016514,0.7218006736683623,2.269423298672538,1.6169972880247991,0.30023143637230093,-0.022000143222369237,-0.6195753315770527,1.3056829049060663,1.373073559128857,1.6994967909732939,-0.3774562852539651,1.859743035283981,1.0390265151523341,1.8325922166546602,0.2505875873322745,-0.11337780275721195,-0.3194418641110243,2.27304182521128,1.2533845382928603,1.7418214331933886,0.4677227641703326,0.41392957675332054,1.8964182035978776,-0.7051264686794458,-0.15677308298357714,1.137085889387322,1.2307580139300531,-0.38158455755844334,1.9413601819550939,1.2712504023841635,0.8418489693820652,-0.7191759746484603,0.789969806824201,2.1880444208556353,0.7455779875616464
SIDM01140,-0.5339100723670579,0.5362616078317186,-0.24683771581700673,-0.024135462389235814,-0.22797169741963422,1.6280540186865768,1.2411112571374943,2.284625198666366,2.2143397792516817,0.8808568305502412,0.6785299774042516,-0.6602422529942868,1.8227859810670515,0.5389603332403309,1.4025277305060988,-0.007238213624270021,1.6158956131729367,1.3520748760447603,1.433684093934864,0.6629088525259409,1.3877064376246198,0.04921673343725576,2.2003655056839286,1.6261522822882362,0.6526124427842548,1.598582831007472,1.4018511468419284,2.4434590619449907,-0.6522353954851654,-0.4639808721708419,2.021806917734016,1.7158201542097955,0.7222588267945949,1.9245061362872504,0.467193719381207,1.2784655196307324,0.7873265140746305,0.8898403068994982,1.708261695936297,0.06069375859181636
SIDM00101,1.560977621568648,0.15007413251923932,-0.08693528820272332,-0.2716043891736932,-0.765485013361514,-0.5962912732147594,0.5535564018500718,2.2281641907675,2.287122772046883,0.9088623488019987,1.011971985967202,-0.5891862630506792,1.8277900212834,0.5399861060775749,1.7638279718391308,-0.5093741124333144,1.7544506658370034,0.16781019176550335,1.0537771587797162,0.3838465864498095,0.9279482234647608,-0.16758591689744665,2.2562361620109064,1.449720107139152,1.2120101496695226,0.44661049690631,0.8582401688206983,2.4470643922473196,-0.820051720756066,-0.649644471304245,1.5098761185575778,1.0392077528251593,0.09213513131307399,2.356443069910892,0.45054950304933516,0.9697996208171279,0.35001057078176295,0.5179777696980512,1.5628237909486158,0.06252074177853396
SIDM00114,-0.31592892296749453,-0.49438077353804355,-0.5601639232049305,-0.1029504630296488,-0.6185844147290485,1.2673976299990197,1.0040881875818004,2.2971395117451547,2.474053631276231,0.6724756427794034,0.5316155139251828,-0.7102267076452142,1.761531605865216,0.6252712229345725,1.5060036316932626,-0.22940872468860463,1.4499870580528837,0.8669477779182626,1.1834219428027886,0.5405731953735888,0.7814548599897313,0.06775051608735526,1.6065679956269974,1.6143911661383072,1.3534642694012022,0.964026655674793,0.9420446130818337,2.233482967660547,-0.8345721709761552,-0.4978065005858758,1.0598962286082338,0.6823826147718609,-0.014789427804127224,1.3911274046435538,0.4710966942856139,1.1449484833715315,-0.8913490076184917,0.9280022492810774,1.3770322181642347,0.5354469618117352
SIDM00102,1.7221643916078146,-0.31961711139514265,-0.44723419099983225,-0.31230088011333806,-0.7010782274960291,1.5977911604116202,0.6979290121173597,2.2210684384783232,2.074513489619078,0.6466887677165615,0.7272857512391139,-0.4646516798728862,1.2238840949140781,0.4457561538000834,1.5994582690490622,-0.5175602813335444,1.6441293588388557,-0.01910155598897884,1.5464245573126087,0.7728489804779115,0.6722162530502072,-0.3220281464637026,2.118250501274339,1.6303315558203477,0.6550701385078497,0.7145835132642276,0.718362066624659,2.4463478411959776,-0.7428946122670462,-0.46947327686271245,1.734049289512706,1.0388202644843512,-0.2750263123601098,2.70580158975453,0.4356951555200085,0.6259277451255113,0.35103798687981286,0.5416796095464858,1.6217093409851668,0.7523448935387976
SIDM01122,-0.6221431863643481,-0.06616866893230222,-0.24674217554250533,0.10213431655589629,-0.4367730627222303,1.1506714375124372,1.2462661739974141,2.528646692337415,2.018965164148867,1.0950342470263665,0.7666520531696804,-0.602928565321128,1.1588532689121764,0.7640507223765644,1.628880002246717,0.018897581837391934,1.6695212513077642,0.3857062875472789,1.6092975859916652,0.6550516344848225,0.798930705804772,-0.21279047099184606,2.5488413811932262,1.3725236063682813,0.7208061815381617,1.4414937495596756,1.5660216492907695,2.462250753264839,-0.8704181428015009,-0.44778329061258965,1.2877971907818413,-0.03907073511191842,0.13851623030141014,1.6768710780686655,0.30459532276353246,0.6830471880006139,0.526621373506601,0.025800095477964708,1.3877528724079826,0.31389260660257073
SIDM00261,-0.770727917932771,0.39152434996890967,-0.9635922562750101,-0.3197176476107662,-0.3268046587497453,0.40612716440264585,-0.2580391416982113,1.2463649345063725,1.8602707475541653,0.1732983064949252,-0.41618455699807483,-0.8588484738087704,1.6055943066200145,0.5762403597994888,1.2777407386514894,-0.1689309430310753,1.3810486626682519,-0.11794165764939167,0.8068910070362706,0.20172376694111296,0.3237891656198388,-0.2172468953697443,1.897660242838739,1.6936179724863465,0.687691829088779,0.9487767578597144,1.0968973312509414,2.3449847443969856,-0.8259925957902626,-0.6189157718560987,0.5054997477219261,1.5550032382484682,-0.2412862079480915,1.2544664765925526,0.08913573880415514,0.416984962484149,0.8449151798699919,0.15637574410345242,1.3256958150094,0.10390076927812059
SIDM00154,0.6348410003412538,-0.36093185492130736,-0.24103759029081587,-0.38201698310214377,-0.8467425770786978,2.2757846731849294,1.0775973156816185,2.334597188129928,2.084679586657132,0.05769400999150435,0.3337690168832451,-0.747126872496702,1.4766651672411952,0.5170691283385395,1.5431843506675047,-0.38315077075449344,1.462334607622645,0.6025722258851259,1.038157718779363,0.730536276387024,0.40659539201382944,-0.16835877057920842,2.160416019517643,0.9506460361818985,1.0505279047467928,0.9027595250959886,0.7540728988122058,2.3234569539413896,-0.7304841901780963,-0.5833245683788941,1.8916673996031375,1.0252351850542816,0.03634294371024918,1.4965095033352815,0.7589730183827332,1.243428138402156,-0.4540828792340418,0.25378326015154895,1.2497165958969456,0.38818474703627603
SIDM00104,1.6228032688406815,0.05610122241557753,-0.10597717643971083,-0.055735442580113474,-0.5344778476725897,1.1661969488161972,0.7380591439700818,1.5683605052862373,1.889137282479351,0.8492924481595672,0.2104039222189004,-0.6349269722142508,1.6009508299434965,0.9578930627924765,1.3796430594170828,-0.3528815340050409,1.5374903648909497,0.33543371414056167,1.8787337223247698,0.3003921528686157,0.452242569373563,-0.14909512330774854,2.001862892275273,1.5778449849061547,0.8704766217621343,0.5031648291057881,0.13694006084348226,2.1943620675414826,-0.7615406302572428,-0.5120609106452244,1.0016211520630083,0.5333202077367086,-0.3742469435269302,2.66918024822937,0.4950847636668087,0.7462957489583989,0.744614437241992,0.8453804923006326,1.364252915368259,0.32760200363543013
SIDM00267,-0.6377040897607628,-0.12553012791293966,-0.378957883896679,-0.2983558847448772,-0.7234187142052744,2.521776545684648,0.46313854872340293,2.3326643720989444,1.9725095745323487,0.806340150534112,-0.7402205189405034,-0.6003742440590071,1.633902817260018,1.1261677231751364,1.7310067824267428,-0.3444260485392699,1.872821326542266,0.566465988202521,1.2460663837429238,0.943112180526441,0.8910553453901346,0.03935905673094468,2.1747738092303255,1.2167608662445035,2.0638737051047293,0.9913735898099625,1.1894287978214044,2.509823341926854,-0.8338172070539503,-0.6288497565719272,1.3698162262010993,0.8487901047316828,-0.08831886247090998,2.580458380538589,0.7111069552170284,0.9145163746817353,-0.7833054049202376,0.19762697971892063,1.4249127176908343,0.5048556326148997
SIDM00100,-0.39769283019836715,0.06490973614607656,-0.5812510112359655,-0.3780856196925847,-0.412802151972578,1.4957950442548307,0.9398510191210863,3.0258311308129104,2.398468677467085,0.615298335688367,0.0960180342908592,-0.6698685207336141,1.4260958045932497,0.09650562008342291,1.344009104147769,-0.20665584385127925,1.3836728499119368,0.438973318476777,1.5085303671012613,0.7309552330264473,1.000085575053945,-0.2629798685882551,2.1732376123241486,1.1489213803777496,1.4338065471869006,1.1449275172515625,1.0907416097589828,2.4979435165861696,-0.7812452739728193,-0.6612171318782989,2.290847783748685,0.8290633007900834,0.05270105275642841,2.119154403026561,0.31855819561646076,0.9058189717597883,0.8994809626199961,0.2784577414076655,2.0354675768317843,0.45749291011799587
SIDM00826,-0.531100038109308,0.1988194659942896,0.21280050677486906,-0.37600783553052025,-0.42288860402330225,1.5604886562352482,0.6802146939100683,1.3724093577021894,2.5391432485769854,0.422520429587221,-0.7689514580825785,-0.6995799859059386,1.3362380245422154,1.1453432030362451,1.5777885387614379,-0.5098937126967431,1.4556786625957612,0.421226237870282,2.035413098714234,0.7292006381509382,0.47953331998501786,-0.2347781806874234,2.4094472135412346,1.5639911786485865,1.3468432882846,1.1214336894896055,0.4987814116942974,2.470190185519868,0.9861882017762948,-0.23313858103858592,1.5070539651430621,2.2993527041017203,-0.33705813529393736,1.394253012662307,0.5547778277289175,1.3337442304991303,-0.8000356928541125,0.5179638284509395,1.1464438635832355,0.7252600814478358
SIDM00310,-0.356158908051104,0.1808850718538951,-0.19714446596287086,-0.5718470286095326,-0.6984364587733624,1.8751693327563608,1.0527061526713224,2.2882363217925774,2.4140782772797755,0.6586309390282492,0.7258348416010312,-0.8150607398556169,1.7743009502160465,0.5902926215860452,1.3532608268746358,-0.36436574331061344,1.4593397839824895,-0.6560050295773096,1.3349265312603746,0.588830901288809,0.15377063838560118,-0.29304714960518174,2.5387274464736995,1.8669534548991638,0.7322724659616665,1.0176625808068365,0.842928109999926,2.324444153542108,-0.5907085509688859,-0.6779518804343078,2.05987600460531,0.7268093691574206,0.1141532438867805,2.1712466065289706,0.3379069199124438,1.3696588016955935,0.7912268857534626,0.1511159640320117,1.5240276107182176,0.5763800128295117
