,SOS2,NOTCH4,NOTCH3,NOTCH2,EGFR,NOTCH1,KRAS,FMN2,ETV7,PIWIL3,ETV6,PIWIL2,MAP2K1,PIWIL1,GRB2,SPIRE2,MAPK3,ETS1,ETS2,SPIRE1,SOS1,PIWIL4,MAPK1
SIDM01122,0.21645262062965134,-0.7731302788203749,-0.5585809060971795,0.24654082538791516,-0.5538758936204514,-0.7593164675883275,1.1579710453004597,-0.15036645086886274,-0.7646963484218391,-1.0006539143149416,-0.5675000037354996,-0.882571402994711,1.359029815521703,-0.9079719298546791,1.9353250630059562,-0.02310586663381272,0.4281160964594751,0.36076873659247277,-0.673151133111626,0.9658407601676802,0.6548481534042206,-0.8536998833602716,0.6668321295115641
SIDM00261,0.06715557204619425,-0.8365726355419042,-0.44360612414282075,-0.1624731936144411,-0.7063283545481771,-0.4644643387443659,0.9809450990375077,-0.7550407021048061,-0.7925299007105479,-0.896508647129526,-0.19311568336867208,-0.8178033956307763,1.045603561801778,-0.9325262366760722,2.051362403589389,-0.6158250362515365,0.007689611316032604,-0.7717352546243512,0.7774689885841305,-0.07105690620047743,0.7847597269848436,-0.8006493589177317,0.6068781732208816
SIDM00154,0.15142337406544817,-0.7464076213817982,-0.5781346988723606,-0.3988854785392459,-0.2712072715328014,-0.7692630935174908,1.3414667082501166,-0.7975654174484197,0.11983183969928893,-1.002571817455197,-0.2411735317375843,-0.9171023286126667,1.087027537413626,-1.0107892389911217,1.783425631831019,-0.2046571191528351,0.34667114963441054,-0.7729679435566945,0.8495194886591352,-0.3724144700071722,0.8338371637563876,-0.7580998326877643,0.3633459324748118
SIDM00104,-0.007770006930414222,-0.7928896717330486,-0.7315438429538914,-0.08103413009818068,0.6638392491430549,-0.7122127121162266,0.8551083429345261,-0.5825920817037613,-0.4896364058756539,-1.0182742326289034,-0.14188486347112003,-0.6305986455721414,1.6096289004713025,-0.9706405091026005,1.5490772985164054,-0.4475742241415816,0.2557634555983044,0.0719211195831353,1.4837597864568663,1.2451866745561055,0.6372980917025179,-0.05259511685298467,0.3477555433159035
SIDM00267,-0.19114592385604293,-0.7064070748719943,-0.2795392846284138,-0.5857559446588237,-0.5230859344287487,-0.7764265078824417,0.568770305448259,-0.8646690829891673,-0.5986386551699624,-1.0260163118170629,-0.49264889332819023,-0.7449214217300865,1.8086478014921823,-0.3570752368927301,1.2645050426074955,0.09072993128322346,0.20307675785838694,-0.6584808378425536,0.5838583637205831,-0.3018169984536191,0.8580494165100331,-0.8735391628489175,0.5494160832424906
SIDM00100,0.08713771911516109,-0.7559311804024894,-0.5313218709116424,-0.04429803730288676,-0.34101775871559875,-0.6425020499193994,0.6717725275055665,-0.6574056575101118,-0.7659536830724483,-0.9687548222223934,-0.3639359208421201,-0.7803615771704678,1.9134497207734025,-0.9559488067571656,2.006716545947936,-0.2692771574751909,0.38866305987935745,-0.37784558741342816,0.6569923739383235,0.6245672834062121,0.5051896934527652,-0.9058710285264998,0.3996411674339278
SIDM00826,0.04908355476575237,-0.7602251757641716,-0.603439372222903,-0.49549826987948775,-0.5560385937222007,-0.5699925055638809,0.6635691099560952,-0.8215360638132116,-0.4471845365046457,-0.9773310186128041,0.22052111350579812,-0.6253131063323366,1.9590651359280598,1.8042221078336482,1.9850586218284816,-0.0226021857645734,0.4232527027104167,-0.5427343628913944,1.4530178078553284,-0.7616243326425503,0.4033455320156788,-0.45500630834593525,0.3223670243134948
SIDM00310,-0.5465537054561944,-0.7683171117737636,-0.5214359625821261,0.1504394148148077,-0.08148809052763398,-0.5878444898545874,0.7073886169863036,-0.7674933190428016,-0.7035700202111672,-0.9478835312275944,-0.17506008549714594,-0.8273534973578378,1.5295221507794032,-0.9141589350166013,1.7047675202207042,-0.33429560179670564,0.25548580253254904,-0.14243674995163774,1.038229435239087,0.19600835861770233,0.3629844479115931,-0.8764012475454764,0.12602829784831926
SIDM00482,0.3401121475718819,-0.71112664153746,-0.5587578002086573,-0.6671251354010965,-0.6881591353604857,-0.6844597127932287,0.0688344573746332,-0.7990772708986489,-0.6439334958584234,-0.9381153811297762,0.6583612934374602,-0.66702557504608,2.0409396520818763,-0.9529635210593989,2.279342600468217,-0.587314983468023,0.020597086822492883,0.8584493657032202,1.1135224204264054,-0.014287323005644984,0.4832261743821879,-0.6908385179310578,0.7592497061185668
SIDM01247,0.40078643159646143,-0.7671455098610942,-0.6042754994975171,-0.2921335210310334,-0.19476052940593255,-0.7460953769820174,1.271780260827794,-0.8382183434898921,-0.6778213910707985,-0.9411387571171936,-0.12457863522006347,-0.8088497793979234,2.355932454270403,-0.8176747708557229,2.4067369936834258,0.5783908199130269,0.03884744492527801,1.3454972291067557,0.758522211527981,-0.7490734234696182,1.0990816161841817,-0.9724376057552512,0.6544711628801052
SIDM00817,-0.2711420136286044,-0.7215284462831422,-0.7203519093380376,0.04246618224194146,0.2893964418906201,-0.6963108775314782,0.3697413180796345,-0.8134358035701563,-0.6157273800848847,-1.046004507562958,-0.2374314233413706,-0.7726409734659904,1.4638098384543239,-0.9600361513495455,1.4373874003691567,-0.35163328773335634,0.31955188278981317,0.4656206799430758,0.3903443222912347,0.4420939410672539,0.37579586598054165,-0.974678555772557,0.4390834529817389
SIDM00448,-0.09055335406939215,-0.5913182477966603,-0.6048267374162509,-0.47039879870951756,-0.6682764245327663,-0.37191461015640465,0.4089174828435106,-0.7728955648885744,-0.5893791015560113,-0.83303440262375,-0.7525856152105096,-0.8273301058064836,1.733980187224856,-0.9614583117886196,1.9229896281850782,-0.36120501406264727,-0.00666606454153344,0.3861470949932678,0.13527154554782292,0.34870390077843927,0.37115012339907844,-0.916672403341216,0.3704914839218036
SIDM00086,-0.30447733613294214,-0.8255600825612303,-0.7857826303807269,0.46111447505275693,0.14099608448874926,-0.649169161647874,0.2203400798255858,-0.8725691702233133,-0.5396318006190607,-0.9537190156504908,-0.14501247426885572,-0.7493109113414118,1.8143134370148402,-0.9528324262277075,1.2843237842210464,-0.3905978927549018,0.0671685067563657,0.5906373372363366,1.7584974138336358,0.7136154192897477,0.62456406449585,-0.7317450079880256,0.8147899696782434
SIDM00466,-0.037715215348816736,-0.7934856960481844,-0.39356622402571495,0.11632890348293945,0.21366646273922646,-0.7319776023228548,0.7280919260079757,-0.8344209303864056,-0.5240678823376604,-0.9491415484931403,-0.5666492097461823,-0.8302343084475403,1.6690989545561075,-1.0399940984481355,2.21368959356518,-0.5641994429745213,0.8811868919654443,-0.41305059596371907,1.077013683578226,0.39354663486371244,0.6444016691590114,-0.7288546889297077,0.255753918286753
SIDM01132,-0.2993160454315537,-0.8069013781566582,-0.45374960309095846,0.0673612040829841,-0.7140915791010529,-0.5529525434314789,0.8104278839850506,-0.7358513789306458,-0.7024858725375792,-1.0364488652257229,-0.603917787183228,-0.7782415310123969,1.9883943118645477,2.2593597443488385,1.748755020288578,0.0372070395828575,0.633687987836097,1.2996092005015485,0.9041636568812393,0.6567132033338599,0.660856063096906,-0.9762604570992068,0.49786272898134276
SIDM00465,-0.28161020409336507,-0.8002622638143111,-0.320977670206846,0.12618996754105166,0.09448775181749416,-0.4485843169937749,0.7063670637556373,-0.8516983683575928,-0.4737770633770018,-0.9290019813640702,-0.664271843534765,-0.7435764669866728,1.562673358066503,-1.0179940073481004,1.5749714587815662,-0.2912064558500273,0.2077789714576356,-0.45491154480179763,0.86528574736908,0.6712707693870359,0.6896721562201312,0.1909392882524109,0.7381814399259635
SIDM00565,-0.15292138117520235,-0.8134174608423276,-0.5008755961026327,-0.23616942297165422,0.247206432434459,-0.7164519663950402,0.6967340650845449,-0.8204690055710209,0.320779798529791,-0.9570841894242458,-0.21614841471344698,-0.7175086440242098,1.864081501748184,-0.9693101790467643,1.7195280921277607,-0.47522918961442523,0.1587068158208,-0.16703132647248356,1.734265753048787,-0.038391474356866996,0.6701792941721005,-0.7474799596836897,1.286109939521223
SIDM01092,-0.12154092994431982,-0.6416108979464302,-0.7160927048275579,-0.7374906643784582,-0.76906144828318,-0.6108524157046257,0.31063472212240373,-0.9322245538740233,-0.750743026410267,-0.9323862583641471,0.7149985338653114,-0.8337026774564893,1.96435626344451,-0.983739578646602,2.3575235508605696,-0.4377889109188628,0.4228188890460646,0.6967107436323721,0.3826752571909517,0.12325085129855581,0.5505010472902859,-0.7843430979323055,0.7576645522461449
SIDM00218,-0.0660324069538385,-0.7375307034056652,-0.6193519955428458,-0.10062001784261879,-0.3884016802161347,-0.605991317560646,0.3912750891975747,-0.5712919571256891,-0.6360852669639976,-0.9455980990950845,-0.3576194615540903,-0.6572970488029515,2.0291248248110567,-0.8607102081264222,1.7648733849434366,-0.5330987502438829,0.8601951225603294,0.5246878753389299,1.012467271416194,0.8513356930837535,0.5367931787372233,-0.9523324075430724,0.7937366417498395
SIDM00044,-0.2898176448948014,-0.7183415658210025,-0.6005453166690649,0.4307075513787891,0.49913621418610415,-0.6972589279131869,0.2938757223426699,0.8880851133549196,-0.6671583372916879,-0.8765756215261046,-0.3494708634575806,-0.622281152525987,2.008700600962235,-1.0445441047971333,2.72547395481525,-0.48145107521495234,0.9400224763297647,0.3611167749972048,1.0491081071991801,0.4141561605570069,0.8296340428856601,-0.9988871118687969,0.5265010211400216
SIDM00362,-0.414391060795929,-0.714655646917758,-0.7093436242501518,-0.5131299986593191,-0.6685943283267022,-0.6592160956051472,0.9611399813550005,-0.8246459481769013,-0.6591924599085746,-0.8545317146666827,0.04422628404781649,-0.8056155730095298,1.5670979115258095,-0.9871591420670207,2.2444029962194523,-0.5066846286544672,0.13322069535667613,1.3547103073526159,0.8662965620694303,-0.7709807791506967,0.8691617045635217,-0.9647069504563262,0.9347209492725295
SIDM00813,0.701813911155258,-0.5978075086734357,-0.6164719756276362,-0.7093113717568225,-0.8223351235280072,-0.5742380376880456,1.0139050470075481,-0.6944975532105963,-0.5542336265007909,-0.8616080903012835,0.5579990170576413,-0.7141158461735125,2.203928376130519,-0.9807746395021443,2.262201492112923,-0.6110279704282259,0.2993820826229422,0.7979714207476111,0.8195336707697672,-0.39459570663519,0.6000500428364902,-0.8254597412001031,0.4031886450793508
SIDM00364,0.3409690133779676,-0.7130366184377517,-0.5033436762908053,-0.23389070790918964,-0.6404983622324464,-0.6654835065801155,1.6317052243595376,-0.8512459016351915,-0.4141869976756132,-1.0143744355923718,-0.12982481020678494,-0.7361437550002553,1.568167062855955,-0.9790514319997619,2.018260722586966,-0.5022491672749598,0.31360637802163654,-0.3329527151462914,2.534167332723363,0.030951768805723954,1.159059083428819,-0.8754120891773505,0.6520101665603241
SIDM00792,-0.048262463054393814,-0.7893335984500355,-0.6706593239242492,-0.541184518538858,-0.6321163798221962,-0.7120635887015558,0.7748342660573027,-0.8699170196958795,-0.5588042181904223,-0.8759996266865155,0.0633254147370776,-0.8320946642808964,1.9848313538522238,-1.0413828737402357,1.8734364520026003,0.05341281247918009,0.6684434598438392,-0.4819557380539891,2.8514100073960043,0.6219589702286238,0.333128777088401,-0.8744924866651159,0.15732080044530564
SIDM00241,-0.019571853939810497,-0.7741955169671365,-0.5253357655484712,0.1441688850736946,-0.7588779166089978,-0.7292381110653263,0.9702715578562369,-0.8875518730617029,-0.7180747441094784,-0.8530921276784854,-0.4510732446406947,-0.844204797333161,1.3656974136723987,-1.051710702710083,1.8100305466311906,-0.2879579912201867,0.5835136951985768,-0.6751151199762632,0.029958075795000715,-0.1461180246356671,0.764449222987325,-0.9161163530043861,0.6095875950044929
SIDM00091,0.4321017667562748,-0.76885421133513,-0.7315659433169687,-0.2526487213208166,0.11679814465946321,-0.720698890866643,1.0397404890338526,-0.905891994101496,-0.722470634405348,-0.9912967578526592,-0.6588755848300237,-0.8479937005111825,1.8368177123773344,-0.9968068243557038,1.5204687907761643,-0.009632662881158837,0.28625768241065863,-0.04195014672306049,0.8984701050669643,0.46903220900577186,0.6995571919190775,-0.6101110578144452,0.4702547931654268
SIDM00427,-0.08009135972430505,-0.8190215839855332,-0.5064929707279278,-0.4566573252933402,-0.6510815248743002,-0.6451511391707918,1.1151389512390142,-0.6975880524738706,-0.734503589383224,-0.9564648990608808,-0.4766489396002127,-0.7743031745604065,1.408445394141402,-1.0187689837622116,1.624094753120844,-0.6202357188645308,0.8544453896303719,-0.7213689383228251,1.6092406020579537,0.24278447674748446,0.7018468423476948,-0.9930153944618686,0.21297301263615676
SIDM00758,0.01694983674266902,-0.7235725557980873,-0.5089375688877917,-0.5146221216476597,-0.159973521945745,-0.7451919340082431,1.0509261015619011,-0.8487393597958438,-0.646575635317029,-0.9555680290112232,-0.606030139223397,-0.8275892046065944,1.6041813273534329,-0.9707785786249352,1.8617658250066378,0.9908296810666908,0.6345761887705881,-0.5930600266065628,1.9606837283118446,0.6188676964799346,0.6672401361845369,-0.6635079404031314,0.10983987711569732
SIDM00612,-0.18313160376435716,-0.6672282499674309,-0.35927840309072645,0.02149616103195265,-0.5991796422178921,-0.43715880865580414,0.4738858775117926,-0.7574367008986774,-0.6608539372035006,-0.9633704604131612,-0.08052638077713856,-0.808845588807527,1.8336667745035704,-1.0726696654688421,1.8238141515588626,-0.43865553406760577,0.6885378368172838,-0.07640731042784436,-0.377865637923722,0.2005649828222024,0.5416190723789286,-0.8600685338420858,0.7723438065507315
SIDM00553,-0.056957163039879896,-0.7037579656973807,-0.5304630212907413,-0.2878479550460149,-0.634337599149318,-0.6309973142138996,0.6162439751199128,-0.8928999108934313,-0.7123439730015121,-0.9599284545654612,0.4702249778710527,-0.7117871495202789,1.3712783448822277,-0.955531534075841,1.99428117791619,-0.57482496708951,0.17585571561313207,-0.695234251273458,1.3099790259473125,-0.7453385240596411,0.7013975263208593,1.7213973145373775,0.9725931957165816
SIDM00343,0.010988754168997,-0.762060389850975,-0.4710720123633913,-0.17806568445061535,-0.4866059832417981,-0.8012305245911256,0.5247685247156475,0.1085100802252826,-0.5149386078022425,-1.0271525712985283,-0.3170687461722992,-0.7698451702412367,1.5080728100647078,-0.9814672283372504,1.6469439139815303,-0.2758433985192473,0.4477638569652178,0.08074416491680174,1.8909636192257133,0.2634208488325017,0.4870869395625461,-0.5665297899883744,0.7218489184702157
SIDM00543,0.1271671710070089,-0.744938129427481,-0.267671318268045,-0.16581618554555044,-0.6726126030293673,-0.717914630940694,0.511993731089472,-0.7135311372805024,-0.7183974083523398,-0.9023276597256988,-0.3889471409346281,-0.8153412221848327,1.4473396671182805,-1.0355851504786142,1.7055591223684847,-0.1861998855942459,0.5980621058445147,0.12551867039491485,-0.24005588403464057,0.7161885086273043,0.6682210341995906,-0.9652904973586206,0.5143482268569897
SIDM00537,0.3347127331199019,-0.7798307961948748,-0.5983962900508917,-0.3846750896107736,-0.15709087816782452,-0.37981626665735363,0.7472556796429626,-0.9074607309376662,-0.7745377079495818,-0.9361236293370063,-0.3682697106224568,-0.756839499414426,1.3593403329397078,0.721374494937313,1.3888747375783725,0.2890361819320865,0.4769541531139507,-0.7199699106303612,2.833636782250767,0.22821067013437507,0.8754884372372511,0.5480319453521711,0.8840516674392737
