,GLUD2,GFPT2,AGXT2,CPS1,GLS2,ABAT,ADSL,GLUD1,GLS,ASL,IL4I1,GPT,GFPT1,GPT2,DDO,ACY3,GAD1,GAD2,GOT2,AGXT,GLUL,NIT2,GOT1,CAD,ALDH5A1,ASS1,ASNS,PPAT,ASPA
SIDM00098,-0.7977057185796861,1.0044829473323373,-0.6787986537573093,-0.9101932090305543,-0.7175788064892643,-0.6964909856979421,2.007389043839352,1.7268349730795163,0.9236274590663994,0.06116786067661789,-0.7582227124672409,-0.7359127010890609,0.9704345947438628,0.3346155798579295,-0.16944581481923116,-0.5595041229373704,-0.4790961111595918,-0.8892271296168526,1.5836978906052457,-0.7944368927184983,-0.5143819173829499,0.3964818899940363,1.6967717699555753,1.764816577463266,-0.07385890895990642,2.439994054780976,2.2848805556278906,1.4915546128380712,-0.8935573738121558
SIDM00225,-0.7672462180784869,-0.283734151722678,-0.8561198800164285,-0.8183677921333425,-0.7599124769960625,-0.7133275340787619,1.9356367622649149,2.0032827670047415,0.5993837965865433,0.15285026148784756,-0.9970559342614058,-0.8007377616151591,1.6320186350004298,0.2871294991397379,-0.7089118098969183,-0.909107575065155,-0.06669316510104108,-0.9181196497991891,1.1916174219043325,-0.8633289448909467,-0.5212417360435451,0.02727814536116766,1.5811187958502855,1.5631993335949146,-0.8735315460021856,-0.00026209167495083507,2.5261160740007504,1.5698712814308102,-0.6574408850077698
SIDM00846,-0.8266689063496038,0.5829635142039038,-0.7741837475960185,2.3688331797203728,-0.7451803500096235,-0.6486932617006653,2.0238360706347014,1.9001364759386774,0.31549683485484253,-0.5487962428247818,-0.6169641859982609,-0.8312262678370413,0.9105443567944049,0.13493834213223194,-0.9240621007251923,-0.7941165404605578,-0.5652376962845864,-0.8868535480891232,1.7371093572686203,-0.8149548841332507,0.014025518130319117,0.09676963265161674,1.5992330007333577,1.4960694084201613,-0.11400839533530166,2.173177911755753,2.322059775536137,1.579072792158658,-0.7315110986317761
SIDM00291,-0.06037894140179207,0.7416475752062959,-0.7532431416782568,0.30621865051691605,-0.790486378675516,-0.5478649910056982,2.2648144595893145,1.947824230731145,1.0258708113140695,-0.3490661064527059,-0.8129742702693622,-0.7705192211540035,1.4480035070702575,0.8140102922248136,-0.873047259173867,-0.7599444959486188,-0.130756033266215,-0.954769292840023,2.0123958869717606,-0.835291530607265,-0.48845928660393556,0.4786906488789947,2.1631443016953993,1.7264071000599248,0.765288371600939,1.7966579384154537,-0.763929652569668,1.3406756682970251,0.20230679999575552
SIDM00520,-0.7436284320633472,0.954755420780157,-0.7536719291917736,-0.6287036316933816,-0.7976883085684313,-0.3796976635906945,1.5311611530245017,2.0647525884223614,1.306590892270919,-0.27255156438352346,-0.5319170715189134,-0.806402214586401,1.5164181866747999,-0.10583385843225755,-0.8030110380063021,-0.7722636876251808,-0.05382291936633478,-0.946191190764725,1.4786771900573876,-0.8190460853077812,-0.6235279328181191,0.33611570526256157,1.4517554239753616,0.8619520377606403,-0.2090983904911192,2.6822781169629613,1.9768954218668064,1.009074750971196,-0.8663952660378165
SIDM00003,-0.08600018266965657,-0.4939246516944488,-0.6986919555309087,-0.6735093920445462,-0.8142177006692499,-0.8580668110232103,2.1625151166609764,1.9507541130209378,0.5594127005389581,0.14104862089193318,-0.7736523846554046,-0.8184004504124307,1.151937822741951,0.04709573959639881,-0.8007262307878277,-0.773523252089762,-0.37947258454717137,-0.906348270024369,1.7771972877728646,-0.809174618111597,-0.4607890489430248,0.40850330434073806,1.422833155283033,1.3887111003060186,-0.8112700974893431,0.036114104832656646,1.8419048362416837,1.4091795929978341,-0.5724514617942439
SIDM00136,-0.8336551660043048,-0.4244804189503581,-0.7410938119211592,-0.9776408434333754,-0.7079501664729767,-0.7455855882742087,1.776673696850908,2.1053521598330303,0.06803624093197821,-0.13352272948925906,-0.7092187649028102,-0.46723346459940596,2.1014636745744246,1.5932285661468786,-0.8163968200941758,-0.3282750716528674,-0.1039091541163515,-0.9060788584472268,1.4277825373572275,-0.7586978746877917,-0.06802099027231298,0.2877702997183637,1.5326804569551324,1.108276209657892,-0.039807035336368854,2.5422576966422956,3.1034262809687405,1.6580035375980051,-0.7227709789464162
SIDM01155,-0.7495694559572339,0.8948423192166918,-0.7985168539616067,-0.5499674746047363,-0.8317358684580857,-0.8573668147752413,2.007307158794859,2.086798012894611,0.49570590840898027,-0.21039716789372861,-0.5216575666786075,-0.8269616988685767,1.232517631542953,0.4354771699907776,0.08697381581979603,-0.7534979110496483,-0.785642781231814,-0.8216176167000384,1.6275520125994398,-0.8615650708533509,-0.04655882322050029,0.2146588027455869,1.4371055573518488,1.3802711143549655,-0.6341591076691878,0.3493890742788033,1.9223997146605944,1.351992452878574,-0.7135951210204091
SIDM00224,-0.6269506590146146,-0.2715849885587911,-0.7396656625099008,-0.9309313714956026,-0.8085856564738801,-0.6974060060952568,1.6561574261138432,2.2571230873055206,1.3145344493433517,-0.45581762263675374,-0.800608305265882,-0.7959439925119044,1.2029969885546719,0.05625282922939919,-0.8270509163845332,-0.7983458044111105,-0.49400240760408276,-0.880329817759466,1.577437229519173,-0.819342886287659,-0.34840918003005994,0.49139661070231305,1.3036744272430076,1.2596064021181141,0.18372786055161666,2.7650955889040296,2.510414132158332,0.8588425215374785,-0.5934560913919991
SIDM00783,-0.8551005730053017,0.1710417662207083,-0.7991903385326758,-0.126243162716017,-0.825807285264009,-0.43790767743329756,2.0522930800346324,2.1690815180392926,0.4182342897063891,-0.24957411439060478,-0.7732678759209539,-0.782481821875049,1.5690944901321895,1.02603224996261,-0.8675574324034493,-0.8614334781572217,-0.10010230100024739,-0.9078444865486891,1.5137646323020995,-0.8616648612355676,-0.3008135886488845,0.21018695525762954,2.693393088254453,1.505218853839799,0.19289161289325082,2.6146522889448733,3.2975037397379356,2.2061851980392007,-0.7959845056111154
SIDM00490,-0.7542924146249183,2.441897161519753,-0.7395340051652713,-0.6327241272960004,-0.7852826931862773,-0.6851931510455604,1.7870680850757716,2.018959363699914,0.44698195706049665,-0.14882408720492288,-0.7839045968736625,-0.8268686898391712,1.5756732517757392,1.6882585705644153,-0.6281635451477304,-0.7921463211487692,-0.4364731439517151,-0.9401429556338469,1.3395966461506992,-0.7906307303303897,-0.3063455649064781,0.14587582699145885,1.5536144285002065,1.2263482250012494,-0.5808043046295763,3.5400407720283327,3.393908463688022,0.9471217191003447,-0.8535890322161057
SIDM01090,-0.8618190593244964,2.1183935835003025,-0.648817682647237,-0.6505234622538633,-0.6219439807856075,-0.09691793099782552,2.0025130188991036,1.8912613880839162,0.3947690799271415,-0.21480568049031967,-0.7274353655700623,-0.7505801275645946,1.611446476810858,0.8092446299471162,-0.8543742071257121,-0.758127353222765,0.03303098896904819,-0.8588853944040088,1.8107412477639329,-0.824342549408506,-0.21629501672012932,0.35903822992497636,1.6081549375207727,2.010788568831669,0.26967225214559887,2.484649076572725,3.1256127801696936,1.9026499978660323,-0.6142398529202167
SIDM00394,-0.80006991769993,0.9177431234183632,-0.538589805679103,2.1490185075326536,-0.649146530962924,-0.8354135853985211,1.442513818271231,2.446509747758312,0.13321899724631095,-0.5685876609360422,-0.6250917539076675,-0.6497217024374838,1.7132741474734021,0.6753101946734804,-0.9554426047046394,-0.7752682381566444,-0.10953973651703486,-0.9451159616371738,1.307678316611256,-0.8888430509977402,-0.5605096325772198,0.0006267138637918903,2.210001073215174,1.2384165145943382,-0.41109312356638844,3.8594860985185546,3.013991172825559,1.5560875549678859,-0.5819132865148904
SIDM00538,-0.7425363280984044,-0.4796834274683631,-0.719954716078266,-0.9091832816880292,-0.6539294663000081,-0.6487840700789488,1.1939473838898143,2.6862738808406403,1.0109944093360765,-0.17559561980609426,-0.6195753315770527,-0.5113590296468549,2.340299882652533,0.2277952672513982,-0.7359678840130545,-0.6935834698464572,-0.6363141176828502,-0.8003212163975114,1.1913277039737455,-0.830142752194928,-0.5111434414800277,0.10583042797717612,1.5897430234173755,1.0166190490783829,-0.7097422228810659,2.5556504342558797,2.44638252416971,1.4484723241777868,-0.7542680252607163
SIDM01140,-0.7325819419563938,1.902740368212471,-0.7186076285271547,0.050936594199034624,-0.6024607504977568,-0.22797169741963422,2.2302646617164843,2.338843876391805,0.18914988462992843,-0.046435795478220465,-0.6602422529942868,-0.8222597513904707,1.182836788147177,0.5954699690033001,-0.8079489031240115,-0.7999615154147809,-0.20203879450851878,-0.9180480058573002,1.825581581279777,-0.8405992216803845,-0.31551734455368247,-0.1264930575621949,1.7218439990954806,1.347357937527652,-0.026523996885551196,1.7049540899511857,2.6597003558517827,2.0589435901895343,-0.6792521004599742
SIDM00101,-0.6141543987164299,0.06486368634075255,-0.7962358323167458,-0.4899804842076708,-0.6122699460747711,-0.765485013361514,1.6774507509115482,1.9910502658551492,0.4576871506700321,-0.31672596113329676,-0.5891862630506792,-0.8724060397523431,1.5193574051971337,0.872495778032056,0.5795190749478237,-0.7373514335407917,0.11066239550320099,-0.9792877114063543,1.5828045860665527,-0.7550100089140307,-0.48072257332177226,0.1147455990919154,1.6918937143278616,1.4166758088222355,1.007471931517351,0.15040051530921078,2.383912752917087,1.1352861041356022,-0.8622100241074244
SIDM00114,-0.7574018298949124,-0.18907712831384532,-0.7418198888748313,-1.013516076306111,-0.7659040766929305,-0.6185844147290485,1.5802627152179507,1.7268501777817313,-0.02018562098375147,-0.399248281999383,-0.7102267076452142,-0.7916143047315966,1.2433714485689062,1.4976487970990835,-0.8038207284120056,-0.7079489562124335,-0.30400860300626725,-0.9257170154033542,1.5745753291210693,-0.8495160913206566,-0.555376439688019,-0.04929034404468726,1.144799217844152,0.5976302777825738,0.42110314804514903,2.807026998885114,3.044138283334501,1.6451037568060733,-0.8264436992467327
SIDM00102,-0.6852250462814348,1.3854835385567938,-0.7397419123477693,-0.4823509798275934,-0.7402888951863922,-0.7010782274960291,1.8355160568852738,1.8723520049632902,0.668433236321006,-0.1716858890990155,-0.4646516798728862,-0.8207752781190283,1.370096657876368,0.8025867043460088,-0.5332428890410235,-0.826009922825992,-0.6999682919996478,-0.9754200934240925,1.6542102576558682,-0.8282545352403041,-0.445828207896749,0.2676240137283695,1.5348570286541707,1.1619494299718949,-0.38763121338915585,2.368125448224178,2.5658980639538025,1.0563775742019683,-0.7492668321896859
SIDM01122,-0.7743960243043677,-0.18641467102041684,-0.7384746358748668,0.21617392888549553,-0.6970728664061522,-0.4367730627222303,2.157708243971047,2.08432587781647,0.5780800929136354,-0.10656227547754037,-0.602928565321128,-0.7768931235838191,1.0982603006708487,0.5805587077179679,-0.7510569174880632,-0.8209863236010736,-0.8014832080078756,-0.8782643634653803,-0.1684721418111874,-0.8296210310232841,-0.6322450780323116,0.0894377892675966,2.116306831977429,1.4178584317117264,-0.006673101339193684,1.2502976939734156,3.2603884642994156,1.84117384627876,-0.8898335457062834
SIDM00261,-0.8722160852035505,-0.6946660005799573,-0.8568866217686835,-0.7713920862908832,-0.8136046838094927,-0.3268046587497453,1.8494125797776704,1.934500268418662,0.07745653389447832,-0.5205980485724127,-0.8588484738087704,-0.8242315424602351,1.729896518711403,0.29095720167213485,-0.7804686116625248,-0.7842298061307258,-0.5503514865623833,-0.9130825186389339,1.4545614597401049,-0.8762851634699278,-0.1660975837698245,-0.14341716815931266,1.7449666017493337,1.506800099432925,0.3295336223289676,2.1888338248168475,3.174535064743075,1.8693944043083743,-0.7728117068569881
SIDM00154,-0.5522097499267924,0.7546990630298164,-0.6550517800705001,-0.8399893642583605,-0.8516005515615536,-0.8467425770786978,1.8193473647917586,1.7112681045978277,0.7736347562008294,-0.34951674815302886,-0.747126872496702,-0.8342168766890121,1.5431340074502666,0.05240176590115607,-0.7918507135519578,-0.8211130457648264,-0.5349255452920109,-0.8717985352704722,1.7367296864435107,-0.7867616967072423,-0.2822289529393824,0.3330708597044228,1.1318089739495707,1.0797807992582313,-0.20019268225005732,1.8530305760740633,1.6535148273897518,1.329145256953255,-0.7516660071715181
SIDM00104,-0.7818415171758659,1.6335525369174442,-0.6804656047474212,-0.7179719380126011,-0.6961147653034104,-0.5344778476725897,1.7081895050259184,2.0173611833082585,0.6377092094516891,-0.403701721383467,-0.6349269722142508,-0.8097427676314839,2.0394278871955396,0.47364178454887307,0.34164077614366606,-0.8725733455022793,-0.3033865185487615,-0.8728998998603711,1.5555664391865651,-0.8997212988226649,-0.3448803433938293,0.23726497812457317,1.7313047975838527,1.242995086227146,-0.7369976605637517,3.342918202725412,3.0343792701326446,1.4698014363361518,-0.8276432681086182
SIDM00267,-0.7424001770777968,-0.3477031229709426,-0.680923502456131,-0.9087021488179101,-0.7345339498763492,-0.7234187142052744,2.053736168450926,2.0420325629349105,0.07736838541178091,-0.22856477841451692,-0.6003742440590071,-0.7570804383797158,1.5277446974265407,0.9700615030111023,-0.8423904615112803,-0.7493113036285373,0.005506141209931608,-0.8448253121393015,1.7548276286849056,-0.857342297665963,-0.4591812660216332,0.24923323787692445,1.6617279767707387,1.9166632592356403,0.40101268112329436,1.9478863616134845,3.1620372954292852,1.5424834067214168,-0.7605242582437127
SIDM00100,-0.8012535027250951,1.568942440217983,-0.7936734195815337,-0.9021737581653588,-0.7998651864329562,-0.412802151972578,1.8775829111982194,1.5939809412622743,1.2385279934120004,-0.35458839406024767,-0.6698685207336141,-0.7934110270778604,1.577687816729156,0.3330743679295701,-0.7480558489202269,-0.8604111226450694,-0.6137349991375055,-0.8265139731541706,1.7067229972563003,-0.7884635294021521,-0.3864290091356,0.24691280493340925,1.1877023041543437,1.263253573799473,0.2405601578232441,2.36572510536589,1.3584833816469433,1.5924873434330127,-0.7494179568212959
SIDM00826,-0.8251237351936352,-0.3672989559371115,-0.7234403123799916,-0.8863872426637753,-0.7063285239751131,-0.42288860402330225,1.6503051169021359,1.7085934371663842,0.23207482133307603,-0.15667262433727364,-0.6995799859059386,-0.8467379945937645,2.3187595043463443,1.0209512792404372,-0.8564450761618267,0.5914582012662521,0.255377829045743,-0.9499278012904256,1.555578271753992,-0.8056284355246673,-0.7799478781568684,0.22914905966796914,2.4090339224678883,1.0174382655278833,0.11217796352471579,3.1996635070423896,2.7603540637331525,1.1098266806315744,-0.7308933646659038
SIDM00310,-0.6311013353034216,1.6532407323958394,-0.7106062708102276,-0.9266159902693286,-0.7840670515502157,-0.6984364587733624,1.6446493044064674,2.037446805000505,1.518707001757303,-0.5391142269748468,-0.8150607398556169,-0.816011398548717,1.5919377027984034,0.6447573689433865,-0.5268489073758006,-0.8478036674025504,-0.8594788638017928,-0.8363714518761323,1.9258781035599717,-0.8528767969766073,-0.05055226611108231,0.380443901091564,1.1808498309381006,1.563776743569074,0.2486144193648393,2.9905384545895473,2.1018116346474405,1.3019651253540363,-0.8155035725265127
SIDM00482,-0.7104685144457021,-0.40705324825938255,-0.6971262324478202,-0.5283542721138005,-0.7226867264169143,-0.6891423857297445,2.2530051135572213,2.311522090023218,0.6604791077509847,0.2766078840622199,1.632830902534074,-0.7674956284329998,1.6254692500561634,0.9084620072660391,-0.8091171698214004,-0.5453800662744956,-0.35116244587270634,-0.8196531981980708,1.5758904842232921,-0.7536724828959157,-0.45950127731760876,0.2851236052361721,2.1250670612096276,1.7026991863503933,0.04237179695095236,1.339877617043356,2.932177127512553,1.7716449587368577,-0.029776130829941176
SIDM01247,-0.7326600917974377,-0.4587908130347082,-0.6732666197917538,-0.8728468489388326,-0.6557993298485737,-0.6102557129465845,1.4722734013720824,1.6538515961006863,1.1347625033936375,-0.49090267822901557,-0.5027690679575466,-0.8241994054531103,1.040656988216499,1.4352172071031535,-0.8927897373401543,0.07978245620100229,-0.7662843146742122,-0.8695854644632428,1.4821330045798367,-0.7766747543724747,-0.52301237025363,-0.17955323059856182,1.8816310868751138,1.9340204009507291,2.460693105269097,0.36174643167796605,3.2462866395889263,2.118305797256932,-0.7021791936651698
SIDM00817,-0.7360645557208997,-0.39169229148942686,-0.6439170442849032,-0.84836909882272,-0.7793534063878788,-0.810007523235199,2.0877413530481235,2.5602296495432677,1.3313476794796677,-0.05825312514778988,-0.01790686552626232,-0.7940595033670477,1.1653006668100976,-0.08523267542532567,-0.5725401172025193,-0.7173206692305696,-0.5751110002710023,-0.8705784228942519,1.4925411062314151,-0.7249375964048868,-0.46417063501413497,0.48189383457670965,1.8915752242581814,1.2326596564071666,0.001814056462391375,0.5466989265133281,2.5148772909591344,1.3818380992724233,-0.7252574186909341
SIDM00448,-0.689285097431634,-0.45117080226931605,-0.6718519348806385,-0.8186762995353546,-0.7721210598484892,-0.233095259385174,2.286550168271691,1.8559907360400019,0.7843473716625613,-0.32015857168932704,1.1932663844323104,-0.7938043647646217,1.2978850775455,1.0598985566135666,-0.8206566320763455,0.804375896839176,-0.6449509589231824,-0.776239616244654,2.4074386268832244,-0.7683678669968917,0.012988039054895734,0.2811228834966851,1.8694429612525827,1.6722354587963184,1.1465653393573163,1.1169034043794768,3.3615884771101654,1.8460600574642008,-0.674027449344811
SIDM00086,-0.7327621863440079,0.3774933236955389,-0.6375979965237691,-0.6418934252785841,-0.7939114473194924,-0.7524163672153897,1.9300259152721946,2.2067269240191036,1.6841648354762018,-0.28726330211320783,1.2219285221967093,-0.8175577913729697,1.4097112786508617,0.7974599907494337,-0.736341450816009,-0.6509040048102693,0.2759654073881813,-0.8755097490438514,1.0541461634285874,-0.8242382735796239,-0.5849117090910524,0.064693710424078,1.2413049154658584,1.4171713195285816,-0.1384613775800205,2.3996375582354355,2.521443934899004,1.3178917013851508,-0.7478498099799235
SIDM00466,-0.6547886063722742,-0.48880267062965654,-0.6959675537631225,-0.8882153454820525,-0.7273996991740089,-0.494097767738668,1.2686961327790973,1.5701501955047952,0.36810869023180687,0.03990719472013886,0.4186777547775848,-0.8306477748421548,1.3238121405364895,0.4705666206631014,-0.6333654026171688,-0.7520028353211125,-0.007980242680106848,-0.9048496463553971,1.249010464085762,-0.8276977313215432,0.11854970447923277,0.11070603536232441,0.765219617671239,0.8738036468470163,-0.22220414946551253,3.1691094431147264,1.9368004747018788,1.1483000833276689,-0.7754536221210877
SIDM01132,-0.7867349800138774,-0.09617935524960745,-0.690459774373976,-0.8835966011047792,-0.7726767307410478,-0.4032259584879285,2.1022066578737792,1.956551401885576,-0.1039353374542018,-0.24180619414536694,-0.6586539187028837,-0.8235842914685566,1.4688427675966071,0.8805376284384071,-0.7058257390675119,-0.7039346656745165,-0.7699144269645376,-0.9004023965880121,1.3398784647863675,-0.8003831473584652,-0.4593895925816366,0.0014482623950817799,1.7001188100659064,1.7756317354372542,0.03369882032033736,2.9738166735483955,3.20521046745525,1.8345969964248323,-0.7458950551053292
SIDM00465,-0.6087980400634803,-0.40998108097288466,-0.660846371123906,-0.8209481952701642,-0.7889421976137414,-0.7792960657041343,1.941907858533882,2.3246474162266395,0.965021555180527,-0.29453553272617583,-0.3503512264559998,-0.8484229413607993,1.8279293489599966,1.6932207513878013,-0.834456451646468,-0.6734227660512808,-0.5747058180820541,-0.8084494877768046,0.8659287946235424,-0.8579997381908108,-0.4106379188997047,0.3217728328698093,1.63110272379976,1.7678931143173469,-0.31373142298987416,2.853383697119894,3.106710752059315,1.636942020123069,-0.8013356106144216
SIDM00565,-0.6576649246913251,-0.14811741296706948,-0.6386772742618136,-0.9025160635196565,-0.7660681695847908,-0.28224727916628245,1.8518938457005436,2.0527032756458223,0.2691562678386255,-0.6132978852830313,-0.7142530231523325,-0.8211259912727594,1.261746119836396,0.20962206553236487,-0.7203445408967705,-0.6074263099274537,0.43406254121943727,-0.8379205911987379,1.2433078236952808,-0.8170720028004385,-0.08151216611417943,0.5183991287550841,1.5172083926649897,1.0966206241891678,0.02962940750324075,2.0620428886953426,1.925839745130372,1.1934058138581374,-0.8272227205556654
SIDM01092,-0.643172277365157,-0.5097601121046995,-0.6362704003132031,-0.7395520872830381,-0.783312924188896,-0.644958103953345,2.2098782228933023,2.1021155757085404,0.6663255721826153,-0.4427288986767173,1.4449859905049516,-0.8229506996475162,0.9271298147934183,0.07166728452472697,-0.8343210324529701,-0.5000434232334318,-0.5721358281740455,-0.7883327156525083,1.7116043236808862,-0.7661861173273352,-0.3164567555992466,0.7047529684851579,1.5011535679596604,1.6102901181512999,0.22100930365263444,0.2954056716641476,2.396438024614322,1.5617209186478833,-0.5349416662528117
SIDM00218,-0.6791686172176287,-0.11421318035693621,-0.5849574845136553,-0.777041372076448,-0.7870718882697827,-0.6833853409092941,2.1109812642703822,2.1522621000934703,0.7404313720774325,-0.5589916877737261,-0.36586270769542073,-0.7297470650223414,1.8096259715959446,0.826718928106669,-0.7731216050885953,-0.5147284947890943,-0.20292636433378025,-0.7864723232155854,1.5005588134914205,-0.7197799011279163,-0.3807735199791667,-0.026180298435012458,1.4647777241266742,1.2833207150997912,-0.22525102249553527,0.14212204858258579,2.4680842419218565,1.9080927609870524,-0.7152231773754253
SIDM00044,-0.7719851167639709,-0.37754440638771136,-0.5844306604784789,-0.5741858538402543,-0.8033910488458197,-0.5306661864703595,1.9713917285416545,2.0476778166090677,0.5866538942145522,-0.2714103715839072,-0.6161078149759041,-0.7756147062596896,0.8406148224799117,0.023076088457327046,-0.8405216315042748,-0.5084166809319484,-0.302928793683548,-0.8378690687763294,1.263107763982978,-0.7143173963334091,-0.49759184345020646,-0.1204378738085267,0.969010928943378,1.6293028708449842,-0.49164089807362493,-0.058361244248544705,1.7054760721309024,1.0044337601346913,-0.7267395430151784
SIDM00362,-0.7005576752355215,-0.3955172804574133,-0.6643737090712631,-0.8540746458136264,-0.8055091320431721,-0.3940424231596506,2.348742931099219,1.781337603413572,0.8225568422995224,-0.5307018789207258,-0.5029021505086022,-0.8211524765456374,0.4837455031943289,1.1976971616686731,-0.8809031022797186,0.7569705797853173,-0.7342093302047591,-0.8432058792694963,1.845798389325056,-0.8239881952264851,-0.4572500026402047,0.11815057704830204,1.260120538225484,1.9738087989146704,2.377139185577052,0.3616246314690284,2.7076962893465697,2.1045471979165624,-0.7845033700234219
