,PLA2G6,PLA2G2E,PLA2G10,PLA2G2A,PLA2G4A,PLA2G5,PLA2G12B,PLA2G2F,FADS2,ACOX3,PLA2G2C,PLA2G2D,PLA2G3,PLA2G12A,ACOX1,PLA2G4E,PLA2G1B
SIDM01247,-0.7249336592666579,-0.7198990161095331,-0.6046157295065849,-0.8652479946193773,-1.027686193908418,-0.9400839290803525,-0.8485166990274179,-0.8866149838710932,-0.4515175939369129,0.406836098129498,-0.6841640719816796,-0.7672507537994886,-0.6355883384240633,1.3844521514948662,0.17801306945259326,-0.7826456343809485,-0.9650879067822566
SIDM00817,-0.6681252450452199,-0.8010727305774971,-0.8551884459453323,-0.8316824441788054,-0.8716005825209844,-0.9890188961285397,-0.8497077288386706,-0.9430736574603088,-0.35889956922912364,0.45801443814139736,-0.903719650459403,-0.7493412190196761,-0.6630705259030653,0.5883717356662869,0.5161761246920661,-0.901758677537821,-0.9057231475980101
SIDM00448,-0.5248206204364745,-0.673999140951472,-0.7482230090159852,-0.8293868964049822,-1.0441155349894171,-0.8769258467954729,-0.7387105010373811,-0.8372852142769205,-0.48725203456678645,0.8302340916296578,-0.708955801645467,-0.7578557063130639,-0.7300629459753067,1.2209322969947618,0.7458691171203623,-0.7618557542766419,-0.9073403075056354
SIDM00086,-0.7547341637617487,-0.8002063665512481,-0.9589427140588851,-0.9050073582403115,-0.9219384443051302,-1.012432440542209,-0.8240901628113023,-0.9309504406567594,-0.5449384702695927,0.31777902771100275,-0.8550441210709939,-0.7802982009506759,-0.7070014466683866,0.34882184835087265,0.19474294096137112,-0.9109125071096633,-0.812452813985552
SIDM00466,-0.7631723119445962,-0.8442497198842676,-0.12826483392116544,-0.9104537982014718,-0.8662228604854729,-1.0603104833382193,-0.8740001326223918,-0.9381231884921254,-0.5193451858671697,0.6844211042325714,-0.7476462456929123,-0.8456265611349012,-0.7490864568194786,1.157349866833208,1.41698406304669,-0.7921471931907812,-0.9252876477243337
SIDM01132,-0.7198965463226819,-0.8042642750685131,-1.030087458779403,-0.8970121983627302,-0.9164479560052887,-0.9321034417663434,-0.875359620658999,-0.8643098731646169,-0.5048373225533531,1.1226369532364557,-0.8328434441453972,-0.7766188306014492,-0.5797738440082245,0.5884940924185512,0.656567747254373,-0.8102015569919778,-0.8520860952085537
SIDM00465,-0.6627948134054785,-0.7851842369380982,-0.9589484303440796,-0.9275817505528883,0.9220180002170467,-1.0061626678761046,-0.8937522773561045,-0.8682820864197262,-0.5703485175027222,0.6316149092176976,-0.8223435578465679,-0.7567487018641608,-0.5906687704201109,1.4219493138015682,0.676986735291403,-0.961996183949133,-0.9000628075294337
SIDM00565,-0.7130208255207808,-0.9238235264880911,-0.773913541326689,-0.8855415925344465,-0.8177841256918509,-0.9945031712790754,-0.8680861048071787,-0.8018398593790016,-0.5739922749656947,0.2895972094255698,-0.8147907974874132,-0.8360425419044081,-0.6527245165255618,0.7503584205775046,0.6322892594497622,-0.9217321496492752,-0.974338049935138
SIDM01092,-0.6436868852866556,-0.7564360107123289,-0.804051044237547,-0.9023978893076616,0.29761836479551573,-1.0025767592783188,-0.8614376751736086,-0.7573108300317153,0.6263984475870411,0.6704932628519137,-0.8757221203516613,-0.696358487463892,-0.773132896200898,0.4331849306499529,0.5872414324028672,-0.7994724529681867,-0.9974921678705807
SIDM00218,-0.5604637291815294,-0.81469300622508,-0.865452052377906,-0.8367460461864591,-1.0092919979935957,-1.0169269260474383,-0.8345309147347989,-0.9440451755673546,-0.32056284083521286,0.1574812434177323,-0.6050536458254231,-0.7323963679587515,-0.6998907462401772,0.7352346651293953,0.4110401552772837,-0.814443451623122,-0.8802374960660015
SIDM00044,-0.5766203623001315,-0.7468356962614632,-0.9161052812137193,-0.8602322141914214,-0.844723009723184,-0.965508994553092,-0.7775778768129213,-0.989639433926863,-0.5387463605222936,0.42082669848121873,-0.7743540324049311,-0.6842655485688448,-0.6054624764930849,0.9319742157341979,1.7551766190532823,-0.7778472768710242,-0.9421822430414818
SIDM00362,-0.6608350377468213,-0.8076658186131473,-0.750111760447334,-0.8848436142530677,-1.0011196203648003,-0.8963923328140361,-0.7831358832313094,-0.7980115324557956,-0.5734675408319059,0.24968430458777102,-0.7945275141128373,-0.772145410488835,-0.532915671686627,0.8688997964664793,0.036878064401356075,-0.8164979503376908,-0.9135100754084577
SIDM00813,-0.6995995187112178,-0.7732108674687862,-0.7762013655216194,-0.9071199390959196,-0.17014853842669472,-0.9907388366675918,-0.8445559686271628,-0.8896991578048413,-0.19543479208712852,1.2248572598887055,-0.7918308756455598,-0.7810121182434684,-0.693703535761459,0.6179097931422886,0.6295522228244259,-0.8765159179261884,-0.9403601121513123
SIDM00364,-0.685293021220672,-0.9175217391975481,-0.6720074958309462,-0.9069055408104589,-0.8002728420217988,-0.9220245536761899,-0.9443633138526626,-0.6428181259595412,-0.5001365779575768,0.03276013090560344,-0.6537878283328756,-0.8079097219378093,-0.634231744925569,0.2691844543465571,0.5200075862782174,-0.9036214476289287,-0.8783754924383822
SIDM00792,-0.6644280767332621,-0.9229231363837629,0.5672136493234813,-0.8963297822784013,-1.079919413931832,-0.9443240522024136,0.04381066695610645,-0.9047783364600558,0.30219859768113083,0.4859285079390344,-0.8756572134685674,-0.765237441999277,-0.4457332248094793,1.5360682078190115,1.114276637585091,-0.7956272840795127,-0.5437082010840433
SIDM00241,-0.7323122136513006,-0.8272626697613884,-0.9524110911932807,-0.8694121386599243,-0.8759113056498405,-0.9789502274165874,-0.8786106321482685,-0.9950204340115355,-0.5168111451397284,0.8593519480436929,-0.9371341059555158,-0.8214862304095629,-0.7235060148159356,1.4302940541540168,1.547843987949077,-0.8406212769323831,-0.9163001886981785
SIDM00091,-0.7384079121141748,-0.8140673194033357,-0.7943739566108963,-0.9330174250283909,-0.4828364893276688,-1.0027744420476985,-0.7516630623223204,-0.974452226624792,-0.5880238759581191,0.3011976273996632,-0.8497228075488721,-0.8026204983274408,-0.6309346551094297,1.0482599465072853,0.7812181716295046,-0.9028118174143658,-0.9409010779400487
SIDM00427,-0.7086444895558618,-0.859322768802362,-0.9171683677828758,-0.9227612531891769,-0.499458536819251,-0.9936577423764242,-0.8112559081850743,-0.9546495855094139,0.37186251050264824,0.4778111993953166,-0.7770456142331992,-0.7687574421917329,-0.3975779693136902,1.9020839469654727,0.6520126693849254,-0.6751843426935447,-0.9014245457743262
SIDM00758,-0.7105793099761477,-0.8400689038309823,1.1056734182011994,-0.845466652657417,0.9043902257628584,-0.9600988473598867,-0.9286255344549519,-0.9384913779248283,-0.5314058422804484,0.975161115849152,-0.822992796910953,-0.8216232007491665,-0.7390473812208306,1.5430009577545785,1.345464477625573,-0.8815116019659155,-0.8999994543165016
SIDM00612,-0.7253688043694401,-0.8096565300930769,-0.939342380859694,-0.8848463012710138,-0.8135852275316727,-0.5392960857906862,-0.8267244278642274,-0.9053493638620528,-0.004289120770921043,0.9247374557454661,-0.831817808810546,-0.799514082464945,-0.6489821961941385,0.9251720335403628,0.5770367484416372,-0.905665646204505,-1.0095465405037136
SIDM00553,-0.6264746451728553,-0.7925296305325288,-0.79009687406901,-0.9003440866256293,0.514771818967984,-0.9428995729690309,-0.7133586397654842,-0.8368534605460909,-0.581152361378928,0.788397890917762,-0.4076587399196053,-0.757438551210346,-0.7613880109551716,0.9217951304663674,0.46715658614569433,-0.7398062862866626,-0.8791892841872783
SIDM00343,-0.7096341623832675,-0.8336986917355598,-0.9378828167033846,-0.9184246811271284,0.9894825417433059,-0.8907235699837126,-0.8406380812713216,-0.8084232889669234,-0.3071586681947368,0.810205132667265,-0.9056184071382569,-0.8350526717414384,-0.707801818304459,0.8094314330543071,0.54212394430584,-0.8413643696351257,-0.9249078843469295
SIDM00543,-0.6614169068512573,-0.8430796062988986,-0.8497361995624719,-0.8936311243265562,0.7950676648758421,-1.0620924574181512,-0.8353005472956948,-0.8670901381479671,-0.5649153525133992,0.7723400769887282,-0.8646477482372152,-0.7608086202747604,-0.7064665824580183,1.1091721008159086,1.1427695780091005,-0.7038467117750543,-0.8533208325211056
SIDM00537,-0.6995906094762696,-0.8439439342297973,-0.617638482164238,-0.6518544938848319,-1.0234908252714097,-0.9572908809346851,-0.8430962274673639,-0.9411973543603581,-0.11876632775196407,0.8765826886289682,-0.7704792293202696,-0.7931110337250724,-0.69631644165826,1.8155495495124279,1.2065573809662358,-0.7879134784547627,-0.9059067346593653
SIDM00332,-0.7342966304239535,-0.7796684494544124,-0.7588750386817555,1.5919141339372334,-0.9196303068875576,-0.8505375481573582,-0.7980575252706625,-0.8885813365452746,-0.6752036418656732,1.2387417277941257,-0.8798624606012914,-0.8044035294949372,-0.7616239955109599,1.3499349544081718,0.38024904135538545,-0.8470349093197598,-0.8360485681877157
SIDM00299,-0.6873089117354622,-0.8695565581506727,-0.9721359613640677,-0.897272410385954,-0.9615457955909601,-1.0408914689560222,-0.7585954372084096,-0.9223305903664433,0.8691167599527488,0.8360742051265303,-0.9299927697150895,-0.8472675889207529,-0.6701587925484878,0.6019533065214384,0.4860588176541313,-0.9284047736978677,-0.8876916345651743
SIDM00308,-0.5810037726529267,-0.8907913856113447,-1.0110676051840555,-0.7775274980277411,0.45042667144237825,-1.010140266830213,-0.7998483483625937,-0.9965968695438829,0.8562867159181572,0.31531293329731375,-0.8429191017241136,-0.8087647089671154,-0.45241894542846856,1.2818213056676027,1.0614003125352236,-0.7009172093634254,-0.8263429092751993
SIDM00227,-0.6881409943444226,-0.7282396392659324,-0.9919455659859825,-0.8626251703770892,-0.8798506202904768,-0.9486383437301283,-0.8626000381402376,-0.8383559527961455,0.1132954009018398,1.2031834366834882,-0.820785821878341,-0.8483473730424069,-0.676221410859065,0.8912033771194001,0.5860291353624052,-0.769208677096928,-0.9131578793044898
SIDM00294,-0.677068621188153,-0.7870183493492131,-0.7132893949328668,-0.8642024401214025,-1.118453653048085,-1.0026667481005926,-0.8215243862379048,-0.9610004206281749,0.0686983359208329,0.4179734865843711,-0.9061138474289185,-0.7813145858703305,-0.7271538346947166,0.8761554392245693,0.5443639410146522,-0.9950974314159091,-0.8819094789968562
SIDM00677,-0.7185362314933051,-0.7171842203752563,-0.4909382224373393,-0.8120129964528192,0.7107147379894426,-1.0313650968195913,-0.803007015952257,-0.9306916525568636,-0.605482640817835,0.7215874509152846,-0.7947396401268816,-0.7823867790877859,-0.6965034066052274,1.2939435349463007,0.9122214540682425,-0.842506602028772,-0.8898665803131088
SIDM01220,-0.7222474564479874,-0.908864240637385,-1.0021375257988205,-0.8787752507131839,1.4726337415706552,-0.9687396379318086,-0.8443705436836176,-0.8855123338445233,0.31923948277269315,0.8760879768463574,-0.8552631462243917,-0.8077532956567361,-0.6060095364204594,0.9508455273733093,0.46964534280208187,-0.7867056327462933,-0.9412154685411677
SIDM01259,-0.6737946239085562,-0.756722328127027,-0.914036104274708,-0.9040810003344315,-0.8806128955408137,-1.020021927156497,-0.9098533369334505,-0.9216051904934643,-0.2724540566073687,0.0780937157899459,-0.7691454747071707,-0.810873115573918,-0.7334429837402877,0.8303756274369299,0.49538774157190196,-0.8406554343520098,-0.8786066457407475
SIDM00680,-0.6932600439204074,-0.7658638507133592,-0.28421538330231205,0.9654834450434514,-0.27280030112241443,-1.0004381675525815,-0.8087934451707902,-0.9253769221131605,-0.2540896143864193,0.8816458443604426,-0.8291807412411769,-0.8289714215115738,-0.3541868167089862,1.3475962988005696,0.7910193866348204,-0.7184580160998207,-0.9013768313243543
SIDM00346,-0.45056415768942293,-0.7584281561071964,-1.0216885062214343,-0.8729848054306835,-0.31490549135863827,-1.0030318764305004,-0.9138199436399757,-0.853071975316774,0.8272195067106165,0.6018953875214113,-0.6340845667953762,-0.7659416746729069,-0.683717124564745,1.1128121775373845,0.9438731748175365,-0.7956240540740367,-0.9737249706625649
SIDM00129,0.1333490293698853,-0.641329023101005,-0.8268898422114824,-0.8693539422842745,-0.4923846563205943,-0.7738303140633443,-0.9100786176947155,-0.8677943566038475,-0.03870704330308612,0.9559613818993862,-0.9784330587078783,-0.7452436671906775,-0.5139799028820567,0.7785121885434482,0.6922230183342966,-0.8537720197589649,-0.9410532067677746
SIDM00627,-0.7558233192804683,-0.8144520835779425,-0.0640889945397571,-0.9061815609458634,-0.157255958535531,-1.048390519904779,-0.8904487649745614,-1.0257236985239186,-0.6678828020609877,0.5161975690653373,-0.8544537174973358,-0.841498542058963,-0.7052765301727204,1.0124423809458027,0.7191359090812416,-0.9222173817464882,-0.8872643008524088
SIDM00293,-0.6937984888012096,-0.9303048199889467,-0.8263010047670797,-0.8803737262126662,-1.2266547401866132,-1.004361696892425,-0.8688591111199064,-0.9463219008638178,1.125846534730329,0.654353317202311,-0.8304549200637997,-0.7905552486783208,1.0393115471058483,1.9015190579104204,0.7479990966857447,-0.8144526602457811,-0.9752067696933253
SIDM00274,-0.6825068777706661,-0.8396072794275221,-0.7051957069686401,-0.9484421276056927,-0.9827197526701646,-1.0035997422006433,-0.9623228826988665,-0.9484324317101168,-0.5896416657476059,0.796793501369613,-0.8555495191110785,-0.8154965500258895,-0.5506063740433581,1.4512187309246956,0.6497271624954593,-0.8579808279057467,-0.9519212265881559
SIDM00544,-0.7355289906612044,-0.726959331829299,-0.8562639170639157,-0.8528917625965254,-1.09262434894973,-1.0208902400707836,-0.803791689647692,-0.8732453574198723,0.4055808578812407,0.7493996562430374,-0.7620800060206747,-0.8405651906741387,-0.23651206469519764,-0.04055423289083928,0.8370939406944362,-0.842018060169396,-0.864662438028044
SIDM01006,-0.6007437796377249,-0.76922549594487,-0.37474057445039904,-0.9154883952526041,0.5311475308708478,-0.9196143002421666,-0.8506474972728878,-0.9640343704253145,-0.49929650292756567,0.3823895286255733,-0.8053412429345759,-0.764417946952124,-0.6907688196926948,0.9468927972602551,0.3601031064616538,-0.8630207566487956,-0.8623001093886451
SIDM00302,-0.8219861539330005,-0.6915874226400178,-0.8675101083386839,-0.9071480897050043,-0.8881901388729777,-0.9385082326894979,-0.838319714851468,-1.001319554633929,0.029814194155396403,1.0194832108516847,-0.9315790378580834,-0.7974037137509976,-0.755141486015398,1.2426848689757293,0.5594195498505659,-0.8795217091497893,-1.0228816495771174
SIDM00549,-0.5325343355300889,-0.8140691204670404,-0.8129818633649963,-0.9151187296035429,-0.9258669206801247,-0.999513297706244,-0.8925514084374089,-0.9225382048696679,0.3957343817659843,0.29008802976266,-0.8420769614363084,-0.8015932684861526,-0.707444801956154,0.6560213093421436,0.4840639254110586,-0.835046562884288,-0.9036829807495786
SIDM00292,-0.7717070835181937,-0.9200149872520904,-0.6082827936597999,-0.9763852240229065,-0.9985468383549797,-1.0881693176555545,-0.9752256336469958,-0.9199299430689387,0.11403160377974379,0.9025055833112199,-0.9285789589700979,-0.9042308477295001,-0.6926597038897921,1.4259110659571783,0.6236461396787522,-0.9107318887236543,-0.9786626734938265
