,A4GALT,GLA,FUT9,ST3GAL2,ST3GAL1,FUT2,FUT1,HEXB,NAGA,B3GALNT1
SIDM00465,-0.7548373755110743,1.0888622835526738,-0.7977444097670546,-0.5855167972637639,-0.6204028145426902,-0.848590778321467,-0.36637433120915225,2.7847772992100155,0.4968888335050163,-0.4462915463129609
SIDM00565,-0.5984000161228443,1.7927105586365693,-0.8915724828102032,-0.6695803099990513,-0.10621805287951899,-0.683844100617617,-0.47561726114737457,2.7470710302579313,0.4740046868583142,0.9161609812350804
SIDM01092,-0.7539892464051342,0.8676048735665786,-0.9998103026383534,0.27766781838246396,-0.19474874094469952,-0.7571685836780367,-0.46516384094550717,1.8868928365170887,0.7645493476388319,0.48112516328918353
SIDM00218,-0.7865034499293244,0.8797607113468372,-0.8023811812744694,-0.7085784648819168,-0.018489058031244933,-0.68335895316274,-0.40545212616391174,2.4759024722393237,0.5365178418763248,-0.29213380750652096
SIDM00044,-0.6772899286654078,1.4845276784776087,-0.968043561193234,-0.34570942804545873,-0.45804572441143976,-0.6973835717270892,-0.7212265886411826,2.8361318278780314,0.09345316922062101,-0.279148570503044
SIDM00362,-0.795529946812096,1.289261984342526,-0.8483861220109095,-0.2231458135369224,-0.4197785450599457,-0.796199886051361,-0.5994694533433241,1.4850666530733019,0.0071699018127000065,-0.17941480156732953
SIDM00813,-0.4789110385614574,1.8255856102986103,-0.8637448856547194,0.14183723174896334,-0.19138981956683027,-0.7298916826938511,-0.4991967373482011,2.1080362405193402,0.6310084832576186,0.11402270082235451
SIDM00364,-0.7229504807881572,1.0427292718283478,-0.8788594486645855,-0.3722440174270891,-0.5144360023948764,-0.6971885706169731,-0.4867484170106002,2.4253143647172792,-0.22569689144125898,-0.44281219500936225
SIDM00792,-0.7301212619391344,1.6753565323554651,-0.854025757487891,-0.7016874521230094,-0.6722067141572325,-0.27748353800799525,0.24274654706282045,2.1084843980395673,0.3641115988482075,0.5535312898641903
SIDM00241,-0.809786922546178,1.3357646624374442,-0.8688068166746082,-0.7000481957027755,0.3688492085346363,-0.7249928642954455,-0.5380441777871936,2.248597048249676,0.9709026202723616,1.4176228385366882
SIDM00091,-0.7756941539724065,1.0888369515188496,-0.9611671521181322,-0.4504756524753133,1.0622022036825818,-0.7300201170875911,-0.5729724105133172,2.4848826176772705,0.6605158568033903,1.5284927808228614
SIDM00427,-0.7061506804887843,1.6950098866725212,-0.8398843326242794,-0.5146790136313758,-0.3845629344960392,-0.8337908885092239,-0.5815427909561467,2.504447561587192,0.5650261257240924,-0.5661472190083493
SIDM00758,-0.7240045318695414,1.2854773908862414,-0.8100060960731914,-0.624729123102308,0.5835491260599484,-0.2862098178711198,-0.30440206936610475,2.4215519749679166,0.4707932121870301,1.552657011512414
SIDM00612,-0.5401592791175429,1.4162647020106567,-0.9048558632598107,0.23241356558877274,-0.15240142347650112,-0.7579451803046727,-0.6932309335043222,2.6742902238456114,0.3370857013283961,0.6379446750451805
SIDM00553,-0.6873666074082736,2.302396151407326,-0.646016497722932,-0.3184610742670335,-0.11738029168776817,-0.7648816272268326,-0.5475456566777842,1.9408780090277684,1.0388924863499722,-0.37431977012996454
SIDM00343,-0.4758064613920917,1.7411004710688558,-0.8429665567352019,0.005880696685439527,0.5682401840016972,-0.6833454968834017,-0.5976768959432619,2.9244417928729898,0.8569275267455775,0.5689151269419526
SIDM00543,-0.6563240481236509,2.2070808808685163,-0.7509755558516908,-0.04871105102377161,0.30722193635315087,-0.8087773349527542,-0.6049661353669016,3.2334435137144393,1.686971010656935,-0.4823295657658061
SIDM00537,-0.7608032810576543,1.203206668152199,-0.797065622141534,-0.4865227746914441,-0.5153981781845753,-0.061928503006457455,-0.50836682824748,2.842761218855764,0.9888650505644797,-0.4500513155624564
SIDM00332,-0.8078838754877448,0.7888622911137462,-0.848283054118478,-0.4800475029492233,0.25940360014629504,-0.8101270807873672,-0.5582216846222936,2.252485460501244,0.9591238218247461,1.0109995125542013
SIDM00299,-0.7266682446352469,1.321712749487093,-0.8330712019556553,-0.1054828746222815,-0.6014985954881278,-0.7673073404111369,-0.6937018400535663,2.5074499210463133,0.507150266371476,-0.45759144716968136
SIDM00308,-0.6067140601818578,1.3424306600171334,-0.8120391041717482,0.17637740286989387,0.5681834990991531,-0.8046848814981108,0.21328328721440143,2.1447875655602497,0.4098454007785699,1.1927047146731784
SIDM00227,-0.7542270197604031,1.030125650291959,-0.5939385711314832,0.05858868895637636,-0.13661828082580407,-0.7964392435790081,-0.6862950113136864,2.168950447910172,0.18328576710306418,0.1277154744172159
SIDM00294,-0.8155152703519815,0.8653262046689838,-0.7497064146252012,-0.41294881632302777,-0.5841220985808963,-0.7907138481686294,-0.10223439239032306,1.318403489133288,0.6164624503848365,1.1253993494527552
SIDM00677,-0.7184433652438981,1.2945047939131678,-0.8362894866968966,-0.5350991328563423,-0.517095957948572,1.1782329180152324,-0.16653358178737476,2.856882807090512,0.530026926558453,-0.4903071728494485
SIDM01220,0.8571666853337213,1.8198230381212994,-0.8330639082025613,-0.18252084469159943,-0.0017639398752159225,-0.7875824430406362,-0.5953230997482931,2.479331875691562,0.9516761321580214,1.3959356340569065
SIDM01259,-0.8028576012729363,1.5049400137528333,-0.8203108808987792,-0.5029913667659314,0.06885805454853143,-0.863734088975098,-0.5819060438177045,1.7521214937916347,0.14301365799195928,-0.5006930705243455
SIDM00680,-0.7802067520947151,1.192457450882001,-0.8424342398283494,-0.4982509914732308,0.017088654750691854,0.28176262674500113,-0.06157570883670657,2.6833562291794353,0.4718898422931664,-0.559456287999747
SIDM00346,-0.5217388719879277,1.1840524522707994,-0.8826616511670788,0.7625861182601154,0.7395211705367755,-0.700264860127507,-0.16076701310961827,2.4365283859574274,0.952307593838048,0.21167483097507214
SIDM00129,-0.5678115159301981,1.0164523129339214,-0.87224932172941,0.16141175233324911,0.27932176051575547,-0.8957599376031644,-0.6822199866791818,2.584490629620132,1.5660767257982113,0.47232483767353856
SIDM00627,-0.6358344157675825,1.3894593601277379,-0.8933240980462618,-0.6323401412098444,0.5493617777916753,-0.6795425884122775,-0.27569859950784914,2.6555648539570234,0.4829603581512512,-0.014367763428380581
SIDM00293,-0.7921432417039102,0.6244229861414096,-0.7982434966939488,-0.5430982249021606,-0.577907203300862,-0.794865721475431,-0.030055048571487504,1.5127886414108174,0.08088900866414347,0.1937071988029632
SIDM00274,-0.7093701865167028,1.5386969464275961,-0.6871664955820875,-0.6209528561704196,-0.35650135615250067,-0.8176926557092251,-0.5169148310917908,2.2358738749153093,0.269285797065195,1.3485986306075146
SIDM00544,-0.8502468943124496,1.3343819477114525,-0.7442345497963769,0.0038318391090015917,-0.31234338880307133,-0.768010664457763,-0.5087287882304112,0.7401600215782729,0.4622482494178981,-0.4618856742829295
SIDM01006,-0.77715634826805,1.8544628802816763,-0.9013371918735664,-0.24432657130400834,-0.011759725514695858,-0.7532227137027561,-0.49383942608725173,2.6627582723678773,0.033082921456792695,-0.4671685588104374
SIDM00302,-0.7992353553395056,0.9932135720746815,-0.8132575432525515,-0.3446445905396407,-0.5647262195422126,-0.7112570238317465,-0.5820831781458726,2.2797371830974,0.48428950089093625,0.737264495485954
SIDM00549,-0.678693534872141,1.476112452825022,-0.8385450995751034,-0.2092413933917353,-0.216195979087017,-0.7861581664144147,-0.5468033995587293,2.0651996347333035,0.46099078882468286,-0.11630607706617722
SIDM00292,-0.8620393839687511,1.000528873971384,-0.8159762183646734,-0.2621051140766825,-0.6814559492290071,-0.8611894699842263,-0.3788571491223828,2.254619980106062,-0.28516446327105827,1.0800599921154246
SIDM00623,-0.6985928998804853,1.7294228791631219,-0.859814389986318,-0.024313158214609474,0.02981264711425139,-0.8143830325444875,-0.5908300019828995,1.7822382503923364,1.1183960843477587,-0.46353044877985833
SIDM00638,-0.5701574501725349,1.669153781284322,-0.8596880045063404,-0.5868528106492844,-0.3669415781994637,-0.7779651935036563,-0.4986231053107797,2.188843990000143,0.12621160100813428,0.607809280934455
SIDM00527,-0.7400993052287524,1.507313407423869,-0.773850953010839,-0.49307862760753085,-0.4093711491173168,-0.7659062714231631,-0.5957062768010604,2.5333586861809008,0.6597199918797186,-0.5187222671386204
SIDM00976,-0.7055205759442358,1.4277255287275563,-0.9694582200528972,0.09672961046065784,-0.31893705184474436,-0.8292307550246338,-0.5872062440542176,2.5875098852319005,0.4669443247482821,1.4808056425805174
SIDM00316,-0.8729819881292751,1.1863585096719536,-0.9688770424405347,0.02848504500713094,-0.18419698166904067,-0.8746095162778371,-0.6773155639243628,2.3531168984948025,0.6597444239277219,0.7820919574317324
SIDM00326,-0.5975258434240271,1.60215849579235,-0.9675751329706376,-0.002739892978007399,0.1601567272885991,-0.7724598794811548,-0.5963300856617666,2.4145003661866022,1.0371565016952837,0.38464296660127417
SIDM01093,-0.7374161841774514,1.9441454453592761,-0.8426110856338449,0.3779203024241308,-0.4550823878800547,-0.8593979359090729,-0.6115775790420215,2.4112506745530218,0.9405228226543382,1.151939497797923
SIDM01098,-0.6254219802590398,1.3527389332269475,-0.9672072619897735,0.0021934142690545207,-0.5641316815422042,-0.801307962350915,-0.6721536675541907,2.211527512005661,0.12042046899500539,0.4812411093037979
SIDM00424,-0.6934167350572243,0.9074452260561137,-0.7735745173468952,-0.07080796586802775,-0.43267759687591545,-0.7532096893763053,-0.5633624823462698,-0.8239573949334659,0.16210102588485018,-0.42345935970190884
SIDM00973,-0.7452165963072964,0.595112556657047,-0.8065552221331082,-0.2823448363095632,0.36555390281049815,-0.7265415247758643,-0.6778885038326548,2.0596326933653755,0.6454371487661996,-0.4322189973095128
SIDM00411,-0.7423290792045942,1.6526566336459894,-0.8817245902895966,-0.6180268210121151,-0.21254151481539937,-0.706536128560902,-0.5571422995298637,2.3862089624746665,0.23786922499568597,1.5838466864387226
SIDM00374,-0.8639864432913317,0.7007177355808534,-0.8229073014066739,0.5534488045053277,-0.44779601563781735,-0.7648658446409247,-0.5822506689252445,2.0039687379750206,1.1047654442646846,-0.5519322461667626
SIDM01160,-0.7049443365502055,0.9821936967769904,-0.78621628492208,-0.5282618314436704,0.03000851749890774,-0.8872897709930903,-0.3553791586899351,2.3066337143700535,0.5487723309913225,1.1605836170830928
SIDM00145,-0.6658566812606852,1.2916362812890545,-0.7290165446308382,-0.14289152352402454,-0.3912713461339476,-0.7338438406991135,-0.5162379721582083,1.536786762355622,0.41730606487502675,-0.36645900838370216
SIDM00975,-0.841773491866793,1.4085388145032591,-0.932432294355953,-0.01978286292397869,0.693188896799665,-0.8340435832622638,-0.605088958070768,2.6011895845545996,0.7053790829852857,-0.27845112253792614
SIDM00971,-0.5832574660282499,1.2650325340612236,-0.8849322934757863,-0.7482203286498184,0.8660470859364969,-0.8321484803455287,-0.5099661983424164,2.3736933300368714,0.7521991576164664,-0.20653684439775166
SIDM00251,-0.6598150714513646,1.2629714643101055,-0.9007257232899015,-0.5413391016387306,-0.5008745188951347,-0.16905061449399988,-0.26763456631520866,2.653817835701017,0.48549565616575835,0.5660068633491686
SIDM00412,-0.6341376410084713,1.3610254889848312,-0.5437012766306731,-0.0735318550614747,-0.13807889994522562,-0.5724804087049725,-0.603927711851201,1.8117955635943557,0.36112296285963347,-0.08523069072391425
SIDM00023,-0.6486103667632865,1.6148563978049195,-0.837533496775955,-0.46467815274073765,-0.5412374832593645,-0.5576774920281533,-0.21380481350041444,2.0625796026796315,0.9399539584616863,-0.17933028487947977
SIDM01198,-0.7429640348040983,1.1982333093456945,-0.9230084178816536,-0.15063242586330766,-0.3549724994600522,-0.8003263851513249,-0.4195135556104455,1.3775708184574629,0.1371545657109755,-0.45517485324071544
SIDM00441,-0.7794443001912105,1.6743563729572142,-0.8521882848179608,-0.2558119424608005,-0.3197859680778353,-0.7031490587821518,-0.5340359042479498,2.4553782631820398,1.2434079739487398,-0.262589939419571
SIDM00388,-0.7451803006569685,1.2013716380128037,-0.845075366114482,-0.3807095983046758,-0.18592086661381554,-0.6901058611737306,-0.49027640022745744,1.9876145446533076,0.1882913690890765,-0.3678200112153844
SIDM00417,-0.47491960986370685,1.4180089729453824,-0.9771139617370713,-0.22538836247081462,0.6631076055427567,-0.7027568908838601,-0.10716756215940712,2.6376568388374264,0.7329106655273934,-0.44423920805183964
SIDM00416,-0.6249428802228245,0.925127775625406,-0.6812105140784673,-0.28127239842568647,-0.5376205448381978,-0.6699069419731004,-0.5938015048893104,1.238081465552861,0.26812007485721506,-0.45408632977826413
SIDM00974,-0.8548034891093651,1.2242322094966744,-0.9057848523819048,0.06627105564861867,-0.33548285098343533,-0.7255660234217898,-0.604909801213234,2.9950821945312813,1.1804321776701256,-0.20654712181742169
SIDM00833,-0.7949531206917541,0.9073221420418457,-0.9082744339488789,-0.46706028979951825,-0.45483956478126203,-0.3084121631606282,-0.23884851446611163,2.586176586814179,0.529947160039403,-0.34397323216741843
SIDM00562,-0.7553870169923763,1.2994659563965683,-0.7824223237006536,-0.6519032898905462,-0.023403655969061795,-0.645568287851917,-0.15541698443693128,2.299066801619906,1.0999442231924073,-0.25187323443282433
SIDM01102,-0.7477248639619171,0.8735847272801133,-0.8884857822117761,0.597647795223124,-0.13206169865168005,-0.6822550794772706,-0.10532157399010472,1.9558327220477512,0.2923867882415835,-0.3307200997816743
SIDM00418,-0.5141459095406702,1.0632988966226748,-0.8228640415882087,-0.07106733802427471,-0.4339106469776098,-0.7908301384404035,-0.5531724970061918,2.4573480218864745,0.4903655434377618,0.9617185535094865
SIDM00841,-0.7345760023441877,1.8700152377055592,-0.9175222029676539,-0.02018457394107564,-0.5682134617357234,-0.7445850349236014,-0.25098274580565444,2.427654988078579,-0.07731722623850218,0.26734528364121035
SIDM00260,-0.5196210007515925,0.9190797949037793,-0.8369546273138142,-0.6820096801950788,0.883684167815641,-0.5926859595490629,0.14611024546567944,2.6921327796731718,0.7591451416846815,-0.5067598079441736
SIDM00111,-0.7939593806011703,1.4207844955991287,-0.8300626848046121,-0.32958039411556045,0.46998911977128444,-0.769163580237562,-0.5055150305401365,2.7851781719931465,0.5917196152735387,1.3367476839147512
SIDM01179,-0.6329980781768848,1.4049889248869483,-0.8752044856555452,-0.3767866286840094,-0.5937947216368138,-0.667340589957604,-0.5575721584197771,2.7571916440609163,0.8101005919341724,-0.36359108056702577
SIDM00351,-0.7007883143165619,0.9456146490640945,-0.9294280609451735,-0.6380324187863647,-0.011592853913810307,-0.7607313584066522,-0.2328351631348891,2.3670115351567373,0.3552919240044354,0.8136055278864205
SIDM01205,-0.7735039522701346,1.9512913198991577,-0.9236734957530395,-0.32634410376789763,0.3605083271176924,-0.7404404394025748,-0.5385043286009302,2.5864918844778217,1.0363492404456882,-0.36820972686087716
SIDM01095,-0.5821450521496299,1.2417502221396968,-0.946131632192337,-0.522558741931562,-0.4654702923833918,-0.7909376326194426,-0.33970263604966866,2.0842932150329676,0.3348037949713781,-0.41997430050491824
SIDM01159,-0.7734219717740194,1.357396899666561,-0.7009199205708393,0.07215236530027837,0.6527279290633173,-0.8300029201979428,-0.5894484927510633,2.8961508726530734,0.5686847810521639,1.8142454962276091
SIDM01183,-0.6589308442704161,2.337270430190703,-0.8312094279139126,-0.7128902551151014,-0.5937421139038362,-0.5683680173803072,-0.14672021608477842,2.2242618256356086,0.39954364731765174,0.03128525651697828
SIDM00328,-0.7963335398655313,1.3458228646119321,-0.9819179589285615,-0.6021369752164686,0.25937988859457556,-0.7886769028322473,-0.06364606263731139,2.122311567163164,0.3218383492090121,-0.5336869798939674
SIDM00389,-0.7379406545387829,1.3411799133393634,-0.8711972102551188,-0.35129190471968,-0.49737218157779084,-0.7077633771298403,-0.5793547352813632,1.5474456234400276,0.3582030800766781,-0.46019479477981945
SIDM00489,-0.5836817990752443,0.6931212767464062,-0.9445585347329405,-0.47908740921791265,-0.5427692544710183,-0.7757095592481358,-0.21930157927005547,2.417351380865771,0.39414829596363815,-0.5376107956411574
SIDM00953,-0.7122940635019731,1.4285500964300246,-0.7517187030304107,-0.23866566400247177,-0.5579299044404925,-0.8520250765158818,-0.7345473634795536,2.0011997739322696,0.5016895806586011,0.8582892935534757
SIDM01245,-0.7729247837816148,1.5765278528486,-0.8013372813043617,-0.24647078596665753,-0.1689847244204845,-0.7652709277025068,-0.6130297291581612,2.135851806735107,0.11246765400961349,-0.300258550953033
SIDM00929,-0.7475577108673503,1.367605047524431,-0.8333630310752855,-0.2000370640428876,-0.3245658834558564,-0.8532806998197668,-0.7395674540772073,2.3231660043009175,0.5790050511029541,0.5118300465901912
SIDM00732,-0.7142916646552276,1.355579724711282,-0.8477678973660221,0.04274943263064459,-0.24973634672755732,-0.8196007145934199,-0.7725777385599074,2.139683898305135,0.6407166789167852,0.5419571545670755
SIDM01047,-0.7334674674455602,1.2874784563566506,-0.8449967081134089,-0.37174209818003606,0.10407096327393855,-0.7951571351156118,-0.6799040604412384,2.1768794083863563,0.7217534563059878,-0.5516965846945382
SIDM01229,-0.6975120389349642,1.0203188643706942,-0.6971122859972974,-0.4423401097285845,-0.4093968502067079,-0.7936683424921911,-0.643669801125793,1.9557447777082353,0.012292834184139212,1.2320667665317857
SIDM00540,-0.5807554272654463,0.9185126236476636,-0.8877053716143938,-0.6373264958626536,-0.20089026066901333,-0.6961782840232019,-0.30319041695336124,2.407655891202574,0.45331140697386635,-0.18398448918074434
SIDM00264,-0.7614113298287822,0.7419234604429613,-0.6297592564959255,-0.3144225979866257,-0.622336483980895,-0.8550226983806692,-0.6151264095595096,2.220458902009222,0.3498789052335938,-0.621183041673402
SIDM00842,-0.7997878150219213,1.6248344723390247,-0.8140909207046141,-0.0611105285764578,-0.5249212208563964,-0.6699257529975384,-0.6202177868787104,2.3892727524890245,0.48334151946635584,-0.40445332509891707
SIDM00923,-0.7421700273915697,1.5214506030783017,-0.9379366060118084,-0.48428547813046835,-0.4077035602968048,-0.8567481832481092,-0.5131102092626346,2.407684370791311,0.6338558125200944,-0.3884876879184471
SIDM00120,-0.6484224614309216,1.6822423035451013,-0.9219776448319266,-0.2321713993057474,-0.5408254398129753,-0.7570692451236521,-0.6032078509768611,2.5316799149023006,0.8060101851728572,0.9542079876845686
SIDM00900,-0.6077141199138639,1.2188781761146266,-0.8782535727825683,0.34844431353035515,-0.32497565597208405,-0.8075612963406749,-0.6160349864900709,1.7124212846413056,0.37732546483721674,-0.04268084035212083
SIDM00962,-0.8038961670421113,1.6108937253283742,-0.8803139474500855,-0.42084921023202343,0.8034294832476961,-0.7053714681947109,-0.604866175227843,2.3508327922437644,0.5153582828855933,-0.5379957693328175
SIDM00889,-0.6619854650302801,1.4407930818963195,-0.8575803414033067,-0.22311858856969272,-0.5906779577260065,-0.780303637021564,-0.632881461743279,2.4181180430896014,0.791097937094022,-0.47919246936560883
SIDM00864,-0.42021181165737065,1.3722725509697284,-0.8434723246810976,-0.5842132374079428,-0.6496002622539385,-0.5084955640823975,-0.44073032784766164,2.050053455943946,0.6071474550046412,0.7728828015372062
