,TRIP6,CASP8,CHUK,TAB3,CXCL1,RIPK2,TNF,BIRC3,CCL2,XIAP,CCL5,NOD1,CARD6,CCL13,CCL11,CCL8,CARD8,CCL7,MEFV,MAPK9,MAPK10,MAPK11,MAPK13,CASP5,IKBKB,NOD2,MAP3K7,CASP1,CARD18,TNFAIP3,SUGT1,MAPK3,PSTPIP1,NFKB1,NFKBIB,NFKBIA,MAPK1,IKBKG,CARD9,MAPK8,MAPK14,MAPK12,IL18,RELA,PYDC1,TRAF6,HSP90AA1,PYCARD,TAB2,NLRC4,IL1B,HSP90B1,NLRP3,NLRP1,BIRC2,CXCL2,HSP90AB1,TAB1,IL6
SIDM00098,2.379838609531914,0.17507679356767034,0.9242891165639324,-0.8308989634286378,-0.6193114512999602,0.8548335861638269,-0.7417031340419986,-0.28339786643073234,1.0974906569066885,0.9692914242825097,-0.5974709486339024,-0.37560839321745765,-0.836875900850662,-0.9676866375885581,-0.8685581775161453,-0.8650670246924965,-0.5083266204609739,-0.8228135395253147,-0.9660816448267096,0.6977139306832375,-0.7669217782800093,-0.4756331899181543,-0.7276997760261817,-0.8394403076298318,-0.15709177364970175,-0.8802995664098198,1.8655916386926168,-0.5666153657688929,-0.6969387279507852,0.2923845927674045,1.1303467741312008,0.3043844854751119,-0.7743792603095873,1.667558669147865,-0.343991598848379,1.6483030747016976,0.45912016079758144,-0.46038859833741774,-0.7113004867533066,-0.318394420611155,0.44456538250407784,0.6589636762154816,-0.49892019899319245,0.0014760021020436098,-0.8037754797939283,-0.3630652246062885,2.154995863812637,1.79985679730729,0.6532613024524458,-0.8712390350624684,-0.2949271667159454,2.021069976776151,-0.851143685198527,-0.7499602276893963,1.5555546692224842,-0.27158126196301646,3.3054474386091566,-0.7560430815662785,-0.6089068238239358
SIDM00225,1.6562719264581998,-0.1939611193293539,0.6437707919056657,-0.7855745610457268,0.6604538832194453,0.7880513237225552,-0.7278087225899333,-0.8533058149206176,2.1513182397679667,1.1390464336307782,-0.5269293717873508,-0.17389531086140922,-0.6736920593697424,-0.8574030734089063,-0.7509042388137827,-0.8622850435514431,-0.08442580882928455,-0.8509550507703527,-0.9200974976795622,0.2000957203935584,-0.8324668053017729,-0.7125686719868626,-0.6833342933099839,-0.9588593300096092,-0.19510976982855474,-0.9049236169483227,1.2650343747199717,-0.6853352096548434,-0.7893499514946962,0.2388537450441893,0.8509969747005752,0.42574360123698995,-0.776626788998737,1.7580437662183515,-0.007243225693788317,1.0190711677538387,0.5101479725257008,-0.5967082838023928,-0.8108900138577014,-0.421283114915288,0.25589958892890957,-0.2815708130608741,-0.7216888642789094,-0.22703218927617674,-0.8668277826777705,-0.4897567884216213,1.597688898549539,-0.37929532731099463,0.23196136934534228,-0.8645219054956697,0.6412069430160405,2.620542165879599,-0.8124223282481927,-0.7111416607132177,2.005386877581576,0.05066339192456875,2.911783003138201,-0.607362158175031,-0.6459768688716957
SIDM00846,1.6227797275643023,0.016353409982355422,0.7744635098967662,-0.7720517006149223,-0.35485393345605154,0.5736138172314924,-0.7958212129566247,-0.591508282053496,2.839975610929179,0.9858490628884421,-0.7986416175409711,0.03950078574743411,-0.22582294177720413,0.6509056245015901,-0.5189912614535129,-0.5438938509844189,-0.3578006644272184,0.9575282051761079,-0.9283737435710548,0.457256695016362,-0.8319745372127543,-0.6228207916923634,-0.7136275696942892,-0.9363446227728002,-0.04963849424618237,-0.8814619489678958,1.0940291858568938,-0.6370520757146186,-0.7188104744573062,0.9686438289405814,0.7928258086027816,0.40456292514070263,-0.7888154564140833,1.4067817311637987,-0.39802627369409177,1.875637507550516,0.3639110576930663,-0.39863429127182004,-0.9044914118462735,-0.352729821718398,0.24352832135825914,0.5186178137365245,-0.27151166333327903,-0.11960285405741007,-0.7473182955093998,-0.6712031078282313,1.7139928279324435,0.42557407902137095,0.17978758644319345,-0.9286967096008835,-0.39026982026818535,2.2966503486138286,-0.8593477640315331,-0.3253395509021026,0.9332247272653138,1.263348884939372,2.738813354213601,-0.5197993864993841,0.20115785199064867
SIDM00291,1.7938935681290646,-0.08587989722155805,0.6460189546010989,-0.47945480514935823,1.4282186490647357,0.6975981241489769,-0.6350193019167573,-0.8361194112981668,-0.8054122191969741,0.9963232536007196,-0.7708790162818552,-0.016843109525359463,-0.7083198650714857,-0.6705145321980363,-0.8973353118588887,-0.9099168513536241,-0.4667112787276788,-0.9355232748961755,-0.9349404135734208,0.5713066538142987,-0.837953447290114,-0.34911641635691887,-0.6014862650163731,-0.9177477996979475,-0.3314391771224846,-0.7612620738103304,1.0358271512886774,-0.8626645384587263,-0.7360295537169603,1.225579297063636,0.5987723777990166,0.8556571961413694,-0.6813327858758333,1.8822648341613561,-0.27656354822701645,1.3689638832873439,0.5321205356572491,-0.4052012196633554,-0.8652361888580282,-0.47760357639545425,-0.0016074670264164786,0.5140430413396011,-0.7676352397541439,0.17297528456054478,-0.759475168111656,0.16771622557693083,1.4959458562616204,2.4630550306704975,-0.18887854470713913,-0.8272023754372035,-0.7749876670379315,1.0921790145546402,-0.7681737305879313,-0.8192002878988924,1.3126948409287091,-0.6056689539716116,2.899506310235967,-0.4781648443474449,-0.7446144231613362
SIDM00520,1.9122195239521624,0.030203094053509145,1.0137720138316715,-0.5969553869011048,2.4999218116588056,1.1229735456738148,-0.795223583456106,0.4342433307300406,3.4110565699544177,1.0555194168566666,-0.3512349988648791,-0.2159687665722116,-0.7135160680562965,-0.7634389046226306,-0.8152530289259778,-0.577113485662982,-0.469109676900381,-0.6283993589167604,-0.9960900765735528,0.8337964985981806,-0.862436651113198,-0.5327556481560634,-0.1462388941949519,-0.8638160208916719,-0.16472028879345632,-0.8442071152499373,1.0636896826919278,0.5827784174766663,-0.8579475437791155,1.055034312414493,0.5927954956162341,0.5000866377405552,-0.7752747117839104,1.8219857725962936,-0.2071590846690601,1.7106234963064104,0.26042457304454064,-0.47337033470865625,-0.8627783413449072,-0.05536444813360425,0.14772901486491702,0.23145607474922847,1.085930980658038,0.020710770194093835,-0.7984214176705472,-0.3925064026550582,1.4134793909148191,1.5506631510073214,0.034479443721565924,-0.9249181764991233,1.505269477698609,2.119028030378934,-0.6738811112904284,0.11847380728039514,1.821920715893624,2.355158668282462,2.856129296100791,-0.7255699378430696,1.6383091438570698
SIDM00003,1.1199329414977544,-0.1317212141072979,0.8080854029971448,-0.5878514867263063,-0.6436873662561928,0.6222635877339467,-0.7054782993116544,-0.8830545556127535,0.7299326248844543,1.0194070330765626,-0.7803642174526931,-0.22933204315543443,-0.488925322780678,-0.7387624778974885,-0.8811003975187952,-0.8659479843295755,0.3652917889520218,-0.8410558625823387,-0.8939875049874301,0.22274222659955795,-0.8985365541937285,-0.47581097813322953,-0.6557356796945771,-0.9532014415986669,-0.2137803817119369,-0.8467255441247183,0.9238123013644041,1.4286510451177228,-0.7069641020796554,0.7062601294967011,1.0456039542382118,0.46660514256326746,-0.7827889754335746,1.4941918448040206,-0.11790204081599631,0.7053669827308549,0.7243979395425967,-0.3553554029495849,-0.8302311634320569,-0.38296358569451966,0.3122981119006644,-0.116416345254081,-0.8414810906366962,-0.11506771705588062,-0.8050356321078453,-0.09218344342197536,2.3707651969001247,0.8215104808765524,-0.19113642232897307,-0.9158446068226419,-0.8506406803006985,2.1407626100352757,-0.7842850866927853,-0.6212979052046521,1.5112321149213273,-0.5008023437165032,3.1573892688401393,-0.5861771066028783,-0.7419534891926874
SIDM00136,0.4278600249844371,0.04474829783818179,0.6964068950644331,-0.8158244781906332,-0.4358444254787244,0.9825176277197685,-0.6756869152850754,-0.41649542686370394,-0.887316491272178,1.6639399526870984,-0.7625174136284352,-0.21954570595770773,-0.691317009529584,-0.6757323639564161,-0.8059365623900554,-0.8750853182855628,-0.20409696875323477,-0.854044476968585,-0.9836132296998016,0.3634035602532005,-0.825722240816119,-0.7256565331210163,1.1276780632893244,-0.914779368345243,-0.4420605162280064,-0.9252990114603742,1.0813744374197087,-0.8538270356293524,-0.8502736348392277,-0.579874043841404,0.6828406987516116,0.6507892655995077,-0.7541784634605152,1.6768089872122192,0.0958007442839565,1.0878115886825703,0.3851481893824864,-0.5146167363202458,-0.6744362629886641,-0.1720795384535122,0.23620349665749346,-0.34779473375905273,-0.655526488592039,0.07476438450400721,-0.7667227244658852,-0.15774471309166085,1.276149015011666,1.4488966148258537,0.11308467922551155,-0.9006653742824104,-0.6354961029993903,2.2166509857487733,-0.7064766280504349,-0.7816409744924206,1.6951370703555493,0.044477500324997775,2.906502708021742,-0.7008580703795612,-0.7724323728962658
SIDM01155,1.9589926295754014,-0.16137146911116942,0.8409332764721047,-0.758153914625612,-0.406218933314842,1.088252196558852,-0.7406829943835739,0.7807172299189347,2.8321321766033116,1.2363347949849668,-0.7893870475523128,-0.15893598596003355,-0.6562084243455464,-0.6958778794124091,-0.7678605422316401,-0.7117851976730222,-0.12422616538582915,-0.8311485246725135,-0.9583335489099556,0.5941119771820969,-0.7605685514858505,-0.6408856114022643,-0.5042140438629216,-0.973833302543604,-0.2646906403400374,-0.7933071375010814,1.2271617490574238,0.5618683800806479,-0.6930199521296311,1.1417914801697029,0.805368533494707,0.48095139700391365,-0.7461102962961051,1.869589960045952,-0.22455927117607494,2.150255061914366,0.7064244268194239,-0.39447985638265054,-0.8985078892562657,-0.21851964377398528,0.18153784541728613,-0.06354057329924828,-0.6185626876793529,-0.11391729846640913,-0.7784733995793623,-0.6837731776239365,2.040397813094467,-0.4011031688802736,0.33573781606483805,-0.7961014367852688,1.2138947537890226,2.3618269222831403,-0.5331696313970063,-0.4897447339343386,1.9159287624769021,0.21404602298246508,2.8779229265883273,-0.5410169610055579,1.0881750670600947
SIDM00224,2.226814628261299,0.23961781560736717,0.7905576940377153,-0.7597196254265393,-0.734871288375435,1.1934111272889307,-0.8669716464946154,-0.38737392846796315,2.4267927484497123,1.2050015120387148,1.0851855357544322,-0.406497504748582,-0.8314615023550783,-0.83583547865401,-0.7744733232714566,-0.8335858621818888,-0.18331652243619107,-0.9304292946444541,-0.980765686910983,0.511173086610816,-0.8230148513320859,-0.5910349716202077,-0.7133327069498198,-0.9204476458067508,-0.19225343809167855,-0.89491734606572,1.2709020152276147,-0.7133513445806136,-0.6847622718227223,-0.2444372961386888,0.5104487111068785,0.5479442443358864,-0.7553251145901312,1.561376941975169,-0.3232121663862264,1.3702779586551515,-0.5549538999256374,-0.5402735620986356,-0.8300067607129632,-0.49135402231679104,0.0789527780824647,0.046217036445909215,1.135866685107113,-0.18381043591208895,-0.8319561867985945,-0.27842390843952874,2.3772230568455024,0.9689768707023179,0.3403190176261007,-0.9122276503341662,-0.7267459126047037,2.253692894760074,-0.7715401170722949,-0.7330804636535426,1.3916465294260296,-0.3843717687791084,2.9977321284741656,-0.7477271320517374,-0.796678776449863
SIDM00783,1.6167260331404607,-0.1233501377389544,1.2716619765965596,-0.6793145301329659,-0.38189616487940803,1.4632639669601417,-0.620719966230755,-0.4922292700438511,-0.7615497196595548,1.3359556454206776,-0.7984027514136065,-0.25887326257526333,-0.8981131934981478,-0.7795764420100239,-0.8559334111795298,-0.8253222455613315,-0.2986160778235394,-0.9284660134668162,-0.9726520000754203,0.3947305016216078,-0.7746452308015541,-0.5615413761478147,0.11336754893786175,-0.9576299360245599,-0.17482819864841553,-0.7258852468776358,1.4200705775659426,-0.8619236156671343,-0.7592735451909327,-0.30699009562086155,1.1459855128587777,0.3326112379658688,-0.7954861812711604,1.6469718669470934,-0.10910122279981177,1.2972684090602682,0.5324004850994095,-0.714344909636343,-0.8707719816623464,0.11233909031358331,0.01338211648565809,0.517743473728436,0.9704707213586292,-0.07204019371244987,-0.8880382847302986,-0.10790581267674171,2.294745649540418,-0.8739052120314418,0.5032269652244741,-0.9924949766882231,-0.9247957711766946,2.625120873124022,-0.794800539119899,-0.5994669114287603,1.733980952333674,0.19301131983214415,3.11003946059566,-0.6039532896501525,-0.8167020405470564
SIDM00490,1.8344786111329605,-0.14767523063603857,0.4425462701079077,-0.6877081965678908,-0.6397729110447475,1.3980748286776974,-0.7747934465068838,-0.504688296378853,2.0781744099662443,1.4915946383780292,-0.7808229985168617,0.07969552944660563,-0.4347047507436769,-0.8341078267171733,-0.8846397595423033,-0.8179660594850287,-0.20483769344806937,-0.9117458344334158,-0.9508171727495972,0.6724609574237778,-0.7021773749680431,-0.5680585755811055,-0.8005468689069389,-0.7941502970539035,-0.0174878016689622,-0.8337813954745796,1.3560044849410604,0.6405788371934409,-0.9077522790121793,0.9390842306884961,0.8076939561236072,0.4983000834645974,-0.7187186537834835,1.8202507413731612,-0.30307932780470975,2.092596754790833,0.6606740881928407,-0.5283085993705472,-0.875756615267535,-0.18155722727543774,-0.11439633494910502,0.40314300117298263,-0.7275138701652625,0.2047787524487516,-0.8514091651229536,-0.40739936054121584,1.5609625554811235,-0.6998238011204344,0.668292791047707,-0.8800569046937289,-0.2607894392583945,2.3893976959491394,-0.7663480476287441,-0.6950505464307257,1.7134543844105117,1.3822771870839041,2.6580596176380573,-0.5419376275937021,0.25623225001574845
SIDM01090,2.1702020055130045,0.004407363993102998,0.8949709638327606,-0.7329084228763467,-0.5955434641662295,1.9045545313919434,-0.6664733837063895,-0.27605275227087944,-0.7922078584523925,1.5001176030529104,-0.8469696325895488,-0.26082948524552446,-0.6076923487572734,-0.5882927184489278,-0.8079904601874611,-0.7866621066824023,-0.3512899230758478,-0.9180820263749698,-0.8971988925158637,0.5624983155651994,-0.8393316296519714,-0.5691866147546003,1.673034897333278,-0.9149346248347718,0.21842110157354724,-0.9003084326903275,1.3530400584719153,-0.8233894595831249,-0.9008810825197957,-0.185049970747927,0.8721675011693931,0.633215366254382,-0.6318733208061719,2.001283949724983,-0.08234591937982712,1.7001345038891575,0.5937105943187458,-0.48559385841280367,-0.8599539630561576,0.1105245769142925,0.2851504129749706,0.7587641568234198,-0.8260306383346262,0.21937825926408902,-0.5812866283002953,0.1054987740927152,2.1506014368194943,-0.9043004229504259,0.16861759267930224,-0.9036372150168362,-0.7868292318547102,2.144703059848885,-0.8017748907065814,-0.8400593641416657,1.6544220249931618,0.12016883825586966,3.2392109916237692,-0.5980082235719949,-0.7472708354891022
SIDM00394,1.458785648676638,-0.4189966704787467,1.0165748647292285,-0.53483649589991,3.085053887185174,1.342678323001839,0.15618340943963013,2.446806016636964,-0.6845849877956233,1.3272203418508526,-0.6984982474933668,-0.05805673088064542,-0.7434959368520986,-0.7810573108871711,-0.8519474745186236,-0.8963267851219635,-0.10154051081292517,-0.8160771247410659,-0.9043143915087852,1.0188420270145084,-0.6690152187942108,-0.4908051060841861,-0.23645834398907362,-0.9200577712455182,-0.19328952149500986,-0.8924471084058586,0.9329328809125209,-0.02438694573707488,-0.7609762034980322,1.476141819049681,0.8610332654093871,-0.09583599172821719,-0.6753771011659613,2.001580839455103,-0.015605383842408152,2.2830702654154122,0.6029050484084734,-0.6589938441863366,-0.8607474480551451,-0.1885846327464273,0.25484637278073985,-0.33095577701439743,1.4805822580269146,0.180309607810832,-0.8266919319882223,-0.43778089216747335,2.1237541188108335,-0.8149050338279277,-0.022049506703888482,-0.8221258375013306,2.6244002786871956,2.4495136763535124,-0.7472795628593523,-0.7528715172555851,2.9116532555967183,3.1122650104435423,2.7824590201212778,-0.7386263304435439,2.515002174002402
