,ALAS1,ALAS2,GLYCTK,MAOB,AGXT2,MAOA,AOC2,GATM,SDS,AOC3,GNMT,SHMT1,GCAT,PHGDH,DMGDH,SHMT2,SRR,PSAT1,BHMT,GLDC,DLD,GAMT,PSPH,AGXT,SARDH,AMT,CHDH,CBS,CTH,PIPOX,DAO
SIDM00098,1.058975074935073,-0.8667961864517267,-0.685931624411323,-0.89719835226221,-0.6787986537573093,-0.5588230806820473,-0.7489258586637118,-0.6930961016269559,-0.9023787546063926,-0.6471935071225929,-0.580613846456082,0.2337039135252946,0.1684735662311979,2.173371515134448,-0.7534310130349642,2.043812944877613,0.6781521499479423,1.442017483418236,-0.8831292526996595,-0.7824857889655076,2.4578125207698696,1.0045068417387448,1.6316893967552553,-0.7944368927184983,-0.6469007309859052,-0.6341855940252081,-0.8014317065362339,1.2018057672624438,-0.4231652915931272,-0.5972635504888703,-0.9005355130054103
SIDM00225,1.3405802800467832,-0.8174303464257395,-0.7066664611854248,-0.7889720906924979,-0.8561198800164285,-0.5829163420541229,-0.7860607828238685,-0.8490173947729575,-0.8404820341644466,-0.7778626038964874,-0.6140127170036676,0.9190097652602519,0.7039367962272983,2.5014629101839128,-0.8245404291555017,1.8987725896943795,0.775491980092889,1.3825659618951327,-0.9693000787223164,-0.22965977588965014,2.4797955166722203,0.42585784648479635,1.3245024142619335,-0.8633289448909467,-0.941069988995144,-0.6650487012558295,-0.7819000665858588,0.8012495349052372,0.39744532121490234,-0.484491273302462,-0.8073138566633743
SIDM00846,1.4467530886383986,-0.8161641517248609,-0.6327044460204742,-0.6150841357923788,-0.7741837475960185,-0.152941732656193,-0.8568162169361713,-0.8212176882806329,-0.896995602311465,-0.727276756385405,-0.8325482714206106,1.0144476174951718,0.9877883873484,2.672810070124849,-0.8209746867572199,1.9909460537618058,0.6686211821400885,1.7382134171473849,-0.9420275418284368,-0.7830329002062759,2.2924266305380008,0.8408358492366376,1.3892403555519988,-0.8149548841332507,-0.86044051702457,-0.6630024007266059,-0.6226363517345525,1.023420583549828,0.7355802196440344,-0.8094503837978262,-0.9427113489911214
SIDM00291,1.8477551454833554,-0.8483193890749471,-0.6614328609253325,-0.9518222892270383,-0.7532431416782568,-0.4662230772020471,-0.5665678998269503,-0.877204314593259,-0.7678979025187609,-0.7325926254494937,-0.7554169116580228,0.33733248830819423,0.9931998705270335,-0.6437829177199669,-0.8038213284941977,2.731543600920268,0.15802031129877528,-0.4516067712843984,-0.9785408204699274,0.0979980491459466,2.2867445987306088,0.8798783769520174,1.7011540056266554,-0.835291530607265,-0.8549842709454308,-0.36640401602704664,-0.82328853456654,1.1137632433749542,1.6754512225788867,-0.5500693524849728,-0.8937069165301649
SIDM00520,1.3115982716457768,-0.8768190290222184,-0.6898822327032397,-0.8921040789053951,-0.7536719291917736,-0.2718674544791947,-0.7495554425653194,-0.9381747354893666,-0.866876112726835,-0.6739286819027142,-0.6451487422391315,0.24931278261385353,0.06857979191779634,1.8585288695339237,-0.8054513022971174,1.9575464936027498,0.24457421219348693,1.4407374342057546,-0.904141085488534,-0.9653531652741348,2.2505513033944107,0.9568006753828721,0.6428988937641225,-0.8190460853077812,-0.7877132702318344,-0.6502532723078717,-0.8401706471842527,1.0119678509262828,0.284869898097988,-0.7436070148909567,-0.9598131332926861
SIDM00003,1.4832070056667792,-0.841517947757583,-0.5660818449141397,-0.9181756939056945,-0.6986919555309087,0.06790909340341394,-0.6358609584303772,-0.6716463541787934,-0.7818128034996906,-0.7782556816577889,-0.44969097705741495,0.9734549064141985,0.920820496164564,2.577531923253144,-0.8519032488316765,1.9037613598373602,1.3206954559415411,1.891948449694284,-0.9092200006453721,1.0132757194594655,2.6454712686843385,0.32796495512957974,0.8675243374958687,-0.809174618111597,-0.8976719940292998,-0.6712753261665543,-0.7672139181329162,0.20458386005715898,0.7623525031205501,-0.7305078532698377,-0.8979280464895464
SIDM00136,1.3012232518968248,-0.7675406920146132,-0.637912932221124,-0.39770566847029915,-0.7410938119211592,1.0845380599441785,-0.6735563407342663,-0.6876894712178413,-0.8598847203932699,-0.7010872518487627,-0.7834922008869737,0.3879162573822176,0.30058158385934064,2.0247040576993216,-0.8116173182812324,2.6667327788413058,-0.15644030484248264,2.0569538591251,-0.8867626302405643,-0.892044395996274,2.2086957548399853,-0.01765791960994876,1.7987328516342902,-0.7586978746877917,-0.7960612087672683,-0.5935261230807944,-0.3831013866954915,-0.7903177638300732,0.44360904622962644,-0.5515965363862996,-0.9910191511929083
SIDM01155,1.8016402173572772,-0.8402842127773984,-0.7113697667241429,-0.7573349550568075,-0.7985168539616067,-0.09415870218885693,-0.759539670996558,-0.8958761550233968,-0.7634946513367461,-0.8330460737671745,-0.7265101473513036,0.4884661671840541,0.826883981827376,2.1548955108848618,-0.851178532241287,1.7923373738474648,1.0032103595186532,1.2674315890155958,-0.8751407100769307,-0.818727853207525,2.508795940751043,0.710974179148383,1.3475342708705034,-0.8615650708533509,-0.7218838560315392,-0.6735919782277573,-0.7944247503873472,-0.33016121373257,-0.39608948340578404,-0.7038270149350269,-1.0120319410828893
SIDM00224,0.9956373788838824,-0.8541518450351119,-0.730656090770889,-0.9062600352460665,-0.7396656625099008,-0.6018239965456791,-0.6065120901223306,-0.7886294163588087,-0.8692193024985916,-0.7166915821194446,-0.7205004094390548,0.5728786851209113,-0.40467172506216514,1.9993103259532423,-0.7234115260243122,1.613293622356858,0.7522616123748636,1.5252757224104827,-0.9467665793583137,-0.676380862072256,2.485762009434216,0.9654916032897333,1.0190724728207985,-0.819342886287659,-0.8903909478125424,-0.6572298768824584,-0.7124919166195394,0.4071310016015133,-0.38028270642188405,-0.4661712697718091,-0.9848213514418472
SIDM00783,1.4849297391773562,-0.8925657317629374,-0.6898754331847861,0.5411556044282961,-0.7991903385326758,0.03686545719017337,-0.5061579188211525,-0.7729003772045425,-0.7817279130403588,-0.6343635140299478,-0.7856756712224546,0.2465027809688589,0.7980205235595187,2.4089852839120263,-0.35400975561977294,1.8361174741869493,0.2922416998885441,2.3522439829725554,-0.8544754016236189,-0.24022926731951605,2.3644851789111083,1.287047920300582,1.5086518669091604,-0.8616648612355676,-0.7240399983343718,-0.5169858272544964,-0.5832244598971431,-0.9156733260284808,0.5958352666527934,-0.6896586668232898,-0.962499732944664
SIDM00490,1.0634222063886334,-0.8855201821573436,-0.7692593460050722,-0.45476920488045003,-0.7395340051652713,-0.561750088831354,-0.7911046031371257,-0.7180460217675237,-0.8428813327470991,-0.7380258611563876,-0.7486382426742523,-0.47232288615677276,-0.24376240891503675,2.874762869995454,-0.506430316055119,2.305721899959198,0.7237145659037759,2.7046262070352998,-0.9473135890294102,-0.7725077652169752,2.2830362686554317,0.3588021388265856,1.5682641343281465,-0.7906307303303897,-0.8667023380541299,-0.49454590670966636,-0.8645984329779816,0.7310860117208767,1.7175190763711874,-0.3958218369591782,-0.984304863178133
SIDM01090,1.287262302672758,-0.848985765010835,-0.49255095955112943,-0.9385276944743672,-0.648817682647237,-0.6364931999615877,-0.6376045696524448,-0.8212684667494139,-0.7572067254759438,-0.7649413651133081,-0.8364402621636111,0.4053181328314955,1.2456304713793718,2.440207500031648,-0.8160044909727424,2.552860588869844,0.13850432731187068,1.9740896235816972,-0.9656753007135945,-0.7877242302882729,2.466135729363684,-0.16626271749943689,1.0319776328477424,-0.824342549408506,-0.8292494670878201,-0.5814672841115168,-0.5526431311617949,-0.7498655399038651,0.5995567765559465,-0.6475126146038701,-1.0601333203169354
SIDM00394,1.428966688460161,-0.8092965092997707,-0.7437922985720902,0.39466000085235475,-0.538589805679103,-0.5817715489422385,-0.5920619803424475,0.08904886922155607,-0.7525595536620228,-0.8110641942269522,-0.5721346804249037,0.6505349402810434,-0.4312940669308576,2.715496765010999,-0.7268249632381792,2.174796185716476,0.13992027675839694,2.2488644066950307,-0.9302457786347859,-0.1126745875815423,2.2452102559388964,0.18250112803012536,1.632236559040305,-0.8888430509977402,-0.8631276731416961,-0.5562849939917871,-0.5468419471616781,1.0376408905011631,1.5094101521627026,-0.3195177980203672,-0.9788738757637205
SIDM00538,2.0444066917287027,-0.8372235431163023,-0.3885766181331397,-0.04791966526682513,-0.719954716078266,0.31618932558265067,-0.031084026266488724,-0.17826613858627569,-0.8028114530788808,-0.04285858148054898,-0.5962513616870325,-0.1605765459625628,0.39174859916188287,0.9615140368920393,-0.8137834361862024,1.6678417812068613,-0.35348588359834937,1.0906932135390892,-0.9064564380634971,-0.7850647150954719,1.8964182035978776,-0.0449477045497616,0.3845185253321139,-0.830142752194928,-0.8410449748676543,-0.6911982502164333,-0.7474936541709402,-0.7696551313614253,0.717807794748437,-0.8221574919713975,-0.9791199955270944
SIDM01140,1.2628265487148393,-0.8866592389924781,-0.6703796843361112,-0.1762215432204957,-0.7186076285271547,-0.6233570611124357,-0.7922299854467073,0.07103802536807242,-0.8483731392498964,-0.7180693878637014,-0.7211855795094866,0.6436011637650684,1.1358393060198875,2.805577009863197,-0.8160097943057687,1.8238876923001217,0.7760220033435016,1.8208907539745853,-0.9398312575978243,1.7458369217784966,2.4434590619449907,0.9910599152565016,1.1645788878257681,-0.8405992216803845,-0.7407726749786544,0.2385425029182981,-0.6867018212297016,1.2956886531518186,0.7747045468131152,1.7394515671363546,-0.9661295478488944
SIDM00101,1.2535116457001791,-0.8456821033268481,-0.69548155584364,-0.9334226528167618,-0.7962358323167458,-0.5422655091105094,-0.6669783692128629,-0.7650251079848391,-0.8594615214037914,-0.7252336589443573,-0.6446888896274715,0.1966549375664532,0.27400323793104137,2.2462705997639123,-0.7863876154660737,2.2702857243021954,0.17822012990057562,1.9787396716890173,-1.0139316445704538,-0.8230159670855012,2.4470643922473196,0.7530714546317815,1.2435197923982333,-0.7550100089140307,-0.8303237314613485,-0.6231403250717817,-0.7731755868391258,0.5761082005650695,0.7650950484431295,-0.6303222315247119,-1.0261518988040754
SIDM00114,1.8644131079563426,-0.839567357731312,-0.7530204807391585,-0.9641491965985919,-0.7418198888748313,-0.6046940889432947,-0.7099002177437761,0.793498706598574,-0.839831897939285,-0.7858410338196381,-0.5809686940244041,0.3954753205296041,0.3543647771819097,2.3213391387253544,-0.7965920503148327,1.9833390507017898,-0.3232930294654244,2.309565053840546,-0.9474503239834449,-0.8181093838169331,2.233482967660547,0.05945802351056956,1.75861350903807,-0.8495160913206566,-0.8524105135039407,-0.6963111917050306,-0.7306270309962914,0.7692038339634847,-0.7457262496834072,-0.535264351537987,-0.9619693654203657
SIDM00102,1.2527649432511216,-0.8940697245203406,-0.6335467302455414,-0.9557318550582137,-0.7397419123477693,-0.4522672755796066,-0.6499328278064016,-0.9072245666739291,-0.8041810817333813,-0.7893043398408948,-0.8050789295237337,0.07936865634275071,0.49229207986305434,2.0364726433115674,-0.7663278214070508,2.3394925329607346,0.5257346733371014,1.9248056931996211,-0.8916383432968106,-0.913548342061843,2.4463478411959776,0.6946371943508178,1.3658438809043874,-0.8282545352403041,-0.8094541319955191,-0.6775406021971166,-0.835670478195106,0.7510943245628812,-0.2844512230749617,-0.7639529911361058,-0.9193837990570157
SIDM01122,1.635380194441144,-0.8561963022340319,-0.7087866329722242,-0.9589525083570887,-0.7384746358748668,-0.7195144942781414,-0.7777158505799779,-0.7926024215632176,-0.8714695971979419,-0.7599640930509741,-0.9068164999467865,0.5105014604078482,0.6152304684094506,2.3208813827243584,-0.8507495309840098,1.5638522970544113,1.1347415505254181,2.1736737398272847,-0.8704838186242421,0.485247330107328,2.462250753264839,1.0085115999972714,1.7761188916100694,-0.8296210310232841,-0.904550497513772,-0.5432767472914952,-0.7972659230064835,1.5574921088336307,1.0614144867092583,-0.7869260152484567,-0.962348280314601
SIDM00261,0.7683505142681122,-0.8626462226608032,-0.7624148770703837,-0.9275543244847685,-0.8568866217686835,-0.2094913949660893,-0.7478654718737519,-0.8783802599166274,-0.9076250180812863,-0.7489920636831675,-0.8970558981121455,-0.16536361628500107,-0.579580101259018,2.571522105218316,-0.7355709848868146,2.2207757171727738,0.5303060136209199,1.7734095537528654,-1.0174005890616178,-0.4697417602209166,2.3449847443969856,0.5595923191860306,1.7233213588415044,-0.8762851634699278,-0.9389517002913551,-0.5929114868882481,-0.8251264509737506,0.7116910569426987,-0.7585238967698065,-0.6318289626456823,-0.9245592441276244
SIDM00154,0.9343784277443119,-0.8538032135491211,-0.7732226993486672,-0.8605991322455726,-0.6550517800705001,-0.6592249876967933,-0.5607958838347611,-0.925559590574345,-0.7955874372188708,-0.7899895329229466,-0.7394802230179319,0.3840659412359706,0.1229440562343085,1.7173588239284028,-0.9236118695852047,1.4134628997734335,0.9685200432233065,0.621233125803378,-0.9311720345656078,-0.8207182693916483,2.3234569539413896,0.18180853181429235,0.7597520654164502,-0.7867616967072423,-0.8589402080535018,-0.7030492796089344,-0.7328028405798727,1.2616564215241746,0.6535002238185832,-0.6704971909036295,-0.8792694680914807
SIDM00104,1.086156266542467,-0.8828241006527245,-0.761414155472249,-0.9089655543828378,-0.6804656047474212,0.24438283998058363,0.029024019773812602,-0.7661571297402717,-0.8691933937631235,-0.6247473730467044,-0.752619370516374,-0.07989394650043628,0.5752668461427701,1.926730392462645,0.6088069600401236,2.5865576807401816,0.31792596082364777,2.003693885460693,-0.948904385944197,-0.856164980401993,2.1943620675414826,0.29032684555722243,1.62750044170987,-0.8997212988226649,-0.8205068443362767,-0.6482649758488905,-0.828763441159744,0.8828495341144541,1.556592484043573,-0.6128767058890177,-0.9267156481846962
SIDM00267,1.0619119431430952,-0.87776356906921,-0.46496924411023005,-0.8909469913852149,-0.680923502456131,-0.0376125270858552,-0.3573559584049703,0.24118740132920982,-0.8300813704598194,-0.7540850748097417,-0.7980822342072574,0.7631489264630581,0.8211151538882435,2.611491856057385,-0.8811709957911293,1.8897203026364642,-0.09630398048201332,2.0759360890667313,-0.9709132481049211,-0.5173527033547174,2.509823341926854,0.3455816527985007,1.433256391840592,-0.857342297665963,-0.8441501034725487,-0.5653573919089154,-0.6243616086460562,0.9703066367290003,1.043411501372499,-0.5547239286752637,-0.9495616559520645
SIDM00100,1.2804559118862555,-0.865268312149195,-0.7566295168777827,-0.7528754516787661,-0.7936734195815337,-0.4107896017530727,-0.06514156610640343,-0.7759324523915815,-0.8242732128002754,-0.7715336781047105,-0.7315060920693268,0.7225529962174878,0.3803450705676422,0.90584865666506,-0.789600677726089,1.8047521824726689,0.6102779061952474,0.7505059858636604,-0.9779622768223784,-0.7217288109901573,2.4979435165861696,0.8324542946504908,1.2267688162030979,-0.7884635294021521,-0.7116959773135004,-0.7203313990619207,-0.7344351531750455,-0.39366750453297006,0.847902402061225,-0.37083528109418196,-0.9365843633337683
SIDM00826,1.7688059936932456,-0.8501215241789131,-0.5124024659386331,-0.8164599504673068,-0.7234403123799916,-0.0879255512586666,-0.18288389564971602,-0.6915350809747484,-0.7715992442461748,-0.7547754112595066,-0.8117092949866608,-0.44021916030647296,-0.005215975793216968,2.1626630387798977,-0.6348209258477577,1.865680200735599,0.12082803855839486,2.014036144731258,-0.8769738874335103,-0.8578428440206006,2.470190185519868,-0.24059727296590777,1.4964738473713919,-0.8056284355246673,-0.8719289118980434,-0.5669559400329295,-0.4064796753910137,-0.753433181982004,-0.014721435894423414,-0.6688215240891243,-0.9077526161400039
SIDM00310,2.0482935001156037,-0.8603017345675842,-0.7053387275702455,-0.8053150524643892,-0.7106062708102276,-0.19374091442612307,-0.5311452133474236,-0.9436764611253943,-0.6777275548615236,-0.7810917958529614,-0.6182883312858823,0.5637483209539004,-0.3052746874437438,2.705656127194839,-0.791920909559269,2.2098549358932007,-0.028157084610959955,1.865786370221563,-0.9372197533344352,-0.7558269569595197,2.324444153542108,0.5658713541328825,1.628925051143348,-0.8528767969766073,-0.8780654032262744,-0.6654006484156015,-0.7189968454874224,0.37247135948934057,-0.3595530280000229,-0.654463186283468,-0.998784534932733
SIDM00482,1.6769352066266863,-0.7513375059657597,-0.4726572954942531,-0.8250500377445278,-0.6971262324478202,-0.5428923699768067,-0.25066330068954434,0.6198029497400943,-0.8192146772831346,-0.6937166126537871,-0.7365312248336983,0.4316109699060879,0.6111769992939254,2.513939504504634,-0.7675065618505554,2.6126786857371185,0.2863509386811617,2.414064023043479,-0.7729547838640999,-0.35142108904940617,2.7057912028131597,0.6206132959684588,0.6746334650742565,-0.7536724828959157,-0.7631761367468272,-0.5335686218455781,-0.0006465318649269858,-0.8354135839769548,2.3955820155480305,-0.5907527121114166,-0.9469234579385254
SIDM01247,1.3998932895103944,-0.8349087594830736,-0.6492799707561708,-0.819033049719327,-0.6732666197917538,-0.5787467936623109,0.5952355114258092,-0.8237755065243482,-0.8278106278309391,0.4091268970908324,-0.7664276594788954,0.2309113687405639,-0.23112253150965106,2.694786011834412,-0.7013789560084142,1.7709610717788893,-0.1931557034462091,1.9472132716781454,-0.9458631970669502,-0.7459449827669741,2.3130644965673404,0.025748967845227747,1.5323481213237675,-0.7766747543724747,-0.7272146562403135,-0.524904913779257,-0.78072746277384,1.1730300650522378,1.455188553470843,-0.6470233553087672,-0.9726973833000208
SIDM00817,1.1581266834104769,-0.855232613461124,-0.5522588001316542,-0.7928899693471578,-0.6439170442849032,-0.5652962521368858,-0.7806329237234483,-0.8839321081593632,-0.7700190228329087,-0.7413519425350634,-0.8858848616956582,1.1562299565753917,0.30969485669701075,0.8528045331261993,-0.24764382813765237,2.099626064279505,-0.0641160818659728,1.2594349185010612,-0.9200881443638773,1.4823237801002285,2.521714735631654,0.8409707085252004,1.200139126405882,-0.7249375964048868,-0.6683610937481804,-0.7046176864851778,-0.5987793793101379,-0.6140632957967278,-0.25002094183624946,-0.7170746260168295,-0.9650745595585346
SIDM00448,1.725712629351992,-0.7587656106319002,-0.5589505849756898,-0.7070069088086917,-0.6718519348806385,-0.5127138396453789,-0.6103779239501262,-0.8734867596574564,-0.9182022385933111,-0.48221010656125585,-0.35204657059774963,0.2762685985008581,0.8242396669919102,1.9491793055636994,-0.7970064014889703,2.497950823902212,0.6096029518488,2.135628437292557,-0.9067010502791706,-0.7655013580131461,2.8793060422594663,0.6649700446848663,1.2714047613777628,-0.7683678669968917,-0.7068613213901499,-0.5907650435132796,-0.31913419947150296,-0.4756004407436889,1.9758475955396404,-0.6682262037400362,-1.0040113640697488
SIDM00086,1.0551303516392707,-0.8342062195204466,-0.7434324210423652,-0.6260116032102978,-0.6375979965237691,-0.602795914270499,-0.827857589932687,-0.8970110437798973,-0.8532101267027461,-0.7636096433329365,-0.7809316264448948,0.5765119064313554,0.09321998074748769,2.370957958982565,-0.8445100752777916,1.7002181600623254,0.32150672960331883,1.6087647422754359,-0.7615229857269337,0.6043453661633853,2.2821941305923095,0.004924698953751022,1.6532550297218813,-0.8242382735796239,-0.6178221297943806,-0.6866626763146111,-0.8237951031137203,0.4382700471940028,0.5112136078517403,-0.7450809205089087,-0.9535745118945428
SIDM00466,0.6092061959392762,-0.9252252596363242,-0.7078607685668955,-0.9200067478838309,-0.6959675537631225,-0.5814376190072956,-0.8134936278921417,-0.6458728182742566,-0.6580145172700945,-0.7773652286911019,-0.7144740897790102,1.0968299095579457,-0.24816492799973103,2.1790051047797756,-0.7026112009729744,1.0105403110220517,0.2201342629006611,1.4955020663723801,-0.9303926465189901,0.09385467789867531,2.014208604965595,0.5599902773211611,1.162877398718886,-0.8276977313215432,-0.8421663949244057,-0.6345416123749673,-0.7335509841703259,1.7154973279802797,0.48157554462641283,-0.6030895604305844,-1.0251425551962046
SIDM01132,1.3409285402273574,-0.8237229879561303,-0.6250596046625153,-0.8119300378239381,-0.690459774373976,-0.6527478633911141,-0.7873433791420833,-0.8499774981012258,-0.8328460020995752,-0.641200952549411,-0.5847946030647991,0.7637715619800395,0.8150973289705192,3.2545422727820097,-0.9073652022442156,2.5827043942366847,0.8458653689459572,2.339440098281735,-0.9233612724388961,0.918737018998732,2.6592779266718996,1.6358564814872323,2.0567835634562397,-0.8003831473584652,-0.6694452862198911,-0.6168386369984428,-0.7571571088161535,1.880494299027204,1.5361674969495553,-0.44992042746235283,-0.891087060020713
SIDM00465,1.9970647902028138,-0.8639531655843422,-0.5726317666064585,-0.8192018910940834,-0.660846371123906,-0.5209524467475171,-0.5658155168729014,-0.8740799678894913,-0.8002298113454097,-0.7483489844852286,-0.8391249906440945,0.6388486263098825,0.5228928429381561,2.2460210666219647,-0.8185700473405162,2.0561435305839004,0.2598903361677571,3.038485527345932,-0.9265355438949974,1.7100691132625372,2.557931266635603,0.023097022790383438,2.11548295328546,-0.8579997381908108,-0.8086198665990848,-0.5565019577118249,-0.6801060612025245,1.6600280361139235,2.1835589382582037,-0.7768829267721252,-0.991992187129819
SIDM00565,1.1291250876553844,-0.862140447610844,-0.6985202028155977,-0.8909891527679752,-0.6386772742618136,-0.19532801295297297,-0.7389327601627157,-0.8907386419764507,-0.8466866320614171,-0.7366460798822894,-0.7159725994015748,1.20954259497631,-0.08151216611417943,2.276258781211078,-0.860647428076294,1.6473246030728486,0.37093948312717256,1.839399903079441,-0.9165203834613297,-0.8696658750205934,2.1071908816461176,0.32265844849737174,1.3334048196544308,-0.8170720028004385,-0.8397019376216157,-0.6345877320902896,-0.7000215015249781,0.2175950417140027,0.6452847868265298,-0.69796381296247,-0.934380060925845
