,SOAT1,LSS,SQLE,EBP,DHCR7,CYP27B1,DHCR24,MSMO1,FDFT1,LIPA,CEL,TM7SF2,NSDHL,SOAT2
SIDM00102,1.3470695570567228,0.7272782575522226,1.7527468741982712,1.3986740667608288,1.009441932404659,-0.9047606751459594,-0.30630070154124955,1.779438746707245,2.2075757909637868,2.4424295258677917,-0.6294383191982809,0.03210831632087264,1.0384662620641454,-0.8604199891976846
SIDM01122,1.041858853831537,0.8049386581001106,0.9952610033172505,1.5875660943508867,0.9791663534370536,-0.8485388558337463,-0.6729518143119921,0.613537924550735,2.269686485874266,1.3526948981794595,-0.7247854032013288,0.980887076950431,1.5216809187689992,-0.9893853164464113
SIDM00261,0.5478037889019055,0.30160516345920896,1.3915562893187892,1.383720538182548,0.731401949247699,-0.06715519867030789,-0.7459459991646913,1.0199188167329263,1.7125456499582863,1.4887261309225146,-0.7402432487232034,0.22360993152756822,0.8299526385088787,-0.9750206809713373
SIDM00154,0.10489300102933134,0.6648740063916462,1.9884325378720622,1.9426307362625468,1.6275786042521918,-0.8401518416229082,-0.07683436991215127,2.7467227789479427,2.4436171521777887,1.6921964720334952,-0.5876674492121784,0.7615747401203743,1.254857370318207,-0.9517798467280244
SIDM00104,1.2298693158055523,0.41896306415044354,0.9452730157597663,1.8698713654097376,0.7219934756771641,-0.9675955541006186,-0.5605665317249576,1.6951470928996477,2.272016396512243,1.7191148138734824,-0.6089983341945491,0.2508669915834105,1.0380569156133983,-0.8367229546611437
SIDM00267,0.254420905476355,-0.3640246318828436,1.3571651819080335,1.9235906061777992,1.0506777251977255,-0.9053551980850795,-0.6798100569528253,1.3611848086554907,2.189540093380753,2.004228256597341,-0.8121198654306359,0.7787845505477361,0.825228793255679,-0.8944066173498946
SIDM00100,0.4787702456237208,0.8651704845307603,1.9255811077858016,2.27630429429618,1.6130935568378777,-0.9185510958356654,-0.07554671164555839,2.4281220153697674,2.7553554594205516,0.8583253311305795,-0.783347303441006,1.1477609984626613,1.5924945593875013,-0.759803551920214
SIDM00826,-0.9667011175574938,0.08933591969528494,1.2001498358415992,1.729689841853855,0.8851106117394362,-0.5149330272370451,-0.4870944367882038,1.4256323502472668,2.489065834247478,1.9030343230047908,0.08382953286353174,0.417269054082602,1.334647219121856,-0.7783776025264274
SIDM00310,1.0694696693379013,0.43013395951752004,2.360091050996934,2.2212172215876946,1.4203550509962442,-0.9055550417566411,-0.32884582193129264,1.7770892367415227,2.9622057597766096,1.4073899155062706,-0.6000566974854418,0.2335789681159817,1.723120534876134,-0.8289955887824865
SIDM00482,1.6516571947959242,0.4190972002320898,1.7562050393369781,2.1733366173371405,1.0874322146920459,-0.7924538746368543,-0.3826421579869648,1.6422869169811256,2.6577718708631264,1.0088771923488993,-0.6892029300560082,0.5404191962807673,1.2094327586938,-0.8069364603352197
SIDM01247,0.5785378683651912,0.3563465319439848,1.756250581867059,1.7781081589385694,0.6997958991941864,-0.5033669134206048,-0.5324935270803145,2.3398487129957286,2.812392570761695,1.5779564418599787,-0.47686430856932216,0.019254735375693964,1.099379708928994,-0.8861745210937885
SIDM00817,1.5117730185592624,-0.07730449211947589,0.9303649144395825,2.2446149236393134,0.5523373856702012,-0.9237264237955966,0.05419280252634139,1.1158695021589649,1.8758386348330855,2.334525451700655,-0.7168272701276721,0.10271005072522248,1.3666905022500997,-0.4131593385711191
SIDM00448,-0.4345151908311694,1.2654164067637914,1.7874610516889367,2.248529572190215,1.0787961342783465,-0.43068898991788424,-0.4444438878285473,1.4568329126315174,3.1001389604147387,1.871100596453422,-0.6065534947511455,0.48826709799963447,1.345506454184929,-0.8591595741702603
SIDM00086,1.4893553539004625,0.3316688151207982,2.0311886004312445,2.24325721705197,0.9656353313198384,-0.8247462506252508,-0.13886672711924564,1.6697239573021605,2.0261012641038474,2.2339255710852606,-0.7006989435238837,0.008002448499229015,1.2904151603745238,-0.7655171018242863
SIDM00466,-0.08440690587818325,0.0940852468916264,1.2001153800940092,2.0174935444962387,1.4228332416797942,-0.8283896879572038,0.6525971552091383,1.1526776147084603,2.490355007998804,1.6463246281161412,-0.7030153956712781,1.5979345308561412,1.1912988069052501,-0.9590149891510789
SIDM01132,0.5719782584206599,0.5194310492071179,1.128941437197319,2.281701673526761,0.6095409358505036,-0.9146760380505938,-0.6198139988234557,1.1941951462801939,2.7017102383609,0.15602026428396812,-0.7446100034530839,1.2466999904711964,1.4092741280077659,-0.8193070489454636
SIDM00465,1.6462921850225771,0.4401151686429975,2.4516939287578845,2.1720005358882837,1.571772782001548,-0.8166077472630603,0.24727592981300928,2.428885003861523,2.3451035520988124,1.8380037435910823,-0.48838389798827936,0.7283453591795251,1.3973751711444369,-0.8590714546428825
SIDM00565,0.6956178249800395,0.637807027822937,1.419526814160969,2.5988307130571,0.9871794202229937,-0.883548074741975,-0.23323881338443272,2.018668922393959,2.6215762659698014,2.265822407221426,-0.6221227032844776,-0.05920962746437431,1.5331121719105862,-0.9586935382394789
SIDM01092,1.2289601636600533,0.888199058313385,1.7008214290215231,2.414315642852991,1.2449625148485823,-0.6592905256789905,-0.36463315350487024,1.6450358478777032,2.635976021988453,1.6044632311578417,-0.6504315878638536,0.9772763341797281,1.6772974783260064,-0.7313788839475958
SIDM00218,0.5928627245983632,-0.1529841935055559,1.8344374878710246,1.8983808881585942,1.3677367999296206,-0.7104826496280506,-0.4869057891179554,2.080355830209977,2.784593391511183,1.4831929133314934,-0.5590112340988123,0.2306981915620113,1.6930202014349724,-0.9137297182433178
SIDM00044,1.3468048547581293,1.007450919486833,1.255907365815829,2.104208053945514,1.4633164444660223,-0.7745763094170047,-0.032171909304084104,2.0924371293288546,2.617757739190761,2.641864055032729,-0.7139641804716667,0.13962404075821822,1.696164787527704,-0.8408315006269056
SIDM00362,0.8372413478670994,0.6728227937680019,2.1084946371751383,2.076586230298319,0.906481252970603,-0.7557134262884856,-0.5317619742279267,1.902258148505071,2.93149206917734,1.4250050184781793,-0.5038981528628704,0.9792573840308783,1.281224528761157,-0.8541891914005281
SIDM00813,1.1900416867476349,1.4690991511902824,1.2709730000929027,1.4273425920869285,0.6807988708742372,-0.6971132575804562,-0.6144250810207245,1.6702525928971996,2.4917513992978457,1.9098296630087235,-0.647555216072299,0.5162898268603509,1.1899285569477758,-0.882388412454806
SIDM00364,0.18123372785320918,-0.10767904112083003,-0.7400409908287945,2.159147983707216,-0.48962079018386534,-0.5464452062295995,-0.6259045612502306,0.4651097210350164,2.5880649673673304,0.994129667135633,-0.662461254290928,0.3325087608410016,0.5343148056295923,-0.7698378339121061
SIDM00792,0.42364192619463675,0.5628566478927456,2.129435919009144,1.88449507791326,1.4091100490329618,-0.07606950996535794,-0.017803177362475626,2.2763540305058,2.737855974196224,1.3792254111486257,2.6653674775675746,1.1945495537719248,0.7215105745093477,-0.8293592554109288
SIDM00241,-0.05993936440964802,1.0727155698502255,2.1845506989536077,2.5004888499008766,1.7296334088773597,-0.6989463868210138,0.11767293189831322,2.254007163792209,2.610107808789125,1.294672847723001,-0.18308290359429358,1.6523317498134475,1.6905667978729464,-0.01616339117392731
SIDM00091,0.7444300708981938,-0.009962592511562089,1.3340320765327507,1.4713342221846144,0.9441718524629508,-0.8429507582572124,-0.4916477453220613,0.4478105020521708,2.051954071082853,1.806593850447551,-0.7200512103662281,1.4516695644578834,0.9105189342477198,-0.9264698645318249
SIDM00427,0.4909140159078037,0.6543245640450397,1.322803738466963,2.4497994904416367,0.37376318743278203,-0.789936812159281,-0.7000348289467756,1.110930025148598,1.8784488499880048,1.1976392241235612,-0.7600563904102038,0.23929195151369967,1.2392456831132221,-0.9016265132572885
SIDM00758,0.5187181857012615,-0.3794746862048247,1.3127964178010085,1.800518078645109,1.1871175894228503,-0.6173071840413286,-0.06705319132307523,2.0859364828877385,2.215149260608993,2.131065764287188,-0.7465871189184901,0.6699187790455302,1.567722598861398,-0.8449555312389412
SIDM00612,0.7289637921455787,0.6467328537083081,0.9583276838255806,1.7077485666845502,1.517395707777837,-0.8103798833746317,-0.632057022517667,1.5612318905112093,2.547389479627932,1.4793090469432724,-0.7911479279395206,-0.25592664906043544,1.2514471831155691,-0.8700830854348479
SIDM00553,0.35701743350565607,0.2755414290077594,1.6487994594741813,2.382806182937309,1.2708778616936753,-0.7658868240916015,-0.25738649564390287,1.483219663242071,2.8337124536417924,1.9476228089397019,-0.6123023042833093,0.08692398775014303,1.27713161133801,-0.8942304898868308
SIDM00343,1.1492491189714684,0.8084033090199323,1.3647861547921731,1.8045413098118437,0.8455073128414172,-0.9232175609543651,-0.5453104286190831,1.1154485133037408,2.331494707730403,2.0114211745560557,-0.8028864443404011,0.24006795610852136,1.412454343183934,-0.8554527953855308
SIDM00543,1.3878850013870283,1.3801514006001616,1.238453017820707,-0.31658280335434547,1.806936819551605,-0.8004170191339134,-0.20561067402081465,2.463312736609661,2.927731051522008,2.421034689871821,-0.6873305583115051,1.3951319020387167,1.5473877675691792,-0.7915509611113957
SIDM00537,-0.14822763061845126,1.0098096437929391,1.5228045213273915,2.1582925719064483,1.467332502681386,-0.846184116845072,-0.2737647103936128,1.7964035015875655,2.7782353996359186,1.7162262697548394,2.713403628118627,0.9077160668611678,1.2164013484190157,-0.9015077717417401
SIDM00332,0.35845370742841964,0.4917279120161515,3.2834080760750046,2.479244866436199,1.177593558743283,-0.8715516007433834,-0.4295301998683227,1.150472901410527,2.8748543741589487,1.2756929361562452,-0.7191513442824631,0.34330312495205423,1.0716015960852416,-0.7450167166142705
SIDM00299,0.8224739021356142,1.14748913975856,1.727736056427732,1.011721037686936,1.7298096739371607,-0.8977094243797031,-0.29097035644068514,2.343789465509489,2.939822128003762,2.3056147215779,-0.630231150221797,0.22355272819400696,1.7741941189544173,-0.7878309376501498
SIDM00308,0.8127197147567482,0.5658521800896736,1.7945470025673043,1.1109962387929433,1.0715270536187544,-0.8959284047471158,-0.6124814464042172,1.3813274934896524,2.8351171614315827,1.3025614132652228,-0.6747002079494825,0.5456444173010194,0.9423730010769913,-0.8971187179350032
SIDM00227,-0.033898812353803986,0.15865998135318354,1.2923854969575337,1.3402115838680158,0.018670780753156136,-0.7887365136127552,-0.4310327285095934,2.10520332567984,2.599703082335328,1.6144896980085903,-0.6881992928688849,0.5119987354225126,1.5396599165488716,-0.6918140958382114
SIDM00294,0.01605760063174606,0.973861321371883,1.6508814420967162,1.9354040548565605,0.43785146155693627,-0.759761484066446,-0.4337773223048729,0.7795301170551309,1.7019809679994553,0.6391068101615814,-0.7109446911274169,0.27794429164384504,0.7133781285904487,-0.8212726424142655
SIDM00677,-0.9161592282659689,0.6809852784454669,1.6389177388415783,2.036789166871051,1.3268496007297919,-0.8001065737660887,-0.323074654746081,2.0112820969071237,2.9651260020467887,2.204674861681747,-0.5337503620865988,0.6576991810736258,1.1829268516385212,-0.8510878301665922
SIDM01220,0.15713210033168667,0.8041678884773323,1.814646561394992,2.135790749060219,1.6867884770031338,0.5063220486911597,-0.20295476592174452,2.212352358877744,2.507059511437159,1.7622097235354832,-0.771919284977072,-0.13448851255623637,1.5006570955352105,-0.9026204824733448
SIDM01259,1.0703202684800155,0.2215200997605435,1.3592762585109102,2.240705347780448,-0.1889020575888347,-0.7062959148993803,-0.6257052702395236,1.0629764390296041,2.514091677631132,1.0101827545467206,-0.5345430954960051,0.5572062340810536,0.8392205824856537,-0.89703965166157
SIDM00680,-0.5835924468980483,0.30946469244945,0.7209928056501708,1.8746298264595957,1.07228001181397,-0.9154790787538414,-0.5253263725087355,0.9600285211935975,2.6171025946283653,1.224816946912473,-0.7505152116345276,0.9396641151358844,0.8830582299667917,-0.8642921943453433
SIDM00346,0.23359288199141107,0.010131794286331368,1.8796604848633878,1.3785637409121387,0.5455776031568904,-0.6329358707718712,-0.6692914872613889,0.9233754489291712,2.6990430434919443,1.4070913198603878,-0.6739497424776583,0.564832616654349,0.8965141689985147,-0.8787199204921983
SIDM00129,0.81628010675431,0.6583496184302823,1.1909423916312651,1.1429739684850435,1.6095434701618594,-0.9168078951156066,-0.539684626263977,1.029011504954945,2.812926633298354,1.7027225961233114,-0.6916967660805972,0.5875902014671918,0.566977453281391,-0.7005097469104403
SIDM00627,-0.15721198036281422,-0.2383837500906391,1.2145064877386704,2.2432263433145767,0.5792585457289315,-0.8232406761140884,-0.29958236194970667,1.1724339354213107,1.6909114179291391,2.024038818072038,1.7466529837716214,0.5479471983437275,1.482159149849949,-0.76889343162207
SIDM00293,-0.4331167810541035,1.103328466101927,2.0256945569714997,2.1308766019306304,1.6479047127898803,-0.7402264948307555,-0.15163084887700737,1.7113506954189281,3.090513657887279,0.7095405396773729,-0.688062901254073,1.2701557020309497,0.7035991948813438,-0.8467808017353609
SIDM00274,0.8926479885094475,0.2268318072094413,1.6589241736745945,2.348438867980493,1.425897743426307,-0.8560479256957129,-0.42067665143919036,1.9296446302747212,2.9811891510869133,1.7716083035179953,-0.726753483170021,0.9809954289744277,1.6930902589260814,-0.9237148498176386
SIDM00544,0.27106718899131227,0.40427904362799244,1.7153715050943494,1.7916840330962762,0.824982740726428,-0.7618205740962863,-0.6051188109086222,1.3508135697746095,2.4343523096843906,1.3191488711907273,-0.5378276159217373,0.04860509236878526,1.313222664927697,-0.7990410446096989
SIDM01006,0.418787787474545,0.08938384260912863,1.9352540157385851,2.504908603327419,1.4445279325819351,-0.43610564083066816,-0.4542202074319206,1.7553727159163857,3.0340174260499087,1.441867238157083,-0.5441367981277014,1.016294063227614,1.2922753246011196,-0.8895230327295968
SIDM00302,1.1071712187326943,0.7050305512117893,1.62713259542451,1.7540854815893807,1.150353255119439,-0.8199424083897244,-0.21405523812145325,2.0557698737863292,2.604228137297566,1.993706183900383,-0.8022015656486382,-0.01218423498145488,1.377215391379633,-0.9020777252263114
SIDM00549,0.16376975294119908,0.2491008348332469,1.8546187824074798,2.1067178674237055,0.6479693748406407,-0.7802674628568759,-0.7460601214623511,1.5710404582108026,2.9191932992921252,1.3731126492192731,-0.7167767349891385,0.6561073867297648,1.0918886685817668,-0.6637444531058155
SIDM00292,0.32774650278043505,0.7877202084167166,1.7810303324250876,2.1368577434040956,1.7111393645439423,-0.7045564468173571,-0.5098982716851982,2.359831494983108,2.596519622091848,0.8196349062032409,0.9558757805919423,1.133335603604533,1.3750398559053327,-0.9983413309206364
SIDM00623,0.06429560334465517,0.7389321811780734,1.7766474437469602,2.261224461594513,1.344076092851646,-0.05580144451522298,-0.3237002748171182,1.862588842174884,2.658431048326685,2.327739967584535,-0.25464850980569964,1.1242764074962501,1.2254594170678081,-0.98146499820104
SIDM00638,0.22808819922554244,0.1474564447482804,1.6250296191492835,2.3840914562607747,1.5306481147021616,-0.7826418027025439,0.4509631722482114,1.6009127073366178,2.3577065131150903,1.7484491867407057,-0.3190709338749937,0.6827684561779135,1.670446788463308,-0.9373708601531437
SIDM00527,1.350888204390329,0.9872016515730888,0.8741721976401766,1.1291207549285114,1.0406866607723286,-0.7298574395224955,-0.6544783623482512,1.3865795232652616,2.429529696888587,2.123836672008483,-0.7527144617170933,0.011680784494121695,1.3425250647928493,-0.9504877501971478
SIDM00976,1.3041791092679664,0.7714477590623889,1.5528791205232877,2.347501857472575,1.3582226165240991,-0.7939198162714066,-0.537935740753232,2.4219449372476713,2.897601032101786,2.326522451777825,-0.7303789445290706,0.05045475874467573,1.5202739615892777,-0.8814313128605328
SIDM00316,0.844802071932465,0.1723410372088907,1.1092651526123432,1.8116030471639906,0.8220490048559975,-0.9516306333587057,-0.5679563758180863,1.9804680397323888,2.534087575697768,1.4679794216615019,-0.7311133067051465,0.4246747137786675,1.3468538480735548,-0.7813952449922342
SIDM00326,0.6250551346353054,0.32029445145119645,1.8116015223303725,1.792515387809431,0.3594678678167237,-0.8954782365903554,-0.5634298429346959,0.7202059230160444,1.5098443016969363,1.736842375735116,-0.3700276954250263,0.2559616953972968,1.5724316592686518,-0.7757004345836399
SIDM01093,1.2339004952386965,0.4068585932209668,1.2217527206334295,2.307940084069846,0.8795765029388112,-0.7917335768513327,-0.2560953134393681,1.5433675260782607,2.237466609357474,1.708530180128725,-0.7265248762584958,-0.2567385849098815,1.1015702920379944,-0.7840004023792729
SIDM01098,-0.2923549919617087,0.28785235528014264,0.8625274164145575,1.6922118406318785,0.8373844073085981,-0.8618421085456359,-0.5958557418349743,0.9103492108369278,2.374895089177836,1.9039573072422076,-0.7812303441968333,1.7121282745115622,1.3003134286691695,-0.9482780362625134
SIDM00424,0.5351097472331664,0.051106053088270785,1.515009473893456,1.8683457471440221,0.6500654671429087,-0.6092232225872066,-0.5636135516734487,1.4164540518214372,2.7114288120298937,1.4669182742441131,-0.434548594703858,0.4304425410444586,1.634249022189,-0.7739488124254057
SIDM00973,0.9390361765531796,-0.023530428918178768,0.6074875502446692,0.880111117508772,0.08580795076794051,-0.02885714186509822,-0.6485094767979019,0.6561898481665297,2.0872125794746865,0.8036991268658136,-0.5554316898896478,0.49955878099691214,0.5837121813351193,-0.7949016445027405
SIDM00411,0.6121432142552609,0.20325802815194835,1.0717647825381502,2.3417615458639474,0.8854747904411117,-0.9257147764129295,-0.5496233744083429,1.3281337109462283,2.2601814588416707,1.9138675116086132,-0.47340994378462703,0.7975301574200585,1.336157029956183,-0.779871203965026
SIDM00374,0.29556250002164947,1.14199633976688,1.2619850069706915,1.7200530802715595,0.7485017546939347,-0.6812146711497487,-0.5795092392738692,1.0578883918083242,2.157023485771218,2.4186858728538945,-0.6551098157510912,0.28437233728669337,1.1582311571164605,-0.8506857597314514
SIDM01160,0.32419463466039167,-0.1792000373097986,0.9796565133346944,1.3786795080525456,0.5123078291235716,-0.8335063211116892,-0.29751793002747434,1.0871642929872145,2.9116155417175396,1.821397708153283,1.5932789473037092,0.7705417909290577,0.974627535025796,-0.8143949493007044
SIDM00145,0.6700241949302974,0.5572599054017842,1.9478670920366719,2.323584489020674,0.9947934908036462,-0.8268662584393803,-0.3728090376708159,1.6888393365631182,3.035956672511556,1.6397788429747469,-0.590664089680187,0.5889861496453417,1.1316685769899428,-0.49373632822801333
SIDM00975,0.35891599542440344,0.008855030158588842,0.7045337178951135,0.9324678322851818,0.49048215791959177,-0.8901188108465323,-0.7640784350772619,0.9112673934001058,2.672318449995332,1.5323675772035197,-0.8134013733195922,-0.1243325451198246,0.9244825511300302,-0.9315599422164698
SIDM00971,-0.713090783743626,0.7085723960403848,2.2235159395094177,1.7778263929956977,1.203482837107455,-0.8151116990139944,0.25226203127360924,2.2960014593214013,2.220265419773385,1.7090626551959316,-0.47603814807467193,0.7949516016852989,1.432797399139089,-0.8204138596169195
SIDM00251,0.6855213866129782,0.5712906776618223,1.1844459703543158,2.230155660564246,1.209034631980668,-0.7342340655122291,-0.3235322346270544,1.5674243260729532,2.9025081870930984,1.969849794904083,-0.716666392584745,1.696634155507978,1.3676306960006934,-0.8203266576940906
SIDM00412,0.8571232179526211,0.6749904226945515,1.5955399251654312,2.283476196542084,0.7089935977326068,-0.757226236984589,-0.38907589242082585,1.948785104673603,3.095815311408077,1.7794731139577236,-0.701346576945513,1.0724992800438973,1.4278916162472195,-0.7601131986092241
SIDM00023,0.6672256207799,-0.3272163524618709,0.9447834932849195,1.838751722013541,-0.05581400418233937,-0.7974331413445492,-0.47729370683677735,0.5395487037180217,1.8748277858622078,1.797307474734037,1.0730153535087767,1.05259298779884,1.527082862842052,-0.8458287944975418
SIDM01198,0.7451228053618764,0.360065885563182,1.6449706075289545,1.9653696611603595,0.8499343191004981,-0.38564311352772035,-0.5866908234457942,1.9832885256920774,2.689195193739296,1.6161989953844222,-0.1626990622415672,0.5889747206620144,1.2264518547026535,-0.9081267011407329
SIDM00441,0.620085906674398,0.5884600104838263,1.4646008401076165,2.5211969341704927,0.788408278958384,-0.4296041422620773,-0.23243671937446936,1.8881930858705311,3.0089327500736047,1.968913685894939,-0.5345021539573692,0.26299820753683467,1.6755154373848968,-0.9166743513545584
SIDM00388,0.4515878060374256,0.7361576727665199,1.3973121007874214,1.8868411075724891,0.6797634477076702,-0.6921504391152081,-0.5881860066904401,1.2052463428423499,2.8185118108905933,1.4155558295797792,-0.4184156554241018,1.0585421110410713,1.2843991381313005,-0.7702687820649574
