,CASP9,TNF,CAT,PPP3CC,PPP3R1,ALS2,BAD,CCS,MAP3K5,TOMM40L,GRIN1,GRIN2A,MAPK11,GRIN2B,SOD1,GRIN2C,BID,GRIN2D,MAP2K3,MAPK13,NOS1,BAX,NEFM,GRIA2,SLC1A2,NEFH,GRIA1,MAP2K6,TNFRSF1B,CASP1,CASP3,NEFL,TNFRSF1A,DAXX,CHP2,RAC1,MAPK14,MAPK12,APAF1,GPX1,RAB5A,BCL2,BCL2L1,PRPH2,PPP3CB,TP53,PPP3CA,PRPH,DERL1,TOMM40,CHP1
SIDM00098,0.11527483320994761,-0.7417031340419986,0.453972167701615,0.5725900346513509,0.8370913859610635,-0.17548044646034414,1.3626428202609033,0.6702975074186522,-0.49778808030082017,-0.815073187301962,-0.8817563163332971,-0.7470304585439392,-0.4756331899181543,-0.8208984310076196,3.5100567689576434,-0.7177428725562194,1.8971055939388226,-0.8883235888332036,0.5507507225558202,-0.7276997760261817,-0.8482815856251323,1.094608116771338,-0.7864243654764201,-0.9149478343250822,-0.7446640399774493,-0.9371386916434891,-0.8660640154490135,-0.36189749503635105,-0.7596172478206461,-0.5666153657688929,1.2873102301243946,0.13926586167822005,0.23753127216702893,1.3588907194468693,-0.8322663175961811,2.7846333716013927,0.44456538250407784,0.6589636762154816,-0.5366156139951306,2.6608733570372523,1.5440026183805633,-0.7889267391162311,0.5107928319422761,-0.9438592413383026,0.9581842836873732,-0.2857234055097085,0.841677341068453,-0.3124739834909018,1.4020338652761657,0.19272362445321933,1.2877686189535382
SIDM00225,0.1189453234354661,-0.7278087225899333,1.1307423544391577,0.40003200864360383,0.8682071763918016,-0.25888882777414296,0.6316810958179817,0.8954147992633392,0.9162647646235554,-0.615091657250145,-0.9096464909884534,-0.8305295700537194,-0.7125686719868626,-0.7843207321870466,3.0218535544054204,-0.732165585100638,-0.13276692052545014,-0.7927673492530329,0.4641301980845953,-0.6833342933099839,-0.867934525911688,1.2760003677787382,-0.6931217455070549,-0.8493218927195383,-0.7720555814791786,-0.6929344367393534,-0.8868001278426881,0.3379635893559659,-0.7734491819881827,-0.6853352096548434,0.908925008297445,-0.7557244409264281,0.6371962524079252,1.0629856627092762,-0.8695511356869954,2.56435910851763,0.25589958892890957,-0.2815708130608741,-0.4507614171221136,2.4312899742839975,1.1582507035353937,-0.8146037792738963,-0.10167699538593325,-0.9700646744154283,1.1998607785549347,-0.6204080570580509,0.750457592093919,-0.4217381259605539,1.1891790468518026,0.2935940461482967,1.7207336768287096
SIDM00846,1.4427858245132252,-0.7958212129566247,1.407574312960163,0.47816056080939234,0.6492217889657762,-0.5218726825000298,1.1457513347465378,0.878793512272863,0.966225137351503,-0.3541285031680678,-0.7842465602024631,-0.8749851643296825,-0.6228207916923634,-0.8257582797818319,3.1710710968273084,-0.7695356145566727,1.1921988592594,-0.8932389258769291,0.7730467655009655,-0.7136275696942892,-0.8478919338490121,0.8123727993565176,-0.8187341219528952,-0.9543513843649747,-0.8149856261703559,0.5900498370848277,-0.8889607383404139,0.8704733786589941,-0.714595515604119,-0.6370520757146186,0.2655017971908828,-0.802284830642152,0.5356313254566677,0.9477338755684003,-0.7459039347574431,2.32043600654032,0.24352832135825914,0.5186178137365245,-0.6590140612081606,2.505302380812886,1.1105650394555924,-0.6486053132440212,-0.17849693217440857,-0.9126679172200333,0.93824068957602,-0.5811015847484154,1.2485847112323,0.1568508876188319,1.4396815885849197,0.182731457557831,1.676623880262453
SIDM00291,0.8389360576012556,-0.6350193019167573,1.2600803608629763,1.1333175171164658,0.9921747390087609,-0.3730241244940332,0.8276005928737822,1.117982135046123,-0.47175116851925597,0.398743086386048,-0.7856609005938454,-0.8902366526756632,-0.34911641635691887,-0.8940643401538414,2.906919152218291,-0.7441470272260053,1.2352709185763244,-0.9706282813368929,1.5071802960822158,-0.6014862650163731,-0.8411244385594968,1.181007216510523,-0.8740701531993509,-0.822465373761395,-0.8234234158494382,0.06422386368702475,-0.8962886452356371,0.6833916835716375,-0.7716492967293459,-0.8626645384587263,0.36282586866935107,-0.8805801796383856,0.1337637158006113,1.0785686217935995,-0.8383222417681562,2.344315854474362,-0.0016074670264164786,0.5140430413396011,-0.6257922536478191,3.1798637645617562,1.325837169594903,-0.6539806029736842,0.040779899189743785,-0.8997939758859993,1.0765528193612133,-0.5084398361676555,0.7050565694983147,-0.4610725123544169,1.412743720799666,0.03343167669418792,1.3745533305094524
SIDM00520,0.2067682953296997,-0.795223583456106,0.46866976420698914,1.1143933975989797,0.3846248673966569,-0.25756533249546226,1.636546043141935,0.5982059955969223,0.463994539195327,-0.5866492152427577,-0.815711252453109,-0.7416339005797844,-0.5327556481560634,-0.8513321957254336,3.2142904887494574,-0.7729997972112445,1.3514346079195794,-0.9843403329556717,1.2239590099346078,-0.1462388941949519,-0.8518468307487818,1.3099130610050176,-0.8805345561500085,-0.8434478036362756,-0.7963767759103595,-0.7816560956586385,-0.7800458112269018,-0.4783619209743687,-0.6629906982972418,0.5827784174766663,1.050600502153707,-0.8701947805278356,0.26367349121935746,1.1027952458881027,-0.7980295612968015,2.6107510648389716,0.14772901486491702,0.23145607474922847,-0.5697177024629559,3.2176714439970056,1.3694903408329668,-0.8193141479737249,0.2543223980285224,-0.8431772688524031,1.4143325178893384,-0.5243050792613837,0.8139923328046694,0.16758069876797033,1.0381515373716357,0.008027363213991051,1.7232658122961335
SIDM00003,0.07877017515724916,-0.7054782993116544,0.8355825460649003,0.5841356030571326,0.8282506077910992,-0.4662331395182787,0.5995875826888802,0.678485395232507,-0.3697031301184278,-0.3077996418766303,-0.8280637799977628,-0.7356585669657586,-0.47581097813322953,-0.8352796117350845,3.3074066014666843,-0.7319048521989104,1.683800057345054,-0.6998660529685672,1.4711693139619675,-0.6557356796945771,-0.877826848043095,1.0517862584341275,-0.8223725557907109,-0.9572682513264068,-0.8413153544146204,-0.5829957824539626,-0.8075985217674603,0.8131308279614562,-0.790503927032319,1.4286510451177228,1.0046169138033936,-0.7569708685617521,0.009382441965817539,1.1068061154019688,-0.8236607663522438,2.459633183065542,0.3122981119006644,-0.116416345254081,-0.5475640192626006,2.658710031141237,1.1629281265974476,-0.5561324062866453,-0.2414713467103455,-0.9849942115079174,1.0330685117151297,-0.5195021342956749,0.5966263727118364,-0.1898538193368845,0.9965380654928402,0.045973769639599434,1.4850908336642343
SIDM00136,0.08217097587573322,-0.6756869152850754,1.318743979802263,-0.07833254343929705,0.6517893611130673,-0.47736603278753614,0.9231135240293825,1.2797370613779033,1.3987005898208758,-0.8191397985418817,-0.7786543951350856,-0.7763923754851505,-0.7256565331210163,-0.8680987833409655,2.7433681849705738,-0.7447449264889937,1.5072366173222387,-0.8901688834786368,1.2489271388794634,1.1276780632893244,-0.8021313906454034,1.2683538820321245,-0.7933421483194197,-0.8895873742176225,-0.7798661536067383,-0.9574126786277285,-0.8570699036380927,0.6236101455153211,-0.7821208835436502,-0.8538270356293524,0.3413503057878657,-0.8027504138304912,-0.01155815065400806,1.0019949401737969,-0.8729345879704715,2.6566406803841827,0.23620349665749346,-0.34779473375905273,-0.6091336816859915,2.700423209070932,0.9517884736821157,-0.8117922027195962,0.711426679307965,-0.9312791873517074,1.1666663035336486,-0.6243602593595802,1.2104692785526057,-0.16523663983659473,2.1197687953452857,0.0007837859732663508,1.902816147804064
SIDM01155,0.1357913844993496,-0.7406829943835739,0.9498192531642409,0.6900491996101602,0.5870173443365034,-0.3459009477769807,1.1414541968025247,0.8577553401063456,0.9930856199606267,-0.5689309776343833,-0.8621100357206407,-0.8287933587103191,-0.6408856114022643,-0.8419559854111376,3.2584744490908286,-0.8048685719024316,1.7904204985804215,-0.8740667498674572,1.1286916919527235,-0.5042140438629216,-0.8103385953827936,0.9717193983744865,-0.7705642492546854,-0.9411264109212352,-0.7798179970798941,-0.9581278250018868,-0.7875625877482937,0.06388177729246686,-0.6978643490791071,0.5618683800806479,0.9298297883286092,-0.24023919836865681,0.5075053540024195,0.9904301522515924,-0.9135282642896718,2.565140967902041,0.18153784541728613,-0.06354057329924828,-0.5464375302538664,2.9137158321222825,0.9620175900240943,-0.7470459042433384,0.09101248360541105,-0.9573101381451178,1.1914735675731685,-0.5711970869300372,1.6133293906214976,-0.37737776060699446,1.4156893685527587,-0.007624663820566048,1.1651398021847974
SIDM00224,-0.21934465047413165,-0.8669716464946154,0.36111588854247206,0.87251913973505,0.9285992617367367,-0.35533463358053285,0.8657992024351617,-0.21522891768941924,-0.509415712918022,-0.5601084522722262,-0.8068566731246224,-0.7109631444332837,-0.5910349716202077,-0.8269955839245806,3.2140166039683207,-0.6418709769546236,1.4622669511322652,-1.0169559929354322,0.7650114990718418,-0.7133327069498198,-0.8609272419332398,1.497335062973667,-0.8583262040249581,-0.908505387172309,-0.806174974655489,-0.8033240522945369,-0.7033230077491062,-0.2739889694960572,-0.7413304040952101,-0.7133513445806136,1.0696174968640026,-0.7120553585824551,0.3911023059444524,1.091252958571458,-0.8709493634093506,2.6368755124166228,0.0789527780824647,0.046217036445909215,-0.5948585566872522,2.9953527862622935,1.4763839054906123,-0.8156867485962768,0.10793029165654063,-0.9915352915990198,1.0197214685122702,-0.4210300737781478,0.8603170712230731,-0.3178224875844813,1.9907893127147427,0.07739970968474882,0.9851966393935184
SIDM00783,0.27689665266586927,-0.620719966230755,1.0779979422871606,0.7011348526216074,0.8667302129834775,-0.498187466319283,0.5983112132619249,1.1749154680773672,0.9352351208866996,-0.723581841613634,-0.7326329738115177,-0.8581549240977382,-0.5615413761478147,-0.8988778568242629,3.152304618875205,-0.6488539305486842,1.4754817344937912,-0.7729596381774388,0.8344188350712913,0.11336754893786175,-0.8411663992439828,0.9429836011195218,-0.7876826072680202,-0.9250742563464096,-0.8118514395586117,-0.9239655530502684,-0.8736752067835537,-0.3001468684788692,-0.893539784030708,-0.8619236156671343,0.30862998387573115,-0.8752762451953262,0.20554690288171282,0.9910771519520385,-0.7886659519795963,2.386576608860468,0.01338211648565809,0.517743473728436,-0.6749048552819809,2.9487491282674108,1.2753237327649074,-0.8155873622327149,0.6227413736392263,-0.9619355475997022,1.4010769794501516,-0.5852476593539157,2.1326616870224337,1.4619160591535758,1.6739581435794129,0.017466578599879698,1.7036882806779938
SIDM00490,-0.021197048392591938,-0.7747934465068838,0.988522698421847,1.4781916717676253,0.599177860639681,-0.42936181784137933,1.3793464630411403,1.3736917240261075,0.8309503254682379,-0.7344310156184861,-0.800848885676957,-0.7465377768773185,-0.5680585755811055,-0.8759291697681073,3.0557354656866225,-0.7369177370512338,1.4937547883566844,-0.8962700393980971,0.6256818960160825,-0.8005468689069389,-0.8626423667706233,0.6882079657377024,-0.8431579061465146,-0.8863869337939566,-0.8422455793653628,-0.945408281184872,-0.8269379792936343,0.7996580438234433,-0.7445384106815212,0.6405788371934409,0.9081596734291318,-0.7114883604055385,0.39172804335725453,1.2904315003147424,-0.8284624261796028,2.502282596124912,-0.11439633494910502,0.40314300117298263,-0.6249731533600523,2.65078641601663,1.1764859221335848,-0.5342053336322168,-0.20200298741740846,-0.8881511308837989,1.1181198636015552,-0.24583013670927326,1.4731858922171515,0.9161706796784963,1.7158315970043656,-0.10698970410999163,1.531605671009679
SIDM01090,0.1718619910756335,-0.6664733837063895,0.041852219975165,-0.7682533801486506,0.8935685305622564,-0.2551501562791697,0.8279121728753582,1.0733405620333432,0.47232363572640734,-0.3623538573309713,-0.8084803661136364,-0.8459698995978444,-0.5691866147546003,-0.8752059412294779,3.0617755957121684,-0.81466402255389,1.8433537792205765,-0.6917293460273571,1.366869593195072,1.673034897333278,-0.7780963159669522,1.6124328755564132,-0.7779106743016455,-0.9157440649975115,-0.8477925586540946,-0.8334968492544717,-0.8193598747129048,-0.2771132732923988,-0.7326294086534608,-0.8233894595831249,0.6882886193443992,-0.8065785834166656,0.06986413563399085,1.1504192022891813,-0.8940443025218485,2.3606933102980165,0.2851504129749706,0.7587641568234198,-0.6009776535395702,3.023601833194185,1.005974758977123,-0.5515284866342876,0.8724460879240578,-0.9191454318855544,1.1486273580115887,-0.7335655248116916,0.48636351954406126,-0.3400477688286998,1.632464449693361,0.21974460987577144,1.677530271514031
SIDM00394,1.8270967073162723,0.15618340943963013,0.08529535528045411,0.9704173082511504,0.3846932818354008,-0.6535359457186033,0.6217116327691667,0.9080517101579505,0.7311006217391574,-0.8185642818094438,-0.7983109810695108,-0.8253533857624096,-0.4908051060841861,-0.8797754163705919,2.9938393351778085,-0.6963894142297389,1.4760916569834672,-0.9291452594137686,0.8887872785180994,-0.23645834398907362,-0.7530231721140909,1.2097167954875114,-0.8485753104759945,-0.9016909872628732,-0.7363488449612918,-0.7880853419655515,-0.8306661782279281,-0.3018580442354806,-0.520708570780822,-0.02438694573707488,0.9062622259008989,-0.8440444165359391,0.21439127729677931,0.6073088489103493,-0.804189876824146,2.5978668785884858,0.25484637278073985,-0.33095577701439743,-0.6462033415669091,3.3364590545937416,1.0201705186717018,-0.7119188355317849,0.2148104320441421,-0.8048916769780607,1.1457970769539276,-0.7059087438497308,1.2296800231712353,0.11136633758724625,1.6356544687834988,0.36158154631571193,1.6256790046003922
SIDM00538,0.16122991850353813,-0.8001386665896271,1.094190006579579,1.470855768321187,1.2071534463928786,-0.6191013832297495,0.7298525508942966,0.84948050144808,1.7177661142902194,-0.8010686631550323,-0.722993472740101,-0.7710978522775569,-0.537145438784629,-0.8153130267858133,3.151313092123197,-0.6065397549383519,1.5071707539628325,-0.8668551694834001,1.3221607445107224,-0.1261232619833327,-0.7728278481240487,0.9164820959418207,-0.7784935801560857,-0.9125483644399776,-0.7885852614821078,-0.8848330268970925,-0.8310757096484411,0.02109815710405347,-0.2743119038928092,-0.8675868094619946,1.118083631451638,-0.7349629276790538,0.6402528002387509,0.9900405838299076,-0.7937271996048484,2.6596850373636167,0.22333078504795928,-0.0598736764697464,-0.4323087810239111,2.8988062487981705,1.3725291433402742,-0.7986074681005457,0.5809053540930047,-0.9615076134219264,-0.13133691327244054,-0.7586979510942264,1.2119573707378233,0.7267350774016763,1.7318934716100665,0.03961138516763602,2.003612368506671
SIDM01140,0.43567089604281123,-0.5101549525969581,-0.21654337287903744,0.6772689743440358,0.5274382430408014,-0.27521020514607303,0.8463904381928901,1.3364574615386704,0.005293274901539876,-0.678005316201725,-0.8376775086758611,-0.910647782036386,-0.7086154685012253,-0.8400065024003477,3.1932758857854213,-0.7240793388820089,1.1856604102543775,-0.8274395257145922,0.564278146343392,-0.6335540680649143,-0.8917907084579514,1.9070228730398646,-0.8287163548009836,-0.9029199544583306,-0.8240784515715048,-0.16464341209592254,-0.852865071492913,0.7186589228368632,-0.7724991423028158,-0.8415093157596084,1.7805572849776234,-0.7353752462877202,-0.24503119496009146,1.0593409679715933,-0.890740571837057,2.3205834790881457,0.25454038397529827,0.021177871291461335,-0.5979698892595101,0.7064373650602157,1.235580797145688,-0.773035812331814,-0.005693447133302207,-0.6107866332868626,1.392379269105439,-0.6808715671898623,0.9530893658155766,0.058543479746804496,1.3122013019636687,-0.06385081495154533,1.6669947355428625
SIDM00101,-0.2311997098826816,-0.7994685214632405,0.7438468367630715,0.8902829042944282,0.6968826768815476,-0.221031618632389,1.5717646417946878,1.1491571981979907,-0.11906482810285486,-0.5958962753699465,-0.9073224329341875,-0.8330318770825101,-0.5133355675886166,-0.9404396191650031,3.2215463672695415,-0.5069774246141319,1.0584119753312935,-0.908970385982434,0.6717163235318884,-0.6068535454194476,-0.8139779020055936,1.3662678452165564,-0.8878747586492067,-1.018876781597621,-0.8307396215492652,-0.8597619473539728,-0.8547754369694386,-0.1991738085169714,-0.7854201314476691,0.32383004130637716,1.188802093702379,-0.47789677134158715,0.5212169585016977,0.8061268634722288,-0.8857982454186664,2.577339926420432,0.12499718660078729,0.5994254012511504,-0.6551709344955459,3.218470369921483,1.2766476452811448,-0.5414649189174842,0.5563200483529328,-0.9638163061566632,1.0878579163009066,-0.6497271797879088,1.1601530672915639,-0.4816954916902782,1.1712656745463925,0.14153058808129199,1.5907394845292742
SIDM00114,0.11918241734372706,-0.7961215264936177,0.9217964577182899,0.17735846168069447,0.6252349517460732,-0.45544069757280436,0.9514123777270976,1.1335930265172443,1.4835212460081917,-0.7783028760898654,-0.7644104696592794,-0.7728816029513705,-0.563048402662431,-0.8528852646365643,2.9453428113006175,-0.7263861382599209,1.547541484581451,-0.8980757709956535,0.5450570482957486,1.8795985299525095,-0.867300838759897,1.1379472238888493,-0.8835016076315954,-0.8473374113557847,-0.7787239232886413,-0.8984510668684496,-0.8094260196808171,-0.4076664092422567,-0.5542658606004469,-0.7381741483190394,0.9693345890423952,-0.8152501279034091,0.6390221944867218,1.1084278268562038,-0.8113409966816522,2.5166117337143623,1.3281083877640272,-0.35544851566280106,-0.676825715750025,2.8335921221994957,1.1019628493270668,-0.7980822207653474,0.3543772184612706,-0.8997901551389837,1.019173785504558,-0.7840990562420271,1.317773923725134,0.18117487301355886,1.7132291953601668,0.29362519606725124,1.578662364677623
