,SOS2,CALM2,E2F1,PRKCB,RAF1,SHC1,PRKCA,CALM1,IGF1,MTOR,IGF1R,PRKCG,PDGFRB,MAP2K2,TGFA,BRAF,MAP2K1,MDM2,RB1,AKT1,SHC4,AKT2,NRAS,AKT3,GRB2,MAPK3,SOS1,MAPK1,PIK3R5,HRAS,EGFR,KRAS,CDKN2A,SHC3,EGF,ARAF,CALML5,CCND1,PTEN,PIK3R3,PDGFA,CAMK2A,PDGFB,CAMK2B,PDGFRA,CAMK2D,CAMK2G,CDK4,TP53,E2F3,CALML3,E2F2,PIK3CA,PIK3CB,CDK6,PIK3CD,PLCG1,SHC2,PLCG2,CALM3,PIK3CG,PIK3R1,PIK3R2,CALML6
SIDM00098,-0.14645705387439345,3.2873074022861215,0.510135825887728,-0.7593485237630189,1.105522053320851,1.5924320056045587,0.665712107089428,2.368857250111297,-0.8384382074766696,0.0877173953496665,0.3513958605957572,-0.7676440311455066,-0.35546314363972364,1.7985337293991823,-0.7082790054391395,-0.7822293700544648,1.3068758587456268,-0.4490339789181068,0.016058739893408634,-0.1589299914649479,-0.8501465750573023,-0.6708840724550083,1.796453302028577,-0.6308758124179298,1.7461961434059645,0.3043844854751119,0.6227387380923055,0.45912016079758144,-0.8478427138862007,1.3875517393560706,0.6298424319898418,0.47466145476394606,-0.7611210294012334,-0.7078848344718864,-0.7040249172630424,-0.12338898425520059,-0.9633528920472113,1.6140950636714726,1.092945900200549,-0.6512429962791757,1.2943531923462372,-0.8717255174665915,-0.2582916525312735,-0.5641764712703544,-0.5715248512616656,0.2888188643263621,0.07466586606708016,2.3533346535005797,-0.2857234055097085,1.2588280164808132,-0.730223830357497,-0.31863223932408746,0.8515901817502423,0.17596570516696397,2.2852606993161864,-0.3846227482318617,0.3230023779792916,0.6006280076465643,0.1106998377987468,0.19773941088144292,-0.8832652758626194,-0.435137947832969,-0.16420752704121946,-0.7612220575414181
SIDM00225,0.15464606464079755,3.272788525222484,0.7095703519573987,-0.8488476625423591,0.8348573535582411,1.763569485094945,-0.32273940766304543,2.5151088555078016,-0.7828208073120027,0.19858148426542813,0.17646411314280433,-0.7962875933653063,-0.4414125094540725,1.273364272885486,0.34332646132563793,-0.37593296330682047,1.7672558841865322,-0.5332282524417341,-0.2338632487454279,-0.12032069319968533,0.9977141566111893,-0.48940933136072684,1.8397846356450012,0.00327414136633282,1.566287194929019,0.42574360123698995,0.7242755066546729,0.5101479725257008,-0.8339691836356542,1.1051907729656958,-0.47226253101766874,0.879071646217962,1.8201551078412437,-0.6170798304660586,-0.8171621954713532,-0.17368924498095675,-0.822138590072848,2.0388315196239675,0.9874554920950515,-0.31956181662508887,1.8703919748556093,-0.9045744554000338,-0.6429321888445506,-0.8589538807693378,0.4243523713420201,0.6244959289577018,-0.2669926876588721,1.9720925673450305,-0.6204080570580509,0.9658058274085484,-0.7296895694827922,-0.07876034095545313,0.6432993664700564,-0.289436664838999,2.075727382712955,-0.4259825966617104,0.6773349592321166,-0.6896955373711191,-0.5021284841151514,0.5954074349169347,-0.85038006208633,-0.2771121420304421,-0.4603573061973098,-0.858389349051276
SIDM00846,-0.33627621821732756,2.9524650712039007,0.7857521884326684,0.3937068401889022,0.8698531163205813,1.2457457334250612,-0.28414790650247623,2.41914968075669,-0.635799432944386,0.17138090089803346,0.0998863183736164,-0.7174047400905132,-0.6792902674707262,1.1338849989723598,-0.7425622497626523,-0.7589388476329242,1.8566577901095587,-0.370563754381177,0.15958755471976,-0.2132189230298964,-0.8902376094732412,-0.5416768291323578,1.689101416942715,-0.8366500827076601,1.582817379722509,0.40456292514070263,0.3263389430642861,0.3639110576930663,-0.7286019215380581,0.6951875006183451,-0.4729979716097495,0.705831098423714,2.166953370595301,-0.7941029571487858,-0.7356509393306963,0.1361630588670387,-0.810177507513735,0.07087854832076719,1.4503902241069933,-0.06271061018132987,0.06819443812019584,-0.8288583083717109,-0.6754688744994588,-0.868183257594589,-0.6096609627953734,0.3861640005363006,-0.15414547135148837,2.0039845495432793,-0.5811015847484154,0.8880523683033342,-0.7976032453088218,0.1728051751688117,0.3009842739833732,-0.288815158393606,0.9516021797407215,-0.7489569632522669,-0.12929553963851775,-0.7280026472089953,-0.684611185447512,0.1787923572967198,-0.820596360725214,-0.539366920455228,-0.30207525946749875,-0.7462401226530095
SIDM00291,0.21050477281114974,3.0503406784165934,0.2981057210658998,0.511977753015404,0.9796559767371458,1.6270452394344967,-0.5639027357226977,2.122795656006334,-0.7619893543743832,0.5328966076141032,0.5670440072138376,-0.6818573122373017,-0.733915431515873,1.2604308368381785,-0.7129589356304419,-0.11087046888498304,1.6589398477165531,0.4435949493862394,-0.3756504775626648,0.19571455103036073,0.6061156164954835,-0.3319020096946334,1.374692858095759,-0.16736406499652842,1.8578936789144092,0.8556571961413694,0.5486812928608678,0.5321205356572491,-0.7365915933005378,1.0154145333144973,-0.7010901879183482,0.9636772611317815,0.9420004143666958,-0.8532107155463896,-0.7759404858109082,0.20516428708917692,-0.8825922112839363,1.394041590551702,0.9710513457407052,-0.6587730241746428,-0.42046234334885796,-0.9217758419866138,-0.7428856796638713,-0.8508886520693663,-0.6689093570167366,0.33193717089649233,-0.18763113924471408,2.6016268107613807,-0.5084398361676555,1.3714811290366928,-0.5657702090782106,-0.41557136905533726,0.6758468981090971,0.7973915424442831,1.1710865981991583,0.019775914665252674,0.6652808427630261,0.3172366970542647,0.5307139353125314,-0.11597508664484533,-0.9451146794788785,-0.1357513311775369,-0.25954488834721806,-0.7852846221969788
SIDM00520,-0.15327484864701205,3.280311318919286,0.16466722873874487,-0.7736898172630116,0.8454594995210262,1.5355527291591033,-0.09266788333177609,2.313255091363634,-0.8821517776709179,-0.31458956391235965,-0.09940394677581249,-0.7610415022968393,-0.6240077015794444,1.5326932560318176,-0.6022102495897935,-0.5368144346923572,1.5191012332163636,0.1876885445511217,-0.6132319784903164,-0.29195671144782676,-0.8971738060165065,-0.574813865969313,1.533903796599923,-0.10742363391901054,1.6113510472933754,0.5000866377405552,0.490206872722997,0.26042457304454064,-0.8314140434830632,1.5161091203354689,0.17015761897142367,0.17721634025831323,-0.6084975171405642,0.7963603305333808,-0.9782685487911118,0.013560006457620706,-0.819673458870021,1.9365871753526132,1.587092145931502,-0.7648242114555972,0.49992339191750934,-0.5901297852875299,-0.6724583430945145,-0.7834829456821983,-0.4673284740981333,0.2822831607400527,0.17186493297014024,2.288477714351277,-0.5243050792613837,1.0154610573451306,-0.7867649870119738,-0.5129108660307339,0.9489371145890182,0.04872946486551291,2.087452818987893,-0.6088840333322989,-0.057471505780043806,-0.1831610057098304,0.24461816978747378,0.4545592469961287,-0.809002244635813,-0.22277964900335825,-0.23402885410095514,-0.770518911879334
SIDM00003,-0.07606761759270368,3.2605884836388155,0.7060601977833633,-0.7810375137376369,0.6530757342323101,1.0640653784314094,-0.6506165646414338,2.702563626479119,-0.8416571603575369,0.21601523857549534,-0.007442535706183771,-0.7206777514485687,-0.7143728881959527,1.5988747555684801,-0.7242916779080122,-0.36580442658776524,1.7012680244644953,-0.4439475464793733,-0.2219344226711705,0.06914677644384426,0.8018931881243223,-0.4979858267327193,1.6405661255028405,-0.2551297332924865,1.6039643153529137,0.46660514256326746,0.4385413908597508,0.7243979395425967,-0.8020179127306238,0.8197722327603156,-0.661709351285879,0.568297621257225,1.0103184147073712,-0.750684055132442,-0.8326724453376524,0.07018065728126152,-0.9057973507077154,1.164899253512414,1.0961925606488712,-0.5000258795066411,-0.501895063253792,-0.8411520556456288,-0.6951453606424034,-0.8364486056792134,-0.5482550682015567,0.3138256981947485,-0.2605007712212255,2.3227833709466115,-0.5195021342956749,1.0479214843809905,-0.8133495738365327,-0.1709641255407752,0.993463517123065,0.5307492349086849,1.4586144433365313,-0.4551687594131406,0.5384967390911175,-0.7379202383689112,-0.17719639485425942,0.3990803452395117,-0.7573812995678978,0.007774037385819338,-0.25041751802124634,-0.7597026253689041
SIDM00136,-0.11987262078344194,3.23067028722557,-0.09184006992874497,-0.8693325448539425,0.3315127066929042,0.9334440448019221,-0.09879023611518825,2.356396272116694,-0.8136384367829445,-0.07308528886939572,-0.16846942461436962,-0.823848860888974,-0.8033357886257317,1.3220480235434442,-0.27148654959653384,-0.3625193553906259,1.992879827711926,-0.45279983097752174,-0.23087709210319557,-0.20366846679216194,-0.9237080284308767,-0.43544298751278593,1.146668931315316,-0.8153281538941863,1.719943248372717,0.6507892655995077,0.778181819928126,0.3851481893824864,-0.8366041470975958,1.4466032401452813,-0.3592493371703439,1.0135103333842828,1.2728588985259195,-0.948368971819337,-0.882320773107236,0.07786900375774598,-0.902062987697495,0.6948512868562963,1.6771536686554938,-0.6223357305028023,0.370244503544954,-0.8564016889318443,-0.5145248673234087,-0.6890850895059174,-0.5788869764204504,1.0364448506402841,0.36247243874006,1.9601746556829303,-0.6243602593595802,0.6777440110369342,-0.8722314497674858,-0.6139667640731927,0.5843610535832205,0.25811132734267916,1.2582526761832278,-0.7474600078698875,-0.28939731316290374,-0.731530629718772,-0.3014197573210242,0.3943678738401835,-0.8703045150505063,0.5372548495522526,-0.22358075672074318,-0.755524298056724
SIDM01155,0.038499845182361186,3.2803300860491467,0.3930032760498438,-0.8336239833669642,0.8330819657038037,1.4538031932201194,0.11206769601147143,2.6856035150504,-0.7923949773567066,0.09849978998771299,-0.610943965226483,-0.8307562495689359,-0.6593164566070595,1.3366550916262618,-0.8469672585895648,-0.40991705301384807,1.4341348643508207,-0.5651902850415044,-0.34247290604408803,-0.0007707345812583203,-0.8253197239197764,-0.6310590878670524,1.6426541226071936,-0.5515412057574922,1.8149385086266834,0.48095139700391365,0.5798804336571142,0.7064244268194239,-0.814897796665046,1.2593258331658332,-0.1183927223300892,0.5175215510099777,-0.58936616151768,-0.3614962999497486,-0.7829754400087757,0.0697316035222512,-0.8942410318915106,1.4068359428336112,-0.8094843826810196,-0.45677295766753406,0.15822156792589054,-0.8724075010946156,-0.6465181907259873,-0.8219821157738247,1.3990700688112347,0.4972368968856738,-0.060640087984676204,2.04681421946008,-0.5711970869300372,0.6639495807937909,-0.8514551446245273,-0.5194829540469407,0.7117247695566788,-0.062196483072455025,1.4286096671792716,-0.5514510402916394,0.33449345556731996,-0.7234368338514124,-0.8007625008926006,0.42954462225754514,-0.7796014496506495,0.03555478131917427,-0.26542025170621397,-0.7205185156053714
SIDM00224,0.2519977387905182,3.3560934761530263,0.2942330250254228,1.2178584494346665,1.0552668213136176,1.2328769791632257,0.4457697712443634,2.726760011340906,-0.8278635106429837,-0.12929491905377136,0.23645831203209347,-0.7537508121261541,-0.44909946775642784,1.3047908376773982,-0.7389405550518179,-0.7070812741410794,1.005747312417868,-0.40720094169179755,-0.33760702315155244,-0.14579332546923207,-0.9234294301336271,-0.43442293979392144,1.4498162501009324,-0.5731355048044783,1.6246925646432018,0.5479442443358864,0.6885021833752948,-0.5549538999256374,-0.8431084684171928,1.2078768440861027,0.5347721481199239,0.2679026432531028,-0.7312152107855576,-0.8603592898094929,-0.7832119544178362,0.16993918698253993,-0.8990307229503692,0.8803768223143186,1.2630033492806663,-0.6406742721275255,0.6956460057275631,-0.37870254569010386,-0.7054886291876065,-0.876549106714608,-0.6372428979119779,0.16490190105510746,-0.000955025408888777,2.0821114405291428,-0.4210300737781478,0.9962056231830851,-0.8719537470074892,-0.6254824800012515,0.8560372261357724,0.33833862798018505,1.9990047717880493,-0.4916265209661461,0.3151936786213572,1.1563391495589683,0.2895372054252315,0.5698788801002179,-0.8366483153810327,-0.32013283493063943,-0.1933033126050991,-0.7290225234797036
SIDM00783,0.0492032810716853,3.049865192792628,-0.07290704225820589,-0.7582532172790154,0.6344333396085167,1.4415667184125351,-0.4215546067215151,2.3852646409937366,-0.8328836021539132,0.016125712253923116,-0.7304479044483148,-0.8016071386549489,-0.7594829065562893,1.33974538891998,-0.24753105903263128,-0.23531569010504338,1.5514904306451307,-0.23362873697182654,-0.36091804979053277,-0.16433492393168064,-0.773677463715034,-0.6161933850999223,1.2282180204531403,-0.8892236461510445,1.7344336575020778,0.3326112379658688,0.6723766994788793,0.5324004850994095,-0.6390949064998547,1.0671521674781155,-0.35319037622249505,0.8330509782272281,1.0024670634092965,-0.887603379629381,-0.7978541022658486,-0.22021396310918273,-0.9338985097899516,1.5157258169243817,1.4451698049236457,-0.782129818802481,0.7270989149066731,-0.8970780803589928,-0.4222697086625719,-0.8588854912663793,-0.5204014718933543,1.0914195523337913,-0.09347549642985098,2.080535091795395,-0.5852476593539157,1.0470394726123582,-0.8226963778759542,-0.5526901690033814,0.6883281403188356,0.3237229141187382,0.5770385322096355,-0.6119591500737706,-0.3797728196230491,0.3145911581259019,0.9156809600592332,0.07697513789992223,-0.8965572643749253,-0.34362315900357127,-0.20513017930257668,-0.697872871431562
SIDM00490,0.05312236208270538,3.0375130023141987,-0.6016287593201929,-0.8638056373299798,0.6034801070486192,1.8067990627622192,-0.08137692766206456,2.287905305397179,-0.8480654696769989,-0.16692810405503652,-0.07643492442031609,-0.786215443505813,-0.44083016734840963,1.4917886482973903,-0.6263375710110324,-0.46494926395654174,1.7492183306847096,-0.5866563587138597,-0.43030160339852663,-0.03346272796519599,-0.544326967471012,-0.5015132109979694,1.462210399915633,-0.6584320279308679,1.7331757293525691,0.4983000834645974,1.1489867626985133,0.6606740881928407,-0.7566632422935685,1.1889361959984937,-0.19401618306667462,0.4154799977497072,-0.40088116597914825,-0.7695714024975132,-0.7581466817024274,0.1327836896004831,-0.9183465043280619,0.5028296861001972,1.3085344985298997,-0.5462480778570864,0.9396588860341697,-0.8353967022276997,-0.7050099923064291,-0.8420847081798606,1.06545790543503,0.6909136872565448,-0.029438621725045275,1.8124026863086533,-0.24583013670927326,0.37147069358327317,-0.8254858091517686,-0.6779512602450266,1.1091486297041584,-0.10478455771130224,1.3337627532954728,-0.6774761959834487,-0.013266830689621133,0.3919585427893429,-0.5494747475222111,-0.1368041816520345,-0.8682006036542234,0.1753226765983558,-0.14910083492106915,-0.813661464743252
