,TBPL2,TAF2,TAF4,TAF7L,TAF1,TAF9B,TBP,GTF2A1,GTF2B,GTF2A2,TAF11,TAF12,TAF5L,TAF13,GTF2IRD1,TAF9,TAF10,TAF7,GTF2H1,TAF6L,GTF2F2,GTF2F1,GTF2E2,TAF4B,TAF6,GTF2E1,TAF5,GTF2I,TBPL1,GTF2H3
SIDM00098,-0.8381339973665389,1.1444185154615552,1.2873833102619663,-0.7122808816553857,-0.0029741793054754895,0.6696754839425871,0.9942525254783567,-0.4749815157701025,1.7363195209406237,2.130204044702358,1.4422004268459259,1.521445813092472,0.7606188532784339,-0.4617021188284238,1.7278913262978557,2.269996986952662,2.1791194746631786,2.399145351034134,1.796440107887027,-0.610568504320348,2.1682541311908032,1.2562833474816906,2.160337388240769,-0.6691770216183406,-0.009099309327104815,0.24491255073999046,0.7422620669712937,-0.7464883104136848,1.5328782175817413,0.039187062272103834
SIDM00225,-0.8182153117334052,1.2345269693668448,1.4314503107778325,-0.6948677767056664,0.2700761197206837,0.47121887018822944,0.4876382955261457,-0.4992921597608413,1.7419386119036389,2.133461520469119,1.1994645214554478,1.4262313928988133,0.9121955452214762,-0.38662954681690603,0.8629493304726936,1.932974455362347,2.2854859148228015,2.1314358065639003,1.3159565106839013,-0.5892773997676134,1.8197623792905047,0.7804568763578453,1.8568701956299556,-0.4614105630427378,0.003621933907010969,-0.08265714165519114,0.6336184739508622,-0.3952887122469271,1.290003125373624,-0.04400252410492788
SIDM00846,-0.8938738894536835,1.074451373043529,1.002694932980477,-0.8028129241098898,0.1318895602992928,0.47105814198452844,0.5046981228679175,-0.5605179415950798,1.6908173226007246,2.210257882438578,1.0613853919697773,1.5329499093915835,0.5997494209107105,-0.4460494583580316,1.4121433462090514,2.228893421628792,2.3525339167875683,2.1979063542253336,1.3708164156917126,-0.5926712886102459,1.6186727765855662,0.5698723499852236,1.7816557376283024,-0.47906093707812386,-0.09447056158250444,0.3565578403647785,0.6560764598604518,-0.5818148315384858,1.1891250149549686,-0.022968528682868024
SIDM00291,-0.7730321310979983,0.9104723677016512,1.269977979952558,-0.9033307294059288,-0.16618314936447204,-0.12627144741562002,0.02498642234836062,-0.5373932534021517,1.8903841063239322,1.9598205539203994,0.7160438721100107,1.173730790336783,0.5945790164334548,-0.08772117669095589,0.7100138368701255,1.7073572769382181,2.651079588252745,1.7118412293776746,1.3585989068462827,-0.3999302751038388,1.4224213695255452,0.6884767277900181,1.0915431348835116,-0.7055712566775284,-0.09656970391266592,0.3165549668239718,0.2420315478310956,-0.6512634087741154,1.3839967626993808,0.42983680484854164
SIDM00520,-0.7861936558210522,0.7908032129430058,0.8019714059026799,-0.8014768837816711,0.14820984911387236,0.36093811704201667,0.07472592295244916,-0.7471349517590855,1.9342301885715134,2.115523896396513,0.8877405620388273,1.376073815043032,0.7347743821348864,-0.33773998973301084,1.4215669729284823,1.7850440279876818,2.3523973250988304,2.4746603152011684,1.9361281632384522,-0.4862125093517635,1.375828548636029,0.8817060737261225,1.6002365065309445,-0.6762150561589868,-0.35664478354796086,0.0465021856561662,0.434024064938327,-0.6572651980435321,1.0423817426501882,-0.2896933368587646
SIDM00003,-0.8834003928407043,0.8659035548146498,1.0351629298585485,-0.6543296399433497,-0.019851277797292247,0.45798832921039995,0.3494578352706193,-0.4048803368904275,1.9798085660548304,2.3501785931251615,0.9645997291549665,1.3342202147714732,0.7737087866396428,-0.294956437209647,0.5472174438417821,1.9688959382058517,2.074323800571889,2.04808450159748,1.7895370392819545,-0.44689758655466494,1.8657242683890007,0.7418114726693189,1.8407223560655483,-0.24852907389496734,-0.04032163694952945,0.05216900163641099,0.9400452636233854,-0.7196235600980773,1.2442123296813064,-0.14068344182921783
SIDM00136,-0.9499748485564795,1.6791463679921388,1.5832848499557677,-0.7793549050849805,0.40931594924238185,-0.11715469232751456,0.3650725022287843,-0.6428093932032929,1.8304440210597686,2.0742361097955873,0.8732415873331004,1.5433182180945924,0.7651760399546979,-0.6734092837063217,1.239617755915731,1.9483182220362798,2.5162311049903368,2.6008194020883577,1.8585809413321728,-0.4243694602664181,1.808646433540273,0.7326807363110652,1.369522432101477,-0.5583146827531494,-0.35751045460851805,0.03687608175655413,0.3548722578216252,-0.5253560516987039,1.2515006843664598,-0.03730345119466962
SIDM01155,-0.8077600237752928,1.0692587754633243,1.0314253156531663,-0.767979418130489,0.21139050359105835,0.557712036858727,0.43073737067900253,-0.5414449230037288,1.7525419807521585,1.9319274755127642,0.922258569769524,1.4470367811379647,0.645273037045676,-0.42013543372529577,1.0581218244812427,2.1024587629698486,2.2214405182505756,2.285647580847121,1.4972794625835666,-0.6467063593042435,1.9416568495097686,0.74934831904435,2.1178666325427065,-0.879353486291279,0.019384632815395236,0.050133413299532664,0.6784645634914427,-0.901782691523389,1.6348736358015148,-0.1183485733383146
SIDM00224,-0.8359700152706327,1.2723421257941119,1.1000024103659487,-0.6172341255387118,0.22623451805086572,0.7029385814437277,0.5968058890532631,-0.5051667414915065,1.633376241632095,2.0841176392777676,1.0921698611473705,0.8717667320048829,0.63201083605523,-0.5792284545798319,1.284766422011749,1.537397534120753,2.2427659974289784,2.3395890105318204,1.8152730763469405,-0.5865177698176055,1.3489861719809348,0.9839888447149483,1.708154662683434,-0.6665881465304295,-0.3631229696689419,0.23418798534470803,0.6189502889006687,-0.4032235846650978,0.6437550262882387,-0.219036479139735
SIDM00783,-0.8566408493863172,1.4606982157411537,1.0488800177746125,-0.6455530893359445,0.6895268975022191,-0.031162922907552206,0.6570490962831477,-0.4947077440965689,2.051903560313311,2.1416721672166315,0.634108147590965,2.0390316758762963,0.6216313835446915,-0.7147039009489133,0.9839637108778977,2.0500481543434583,2.2881175909919045,2.3067625231221345,1.475590252214209,-0.5806396222931287,2.1042393070380165,0.5993711880008714,2.29407865035343,0.28422956386964293,-0.3944214897367802,0.1330021923215351,0.776692881595851,-0.911112273698503,1.4736075854451425,0.5450572959542389
SIDM00490,-0.8167310608585201,0.980506950441576,1.1710073306448805,-0.7142865791840622,0.7589674914375515,0.5530277540472297,0.5480601015174341,-0.6447867084708762,1.5738233768748022,1.902911324307804,1.0700886407358428,1.4642001780519083,0.4788368387520775,-0.36814414798116457,1.5879860713322962,1.9071795088567667,1.9957901184137203,2.463243673355996,1.713504050895375,-0.6315178879740877,1.7928813368076724,0.8215665272880257,2.278058458114011,-0.5504777954644221,-0.162958917336327,-0.18340558235417706,0.33504502986082146,-0.7952682188384754,1.54899891767449,-0.1670075170921738
SIDM01090,-0.9231037818185263,1.5759531704402097,1.477837940701107,-0.6879429991718061,0.37109155089920387,0.2821116687180364,0.7102557765710713,-0.4038571988331353,2.1212952865286177,1.8364215856925241,0.8646065420146672,1.8626212174136134,1.1087815258528841,-0.06019261018118563,1.2893745076724832,2.0155864978157547,2.3564598951154254,2.3405030400135427,1.4959522867809902,-0.3743648283573147,1.9185258621500243,0.8816837957655931,2.070817716636745,-0.12398572943614874,-0.09542652911304979,0.32650338004033314,0.8577512357213912,-0.7313231600664407,1.4521331633852919,0.2963273537501213
SIDM00394,-0.833113460178375,1.1356020482310383,1.0541600750651399,-0.8033849930974976,0.1936223754370417,-0.5072720849510302,0.6077703896446739,-0.5117977166221896,1.5871980541653308,2.360586630344199,0.6420078771160797,1.8121920165859353,0.8711941773962061,-0.4050743408350968,1.7917501797163617,2.357720775357526,2.2648968284840465,2.1118910122604206,1.3745268834146844,-0.5796413458290144,1.7134669590195089,0.7138465312000164,2.1771258042890334,-0.8528725944370591,-0.30938662149088625,-0.0695811992104571,0.9215079998195499,-0.8397305380250506,0.9290314741952461,-0.2456553853354927
SIDM00538,-0.6870222608054367,1.0649255386275356,0.9994970705407105,-0.747579613386535,0.5665709511629349,-0.26741781027216405,0.5905414327523456,-0.37144617747716,2.519871065829012,1.9172860225909338,0.878839616819896,1.59398692705143,0.7387641262330037,-0.409950579630646,1.5081300613740054,1.7206655380271527,2.0671867029719713,2.930334409288419,1.1190431329468002,-0.6819758724120507,2.013608750063447,0.8864525961095558,2.3620886781950023,-0.6599099132494058,-0.17798627233052575,0.16814532140510524,0.9129300712042289,-1.0362959016383255,1.8195523036135302,-0.34871304440016165
SIDM01140,-0.8057076411932015,1.1544725554579343,0.8116363898577345,-0.7200964804338207,-0.0032324674649708745,0.5263109127138508,0.6615572308525268,-0.43955171857044134,1.9393752778106919,2.2770522137918294,1.3190224140521187,1.7096238856893218,0.8984525285266812,-0.39706450236507757,0.8576731612231594,2.1526612954029116,2.424508929164656,2.3483115725075168,1.0648086373620607,-0.5528379868449472,2.1178563514308717,0.7493267136182323,1.9729416642304314,0.49430051864182295,-0.16861824135673936,0.5802035728480429,1.0690611842371245,-1.0057759551347538,2.0000390234629832,0.1829205833529136
SIDM00101,-0.8667068218226114,0.6336647513735295,0.8138642212442521,-0.8202045978607407,0.36510388582469566,0.8119677922361132,0.2703482569744992,-0.5495426276359869,1.49171727547632,2.2403906747924482,1.026316186581411,1.709663327176619,0.796711764588415,-0.5604819037169704,1.3004696426674849,2.372926395069402,2.463459081353382,2.344123361317677,2.119878862678748,-0.549449772175424,1.5017110385761707,0.6867890252930864,1.6576668841837254,-0.4406291340290595,-0.38940301517041853,-0.21530005962094187,0.37836055056992723,-0.9199339278964542,0.6759550801957112,0.10696525013587413
SIDM00114,-0.9209923019016446,1.453025561060844,1.538124914314468,-0.7931790451354037,0.8825517526042823,0.2547563856835198,1.1991239114527181,-0.6465093248843173,2.1019927159555247,1.879233268079773,1.0374892916199037,1.4433787843729156,0.9116549420513974,-0.0801673305533108,1.6252674950965047,2.115645169706111,1.6242793233683857,2.38113528237594,1.6525091984330265,-0.47141352937754194,1.9620466409392334,0.868020752151258,2.0370619523518747,-0.6989550353449331,-0.31986648579888394,-0.08769049063581393,0.18967979605512425,-0.327488258345992,1.3787837356362096,0.5961221778771776
SIDM00102,-0.7981302567556418,1.208971817548589,0.9669654022819367,-0.7985708380450378,0.14517640137305654,-0.0017201845450228474,0.6980807101880825,-0.6429108013415867,1.6765422180111755,1.972004472661453,0.921536919580485,1.0706857897646178,0.865874949651811,-0.26677227081552285,1.5008986472108634,2.1302648125294574,2.259678559365008,2.7311281140870616,1.8729196155532948,-0.6935227780523895,2.02332231507674,0.9757250938291637,2.2620691601170697,-0.38239720593762244,-0.27231379072081374,0.3329370058345448,0.19549065393963078,-0.9181684955706482,1.487468040114581,0.3215809599126199
SIDM01122,-0.7134100032787231,1.04400506247369,1.3747530860330535,-0.8051812029157912,0.37694472587424865,0.9442275774873335,0.25167712108860857,-0.5762581581217937,1.9394983390292961,2.1446268065084357,1.1382214785890568,0.9864286427178635,0.9799666593636733,-0.48262431986952264,0.9209930095305153,2.0367482526692755,2.3115748866446753,2.0222541383823764,1.802295280634854,-0.5256673452633434,1.4274326740037848,0.9429923179818718,1.6850205785169803,-0.617814672237639,-0.08212910249697704,0.060946040389033306,0.4607627859402181,-0.9221644001857818,1.2394145645893289,0.13814617979693528
SIDM00261,-0.8842156628175888,1.50317019174783,1.2286372148899516,-0.05041984079079332,0.7934846736916055,0.47307473416959595,0.5154697065480484,-0.5676758568103389,1.4953680611795404,1.987725209980946,0.7216418705068061,1.216434102582747,0.8305276413796905,-0.42980315903800614,1.9517604683197072,1.9912580942762446,2.1269940276771058,2.9337756054070874,1.2899097336134489,-0.21583069606712926,1.4901758708799318,1.0946938255618597,1.9233972347154755,-0.7618678070833825,0.28529538728434756,-0.05854343014898678,1.3399769551221639,-0.751647186092577,1.8079864459471096,-0.17023259890548065
SIDM00154,-0.8582635071738689,1.3704746918641908,1.1219628604366643,-0.8110338940115992,0.1071932638194804,0.18518644665500933,0.389635590114047,-0.5854887411171912,2.0646006000440713,2.1609862360085303,0.9877021900203188,1.0652802393377205,0.8541932873068678,-0.38590223034314897,1.1482733688887632,1.9535582292847462,2.23015789446384,2.4087391463264898,1.5869277041602161,-0.6724768366770802,2.117296810457288,0.4236402526926329,1.9413495387032151,-0.6739044218145032,-0.34483775233764635,0.24580071175061574,0.07718796225876054,-0.7295509673849105,0.37072552238674983,-0.1460551126799964
SIDM00104,-0.6994143668422148,1.182032893629762,0.6787301953116842,-0.45792558143018103,0.35432553314267506,0.1748393904328802,0.7359324144860099,-0.8174236783136416,1.9978223503329484,2.139947398869169,1.031411438769364,1.914973514209606,0.6216937927830777,-0.5267386799073687,1.5431299648710837,2.387999641021447,2.3034827721152333,2.5316464082258534,1.879687239446246,-0.6968677959445418,1.5041379603215213,0.8666839234770347,2.2850158232610824,-0.2951374313434271,-0.30994189726583377,0.08098447958024795,0.03339953840901893,-0.7429013225535742,1.4957055870364417,0.6429495401997226
SIDM00267,-0.7343435077574244,1.2685238886262318,1.374091016091071,-0.8157727666792606,0.09038838664743694,0.275883077783281,0.5482989507663126,-0.520244089987693,1.7074580874709149,2.1166344538856534,1.0677611509602032,1.4050404314991944,0.6866525054572263,-0.7409040637430643,1.4758718162035456,2.0358571100642613,2.318660089203199,2.6423971354802087,1.5948530906052099,-0.46141087901327493,2.055044613810291,0.5959461445215969,1.789686821533038,0.04454997337396479,-0.17684538304932917,0.23042393467686348,0.7890404039462644,-0.6137540828060469,1.2200178063073899,0.04563240826472677
SIDM00100,-0.8029894223884003,1.2818730744444875,1.5090934674430558,-0.7278312326924201,0.5004271550475976,0.8989203741508099,0.8643361567507558,-0.4632977203803657,1.8416733226736106,2.2274875243584646,1.311816766944439,1.6414241072219913,0.7997337913070741,-0.05907371169170039,1.1747286835843205,1.6068731835144183,2.382867876294862,2.687177498992661,1.4107558998909004,-0.6384804997677098,1.954624430227407,1.1068708857848104,1.657003915143491,-0.674567170795628,-0.26745898336393925,0.16652122064867234,0.5459689979159986,-0.2944278624871632,1.3474528765637113,0.146527368834338
SIDM00826,-0.9080815600464096,1.204359383677374,0.9053067190439944,-0.7261636328544874,0.22770980498383606,0.47828445424303423,0.18123304593363632,-0.47126911766916374,2.2156637659717355,2.2848944527512973,0.7752439370832583,1.6456570433321005,0.7875496137303661,-0.55313141071381,1.4132137917487213,2.1676211063588133,2.2110242316054114,2.5478544096411837,1.6730111483953511,-0.5232330742353557,2.2053167951743173,1.1861197742030407,1.726639102437132,-0.616853010828424,-0.4738129023244345,0.20740494376912247,1.032520333992199,-0.8225014887398511,2.8064285251710914,-0.03669008745944148
SIDM00310,-0.8473168414995209,1.1779143940480301,1.0948423105608254,-0.655636519227987,-0.14806298416546246,0.48700543164330323,0.8826295236791566,-0.4022923076720042,1.8667409733269689,2.279833061084889,1.30741585057604,1.0492974489846365,1.115708989583059,-0.5568354329063018,1.5232879735394516,2.0186038221165905,2.4218734851756203,2.5557145204638125,1.8429520095677134,-0.5309326179339994,1.843785356816278,1.292583616797889,2.3307243841301837,-0.8374324631774178,-0.18368199490324896,0.3159439236954502,0.4821900647806921,-0.19775616744647248,0.9600638022605279,0.21779515522349016
SIDM00482,-0.7928334120032293,1.5881285891083792,1.0983865583850028,-0.6405548965432384,0.19782738971992114,0.6365996068693511,0.8515384579972219,-0.4382904491048439,2.214457336376002,2.049686751574989,1.2076636673351426,1.5079952116937707,1.1851733085861211,-0.5637549015189078,0.13966905945425215,2.2982733934043926,2.3640894058749815,2.3868336428933783,1.8370131207087015,-0.5276821718030321,1.9720219689915242,0.9348961644225215,2.348143802199413,-0.43604806638995053,-0.4013083505409186,0.3588764127246333,1.6187089512225548,-0.8594189684501241,1.9077120702981174,0.5741394533150341
SIDM01247,-0.8403072810758277,1.6459229777468456,1.3601897216547842,-0.6574173398399946,0.34404876200571677,0.30150315619651474,0.8347533387140315,-0.458156682148736,2.5258294004395654,2.419887878202229,1.4480585417550615,1.8489141421005961,0.7186754473467813,-0.22288433764570617,0.42603018684691507,2.3171706747957757,0.9009093233037185,2.1691600512913802,1.8253748748797476,-0.5654389600830539,1.9525700334157432,1.1016367727692518,2.4953073037549536,1.1964531359893957,-0.262971909818898,0.25777662504801446,1.190990076308942,-0.307343773847247,1.6581309132016797,0.5183839301446981
SIDM00817,-0.8268207783296253,1.0709269766081957,0.7985699658734674,-0.7052377022235204,-0.09222762147360791,0.773707153985491,0.14249628814663445,-0.6876384928369909,1.978759233315924,1.893843871386421,0.889195795378744,0.9416079769448469,1.0324337205187122,-0.6400037446128383,1.315633332153866,2.269769152185038,2.2063275681395482,2.4136333290053154,1.7708511018427395,-0.5842663224962936,2.153244596040031,0.9434834746557172,2.081763897053756,-0.391416662803567,-0.3572936710667735,0.18842389418523106,0.866259110244422,-0.8144140679158831,1.224329899520612,0.19174992285784917
SIDM00448,-0.8054765545523694,1.7996046320186414,0.9870837294054947,-0.710955894908936,0.056143977286820315,0.5738376695721462,0.7935469428390054,-0.5257132342709843,2.368198682742835,2.5125741009578126,1.3912095969314426,1.225769897280641,1.1761015152763845,-0.5770515796979513,-0.43488944726081574,2.2683768544276566,2.394587093083871,2.6925113423963345,1.8368486284589343,-0.5147462621974151,2.1249956527789813,0.5611412073572065,1.9990752021061147,0.1956591125150338,-0.4921165143436558,0.40387039240487044,1.09282463616271,-0.9905088489739771,2.163124550287958,0.25413667818586744
SIDM00086,-0.6608097786312778,1.6139121189768608,1.1586638944318626,-0.7496379958658721,0.029681973458322825,-0.04321049732782994,0.3950429431619524,-0.5914228174765351,1.8970230500173841,2.1447150765182945,1.0063609221360228,1.251442119748344,0.6400753444445406,-0.2694783133703576,1.4608437438586923,2.1308224234464466,1.905156593018594,2.3098509306471215,1.8553596457737793,-0.7091506573822238,1.859244415716126,0.5686784460447674,1.9622719751697473,-0.45307159604252506,-0.3469318171474446,-0.035112583052715154,0.7351400941926015,-0.9023866325936862,1.542015286288341,0.09774488774045319
SIDM00466,-0.8878546808803411,1.1567395027462508,1.1867070454187285,-0.7119781665142177,0.02762077013695128,0.16835361996820797,0.11687092960807195,-0.6835693395664328,2.126197324155379,2.1477110209161867,0.850671601990455,1.5125711368264654,0.4050754229096956,-0.6800647084864705,1.6094160063114922,1.840352596552852,1.7068913428643682,2.5451908922307243,1.0508407155253656,-0.6086266165973315,1.5057001542117407,0.8164298519583464,2.2270933112315645,-0.6905061373654922,-0.49909113384175147,0.09222925044074466,0.14780362351042176,-0.9910862034320125,0.9556322193790376,-0.5040620553153454
SIDM01132,-0.8286987595857549,1.2401047444181081,1.1654270817594974,-0.7853114344362516,-0.035831737151189876,0.5072817302067497,0.6730005025391912,-0.5661040712901214,2.0030183105625987,2.07821549444499,1.2462904323308754,1.6142333152708397,1.1549357757185164,-0.7903858603983875,1.0788852477347868,2.014045199024846,1.99014898627195,2.485570776470608,1.8150937105928733,-0.3232826880446022,1.3827160735311488,0.9671148494450216,2.355927225030753,-0.662876822551325,-0.3865290394581403,-0.19745595926079793,1.3504146430036235,-0.9386265327475173,1.3934671343586365,-0.19827310021200548
SIDM00465,-0.9127141872165843,0.8145170928067499,1.2406926951616195,-0.6895255874131042,0.03369216173666085,-0.5629887624462288,0.4172554933041941,-0.497065761976916,1.8274974431094542,1.97123892769684,0.6852280042414729,1.0561600047837938,1.1082947119515734,0.09279040944514953,1.7510078117719377,1.8717683255143471,2.1224645663812836,2.0838028436129457,1.9351040296242656,-0.5473023654009305,1.9630449152319518,0.8631201866063145,2.510154440637922,-0.5302934162016854,-0.5105922350863251,0.6792950584552457,0.7876808252105163,-0.8840309272979271,1.3527199674666868,0.29791492889147575
SIDM00565,-0.8888165733928274,1.3472163294172195,0.7137723492471454,-0.7759897660385217,0.025776393887568083,0.629242573529929,-0.012674077154955755,-0.5155153081694951,1.823727498688238,2.254759424708734,1.0979370470185819,1.493183755034424,0.8357755061254946,-0.6968089144481471,0.726804523594962,1.9455170423833812,2.3827988957205966,2.4089637411430407,1.7155828427975777,-0.6190053916861756,1.892499086675494,0.484656647170186,2.2632309749007593,-0.6823444823356347,-0.5949706749499769,0.09112511531202735,0.7380832199514581,-1.0959075363297943,1.5377611579039114,0.03321998492806471
SIDM01092,-0.8246129933142406,0.9965996619130777,1.0153865770075088,-0.7278439739829531,-0.007479856195019126,0.14725143895561474,0.5500695959011472,-0.6660465208020859,2.075972460999433,2.1684100161215447,1.2046339074024965,1.0097101295236859,0.7001281261947173,-0.6953397418598812,0.8798006235936506,1.992817040542714,2.4194157016138043,2.4226867233435643,1.690700535220643,-0.5220801213990222,1.6586452688849282,0.8999711629688952,2.364793654021005,-0.14833388403028916,-0.5627988486380061,0.6008409926663676,1.2022408489981147,-0.7995416319983267,1.867544725656007,0.04879420785972237
SIDM00218,-0.7723929484210551,0.7409924056192272,0.9807281043209162,-0.7019301171309912,0.06303805930947226,-0.14531638762283322,0.08160259903622803,-0.4807955434162635,2.1189376967394806,1.9364594000128847,1.1854233227120154,1.291154330183373,0.924682366484501,-0.28331872160284993,1.6173465224901338,2.054672105387149,2.3462909499566975,2.277349321584824,0.611932442310483,-0.5639857077735352,1.8527111485706198,1.4700895913109422,2.650935572752574,-0.7163937035438165,-0.25847046311381044,-0.10915567301213548,1.069895683872484,-0.9820007430535532,1.8622464626330462,-0.2737073452752961
SIDM00044,-0.7965806699014891,0.8941362742461884,0.6187608219456101,-0.5007968364099831,0.3287792578728422,0.16406106041326862,0.20136868586378523,-0.4983211511559838,2.21667136061822,2.02069794570115,0.9947468577838914,1.4470003102215103,1.1534810194758753,-0.6752842795224663,1.143664907655598,2.024009548758319,2.378883255483625,2.432616242505071,1.7701378911777663,-0.5538900935767168,2.5661176334831777,0.5724004387348189,1.7997038485386598,-0.7259692311404685,-0.27741598497803055,0.3956257252795226,0.4507626902096955,-1.0880492682191492,1.0718058533568648,-0.023822435784473114
