,MPI,GCK,GFPT2,GALK1,GALE,PMM2,PGM2,PMM1,AMDHD2,GNPDA2,GMDS,UXS1,GNPNAT1,NANS,UGDH,CYB5R3,GFPT1,NANP,CYB5R1,HEXB,HK2,HK1,HK3,GNE,NAGK,CHIT1,UAP1,RENBP,CHIA,NPL,UGP2,GALK2,PGM1,CMAS,PGM3,GNPDA1,GMPPA,GPI
SIDM00003,-0.12104640515756347,-0.8442852691869075,-0.4939246516944488,0.5584339774559399,1.1270799031529717,-0.688614833115698,0.8727816060899486,1.3024631765890473,-0.1323951499834359,0.5469501216416225,0.8883722993643576,1.259226399771453,0.5915729989552898,2.238677339575734,0.8107325142874778,0.8409320071648422,1.151937822741951,0.4363577592296271,0.7809921808937526,2.6375378808328827,1.380262040152674,1.654426748650988,-0.7150989954850249,-0.33143288568883417,1.5673047988708302,-0.855131349698479,1.9336850695329293,-0.08604698646724337,-0.7413875668660251,-0.4315379461250306,2.838676157899047,1.4490959187658374,2.0960993182122123,1.8095894664317513,0.5718375736001036,1.5647126776158342,0.731199343717552,2.6438261128920453
SIDM00136,-0.006112179997777278,-0.8128201143353255,-0.4244804189503581,-0.11648429902653021,1.9231307978610155,-0.6148029839510467,0.6018498113383849,1.1415099094839896,-0.5552091341536013,-0.22367864505291024,2.1824442401150055,1.0816134017653525,0.8077779155848932,2.066713274830737,1.511433954741451,0.7043270695766254,2.1014636745744246,0.218795031452442,0.5933342479000265,2.477417680876237,1.2436911637022707,1.1925411288186467,-0.7972217643925203,-0.18720237233661674,0.8992567346054587,-0.6889568783134628,2.136491369223747,-0.8380683947929126,-0.9001714056469893,-0.5515274035094049,2.79412217808116,1.3558996492848936,1.4901128663974592,1.8482713205295747,0.7573227783125973,1.0303654818311314,0.4981473733841846,2.488537544544991
SIDM01155,-0.2862270682294234,-0.515942105303999,0.8948423192166918,0.41395962608350617,0.8930424043557368,-0.6908764995151908,0.8259365342683678,1.4793521535067151,-0.4400188666492802,0.6105246234494307,1.1173736414604742,1.195534622676428,0.681595401619226,2.1949635739712976,1.5047684317971475,1.1794331535257292,1.232517631542953,0.44400762984878717,0.6423580195676678,2.706426079217674,0.9550765786613926,1.6699056201205538,-0.8034943327756566,-0.06516919915093804,1.7172084735226743,-0.8066283084553274,2.126936065036793,-0.8837555223104906,-0.7780920955727361,-0.7101142722637154,2.8362717796927908,0.8036195037844905,1.6117883321284514,1.6961889047006096,0.8758597889348418,1.1091658534931823,0.8664240032973605,1.809209690270088
SIDM00224,-0.2602831384425864,-0.9203644014871455,-0.2715849885587911,0.0172874614683205,-0.20536619073357945,-0.7106234200205095,0.5628348940353274,0.8109134545542046,-0.07553009022683548,0.5505741350705585,0.9839096335313212,0.9564884153622184,-0.774821548030767,1.5381080137685925,0.7210397927069653,0.8953126286691369,1.2029969885546719,0.3925746168947168,0.870569644935439,2.4322102078358583,0.07219149061490618,-0.5548264091605487,-0.8146609892228805,-0.9072282315309914,1.753725152375703,-0.8134559460047998,1.8415787579379923,-0.844903362106243,-0.7798216156090724,-0.7585866398805088,3.0975267385318697,0.2827844023012704,-0.03245421891930066,1.725594660612688,0.41409356119589347,1.8833004321089981,0.5507184449746191,2.2245512516315182
SIDM00783,-0.18763143631155832,-0.9559480933932996,0.1710417662207083,0.3039928824731367,1.1680487208430381,-0.7074573746845999,0.8603611739584794,0.8442174080016354,-0.66067690442769,0.8963595986985041,1.2925957867542353,1.268706863917183,0.8390979968920257,2.007128065311348,1.4171822904604041,0.7045017975054312,1.5690944901321895,0.13943580988827103,0.2186704753677164,2.4382826462456806,0.909597685475627,0.9500098254317908,-0.8204953450787095,-0.656362931864999,0.6012034911165447,-0.7555572771228809,1.945608910975171,-0.8006722458966528,-0.8598740335318561,-0.8188641956286065,2.4871877670147566,0.66697711294158,1.38786142991932,1.6188155098398735,1.0553160389284204,0.9353140149167443,0.8034868471384122,1.9861863669397262
SIDM00490,-0.610931120874673,-0.8707126804594313,2.441897161519753,0.9344601748310196,0.5056953155466515,-0.593125909730426,0.5132467919925465,1.5732465648293226,-0.6504371025110399,0.6971292703800882,0.6359941996324758,1.4259774138978265,0.46291987780040034,2.0592455808140513,1.4304651943294953,0.9195748452846397,1.5756732517757392,0.17525864917677664,0.542390377916574,2.4423401950749435,0.29934902211431347,1.164959356860458,-0.7819925686291138,-0.2407189849040825,1.5635134221739297,-0.8020709357373116,2.461510094190745,-0.8459340622138075,-0.799385949403197,-0.5800832974613248,2.812317207764597,0.9725239549793478,1.9577516926724126,1.288464872479025,1.3121793466395508,0.8535295407994767,0.7184656965772585,1.9919007659171517
SIDM01090,-0.017702584875562217,-0.9181263367543411,2.1183935835003025,0.1783215109645079,0.8127359067738459,-0.5910969737390445,0.930801690545449,1.1298768159275858,0.0535684412914212,0.5240754127718419,0.6345719027421163,0.8290153106313803,1.0775406433248396,2.1283077804195076,1.1186294807695576,0.4496192552107494,1.611446476810858,0.7559876519035488,0.9859810733904526,2.690686527832665,1.7099430197496748,1.4573011475507007,-0.8387772580469658,-0.4206465852158607,0.8589035199965158,-0.6220792116560461,2.9791722801604528,-0.6980961342198381,-0.7995692990382137,-0.22287682851452412,2.1792116786847076,1.0287244038163543,1.0484649479156634,1.4884357768128258,0.728426901540419,2.2410923646981384,0.5231396369534627,2.3425555422155857
SIDM00394,-0.44698261434207026,-0.882281994879509,0.9177431234183632,0.7203625545508101,1.0285884114841717,-0.6655619657328588,0.5586256330032016,1.171138797965727,-0.6267729156634434,0.749763481519711,0.9606499926669181,0.9803134250402095,0.9967835504237686,2.5864865897411358,0.8506144569944639,0.4542479695581815,1.7132741474734021,0.20916522911031146,0.6287734901621925,2.8877331183070125,1.3766491308535647,0.9809069240924553,-0.7776618771308825,-0.025450106896081917,0.9161332791480111,-0.8072628624928998,2.6391399474135007,-0.6954036178350126,-0.6890697958436234,-0.8406593487379787,2.776422671770975,1.2257229635843974,1.6920595559289884,1.4502534095342814,1.301624348481382,0.6701760391594302,0.2763293015780826,2.25562248008454
SIDM00538,-0.18959991405355492,-0.8940063883679407,-0.4796834274683631,0.7984655774290953,1.0491258883386634,-0.47961090251732563,0.3951323809302729,1.921900690170177,-0.5329186397829602,0.384704922640801,1.3320702783460683,0.5768166368487158,0.38995345669409637,1.9170857776747525,2.6240220827246428,1.0137465886444976,2.340299882652533,0.14432749929933744,0.504833413184212,2.0354531518398953,1.945200682458258,1.3726742601287747,-0.5666291188374947,0.08789309997569349,1.4250023902858868,-0.9248675542378214,2.592097849891339,-0.8496470768877393,-0.8602240660013204,-0.6591371909534094,2.906587096297384,1.3970499130693295,1.6148102063491638,1.8942927980548847,1.1726706356894476,1.1422125495946722,0.37266979493785657,2.7493524229026574
SIDM01140,-0.0020315076203660273,-0.8278644624497069,1.902740368212471,0.7383209127335644,0.3625889708510533,-0.7625261165284741,0.5771695248337309,0.9846706551122323,-0.5672729650643599,0.08092022502052439,1.4580796420556754,1.0161099809076708,0.9536449793401803,1.826470283469167,1.0895613365272618,0.8392783509385188,1.182836788147177,-0.028344035271239174,0.05122992312949969,2.1274072313241135,0.7388854348444495,1.59175110607887,-0.7609260563528145,-0.28086539046519177,1.0240474172823852,-0.7793399284590489,1.7114330828107338,-0.659377871405725,-0.7820588474534006,-0.5450723750355428,3.0545621730327097,0.7149338143528018,1.7827342030057385,1.5521251221867676,1.1357246914938333,0.9373559904173596,0.41593089044264275,1.7480266841731555
SIDM00101,0.12239608681353988,-0.901350208218757,0.06486368634075255,0.4257040134997502,0.6282706871693609,-0.6031521324622139,1.4314258151215609,0.6476354588574726,0.0337510446844997,0.9844557043287913,0.7596870154772714,1.0075304309796904,0.26342050894730723,2.2211207665844444,1.0097218132708652,0.8239027192268799,1.5193574051971337,0.4297710255482917,1.3930046910261005,2.9335490460269646,-0.6121007611810367,0.9840174642915891,-0.8010540237441688,-0.748086302487793,1.2791916203101381,-0.7198930674125044,2.7087873208152766,-0.6577519021492589,-0.8737882006376132,-0.007479681851163519,2.7011211002895115,1.4391263555590206,1.7428617288865762,1.4281452482902401,0.7807593602251877,1.9182762618141944,0.2224780378744447,2.0666194599090724
SIDM00114,-0.7415869039899754,-0.831368206457732,-0.18907712831384532,-0.21705178148999615,0.06659885558244405,-0.663637654938408,0.8461204305942992,0.9823403828933904,-0.6743151381842407,0.470843494277319,0.6365305793231447,1.0112290790034077,1.011287301243336,1.8413255001813469,1.1110557553579845,0.6265665119281046,1.2433714485689062,-0.07394838712587157,0.7072892874869988,2.1072806971180134,1.1466119289297023,0.7926164153363406,-0.8938314902084606,0.5320475086965666,1.0614347820233223,-0.8042283455408451,1.8500887484242443,-0.8440022474599755,-0.8441470400767009,-0.729907232108982,2.6608338447807216,0.44916333347498755,1.8346635890718708,1.620445745762424,1.0637014864768475,1.0786877491739288,0.11048862957088142,1.9093558156274122
SIDM00102,-0.17606628832685303,-0.9189500736535401,1.3854835385567938,0.44883273860436573,1.047810698395534,-0.6977117151390344,1.0943092502695828,0.8547280413052297,0.2273287138033607,0.6200545074334515,0.5329180903559955,0.8831644824350963,0.2104033768504771,2.008733298920912,0.5836837193619151,1.0547150976470658,1.370096657876368,0.4860740410759988,1.5093023701538393,2.5131546330280745,-0.1173033583118235,1.2794471127258948,-0.8458332379435688,-0.6197813595544446,1.4615560074632485,-0.7526149414100443,2.61549772172291,-0.8651696959265845,-0.892308375692329,-0.8240628898321556,2.732756082026257,0.8510546937400676,1.0872015975983857,1.4283921138647362,0.540327096954759,1.9036310514899029,0.6678271689935149,1.9261294338204522
SIDM01122,-0.39297111255744366,-0.9031375944611576,-0.18641467102041684,0.6493167080684701,0.4445387521360909,-0.7398924796844792,0.3688558468817753,1.2917605583775058,-0.24455790020981447,0.3547958823732608,1.0834097112610435,0.8322623907303297,0.8275286411868106,1.8188795957287835,1.0745330398442121,0.7451318732949477,1.0982603006708487,0.16345646533458427,0.7503381381155342,2.532732633515445,-0.047427376874884054,0.7218871349022675,-0.8344538055846633,-0.4642646400149225,1.3458932042653258,-0.764038738284166,2.179682426236846,-0.8173150241307869,-0.820220352926517,-0.6850715198062639,2.6350077849900364,1.0541541643998475,1.4052018312423242,1.3850190697632327,0.4591803430096787,1.1240686793775596,0.34921052371275985,2.0693848270199173
SIDM00261,-0.2657516866844021,-0.9644399355063319,-0.6946660005799573,-0.19932130529997438,0.01783683799271273,-0.5893944441652564,0.41320529335669204,0.4099114183391839,-0.6087237248534345,0.5998907660488315,0.5377964435916357,0.6255107581521967,0.47059743100748613,0.9264931031533111,0.40532558613806113,0.5801896046199458,1.729896518711403,0.16337823080044814,0.8364043846533332,1.5314571128540377,0.34680840739965607,0.7669646514479845,-0.7872961396455027,-0.4305873902670507,1.1102167440199475,-0.8100664101185706,2.537621502320923,-0.6894516626878984,-0.8641446897667047,-0.516257618806281,2.2707829419544687,0.8368507745484354,1.1237839346916467,1.6587492537498656,0.8320355027770707,1.1903658235086187,0.14735106836838388,1.8808944090550164
SIDM00154,-0.41120485884067637,-0.9605406298378373,0.7546990630298164,0.13828436274090847,0.6215546873450107,-0.709159179689895,0.48941992349487806,0.8258640764381558,-0.20592173902834734,0.5933860664663063,0.27471270366137235,0.46229940301986805,0.12084729122343903,1.454140558029731,0.9686965611271467,0.7968265618877566,1.5431340074502666,0.1546963950514468,0.32169259139014966,2.414962099451502,-0.4152554374034303,0.519757177980741,-0.7764579426036465,-0.2699806536341473,1.4207941991177915,-0.822534346439683,2.5792428665017004,-0.850322533417562,-0.9178865702688134,-0.6360425182886461,2.8641817497378157,1.0554620324657735,1.1418929231785404,1.62053784521063,0.09342242785817857,0.8300877207051007,0.495014844343032,1.8045438894302874
SIDM00104,-0.3616108041062337,-0.8366929865215609,1.6335525369174442,0.14533960646034608,1.368741690799091,-0.633601194199377,0.9420360810691328,1.1246749229746371,-0.5140954201487977,1.0609439302504307,0.6327288802352782,1.2217418299287988,0.45018072193539627,2.2574317950989315,1.0656602676130384,0.8981214800054159,2.0394278871955396,0.4385085242301928,1.0150703559340961,2.9001949409181584,1.0222475643557838,1.289983741454823,-0.757631158801316,-0.7618833379405509,1.0987320086573498,-0.8645913832607793,3.0536995592319056,-0.8640541263979017,-0.709569686671335,-0.4991813898937924,2.727600333491576,0.9624102352790866,1.58434390935548,1.9535543360907803,1.2578898252611221,1.498774783410817,0.3005926977600438,2.047073636057077
SIDM00267,0.005543139419958697,-0.7876695295469075,-0.3477031229709426,0.17749168597234657,0.7949335505562966,-0.6612084968685592,0.7229913725312997,0.7496372923960496,-0.3395522200401039,0.44226704251072113,2.1095228733797846,1.185439149836808,0.7069739069902083,2.2150042431230563,2.5898823659279286,0.012389459977512582,1.5277446974265407,0.06574834142086952,0.6208751325819397,2.2136840080623865,0.05538193772822515,1.5460224642403615,-0.79981176434279,-0.2003367570815326,0.8783676335705138,-0.7661458505998173,1.3501724829417958,-0.8099243716666907,-0.7111794040642677,-0.8054623071328373,2.649793701816896,1.1821861724057794,0.1077288047357541,2.024604462059099,0.566220359367475,1.371331375594966,0.533668696435176,2.305193097375283
SIDM00100,-0.11056462380085279,-0.9275010689871338,1.568942440217983,-0.05530069732581313,1.262891153739709,-0.592363017294955,1.0541193952178236,1.169238236346678,-0.22248210693808926,0.35299173545459955,0.8970862366102292,1.2453553266679251,0.7014375357078629,1.9999654266524654,1.3103233915085242,0.4505281091121317,1.577687816729156,0.1241931907914704,0.7299166245058516,2.220845701391757,1.1113172247672944,0.8812663585039768,-0.9210684723498119,-0.35884040935887795,1.2783469936298708,-0.7730398440157951,2.217295946730144,-0.7870356177533498,-0.8103214065391654,-0.6681054675098567,2.9776362271741252,0.6207448880965517,0.8171135045514237,1.908328934770143,0.9138133624700449,1.1486795485286159,0.6208390433403611,2.4534669583352264
SIDM00826,-0.29623923992945717,-0.8563067191098052,-0.3672989559371115,-0.05441196107797172,1.3053903690135638,-0.6069558886754186,0.7101810217176356,0.7403068579091807,-0.3005748882808171,0.4159605402818545,2.0676920729958943,1.3314901955503802,0.7337380340061396,2.3029200018479714,1.63716747664144,0.5905555791205863,2.3187595043463443,0.26716688558310897,0.8494953720235634,2.7732038484891195,0.5556223088904532,0.3786323100688558,-0.8347960418925372,-0.2623154482571272,1.7228910832913702,-0.8285541437685139,1.842389485880637,-0.729372511835916,-0.5362170162302375,-0.22965421467672875,2.8649907623696436,1.8577301102453447,0.7883375743665285,1.3199272192018676,0.6153883775205359,1.5515231502420326,1.1205831298798432,1.921517911964499
SIDM00310,-0.27790143140907986,-0.8760637066785129,1.6532407323958394,0.462452788073586,1.1421389168323093,-0.7339044859368647,0.48208972613798007,0.7537139067848099,-0.007854738046014975,0.257589641260851,0.6305628312862993,1.0987505308243153,0.35955936220556706,2.2655689336755747,1.1298789754417573,0.6803185223007426,1.5919377027984034,0.3142388056839502,1.2832021577812671,2.8748102384364436,0.6435511333254588,1.6455167408749114,-0.7960721783030301,-0.7563930193524541,0.6709700732134422,-0.6713667626576575,1.930147581768694,-0.831741269175014,-0.7924483859557191,-0.6698785803285869,2.861118423797003,0.7925037951756362,1.8584847469349854,1.9014898911931577,0.1361660041518129,1.503401787559671,0.9321803418135269,2.4766068266930787
SIDM00482,-0.10359436676837137,-0.8230539084110085,-0.40705324825938255,0.41214679334024595,0.733385194683627,-0.6094166675362926,0.9818203417664499,0.8535543138932868,-0.23161717876473584,0.6505438538621509,0.569535831666065,0.10448674746167325,0.8019338973699582,1.613641573369421,1.1958739025498843,0.38651925386999353,1.6254692500561634,-0.007763597392356739,-0.03617872988074782,2.1030678071300897,1.0244007385038814,-0.6421318758605751,-0.7865287437466749,-0.2740784774960569,1.5132001433913431,-0.6172555182238342,1.9008370459642898,-0.6788754672771276,-0.9138087022657617,-0.3538853687015275,2.5991848118943808,0.8466099727599636,1.5288046880014308,1.78888758124093,0.37236480481682055,1.0215008973273945,0.5355136262933147,2.296840811016947
SIDM01247,-0.6406757951199605,-0.87585131978789,-0.4587908130347082,-0.3153216372720683,-0.6389233001891608,-0.6365216173657346,0.9883295197587383,0.9284490090287942,-0.5990824792109357,0.7705843457519517,0.9684667785199813,0.6591541988039566,0.6133090882896066,2.1514170138039725,0.5315071986675792,0.2784661324788285,1.040656988216499,0.15508227064531827,0.5126954804741914,-0.6448264542251787,0.9968971686101217,0.782138981070887,-0.8300186111502378,-0.520081195218003,1.7463603763495887,-0.6873955833248735,1.3944917449926568,-0.7375396260719809,-0.9186505009880944,-0.4807915425203156,3.1531863748236395,1.4809924664509677,1.3086320670165024,1.3418586285115297,0.25938572705876195,0.6803278738025561,-0.1647343603958687,1.2481764488515525
