,GCK,GALK1,GLB1,GALE,B4GALT1,PGM2,LALBA,PFKM,PFKL,MGAM,HK2,HK1,HK3,G6PC2,GLA,GANC,LCT,GALK2,UGP2,PGM1,B4GALT2,GAA,PFKP
SIDM00490,-0.8707126804594313,0.9344601748310196,1.8409202492583352,0.5056953155466515,-0.1688101810895138,0.5132467919925465,-0.9722478565119331,1.604669311120676,-0.26758326918836484,-0.9503686320327682,0.29934902211431347,1.164959356860458,-0.7819925686291138,-0.9239845907145029,1.1181794398093825,-0.041413876647553305,-0.8396046659084612,0.9725239549793478,2.812317207764597,1.9577516926724126,0.7280584889969085,1.5614799019108385,1.7648949380039118
SIDM01090,-0.9181263367543411,0.1783215109645079,1.8405876990509864,0.8127359067738459,-0.6384761075983676,0.930801690545449,-1.0027418074978187,2.5586940903125224,-0.1670915722726868,-0.9151349247854982,1.7099430197496748,1.4573011475507007,-0.8387772580469658,-0.7942003001123482,0.9232636976605731,-0.21937981870569584,-0.7825954155923075,1.0287244038163543,2.1792116786847076,1.0484649479156634,0.6811012421414704,1.0680489389040628,1.7919922226847842
SIDM00394,-0.882281994879509,0.7203625545508101,2.186231875764561,1.0285884114841717,0.3467643409275593,0.5586256330032016,-0.9696799088061064,1.1979993819736012,-0.1957427300211795,-0.9534083475046544,1.3766491308535647,0.9809069240924553,-0.7776618771308825,-0.7826255293783158,2.041105276707355,-0.1972871412430238,-0.8864557401984956,1.2257229635843974,2.776422671770975,1.6920595559289884,0.654261014120616,1.4363689998194806,2.213930892830444
SIDM00538,-0.8940063883679407,0.7984655774290953,1.9183975260959476,1.0491258883386634,-0.4282740633836229,0.3951323809302729,-0.9877022790479859,1.9112700842000192,-0.2783505596821442,-0.9320555410301536,1.945200682458258,1.3726742601287747,-0.5666291188374947,-0.7657777264329827,1.087339320993118,-0.25697149900706906,-0.901996381623042,1.3970499130693295,2.906587096297384,1.6148102063491638,0.41310883204184184,1.2596182522012043,2.527088489134918
SIDM01140,-0.8278644624497069,0.7383209127335644,1.7075296434066896,0.3625889708510533,-0.6812631730865657,0.5771695248337309,-0.9361873288470244,2.0220109019290486,-0.015794483113276643,-0.9388799511445617,0.7388854348444495,1.59175110607887,-0.7609260563528145,-0.8939698707457139,1.2578391783327685,-0.36864868917463267,-0.6710041110412692,0.7149338143528018,3.0545621730327097,1.7827342030057385,0.9861252716637727,0.5145049201602938,1.7379157810014076
SIDM00101,-0.901350208218757,0.4257040134997502,2.2039173958803246,0.6282706871693609,-0.6512952773188722,1.4314258151215609,-1.0343603260401195,2.1127864797547757,0.09221252860135029,-0.9066666083602019,-0.6121007611810367,0.9840174642915891,-0.8010540237441688,-0.8628186341170561,1.5733279522747343,-0.3364400478627496,-0.751625457544493,1.4391263555590206,2.7011211002895115,1.7428617288865762,0.9596505127366075,0.6882327385231558,2.179496706279002
SIDM00114,-0.831368206457732,-0.21705178148999615,1.8315788654197462,0.06659885558244405,-0.3390229785309599,0.8461204305942992,-0.9774136482827388,1.2611826777398172,-0.3811906789807983,-0.9196694621425233,1.1466119289297023,0.7926164153363406,-0.8938314902084606,-0.7948238981493547,0.570893199396965,-0.45839408565745643,-0.863693212092164,0.44916333347498755,2.6608338447807216,1.8346635890718708,0.8039597621618318,0.23941109309486902,1.1925595333501764
SIDM00102,-0.9189500736535401,0.44883273860436573,1.5437400227713338,1.047810698395534,-0.4672995125795169,1.0943092502695828,-0.9641954414141927,2.3008059027656906,-0.27719262152118274,-0.9177828117368735,-0.1173033583118235,1.2794471127258948,-0.8458332379435688,-0.8033518101690956,1.077239314975276,-0.04771254716422422,-0.8729351460673048,0.8510546937400676,2.732756082026257,1.0872015975983857,0.8075210264799095,0.920428630666725,2.327506265449802
SIDM01122,-0.9031375944611576,0.6493167080684701,1.649299710125159,0.4445387521360909,-0.5726922932587961,0.3688558468817753,-0.8817382482302296,2.0155523108098525,-0.10464208337791643,-0.888770926371273,-0.047427376874884054,0.7218871349022675,-0.8344538055846633,-0.8332790940695746,1.6160236074055656,-0.139309402263657,-0.9004414145097936,1.0541541643998475,2.6350077849900364,1.4052018312423242,0.6049531414022189,0.6601377438271471,1.3324602154772922
SIDM00261,-0.9644399355063319,-0.19932130529997438,1.8819658712502223,0.01783683799271273,-0.7556870762049854,0.41320529335669204,-0.9540100703186553,2.500549584729601,-0.39846265406770925,-0.9495903774228088,0.34680840739965607,0.7669646514479845,-0.7872961396455027,-0.8726900559786333,0.9731679285260594,-0.11582938218652769,-0.9162725911871812,0.8368507745484354,2.2707829419544687,1.1237839346916467,0.8681027125781867,0.3344544188244648,1.0533476964987176
SIDM00154,-0.9605406298378373,0.13828436274090847,1.9425052726829022,0.6215546873450107,-0.030208153130240126,0.48941992349487806,-0.9465795694005874,1.532464930551091,0.037899653319968404,-0.9089069487301003,-0.4152554374034303,0.519757177980741,-0.7764579426036465,-0.7948776427282548,1.1331462546255298,-0.051052490873646564,-0.8861784582559852,1.0554620324657735,2.8641817497378157,1.1418929231785404,0.6854366300668285,0.6919413434410862,1.9400461230353532
SIDM00104,-0.8366929865215609,0.14533960646034608,1.7491020305617315,1.368741690799091,-0.35124515405220863,0.9420360810691328,-0.9097792027687323,2.0677747612852655,-0.18988286498389956,-0.7626377323701202,1.0222475643557838,1.289983741454823,-0.757631158801316,-0.8992057644490843,1.221619165557029,-0.06432485251410466,-0.8620836886184526,0.9624102352790866,2.727600333491576,1.58434390935548,0.9070447168686315,1.0377930056811469,2.079750045485619
SIDM00267,-0.7876695295469075,0.17749168597234657,1.3390615592782067,0.7949335505562966,-0.5113299596517354,0.7229913725312997,-0.8571319909347275,1.949348978152546,-0.22630515156280037,-0.8886637504082374,0.05538193772822515,1.5460224642403615,-0.79981176434279,-0.8534980325282541,2.039942329659192,-0.279766521874057,-0.9216078876691709,1.1821861724057794,2.649793701816896,0.1077288047357541,0.49885230233834005,0.36262423413169603,2.1167023856974594
SIDM00100,-0.9275010689871338,-0.05530069732581313,1.719571712765596,1.262891153739709,-0.3513873491661947,1.0541193952178236,-0.9325784040605505,1.6222474071494077,0.45480964215205605,-0.8010901831518592,1.1113172247672944,0.8812663585039768,-0.9210684723498119,-0.9077289788094659,1.4109660421699777,-0.2822137985102533,-0.8396576128347328,0.6207448880965517,2.9776362271741252,0.8171135045514237,0.6156735491086338,0.5134728811473517,1.746821866714567
SIDM00826,-0.8563067191098052,-0.05441196107797172,1.418678556803117,1.3053903690135638,-0.34419003951271676,0.7101810217176356,-0.9537781003941884,1.2251240996531862,-0.4590001879715757,-0.9586986115361856,0.5556223088904532,0.3786323100688558,-0.8347960418925372,-0.8257617931874786,1.0132182723979088,0.014666911537275711,-0.8054350827671308,1.8577301102453447,2.8649907623696436,0.7883375743665285,-0.06722289548039587,0.24370664733702166,1.905873100844687
SIDM00310,-0.8760637066785129,0.462452788073586,1.8121526329863624,1.1421389168323093,-0.429578886770424,0.48208972613798007,-0.9344849991790918,1.8524579136677974,-0.22757836670269732,-0.9083738714766623,0.6435511333254588,1.6455167408749114,-0.7960721783030301,-0.8366052546054851,1.6505118709809856,-0.07560324820214812,-0.6703662637111251,0.7925037951756362,2.861118423797003,1.8584847469349854,0.8606268921189144,0.768787637586375,2.5480183176200812
SIDM00482,-0.8230539084110085,0.41214679334024595,1.1348456741580737,0.733385194683627,-0.4103769031346329,0.9818203417664499,-0.9072413367299823,1.9297409603866527,-0.13484338250534858,-0.9053377709427133,1.0244007385038814,-0.6421318758605751,-0.7865287437466749,-0.8027546409323343,1.26762727094317,0.29945205192464364,-0.8181841815378458,0.8466099727599636,2.5991848118943808,1.5288046880014308,0.4381506318360177,0.05105125333499441,1.8191191878602455
SIDM01247,-0.87585131978789,-0.3153216372720683,1.0481943682366517,-0.6389233001891608,-0.5033702785191917,0.9883295197587383,-0.9410441536362665,2.2208960117245296,-0.5250255829088366,-0.8233249129043239,0.9968971686101217,0.782138981070887,-0.8300186111502378,-0.7812107612587854,1.2389214599883038,-0.528288584880805,-0.8158182151417235,1.4809924664509677,3.1531863748236395,1.3086320670165024,-0.04862230580062724,-0.44469433619038845,1.4138710300593402
SIDM00817,-0.8135275626298959,1.0455688099958558,1.2831770254976167,1.0067662612004242,-0.34607459804976726,0.7042575523887283,-0.8987044159435497,1.7882804608779346,-0.007862424245424727,-0.8851315423345205,1.6782514869134868,1.1907055574365992,-0.8867582067611263,-0.8088040672062533,1.546300584865675,-0.06558791183282404,-0.8272894979632678,1.0745126394555142,2.7005950894210113,1.5796332336561707,0.6263911831123701,-0.14187809865204973,3.022820904755011
SIDM00448,-0.5966810160509013,0.15905735713902758,1.3641790906975226,0.4227706805180884,-0.06647275046091804,0.589559672574316,-0.9287003669420033,0.977997074660826,-0.5179570504938624,-0.7235412682409408,1.197448381487532,1.1053044362487703,-0.780997053183005,-0.7282917845684652,1.875224841785558,-0.5201531923830626,-0.8352114565720044,1.1063537236849164,2.793346462445947,1.0608610045847693,-0.020134854219495624,-0.3932261351604851,1.3716159171834716
SIDM00086,-0.8263469652967055,-0.0011634332375414667,1.675774814014208,1.1737064587662698,-0.5083700728736511,0.7499166146094086,-1.0515704851724277,1.6074639816984766,-0.20441983801429575,-0.8752081092151929,1.068295115618331,1.5661967050233339,-0.8362387729083823,-0.87946326851277,1.6021848897131779,-0.15840700189907622,-0.8526899961088098,1.2285634812735,2.784668901775931,2.121833623521043,0.9278050898528717,-0.6062247503959217,2.804612784717701
SIDM00466,-0.7853971608495983,0.3775698026430278,1.1998118141875,1.1898097164996861,-0.6074082854163688,1.0119299533457604,-0.9769276601487795,2.1251213208461124,-0.21721355476527338,-0.9442043635561194,0.7226189993302636,0.8271614145579924,-0.831951354753889,-0.9005550389547722,1.029323654297591,-0.1587595700742369,-0.9065010201145537,0.7104043731299692,2.801845790896772,2.2826732056442833,0.47864278968939106,1.5309783462686022,2.577042734059051
SIDM01132,-0.8368493740763637,1.371486597362955,1.963965666503883,0.3585178010028104,-0.5630894460456001,0.7715275426465311,-0.9781796847088069,2.296480794039844,0.2233008416067829,-0.9770346295705514,-0.39851229896607704,1.677370360594469,-0.8239474210582399,-0.8453642967797996,1.9901442138619332,-0.17424653823695013,-0.7592857111860555,0.7569562852197271,2.902950678891591,-0.12955062703828177,0.9740031143162468,1.14106681396202,2.2509963226771013
SIDM00465,-0.7816989012360874,0.16606050888172075,1.8591890307864616,1.5518322341907087,-0.3864540623600233,0.943844622719919,-0.9889512576072953,-0.49066367177281733,-0.5092656372057343,-0.9526319135456757,0.6977212198304561,0.04332183896466353,-0.8727947344423376,-0.8761367034909684,1.0888622835526738,-0.3094340458030761,-0.8724554433445312,0.5389899935330388,2.5471056152707128,-0.4246993359955913,0.7011631383167685,0.7107929316409983,2.080461432352832
SIDM00565,-0.8744624425961971,0.1212707215706554,1.3709867225053782,0.8467419049816279,-0.4814905128709448,1.013786588224337,-1.0459290350515575,1.6062596228509574,-0.3053595561774209,-0.9746558636838767,0.14394664958955192,1.2420018789164513,-0.8771646290958448,-0.810796528575671,1.7927105586365693,-0.13056608225325791,-0.9391762712189159,1.199677085141469,3.0241004958754734,1.7666913087664797,0.7615850470826214,0.7007504208314836,2.7090382768002104
SIDM01092,-0.8564824698873329,-0.23336312769949508,1.4725469274819531,0.4251616526706897,-0.3821164898824309,0.7512083715435987,-0.957341924770468,2.4160300358920557,0.0017981750341840908,-0.7797672201006781,0.9108926906423002,0.6092559712346249,-0.7606454931796364,-0.8203859060900528,0.8676048735665786,-0.24283534548779437,-0.8104295017854279,0.6009632486262588,2.7152523112064006,1.3664512677781093,0.5478384073298228,-0.1987342342777864,1.9720173791678597
SIDM00218,-0.7061449564913144,0.767278462924359,2.049830383974875,-0.07270165524458339,-0.4887502205848778,0.8553016212097034,-0.968785099198839,1.6676977815003555,0.14260960943301898,-0.7556388608874559,1.478436317548662,1.4302513072660918,-0.7299206372082262,-0.7133024012425645,0.8797607113468372,-0.32849971947098405,-0.9265995740483358,0.8218204790895677,2.529026216431237,1.9217810908067312,0.9665278426864046,0.5140118774823861,2.7778728788004035
SIDM00044,-0.7453556226362146,1.8651704867495433,1.9995197267343632,1.1538315356109479,-0.5833176109281683,0.706697244439749,-1.0391334303280235,2.3493249415021116,-0.1224417384929526,-0.41918249064194724,1.0353220602689872,1.9480979712728925,-0.8268187907177762,-0.8579304545559132,1.4845276784776087,0.008623151013503806,-0.8938341885083261,1.1236175238773445,2.6038634154772593,1.7127972744813504,1.1093938503371719,0.2803304354353949,2.317705759347399
SIDM00362,-0.7236777089742252,0.18019846869066247,0.9192907319314172,0.17445903815249836,-0.5000151254204391,1.3095760234046019,-0.95502545768545,1.8746992007214986,-0.4147318232846538,-0.9304187959656217,0.9600897289470507,0.2837993577200767,-0.7247922231184557,-0.7600716145338862,1.289261984342526,0.19563986399428246,-0.6175080166141704,0.7200154396781264,2.8101883436087265,1.09801169486284,-0.0294500315868844,-0.31786197898792856,1.7242405084738803
SIDM00813,-0.8447189325078892,0.5163137455506467,1.7264215386518122,0.13954079204682784,-0.3825612719384849,0.5822856630932263,-0.9644634857256654,1.9581034817155822,-0.2358506334299752,-0.9147349806052919,0.7616152341688048,0.861737905150572,-0.8046792089356788,-0.7896799508686795,1.8255856102986103,-0.23758123510916807,-0.9148248336049865,1.179265503972975,2.7032264738538627,1.0029965200525626,0.24392791937477162,-0.3060204640329524,1.8783567348733463
SIDM00364,-0.854563581549754,0.2391459151986353,1.3101954471587995,-0.612605412069413,-0.5925465653432892,1.0344374356687844,-0.9957165393774996,1.7036124386825826,-0.2427840236762575,-0.8543965971263612,0.9804956928957639,1.1076814248474256,-0.6449594047342235,-0.7131183386143032,1.0427292718283478,0.25379453035642036,-0.8794836876168969,1.307918600254548,2.50577153790191,1.2004649026172547,0.8120979303296217,-0.14855291942783114,1.990977700880163
SIDM00792,-0.7614069337764963,0.844424505360495,1.735110909932463,1.3390152953741252,-0.5759101273079317,0.5181194970193063,-0.9999539830780884,1.587716244299215,-0.14150254299307413,-0.9433594191413126,-0.3782908995033745,1.3030657320154235,-0.8395223210811978,-0.8288722908291145,1.6753565323554651,-0.31318298494065094,-0.7317413911414266,1.3418643009881557,2.7945358479419844,1.5608002841990538,0.780941404935913,1.4009850175756802,2.191573775160235
SIDM00241,-0.7685247703727246,0.2269155912668242,1.4855096809865143,0.5361183269301351,-0.4383356651077624,0.7888487445964218,-0.9826612765866375,1.389737232700426,0.35077145904995854,-0.9348583285205658,0.843819600535158,1.2750317304706051,-0.8777667813130516,-0.8740966331926984,1.3357646624374442,-0.05630688351200228,0.8020620766898725,1.4020606208382211,2.9748387584448444,1.3273880283289132,0.7535475386655769,0.844634655539511,0.7076363868613463
SIDM00091,-0.9451631963306131,-0.0346011076108507,1.7368576778520555,1.1836441747670636,-0.4945608397452194,0.3218637847104212,-1.022321064483012,1.595076981270196,-0.3417766238153219,-0.9370686438506547,0.6267426855329414,0.5366837406631296,-0.8618713047266362,-0.8580925888647555,1.0888369515188496,-0.25557072835139244,-0.8176226580457222,1.1590663335463984,2.948622230807086,1.312020320526712,0.43300034859477976,1.0164036069656006,2.0607377636687905
SIDM00427,-0.862164748058651,0.8142181864395589,1.3831649726345843,0.5642385404720055,-0.6030795564334915,0.7681272460495319,-0.9755787680337581,2.52475778544884,-0.08203063612343611,-0.9734799332083052,1.456481721116247,1.2382528823220158,-0.8586104232203133,-0.833608162679431,1.6950098866725212,-0.1085143733869774,-0.9409703736044399,1.0875573300063066,2.295317119343305,1.9530595159216715,0.6888139767975758,0.2468462871364015,2.368342137587193
SIDM00758,-0.7711836624409875,0.7414152264047201,1.9593772634660334,1.5793221351973148,-0.3373342767384167,1.358435532051842,-0.9780784571321526,1.0301353794171613,-0.2906731202442682,-0.8700184268032595,1.3625312871594881,1.5509110528186318,-0.6983877309348285,-0.8309738756820767,1.2854773908862414,-0.43688918885431877,-0.806554450076235,1.1778119908931644,3.0348910972930505,2.0289456101537677,0.9717953865719529,1.4601659093998935,1.1398856707535905
SIDM00612,-0.6279567250895983,0.5643116864483039,2.125651346913781,0.6399646794979043,-0.4370269322923501,1.12534028214833,-0.9028064333427203,1.8259070679272043,0.10776858403372547,-0.8630291456261323,1.179869541857171,1.687540105465865,-0.7858871007319794,-0.8840570129382536,1.4162647020106567,-0.3419282857753028,-0.9253537298493808,0.9100836224826716,2.8012565182179707,2.0865338945268728,1.0697788408765276,0.04089271371379943,2.228232205190783
SIDM00553,-0.7559310033641795,0.7573706353177034,1.9884985596295561,0.5680662747628514,-0.5387671950247281,1.4885875924016838,-0.9490041965128495,1.1369353432641103,-0.05577376852105598,-0.8068492435287904,1.4468928375741341,0.3606375446044249,-0.5911682014796591,-0.8140672364791495,2.302396151407326,0.6610029537387979,-0.413276692050789,1.3547532246941023,2.6342336689243138,1.7693416388469116,0.7787137292822468,-0.7818454206411953,1.9339680476265304
SIDM00343,-0.7929650113953084,0.5921178033981677,1.8285149926332132,0.5883931911230323,-0.4692522269678615,0.7238822812609957,-1.0713245182304805,1.5845563172440273,0.08848568493936312,-0.8916347892533724,0.31073393828082274,1.216462463290897,-0.8961075881162207,-0.9015298606051093,1.7411004710688558,-0.3961958991961805,-0.976379557613415,0.673209155599368,2.6502477569213196,1.4102694592520824,1.0015731009538884,0.3601434492624546,2.2441762062267556
SIDM00543,-0.9110422893098326,0.6597587509396473,2.3813770408252632,0.9633550829142586,-0.5672298674035471,0.7532004397159349,-0.8566566358100028,2.647145959535007,-0.19718385492427745,0.10405296091859761,1.1440590045050583,1.4213866847461825,-0.8470753269706406,-0.8963006988230254,2.2070808808685163,-0.28245480962229697,-0.9646717817024288,1.1024101446110257,2.7038914526154576,2.2337909010443298,0.5911631545114346,1.5276241395929722,2.3169526979693083
SIDM00537,-0.8510188711847344,0.744812068686372,2.152279817478483,0.9312621009060479,-0.6191049658409657,1.0796065596471784,-0.9418861249860104,2.001977091567383,0.40287901148432204,-0.91988194112863,0.12873999163642702,0.8751119540130512,-0.83217881413178,-0.8340265720119346,1.203206668152199,0.05771313751179471,-0.8550494569993285,1.2502103912658362,2.7970224696531845,1.6031172139721561,0.8975136333998305,1.1488628454470682,0.0650589462048476
SIDM00332,-0.8781458877831342,0.43080065422671227,2.305939145736632,0.7042336306828487,-0.5364118529445017,0.5108460778895577,-0.937734664636544,2.478208427695295,0.1694020925773125,-0.8662136748216385,1.514772810643659,1.6353730899638432,-0.8106383612317508,-0.8824371564735646,0.7888622911137462,0.05641543015565529,-0.8346106004669483,1.72025756068662,2.611983886910487,1.1076702265486762,0.8996213406026676,0.6340755991572687,2.095466128427733
