,STAT3,CHUK,PTPN11,PPARGC1A,NPY,TNF,SLC2A4,CD36,SLC2A1,MTOR,ADIPOR2,PRKAG2,ACSL6,POMC,MAPK9,MAPK10,PRKCQ,RXRB,RXRG,IKBKB,PRKAG3,RXRA,TNFRSF1B,ADIPOR1,AKT1,AKT2,TNFRSF1A,JAK2,LEPR,AKT3,LEP,ACACB,NFKB1,NFKBIB,NFKBIA,NFKBIE,IKBKG,MAPK8,CPT1A,PCK2,CPT1C,PCK1,RELA,STK11,PPARA,TRAF2,PRKAB2,PRKAB1,PRKAA2,PRKAA1,SOCS3,TRADD,ACSL5,ADIPOQ,G6PC2,IRS2,ACSL1,AGRP,PRKAG1,IRS1,CAMKK1,CAMKK2,IRS4,ACSL3,ACSL4
SIDM00098,1.6989098003739642,0.9242891165639324,-0.42159606961872115,-0.7870700038140916,-0.5213295301998602,-0.7417031340419986,-0.7801015366662705,-1.0042504655582902,1.3715198131732618,0.0877173953496665,0.9720974529820945,1.559480903151445,-0.874635993450964,-0.8228938637663249,0.6977139306832375,-0.7669217782800093,-0.8389957493760178,0.16737489121341692,-0.918345870804778,-0.15709177364970175,-0.7965873571140742,0.8349728424244163,-0.7596172478206461,1.0120067332736846,-0.1589299914649479,-0.6708840724550083,0.23753127216702893,-0.5308086603190902,-0.7178511319743468,-0.6308758124179298,-0.6365447180680595,-0.6489207979745973,1.667558669147865,-0.343991598848379,1.6483030747016976,1.171439964646027,-0.46038859833741774,-0.318394420611155,0.5556800994789091,0.005047584513524002,-0.057019985670946245,-0.9120350397413162,0.0014760021020436098,0.44067328263063243,-0.4093521946255275,-0.1240627640142182,-0.5272949571006962,0.4077547553459036,-0.5608588162629042,-0.24792189403114867,-0.7211874531375901,0.09457285550725557,-0.7143457072265785,-0.7502938910660772,-0.9148424624381657,1.0746577567573254,0.6176964642478038,-0.9195614991598668,1.4744092649385274,-0.4287338216762993,-0.08032399766469343,0.7406866382876549,-0.7059239575398247,2.088430920209292,-0.5920926009862373
SIDM00225,1.4101926351712957,0.6437707919056657,-0.43205326300473734,-0.7958483757616981,-0.6942630829238183,-0.7278087225899333,-0.8478609674708814,-0.9369477694839792,1.7137912552573566,0.19858148426542813,1.4416594052576215,0.9677531629579192,-0.8988295434948319,-0.6950049397359997,0.2000957203935584,-0.8324668053017729,-0.8143089529127084,-0.11849605859982237,-1.0229220463046895,-0.19510976982855474,-0.7930366711791077,-0.033560720986816374,-0.7734491819881827,1.292138508466696,-0.12032069319968533,-0.48940933136072684,0.6371962524079252,-0.3735229033919227,-0.6799039205760956,0.00327414136633282,-0.8296476088411834,-0.6946815161668785,1.7580437662183515,-0.007243225693788317,1.0190711677538387,0.7075930998079363,-0.5967082838023928,-0.421283114915288,0.1000809861069829,0.05810166916818179,0.39788335413751774,-0.8548197755446715,-0.22703218927617674,0.04493927400323164,-0.4054866074625842,-0.2592601731996388,-0.009696114574330488,-0.03094776710127467,-0.7557624028402041,-0.25240472384603463,-0.6258102405334439,-0.2842435621616494,-0.7769562397642793,-0.8156308736539934,-0.8732883871656237,0.7923330968284255,0.6297420655765817,-0.9197443839442959,1.3397181916869203,-0.15016042603126067,-0.38975109157468707,0.2618487147783247,-0.6953248388978014,2.9184795691942473,-0.22748858699805646
SIDM00846,1.5045210533857274,0.7744635098967662,-0.5313235372337272,-0.09846362658187717,-0.7168172001843675,-0.7958212129566247,-0.8006635353916919,-0.975361931321551,0.8495495454922888,0.17138090089803346,1.0739931184601523,-0.3020747531396753,-0.9270770805851746,-0.7629235467894485,0.457256695016362,-0.8319745372127543,-0.7976949846036643,-0.0919220573784203,-0.8531627366759071,-0.04963849424618237,-0.7744971754900823,0.6153103081929171,-0.714595515604119,1.3928806739587871,-0.2132189230298964,-0.5416768291323578,0.5356313254566677,-0.20816428309704368,-0.1669806111177139,-0.8366500827076601,-0.7650716359921985,-0.4962038239380586,1.4067817311637987,-0.39802627369409177,1.875637507550516,-0.06298707148958256,-0.39863429127182004,-0.352729821718398,0.6729034539321683,0.1543477036725654,-0.7793780960686956,-0.9384850075465706,-0.11960285405741007,-0.6478755455500327,-0.2913472123585545,0.45826146016919317,-0.06669098889675443,0.013828320979863388,0.42634919994046944,0.0450179166754362,-0.29387901807323913,-0.2527816911593517,-0.7747627666927427,-0.7776345816807636,-0.8400565974307819,1.3345394635720171,0.2904366395365947,-0.8210750777741175,1.7258688695164852,-0.43652528562754433,0.3089836667594832,0.8869056281579241,-0.7566882807190505,2.4200421770569793,-0.25275932536178836
SIDM00291,1.8325528552557484,0.6460189546010989,-0.3103613541413425,0.10665506030041891,-0.6750831517514482,-0.6350193019167573,-0.7829331941793997,-0.945773010638258,0.7006472635806809,0.5328966076141032,1.5149346122904255,0.18782355595742795,-0.8818261819842248,-0.7840868354887055,0.5713066538142987,-0.837953447290114,-0.6103186977493846,0.2527391341103366,-0.9117378270697215,-0.3314391771224846,-0.6941532986296027,-0.044565311585130316,-0.7716492967293459,1.5203070012156192,0.19571455103036073,-0.3319020096946334,0.1337637158006113,-0.29857470349423193,-0.7351509110775243,-0.16736406499652842,-0.7993955249053822,-0.4614391603516613,1.8822648341613561,-0.27656354822701645,1.3689638832873439,0.44827512924952523,-0.4052012196633554,-0.47760357639545425,-0.0640802449806508,1.39897569674471,-0.858291594067074,-0.9377974238755916,0.17297528456054478,-0.15031973626548192,-0.2362200436699938,-0.2824554640398899,0.7407234034867717,0.8513397554982504,-0.4614386561020482,-0.40414549353818324,-0.7582763529848348,0.13633456053267173,-0.8253335848243315,-0.7953301119560037,-0.9423927929690271,1.4489455063831795,1.7241845466820058,-0.8434323881660934,1.7781311505935349,-0.1534798341138381,-0.2985642624817087,1.148718715278513,-0.8887121487437992,2.685260653088202,-0.3675622393446969
SIDM00520,1.4159071554833274,1.0137720138316715,-0.4588595963946132,-0.8980935768467136,-0.8130000395088575,-0.795223583456106,-0.8830881251348274,-0.9364824891982172,0.8033455786581678,-0.31458956391235965,0.9703965588146819,1.4517914961081004,-0.9442556275579571,-0.8138528967099568,0.8337964985981806,-0.862436651113198,-0.8263011375329526,-0.044918379169443495,-0.8681847502103158,-0.16472028879345632,-0.7619094236645799,0.4121426829651195,-0.6629906982972418,1.1879014855552803,-0.29195671144782676,-0.574813865969313,0.26367349121935746,-0.34763203754794325,-0.6372549352449339,-0.10742363391901054,-0.738775342006717,-0.6458880547338107,1.8219857725962936,-0.2071590846690601,1.7106234963064104,1.086803962053478,-0.47337033470865625,-0.05536444813360425,0.5632612727324318,-0.3734592909280743,-0.7446881377443514,-0.9543570496291374,0.020710770194093835,0.007505437395536655,-0.5294563381007258,-0.286482264942564,-0.08208375867588433,0.45998505805336143,-0.794582436670224,-0.33299834430193526,-0.6540280300637765,0.5639954879045886,-0.7152688115204896,-0.781731933744634,-0.8822364215601743,1.519930826968652,0.5135133168630553,-0.8045175396779336,1.7407738967091344,-0.20939761092813672,-0.23282600292039926,1.0410624458737077,-0.6962366636487044,2.0973511555009132,-0.14038448378579904
SIDM00003,0.9210422771377368,0.8080854029971448,-0.32109299457935403,-0.6542343548074547,-0.6428646625460719,-0.7054782993116544,-0.8099982366843645,-0.9185840636783569,0.8971847460768038,0.21601523857549534,1.2560180862487913,-0.42607351731623255,-0.9453275682989273,-0.7705988699067358,0.22274222659955795,-0.8985365541937285,-0.8416555129065857,-0.2513095819737443,-0.6063709891035232,-0.2137803817119369,-0.7552348531693719,0.19989784403672978,-0.790503927032319,1.0362635700924854,0.06914677644384426,-0.4979858267327193,0.009382441965817539,-0.1379633050842272,-0.7900097418748543,-0.2551297332924865,-0.8006502553539097,-0.4979329493290942,1.4941918448040206,-0.11790204081599631,0.7053669827308549,0.28440580446410874,-0.3553554029495849,-0.38296358569451966,0.7712609362787346,0.09678437316251338,-0.7211597853227597,-0.902282131132248,-0.11506771705588062,-0.09330844094541517,-0.411779901745071,-0.14266659438917234,-0.24672532059437063,-0.031050916481287848,-0.7971644517879547,-0.2888260347954233,-0.8874004964474338,0.1893328496926245,-0.7695633740659437,-0.7889592155253395,-0.833454428969937,0.7726764285424873,1.863669089606361,-0.8431256212781649,1.6854871622164105,-0.036031908358055455,-0.14746364275696908,0.7931490388657064,-0.8667360072832847,2.4027878356741224,-0.2776201024151717
SIDM00136,1.1473882955763943,0.6964068950644331,-0.5240796260882492,-0.8451667333661277,-0.7770855375825022,-0.6756869152850754,-0.8768713788594062,-0.9777758626118626,2.375380606416928,-0.07308528886939572,1.1425573638615092,0.7050282395973358,-0.9905089953539095,-0.8263701793819379,0.3634035602532005,-0.825722240816119,-0.8804985127760049,-0.026941430551943396,-0.9520707794582581,-0.4420605162280064,-0.7897403613484328,0.8956122240351376,-0.7821208835436502,1.1047380120687424,-0.20366846679216194,-0.43544298751278593,-0.01155815065400806,-0.7287052447431829,-0.6786411794912218,-0.8153281538941863,-0.7354880482260163,-0.5474328367314846,1.6768089872122192,0.0958007442839565,1.0878115886825703,0.32574812007103787,-0.5146167363202458,-0.1720795384535122,0.8496453979623384,1.0353398940105414,-0.8618303348422511,-0.8741079471619572,0.07476438450400721,-0.1999143472579696,0.009259147216519537,-0.11797967898704595,-0.14958045964170294,0.6093298167086287,-0.8348988613813225,0.1989298499388366,-0.9137703482580024,0.14177404412075376,2.448640500366998,-0.8036118703433129,-0.9123920273604693,0.737657282952186,0.8692474307767537,-0.7901614979537522,1.5531249691646005,0.4257376801533514,-0.09139509978915344,0.6487098950765862,-0.6798080475574634,2.4485872191060563,-0.3614330726047842
SIDM01155,1.5703437854058833,0.8409332764721047,-0.4921140075362793,-0.7527352200744598,-0.6523906349213221,-0.7406829943835739,-0.8393017927139211,-0.9119715353412772,1.4742587923708348,0.09849978998771299,1.0496627878349565,1.1953617474530827,-0.9203899920826549,-0.8027848154090635,0.5941119771820969,-0.7605685514858505,-0.885639529989207,-0.2266502510446904,-0.8300187076733772,-0.2646906403400374,-0.7600622278975279,0.6071204660042727,-0.6978643490791071,1.0368531671589154,-0.0007707345812583203,-0.6310590878670524,0.5075053540024195,-0.21133596947492403,-0.45163039925300036,-0.5515412057574922,-0.8501227342700622,-0.5168231986470259,1.869589960045952,-0.22455927117607494,2.150255061914366,0.9757339975952904,-0.39447985638265054,-0.21851964377398528,-0.18409916660854042,-0.09862463983121175,-0.09760254813201724,-0.9125253958645503,-0.11391729846640913,-0.10653160852023755,-0.5273652078029063,-0.13797812743865068,-0.25941019072427174,0.12542952377760586,-0.26499993045022296,-0.06359244388290618,-0.3982553558250347,0.2844927817635462,0.6492462820192593,-0.8425333805192237,-0.8090521393877589,-0.43497543425754354,0.9318423629533946,-0.7577860017056773,1.5044640878802433,0.4601228712821635,-0.06477371823472249,0.7352266935364493,-0.7825400206336282,2.2802271427610323,0.09093990712969532
SIDM00224,2.103369194934074,0.7905576940377153,-0.49469745582691094,-0.6913032470534732,-0.5928238705263702,-0.8669716464946154,-0.86214509659174,-0.9509894415534556,0.08001684505855229,-0.12929491905377136,0.8048106127047444,1.493972659432725,-0.861606644679143,-0.7940037789685985,0.511173086610816,-0.8230148513320859,-0.8364654970666939,0.16020729283313737,-0.8604339151415034,-0.19225343809167855,-0.776438986233398,0.4182735067836489,-0.7413304040952101,1.3575310632865984,-0.14579332546923207,-0.43442293979392144,0.3911023059444524,-0.4197313803914649,-0.5424075871100855,-0.5731355048044783,-0.7750984328957218,-0.5303916326096823,1.561376941975169,-0.3232121663862264,1.3702779586551515,0.04808564128729905,-0.5402735620986356,-0.49135402231679104,-0.0353140231429523,0.12887588170225686,-0.8436363181020661,-0.9385133955739174,-0.18381043591208895,0.1213610014856838,-0.5439473883735172,-0.3302686866134042,-0.09407429566676807,0.39142646347643323,-0.7858803158917388,-0.38788070452674506,-0.7687754781694042,0.06501062276132927,-0.8146064311567874,-0.7784926734892369,-0.8868052881786834,1.0042272920715505,0.9737191662395533,-0.7957680451568975,1.3599704505605323,-0.3295387508252189,-0.1069447177119696,0.8575787743656388,-0.7430080731970174,2.3334050927250543,-0.37271479244008215
SIDM00783,1.3329245814056825,1.2716619765965596,-0.40843230478275233,-0.9052104310680146,-0.7519105254238636,-0.620719966230755,-0.8973090530673451,-0.9339885236641912,1.0601611219904439,0.016125712253923116,1.0862347880999732,0.9101642914603527,-0.8710648085424472,-0.7944773831668782,0.3947305016216078,-0.7746452308015541,-0.824222938693582,0.030825486925526283,-0.89148226667897,-0.17482819864841553,-0.7810765426661729,0.05734654203074356,-0.893539784030708,1.1604139781918699,-0.16433492393168064,-0.6161933850999223,0.20554690288171282,-0.17018447285370294,-0.49500307068012056,-0.8892236461510445,-0.7659645948232887,-0.5878480977965446,1.6469718669470934,-0.10910122279981177,1.2972684090602682,0.40895431191231696,-0.714344909636343,0.11233909031358331,0.5901451604558305,1.0810194605640744,-0.5493690602341,-0.9513169427467703,-0.07204019371244987,0.39634600742556847,-0.3930959225599977,-0.46543330920083176,0.02598590770953848,0.17282397339626732,-0.28168165212880975,-0.3853444160352429,-0.6282846835525131,-0.054146028668095106,2.3784021589930173,-0.8354380110484766,-0.8277217622329609,0.6417756689197116,-0.03308347868341198,-0.8222176308637459,1.5126676917792157,0.7257370664119458,-0.011800871761734487,0.5843752256473392,-0.759734504084642,2.100681198381697,-0.49003669273267014
SIDM00490,1.2462705583019793,0.4425462701079077,-0.6564601889666664,-0.5450950649298981,-0.7817565353554858,-0.7747934465068838,-0.8807625709770465,-0.9204896744807729,1.4353070992911834,-0.16692810405503652,0.5304578246171565,0.4411169572134306,-0.9456854756590017,-0.8415034565778345,0.6724609574237778,-0.7021773749680431,-0.838242364051286,-0.15275963563318073,-0.9125865876910204,-0.0174878016689622,-0.7948946024062744,0.7400352956445276,-0.7445384106815212,1.074352847422352,-0.03346272796519599,-0.5015132109979694,0.39172804335725453,0.048392361082662844,-0.47953630289564947,-0.6584320279308679,-0.7557993999120514,-0.5377086276482972,1.8202507413731612,-0.30307932780470975,2.092596754790833,0.17195911745180553,-0.5283085993705472,-0.18155722727543774,0.8544732502859683,1.3512185633864233,-0.25370324697498964,-0.9117602353661233,0.2047787524487516,-0.08596826809976926,-0.27552816693383836,-0.37504010888887057,0.5348351600868526,0.17861081860388614,-0.3759038409521298,-0.21662845359943006,-0.7029892250427126,0.7204170722332971,0.06815752992573765,-0.8530106790937431,-0.9239845907145029,0.6060325912930635,0.7335461490810542,-0.9468584555005205,1.4410665526240523,0.11026677918405249,0.28537538023280334,1.0178833233144151,-0.786012153930151,1.7721001601502044,-0.46982811518208323
