,SOS2,CHUK,STAT3,ZBTB16,RAF1,RARA,PML,JUP,MTOR,LEF1,EIF4EBP1,BAD,PIM2,MAP2K2,BRAF,MAP2K1,KIT,FLT3,SPI1,IKBKB,AKT1,AKT2,RPS6KB1,NRAS,AKT3,RPS6KB2,GRB2,STAT5B,MAPK3,TCF7,STAT5A,NFKB1,MYC,SOS1,TCF7L2,MAPK1,RUNX1,PIK3R5,IKBKG,HRAS,RUNX1T1,RELA,KRAS,CCNA1,ARAF,CCND1,PIK3R3,TCF7L1,PPARD,PIK3CA,PIK3CB,PIM1,PIK3CD,PIK3CG,PIK3R1,PIK3R2
SIDM00098,-0.14645705387439345,0.9242891165639324,1.6989098003739642,-0.5586864749430429,1.105522053320851,-0.47936297994187693,-0.7138827351769849,1.2588541054931743,0.0877173953496665,-0.7068986728575346,1.9653398186865425,1.3626428202609033,-0.6741455526743073,1.7985337293991823,-0.7822293700544648,1.3068758587456268,-0.8058693842381921,-0.5882638304944453,-0.7898791371233871,-0.15709177364970175,-0.1589299914649479,-0.6708840724550083,0.701780882491175,1.796453302028577,-0.6308758124179298,-0.12861285512654116,1.7461961434059645,-0.14738680287962533,0.3043844854751119,-0.6310401565802424,0.22858371491479385,1.667558669147865,2.3982683497107904,0.6227387380923055,-0.47987986709415936,0.45912016079758144,-0.22558370590715754,-0.8478427138862007,-0.46038859833741774,1.3875517393560706,-0.845886895422002,0.0014760021020436098,0.47466145476394606,1.0322786033046842,-0.12338898425520059,1.6140950636714726,-0.6512429962791757,-0.40966948356273286,-0.6163498286688618,0.8515901817502423,0.17596570516696397,0.6860962915363502,-0.3846227482318617,-0.8832652758626194,-0.435137947832969,-0.16420752704121946
SIDM00225,0.15464606464079755,0.6437707919056657,1.4101926351712957,-0.7395459086956861,0.8348573535582411,-0.4510802416956512,-0.6478281493257361,0.4445831247184169,0.19858148426542813,0.7546718776563459,2.5902584157544273,0.6316810958179817,-0.634674847035838,1.273364272885486,-0.37593296330682047,1.7672558841865322,-0.8127258033781728,-0.8907473415919821,-0.847022957822418,-0.19510976982855474,-0.12032069319968533,-0.48940933136072684,0.45185664907880424,1.8397846356450012,0.00327414136633282,-0.3081026674669039,1.566287194929019,-0.20716526617843425,0.42574360123698995,-0.6120152136276269,-0.5509590251034637,1.7580437662183515,1.805070708867808,0.7242755066546729,-0.09047966366725571,0.5101479725257008,-0.517309992554752,-0.8339691836356542,-0.5967082838023928,1.1051907729656958,-0.9239567257033989,-0.22703218927617674,0.879071646217962,-0.7799010640883662,-0.17368924498095675,2.0388315196239675,-0.31956181662508887,-0.313556633708981,-0.6968370208885364,0.6432993664700564,-0.289436664838999,-0.19258764281583077,-0.4259825966617104,-0.85038006208633,-0.2771121420304421,-0.4603573061973098
SIDM00846,-0.33627621821732756,0.7744635098967662,1.5045210533857274,-0.669198424962415,0.8698531163205813,-0.6352540755562522,-0.5796319014004742,1.6449447040498082,0.17138090089803346,-0.8522335206061834,1.9643296414205669,1.1457513347465378,-0.4378926607475343,1.1338849989723598,-0.7589388476329242,1.8566577901095587,-0.8770448349341129,-0.9547182521544086,-0.7976032453088218,-0.04963849424618237,-0.2132189230298964,-0.5416768291323578,0.38865674258383404,1.689101416942715,-0.8366500827076601,-0.0365660999766135,1.582817379722509,-0.012924264061800507,0.40456292514070263,-0.5186419668267465,-0.2549867825502065,1.4067817311637987,3.130524928138079,0.3263389430642861,-0.13349142318003934,0.3639110576930663,-0.6302714907795297,-0.7286019215380581,-0.39863429127182004,0.6951875006183451,-0.8455034855231685,-0.11960285405741007,0.705831098423714,0.3684297694314049,0.1361630588670387,0.07087854832076719,-0.06271061018132987,-0.6902312467859295,-0.7860561630199894,0.3009842739833732,-0.288815158393606,-0.5335816475717826,-0.7489569632522669,-0.820596360725214,-0.539366920455228,-0.30207525946749875
SIDM00291,0.21050477281114974,0.6460189546010989,1.8325528552557484,-0.7920416196197702,0.9796559767371458,-0.25210614191573594,-0.2294341902765621,0.11306689362167437,0.5328966076141032,0.9914871875769924,2.0708431475951583,0.8276005928737822,-0.2966620571439995,1.2604308368381785,-0.11087046888498304,1.6589398477165531,-0.7836302123496631,-0.9465082577198034,-0.8642414832866416,-0.3314391771224846,0.19571455103036073,-0.3319020096946334,0.2429120497853647,1.374692858095759,-0.16736406499652842,-0.05065568256302875,1.8578936789144092,0.17654195426815383,0.8556571961413694,-0.6006786525323217,0.43611693508277705,1.8822648341613561,2.9740459902471432,0.5486812928608678,-0.32555578224171416,0.5321205356572491,-0.8790434707922501,-0.7365915933005378,-0.4052012196633554,1.0154145333144973,-0.8668517881969978,0.17297528456054478,0.9636772611317815,-0.9397384560045371,0.20516428708917692,1.394041590551702,-0.6587730241746428,-0.6275945068417674,-0.7793280503265697,0.6758468981090971,0.7973915424442831,-0.7114968955517126,0.019775914665252674,-0.9451146794788785,-0.1357513311775369,-0.25954488834721806
SIDM00520,-0.15327484864701205,1.0137720138316715,1.4159071554833274,-0.7703655301156981,0.8454594995210262,-0.686827988021337,-0.206718355888719,1.0210432896970911,-0.31458956391235965,-0.8535234627173709,2.00617437752886,1.636546043141935,-0.6209270472726621,1.5326932560318176,-0.5368144346923572,1.5191012332163636,-0.7748146642366986,-0.8966555893641585,-0.8128914546049659,-0.16472028879345632,-0.29195671144782676,-0.574813865969313,0.47460895543562603,1.533903796599923,-0.10742363391901054,-0.1393307348622001,1.6113510472933754,-0.37892145301420477,0.5000866377405552,-0.7213972304341316,0.6092365475172343,1.8219857725962936,2.5422411621911642,0.490206872722997,-0.2467814588438119,0.26042457304454064,0.07450732440880178,-0.8314140434830632,-0.47337033470865625,1.5161091203354689,-0.8200370551699885,0.020710770194093835,0.17721634025831323,-0.8891917858791362,0.013560006457620706,1.9365871753526132,-0.7648242114555972,-0.4050463082134792,-0.6877717908163002,0.9489371145890182,0.04872946486551291,0.14258049678648305,-0.6088840333322989,-0.809002244635813,-0.22277964900335825,-0.23402885410095514
SIDM00003,-0.07606761759270368,0.8080854029971448,0.9210422771377368,-0.6847970162158636,0.6530757342323101,-0.5502161436238505,-0.3287936952319742,0.1216485066866919,0.21601523857549534,0.5357666464399241,1.9434742398433815,0.5995875826888802,-0.6663053886055085,1.5988747555684801,-0.36580442658776524,1.7012680244644953,-0.8635588719950398,-0.9291313596008188,-0.8712079744640822,-0.2137803817119369,0.06914677644384426,-0.4979858267327193,0.11598773546454232,1.6405661255028405,-0.2551297332924865,-0.3125105815689258,1.6039643153529137,-0.35817277951707166,0.46660514256326746,-0.5145826995763334,0.2728903921572561,1.4941918448040206,2.6661248089944,0.4385413908597508,-0.4361330439927213,0.7243979395425967,-0.7842850866927853,-0.8020179127306238,-0.3553554029495849,0.8197722327603156,-0.874080924135357,-0.11506771705588062,0.568297621257225,-0.9196652151363452,0.07018065728126152,1.164899253512414,-0.5000258795066411,-0.34735395058080565,-0.721915364216191,0.993463517123065,0.5307492349086849,-0.6333940813021369,-0.4551687594131406,-0.7573812995678978,0.007774037385819338,-0.25041751802124634
SIDM00136,-0.11987262078344194,0.6964068950644331,1.1473882955763943,-0.8093305621825836,0.3315127066929042,-0.5225162182716637,-0.5988427416923984,2.2217299006753186,-0.07308528886939572,-0.8164498482876252,1.3827152594087708,0.9231135240293825,-0.8031287285122686,1.3220480235434442,-0.3625193553906259,1.992879827711926,-0.8000909598151491,-0.9811881177374112,-0.7607422870407222,-0.4420605162280064,-0.20366846679216194,-0.43544298751278593,0.17356662844622864,1.146668931315316,-0.8153281538941863,-0.10160386880581271,1.719943248372717,-0.29147882697749,0.6507892655995077,-0.4494865847934621,-0.3089504146001667,1.6768089872122192,3.013841101271305,0.778181819928126,0.2890539256763219,0.3851481893824864,-0.6233847474292828,-0.8366041470975958,-0.5146167363202458,1.4466032401452813,-0.929478691290363,0.07476438450400721,1.0135103333842828,-1.019017305453926,0.07786900375774598,0.6948512868562963,-0.6223357305028023,-0.6303846112609418,-0.7522830026201169,0.5843610535832205,0.25811132734267916,-0.6123889563821007,-0.7474600078698875,-0.8703045150505063,0.5372548495522526,-0.22358075672074318
SIDM01155,0.038499845182361186,0.8409332764721047,1.5703437854058833,-0.7377832449418537,0.8330819657038037,-0.6525113083600225,-0.3940216656315055,0.1682430896558022,0.09849978998771299,0.0014731717154608914,1.828653555930763,1.1414541968025247,-0.6057218750681721,1.3366550916262618,-0.40991705301384807,1.4341348643508207,-0.7572099265230485,-0.8920719173966342,-0.8491664102862667,-0.2646906403400374,-0.0007707345812583203,-0.6310590878670524,0.44530210884191684,1.6426541226071936,-0.5515412057574922,-0.39725701346943726,1.8149385086266834,-0.010918092571653826,0.48095139700391365,-0.3921695563737508,-0.13855509408803257,1.869589960045952,2.25261891495447,0.5798804336571142,-0.608878026400163,0.7064244268194239,-0.46529999952261264,-0.814897796665046,-0.39447985638265054,1.2593258331658332,-0.6368607987020564,-0.11391729846640913,0.5175215510099777,-0.8020331570193857,0.0697316035222512,1.4068359428336112,-0.45677295766753406,-0.4642872281953311,-0.7005600043149479,0.7117247695566788,-0.062196483072455025,-0.20259488328638178,-0.5514510402916394,-0.7796014496506495,0.03555478131917427,-0.26542025170621397
SIDM00224,0.2519977387905182,0.7905576940377153,2.103369194934074,-0.7841444186875699,1.0552668213136176,-0.4820944813529431,-0.5806641176229956,0.43411154356045367,-0.12929491905377136,-0.8378165427238126,2.1656770600503235,0.8657992024351617,-0.8294238772250516,1.3047908376773982,-0.7070812741410794,1.005747312417868,-0.9132363547779577,-0.4097682100939813,-0.8765333861294128,-0.19225343809167855,-0.14579332546923207,-0.43442293979392144,0.833133460978314,1.4498162501009324,-0.5731355048044783,-0.18894926986488977,1.6246925646432018,-0.5438391032984583,0.5479442443358864,-0.7569926001138515,0.08163552960588781,1.561376941975169,3.3672592531062406,0.6885021833752948,-0.34305173867246685,-0.5549538999256374,-0.3830579794377823,-0.8431084684171928,-0.5402735620986356,1.2078768440861027,-0.478689711601353,-0.18381043591208895,0.2679026432531028,2.36898083258757,0.16993918698253993,0.8803768223143186,-0.6406742721275255,-0.18767499146189376,-0.7891075917148295,0.8560372261357724,0.33833862798018505,0.5439074577226405,-0.4916265209661461,-0.8366483153810327,-0.32013283493063943,-0.1933033126050991
SIDM00783,0.0492032810716853,1.2716619765965596,1.3329245814056825,-0.6011832212741649,0.6344333396085167,-0.5972523821993359,-0.6727989561790315,1.8536859040864382,0.016125712253923116,-0.9143641872136657,2.0394440700974905,0.5983112132619249,-0.42962909134486105,1.33974538891998,-0.23531569010504338,1.5514904306451307,-0.8937272269634388,-0.9019496973201415,-0.8867443628710462,-0.17482819864841553,-0.16433492393168064,-0.6161933850999223,0.9041121818917587,1.2282180204531403,-0.8892236461510445,-0.379285864685653,1.7344336575020778,-0.5840997061546235,0.3326112379658688,-0.4650743454773557,-0.7479414637314183,1.6469718669470934,3.2980494197195522,0.6723766994788793,0.8231719586456369,0.5324004850994095,-0.43472999951372854,-0.6390949064998547,-0.714344909636343,1.0671521674781155,-0.9149613025932649,-0.07204019371244987,0.8330509782272281,-0.9249694771175092,-0.22021396310918273,1.5157258169243817,-0.782129818802481,-0.2946635202493135,-0.7349285236451828,0.6883281403188356,0.3237229141187382,-0.5501663752866404,-0.6119591500737706,-0.8965572643749253,-0.34362315900357127,-0.20513017930257668
SIDM00490,0.05312236208270538,0.4425462701079077,1.2462705583019793,-0.7369705032374781,0.6034801070486192,-0.7049429579385965,-0.32263113011214967,-0.595477180185309,-0.16692810405503652,-0.22615385276939257,2.3672955563665465,1.3793464630411403,-0.7623224442876306,1.4917886482973903,-0.46494926395654174,1.7492183306847096,-0.6169433470015557,-0.9570399015292712,-0.8751207667604086,-0.0174878016689622,-0.03346272796519599,-0.5015132109979694,0.7250097656706238,1.462210399915633,-0.6584320279308679,-0.27664425719028124,1.7331757293525691,-0.28280890788927693,0.4983000834645974,-0.4035609880532807,-0.031080788846122677,1.8202507413731612,2.369235472927987,1.1489867626985133,-0.46685408616678387,0.6606740881928407,-0.48402250067978303,-0.7566632422935685,-0.5283085993705472,1.1889361959984937,0.4847059000814978,0.2047787524487516,0.4154799977497072,-0.9277000430366421,0.1327836896004831,0.5028296861001972,-0.5462480778570864,-0.5260436658333962,-0.7512126445577052,1.1091486297041584,-0.10478455771130224,-0.13143958003916473,-0.6774761959834487,-0.8682006036542234,0.1753226765983558,-0.14910083492106915
SIDM01090,0.12559313506083092,0.8949709638327606,0.6759212634015966,-0.767839227822128,0.6563571538723628,-0.47205375293165547,-0.6068347073401377,-0.43222282831972997,0.002565852975375069,0.3660005774078758,2.23401469860017,0.8279121728753582,-0.28728109213699143,1.386649234450303,-0.03947749389605054,1.6219592217336218,-0.8886925718165669,-0.913693498047013,-0.7834159623560424,0.21842110157354724,-0.02556330057458413,-0.5647756587841167,0.1942373653197398,0.4104861910525509,-0.6765873573587164,-0.15543743345586045,1.5819736956866302,-0.20613451037041672,0.633215366254382,-0.5260117056966461,0.09341228846060284,2.001283949724983,3.558087005114285,0.7569663918010382,-0.3127276959974964,0.5937105943187458,-0.22386342942821644,-0.8296607533294292,-0.48559385841280367,0.5365466734662082,-0.84561779675358,0.21937825926408902,0.8397798630567113,-0.9412451096088806,-0.12251591717089358,1.058733995214343,-0.656531411953477,-0.7374868246475823,-0.8537575158561718,0.628206295058479,-0.16067479578449104,-0.5921677011414158,-0.5550954324505873,-0.858959175715629,-0.17540863875171012,0.04209368944321474
SIDM00394,0.18184533382658727,1.0165748647292285,1.5667753171436625,-0.706873706099852,0.40400650063007526,-0.7240648948633145,-0.5579379832269874,2.025890850324822,-0.09522830552643881,-0.7637767004896919,2.7770855391940614,0.6217116327691667,-0.43942958990548187,1.1669256293804384,-0.16392073603204077,1.8903093802408155,-0.9259705700585078,-0.9945111590156174,-0.6714980607657839,-0.19328952149500986,-0.010660769008956118,-0.5083424045950974,0.48286104193976925,1.568544692549214,-0.8470668607980113,-0.3200905143337345,1.6068512868122053,-0.1289735590041054,-0.09583599172821719,-0.49102785433809226,0.38758607625651037,2.001580839455103,2.08224386007972,0.5580010839066802,-0.3225113790944654,0.6029050484084734,-0.758360270675322,-0.8170545561415208,-0.6589938441863366,0.6585246560075073,-0.7624169432765916,0.180309607810832,0.5820423472225442,-0.9112633938939854,0.2191680440514531,-0.47237204346891226,-0.6655861052384837,-0.45163593213168884,-0.8189518248555305,0.6431555433575602,0.2472293741014987,-0.1070196750821056,-0.5866728027744895,-0.9081759206004996,-0.4771609647878592,-0.2365232420983259
SIDM00538,0.34812974851321055,0.6242726702289829,1.7824281768709027,-0.700694390119595,1.277471417187775,-0.5555624946769852,-0.05692903027153403,2.27811515560755,-0.029053861750306567,-0.8419196827825018,2.058218758334147,0.7298525508942966,-0.48543240207187754,1.9260235559978451,-0.3953294490220491,2.015135209117641,-0.9198470980431843,-0.9450392542180309,-0.7727591572120112,0.1291032110526416,-0.30947928867909746,-0.5158027795848967,0.7254800412492999,1.2886824118621416,-0.82723080264921,-0.4249285291718503,1.9051665316082949,1.0140357735482073,1.0849253227592255,-0.28979503080491303,1.417657190713531,1.6434568316088805,2.9470108410868963,0.9898735833640715,0.2598235565872204,0.5218947297181094,-0.6348104327866398,-0.7159097451314804,-0.4986650882632796,0.5746160095839874,-0.8672006259922762,0.18990054038431078,0.5416380452842011,-0.9910973278842765,0.016365196590802288,1.2101249905678162,-0.3414759718672879,-0.6596929047823646,-0.6860013771540197,1.0210085209000996,0.46412076621316517,0.1369603235213303,-0.6878135542183365,-0.9286997424551207,-0.394748267442785,-0.20213289882395022
