,RPE65,CYP3A5,UGT2B28,CYP4A11,CYP3A4,RDH8,DHRS3,ADH1B,ADH1C,ADH4,ADH5,DGAT2,ADH1A,RDH10,CYP26A1,UGT2B11,CYP2C9,AWAT2,CYP26C1,CYP2C19,CYP2C8,CYP2B6,UGT2A3,CYP2A13,CYP3A7,CYP26B1,DHRS9,DGAT1,ALDH1A1,RETSAT,RDH12,LRAT,DHRS4,CYP1A1,CYP1A2,ADH7,ADH6,UGT2A1,ALDH1A2,CYP3A43,RDH16,UGT2B10,UGT2B7,PNPLA4,UGT2B4,UGT2B17,UGT2B15
SIDM00098,-0.7763428381789459,-0.7707991972761917,-0.7462067028726946,-0.6827972069925686,-0.8866962964849942,-0.7155402331286808,-0.2551294106949826,-0.8130434947923688,-0.8264934605159912,-0.8690168863426024,1.9474995474707517,-0.2896777449143135,-0.917152305507159,0.36359389713557533,-0.8883728977230299,-0.9517058947572912,-0.7914140143370911,-0.7253586025778084,-0.8042994793338097,-0.7952369283994143,-0.9474969425122679,-0.7489614110072769,-0.9413226056959203,-0.8018451187628582,-0.8830572191843253,-0.8820640369506133,-1.1121356096331771,0.697109761305753,-0.6737064431876376,0.49782439809889156,-0.9790168094087403,-0.9161374489737236,-0.45670677765462564,-0.9839461725757012,-0.7815406593928369,-0.8033963027738128,-0.7882449072612816,-0.8054738668397816,-0.833877246706102,-0.9724714143253215,-0.7530116243983446,-0.9251896255100607,-0.8151828600220804,-0.38213111686040707,-0.952093668044057,-1.0222583418128588,-0.8677929741973631
SIDM00225,-0.7326781031679143,-0.7978814785004725,-0.7935943453579798,-0.6751573719450719,-0.9518279815709536,-0.7565346635128818,1.2994825273848176,-0.851934294525284,-0.8851165778992433,-0.8942915175313847,1.6267762822167735,-0.15658883186731987,-0.896165676432053,0.029734132725597072,-0.6627664459266,-0.945337935446959,-0.828137728426032,-0.7285465232376963,-0.8825087438074267,-0.9036879690930375,-0.9183918308775805,-0.7646378825534724,-0.9912903365422944,-0.8592652200242902,-0.8158901601449869,-0.9299696074754805,-0.9962630234030633,0.45461698010330137,-0.688713221361706,0.31597646295480536,-0.9949412345143445,-0.889645182676836,-0.6147553418508347,-0.9236632843086091,-0.828147009490771,-0.8864843126034954,-0.7215781800457369,-0.7953921310965556,-0.83551732585242,-0.9704706037867933,-0.8015124512594389,-0.982039469252121,-0.754449150059479,-0.5725389503982088,-0.8992858571919354,-1.0644024116214899,-0.9380475839249166
SIDM00846,-0.9278774657351732,-0.8209286823394575,-0.6994579543065258,-0.47073546307527747,-0.8732537425981017,-0.7237152915372252,-0.41625587582902834,-0.8973039637114933,-0.8285259793459737,-0.8758420504945524,1.600553950724637,-0.24871772454770796,-0.9274232468542732,0.10904341419145216,-0.932693386495311,-0.9222445487325805,-0.8345698835435897,-0.7343713089359581,-0.777646585374307,-0.8354584988517183,-0.9875591254675629,-0.825225784247325,-0.9547479165268341,-0.8618254826937346,-0.8484341603334291,-0.6845222528249055,-1.0083640420073343,0.7913431199872404,-0.7269003517249855,0.49194114511591136,-0.8334205481982915,-0.9812616123340235,0.8351985489985706,-0.9363293492005543,-0.8913762129858345,-0.8526937192433356,-0.8233247505257757,-0.7923227529603447,-0.8137914456454511,-0.8277984541827552,-0.7692751069440462,-0.8913127877581521,-0.7870954370870136,-0.3204841488063137,-1.0510938497626263,-1.002096718771684,-0.9574370899735438
SIDM00291,-0.8957533397906654,-0.8394483997252308,-0.8424237828065982,-0.4830949330699768,-0.926459190732912,-0.7827303438005557,-0.8185923829514935,-0.8504721284391673,-0.7858280762629323,-0.7791651825036463,1.6631145393485447,0.148216128787299,-0.8863089572583435,-0.3632650601480737,-0.8298570424167129,-1.0043674735253176,-0.9195888930468591,-0.6695995716421695,-0.8629362446278452,-0.8539695978609192,-0.9479047064846967,-0.773369487265932,-0.9311365797528557,-0.8262982287492324,-0.9145870259157411,-0.598503480374103,-1.0053337654079786,0.8440113573440681,-0.553082454381361,0.7450091225149913,-0.7933696965787346,-0.9654990528244285,-0.03271317184314442,-0.7676809056428009,-0.9452475815041075,-0.8090720685429621,-0.7936916773582978,-0.8765000181759927,-0.8370571868235253,-0.975807746435214,-0.7963682738070791,-0.7293496388721521,-0.832943332842469,-0.4271936677078511,-0.9679703636768383,-1.0507438304324197,-0.9711558988318769
SIDM00520,-0.8692040243704887,-0.7727508210290434,-0.8439004859579495,-0.4694176512704743,-0.8998750569656598,-0.7242411533634984,0.5115649482988376,-0.8701651998873785,-0.9082086014220597,-0.9039015281636575,1.932502092689338,-0.6930672114909697,-0.9399309967522858,1.2474942919100418,-0.2741537947937097,-0.9048549296027879,-0.8587146035894233,-0.7196980138120201,-0.8405038890654017,-0.9261706771151762,-0.8771467417808604,-0.7321685191911619,-0.9993698764303643,-0.6816900172297546,-0.840555950333411,-0.8231727469009702,-0.9391060030503978,0.1549698453001405,-0.7673406033830684,0.6746843008815675,-0.8986544692108869,-0.9847206262893263,-0.5126479442764509,-0.9422865774099126,-0.8261350233731475,-0.7414169092934858,-0.7748928816419254,-0.787650250581698,0.7656853322254888,-0.8665841468498904,-0.7916510585013975,-0.8210466425134307,-0.5963948515682339,-0.37385527662540713,-0.9289567653492521,-1.0457188286413166,-0.7916510585013975
SIDM00003,-0.8592409977882269,-0.8142711523517138,-0.842863571334719,-0.7013958438897473,-0.9168598311967264,-0.6848187476308132,0.8235290337071761,-0.8174491535954759,-0.8331016759067459,-0.9357848896307153,1.8721373823114944,-0.3169244148726837,-0.8488917106585642,-0.45521107799482863,-0.7982897022091349,-0.8558132568956126,-0.8462256125784023,-0.7020549272219105,-0.890205070805624,-0.7895871297489546,-0.9176428968945745,-0.6819360634792934,-0.9163647929601066,-0.5492629026193522,-0.8758713847615343,-0.7221279872523857,-0.9445908102432886,0.5484309598951774,0.2568222050740915,1.128872015804524,-0.9334357007367401,-0.8912955268553068,-0.4106106655763785,-0.7024812607553694,-0.7495015038674984,-0.8156803816715151,-0.7862133186122263,-0.8521872642486024,-0.9316791711917204,-0.7964393987621197,-0.8085363677530892,-0.8180382443412909,0.9786392985454025,-0.6426775644731556,-0.9070486738668441,-0.980226690895956,-0.8021889460367159
SIDM00136,-0.8914025140776166,2.0581628443934035,-0.7841512308553751,-0.6056125353790976,-0.8575290424988352,-0.8563020014598571,0.3720641878516271,-0.917970048762364,-0.44577887493395907,-0.9939270014932268,1.7131850917928326,0.5171856701992381,-0.8713513824069611,0.7767883387380897,-0.886283799250995,-0.9100708476160055,-0.8437672610093266,-0.7582088343391443,-0.7906540924982585,-0.7753484233276006,-0.935345106065836,-0.7234646728930543,-0.9270723867110274,-0.7439982885665394,-0.7218816618909807,-0.879987239851857,-0.27146218928406807,1.1923084235871628,2.5507504081313614,0.8010788172565292,-0.7839204419740194,-0.956859514986797,0.1127524242451233,-0.939067335116247,-0.9761433049057772,-0.8803439726760685,-0.47130933878513664,-0.826009192600707,-0.9178634255076636,-0.8412662412700648,-0.741038265649886,-0.8102448073182247,-0.7387563956006166,-0.5416840993351074,-0.9606642770870718,-1.0666225894941048,-0.7358603953429557
SIDM01155,-0.8940307335694644,-0.8671363447193735,-0.9111893962893866,-0.28024550886802607,-0.900094120733386,-0.7740283474352633,-0.6162885619322498,-0.8768622419283485,-0.8993867672234077,-0.9948746501008611,2.0192121063800905,0.21076406034495265,-0.8943660699174341,0.9012841658685985,-0.7693006589744987,-1.0642161797905,-0.8947941999545534,-0.7578151949554621,-0.7248784736018421,-0.8395159532635216,-0.8666073788126495,-0.7297267347665459,-0.9425439615661786,-0.6829570901727462,-0.8810527907799645,-0.8392776816082774,0.08093766074127992,0.5330840998941904,-0.5236380194543895,0.34751687810024057,-0.8902395844988503,-0.9580707213740045,-0.15675691290426277,-0.8532917402766366,-0.8698966484588112,-0.830735011407383,-0.8090695258237567,-0.825002712491636,-0.8600350127563853,-1.0079670945749857,-0.7948252048789041,-0.9589686671647454,-0.7814136194175367,-0.796225787921314,-0.9989817995439144,-1.0216233249121427,-0.8582816177113044
SIDM00224,-0.8261232577401383,-0.8551482715186663,-0.7847538670920299,-0.6575770676649884,-0.8857606315765797,-0.8059119071793548,0.2840237052456825,-0.8316201671275583,-0.8796254943585886,-1.0616610303320388,2.0527364567631783,-0.34215376781353696,-0.8667764464016822,0.6829492878464849,-0.15603648472439866,-0.9330778098876744,-0.8125371422901304,-0.705772807221335,-0.8321067141029531,-0.7939333252461553,-0.9859393943383207,-0.8304572045731701,-0.8917977852994857,-0.765400522458386,-0.772915495080082,-0.4556027110071145,-1.0112012532388377,1.0160527109021107,-0.7635570022149103,0.42995490734927655,-0.900338952445872,-0.9653162170835557,-0.1565110740388712,-0.8645120011346107,-0.8956674527091929,-0.8217348791090453,-0.7807138199767425,-0.7841900330013235,1.7268186690899514,-0.8598912269343965,-0.7539103388182894,-0.776996473750707,-0.7983596650833782,0.2739087807520632,-0.9006048103984529,-0.9975788159336644,-0.8499012219206994
SIDM00783,-0.9220370735559202,-0.8860688080323825,-0.8563349385401041,-0.6514195125477322,-0.8456170027780965,-0.8413953329425531,-0.36639427668254193,-0.862960284676242,-0.8349673193260108,-0.8898197500959422,1.6539193299964554,-0.18357250485956703,-0.912448376443621,0.10933551015052398,-0.994794686032095,-0.9878948936152601,-0.9262245834526954,-0.748579001995171,-0.8354903714144024,-0.8152141453251874,-0.9721574456461052,-0.7688966179506739,-0.9622665672830875,-0.6984013060702072,-0.9352909020850501,-0.5220122950064805,-0.9477608948105969,0.9088072249207206,-0.6621509268386281,0.6704426357811816,-0.9049112870174243,-0.1809874945777386,0.21269693822714061,-0.9285328095452424,-0.8867639541653758,-0.9083903457092332,-0.7729401695689502,-0.8279361924005672,-0.7641019165954449,-0.8277291616296024,-0.8320287585218734,-0.928351254999872,-0.868463133612253,-0.22521682627088904,-1.0305500693969691,-1.0749289135382132,-0.9076182501500137
SIDM00490,-0.8446347560150526,-0.7811534573516371,-0.8713347252735192,-0.6655372656415666,-0.9346323279366116,-0.806343289158695,-0.1942975569589162,-0.8599102772323773,-0.8944542099746863,-0.9640950606411202,1.4207241295141932,-0.4134179724162376,-0.8251434480921103,0.9929164217049514,-0.8976733835350265,-0.8862851550538784,-0.8481190538911819,-0.7542834506780401,-0.8992106209041576,-0.8540892747960623,-0.9535238242764873,-0.5003505228248339,-0.9501379735298777,-0.8073606470837866,-0.8551976400222067,-0.6290113902245782,-0.859997713095718,0.5982426534762583,-0.7084366922587838,0.698982201660022,-0.9538285266136841,-0.9773079486767562,-0.22198537023824155,-0.8737876042477427,-0.9022183259585501,-0.9041479616218081,-0.7616799171281573,-0.8027181552868691,-0.871410326546285,-0.9640312445983517,-0.7087711691081944,-0.8114500734131298,-0.8923993435326821,-0.599859572643076,-0.9437596466361535,-1.0320471941556182,-0.9160722388246149
SIDM01090,-0.868084927464286,-0.6971515402848092,-0.924016148283278,-0.5888708663155178,-0.9157835376604906,-0.7738171154910845,-0.7836910036822529,-0.9006682910907697,-0.8652961505198942,-0.9628313340837358,1.595824389979972,0.3166642855003295,-0.7326329115435116,0.49028509053638697,-0.6972689828287656,-1.0717893607495679,-0.8415617105839257,-0.7107200525208416,-0.8099900922088804,-0.8850382523061407,-0.9779433297195664,-0.8403993519350944,-0.8702663976170956,-0.6038418643143502,-0.8039920637974968,-0.5779546953496915,-0.8947443269684118,1.557251596888319,-0.7382137998799796,0.5562548515700648,-0.9180504903723752,-0.9041250089599501,0.16165012585555721,-0.8209829652035138,-0.7443415348882203,-0.8037135108298988,-0.7762333777137407,-0.8250779791139621,-0.8437703881876343,-0.9602552181694858,-0.9097708608280366,-0.7966897061472887,-0.9275460383870789,-0.40916737535685216,-0.9708061109573043,-1.0148366197153063,-0.8398910353686605
SIDM00394,-0.9315261886933174,-0.8159451658223041,-0.94882350948154,-0.4545597417238485,-0.9179457106357997,-0.8161431131694475,-0.6698367050947672,-0.8816595662600846,-0.8660009874687267,-0.8935909973648962,1.5976464871180776,0.08671163222279801,-0.8258852696777224,0.304327341096469,-0.8384850464093524,-0.9549157051016732,-0.8773871374717874,-0.6824937534755078,-0.8230750033029773,-0.8740189579147829,-0.9935756601538837,-0.7615381435921122,-0.9654374357192714,-0.5628771815080525,-0.7970874667226117,-0.4866100337582569,-0.8738348387074486,1.2524851411377746,-0.6997592304456669,0.8201770191110721,-0.8259413955552354,-0.9696188954771033,0.7776384939123246,-0.8449742236096855,-0.9365379873523897,-0.7869145930740089,-0.7650043968578075,-0.84766862699277,-0.8731452482282162,-0.7774706471477375,-0.7448439816465238,-0.7832830538151887,-0.8494940598129181,0.17005353334360673,-0.9072965117983038,-0.964797276637937,-0.8409007858948206
SIDM00538,-0.8481862157274486,0.9509207666069468,-0.6493491205891984,-0.6296013172405082,-0.8578008488173632,-0.7098751005416413,0.15622296287512571,-0.812915409499167,2.617759642483257,-0.7578543510393468,1.187542304634844,0.29724723824646127,-0.7696343836263292,1.1635178128823676,-1.0449223099878657,-0.9351311445093881,-0.9000012834004024,-0.7510917569424542,-0.7571958878633914,-0.7743477525662278,-0.950141710673421,-0.6478088871560505,-0.8997855549059016,-0.6951776404991448,-0.7432186278657835,-0.4718562940669815,2.1289257705289404,1.0898561253619523,2.4771716724017634,1.2755902782772597,-0.8139527583816047,-0.9785545143564427,-0.3692210800391117,-0.7010913860622484,-0.6509763504522332,-0.7419893813731585,-0.28293421084925324,-0.8646439699011033,-0.8028697219892629,-0.7967714242614703,-0.8151568870077489,-0.8721733938829516,-0.807480261373322,-0.7327697180491163,-0.9830220749985682,-0.9552191115404352,-0.830848380583325
SIDM01140,-0.8871243671321748,-0.8036224912241705,-0.7256120331975966,-0.6390500376590311,-0.9562134943190824,-0.6622058764772404,-0.5260753710903836,-0.8094508484406394,-0.9184794901640425,-1.0467155005731101,2.159082183392954,-0.4892334330385262,-0.8224369692638436,-0.14503896711421677,2.683516369565782,-0.9465145470684634,-0.8480056813359744,-0.7902986123254127,-0.8719970872032563,-0.8622641253128793,-1.0203724815628124,-0.7472827336790202,-1.0071679161879967,-0.6309945972363828,-0.8881162984184733,-0.8181756408769176,-0.8499644744090775,0.3196007254120308,-0.6654045296096527,0.08905760722969285,-0.6050624679762093,-0.9011243276784268,-0.056292897054039275,-0.985592898245728,-0.8339355518624406,-0.8274902001643692,-0.7885681750850968,-0.8417396975465128,-0.8739066229070918,-0.8269565981497494,-0.7940590475993028,-0.8457216956598695,-0.8545906200805021,-0.08711553011317967,-0.9546767905430819,-0.9742966239112462,-0.861642413178452
SIDM00101,-0.88340834704267,-0.8211212708761282,-0.8331539007934171,-0.5385911809278691,-0.9355835104454228,-0.7773090306610924,-0.07065292255553578,-0.8623079642057627,-0.7938941977918617,-0.9151418726290178,2.0146803803090814,0.3212177305100356,-0.8899173598162725,1.0387739300985006,-0.9032011652882915,-0.9045498839639131,-0.8482542369201699,-0.8138280725725707,-0.8469945274914061,-0.8903201371231527,-0.9652919173008732,-0.8558444944219249,-0.9599664922941477,-0.7513718364628027,-0.8927153860752969,-0.5963659206954791,-0.8856942176215086,0.8331417158828289,0.7328645070989862,0.4800981312089709,-0.7630313112147699,-0.8508544254592343,0.29618210722842625,-0.9113668264000538,-0.8959971095072697,-0.9230380771420672,-0.8579054259970933,-0.8483610743690564,0.4335490436926747,-0.9085893303259145,-0.8569371379465704,-0.8022941178653427,-0.7956560597509251,-0.21767309556547812,-0.9441076265740588,-1.0680895640395724,-0.8587787185442944
SIDM00114,-0.9027524387234568,-0.8248875558891527,-0.8089516935038272,-0.5425735194795909,-0.8463907781108692,-0.8151183291125801,0.6193451386303068,-0.89569520573483,-0.7782143442997963,-0.9158647443238649,1.3236266628466293,0.6860214240782836,-0.8830872118381154,0.6734438450065409,-0.8935058389171724,-1.071768811203672,-0.9069364781392176,-0.7254361797569797,-0.9189160620367126,-0.8401711535352151,-0.9948044030587292,-0.819462695332232,-0.9553113797573294,-0.6778494079940401,-0.9100161250045169,-0.471034090000937,1.6745122648757282,0.5265888949621417,-0.8139017844067375,0.03596686801171478,-0.8756037020691062,-1.0198120418185024,-0.46143804154149365,-0.951735365242578,-0.88617161032391,-0.8363988467462538,-0.8024411396095451,-0.8576414502059251,-0.842055039242154,-1.0052533434569673,-0.9435732716357237,-0.8488432669073167,-0.926365458204412,-0.08486209153332257,-0.9184289321404353,-0.9467355457420803,-0.7570825256011017
SIDM00102,-0.8812579506322895,-0.6159598461421076,-0.7415396324587721,-0.6538986999782693,-0.8794680753102448,-0.7457786387264582,0.7559098719774645,-0.8635344861804296,-0.8110636910131745,-0.8624313750338729,2.0924448919324354,-0.15556009969772347,-0.7960090270733524,0.9120128405890074,-0.6749683891745641,-0.9186025456556134,-0.834584409273098,-0.7712485590702051,-0.7912035706541095,-0.7892094605140448,-0.9383064979137721,-0.7312350310665467,-0.8662314864751014,-0.6688501891358846,-0.8390208841053,-0.9019622355660087,-1.0100910508015464,0.7888685784674105,-0.5628264643819889,0.18055345394689595,-0.748059568178124,-0.8478614517813597,-0.47472500777159327,-0.9708283774648009,-0.8804088606534117,-0.8218381782425713,-0.8045239544878868,-0.8450878698247278,-0.6809836776079894,-0.8708662409558044,-0.8562836835114237,-0.9543875254490131,-0.8118772177606169,-0.2207997526003635,-0.9923503995927493,-0.9981775532989938,-0.7365161869125472
