,EPHX2,CYP2E1,ALOX5,CYP4A11,CYP2J2,PLA2G3,AKR1C3,PTGIS,ALOX12B,CYP4F2,PTGES2,ALOX15B,ALOX15,PLA2G6,PLA2G2E,PLA2G10,PLA2G2A,PLA2G4A,PLA2G5,PTGS2,PLA2G12B,PTGS1,PLA2G2F,ALOX12,CYP2C9,GPX7,GPX6,CYP2C19,CYP2C8,CBR1,CYP2B6,CBR3,CYP2U1,PLA2G1B,LTA4H,PTGES,GPX5,GPX1,GPX2,GPX3,GPX4,CYP4F3,PLA2G4E,GGT6,GGT7,GGT5,HPGDS,PLA2G2C,PTGDS,PLA2G2D,PLA2G12A,TBXAS1
SIDM00098,-0.6244733974064625,-0.8093217379975364,-0.9123367346838016,-0.6827972069925686,-0.8338431623888513,-0.4327627086815372,2.258836731628727,-0.7670193137943865,-0.7306194701479265,-0.8251761031663563,0.8387612273785536,-0.756730723801561,-0.7623360149127574,-0.7388703701419148,-0.7839241641631,-1.0871006981609643,-0.748455838038939,-0.8461483251205488,-0.9427248075776667,-0.9921808357743194,-0.8538109541300412,-0.6822662462619407,-0.9278092763705941,-0.7179979245524373,-0.7914140143370911,-0.975299998633857,-0.6638775026903239,-0.7952369283994143,-0.9474969425122679,2.098859793134757,-0.7489614110072769,1.209800438616029,-0.6307626891978682,-0.8012019688903468,1.8046059045564067,-0.6792537005564582,-0.8544385105005768,2.6608733570372523,-0.653606130099462,-0.1279249931556688,3.3001392489263583,-0.9642535238356921,-0.8245711665358659,-0.8062999732249009,-0.8028782940642295,-0.6545115362321577,-0.8211938694602432,-0.9814065845386527,-0.12936478291223735,-0.8436667260346651,0.6844580076900222,-0.7782421365097365
SIDM00225,-0.6872128404026628,-0.7861963485943243,-0.8925703004183939,-0.6751573719450719,-0.8114042451699525,-0.5107383526608319,1.244906873337499,-0.6289408689681016,-0.796125825886705,-0.8634766081059567,0.7089957016772935,-0.885697672365189,-0.8160004976963747,-0.6873597157993989,-0.7675949619709778,-1.0111065892788806,-0.8386697252131378,0.8065033107138745,-0.9752950368294752,0.3905156611925263,-0.8226724429240099,-0.7390848464523044,-0.9681057710880799,-0.8302219617157571,-0.828137728426032,-0.8170803128216272,-0.7291863551991704,-0.9036879690930375,-0.9183918308775805,1.29587068689996,-0.7646378825534724,1.4169182926691215,-0.625783239832194,-0.8670791429835091,1.725980481913807,-0.28528065568876804,-0.8852524030748108,2.4312899742839975,-0.7190429186637918,-0.6829264217433669,2.9451614483273767,-0.9359610399281091,-0.7226092096174905,-0.7935794662583378,-0.03161440484669337,-0.6485413867854345,-0.9257778489214427,-0.8335108253582239,-0.8614378720031913,-0.8118774403015748,0.9254401398196097,-0.4713660705895646
SIDM00846,-0.6033098739283328,-0.8158762345252779,-0.9609742741623324,-0.47073546307527747,-0.971122386601871,-0.3813968856820857,3.0026281412404847,-0.8093374904280727,-0.8109215226661328,-0.865040808929741,1.1801286429846967,-0.8523661726048262,-0.7824268041378479,-0.7816542294981876,-0.8744694081357975,-0.9899846097891369,-0.8232823067747475,2.064303042368972,-0.9531391601696687,0.1964788123908355,-0.9406969527897403,-0.4438648967169998,-0.9024437719216116,-0.7895514951894683,-0.8345698835435897,0.4676129386703223,-0.6029175820763091,-0.8354584988517183,-0.9875591254675629,1.69513511342049,-0.825225784247325,0.7343842683524434,-0.6010831434317964,-0.761113157610197,2.1071254445782706,-0.5224387870208623,-0.9400053275170753,2.505302380812886,-0.7698674877201578,-0.5558121818099341,2.796685180418734,-0.7699924322776633,-0.7131397259764181,-0.8103653877170968,-0.5206338619296136,-0.7999323929240866,-0.8943961382719999,-0.956815252158209,-0.816437296501596,-0.7976010874560583,1.187875792704406,-0.7833114000520972
SIDM00291,-0.8200771785570236,-0.8167099102247223,-0.8269562655469612,-0.4830949330699768,0.018124270908650902,-0.6873500714250705,-0.5428248234444298,-0.8787936882033974,-0.811180431465117,-0.84220324685797,1.0857468693590808,-0.8214204939670717,-0.8799004126895592,-0.015695636071887897,-0.9499028499612642,-1.1417963190131593,-0.8232476869827247,0.37134718038988623,-0.9671835437345087,-0.8322049008601666,-0.8309182888233402,-0.636805173842293,-0.9283228400248459,-0.8613784182319405,-0.9195888930468591,-0.8504368564876633,-0.6713655089093861,-0.8539695978609192,-0.9479047064846967,1.3120321218485147,-0.773369487265932,1.117666805721425,0.10950910159369251,-0.9035607154909414,1.979879159578451,-0.7558650142666975,-0.8727655020843461,3.1798637645617562,-0.7549812328235518,-0.8431642387799617,2.814929512308822,-0.9340764095198303,-0.5551675647266747,-0.7804765549853188,0.3376068787294809,-0.6802148242862451,-0.881080924321183,-0.8371558865246347,-0.7870586105914701,-0.8234519930150102,1.195677450228499,-0.7724788009408241
SIDM00520,-0.028682709646755167,-0.6950709574089919,-0.9476099732760571,-0.4694176512704743,-0.7513622219711639,-0.7413411603559545,0.5304626257366749,-0.11772570125881816,-0.7418253713796676,-0.9113988562310151,1.0228092743515917,-0.8815649463552664,-0.8250110313811947,-0.7274458808266349,-0.9094547102145977,-1.0375801544731205,-0.8797009249517419,-0.3956605173104304,-0.9825246428688641,-0.730229910823451,-0.8422725639743952,-0.78867539041319,-0.98972983744609,-0.8589037356121696,-0.8587146035894233,-1.0796403588905688,-0.6759327191518171,-0.9261706771151762,-0.8771467417808604,1.565748117086916,-0.7321685191911619,1.6150938885469155,-0.5204889230186602,-0.8972140828327455,1.894441507308246,-0.4336294922864926,-0.9234728982261687,3.2176714439970056,-0.7314075943689367,-0.9719569333328808,3.194624541642107,-0.9761156570302166,-0.821824842136607,-0.8429684185709918,-0.8842372065848552,-0.872726014227195,-0.9522133773162418,-0.881939140019234,0.004134277205278223,-0.7841017733657656,0.8719026239682491,-0.7472564899577806
SIDM00003,-0.6461267756474349,-0.7324462660155479,-0.8977227088934948,-0.7013958438897473,-0.5280130205552089,-0.6478347982189168,-0.6050059478411529,-0.7500602822548235,-0.71571423624985,-0.8488383854635528,0.941427391912586,-0.8667536895508078,-0.8001862795545768,-0.4925544208544801,-0.7736663723673737,-0.8933843228111797,-0.8255449296474587,0.8310330837124218,-0.9491262015230418,-0.7421011637979494,-0.8441134917163412,-0.7643425379822979,-1.0208270798933492,-0.9847163670204021,-0.8462256125784023,-0.9184372718528384,-0.578309870993335,-0.7895871297489546,-0.9176428968945745,1.861711761566394,-0.6819360634792934,2.225970367214013,-0.0423439814473474,-0.8496842019545243,1.9204480393967056,-0.7559594590822134,-0.8738411814959246,2.658710031141237,-0.7622039057969608,-0.8893528147587113,2.649282266106253,-0.8919714601302966,-0.7579881970177896,-0.7859064273346142,-0.5202400986467949,-0.9323752174839106,-0.8917761007198036,-0.8045638972250524,-0.8361010099761598,-0.8430938585343215,0.5725322033176996,-0.8023543092661126
SIDM00136,-0.35625313643954026,-0.6960189458303014,-0.46073063002721965,-0.6056125353790976,-0.68697939317961,-0.6016758260323807,2.0598915888178286,-0.8784017441985609,-0.5128727195992275,-0.8716755496795318,1.0885973330393308,-0.8853646541590617,-0.8057312341918736,-0.6767755927882515,-0.8119929365491121,-0.7349368571000683,-0.8380025966354948,0.6239122274351467,-1.042394045696804,-0.22201306750961625,-0.8659589346573356,-0.3729622322332455,-0.9413404107052342,-0.7857301549073654,-0.8437672610093266,-1.0381867810984644,-0.6220850227311925,-0.7753484233276006,-0.935345106065836,1.002590039257946,-0.7234646728930543,-0.6778078727225102,-0.7956869903238629,-0.9169335595317961,2.2570094956994327,-0.582845778377035,-0.9006812707748655,2.700423209070932,3.2092330950366605,-0.14048714287475947,3.3052799925192553,-0.7853984655157815,-0.6180295608149703,-0.2928895991108738,-0.7102637132489444,-0.8640937225273901,-0.8934619564359239,-0.7880321092251157,-0.8475151146505704,-0.8506406495178293,1.132922930427709,-0.23314319270169115
SIDM01155,-0.5664896780238774,-0.8316984121524703,-0.9342392128938185,-0.28024550886802607,-0.7887265699913056,-0.5474152834148356,1.3682275893717148,-0.8225352047148059,-0.7999148635128808,-0.901782691523389,0.8530512004558845,-0.9171441145858291,-0.7725479275718061,-0.7832805398114625,-0.8188107314074147,-0.8962205203428811,-0.8784767567699202,-0.08970931034808503,-0.8929324201591617,-0.594436468984297,-0.8117262747397723,-0.34470301496259503,-0.981464193939513,-0.9251679140804282,-0.8947941999545534,0.8792236411830714,-0.6346387170494242,-0.8395159532635216,-0.8666073788126495,1.7809004035575555,-0.7297267347665459,1.7679237152333096,-0.4863586426879018,-0.9312110826548575,2.0751363794570286,-0.6357882763825736,-0.8906572121081558,2.9137158321222825,-0.8874201331882423,0.5117851333079176,3.251130696263473,-0.9555395241965507,-0.8352021581165135,-0.8693379958484334,-0.2904279859043558,0.005013561812794315,-1.0077568260976901,-0.8364247164556501,-0.9068524206479933,-0.8673102920738888,0.9265772884003287,-0.27284518692650594
SIDM00224,0.5232132582346583,-0.8459581479650237,-0.8876129292130029,-0.6575770676649884,-0.8474297368892377,-0.6997223890683958,0.9007932259473104,-0.42962086333829747,-0.778584428172068,-0.8427168335040669,0.6937507027407763,-0.9464728531726438,-0.5012216354275094,-0.7359729701264138,-0.6923465585417449,-0.984684913209501,-0.8845155888873327,-0.6786487754194935,-0.8813941416658228,-1.0179270754892888,-0.8036530973938163,-0.667819028922825,-0.9310154040419262,-0.7720041366228949,-0.8125371422901304,-0.7475113710875575,-0.69332655577841,-0.7939333252461553,-0.9859393943383207,0.6512147386581713,-0.8304572045731701,0.35599444177452505,-0.258348554277476,-0.7653928505968857,1.9156402874900391,-0.4157874989549376,-0.931673915970287,2.9953527862622935,-0.8125892120563522,-0.8992852087453469,3.253539187050054,-0.9717661373203558,-0.7093978065023095,-0.7665933953885269,-0.6944660074297502,-0.789754094196088,-0.8322018439705353,-0.8998485828283898,-0.33982263451833994,-0.8391166160151639,1.4128560235678793,-0.7774678701652871
SIDM00783,0.6399293891795224,-0.775400105515601,-0.9533260358461113,-0.6514195125477322,-0.6573315255664172,-0.6152440013775904,0.09162888729245404,-0.8801387767399684,-0.199537404806902,-0.8293343137980334,1.1175322506955956,-0.9086419826461004,-0.8911233468483132,-0.6993671102436984,-0.8253666084778142,-0.3816986354264352,-0.8734662308081352,0.20158746443439385,-0.8465685488017529,-0.9209042742878895,-0.8549937064219824,-0.3484991335105866,-1.0474302959027546,-0.9483291081356586,-0.9262245834526954,-1.0213388684227793,-0.6741603074642877,-0.8152141453251874,-0.9721574456461052,-0.4242455982438365,-0.7688966179506739,-0.3399154985549459,-0.6057278371403697,-0.8997502661766061,2.971289102014965,-0.39605644484918223,-1.039627013183226,2.9487491282674108,-0.6901171076068173,-0.9518439336148163,3.097289058944461,-0.93398981928553,-0.8480333311452135,-0.7914281103116827,-0.5961507115883916,-0.7613630781891276,-0.9527362611011264,-0.7984980142187731,-0.648871702749557,-0.7891284836543937,1.4390864259523546,-0.7781434960660076
SIDM00490,-0.10010644005332388,-0.6955460828095631,-1.0032286264437706,-0.6655372656415666,-0.8938555829669413,-0.7657930554401081,2.3202690522749316,-0.7791024351784858,-0.5211225338363481,-0.894859349452898,0.9974227135785053,-0.9381980683835502,-0.8296619555659401,-0.7444220493474811,-0.8297478136317957,-1.0624301932006441,-0.8445168111475426,0.15669029010860694,-0.9730812197041561,0.1137664732235677,-0.8635751744481767,-0.5714828781117632,-0.9336998103708992,-0.8376659453734532,-0.8481190538911819,-0.8288202011155292,-0.6964974909832004,-0.8540892747960623,-0.9535238242764873,1.2687792977924208,-0.5003505228248339,1.0963857231613994,-0.6902203530537925,-0.8735908234140303,1.419522775397856,-0.7014087053845351,-0.9355879988020879,2.65078641601663,-0.7726797805442984,-0.4316281537360492,3.3124896820160625,-0.986254310633795,-0.7686948131179108,-0.7590847495756927,-0.4743173304252331,-0.8946397806452867,-0.9453144442664382,-0.9162212579853332,-0.7851790555036907,-0.8465516733919415,0.6310508971621592,-0.7611919488754421
SIDM01090,0.20343849802482272,-0.2357214621497413,-0.8391561060660692,-0.5888708663155178,-0.8212676582045978,-0.5855325561437975,-0.19982950392083204,-0.8185647116800574,0.11252676352513365,-0.8469150750028323,1.6496974328148373,-0.8945930035912529,-0.8041119282699937,-0.6888388872814615,-0.775198210171579,-0.8433565122500754,-0.8931042667500999,-0.5071956590232316,-0.9580752401355658,-0.8631648713008784,-0.895588532107646,-0.7684667526942952,-0.9443216307176319,-0.813008105519199,-0.8415617105839257,-1.009440132667806,-0.6254683920484619,-0.8850382523061407,-0.9779433297195664,1.2320729177184888,-0.8403993519350944,0.6108517274469737,-0.5012062785148448,-0.9450575397511537,2.7225025275101995,-0.6361741361908411,-0.8634163005193298,3.023601833194185,-0.6902104979555745,-0.8287243724377817,2.920999235512441,-0.9624658065486602,-0.83062215345297,-0.8696779126291228,-0.8093049983061873,-0.7254403269302203,-0.8895982479170064,-0.7315255711369307,-0.7350274627134937,-0.771102041926206,0.7127602485500617,-0.7366340423185801
SIDM00394,-0.03722699247157253,-0.7849376104957291,-0.95222738780244,-0.4545597417238485,-0.8876589394764178,-0.6281335056358054,1.8212221383634142,-0.5131080783453354,-0.8258288390113072,-0.757249860759154,0.4301854518296464,-0.785149917348001,-0.7484602212390041,-0.7377732681739465,-0.7327459220306042,-0.7923733660069348,-0.8587640611022471,-0.6293996209831199,-0.9093439074409555,0.33906220527784126,-0.889843452203783,-0.04299233312323552,-0.9050864691121351,-0.9380613721949559,-0.8773871374717874,-0.853576640502946,-0.6557454054742883,-0.8740189579147829,-0.9935756601538837,1.408716466034181,-0.7615381435921122,-0.2775745792837295,-0.7483759481516351,-0.9094198885812115,2.2829353699487487,0.6489336283689605,-0.8805032188143376,3.3364590545937416,-0.638812170258272,0.3175509288916076,2.9220610814143404,-0.916803259063175,-0.7937130738153659,-0.8079559894084708,-0.7721896906987035,-0.6854298816185463,-0.8723156253838416,-0.8291519242523792,-0.01895313738363534,-0.7095746459059831,1.3039467392047417,-0.7856881426206562
SIDM00538,-0.046178989250675685,-0.6695277066202866,-0.9046540348246401,-0.6296013172405082,-1.0104582021296964,-0.6991976306057271,2.8004505219588256,-0.7774208543254364,-0.6711497463820518,-0.787084431183393,0.45027605822867045,-0.847436107806879,-0.752748726928601,-0.7159459579715288,-0.7632722261082373,-0.9374107841328472,-0.8418075118514236,-0.22813950957443518,-0.8654155947086644,1.3516127856852114,-0.9387384924829898,-0.6743416439228104,-0.8501547938004184,-0.8583971179429283,-0.9000012834004024,-0.8373591488593515,-0.6917831639444242,-0.7743477525662278,-0.950141710673421,1.00612087925458,-0.6478088871560505,-0.45410789498135273,-0.7814950923082342,-0.880547828721938,2.32979357525569,-0.5955703920952821,-0.8906814288908349,2.8988062487981705,-0.7237983802718081,0.9067897678017711,3.5493790719367495,0.6627454708576954,-0.7484143468404287,-0.7084536296541338,-0.13164297881323617,-0.7248577188078145,-0.8827720774500175,-0.6586231928762789,-0.6946041646230392,-0.7436084881321289,1.076193563508298,-0.5192655497685157
SIDM01140,0.8759375740425002,-0.7377530772774713,-0.7600814961560793,-0.6390500376590311,-0.8092207255365419,0.8796419540524795,0.3800956358675334,-0.6743161188956028,-0.7001752366561502,-0.8644379828665536,1.143420695547906,-0.9162940337347798,-0.8241887232720768,-0.7705839325780166,-0.8445083986662368,-0.9461705386841497,-0.8848454325619082,-0.5180585386796569,-0.9099693017379815,-1.0231220281042872,-0.8535636125416554,-0.75244133349618,-1.0883373896148127,-0.7814890560987409,-0.8480056813359744,1.4666390666086893,-0.6728336882232995,-0.8622641253128793,-1.0203724815628124,-0.36120909701439596,-0.7472827336790202,-0.5205260740462575,-0.5722433905750884,-0.8622236061645338,2.7573206662622156,-0.7369470918462743,-0.9473620147092677,0.7064373650602157,-0.7662860189758011,-0.20709394485392976,3.1055999050872334,-0.936633260827198,-0.8719970872032563,-0.757012168354517,-0.45098679228056365,-0.8080868592997511,-0.8876886203770045,-0.8530373164942661,-0.6743447380754306,-0.8743021239119577,1.1367521212997378,-0.8520526198356843
SIDM00101,0.6072008343535763,-0.6673951021271844,-0.7476251561202346,-0.5385911809278691,-0.2330274362839079,-0.6716236165483223,2.3186298542621886,0.08789214337744285,-0.7588317679859343,-0.9118345641060579,0.8426838807944634,-0.8968487429075511,-0.9255183912234578,-0.7184418050035271,-0.8267396060711432,-0.6146675226430114,-0.8925532312563326,-0.8862084974976618,-1.0327064734821911,-0.978032845376441,-1.02395973208564,-0.7887237035823371,-1.0019297152828375,-0.7849338120416856,-0.8482542369201699,0.6001301993075702,-0.6286011848754932,-0.8903201371231527,-0.9652919173008732,1.4130291717591634,-0.8558444944219249,0.9860143763733438,-0.19609242922343867,-0.9332494792865859,2.2303754634093687,-0.6443462167588162,-0.9240257065126568,3.218470369921483,-0.14194783975797404,-0.6587390043213426,2.9972110829133394,-0.7818148504084292,-0.8501105798253216,-0.8161523783188224,-0.6082066689049144,-0.8296905634813249,-0.8948424963007393,-0.8652584657795496,-0.7723518347334961,-0.8286328748969243,1.5806438771496905,-0.8190661807513953
