,AACS,PDHB,ALDH1B1,ACADS,PDHA1,ABAT,PDHA2,ALDH2,ACAT2,ACAT1,OXCT1,HADH,BDH1,HADHA,ACSM1,HMGCL,AKR1B10,ECHS1,ALDH9A1,GAD1,ALDH3A2,ACSM3,GAD2,ACSM4,HMGCS2,EHHADH,HMGCS1,ALDH7A1,ALDH5A1,BDH2,ACSM2A,ACSM5,L2HGDH
SIDM00098,-0.36188455099185607,2.5651996609184824,-0.06635347209409072,-0.6260607644887605,1.7301715036677856,-0.6964909856979421,-0.6916150780779862,0.5761811551435289,3.193944153244925,0.36292904551226707,0.6441168388890882,1.3891907522807947,0.03286485993747496,1.4145889953887472,-0.589136148741802,1.4694780652114872,0.24957531727046778,2.3216922664753876,0.9842510271287487,-0.4790961111595918,1.623593964827056,-0.6431851194578153,-0.8892271296168526,-0.922148007145896,-0.6048488303693647,-0.6594912139479627,2.107830135694239,-0.6527187853564729,-0.07385890895990642,-0.5799501692789097,-0.8785582526865658,-0.8190653984036258,-0.47684222262320136
SIDM00225,-0.38052595901745956,2.3353299648397434,-0.29563665618370144,-0.8203071838133846,1.86918074063034,-0.7133275340787619,-0.760279814604968,0.6713468761532514,2.6313486717997474,0.5812838966013902,0.7439369772555818,1.7647164942339635,-0.13881883751788235,1.744132655698531,-0.6720445997731551,1.6044552855105032,-0.6965818948020109,1.9408470784160685,1.358500960488616,-0.06669316510104108,0.6221571316640836,-0.7162779573652758,-0.9181196497991891,-0.7260389997522559,-0.769901675989422,-0.5500139180266984,1.6390597602914594,0.4686842488259858,-0.8735315460021856,-0.5399057584458617,-0.8382310851826731,-0.9899856339794417,-0.26022747444086447
SIDM00846,-0.37905801937104855,2.739325893823253,0.9238200134030584,-0.6071077819497869,2.2495899510618527,-0.6486932617006653,-0.7593565212321324,1.3828682917205475,2.349522224078931,0.7467880133494741,1.8984600195125276,2.2704289234588013,0.03999485272993779,1.7933397343280884,-0.7472039130997304,1.3809284887054118,0.33404904496967025,2.1703975565330142,1.440411745512638,-0.5652376962845864,1.6678620989330197,-0.6703207923788522,-0.8868535480891232,-0.757565139698217,-0.6707787010662105,-0.713581891418147,0.9628512862618843,0.25370049956775415,-0.11400839533530166,-0.5137217295726778,-0.9026330935658703,-0.6856337963539377,-0.06758018625978819
SIDM00291,-0.28572623831497845,2.591493950446444,-0.5544699149988913,0.33706936687620503,2.354576422398842,-0.5478649910056982,-0.6515114734208389,-0.6241745926626697,2.3874757207094217,0.909937224633139,0.008461056245716872,1.943911466153084,0.6809788951908714,1.9683463541445982,-0.7502300496973183,1.9953815651151685,-0.8691392823553177,1.7464980101795977,1.4981781380878465,-0.130756033266215,1.0927225743085471,-0.7152170582231648,-0.954769292840023,-0.697194564129526,-0.6378862441310406,-0.385602950240719,1.5073638368717048,-0.8931123829889631,0.765288371600939,-0.5175836517627179,-0.8841453486311645,-0.7271684907731364,0.21310962230671177
SIDM00520,-0.559357887840744,2.5530008848110004,0.5023747738009452,-0.40166108535738704,1.8966922452304136,-0.3796976635906945,-0.7775169577970004,0.07089782903247402,1.8731266663670554,0.9862219531466997,0.6609523832409113,1.2117864427408194,-0.3692477447245821,1.2229672427563112,-0.6555339712545584,1.540004834796036,-0.7476489179481551,2.2074329307967124,1.5467747697618395,-0.05382291936633478,0.7462904789140488,-0.7701071453682787,-0.946191190764725,-0.8096615778900951,-0.7127174680846183,-0.7152751052481235,1.0883451452896957,-0.10892524641018639,-0.2090983904911192,-0.5875758772014356,-0.8326258176386695,-0.7876516531080142,-0.5093667278226082
SIDM00003,-0.21454860472403414,2.449084141108025,0.11832669998126902,-0.2793072961814671,2.4651297674532233,-0.8580668110232103,-0.8095725342369892,-0.5802939162625425,2.36228690240676,0.9468859281271995,1.343421746156806,1.7424334039468974,0.9283636498904986,1.6148288087086375,-0.7278652421907242,1.2632748820673192,-0.7323802543146601,2.291831323500719,1.6329414801558872,-0.37947258454717137,0.5184369272940491,-0.6731078635086959,-0.906348270024369,-0.640791709876748,-0.7677994107997214,-0.3755625321172625,1.0209989812313571,0.076245773004792,-0.8112700974893431,-0.6171502971350266,-0.8331249481528861,-0.8780447038849931,-0.29843559178357587
SIDM00136,-0.037008852947460244,1.9891401527527344,-0.09067014027885144,-0.5568275837889988,1.9093560354130792,-0.7455855882742087,-0.7701284294722286,2.091804710886594,1.9870024633595305,0.4940456032106272,-0.8486159016823414,1.9843344629552524,1.0420852649235377,1.5081411729217236,-0.833060037149915,1.878610235177353,1.867490443752855,2.580374198376094,1.270565541827003,-0.1039091541163515,1.0299903053124788,1.6519738590932476,-0.9060788584472268,-0.8757912568847963,1.591745319942801,-0.6664560789211471,1.3601449477112775,-0.13099561485533465,-0.039807035336368854,-0.5563049508755027,-0.8588239353972038,-0.7400752843290873,-0.32835161843900185
SIDM01155,-0.3212470662823811,2.4875788593980754,0.3862317577085262,-0.6161729721119785,2.113403402656482,-0.8573668147752413,-0.8023352951111715,1.22532486885538,2.865039009372417,0.8181170904192311,0.7647705789302082,1.8364704095373745,-0.06265919887100085,1.7005575839805833,-0.8420170403537378,1.4907558876303246,1.1269701728351385,2.226684835190409,1.4437894610824373,-0.785642781231814,0.6540576746787307,-0.6242719635478078,-0.8216176167000384,-0.7637137587001516,-0.6904807179996342,-0.5989507692700381,1.7726354379212832,0.03275265004302767,-0.6341591076691878,-0.400661719658346,-0.8191130171614331,-0.7559776968544512,-0.2933904622344514
SIDM00224,-0.16988603857441073,2.525525964480362,0.23703793295840178,-0.6346022298555748,2.2338151384946165,-0.6974060060952568,-0.8693503539283928,1.1887490563019467,2.093184416017564,0.7143999584752139,0.8384594139241639,1.9211382005040054,-0.3937736106096071,1.4265385951055356,-0.7372281420377532,1.0750401975326345,-0.8132065034116577,1.9813489198427898,1.119431220249174,-0.49400240760408276,1.1905462745550288,-0.8308105805724147,-0.880329817759466,-0.8796303890340277,-0.8375924352441034,-0.5687115514756441,1.6574090934965655,0.11194085454775134,0.18372786055161666,-0.7427861334609929,-0.8790024039812325,-0.7941376453260451,-0.38585589878319343
SIDM00783,-0.6167366690794126,2.2623827491916333,0.38661856569196,-0.5630159968749908,1.7395417618888815,-0.43790767743329756,-0.7651059591011408,1.3148256444323754,1.1471086703457873,0.7495061081000495,0.7260380515607513,1.1622554581942464,0.19576154771400942,1.5429985323234416,-0.6197967482905814,1.4586111757463844,-0.7987465332784301,1.6656368065658889,1.432951384785273,-0.10010230100024739,1.2339173120992784,0.902590236473249,-0.9078444865486891,-0.765885993313632,-0.7821418459614958,-0.36918030985873446,0.5808136472664328,0.07734890988346849,0.19289161289325082,-0.5638573142769636,-0.9031405460686793,-0.7455286186302924,-0.1091800620515618
SIDM00490,-0.6287144702702558,1.9971603585079414,0.1591477396533475,-0.7030220778415605,1.94877064739742,-0.6851931510455604,-0.8183151404460114,1.3568513696617832,1.0857697192337359,0.5996917111251675,0.310750878405869,1.4470174790671357,-0.5590655864972738,1.5780229728777293,-0.7488927543872963,1.728710496793902,-0.4074959316967019,2.102108517584057,1.5154199800099963,-0.4364731439517151,2.43193631352906,-0.884604248284742,-0.9401429556338469,-0.8878391943530708,-0.7021985549697969,-0.7891142946779963,0.49690442963194115,-0.1052216491724092,-0.5808043046295763,-0.48849108358202625,-0.8392156184936164,-0.9179365986362837,-0.6719219705126546
SIDM01090,-0.5481956491972567,2.264213120255254,0.6802870800932579,-0.11839783857439125,1.8946661381907222,-0.09691793099782552,-0.755177827399559,1.5764706660122638,1.6525983080728897,0.931842974624816,1.1330807661842188,1.650758561980901,0.8369647591491716,1.892775957095052,-0.8334819571180667,1.7183172411393917,-0.7125426072087118,2.254723274556593,1.3844022272129906,0.03303098896904819,0.37259356332460114,-0.30875997708771524,-0.8588853944040088,-0.7804903418742307,-0.6502133468044999,-0.6933882296744525,0.2548700438838673,-0.283149644139446,0.26967225214559887,-0.10087927282226908,-0.8372881206939247,-0.7425783794577033,-0.22665497365670526
SIDM00394,-0.4648268171865374,2.106046902083647,-0.17673551723721506,-0.2990262170276424,2.5009829189498096,-0.8354135853985211,-0.8237111890503996,0.8166556096108479,2.2731444706037838,0.8439146548261889,-0.19247616912369006,1.912625312126625,-0.012277328199244956,1.368755026018358,-0.848052097952549,1.2145323899779998,-0.7829396089811712,1.9129001583781668,1.1611121660365775,-0.10953973651703486,1.0614498693316332,-0.616454991076957,-0.9451159616371738,-0.49854290664736595,-0.8218703690630773,-0.1773947779416535,1.046261313832762,0.3496047494437112,-0.41109312356638844,-0.5229585149157909,-0.807678147969425,-0.680990860602504,0.14032084939742834
SIDM00538,-0.37662144845334644,1.9599964804639238,-0.38753506820127814,-0.2722384453260916,1.8232615343247593,-0.6487840700789488,-0.7046897203963605,2.113475949016514,2.269423298672538,0.30023143637230093,-0.022000143222369237,1.3056829049060663,0.5866951001785499,1.859743035283981,-0.7696887945076344,1.8325922166546602,-0.5704393825172785,2.27304182521128,1.2533845382928603,-0.6363141176828502,1.7418214331933886,0.39664975945217834,-0.8003212163975114,-0.8784914153867707,-0.7051264686794458,-0.15677308298357714,1.137085889387322,-0.38158455755844334,-0.7097422228810659,-0.3035427449993713,-0.8526964932208196,-0.6649238354454821,0.07660244167893689
SIDM01140,-0.07801945924789752,2.909129154178533,0.5362616078317186,-0.24683771581700673,1.925438083689328,-0.22797169741963422,-0.8257452964640914,1.6280540186865768,2.284625198666366,0.8808568305502412,0.6785299774042516,1.8227859810670515,-0.2980150326417857,1.6158956131729367,-0.7800687095148033,1.433684093934864,-1.0044495599501608,2.2003655056839286,1.6261522822882362,-0.20203879450851878,0.6526124427842548,-0.3105307288467812,-0.9180480058573002,-0.6418720143326239,-0.6522353954851654,-0.4639808721708419,2.021806917734016,0.7222588267945949,-0.026523996885551196,-0.3748743274896349,-0.7626567599284273,-0.8715828443876024,0.24934542001331458
SIDM00101,-0.26236185980369914,2.404420081405644,0.15007413251923932,-0.08693528820272332,1.9436469264356102,-0.765485013361514,-0.7564368181135028,-0.5962912732147594,2.2281641907675,0.9088623488019987,1.011971985967202,1.8277900212834,-0.4735831792188321,1.7544506658370034,-0.8360118832743223,1.0537771587797162,1.2641535755987423,2.2562361620109064,1.449720107139152,0.11066239550320099,1.2120101496695226,-0.36249523463267397,-0.9792877114063543,-0.8325652968099487,-0.820051720756066,-0.649644471304245,1.5098761185575778,0.09213513131307399,1.007471931517351,-0.2819755652088954,-0.8565097187489287,-0.7859988311816903,-0.6421834873231427
SIDM00114,-0.48988920668247143,2.13601063441847,-0.49438077353804355,-0.5601639232049305,1.9251258326395448,-0.6185844147290485,-0.6258715875528085,1.2673976299990197,2.2971395117451547,0.6724756427794034,0.5316155139251828,1.761531605865216,0.14595310537976994,1.4499870580528837,-0.843542680368957,1.1834219428027886,0.24024723876525855,1.6065679956269974,1.6143911661383072,-0.30400860300626725,1.3534642694012022,-0.5023990919671811,-0.9257170154033542,-0.7754392573864307,-0.8345721709761552,-0.4978065005858758,1.0598962286082338,-0.014789427804127224,0.42110314804514903,-0.8094571539388971,-0.7551457645307248,-0.804389874842475,0.23249798558765547
SIDM00102,-0.4479041132949843,2.1537667258672206,-0.31961711139514265,-0.44723419099983225,1.749499268391748,-0.7010782274960291,-0.8702325380036218,1.5977911604116202,2.2210684384783232,0.6466887677165615,0.7272857512391139,1.2238840949140781,-0.3896950207462074,1.6441293588388557,-0.7790986305287189,1.5464245573126087,1.839315996725873,2.118250501274339,1.6303315558203477,-0.6999682919996478,0.6550701385078497,-0.46197616354722415,-0.9754200934240925,-0.787492892524717,-0.7428946122670462,-0.46947327686271245,1.734049289512706,-0.2750263123601098,-0.38763121338915585,-0.35652634922172843,-0.8788700422387664,-0.6281918371458961,-0.6651618005343725
SIDM01122,-0.3317885136448663,2.2860743812041644,-0.06616866893230222,-0.24674217554250533,2.308814019046299,-0.4367730627222303,-0.8104824071582624,1.1506714375124372,2.528646692337415,1.0950342470263665,0.7666520531696804,1.1588532689121764,-0.3981401750044674,1.6695212513077642,-0.8055314011870718,1.6092975859916652,-0.7406319924679322,2.5488413811932262,1.3725236063682813,-0.8014832080078756,0.7208061815381617,-0.6685777702436423,-0.8782643634653803,-0.8731380177205617,-0.8704181428015009,-0.44778329061258965,1.2877971907818413,0.13851623030141014,-0.006673101339193684,-0.4516346310232081,-0.8219424814145943,-0.8043799511035453,-0.22241525788099137
SIDM00261,-0.8582750272447979,2.061541571069152,0.39152434996890967,-0.9635922562750101,1.838179589986313,-0.3268046587497453,-0.797305380414471,0.40612716440264585,1.2463649345063725,0.1732983064949252,-0.41618455699807483,1.6055943066200145,-0.5944914806601405,1.3810486626682519,-0.884990132592833,0.8068910070362706,-0.7407083613891614,1.897660242838739,1.6936179724863465,-0.5503514865623833,0.687691829088779,-0.8245164574554815,-0.9130825186389339,-0.9410082138166944,-0.8259925957902626,-0.6189157718560987,0.5054997477219261,-0.2412862079480915,0.3295336223289676,-0.7212933556050141,-0.9137331087799097,-0.8092431475513506,-0.345910808181155
SIDM00154,-0.2302443441146264,2.533386512120057,-0.36093185492130736,-0.24103759029081587,1.9940817555955728,-0.8467425770786978,-0.7507880630197767,2.2757846731849294,2.334597188129928,0.05769400999150435,0.3337690168832451,1.4766651672411952,-0.12094377668633291,1.462334607622645,-0.8872516335211602,1.038157718779363,-0.770831669709777,2.160416019517643,0.9506460361818985,-0.5349255452920109,1.0505279047467928,-0.7884373279303061,-0.8717985352704722,-0.6462175642043236,-0.7304841901780963,-0.5833245683788941,1.8916673996031375,0.03634294371024918,-0.20019268225005732,-0.46515977128614605,-0.9654324010423997,-0.8308954348282247,-0.44151897285297254
SIDM00104,-0.40333827004973954,1.7838297634416116,0.05610122241557753,-0.10597717643971083,2.0756697855231256,-0.5344778476725897,-0.7634306888989861,1.1661969488161972,1.5683605052862373,0.8492924481595672,0.2104039222189004,1.6009508299434965,-0.3507838266252723,1.5374903648909497,-0.6838956395558612,1.8787337223247698,-0.5078990962969077,2.001862892275273,1.5778449849061547,-0.3033865185487615,0.8704766217621343,-0.32129954610861006,-0.8728998998603711,-0.6904969225552391,-0.7615406302572428,-0.5120609106452244,1.0016211520630083,-0.3742469435269302,-0.7369976605637517,-0.2458853433107864,-0.891011541493442,-0.8165404628595383,-0.3237015374682344
SIDM00267,-0.4070755273401281,2.124132134202203,-0.12553012791293966,-0.378957883896679,1.7233372491966479,-0.7234187142052744,-0.6879336044816726,2.521776545684648,2.3326643720989444,0.806340150534112,-0.7402205189405034,1.633902817260018,-0.2622364090347393,1.872821326542266,-0.7565233079905528,1.2460663837429238,3.674947476472431,2.1747738092303255,1.2167608662445035,0.005506141209931608,2.0638737051047293,0.8291414026773599,-0.8448253121393015,-0.7937489272137228,-0.8338172070539503,-0.6288497565719272,1.3698162262010993,-0.08831886247090998,0.40101268112329436,-0.4210629857458389,-0.8695494156920901,-0.7284161863344762,-0.19806303723239466
SIDM00100,-0.10502284426713686,1.7384316972951754,0.06490973614607656,-0.5812510112359655,2.1643091779495447,-0.412802151972578,-0.8728109231148843,1.4957950442548307,3.0258311308129104,0.615298335688367,0.0960180342908592,1.4260958045932497,-0.5439000795722585,1.3836728499119368,-0.8432157050265724,1.5085303671012613,2.6361122134051267,2.1732376123241486,1.1489213803777496,-0.6137349991375055,1.4338065471869006,-0.7458929155034731,-0.8265139731541706,-0.4428566845334873,-0.7812452739728193,-0.6612171318782989,2.290847783748685,0.05270105275642841,0.2405601578232441,-0.7406166143455892,-0.720382144681065,-0.8288105852985574,-0.273663104662378
SIDM00826,0.29890105638419506,1.9059647795610697,0.1988194659942896,0.21280050677486906,2.21861291133165,-0.42288860402330225,-0.792025252932591,1.5604886562352482,1.3724093577021894,0.422520429587221,-0.7689514580825785,1.3362380245422154,0.6450530634315463,1.4556786625957612,-0.7847802483359367,2.035413098714234,-0.1712179249678485,2.4094472135412346,1.5639911786485865,0.255377829045743,1.3468432882846,0.1802575965823562,-0.9499278012904256,-0.8375376771465582,0.9861882017762948,-0.23313858103858592,1.5070539651430621,-0.33705813529393736,0.11217796352471579,-0.5376586150966504,-0.8431621347611845,-0.8164624704676413,-0.313039604400319
SIDM00310,0.11004217356867078,1.8377715905301242,0.1808850718538951,-0.19714446596287086,2.168020650704462,-0.6984364587733624,-0.8090173269853176,1.8751693327563608,2.2882363217925774,0.6586309390282492,0.7258348416010312,1.7743009502160465,-0.46467545313978464,1.4593397839824895,-0.8094500974815058,1.3349265312603746,1.9027358220741313,2.5387274464736995,1.8669534548991638,-0.8594788638017928,0.7322724659616665,-0.7201206602362269,-0.8363714518761323,-0.7419196688722702,-0.5907085509688859,-0.6779518804343078,2.05987600460531,0.1141532438867805,0.2486144193648393,-0.5958205831576884,-0.9261661271074512,-0.5661446174342193,-0.6480693085075088
SIDM00482,-0.16671061699766643,2.7566285375300725,0.6998077274941569,-0.6454532931510001,2.3995947363453074,-0.6891423857297445,-0.6861240353997905,-0.6476208338607227,2.6669111556079033,0.9318807836777345,1.641017253671145,2.0742019933646807,0.8668912412906337,1.5148362635433492,-0.571277097333109,1.4876064723734101,-0.7657012611907197,2.2435868784579953,1.7192109494499306,-0.35116244587270634,-0.49776375774054,1.5354111708337583,-0.8196531981980708,-0.5215742125711622,-0.5935091258567851,-0.7819402718604865,2.221863307697515,-0.5825859624343295,0.04237179695095236,-0.4428417157125371,-0.6930866774500007,-0.729605090078246,0.2535831052535242
SIDM01247,0.19918297302842486,1.5618473565578683,-0.48370885593676705,-0.7320683680548692,2.0300523108107145,-0.6102557129465845,-0.6456226159613537,1.2442278408050935,1.7791979404475478,0.4141018359337146,0.47766344345084855,1.5283120430587431,0.4248232196245916,1.5030790313786726,-0.7898862713377199,1.7274709169530735,-0.9139883356790184,2.1485019586709426,1.384028183128862,-0.7662843146742122,-0.5551613051800798,0.44207188742646214,-0.8695854644632428,-0.9004296728825748,-0.6214022181940051,-0.7944786263527632,1.9095405568548371,-0.6966868076140545,2.460693105269097,-0.6497408322982846,-0.8700202252890923,-0.5992749668519822,0.2034546812798001
SIDM00817,-0.3593293800110917,2.0895536156848618,-0.12320753811525,0.3330475031816684,2.29441177295796,-0.810007523235199,-0.8497296933161768,-0.2837059825381333,2.3318879699166177,1.131358555671787,-0.5716311408348548,1.230253981310632,-0.1257825370754529,1.5554036227994428,-0.6646114972463124,1.2909921364980501,-0.10326573116770073,2.495859873622662,1.4333865416498632,-0.5751110002710023,0.21567715779930585,0.5897459639277772,-0.8705784228942519,-0.9224885215272273,-0.45209854425198887,0.3507186835528697,0.9156402447905408,0.43502291669130794,0.001814056462391375,-0.4944349163933015,-0.8893596063844956,-0.5253442824723966,-0.34787978858182733
SIDM00448,-0.17072437071152835,2.5539393979895424,0.8150194272066196,-0.5060205613820802,2.766255425773359,-0.233095259385174,-0.8024165494158213,-0.6744561537263726,2.8816751216347156,0.8529050017604234,1.6743709287287203,1.9706296728881294,0.7169876340350666,1.9097423539706893,-0.7494997544024045,1.5147694754811971,-0.9775487615871925,2.2194907710546103,1.5923974054497076,-0.6449509589231824,-0.3010555563539095,-0.45424837185456957,-0.776239616244654,-0.716269299667952,-0.7500940872278636,-0.7858695559426863,2.3963363785552136,-0.7395426599341328,1.1465653393573163,-0.43220145851399394,-0.8729698373509956,-0.2997186006226154,-0.037736502669306365
SIDM00086,-0.4443214127130961,1.9205377716418879,0.2534112962649906,-0.5658352461054382,2.215686840357994,-0.7524163672153897,-0.8509176328366915,0.6949170446012826,2.2924379912108273,0.9231810700603282,1.0898359086008549,1.1084960339424905,-0.413439412316445,1.6899348289362057,-0.6654348216766138,1.4872359248835036,1.3424851749002202,2.3809091022658286,1.3288183653003771,0.2759654073881813,-0.023040854294867994,-0.3602276471349552,-0.8755097490438514,-0.9826663002217305,-0.6338401629353518,-0.2537526846971293,1.0453848291102594,0.22186251582772923,-0.1384613775800205,-0.6681371076135432,-0.8634629711362073,0.11344734808140108,-0.5827423248994448
SIDM00466,-0.5092322114867832,1.798000325106376,-0.10143800995738915,-0.6145662030191236,2.163816492288577,-0.494097767738668,-0.8225716626852718,0.7279355341917175,1.5246212995767185,0.3655715777130107,0.6057430505931272,2.0131256996811397,1.0650797321045409,1.0768657608378183,-0.5453925952624329,2.0104979556524536,-0.8463150279687393,1.9232472059484107,1.4579783138736504,-0.007980242680106848,1.5822130096838838,-0.3105583582277532,-0.9048496463553971,-0.8586690342826884,-0.7730150667675464,-0.14569457795722204,1.0370689960946342,0.43533526849803805,-0.22220414946551253,-0.4327450488378059,-0.8437529764932822,-0.743738437573634,-0.40731778905362614
SIDM01132,-0.34799580968894683,2.7802968118330758,0.08936847277612235,-0.31676359441185437,2.3160701879290135,-0.4032259584879285,-0.7132859940298885,-0.8328917349654296,2.7761092605669098,1.0792281723252455,0.9406197778124628,2.0458278960037988,-0.42331867173783805,1.9101034874549874,-0.6925021094330603,1.417338084065408,1.517435694236324,2.3006631255317664,1.7548548718132688,-0.7699144269645376,0.24826364764686415,-0.6175711758266018,-0.9004023965880121,-0.9439932603489637,-0.7211137512648597,-0.8434070208683052,0.7902218408800716,0.36846073828570974,0.03369882032033736,-0.47655955473529726,-0.958976127390552,-0.7149547937257579,-0.4575373397466021
