,ACOT4,BAAT,ELOVL5,ELOVL6,YOD1,ELOVL2,FADS1,FADS2,ACOX3,PECR,SCD5,SCD,ACAA1,HADHA,ACOT7,ACOX1,HSD17B12
SIDM00394,0.8208968729970171,-0.8176608953966679,1.6764999709691104,-0.8269874399202582,1.5473583366846793,-0.8321379115565896,2.304702430632724,0.009403097997531232,0.2700393711982023,0.53878944662281,-0.7542339444062827,2.329632773811617,0.4889620460737803,1.368755026018358,2.314270234854526,0.6208402780109559,1.0009955323902184
SIDM00538,-0.7015598039014619,-0.729608711171666,-1.0986907272061648,-0.5695330344704665,1.9621536218048805,-0.7056234995394942,-0.2066810896708762,-0.7129972647937313,0.5232694528900692,0.8509241199564442,-0.7422432390888803,2.699352730726899,1.2712504023841635,1.859743035283981,0.8718246502506215,1.186512734857787,0.6056359724725323
SIDM01140,-0.7572848278991123,-0.8907893901980752,1.880139147125201,0.5724487562474102,0.8534477632555888,-0.3703168505143746,1.581666820031947,0.06743328707559176,0.5827284930087686,1.0739169791590384,-0.8068566433324245,1.9112673557758388,0.467193719381207,1.6158956131729367,2.0795106410120083,0.3547827891518161,1.375291880396516
SIDM00101,-0.8062879278337658,-0.8531057703251295,1.7946191853760898,0.476367329520783,1.648521103247019,-0.7288137358816125,2.1249965551745755,-0.39130170292036887,0.6548791591560658,0.4561975304980861,-0.466513306068336,2.2398325510467085,0.45054950304933516,1.7544506658370034,1.217786623903855,0.7871067768625788,0.1829668207863706
SIDM00114,0.8965881914379643,-0.9135318259253123,1.804458229790176,0.1258915757079084,1.5288076095514134,-0.734055456084566,1.5549951340254435,-0.6003174006092891,0.1629218523782235,0.5594521749647391,-0.8443149830621437,1.9175568268976748,0.4710966942856139,1.4499870580528837,1.1117301946738558,1.1272476054271539,0.8289777514315607
SIDM00102,-0.8720280429158961,-0.8300970495860662,1.821894214774663,0.1124247868099966,1.5296973250170691,0.3232682539264307,1.94424938436092,0.34148265697600144,0.4587571147432307,0.19770958233534672,-0.7491909335592601,2.079789990933255,0.4356951555200085,1.6441293588388557,1.167733187008801,0.7514133866151063,1.0890086436821544
SIDM01122,0.1696202397589805,-0.8233172761639089,1.817488638191596,0.24032617251247726,0.4197988962315682,-0.35221241615840404,1.9665003318154477,0.3670328405965275,0.22696987901831223,0.7796585820231781,-0.7285822260229249,1.8310542160322258,0.30459532276353246,1.6695212513077642,1.6886766017678787,0.8497240949754834,1.1792896811576392
SIDM00261,-0.902163891904953,-0.7814535051706172,0.8291015363443273,0.21605416312584005,1.0169136449769771,0.061810569787739376,1.464976703172486,-0.13544942506873614,0.2443766977314391,0.24996910547979595,-0.557302426312363,1.1154551668454749,0.08913573880415514,1.3810486626682519,0.7666423510314878,0.7198489494070208,1.0634782358455317
SIDM00154,-0.178681089993116,-0.9136348438365263,1.8835060349712054,-0.1225677294432357,0.27560601186944284,-0.7024288385723044,2.0021556233019457,1.0854018374603935,0.02686845245400391,-0.052749630175954534,-0.59783646422367,2.2036101420935426,0.7589730183827332,1.462334607622645,1.4015346531162733,0.9820957030365277,1.2528087066857232
SIDM00104,-0.3211655506470715,-0.8359139519156474,1.6769649437148244,0.07207194275003821,1.223248085843391,-0.5817048245920795,1.7208019998387558,-0.04477673041378195,0.6565791142877393,0.5801777791321804,-0.821343525599436,1.3463147826044375,0.4950847636668087,1.5374903648909497,1.2786267781821345,0.6159093510636874,1.415339573200702
SIDM00267,-0.7250938740132998,-0.6443031584479126,2.0665920292441773,-0.8440629029999408,1.0527457990348972,-0.754227220502423,2.14497166723569,-0.592411644895408,0.3198379159686387,0.6212808769184373,-0.8561123917955789,1.5641604133860225,0.7111069552170284,1.872821326542266,0.9466260309104444,0.3680991352881785,1.0116187978428353
SIDM00100,-0.9218024185565278,-0.8733135642647142,2.2491984741459827,-0.6917569503311536,0.6270099721640975,-0.7262727054171308,1.8381656811490494,-0.3780445234524028,0.5074040670518806,-0.03065028379320394,-0.5985783635216506,1.9448471108091419,0.31855819561646076,1.3836728499119368,1.4489567422939094,0.9691900341786023,1.178894237309146
SIDM00826,0.8832435485494896,1.0700885391332953,1.111492282642586,0.06823907105871983,1.2156686890071626,-0.8730875299958447,-0.5360724303980212,-0.6912818241986068,0.15733412625815013,0.8757136882758533,-0.6422722844276277,2.015157591788478,0.5547778277289175,1.4556786625957612,0.7962461896058993,1.307981554222264,1.6837785696060203
SIDM00310,-0.8904815090839217,-0.840436888919593,2.184430009762147,0.11083607791670785,0.682197572803355,-0.6788641751543545,2.1019301352050435,-0.552375657719825,0.10944540852053501,0.10869908129129252,-0.6795193064216283,1.9107349414905879,0.3379069199124438,1.4593397839824895,1.7116712425413865,0.561762827061632,0.8845785690975437
SIDM00482,-0.5948141499800382,-0.8337819665510957,2.4059070455516887,-0.3057635121543483,1.2147467776814846,-0.7031275993253986,2.1017932204174223,0.21654648660387776,0.37012189310444427,0.5454382011432974,-0.790563631711066,2.1501962942979005,0.6582601414596025,1.5148362635433492,1.3078497804695075,0.5187199060822367,0.8492736280450393
SIDM01247,-0.7407315248637814,-0.751664657726535,1.969852950511117,-0.3286248734245483,1.955708179522036,-0.7101793977020882,1.3006167736835832,-0.4515175939369129,0.406836098129498,-0.04096216848513097,-0.7628178007449004,1.682998182507464,0.32432698773083,1.5030790313786726,0.4010480378974877,0.17801306945259326,1.2469194459955597
SIDM00817,-0.5918826941323438,-0.7476789364975835,1.4669953192050462,-0.4029158522467943,0.9579636923642483,1.4540749203719423,1.5655582761117892,-0.35889956922912364,0.45801443814139736,1.1604246959920332,-0.7588087948664775,0.8312233903278298,0.28204223326632805,1.5554036227994428,1.2934695511794359,0.5161761246920661,1.014804061969912
SIDM00448,0.8734286692220646,-0.6927004989754527,1.9123929946476312,-0.6687492069189908,-0.35801474446788434,-0.6702114632068017,-0.49784182893123397,-0.48725203456678645,0.8302340916296578,0.2555188366275538,-0.7664256676395445,1.8888039631705182,1.2144974196264238,1.9097423539706893,1.444353505998273,0.7458691171203623,1.240091655830495
SIDM00086,-0.4911045786795134,-0.770917162173063,1.8763519066609362,-0.07733468485673617,1.093351554673289,1.2917452802121379,1.380975019034438,-0.5449384702695927,0.31777902771100275,1.2511789053391458,-0.7308569877757998,1.7218802651298908,0.37272608200525764,1.6899348289362057,1.6127417853846897,0.19474294096137112,1.2467058729229057
SIDM00466,0.3317484248695909,-0.8402196949315242,0.7571544212187352,-0.2621886896996357,1.0947757247287622,-0.8793162586478522,1.3415503945363159,-0.5193451858671697,0.6844211042325714,1.5475654114418316,-0.1136203104558402,0.827262344737224,0.21872705607980822,1.0768657608378183,0.8953838202735129,1.41698406304669,1.2249562198528583
SIDM01132,-0.8494642522782644,-0.8293354497645764,1.989303718459666,0.44353708348373416,0.5499318421438699,1.3004977129125666,1.6910658090772968,-0.5048373225533531,1.1226369532364557,1.0306095132019835,-0.6991643789809604,1.6407045795284356,0.5424970113462912,1.9101034874549874,1.6533190754129679,0.656567747254373,1.0395423113505493
SIDM00465,-0.8592075289698766,-0.7776766733283683,1.528136420773262,-0.8355701214287298,1.5496732077691726,-0.6958374964655806,-0.6595821988703571,-0.5703485175027222,0.6316149092176976,1.0011221105660344,-0.4415889501762135,2.2361426303381715,0.34450778185612296,1.4114059593602675,1.003562683700964,0.676986735291403,-0.6502330726918844
SIDM00565,0.5749362356061583,-0.8511134018487791,1.3964110642786423,0.31592520067409824,0.940273069037303,-0.7159120674030288,1.6329641231665728,-0.5739922749656947,0.2895972094255698,0.21210519292824653,-0.5568455421450986,1.8021934726406568,-0.15143010194883658,1.634834424603411,1.448040672446089,0.6322892594497622,1.2391559719915277
SIDM01092,-0.3291080180780426,-0.7948493401263137,2.1469680654631924,-0.08783057332861617,0.7519226174371885,-0.776489959939454,1.9875352455991506,0.6263984475870411,0.6704932628519137,0.5673180427806614,-0.8375695332474483,2.209116210182877,0.8254204334300653,1.9264237001297049,1.5566540564711842,0.5872414324028672,1.1576546093994555
SIDM00218,-0.8148974624240215,-0.6990745945920992,2.297504270746909,-0.50198667237769,1.957643647816022,-0.7077881544050267,1.2518064194432108,-0.32056284083521286,0.1574812434177323,0.3615855604935799,-0.5916934743477452,1.3024209749083777,0.6336391394968361,1.5172788058988833,1.0549857445302055,0.4110401552772837,1.0224671361416309
SIDM00044,-0.9333954530410095,-0.6863381001919137,1.6158678141708223,0.1489366214518005,0.7282375218408421,-0.6823216379822309,1.636471263583604,-0.5387463605222936,0.42082669848121873,0.5021546003027682,-0.5415246057870645,2.1848654146779993,0.7100134789789462,1.6161875635319514,1.5161183461160284,1.7551766190532823,1.2465769002177878
SIDM00362,-0.8160327048953026,-0.803954304136395,1.6379819721282978,-0.6851545910789106,1.1157327644671873,-0.5898266022358774,-0.6424633337153969,-0.5734675408319059,0.24968430458777102,0.06245506136862113,-0.7690937901710219,1.6525185470700445,0.6495527738254534,1.3048321991396572,1.300296611015922,0.036878064401356075,1.1086885453346684
SIDM00813,-0.08273189330166873,-0.7774305346248237,1.5779623233411646,-0.03703279416992943,0.9846531328616335,-0.63361005801409,1.3290161961299618,-0.19543479208712852,1.2248572598887055,0.6077743552150334,-0.7767201328055421,1.1851095042951607,0.9291036790487192,1.629389270774727,0.8915427180356028,0.6295522228244259,1.6197171811879194
SIDM00364,-0.6155105673970629,-0.7566766765140238,1.7569999788008759,-0.5409923759839872,-0.9313692469999729,1.205091937500306,1.626716306959506,-0.5001365779575768,0.03276013090560344,-0.22173917427464945,-0.5289467053314568,0.7918852067474373,0.5883838753837064,1.4828448990742777,0.6815663573463419,0.5200075862782174,1.157022398135599
SIDM00792,0.07780940619424204,-0.7676712100844764,2.2054878146192376,-0.5088406536235114,0.4449657331315629,-0.014829425232797759,2.2300508358168494,0.30219859768113083,0.4859285079390344,0.7231669979406954,-0.7263975684610697,1.6350358117332942,0.4884737074103383,1.7316207558243766,1.124056927904242,1.114276637585091,1.3544335453139325
SIDM00241,-0.49411041235222586,-0.8331345463944552,2.4057775948519446,-0.18903878494859297,0.8762634112693487,-0.5535701864952937,-0.5854309928911329,-0.5168111451397284,0.8593519480436929,0.573912263784735,-0.7214284764167227,2.1660370184463336,0.7777340654836628,1.64790046272661,1.285128103022309,1.547843987949077,1.5371129154456344
SIDM00091,-0.41074414806784315,-0.7900230951780502,1.8429572351445853,0.39384562911960946,0.9880591936604106,-0.6946171289876589,1.8344843693919013,-0.5880238759581191,0.3011976273996632,1.2506574295829862,-0.6132435956042086,1.4424467547547775,0.7186682042042422,1.6980394767819424,0.9768904811647725,0.7812181716295046,1.3593585942924913
SIDM00427,-0.8412582825201576,-0.848270648265905,1.4337101616559926,-0.2603773556969092,1.1541952872688113,0.3849752389104466,2.1314559681511747,0.37186251050264824,0.4778111993953166,2.091959153102706,-0.5842251917035892,1.4409900035196315,0.057683174592712286,1.4812841241807313,1.6344807418620664,0.6520126693849254,1.4292988503846735
SIDM00758,-0.266490489442084,-0.8038866648857519,1.5942070806767912,0.0662778299231967,1.6715907672549701,-0.768206569302297,1.0617799250279067,-0.5314058422804484,0.975161115849152,0.4947441351572635,-0.7333791863847764,1.5652614236173004,0.9210709533636459,1.5866118770845763,0.9143450178485766,1.345464477625573,1.165574381498281
SIDM00612,-0.8623749195686573,-0.7773031476020946,2.033985482686146,0.13124777443436572,0.17963138935506295,-0.6896886105469121,1.3746871963203766,-0.004289120770921043,0.9247374557454661,0.749817634463472,-0.12709990056361198,1.7050585941885321,0.7464752766126063,1.4271404351091,1.7655890079250975,0.5770367484416372,1.0682681048699851
SIDM00553,-0.8747000045252389,-0.7554397813842646,1.868086390799382,-0.3578246986747556,1.068775814965756,-0.7635469212924915,-0.5755747211145499,-0.581152361378928,0.788397890917762,-0.1516246859391315,-0.759043046750321,1.583907836935789,1.0294688175984585,2.1619714596401716,1.260570672930111,0.46715658614569433,1.4355494276679814
SIDM00343,-0.8982838372484038,-0.8305398289393181,2.1243816990913356,-0.24964332566240394,0.9031741227179736,-0.11402149222899248,1.5140262174933377,-0.3071586681947368,0.810205132667265,0.38931142521474305,-0.4881911478656971,1.248818626135802,0.28144856556394765,1.1336038299270796,1.5482991907618977,0.54212394430584,1.1594893623925995
SIDM00543,-0.6300929531314304,-0.8297317168868076,1.8552920179632184,0.6229614379032749,1.624037631714163,0.3684698399543795,1.4919862746597106,-0.5649153525133992,0.7723400769887282,0.7629800569467003,-0.5656702883011969,2.75195431662997,0.9993474602613924,2.420642548059602,1.9503349363986533,1.1427695780091005,1.680793314111236
SIDM00537,-0.6336840346532342,-0.23114914135385403,1.7238509002914848,0.5585066390412523,1.109184576265236,-0.8928131210788738,0.38130526541322324,-0.11876632775196407,0.8765826886289682,0.4412450106650725,-0.5738120487182065,2.3887353157837787,0.6858857574567602,1.7814398104971745,1.1767639834391144,1.2065573809662358,1.6852778729695852
SIDM00332,-0.9086751188196442,-0.7660572597172416,1.0513666169674118,-0.45527335827305615,-0.6535336014706707,-0.7947674613681579,0.37411214912828106,-0.6752036418656732,1.2387417277941257,0.015094273837535385,-0.7595396528764942,1.7739626748752773,0.5108276710898277,1.4202846393285458,1.661776000203254,0.38024904135538545,0.11191772391457143
SIDM00299,-0.5494910729434069,-0.8459046830035106,1.8892583862916195,0.1468217196714563,0.7132920568824974,0.4554737086387527,2.3049211044625344,0.8691167599527488,0.8360742051265303,0.5350336694722144,-0.4834158096986418,2.241358482993933,0.607315566699001,1.5396662443863396,1.4329623012174526,0.4860588176541313,1.305911125036094
SIDM00308,-0.5478626130796732,-0.8006486428514571,2.289508581397731,1.2300293807683151,2.4228665840711177,-0.8582438443538569,1.719768182979275,0.8562867159181572,0.31531293329731375,0.23611433818909938,-0.8027457372474966,1.445471964856329,0.614239982292754,1.6526138832206527,1.2328316420658696,1.0614003125352236,1.0013039784120312
SIDM00227,-0.9470995459865661,-0.8688620183199405,1.498470855885859,-0.27652747129628075,0.617599385515703,-0.9434592424286296,1.325532856627896,0.1132954009018398,1.2031834366834882,0.579053490674828,-0.46619090586746104,1.8067919032138235,0.42929985307150736,1.5037939545997343,1.0305514500742328,0.5860291353624052,1.1169213219017966
SIDM00294,-0.8158169206616225,-0.7622748338900198,1.3005853570294736,-0.40936460363425586,1.4635717468671792,0.8893186225327216,1.7321982202001684,0.0686983359208329,0.4179734865843711,0.5133536410496503,-0.599246034097512,1.2989855196297724,0.1340630333790095,1.2947499637621882,2.1935437664701536,0.5443639410146522,0.810805515810804
SIDM00677,-0.28276131087427536,-0.6702548825557937,0.20246006780153028,0.019341657156905712,1.1659695510138102,-0.8071374042883862,-0.714431852578849,-0.605482640817835,0.7215874509152846,-0.045912462848945026,-0.8315101238670248,1.97339120149419,1.1644929778113697,1.5446357955754042,1.1661918369873718,0.9122214540682425,1.5828252791648272
SIDM01220,-0.8011698909662989,-0.8449822048321487,2.1068654695163103,-0.11605822313063663,0.8145555416395968,-0.8295462210067619,2.0896610927378942,0.31923948277269315,0.8760879768463574,0.5871341623062133,-0.422973252551256,2.1280316963944705,0.5309907848719597,1.522502243839886,1.1867139581574864,0.46964534280208187,0.21699800233803704
SIDM01259,-0.765905346027452,-0.8202821257934443,1.5945157568715347,0.3468269968588212,-0.9812419445372804,-0.8849890045855563,1.325465618797019,-0.2724540566073687,0.0780937157899459,0.37075712914607417,-0.514441421094892,0.8966931761843584,0.35961687520387076,1.4131505097360457,1.0924503950059918,0.49538774157190196,1.2015498063907561
SIDM00680,-0.8519234599974003,-0.8081304125823637,1.4983780498982038,-0.22722765620022334,0.9248086302096471,-0.8098592385015664,0.9512000424536208,-0.2540896143864193,0.8816458443604426,1.3651959430335334,-0.821357530781301,1.3116314555826927,1.0623353976610137,1.6329805197892173,1.0697219583677093,0.7910193866348204,1.5823493151160901
SIDM00346,-0.48035440307254457,-0.8054378321675847,2.0494001374433872,0.5281784301078429,1.8658318582944984,-0.7437756339110669,1.782424098769416,0.8272195067106165,0.6018953875214113,0.017508481999077518,-0.7990381540918132,1.552912331574016,0.7518731479568557,1.7036867101523319,1.2398448901486585,0.9438731748175365,1.3056517043798606
SIDM00129,-0.7534110384202444,-0.7153518913873164,1.2333427874641814,-0.7159540363115284,0.8165825855303804,-0.10540956652804145,1.7887225462838354,-0.03870704330308612,0.9559613818993862,1.081598383449141,-0.7243035392926137,2.08442090717162,1.0025142393659618,1.4262537648451428,2.258615521052543,0.6922230183342966,1.0069299002740608
SIDM00627,-0.3263908252919793,-0.8605727983403465,1.575699202783127,-0.16302013419371988,1.0503673557787745,-0.8586552922329702,1.1006900834543933,-0.6678828020609877,0.5161975690653373,0.3971807829797721,-0.44616612039201037,1.239595398773923,0.4046103577631366,1.7398857859537642,1.497629831567697,0.7191359090812416,1.071124755298242
SIDM00293,-0.8633516182095377,-0.8087760260596092,1.405995022294775,-0.2516492308888186,1.5370226176529265,1.2906612131773503,2.378811963437491,1.125846534730329,0.654353317202311,-0.026949306776160264,-0.48385725993728207,1.832410499229369,0.826863745509653,1.353825485323319,1.4333325365049017,0.7479990966857447,0.9670611613079535
SIDM00274,-0.7034725231275537,-0.8447952157380453,1.456345070566457,-0.2545493205947988,1.5211327439478375,-0.8134011819578961,-0.5541736664638465,-0.5896416657476059,0.796793501369613,0.8869326153388898,-0.305105983639538,1.7823887633933801,0.8405829900654288,1.874162312713278,1.5087556025898392,0.6497271624954593,1.264624767028965
SIDM00544,-0.8215650346097954,-0.7926379670498687,1.8202543672649263,-0.5373111602196216,1.1005873134416133,-0.7872998668510484,2.34680988975717,0.4055808578812407,0.7493996562430374,0.5060374405617681,-0.6101181687166963,1.8866212833323681,0.48490008811256535,1.8762403090319522,1.0228981642685955,0.8370939406944362,0.7566665839768559
SIDM01006,-0.944597021619539,-0.8047848621710967,1.718924964757062,-0.8979566977792223,1.263336373049217,-0.654713613039904,1.3673346346924493,-0.49929650292756567,0.3823895286255733,0.1129159878846248,-0.7376842319833135,1.5503413009128866,0.5657085628970522,1.2853044163857417,0.6781913304368812,0.3601031064616538,1.6782344685965374
SIDM00302,-0.7428616551531729,-0.7774681626740085,1.978405697843535,0.8014877757688735,1.1528561810502462,-0.07988966730800065,1.3743496195138791,0.029814194155396403,1.0194832108516847,0.3972825874671464,-0.6454758108825253,1.4056689754608742,0.6168547039819148,1.3646137334980362,1.5416062727104924,0.5594195498505659,1.1346413258739947
SIDM00549,-0.6956537299446583,-0.809753266252454,2.4532736951600196,-0.0407329596027652,-0.5635292010964231,2.21239459918863,1.908031008929459,0.3957343817659843,0.29008802976266,-0.15819745676268526,-0.5333982795603914,1.2987020239191733,0.826211199630602,1.5921049507472547,1.4946926064654589,0.4840639254110586,1.6231061293328104
SIDM00292,-0.022431926039633145,-0.8942464526639434,1.7489032983743509,-0.300220356011389,0.3835290651249589,0.8557466164548447,2.226189614419435,0.11403160377974379,0.9025055833112199,0.27364363693809735,-0.6173515293649393,1.5071337865740733,0.15359839185738583,1.3096562552330555,1.526803295346166,0.6236461396787522,1.132080358571156
SIDM00623,-0.34859472241645106,-0.744935041547984,1.7402549939227545,-0.7899631917622689,1.2338850409521074,-0.8041201941179641,1.5974257034901407,-0.22611081706761935,0.9790296156449146,0.32528915660898056,-0.742252777314383,1.64037440008566,0.8239823684505161,1.6035216098829042,2.197814504497427,0.7885038124632268,1.1895691099593069
SIDM00638,0.7750880383252838,-0.7640457957488102,1.8752587346525675,-0.4513508716086959,1.1690637723474469,-0.7457508089627887,1.893971894275509,0.3195413548968381,0.20959162194034828,0.23227031668159298,-0.5685413267113909,1.872724244340194,0.7529481229654552,1.67529042793176,1.1051562237544135,0.7802776488222009,0.9450382288199232
SIDM00527,-0.8391376920763741,-0.8611333693398043,1.2595078180142547,-0.19498133816933727,1.0077354678702708,-0.6412424745869305,1.9627012613053496,-0.53197950338021,1.0700826881969223,0.624324812163079,-0.56632348038323,1.6458530707749932,0.5073788564696575,1.6483460521307847,1.327394918326265,0.7884506400174622,1.3802885664744966
SIDM00976,-0.702492719438008,-0.8417478383436933,2.0180314439878417,-0.2410574230099798,0.4129284976253536,1.5208811092982142,1.6737106267653779,-0.4468891151901675,0.5286021484191071,0.322006822949462,-0.7661212462095636,1.7325276055651608,0.5495137613934089,1.6020938736410757,1.429529929281873,0.5634176751391734,1.3571428895647244
