,TSC2,IGF1,RPS6KA6,MTOR,EIF4B,EIF4E,EIF4EBP1,RICTOR,PGF,ULK1,RHEB,BRAF,PDPK1,RPTOR,AKT1,AKT2,RPS6KA2,RPS6KA3,RPS6KB1,MLST8,AKT3,RPS6KB2,TSC1,ULK2,CAB39,MAPK3,CAB39L,RPS6,MAPK1,RPS6KA1,PIK3R5,ULK3,EIF4E1B,STK11,EIF4E2,VEGFA,PRKAA2,VEGFC,PRKAA1,VEGFB,PIK3R3,DDIT4,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2
SIDM00098,-0.33332131015839955,-0.8384382074766696,-0.7775515725646118,0.0877173953496665,1.8143048603441276,-0.6684552923633176,1.9653398186865425,-0.0770345653976443,-0.49406538002145084,-0.2890960322067586,1.02015886668399,-0.7822293700544648,0.9813605094842519,-0.705569753561094,-0.1589299914649479,-0.6708840724550083,-0.4035946245130665,0.8716231752473701,0.701780882491175,0.6675583518647593,-0.6308758124179298,-0.12861285512654116,0.11906945974531044,-0.3820406238024105,0.6184059949782803,0.3043844854751119,-0.2702889799923138,3.5408276318237086,0.45912016079758144,-0.08582127531129422,-0.8478427138862007,-0.6814268067050807,-0.81464009277956,0.44067328263063243,0.7377587174305463,-0.1295923200874717,-0.5608588162629042,1.6065276762589817,-0.24792189403114867,1.5485310141567536,-0.6512429962791757,1.496121164094481,0.8515901817502423,0.17596570516696397,-0.3846227482318617,-0.8832652758626194,-0.435137947832969,-0.16420752704121946
SIDM00225,-0.38364585346632885,-0.7828208073120027,-0.7863414907107897,0.19858148426542813,1.6332984429700677,-0.7598500854424255,2.5902584157544273,-0.049764547022460685,-0.49480356863698227,-0.45740824123618123,1.2425894886583642,-0.37593296330682047,0.9440534074438506,-0.7499016640005561,-0.12032069319968533,-0.48940933136072684,0.32006443793917244,1.8376801634550053,0.45185664907880424,0.6519074486177048,0.00327414136633282,-0.3081026674669039,-0.16023385288929892,-0.6822555621642098,0.7062176972622224,0.42574360123698995,-0.38643635348212657,3.4451101632676076,0.5101479725257008,0.2455324690154801,-0.8339691836356542,-0.5283413034261398,-0.8753685450861014,0.04493927400323164,0.5990064140333131,0.1611539714433391,-0.7557624028402041,1.9513211000255406,-0.25240472384603463,1.7404692516920084,-0.31956181662508887,2.6749777232134244,0.6432993664700564,-0.289436664838999,-0.4259825966617104,-0.85038006208633,-0.2771121420304421,-0.4603573061973098
SIDM00846,-0.2782978854785831,-0.635799432944386,-0.8640711807348467,0.17138090089803346,2.2000969758884183,-0.843503036826546,1.9643296414205669,0.37280197510863095,-0.8252035873451186,-0.2070874735735153,0.9163740617197336,-0.7589388476329242,0.9882606559100836,-0.738974525947706,-0.2132189230298964,-0.5416768291323578,-0.28490171918253154,1.1585136704986532,0.38865674258383404,1.0437346241356034,-0.8366500827076601,-0.0365660999766135,0.03816013059035408,-0.6092443159986147,0.2530974675531193,0.40456292514070263,-0.46103206430284827,3.752602255147289,0.3639110576930663,0.22073602220009242,-0.7286019215380581,-0.4149831049657022,-0.7580018260991389,-0.6478755455500327,0.6212621810592972,-0.0319282806931243,0.42634919994046944,1.4142811343457822,0.0450179166754362,1.9108217940200785,-0.06271061018132987,2.645610315649902,0.3009842739833732,-0.288815158393606,-0.7489569632522669,-0.820596360725214,-0.539366920455228,-0.30207525946749875
SIDM00291,-0.18215604129085816,-0.7619893543743832,-0.8941542884025723,0.5328966076141032,1.7132854295248654,-0.8404508841722775,2.0708431475951583,-0.08184958544472404,-0.7470275969941947,-0.28456420499084095,0.45707806562983416,-0.11087046888498304,1.2706719121151453,-0.4635079095706763,0.19571455103036073,-0.3319020096946334,-0.7051647330122878,1.198624306333728,0.2429120497853647,1.2632670242853608,-0.16736406499652842,-0.05065568256302875,-0.1217809525842209,-0.7040945574322092,0.16854443934960908,0.8556571961413694,-0.15926981553306938,3.0990684223334823,0.5321205356572491,0.19754731440943707,-0.7365915933005378,-0.10992163360483169,-0.7369755953853372,-0.15031973626548192,0.11785490242895809,0.18902318134034468,-0.4614386561020482,-0.3610332761450991,-0.40414549353818324,2.2070959434311446,-0.6587730241746428,2.706469170679581,0.6758468981090971,0.7973915424442831,0.019775914665252674,-0.9451146794788785,-0.1357513311775369,-0.25954488834721806
SIDM00520,-0.43688397644021937,-0.8821517776709179,-0.8155539296538566,-0.31458956391235965,1.5435445160706427,-0.8459308714695745,2.00617437752886,0.29904098261973383,-0.8150014718858104,-0.2827041290177271,0.902209824337571,-0.5368144346923572,1.1506451896167227,-0.7468970073141614,-0.29195671144782676,-0.574813865969313,-0.5265236438483044,1.6711467067367374,0.47460895543562603,0.5481832939162528,-0.10742363391901054,-0.1393307348622001,0.07647889776841038,0.22437108897261976,0.7860077967968029,0.5000866377405552,-0.5930293967571248,3.3827352460633313,0.26042457304454064,-0.3606919027393495,-0.8314140434830632,-0.5870342821071538,-0.7996556642614537,0.007505437395536655,0.4164040316887189,-0.14232747529191964,-0.794582436670224,2.1609778293021176,-0.33299834430193526,2.2509356617196197,-0.7648242114555972,0.7811613906178142,0.9489371145890182,0.04872946486551291,-0.6088840333322989,-0.809002244635813,-0.22277964900335825,-0.23402885410095514
SIDM00003,-0.484557984192951,-0.8416571603575369,-0.9854504193112141,0.21601523857549534,1.5112304018927307,-0.7362667066312798,1.9434742398433815,0.0029868377683566955,-0.531643302642984,-0.752444696531189,1.1609585170193564,-0.36580442658776524,0.7407111758782388,-0.7009418460498162,0.06914677644384426,-0.4979858267327193,0.3324052486429997,1.7005921193570694,0.11598773546454232,0.7855256724303873,-0.2551297332924865,-0.3125105815689258,-0.20148184411732917,-0.7336244043984425,0.6022309673213263,0.46660514256326746,-0.3401301722430586,3.494030368329335,0.7243979395425967,0.40681339458825155,-0.8020179127306238,-0.28776865928280315,-0.794789756733299,-0.09330844094541517,0.5615440433701737,-0.41303455798893135,-0.7971644517879547,-0.6887046076731956,-0.2888260347954233,1.6492847214270816,-0.5000258795066411,1.1895029569041546,0.993463517123065,0.5307492349086849,-0.4551687594131406,-0.7573812995678978,0.007774037385819338,-0.25041751802124634
SIDM00136,-0.3124650773508734,-0.8136384367829445,-0.764212805252629,-0.07308528886939572,2.139231951256245,-0.8045319644228627,1.3827152594087708,0.38425605378386496,-0.6242887352692774,-0.12313849020635644,1.1437434851195627,-0.3625193553906259,1.189349240210322,-0.7442955116264721,-0.20366846679216194,-0.43544298751278593,-0.8626343039260733,1.6036410998918345,0.17356662844622864,0.7185962070698412,-0.8153281538941863,-0.10160386880581271,-0.15280377075991455,-0.852410823554725,0.5896249267576598,0.6507892655995077,-0.05047836370386248,3.709372458942069,0.3851481893824864,0.10784246099812243,-0.8366041470975958,-0.4138410040047528,-0.8138572756315575,-0.1999143472579696,0.4842066986750873,0.8066710473704616,-0.8348988613813225,-0.7074006385770631,0.1989298499388366,1.932521503901632,-0.6223357305028023,2.843782455774581,0.5843610535832205,0.25811132734267916,-0.7474600078698875,-0.8703045150505063,0.5372548495522526,-0.22358075672074318
SIDM01155,-0.3309403835053109,-0.7923949773567066,-0.4864903593959167,0.09849978998771299,1.3094169006570473,-0.7264970718439135,1.828653555930763,-0.007048663213014873,-0.4775339892191885,-0.3196906641501419,1.0721601162891174,-0.40991705301384807,1.1018261804694869,-0.7588312845359686,-0.0007707345812583203,-0.6310590878670524,-0.22872244575946524,1.4931586949606928,0.44530210884191684,0.3805861160021758,-0.5515412057574922,-0.39725701346943726,-0.08277686027932638,-0.44099344820770264,0.9258526177305535,0.48095139700391365,-0.30672373389500485,3.335526961214948,0.7064244268194239,-0.5200588530624894,-0.814897796665046,-0.7673628452848391,-0.9111893962893866,-0.10653160852023755,0.446548574546724,0.6300638211503191,-0.26499993045022296,2.2657390710601084,-0.06359244388290618,1.5184747269687553,-0.45677295766753406,2.1571927970406013,0.7117247695566788,-0.062196483072455025,-0.5514510402916394,-0.7796014496506495,0.03555478131917427,-0.26542025170621397
SIDM00224,-0.18726227735561132,-0.8278635106429837,-0.755602964876722,-0.12929491905377136,1.7779112171858917,-0.5882887560145527,2.1656770600503235,0.03770236357067291,-0.756955120336084,-0.5328778300936139,1.324588624516915,-0.7070812741410794,0.9563547370781154,-0.6557145089228931,-0.14579332546923207,-0.43442293979392144,-0.3085137703513701,1.291008720780912,0.833133460978314,0.673458443445136,-0.5731355048044783,-0.18894926986488977,-0.001643911765817625,0.27291594075422576,0.640923033826263,0.5479442443358864,-0.581347015957185,3.363333090877131,-0.5549538999256374,-0.4784978924032006,-0.8431084684171928,-0.37531664899300315,-0.6600020942296149,0.1213610014856838,0.5298374539480762,-0.019459422577301284,-0.7858803158917388,1.272501837558836,-0.38788070452674506,1.8302885707406955,-0.6406742721275255,1.5821011820336968,0.8560372261357724,0.33833862798018505,-0.4916265209661461,-0.8366483153810327,-0.32013283493063943,-0.1933033126050991
SIDM00783,-0.4478260952654432,-0.8328836021539132,-0.8692357406264998,0.016125712253923116,2.4937446122789697,-0.622277735727895,2.0394440700974905,-0.011365620436551692,-0.49491662303144024,-0.5894108820840748,0.3062841347478321,-0.23531569010504338,0.9568636914344675,-0.697384290219588,-0.16433492393168064,-0.6161933850999223,-0.406751670015326,1.3040338530196678,0.9041121818917587,0.49337914686047796,-0.8892236461510445,-0.379285864685653,-0.17661873777598236,-0.5433237995540556,0.7303884020583385,0.3326112379658688,-0.35517532531751905,3.7702846790314277,0.5324004850994095,-0.1395402898662541,-0.6390949064998547,-0.4493651031368709,-0.7475569246442874,0.39634600742556847,0.2730836863303875,0.3770561284843127,-0.28168165212880975,-0.9192920664146131,-0.3853444160352429,0.9346434868007071,-0.782129818802481,2.9961488432060617,0.6883281403188356,0.3237229141187382,-0.6119591500737706,-0.8965572643749253,-0.34362315900357127,-0.20513017930257668
SIDM00490,-0.2054955346936769,-0.8480654696769989,-0.26845218850585045,-0.16692810405503652,0.9422926209074424,-0.8578256684638704,2.3672955563665465,-0.1319381094098736,-0.7729278358706293,0.5776404166410087,0.7798133680494749,-0.46494926395654174,1.4288407348767305,-0.7168235672731368,-0.03346272796519599,-0.5015132109979694,0.4345720891131036,1.3636993012376428,0.7250097656706238,0.7450179105201922,-0.6584320279308679,-0.27664425719028124,-0.12982867260623512,-0.31146152729903964,0.7284336696564214,0.4983000834645974,-0.2912629366080071,3.388448053041601,0.6606740881928407,-0.4413731753601223,-0.7566632422935685,-0.5149020396974466,-0.8252686505624057,-0.08596826809976926,-0.04401900170741427,0.9334996676783002,-0.3759038409521298,1.5863806157897218,-0.21662845359943006,1.6548487226732176,-0.5462480778570864,3.121350781358727,1.1091486297041584,-0.10478455771130224,-0.6774761959834487,-0.8682006036542234,0.1753226765983558,-0.14910083492106915
SIDM01090,-0.24845460907710754,-0.7388359627589123,-0.9163660856367014,0.002565852975375069,2.141004870379632,-0.5599479985207546,2.23401469860017,-0.04486421070853966,0.4003940906476079,-0.38502163192686045,0.838581296600305,-0.03947749389605054,0.8100057155837221,-0.7284979433161437,-0.02556330057458413,-0.5647756587841167,-0.39544520475516787,1.1910530302831122,0.1942373653197398,0.6686351192036418,-0.6765873573587164,-0.15543743345586045,0.4921724078726767,-0.39217683031329753,0.5781796993597755,0.633215366254382,0.18470591624986654,3.7581249869792464,0.5937105943187458,-0.04573482269242866,-0.8296607533294292,-0.29921386906866565,-0.768376907456024,0.15300801244173867,0.1681470428615721,0.20578729248289743,-0.8523656802989927,0.5622495432569377,-0.2641022086161033,1.8209788425278808,-0.656531411953477,1.7485291807135783,0.628206295058479,-0.16067479578449104,-0.5550954324505873,-0.858959175715629,-0.17540863875171012,0.04209368944321474
SIDM00394,-0.6024780091752027,-0.7885294780706958,-0.9239418074306055,-0.09522830552643881,2.0268583738164563,-0.8620308233382143,2.7770855391940614,0.02636877685306327,-0.8387872844074186,-0.28365541038617015,1.090286028245565,-0.16392073603204077,0.6170204717131612,-0.7196105181577148,-0.010660769008956118,-0.5083424045950974,-0.3028610611357656,1.4185958041214144,0.48286104193976925,0.1858898684463499,-0.8470668607980113,-0.3200905143337345,-0.18027110192217485,-0.3318192477545558,0.7600400938759077,-0.09583599172821719,-0.4497223248177303,3.6632326638418977,0.6029050484084734,-0.22934101753077513,-0.8170545561415208,-0.6406596780145019,-0.7928745359934917,-0.5563510909651234,0.38513845641474787,0.6167396242166588,0.6118521578117473,-0.7277777995632507,-0.5068913043649642,1.6599243725594937,-0.6655861052384837,3.029018369312357,0.6431555433575602,0.2472293741014987,-0.5866728027744895,-0.9081759206004996,-0.4771609647878592,-0.2365232420983259
SIDM00538,-0.24314641306676668,-0.6897014564773178,-0.8149769653353458,-0.029053861750306567,2.12366656162131,-0.7761308111695697,2.058218758334147,0.47818231892654034,-0.47941302372764855,1.0058377147687858,0.510328902209137,-0.3953294490220491,0.9353052893065966,-0.7497653797364899,-0.30947928867909746,-0.5158027795848967,-0.7910753511856404,1.1520824440931166,0.7254800412492999,0.46181692328576907,-0.82723080264921,-0.4249285291718503,0.07760536344195652,-0.7353604898556305,0.654506922034841,1.0849253227592255,-0.1173041449787255,3.382195703836854,0.5218947297181094,0.49010457437535737,-0.7159097451314804,-0.6688217230851441,-0.8497583195805205,0.3679983822649787,0.5105164852163145,0.07973547107142484,-0.708880552870469,-0.6177457508291667,-0.23076234638710516,1.1774909981971955,-0.3414759718672879,2.9741838718933087,1.0210085209000996,0.46412076621316517,-0.6878135542183365,-0.9286997424551207,-0.394748267442785,-0.20213289882395022
SIDM01140,-0.46115031958309444,-0.8514197889723797,-0.9076607406834079,0.05032389007319507,1.8391211706702881,-0.5803374659219076,1.7966026885556978,-0.1834437389416652,-0.04885191398931616,-0.497010546329087,0.8067638104882644,-0.16849483328693862,0.7536686779186087,-0.7396144047151574,-0.3119084966402353,-0.5303198201065722,0.1296971348811318,0.955926088283823,0.2899053081128117,0.8712696676343313,-0.5731792136943076,-0.16053351433011526,0.054096584432652216,-0.5052509634454619,0.43066650853052835,0.7235975198110824,-0.0038167058194982033,3.5591112841702013,0.5782279276601292,0.14463345068049352,-0.8777972979970621,-0.7217244125003835,-0.9478276038005963,-0.12962448374684907,0.8011970701550997,-0.6612599984999719,0.15610015147758674,-0.7270734134716945,-0.5564101729896664,0.9278384916152717,-0.5848328535384936,1.516656434156461,0.5338677023283556,0.22226406589790446,-0.6388071316129379,-0.864503831916058,-0.5708415085371915,-0.4347500169778208
SIDM00101,-0.2893980540410122,-0.7752467792673978,-0.8326006057796097,-0.1700856627850725,2.1376669688893144,-0.7371901092723117,2.143580054082092,0.03152186861208794,-0.830245146982943,-0.030551439053682003,1.1202148768401008,-0.3886455984733667,0.9008487162234566,-0.5945661810351699,-0.2942623939862246,-0.5759939640698314,-0.7350873427262711,1.3254451530903673,0.336901473445437,0.8926307341816391,-0.35358601068759904,0.022284135166204762,0.046842030566714224,-0.1728491198942467,0.552480594559386,0.34262190349756033,-0.4015836374613086,3.3793429462845466,0.25287245376043205,-0.22136553378295667,-0.8628410029093586,-0.4036135866506153,-0.7677870469949535,-0.2114171153874396,0.4091974862618878,-0.26092077636481836,-0.07056380954358793,1.1317698162625418,-0.44720854073586397,2.2848899591806737,-0.6704301924950056,1.819350398436788,0.11721314975574713,-0.3389266209898149,-0.51732085697471,-0.875418383962662,-0.1771303252072368,-0.3636941704163436
SIDM00114,-0.4869569077947482,-0.8047016495987409,-0.6978116201290976,-0.16501113183767144,1.655895423331789,-0.7894105277395455,2.1226200467867393,0.6114813721369167,-0.6885972226010785,-0.17557513859933607,0.694588043787792,0.3501308993338352,0.973013499986514,-0.6353236855102236,-0.1170882920972537,-0.3687019249168026,-0.5735130407912189,1.2962041184922917,0.6492694135722242,0.13660420803945697,-0.5278357405508393,0.08728024576711604,0.002199122115748161,-0.5680849408626213,1.3683064582330933,0.7322735647928739,0.4339429049524283,3.4570877586918662,0.6761117179057753,-0.3671033758245254,-0.692934206146981,-0.7116542709308169,-0.8116089627062163,-0.14035255962279117,0.37460730042372703,1.0818142088166733,-0.7476701542984064,-0.48916805585047357,-0.24101759867593112,1.5237226104886452,0.05908532528663199,2.48737592252069,1.1708615325947356,0.6995674807938621,-0.694713209579172,-0.944637337911312,-0.4937927302321074,-0.36521034659124485
SIDM00102,-0.36316002011633913,-0.8329277534988497,-0.8687733139325998,-0.17166712723659822,1.9935371780492839,-0.7971272753497277,2.3647948480578296,0.3833519669943176,-0.8158230552522295,-0.005917765012457474,0.9931378365431586,-0.3986248716560494,0.8682943813400594,-0.6726920216838888,-0.2995993913968901,-0.6060401696857259,-0.27639834194789636,1.095981974528997,0.337372996566028,0.653223350920658,-0.3884514290085477,-0.2868280661230605,0.29378040937197963,-0.28152979989029536,0.5071769857204356,0.6645513594128664,-0.33945125247546576,3.425193388308264,0.26850586585154834,-0.3361787596882689,-0.8253753111505013,-0.7202717767446581,-0.7523447720531123,-0.08317249448021491,0.4602576970695151,0.09147031240072423,-0.3528570217275304,1.6864485344018045,-0.35086505307465676,1.8481302696603334,-0.6864977023479188,2.197347034014871,0.7131237148331945,-0.19098248726827988,-0.5500089381720711,-0.8733925476269246,-0.4751780982534186,-0.15656266540443825
SIDM01122,-0.4013415194905076,-0.8712107657139262,-0.8505492904018183,0.1356449028471076,1.4408672121504718,-0.8038479993188696,2.080415724949282,0.14682890146626323,-0.3002136593180326,-0.40321555030323847,0.7987576963005548,0.22403020561928436,1.2660130005403931,-0.7226293213628266,0.06446788639141716,-0.18862781148461127,-0.8242920856003991,1.460896097488815,0.39152420174266195,0.9874248570235953,-0.6677897147305238,-0.16385383960197986,-0.1950494359015127,-0.09991296858872478,0.420004355258025,0.4281160964594751,-0.34078048298839314,3.437835156818367,0.6668321295115641,-0.1643622255099055,-0.8400112755938607,-0.5767690237932283,-0.9530341884882211,-0.296058080408457,0.3527448682731541,-0.10459244825137275,-0.7035262030592546,-0.06566668595699263,-0.14831062097470282,1.4120473539298446,-0.5770152861992411,1.2852840059211137,0.7148248650152448,-0.010225915734680357,-0.515235865463313,-0.8424536181226043,-0.557350003536845,-0.44564821983109254
