,ALAS1,COX10,ALAS2,ALAD,CPOX,BLVRA,UGT2B28,BLVRB,UROS,HCCS,UGT2A1,GUSB,FTMT,MMAB,FECH,HMOX1,HMOX2,UGT2B11,PPOX,FTH1,UGT2B10,UGT2B7,UROD,UGT2B4,COX15,HMBS,CP,UGT2A3,EARS2,UGT2B17,UGT2B15
SIDM00098,1.058975074935073,-0.5429853291619925,-0.8667961864517267,0.038229431794581,0.2519648134378553,1.654513141340329,-0.7462067028726946,1.989192048934056,1.2226443765456787,1.4231346011454933,-0.8054738668397816,2.1653612037530734,-0.9241435646988423,0.8486327399575782,-0.03740239666309334,0.9616915032514124,0.39469362982152156,-0.9517058947572912,0.0206162177582963,3.0723282369875897,-0.9251896255100607,-0.8151828600220804,1.4611180191673603,-0.952093668044057,0.6157052041196235,1.3600751295043254,-0.9105753392505616,-0.9413226056959203,0.09485577764754169,-1.0222583418128588,-0.8677929741973631
SIDM00225,1.3405802800467832,-0.6580770981423056,-0.8174303464257395,-0.025935524445088468,0.23439259104193003,1.7254750236840302,-0.7935943453579798,1.0331651773008488,0.9908883146743609,0.9632684279849627,-0.7953921310965556,2.3886076711604267,-0.8189810851043463,0.4563731532993008,-0.18271279524700768,-0.3028508206055227,0.34299667418021684,-0.945337935446959,0.4013967812573324,1.7622261443842258,-0.982039469252121,-0.754449150059479,1.4650362246918214,-0.8992858571919354,0.3660596007851046,1.8093245193865002,-0.8388426203864561,-0.9912903365422944,-0.003297650298509699,-1.0644024116214899,-0.9380475839249166
SIDM00846,1.4467530886383986,-0.31231351778005134,-0.8161641517248609,-0.019463969890513532,0.047440475971522775,1.7862338468035548,-0.6994579543065258,1.7119563127197166,1.0291968700538296,1.4738849632200557,-0.7923227529603447,2.258560623568958,-0.9336755652910013,0.5474130256843502,0.6647616521745605,0.5360799218677834,0.450917816978008,-0.9222445487325805,0.5176559386176484,2.7167713092300265,-0.8913127877581521,-0.7870954370870136,1.48502015275039,-1.0510938497626263,0.6103820927871981,1.5901197380881558,-0.8898083964486759,-0.9547479165268341,0.25669377779386604,-1.002096718771684,-0.9574370899735438
SIDM00291,1.8477551454833554,-0.09356889121126441,-0.8483193890749471,0.07178968561166121,1.33182004823533,1.7565685554168886,-0.8424237828065982,1.906298245391801,0.5330860368447454,1.636209221291801,-0.8765000181759927,2.2190662787965545,-0.8665484826441686,1.2903404340558566,0.33654288766688095,0.23492575379983113,0.7372407144445464,-1.0043674735253176,0.793130621243576,2.264601063592394,-0.7293496388721521,-0.832943332842469,1.6276638612887426,-0.9679703636768383,0.9397697132161299,1.5443806826941313,-0.8865606082408746,-0.9311365797528557,0.6025991966360259,-1.0507438304324197,-0.9711558988318769
SIDM00520,1.3115982716457768,-0.4237473255573933,-0.8768190290222184,0.22256431271180044,0.5804868170620633,1.9590756332322135,-0.8439004859579495,2.671995209352093,1.5733072878150522,1.2568629508309437,-0.787650250581698,2.0767773766885274,-0.9218708065587543,0.49960919803584,-0.007935016255097856,0.49923543156711275,0.7707259931045854,-0.9048549296027879,0.3467146311918843,3.1522439744599993,-0.8210466425134307,-0.5963948515682339,1.630104338114764,-0.9289567653492521,0.4435508488024058,1.3632397883384801,-0.9189454953842865,-0.9993698764303643,-0.1542029738453731,-1.0457188286413166,-0.7916510585013975
SIDM00003,1.4832070056667792,-0.38538941470270915,-0.841517947757583,0.35126317406206325,1.012296244676663,1.6690826444605495,-0.842863571334719,1.9604435521537866,1.0757710841144732,1.5321721513940911,-0.8521872642486024,2.029703242430621,-0.8765370988506082,0.45117268498223767,0.05867953559651706,0.258302169841679,0.9049535606902797,-0.8558132568956126,0.20836533924668368,1.7301205849480814,-0.8180382443412909,0.9786392985454025,1.8736384387945162,-0.9070486738668441,0.45677235625352747,1.6242968555512332,-0.9223904904207474,-0.9163647929601066,0.20503352053858612,-0.980226690895956,-0.8021889460367159
SIDM00136,1.3012232518968248,-0.4941786270626587,-0.7675406920146132,0.36421311355788377,0.22193067952011258,-0.11507076036811076,-0.7841512308553751,1.7100220007816753,0.7823380624999319,0.6590409271088289,-0.826009192600707,2.196124782454679,-0.7391759672392875,0.8319253150528119,-0.30285177757000026,-0.24283460822124386,0.6448008648882843,-0.9100708476160055,0.11255381413015099,2.953320238611725,-0.8102448073182247,-0.7387563956006166,1.0711177752625807,-0.9606642770870718,0.43587708878476156,1.7054791428058216,-0.8766761697730189,-0.9270723867110274,0.1953519064331238,-1.0666225894941048,-0.7358603953429557
SIDM01155,1.8016402173572772,-0.4275159851888213,-0.8402842127773984,0.2902033107074555,0.5830114052746439,2.417704858104806,-0.9111893962893866,1.8805265029567104,1.0818453552930516,1.448472416389591,-0.825002712491636,2.3213598964902773,-0.6552998481059423,0.6066623075950682,0.09201233591529326,0.6621891578056849,0.6456220555089783,-1.0642161797905,0.08870698170724854,2.703402714163252,-0.9589686671647454,-0.7814136194175367,1.50590935540379,-0.9989817995439144,0.3973543143700114,1.4620587827951421,-0.3925026231107462,-0.9425439615661786,0.03237200951105894,-1.0216233249121427,-0.8582816177113044
SIDM00224,0.9956373788838824,-0.2809885274186348,-0.8541518450351119,0.43793166948095386,0.37332714829888974,1.689756952747444,-0.7847538670920299,1.9629297859610157,1.1400689082783164,1.538413856122176,-0.7841900330013235,1.8608371612091912,-0.8355069465116385,1.1216669319281916,0.27191101627174574,-0.2928503645236799,0.5524301352576817,-0.9330778098876744,0.3076230674353198,2.8671047735993627,-0.776996473750707,-0.7983596650833782,1.9001175661072385,-0.9006048103984529,0.506417941792394,1.3271595589856462,-0.9332561931536691,-0.8917977852994857,0.23433142775255483,-0.9975788159336644,-0.8499012219206994
SIDM00783,1.4849297391773562,-0.47636737163253,-0.8925657317629374,-0.19850592083930646,1.7565954793172254,1.4228682704150546,-0.8563349385401041,2.253165828525475,1.2593945244108673,1.0309037612667085,-0.8279361924005672,1.7659904388971224,-0.9610355457096569,0.22038531098972353,0.29499366200125987,0.15536760317657247,0.505910893439884,-0.9878948936152601,0.311139664909499,2.7711796561639477,-0.928351254999872,-0.868463133612253,0.9920368453632864,-1.0305500693969691,0.8992355598607972,1.7147135655317185,-0.960242768730281,-0.9622665672830875,0.20567136983169304,-1.0749289135382132,-0.9076182501500137
SIDM00490,1.0634222063886334,-0.504879601071182,-0.8855201821573436,0.11981272364075547,-0.2220087816997468,2.2012804022855974,-0.8713347252735192,2.82332471980961,0.9760064795112474,1.2298816843680103,-0.8027181552868691,2.5198985286230404,-0.7798607556441013,-0.012048957918335698,0.4103694981328999,0.9633888787675327,0.5294605187950271,-0.8862851550538784,0.5993961371740631,2.9251932827111236,-0.8114500734131298,-0.8923993435326821,1.4668434396390022,-0.9437596466361535,0.31776780104568303,1.1542852479794437,1.0700083951810417,-0.9501379735298777,0.0472968882922753,-1.0320471941556182,-0.9160722388246149
SIDM01090,1.287262302672758,-0.2958210927678748,-0.848985765010835,0.081827452905825,0.439109005833297,1.7465479410792897,-0.924016148283278,1.873684559594741,0.9549679359554563,1.0941514356916806,-0.8250779791139621,1.9802791176635803,-0.7406110253970651,0.11566905856984429,-0.0015856917307129463,0.5073441125461875,0.6657015489034912,-1.0717893607495679,0.5467321733631153,1.5713600424696006,-0.7966897061472887,-0.9275460383870789,1.683008326193647,-0.9708061109573043,0.2695214700077355,1.3588087060064051,-0.8716159181167858,-0.8702663976170956,0.18324388293394708,-1.0148366197153063,-0.8398910353686605
SIDM00394,1.428966688460161,-0.2875478869682185,-0.8092965092997707,-0.3131858988613192,-0.16538769493878333,1.7867061220049325,-0.94882350948154,2.4081754423214226,0.5258269387407223,1.6693642433210139,-0.84766862699277,2.561641780692538,-0.7162465719033876,0.47456247638559024,-0.20765249935614485,-0.01719291406872619,0.029540228423423097,-0.9549157051016732,0.4334164474288677,3.088267612866041,-0.7832830538151887,-0.8494940598129181,0.662745857867517,-0.9072965117983038,0.3648396192086845,1.4905389720207476,-0.8325035492386801,-0.9654374357192714,-0.14827011957345262,-0.964797276637937,-0.8409007858948206
SIDM00538,2.0444066917287027,-0.2354091345062391,-0.8372235431163023,-0.25050396852100415,0.19011466238393546,1.8953173660724738,-0.6493491205891984,2.5306894374927538,0.3245212044756815,0.6426068770291004,-0.8646439699011033,1.7423127241185834,-0.7353604898556257,0.17069438208918447,-0.2506463671206427,0.9234907663206259,0.2847179555065939,-0.9351311445093881,0.32057286741874774,3.4057211316737415,-0.8721733938829516,-0.807480261373322,1.2022892333973163,-0.9830220749985682,0.6503379436223882,0.7899995617297806,-0.7123329580524914,-0.8997855549059016,0.06672741271123028,-0.9552191115404352,-0.830848380583325
SIDM01140,1.2628265487148393,-0.44871339486114886,-0.8866592389924781,-0.22394418155108034,0.27120896784467485,1.7717694082484305,-0.7256120331975966,1.2933320824823205,1.301055989897797,1.1491850625730249,-0.8417396975465128,1.8326611307038447,-0.9046946095256196,0.5656538878355842,0.2967638139548636,-0.2834577037815848,0.6248775532534666,-0.9465145470684634,0.4717689130537768,2.203030436552588,-0.8457216956598695,-0.8545906200805021,1.5937181900739057,-0.9546767905430819,0.4637278365159184,2.0398916638167304,-0.8711404347204951,-1.0071679161879967,0.531051246646273,-0.9742966239112462,-0.861642413178452
SIDM00101,1.2535116457001791,-0.4106506653803478,-0.8456821033268481,0.007988101421344257,-0.2643058081941994,1.8235982940421573,-0.8331539007934171,2.3653484826631006,1.8219698709058543,1.3231655362384012,-0.8483610743690564,2.4484808110551493,-0.8000733221393277,1.1737678592280125,0.3134271823523567,0.14086938861245732,0.8439768571543482,-0.9045498839639131,0.4565036431796008,2.922049266560366,-0.8022941178653427,-0.7956560597509251,1.829133366760896,-0.9441076265740588,0.5354392299725272,1.4179020135486717,-0.9058827150269175,-0.9599664922941477,-0.14090314211673882,-1.0680895640395724,-0.8587787185442944
SIDM00114,1.8644131079563426,-0.48155032173477375,-0.839567357731312,-0.045814547846535,-0.3946846002791202,2.2728903669077822,-0.8089516935038272,2.528936757350768,0.8446502763421965,1.0549891160208549,-0.8576414502059251,2.041682458375211,-0.7865608896145284,0.7121299491931731,-0.2368594152396285,0.3152620014097372,0.16466410233942302,-1.071768811203672,0.38270495056804643,3.0741947640918585,-0.8488432669073167,-0.926365458204412,1.215760739127044,-0.9184289321404353,0.18389174156100085,1.8179763626476677,-0.8237777747261842,-0.9553113797573294,-0.13153367836875227,-0.9467355457420803,-0.7570825256011017
SIDM00102,1.2527649432511216,-0.3745933634463886,-0.8940697245203406,0.046133838147924947,-0.027769782585448564,2.3629743999534254,-0.7415396324587721,2.5703675765061247,1.2143437517738176,1.332038006810596,-0.8450878698247278,1.963214547591632,-0.8301466399386354,1.1450279670869363,0.377768744797096,1.6680046394859391,0.5252876111140091,-0.9186025456556134,0.562949645128159,3.251783322263014,-0.9543875254490131,-0.8118772177606169,1.537679493086365,-0.9923503995927493,0.6173394293259638,1.179796572995101,-0.9619717087606539,-0.8662314864751014,-0.06904386423234649,-0.9981775532989938,-0.7365161869125472
SIDM01122,1.635380194441144,-0.29691751718948595,-0.8561963022340319,-0.00278207683872847,-0.019150428508824334,2.035047119856768,-0.8205306396801413,2.4625812331512633,1.4736420719479808,1.6464292674139303,-0.7850831316114399,2.3722759736867256,-0.7497874114954908,0.6595954956391475,0.3484535053389256,0.2584647149740121,0.6819242107806677,-0.9404980097463561,0.17949685996744594,1.6099241652329195,-0.8412549104981346,-0.7975163089696029,1.2181061242100604,-0.9529050336439372,0.3326813179913374,1.9242388540558444,-0.8804408653982376,-0.8949709362224939,0.009015424911137292,-1.026032843558213,-0.8627610593645498
SIDM00261,0.7683505142681122,-0.3639892969873172,-0.8626462226608032,-0.09680297286273837,-0.5531672216020045,2.014085240366581,-0.7116558669013338,1.0909469088114094,1.229208960604657,0.8249166910352335,-0.8822176827937425,2.238379861035243,-0.7878891420045862,0.11378042462192454,0.058615938882099074,0.12543005454362835,0.485250900648703,-0.9575789039257798,0.5434412755709592,2.026358479832311,-0.9016554228983782,-0.6256486586303052,1.0083867342129624,-0.9697026205965816,0.35570910941525724,1.2759129245074607,-0.8818671912703591,-0.9615573371886001,0.15683183539103332,-1.0468674071712363,-0.7462538923783995
SIDM00154,0.9343784277443119,-0.27724929482829,-0.8538032135491211,0.12003922447983167,0.40127827343439915,1.5243318500893146,-0.7424093531060381,1.7667219428510246,1.6474629847770896,1.2270086898710582,-0.9115687122343862,2.0570221985658357,-0.6677932025318093,0.6855429555075981,0.36120032400124236,-0.18097182201837983,0.5402058820149964,-1.0112051270941385,0.3755496955139032,2.1708545938206787,-0.8348531685740771,-0.84898420014709,1.33224993344837,-0.9955678405618225,0.18868388282513188,0.9314443546966076,-0.9531281101788688,-0.884092390289661,-0.10940571090454736,-1.0312036628157377,-0.8172887510244776
SIDM00104,1.086156266542467,-0.4882455653613189,-0.8828241006527245,-0.342783120438196,-0.3170063870380483,2.45427500339334,-0.7001548569642463,1.955524387453995,1.1424588039447794,1.5841439349071176,-0.8206671263427643,1.9977627656347643,-0.8514076109096681,0.8658289535003175,0.2080582551887648,0.5535436530905763,0.5330010495117112,-0.9347155335226122,0.31818910001685846,3.3604249442709415,-0.7415009778717653,-0.7823015667752531,1.641098751308731,-1.0059209495485177,0.43407661332766917,1.227581403515334,-0.891517376781797,-0.8681208572629051,-0.2267692381755268,-1.0258812548210126,-0.8687403488523596
SIDM00267,1.0619119431430952,-0.4687138043682113,-0.87776356906921,0.1840602262222905,0.1992729103609597,1.8623572903257153,-0.8073921045127487,2.6190058290552907,1.31586108977193,0.9027368912695128,-0.7898446685593649,2.2297552481660743,-0.8022106616684799,0.5828243548489577,1.6948608766376974,0.4139137764304812,0.16634431635731153,-0.6665764573500818,0.20225276736966075,3.2771630834487158,0.025778105896613657,-0.4391488066652705,1.0255320575615323,-0.6481102167343702,0.9490694357218754,1.9037527140245896,-0.8989118281621444,-0.9290365473625297,0.03227214425525566,-1.0490565065208604,1.3343511077126122
SIDM00100,1.2804559118862555,-0.3447667447736519,-0.865268312149195,0.059525124297363965,0.841897977157404,1.6409327741405935,-0.7205758405219103,2.3422077714854765,0.8488091197280394,1.4376443578129667,-0.8325933332220125,1.877161318925719,-0.7405387593275945,0.8754536468921593,0.6492122279576513,-0.05764815367453997,0.881872489463835,-0.9435996693164955,-0.03598680561061405,2.535955928143592,-0.8587514585925092,-0.890855496469778,1.7372651503468597,-0.9494439591385695,0.5919400914506572,1.5992408957042759,-0.871557587413397,-0.9944490288324309,0.4606052337021477,-0.949239837774137,-0.8353256157370869
SIDM00826,1.7688059936932456,-0.36266662900097296,-0.8501215241789131,0.3705706730028128,-0.2334376743854373,1.3840272931176871,-0.7536701236565676,1.7810743356144854,0.721145012228023,1.4892711332808937,-0.8732603316734093,1.8072149599063307,-0.7877946747956857,0.7291620928041936,-0.09707128053053174,0.3937961867872592,0.9392386759239076,-0.9385147535414445,0.10259079253229408,3.1712143687691716,-0.8074371894098908,-0.6036343104757917,1.0645225841105947,-0.7856928320528062,0.521764883137783,1.3059952518464675,-0.9221572595411965,-0.7566638797102153,-0.24876010996340034,-1.0339165070561889,-0.7589500408908941
SIDM00310,2.0482935001156037,-0.3703210546974932,-0.8603017345675842,-0.17155984869506338,0.2258264498240335,2.007635512227068,-0.6526468180344195,2.7248245464708996,1.6355723336693506,1.5795650393780627,-0.8902673351617983,1.7738934111712543,-0.8617586945698164,0.6089236454902226,0.14379966166194255,0.905717224841739,0.8214337685999928,-1.0133963804747768,0.2690436529143272,2.609327200239491,-0.8099396698318624,-0.8363809053482987,1.3164517031887772,-0.9641670041203577,0.5524298009659886,1.461833642389736,-0.9265592241912493,-0.9120807093597649,0.2945815614430118,-1.0443005894309516,-0.8309805030704902
SIDM00482,1.6769352066266863,-0.15933845526407736,-0.7513375059657597,-0.08349635788764925,-0.09259789086187804,1.45396817673722,-0.7264317597400469,1.5364281196383722,0.6109820905877769,1.192367954728743,-0.7294669038161717,2.013240205143961,-0.8155111035087083,0.63668674358865,0.3379050972852409,0.4445080500643212,0.4352620562513313,-0.9856965812547336,0.17749140671583352,1.6071000024248052,-0.753843716526819,0.7996317670894256,1.018039819776219,-0.9487276541292705,1.147239489481771,1.8206604934450972,-0.819556269397768,-0.4236558508655716,0.2898845265184218,-0.8390084388208796,-0.7048433577567648
SIDM01247,1.3998932895103944,-0.3522331090744251,-0.8349087594830736,-0.05799125643740991,0.1399187439747562,0.028631279526346438,-0.6699005859555628,1.5440147327861606,0.7365124635256414,1.340696720330365,-0.7573522561155349,1.850356994249417,-0.8598220783218214,0.4138434550441734,-0.536109621454276,-0.4331925061848764,0.7426970009013387,-0.9705489416196039,0.260489312414909,0.5996817936508696,-0.688402773749996,-0.8342903413713568,0.7838004019370565,-0.8870153538871248,0.6914239911932967,1.140239096848606,-0.743343820166922,-0.9046975192190857,0.17541497811664747,-0.5848912136799765,-0.6942238071346849
SIDM00817,1.1581266834104769,-0.2586109257550393,-0.855232613461124,-0.39967951894275805,0.5626370496540014,2.4466475364304063,-0.7139145974747094,2.3135957455275453,1.072383935555394,1.203860175108951,-0.9015659417727394,2.592703776005525,-0.8265122510232492,0.5130766942974376,0.11848331444223578,1.3489451604834652,0.737543557163312,-1.0047608924539537,0.8508944835719671,2.502356744336678,-0.8030630269417958,-0.6569331123522133,1.3916244016592587,-0.9939674697782447,0.32424176341581673,1.835480979307651,0.8648682979083324,-0.8500862988518213,0.26172351974532027,-1.0593756324587096,-0.7431125512021259
SIDM00448,1.725712629351992,-0.31562124976465983,-0.7587656106319002,-0.15168169894250033,-0.4711032388663276,1.6489384689389754,-0.8474698386526595,0.44356014178288655,1.2439957671091544,1.5438885446600057,-0.8159074807025718,2.5704783176345827,-0.5915311103227123,0.7888162880079037,0.20503428286402908,0.3216071763833635,0.24609717656974997,-0.9660339091433889,-0.1882035218263198,2.216327883605348,-0.9201475789406489,0.3212747226698494,1.5416399222591846,-0.8225190927384978,0.7658247589181009,1.698611764778811,-0.6218813051314076,-0.8963553544837121,0.021725898711647405,-1.026508679915798,-0.4946740712892266
SIDM00086,1.0551303516392707,-0.5383748302010924,-0.8342062195204466,-0.34315899306169645,0.7004221478777896,2.0597527730595817,-0.7382092506870203,1.9522186639132428,0.5357966374250954,1.3260003315422324,-0.841663135217808,2.3403786937326845,-0.9516453964769589,0.36937237865497186,0.16937222642048852,0.9537772811216118,0.5419951482397823,-0.888975990018275,0.24735099553212803,2.6863915159875864,-0.8196295507959752,1.7329052344838916,1.4879885826935695,-0.9445372544925423,0.30046879730375,1.1279998375071147,0.42063979065997087,-0.8827880701610884,-0.34696933048305906,-1.0676531016259725,-0.8515445976549217
SIDM00466,0.6092061959392762,-0.5443848841678045,-0.9252252596363242,0.6172782753057485,0.163904065349581,1.6650404049559133,-0.7823233929090333,2.638720670907607,0.5887534978770089,0.9254271168129747,-0.9307415599787997,2.1048740520165197,-0.9279611298354266,0.3586237425457949,-0.31649009051338534,0.5517556623022065,0.25398892072002643,-1.0756671973133607,0.40764762012749883,3.0337442422807106,-0.7790910740846272,1.0778947052780277,1.4675057752150666,-1.0007837121162737,0.19965170750173983,0.9466662655474415,0.8192926544901824,-0.9767479363350954,-0.2567941504614823,-1.0876027075056476,-0.9031549655520166
SIDM01132,1.3409285402273574,-0.3566812702508053,-0.8237229879561303,0.10836539737958477,0.2645466456180578,1.7039247134295035,-0.8071702340924647,2.5367832919246442,1.0513256400866888,1.072459573770642,-0.7526956932334549,2.8312623804785084,-0.8858963662111963,0.7033931424631228,0.6897659820217295,-0.13768392964757162,0.4359375268812922,-0.969728448843313,0.6345778214282974,2.1360993061203954,-0.8357261385150022,-0.8775060049668308,1.6927070529215071,-1.0494689443771732,0.5218462873130623,1.7422859897221183,-0.87692976920489,-0.9086792983624753,0.10872628670333183,-1.086522797528832,-0.7507620024620065
SIDM00465,1.9970647902028138,-0.42832015267433765,-0.8639531655843422,-0.12994532221894212,0.7798015037622494,1.2425962326617381,-0.6705734382848614,2.362194420334553,0.857071758963292,1.0628561157442786,-0.7792720076728252,1.5477663887655189,-0.8096810234299905,0.6341964539327254,0.11770479618435102,2.313643775153043,0.5730726024787298,-0.9174686640172045,0.2991386658162241,3.188583709746739,-0.8279587768237516,2.0065951168009404,1.0139826544106227,-0.9555223420136131,0.6781137098642022,1.2603886262088861,1.678308070141239,-0.8876441791784825,0.34423461760928603,-1.0578520415466115,-0.704646824213341
SIDM00565,1.1291250876553844,-0.3841461603378064,-0.862140447610844,0.00931072296331693,0.19369862947973537,2.275191891188287,-0.7098883130759691,1.9032594568199284,0.9758749846077212,1.665216267411444,-0.7974510930290603,1.599578458025383,-0.9203291944291171,0.8356031405754332,-0.33773796734473704,-0.28913964952567006,0.6334143395197672,-0.9998704806504496,-0.015267376607877442,2.917142885574249,-0.8407287558722617,-0.8087371155240645,1.2304916970997832,-1.0183805332115126,0.74665146451752,1.2599696235203117,-0.7617695821261214,-0.9730545880118577,-0.18915930611487153,-1.0827552859690912,-0.6437609876412935
SIDM01092,1.7155718990097852,-0.19378463185764602,-0.8762947787986778,-0.03625193502084111,0.45294265241656395,2.012882472436349,-0.8854315822442422,0.5854239142486032,1.5198692859539913,1.141243170365399,-0.8906606502685456,2.0851903990644023,-0.720653995785672,1.1173102901238237,-0.027680560402247104,-0.19665150868333056,0.4791685929682347,-1.0725585781236353,0.24178486767151722,1.8173498546790745,-0.8066157424507676,-0.15237769380732102,1.250302225814103,-0.969579536841213,0.712785890030158,1.692246529967848,-0.7494370065087642,-0.8808893591129429,0.10986590458191298,0.9177190455748694,-0.578260739934602
