,RPL35,RPL23,RPL3,RPL3L,RPL31,RPL4,RPL5,RPL32,RPL34,RPS11,RPS12,RPL36AL,RPL35A,RPL37A,RPL37,RPL38,RPL14,RPS15A,FAU,RPS16,RPL27,RPL24,RPL28,RPL27A,UBA52,RPL30,RPL36,RPS20,RPS19,RPS18,RPS4X,RPS4Y1,RPS5,RPL22L1,RPS6,RPLP2,RPL22,RPL18,RPL18A,RPL19,RPS3A,RPS27L,MRPL13,RPL15,RPL13,RPL41,RPL10,RPL11,RPL8,RPL9,RPL13A,RPS26,RPS25,RPS29,RPLP1,RPS27A,RPS28,RPS24,RSL24D1,RPS23,RPL10L
SIDM00098,3.8646678180301013,2.9867509186913908,-0.34367374446894694,-0.8306750884366566,1.1681082077722604,0.21650616760600797,3.3881740204092523,2.54431965756371,1.3352795895229368,3.5015231554967063,3.6278713997182326,2.3726429013980703,0.23322965750670055,0.23830229409945888,1.3918616969613844,2.1984776253965803,3.346723694018989,3.689615615181197,3.5885319720458475,0.44708365347221146,3.1529808967351314,3.857800243032799,-0.33973821072815685,0.4482283778868196,0.2584313043749802,3.408265363585178,1.1061145037369007,-0.45771085554170043,-0.46356357888030325,-0.49247226616188794,-0.6308776797381328,-0.8100873403173869,3.238415756708789,-0.8054361841589645,3.5408276318237086,-0.779839427987021,2.680922789818885,1.8254652400854083,-0.6750361857839537,3.617947406471144,-0.0964909064358797,3.1465026243216765,1.6299796965456854,2.9655202589446645,2.9982356929961727,2.4407774756791194,0.81338284229914,3.5578681636381404,3.5242114678766265,-0.32580471134952876,2.902141564978212,0.8530240805063152,3.1038751905180093,3.1760595525650466,3.5672710806250603,-0.3560439060437866,0.227732723749091,-0.46109085314821907,2.1327392308949937,3.6842489956601683,-0.8207582847494497
SIDM00225,3.712544827299211,2.8843059278948,-0.3827841377758031,-0.703530974237865,0.9817300033796037,0.43361091432203014,3.398080735842841,2.3531071429437205,0.7810365081723735,3.7530184690496644,3.4972741254119377,2.3522200038367553,-0.13693660201949232,-0.07769764578048077,1.0422299639486705,1.6618712791106056,3.166110699231694,3.6426040547053873,3.5454878820887976,0.6834276427779302,3.004574787665849,3.623617450268758,-0.24115164935739045,-0.25440782051853356,0.2017028496856679,3.393221638585049,0.4968313420438716,-0.4943872738619091,-0.4953444768010397,-0.6268656690440063,-0.6732193632876782,1.847095859988496,3.4980184672312977,-1.0296722573218382,3.4451101632676076,-0.7566402904336142,2.5275991283345918,1.9595606596284267,-0.7195770823168955,3.3780318871783406,-0.30065722296402553,2.956284457514251,1.6432058099879985,2.433158453967627,2.9072892440379485,1.691031287764985,0.8343470112441469,3.559643673244032,3.464905450590756,-0.4396083128991187,3.2075390846325402,0.3951545369421432,3.270038076934764,3.230306077698469,3.5475858552187636,-0.4775894349621267,-0.29958550252378685,-0.43122154729765927,2.260544903285376,3.5311226448576436,-0.8191468159276334
SIDM00846,3.956549012311378,3.0120996723928135,-0.20304836253974562,-0.708129718589273,1.5468526622690273,0.9821182284932254,3.4104029427009745,2.6831164990571312,0.9630112017348076,3.557854643434689,3.4136769957658486,2.253869458573614,0.14270179576256165,0.25204208942355194,2.0910692715176387,2.1441115050731923,3.4480449697719977,3.7562062622470687,3.624881471221711,0.7370275060122341,3.209342294030912,3.7442937777622847,-0.3165029393787579,-0.22850990238701707,0.36295236638756684,3.315074497178152,0.7411587883109589,-0.4386198885708998,-0.5161069078843619,-0.38952729924177387,-0.5459739427745665,-0.8745061851715458,3.4061040063867347,-0.6289447809111183,3.752602255147289,-0.893718624958517,2.9040093623531815,1.8643152237546448,-0.8433016230289327,3.452804216777241,-0.03659715290748514,3.1563566529523555,1.6411097464762208,2.8084050150032853,3.3791128249020255,1.837626078951173,1.0430155045490603,3.6158445051928516,3.616501735104901,-0.24878476891229734,3.3342235149883654,0.9939565885022746,3.066904307533804,3.352267911895726,3.7568263121826035,-0.32351426128057936,0.009239164602770222,-0.3531830917530366,2.5664034239699,3.5740584222620355,-0.8382137616659157
SIDM00291,3.6113243824641037,2.7184026187386348,-0.26912583045658944,-0.7108214787515685,1.0762063166307618,0.4278370566947865,3.0694247707230646,2.4876883661584523,0.8248948121130535,3.630845204108175,3.4172275503391125,1.7051552486398174,-0.2764816686142886,0.1987422075549782,1.1648603810425981,1.9456052760674187,3.035737641367141,3.6107407839154146,3.6389290250709445,0.6602287435480956,3.187423295229914,3.699826733322213,-0.2343990882785117,-0.6948643796279561,0.1075834672494501,3.291770167632883,0.6865306106189034,-0.7201324180935813,-0.45190207409481115,-0.4243772582898055,-0.6683143202024834,-0.776135043710252,3.5912782380084542,-0.359437536848748,3.0990684223334823,-0.6360396031840998,2.4867080782168163,1.7857246989662008,-0.7222743964060989,3.2038443704645068,-0.2351708494012164,3.317521219742996,1.3502237874129093,2.5012348577281087,3.0351169192210325,1.9520754119025099,1.0433206079496122,3.4759332467980513,3.5469659180049686,-0.4376177137584078,3.296714902143683,-0.09073539416723134,2.856486764678464,3.374852078707205,3.7525312758363416,-0.6271782203399195,-0.2802876587758306,-0.6040104508674221,2.0449310572703,3.4730621148305754,-0.9247776992299007
SIDM00520,3.879729602264675,2.860582256204016,-0.5360849743827528,-0.9418940834041244,1.2162227618701067,0.1971788925565428,3.4409500090849976,2.5075389430961743,0.21883322217543147,3.5774109951730155,3.451028718838987,2.2583576229689477,0.06733548887632364,-0.054511192180601915,1.2081560762122237,2.0347086352513797,3.3462484739992786,3.668639870988128,3.629800894316881,0.34529658108827666,3.177975346208234,3.780910158386681,-0.302923474945308,-0.31529255531303374,0.2605940378183864,3.26488993154489,0.6830910742002197,-0.594286514568481,-0.44994808361955624,-0.4894919673870297,-0.6832191706354909,3.3042655330941466,3.467459155041125,-0.4370343200011409,3.3827352460633313,-0.6185797787751528,2.385560436150208,1.8717009117506656,-0.7292202222087595,3.4214902655401636,-0.3711057515224264,3.525350055331981,1.1784732997498586,2.7591743234620068,3.216819493588113,2.2373057999589303,0.877194012945981,3.6264016033092394,3.2589655773439627,-0.5543133422048148,3.176290090811514,0.43719916590218444,3.203571512131244,3.162502934926491,3.6647823285583536,-0.7187218604860092,-0.21626165964336283,-0.4135691481775186,2.310145257004503,3.669140552061096,-0.7715551357216031
SIDM00003,3.8532114429486657,2.8669699603644703,-0.30081817633680064,-0.829443363214281,1.097201536908324,0.4435073168098235,3.3730760580602834,2.5020716412909048,0.7301429933281641,3.5437566946436085,3.4864876372633935,2.2391948309693404,0.2233712213653222,0.0061031587754657,1.192391459827797,2.1522786830844387,3.322753851556399,3.671977061804365,3.568613440839686,0.5119096013951608,3.0404732826827265,3.803272017283196,-0.2342100069215638,0.6721886066493683,0.2937726309471852,3.15562582021993,0.8870773118229709,-0.5625078709824365,-0.4128675986974066,-0.6330444011206564,-0.4850035162582736,0.44540919633829645,3.3688754640597045,-0.5775336763590594,3.494030368329335,-0.6051645761809643,2.5839139390008445,1.8599721841328198,-0.7459851513938833,3.4244551069098677,-0.12434227031528797,3.260775650968111,1.5275953834086249,2.5145223888773467,2.8723275657942486,2.2432822098738354,0.7641541983747695,3.608801380204273,3.3460214229339,-0.6409810180787219,3.1719682398208207,0.926454324221493,3.130199892769004,3.203063625622982,3.7835306138427516,-0.42473015782637863,-0.25703232309419716,-0.3917617636648526,2.442054419613993,3.523534753559494,-0.8298695568647312
SIDM00136,3.9288009254421885,3.251273837548101,-0.2516350933073719,-0.8164752307356441,1.8451769015037935,0.7685281415498318,3.6013934474477733,2.557265707055394,1.0707146688097307,3.870315541088722,3.7270311907586477,2.285800619899679,0.03245166222964418,0.19409526099758762,1.7186934942331529,2.1613418936256714,3.336852780276671,3.883922635982527,3.7721685613511085,0.8906968644484398,3.2868472450611317,3.9190386238498784,-0.09747135704217566,-0.15078956367002316,0.4996657777383296,3.559318157081233,0.8049381875778393,-0.4819696786401064,-0.4517436375773544,-0.3113748695824109,-0.3104240591619599,-0.6830304161312547,3.661727907252649,-0.5570861763228144,3.709372458942069,-0.6356027443532044,3.148383133699968,2.1392330731571154,-0.8193088124883636,3.557864342601876,0.24952540656736524,2.9955081888879462,2.057866518773561,2.8204418786354615,3.55032926917739,1.890155617505906,1.378723333265179,3.7132211952613994,3.663312089630096,-0.26645590866728047,3.656678658231002,0.5849034239082972,3.3780356136305802,3.437266012640833,3.862278901283136,-0.11976665531024494,-0.18527640438821388,-0.4076307674068684,2.879272737995685,3.747776049643577,-0.7295775155925344
SIDM01155,3.8341194060974364,2.8270106937125963,-0.36918479294142387,-0.8238334505220287,1.426612842223882,0.2179766017008829,3.3891606808174437,2.4086725307582064,0.7685571765681422,3.4788187704810705,3.4748320488866433,2.3588278347857283,-0.11090543181576261,0.03674492947081988,1.1765295793319144,1.84181558249986,3.169591745423989,3.691749072638368,3.5763453651853485,0.5257183314105938,3.0995143872792106,3.7251337084945053,-0.22553675699954892,-0.005374817194838041,0.07610996882497681,3.268590909867,0.7237705101799308,-0.49322133855147837,-0.5515748277306809,-0.5439160657150812,-0.5497389639773123,3.2198757355459033,3.5946155433558826,-0.8591448739079578,3.335526961214948,-0.752115281766899,2.3778655787165124,1.8475222453790017,-0.8541087572737238,3.4595595206251026,-0.111382026163191,3.063489536723514,1.568701804892882,2.502639339348674,2.9490856500804465,2.1303894840605837,0.9553505995986641,3.5449929674778486,3.438648527203387,-0.5199508142465455,2.876870770964531,0.29718038471744684,3.0321387848980255,3.1540598225462078,3.4343118535042767,-0.518740578010515,-0.29869191703922837,-0.4487535100742527,1.8860820962555855,3.626911331819684,-0.8554536859647988
SIDM00224,3.8038381329591404,3.017133514098792,-0.40629830519536597,-0.864021575208844,1.590984096249468,0.42176038181271475,3.4490871572935164,2.6380263268251047,0.8518032450331657,3.681486379793917,3.517973025769585,2.758990762524982,0.15719854002015696,0.0534625053623511,1.3139772883706804,2.153228562632124,3.010475022792425,3.6787504571162404,3.5948392299310274,0.5402699206472739,3.2455041703155976,3.8024991367547756,-0.18919781491905868,-0.00673038014415795,0.38362137428596327,3.487131289002724,1.030525412167524,-0.4459461673420891,-0.3695991268110378,-0.4930562810859313,-0.4736532515871834,-0.7182274470882041,3.493702385137883,-0.24580625039394335,3.363333090877131,-0.6943096523435842,2.438197541702815,1.9906557029501932,-0.8106163011452311,3.6008057836650424,-0.2994370874014746,3.3378807624994833,2.0106514939886937,3.045147317489856,3.329584417264843,1.9117527214260461,0.7155781385436191,3.3639993337139695,3.740490174493941,-0.49756874706074106,3.0761218550226586,0.1939814401100434,3.1547032742935848,3.335254031984594,3.529471447579948,-0.47949726672206544,0.0987237626502358,-0.3749180002542275,2.251063329696505,3.5546590609678286,-0.7975207708708052
SIDM00783,3.872897888042324,3.114888514095565,-0.12134784886023957,-0.9018598915762891,1.5827607906174277,1.3502492328027342,3.7089978771181134,2.6966091396171668,0.9306325051183358,3.7764304794140338,3.79837191172455,2.4580824387518208,0.11709821952688064,0.3600714291537629,1.551037558181522,2.4188812866401035,3.512734976903123,3.8830804317389185,3.771869491246961,0.8007978485656716,3.4417814728596117,3.791241088641097,-0.17982795553598846,-0.3785720931266789,0.35817419960554053,3.6789845020189844,0.9596308682493563,-0.3928099740885551,-0.4613831947745908,0.2695910514463067,-0.21302158708096933,0.6790548444325226,3.7008084364971263,-0.12419816457422447,3.7702846790314277,-0.40355345476676846,3.141012462483699,2.043234527821847,-0.8210726934609638,3.531112568321907,0.5001128852413677,3.1458994032369687,1.6911161851617278,3.0192203790337375,3.500685457578345,1.6200533029806379,1.15890459636555,3.721485225990403,3.7395985802382263,-0.16928631976044567,3.469710986384349,0.011163328916711962,3.2934960354215823,3.5754883574874325,3.790036303907509,-0.10192824438577455,-0.0037371906662291526,-0.40765342252076264,2.8746737951447114,3.704458736241295,-0.787115231600588
SIDM00490,3.8022515242112993,2.761195105448372,-0.441295450223105,-0.7743883295139052,1.1917465387071382,0.34112106135377074,3.087365830448146,2.4108937877925727,0.49342554616502343,3.59369435135498,3.647263379334552,2.0952777157622653,0.11220657295639963,0.23069256188938686,1.2995425845928044,1.981352809636097,2.9243859543802935,3.7025150566728238,3.7602508561742725,0.2541376618785516,2.4849208874061457,3.594985347465229,-0.24501444170182143,-0.7599989982643037,0.17420165777345084,3.46922929921785,0.7197579297833504,-0.7593677163986766,-0.4986790055810695,-0.5932228938438505,-0.434074817516896,2.858440807671752,3.6697140053708757,-0.7633360257338596,3.388448053041601,-0.7715373007886632,2.332261751280163,1.9158489627195818,-0.8395238269243513,3.124456959388884,-0.26991562482121284,3.00401701444653,1.3607446042580187,2.4117998974744825,3.078047321579888,1.9405508594097003,1.174349706763472,3.4628124728085057,3.4376000950234706,-0.46738375311795066,2.951946297779719,-0.3051839836655122,3.0305215724578347,3.126149815619005,3.678239336943118,-0.4524520403232375,-0.2692965906016701,-0.4990489822216717,2.5839514269202426,3.5747176238071527,-0.9352025053072005
SIDM01090,4.1830834263546235,3.177617072352566,-0.10885726157558587,-0.9152433854726799,1.758009188737315,1.064841567064242,3.614448504575033,2.7068973570612163,0.5740266638311072,3.7089454700751765,3.799792864380751,2.719684949264409,0.1929147106457299,0.24808439780666294,1.5768021772379843,2.415130599433737,3.635784650454384,3.8147140115606795,3.7604028487153887,0.9144207010726598,3.4657626825580232,3.85164081160733,-0.0925280817191929,-0.6852684178669461,0.3261344866482333,3.697206593598025,1.1157637318879594,-0.17390476050540113,-0.40876059491951183,1.0633263538284103,-0.13066073797866323,-0.6559899459472719,3.7082550657868603,-0.24861547329077271,3.7581249869792464,-0.35284106293152917,3.0808033542878293,2.109343175388221,-0.8400033485568322,3.5607906592237435,0.31887473812026124,3.173100530410672,1.9183514153153465,2.8474255117863065,3.574388727352792,2.4478870394451966,1.1679392383321954,3.6883468811768614,3.851226583444504,-0.08051578704597122,3.567756436057427,0.35675276624457486,3.3654908041221954,3.6151728898391196,3.8149083622941284,-0.22807442314089177,0.24407667166847893,-0.39408038931678796,2.8096002855012823,3.571802726331078,-0.8691650137852335
SIDM00394,3.836584364389098,3.04888298440834,-0.40084429262927507,-0.7711407496614988,1.4418709777416876,0.45036301877434126,3.478431243583772,2.432270020959998,0.21835198669566563,3.750922027085423,3.5245236490889376,2.681912117283481,0.20916522911031146,0.07792961242968319,1.3470099107691458,2.1186416271973934,3.2630814499542353,3.765138584754075,3.620846803355952,1.0644634723232977,3.1929912487387777,3.634354261852319,-0.04876446373131347,-0.50102026027083,0.09784540876886771,3.4664567388080463,0.5289817614914,-0.5027384617738923,-0.5108680416671666,0.11749882354248557,-0.42001823322919596,-0.3863977121334775,3.6269783951957364,-0.22601127463504492,3.6632326638418977,-0.8453707135044094,2.568394927464298,2.0490450182163755,-0.8436249216597254,3.361289664769001,-0.2695879354208778,3.1196529857570305,1.7539390419396697,2.737100186335554,3.0120596173503906,2.121508137252739,1.0456113058481984,3.435800588547196,3.561511523183296,-0.3983692490163563,3.478416094792064,0.3869034459072079,3.3038014260283797,3.44515681764546,3.7504631636371464,-0.644733737869224,-0.48194835971589695,-0.31806797621345556,2.8255402794872233,3.7497163656860586,-0.698050319737078
