,CNDP1,SRM,ECHS1,ALDH9A1,ALDH3A2,GAD1,GAD2,AOC2,ALDH1B1,HIBCH,ABAT,EHHADH,ALDH2,ACADM,UPB1,ALDH7A1,AOC3,DPYD,HADHA,SMS
SIDM00101,-0.8953763254942682,1.3330871767825774,2.2562361620109064,1.449720107139152,1.2120101496695226,0.11066239550320099,-0.9792877114063543,-0.6669783692128629,0.15007413251923932,0.8582401688206983,-0.765485013361514,-0.649644471304245,-0.5962912732147594,0.5535564018500718,0.5680178055103628,0.09213513131307399,-0.7252336589443573,-0.4618589547700095,1.7544506658370034,-0.8404104112138181
SIDM00114,-0.9164054590897099,1.3217222583540689,1.6065679956269974,1.6143911661383072,1.3534642694012022,-0.30400860300626725,-0.9257170154033542,-0.7099002177437761,-0.49438077353804355,0.9420446130818337,-0.6185844147290485,-0.4978065005858758,1.2673976299990197,1.0040881875818004,-0.7351018809725582,-0.014789427804127224,-0.7858410338196381,-0.02098315691829335,1.4499870580528837,-0.7567608633082524
SIDM00102,-0.81151768357259,1.7779798888209672,2.118250501274339,1.6303315558203477,0.6550701385078497,-0.6999682919996478,-0.9754200934240925,-0.6499328278064016,-0.31961711139514265,0.718362066624659,-0.7010782274960291,-0.46947327686271245,1.5977911604116202,0.6979290121173597,-0.7822551534550874,-0.2750263123601098,-0.7893043398408948,-0.05072395888389859,1.6441293588388557,-0.7155129384352185
SIDM01122,-0.8245695742075427,1.9014395490556837,2.5488413811932262,1.3725236063682813,0.7208061815381617,-0.8014832080078756,-0.8782643634653803,-0.7777158505799779,-0.06616866893230222,1.5660216492907695,-0.4367730627222303,-0.44778329061258965,1.1506714375124372,1.2462661739974141,-0.7803208426714177,0.13851623030141014,-0.7599640930509741,0.6982888359484101,1.6695212513077642,-0.6782108179520451
SIDM00261,-0.8530380790703405,2.030498761012152,1.897660242838739,1.6936179724863465,0.687691829088779,-0.5503514865623833,-0.9130825186389339,-0.7478654718737519,0.39152434996890967,1.0968973312509414,-0.3268046587497453,-0.6189157718560987,0.40612716440264585,-0.2580391416982113,-0.7764812200666823,-0.2412862079480915,-0.7489920636831675,-0.5639686085741171,1.3810486626682519,-0.9051502546517133
SIDM00154,-0.8566774052028686,1.0347869922104076,2.160416019517643,0.9506460361818985,1.0505279047467928,-0.5349255452920109,-0.8717985352704722,-0.5607958838347611,-0.36093185492130736,0.7540728988122058,-0.8467425770786978,-0.5833245683788941,2.2757846731849294,1.0775973156816185,-0.7667271716290083,0.03634294371024918,-0.7899895329229466,-0.3684673693434844,1.462334607622645,-0.7418210354873651
SIDM00104,-0.859195624600821,1.857220928842292,2.001862892275273,1.5778449849061547,0.8704766217621343,-0.3033865185487615,-0.8728998998603711,0.029024019773812602,0.05610122241557753,0.13694006084348226,-0.5344778476725897,-0.5120609106452244,1.1661969488161972,0.7380591439700818,-0.7755485377697862,-0.3742469435269302,-0.6247473730467044,-0.26111322838254153,1.5374903648909497,-0.7494245674339911
SIDM00267,-0.6960661973513574,1.6964161488599816,2.1747738092303255,1.2167608662445035,2.0638737051047293,0.005506141209931608,-0.8448253121393015,-0.3573559584049703,-0.12553012791293966,1.1894287978214044,-0.7234187142052744,-0.6288497565719272,2.521776545684648,0.46313854872340293,-0.8190919106247765,-0.08831886247090998,-0.7540850748097417,-0.7984597250717235,1.872821326542266,-0.8569950692920478
SIDM00100,-0.9009541100220011,1.7664951275089258,2.1732376123241486,1.1489213803777496,1.4338065471869006,-0.6137349991375055,-0.8265139731541706,-0.06514156610640343,0.06490973614607656,1.0907416097589828,-0.412802151972578,-0.6612171318782989,1.4957950442548307,0.9398510191210863,-0.736024899415859,0.05270105275642841,-0.7715336781047105,-0.48394451021539536,1.3836728499119368,-0.7098532962607229
SIDM00826,-0.7853954523770006,0.8872412059015036,2.4094472135412346,1.5639911786485865,1.3468432882846,0.255377829045743,-0.9499278012904256,-0.18288389564971602,0.1988194659942896,0.4987814116942974,-0.42288860402330225,-0.23313858103858592,1.5604886562352482,0.6802146939100683,-0.8391597343732768,-0.33705813529393736,-0.7547754112595066,-0.7982314648624356,1.4556786625957612,-0.8222560986611888
SIDM00310,-0.8816978086169718,2.087429453088759,2.5387274464736995,1.8669534548991638,0.7322724659616665,-0.8594788638017928,-0.8363714518761323,-0.5311452133474236,0.1808850718538951,0.842928109999926,-0.6984364587733624,-0.6779518804343078,1.8751693327563608,1.0527061526713224,-0.8587272369618678,0.1141532438867805,-0.7810917958529614,-0.5222000883910486,1.4593397839824895,-0.6158420453528235
SIDM00482,-0.8416231959063182,1.9725964700377634,2.2435868784579953,1.7192109494499306,-0.49776375774054,-0.35116244587270634,-0.8196531981980708,-0.25066330068954434,0.6998077274941569,0.5351353156987005,-0.6891423857297445,-0.7819402718604865,-0.6476208338607227,1.6457517076465602,0.8645938185660734,-0.5825859624343295,-0.6937166126537871,0.05472466433600547,1.5148362635433492,-0.6684816578215886
SIDM01247,-0.8735541698039418,1.3776199712131765,2.1485019586709426,1.384028183128862,-0.5551613051800798,-0.7662843146742122,-0.8695854644632428,0.5952355114258092,-0.48370885593676705,0.06046665548277894,-0.6102557129465845,-0.7944786263527632,1.2442278408050935,2.200211700906288,-0.7427395840734644,-0.6966868076140545,0.4091268970908324,-0.035667796814637796,1.5030790313786726,-0.7751076653506981
SIDM00817,-0.8814165562418286,1.3278106212596057,2.495859873622662,1.4333865416498632,0.21567715779930585,-0.5751110002710023,-0.8705784228942519,-0.7806329237234483,-0.12320753811525,1.3031049123768503,-0.810007523235199,0.3507186835528697,-0.2837059825381333,1.1427422539997878,-0.2809080577037813,0.43502291669130794,-0.7413519425350634,-0.24062631865906914,1.5554036227994428,-0.51728526862561
SIDM00448,-0.8025351642411608,2.11397729980947,2.2194907710546103,1.5923974054497076,-0.3010555563539095,-0.6449509589231824,-0.776239616244654,-0.6103779239501262,0.8150194272066196,1.1669851401687046,-0.233095259385174,-0.7858695559426863,-0.6744561537263726,1.7069778436490661,-0.5551849615403832,-0.7395426599341328,-0.48221010656125585,-0.45944360546652585,1.9097423539706893,-0.636008268063384
SIDM00086,-0.8465062940090262,1.974497155618475,2.3809091022658286,1.3288183653003771,-0.023040854294867994,0.2759654073881813,-0.8755097490438514,-0.827857589932687,0.2534112962649906,1.1219168798660961,-0.7524163672153897,-0.2537526846971293,0.6949170446012826,0.9328486447143701,-0.753354456940052,0.22186251582772923,-0.7636096433329365,-0.03912633047914757,1.6899348289362057,-0.44821580182639764
SIDM00466,-0.8791074367240498,0.6875656178500364,1.9232472059484107,1.4579783138736504,1.5822130096838838,-0.007980242680106848,-0.9048496463553971,-0.8134936278921417,-0.10143800995738915,1.2315456924525745,-0.494097767738668,-0.14569457795722204,0.7279355341917175,0.441577002849657,-0.7805510199929663,0.43533526849803805,-0.7773652286911019,-0.5098679998784313,1.0768657608378183,-0.809296230983804
SIDM01132,-0.9361749553017031,1.9048263979489544,2.3006631255317664,1.7548548718132688,0.24826364764686415,-0.7699144269645376,-0.9004023965880121,-0.7873433791420833,0.08936847277612235,1.321243154546512,-0.4032259584879285,-0.8434070208683052,-0.8328917349654296,0.8535259177668405,-0.7153151020031837,0.36846073828570974,-0.641200952549411,-0.1971787346246617,1.9101034874549874,-0.65359695783972
SIDM00465,-0.8056871128985855,1.569946117972027,2.131129761801761,1.5238144462168142,-0.3382184465807439,-0.5747058180820541,-0.8084494877768046,-0.5658155168729014,0.14328393610850262,0.8119838720858759,-0.7792960657041343,-0.4826546679842473,2.5477710467374672,0.4031230612212666,-0.8095186688424901,-0.3746823267846585,-0.7483489844852286,-0.6933660205661542,1.4114059593602675,-0.7003338639270617
SIDM00565,-0.8486498754040637,1.4512071169746361,2.4056452302107365,1.3355784479007509,0.967546974686328,0.43406254121943727,-0.8379205911987379,-0.7389327601627157,-0.13845804700515305,0.7630014629722978,-0.28224727916628245,0.20367767437470363,0.8910417517724942,0.4553107100853586,-0.7748346003649986,0.14161874917756226,-0.7366460798822894,0.4096408611992447,1.634834424603411,-0.7643085090936494
SIDM01092,-0.8313593491051099,2.0094287666230914,2.41771591251904,1.4015678202624173,0.4094807788945865,-0.5721358281740455,-0.7883327156525083,-0.6698822456020532,0.22038131806437722,0.8687956977248005,-0.644958103953345,-0.7478501186672123,0.19440526176069414,1.342169557203892,0.5372653579460626,-0.5893101186392184,-0.749624206514261,-0.5887475190638225,1.9264237001297049,-0.9123360566707462
SIDM00218,-0.8875819240162718,1.7932680960471685,1.8735108869920152,1.4248258430815222,-0.13823597359154102,-0.20292636433378025,-0.7864723232155854,-0.4632662403988235,0.39385175007902234,-0.367045142271999,-0.6833853409092941,-0.7953720120742388,1.3840450847029817,-0.5732952498535677,-0.7230211424909956,-0.08391268248301029,-0.5266240547973565,-0.22592442364165663,1.5172788058988833,-0.5595381429098044
SIDM00044,-0.8774418342281063,2.193062049880794,2.207076327661265,1.7345156056911912,0.7909517317599614,-0.302928793683548,-0.8378690687763294,-0.6252231079641707,0.352674094645945,0.3216831535867125,-0.5306661864703595,-0.011374743861388582,1.2274509294975335,0.7696101049990214,-0.6668206851263793,-0.46198288309744934,-0.7627192285994306,1.1484873317773412,1.6161875635319514,-0.60144274467629
SIDM00362,-0.8683029981481055,2.2415685521928888,1.8086765591845952,1.1722498271531563,-0.22201590644678007,-0.7342093302047591,-0.8432058792694963,-0.4254028700771063,-0.17262628248681325,1.0702409801818025,-0.3940424231596506,-0.8326916229434131,0.9677136593313285,1.7961390692591912,-0.6724871859362636,-0.39391293950367084,-0.45507256815644875,-0.5041885301979276,1.3048321991396572,-0.7256885804663309
SIDM00813,-0.8508635212639565,1.2856060686820512,2.0054765241835852,1.4011660624799922,0.34500855968040994,-0.7571938077561621,-0.815103204699452,-0.3075084424584844,0.0037686330919229263,0.864786891569166,-0.765549787722857,-0.9270098880341214,0.43342390777699447,1.600896522693287,0.7127437645826308,-0.7079451430176752,-0.4913184555347498,-0.33592121984754186,1.629389270774727,-0.7873403936833507
SIDM00364,-0.8174074004657507,1.7033478383743983,2.3311427609334507,1.826160668994262,-0.053218569075462345,-0.701762230950797,-0.9374107770990211,-0.5413981295527561,-0.1873018869338104,0.21203822696587188,-0.36132031525968794,-0.8550057335531849,-0.5566235376965466,0.6348885997108218,-0.704305254309698,-0.7658374124498872,-0.7002880621786148,-0.4757874541904313,1.4828448990742777,-0.7305957288113719
SIDM00792,-0.7949502305936531,1.8593375875114129,2.415994647973047,1.9373915657791159,1.762630768211616,0.37319647965004066,-0.3818233308839133,-0.5399901785183175,0.511780378606653,1.3652829996051563,-0.7312911289157971,-0.12726899008724937,1.7629872073681114,1.4539767008669735,-0.6824683569305154,-0.42518601624374847,-0.48812862703531856,-0.7245753724914595,1.7316207558243766,-0.6325348760780369
SIDM00241,-0.809955108882787,1.5797937858382591,2.269960452535651,1.4042332111795668,0.6929981316073147,-0.7013460744076816,-0.905799793498994,-0.6582510427916145,-0.12188761669177471,1.5648636198711041,-0.7642655434039247,-0.29130687280051015,1.8774498297535758,1.0815176619725337,-0.7591259135819481,-0.3956331718416626,-0.7367943757356656,-0.7415528221450768,1.64790046272661,-0.7524187284717995
SIDM00091,-0.9243529407183334,1.0767331896839532,2.2582182070710095,1.4127660800555832,1.4537703227509133,0.17293697300867084,-0.8809793178096622,-0.741859996425407,-0.005392132020826034,1.4129154932755745,-0.4672236877450414,0.16196200888664672,1.0227530464991095,1.0605355863652397,-0.6377910117261932,0.3532291454426909,-0.7033893548253093,-0.19638640436582588,1.6980394767819424,-0.7204044564770339
SIDM00427,-0.8638258704794801,2.003242625072982,2.166821507209106,1.2477896062414795,0.6599914061195956,-0.6240236276542176,-0.8853434245709206,-0.7878139561554911,-0.08934534374114678,1.2912782670483074,-0.49302700702018776,-0.6603458851708759,1.9992164008863338,0.5974963454060164,-0.7451074113693603,-0.01935526914801994,-0.7650361760191783,-0.37545408477650194,1.4812841241807313,-0.5316805994076996
SIDM00758,-0.8588613334968399,1.3351799293834121,2.546200924754112,1.329111816096188,0.9177914783405787,-0.6019328388385389,-0.8410976144852079,-0.44284294451108003,-0.2207235317297374,1.1222182579792919,-0.8132703249139183,-0.5927195867994196,1.7884135781928663,2.0107838971232606,-0.756234808029519,-0.35294518984902706,-0.6708716376782328,-0.2757457554696537,1.5866118770845763,-0.7466375280225426
SIDM00612,-0.8508145872634469,2.0344750723382563,1.8551326355642554,1.3706818167348476,0.744281225743483,-0.3771017537454645,-0.8384559950022599,-0.8115966289348657,0.011165418081816295,0.6618411767861645,-0.8057406727421328,-0.7473626211001776,-0.2690290192600571,0.7247457864140496,-0.7642460468266133,0.07545180463569781,-0.8323265111819893,0.7297905289059197,1.4271404351091,-0.5308424342589888
SIDM00553,-0.8604381320333642,2.4152643096594595,2.287363708408118,1.0869254522329883,0.1606238705927819,-0.7642078206692565,-0.7717434925948289,-0.803737374804742,0.27631614409986205,1.2050694089588092,-0.4848807987119139,-0.5711848150726923,-0.5822183525117555,1.2429844760963007,-0.6744692237597837,-0.5687046484276511,-0.69895955319231,-0.5820731140035272,2.1619714596401716,-0.6345250725951863
SIDM00343,-0.9256334584754572,1.9534010198285658,2.1619879668780895,1.25108728101401,1.1979777782788634,-0.478531958575571,-0.8658725145185773,-0.7085370270941957,-0.07121148603007517,1.1414110447364145,-0.5426683277755336,-0.7496539533220198,1.7313405874158103,1.1063842490194316,-0.7287864516311809,0.29345446071703285,-0.8754064934930829,-0.24696255576343815,1.1336038299270796,-0.7373393612568893
SIDM00543,-0.8435073168731831,1.799006575921745,2.2816724715707672,1.6018766321364086,0.43661316093649305,-0.7144605574804254,-0.8924747251822325,-0.6690811528098547,-0.4728184555967018,0.7583410696443649,-0.6561584080381382,-0.265327634093345,-0.1340690856035096,1.5397058847901626,-0.7576940257519151,-0.6208080196821569,-0.6197611754964955,-0.7741620365629559,2.420642548059602,-0.5557088677690569
SIDM00537,-0.8722138425130608,1.3906805143555006,2.687620756296188,1.757589723672012,1.0756985867779538,-0.7413533944661739,-0.8962097115269531,-0.7845934254475716,1.6852927916322218,1.3895981883412318,-0.6708787970623264,0.07196707943183016,2.5572338603750557,1.8238484602939715,-0.7888032407732044,-0.11475188871846348,-0.7395429553025693,-0.825792900155796,1.7814398104971745,-0.8840241061171189
SIDM00332,-0.8820588445739422,1.7744556755573762,1.9584709689700495,1.914953355431558,1.761062207107407,-0.633583219706083,-0.9008099293724887,-0.6827495347824093,-0.002426642755033432,0.8789532714517878,-0.2688432146064652,-0.6337895571027471,-0.06871656634676819,0.6286384630191487,-0.7963694200782013,-0.15674817134622862,-0.666756719650254,-0.7393754603069792,1.4202846393285458,-0.671125138369206
SIDM00299,-0.8631292588914284,1.806812967094753,2.2617347784304256,1.6722409257753288,1.2201089549430744,-0.277790169936112,-0.8979134319375414,-0.8470734716149313,0.22639740955305382,1.0548410045638663,-0.7025507548536679,-0.5972101863148629,-0.8883353978289269,0.5334653715471619,-0.7747955578123942,0.07631046238040895,-0.7270569162347923,-0.041520642062586204,1.5396662443863396,-0.6223777979111421
SIDM00308,-0.914088925292875,1.5149676735116202,1.8470575261367754,1.2895419907908623,0.0402731921010324,-0.08982551021304604,-0.8923676780134748,-0.8293002045192989,-0.13719010624689473,0.7689786117325547,-0.46126704671563856,-0.22260115132301625,-0.5429492280204414,1.3579196456280334,-0.7821145456074401,-0.7344457895596945,-0.723318002296226,-0.7848054421970249,1.6526138832206527,-0.776763489180111
SIDM00227,-0.830368302004365,1.7817847377541665,2.1844225687509202,1.2291934468516177,0.30181302069211413,-0.8043869700787756,-0.8437853720539044,-0.3283829617686136,0.9942864424541231,0.9001151520141629,0.48338595940388945,-0.43151224686035305,1.3572113193094337,0.45413394963576803,-0.8002039919276024,1.5243121857259099,-0.6425949859683466,0.2865967532655446,1.5037939545997343,-0.7946017820833176
SIDM00294,-0.8173941637676525,2.3319944921776297,2.0526740468774975,1.3382953207088424,0.9612947257274833,-0.31834177180123974,-0.7945462192602517,-0.6293920756279753,0.13541556879134994,0.9881894629110001,-0.7661137175534618,-0.6892160481948716,1.0990501307570189,1.4486424047549507,-0.7135939822628438,0.24923585069860205,-0.7083397306413853,0.3103498833866187,1.2947499637621882,-0.8024221900749837
SIDM00677,-0.8568488526406828,1.64558862515395,2.3478006954369306,1.6046835498841265,1.5590029403248058,-0.4019554450082092,-0.8493816195475304,-0.8461860584761564,1.3942582453796668,1.6087195235329457,-0.7906024402499245,-0.5539933132944295,2.391535107601519,1.0098950343632735,-0.7288093997089483,0.14981520891968203,-0.7347150525695529,-0.8106237651239352,1.5446357955754042,-0.6830348344836427
SIDM01220,-0.8591498860427518,1.7702950811752398,2.2955176312317134,1.3429332235464952,0.8806282942339481,-0.7304203691138244,-0.8602378608208596,-0.42578254859718256,0.29648643045857354,1.1470581520908059,-0.75450246425305,-0.8022644684593273,2.0888427441465143,1.0801997966516685,-0.7379093884445569,-0.07458540817054114,-0.7080595400613788,-0.10863166793181711,1.522502243839886,-0.6201509722629746
SIDM01259,-0.9129930654255634,1.3640015259393679,1.8090577849776495,1.5176488474623773,0.5115918388075686,-0.8161864736978872,-0.9249025654002345,-0.19957587981645694,-0.48615644850434375,0.9115114393853454,-0.21387647703603652,-0.8366754543413314,0.6361534401332327,1.6957613215268725,-0.6279271571006625,-0.7855776987696499,-0.5445558118466081,0.06871363248193385,1.4131505097360457,-0.7405390141419705
SIDM00680,-0.8380847536354962,1.334941139036461,2.5479865759583973,1.2187720049792548,1.109902441892507,-0.8041170976836158,-0.8902052812455811,-0.7342805150639535,0.7678624847104127,1.3312299718338163,-0.019663526300327343,-0.4756890695232358,2.3024655062860764,1.0637608058681272,-0.8480307972716018,-0.37192111958927093,-0.7154185275740814,-0.7166424931985516,1.6329805197892173,-0.6360953479907262
