,METTL6,AHCY,SEPHS1,SEPHS2,METTL2B,HEMK1,GGT6,LCMT2,PAPSS1,PAPSS2,AHCYL1,GGT7,GGT5,MAT2B,MAT1A,LCMT1,CBS,AHCYL2,CTH,MAT2A
SIDM00136,0.11628314522983382,1.9801272459841863,1.4332612261619435,1.8387465560992056,0.6309120437499932,-0.29359789061952873,-0.2928895991108738,0.6091365084296062,1.1870466263173374,1.9633889777542897,1.4756968716233634,-0.7102637132489444,-0.8640937225273901,1.3913041713685097,-0.745114523084006,1.4036849860650362,-0.7903177638300732,-0.3085502236114348,0.44360904622962644,0.8533340211120463
SIDM01155,0.5590855880536685,1.424084284288227,1.3913311280686507,1.4727975635531771,0.8450960028124992,-0.21802949933131682,-0.8693379958484334,0.08137549525674491,1.534278405980854,-0.7450296569656509,1.6905198095263378,-0.2904279859043558,0.005013561812794315,1.4297420558925864,-0.7603623141189358,1.4477962938191409,-0.33016121373257,0.1047230042540261,-0.39608948340578404,0.640972914767043
SIDM00224,0.8010955233325158,1.6058999493752484,1.6002110560227973,1.2903241594856651,0.6277718399260709,-0.4312266713816422,-0.7665933953885269,0.20822804681850896,1.7950215914471963,0.43223679220161965,1.7956056665388633,-0.6944660074297502,-0.789754094196088,1.1606249701604783,-0.7289621777398096,1.4721673008973002,0.4071310016015133,-0.3714681925981122,-0.38028270642188405,0.5245380057503269
SIDM00783,0.5752514800193921,1.926769694679735,0.9388093526008312,2.1067919528657724,0.8461754212149695,-0.18282098311495748,-0.7914281103116827,0.09159643970793718,1.7356635909759701,0.2840576343309868,1.5976875760896503,-0.5961507115883916,-0.7613630781891276,1.4765774093914321,-0.6430693724358054,1.4016456587466763,-0.9156733260284808,-0.1571221146690097,0.5958352666527934,0.7600175097328454
SIDM00490,0.458356041745838,1.2703677913035605,1.2046525349211405,1.5804940781890842,0.7003273856309726,-0.14036190487194775,-0.7590847495756927,0.30856879468844123,1.2996349797868245,-0.07176793513224798,2.1797099603932515,-0.4743173304252331,-0.8946397806452867,1.333659924240559,-0.721624318718783,1.371370542977382,0.7310860117208767,-0.23758848677629957,1.7175190763711874,0.6544233592054086
SIDM01090,0.5253784502328049,2.1404620668534786,1.1651621674969617,2.0086327140295053,1.1093787068413214,0.1688243723162084,-0.8696779126291228,-0.4789269933381059,1.4220130974321579,-0.6488280017561464,1.3376229509009583,-0.8093049983061873,-0.7254403269302203,1.3985610714512982,-0.853765740764606,1.4680778624716595,-0.7498655399038651,-0.29756949587149134,0.5995567765559465,1.2327846636840816
SIDM00394,0.2601108495151441,1.4260122274515468,1.4412266215518355,1.2544373653581344,0.5718417300476797,-0.2541638991734507,-0.8079559894084708,0.6701760801334403,0.5444905052621305,1.5573932140878373,1.7001263915601448,-0.7721896906987035,-0.6854298816185463,0.9802126834716239,-0.7659462736347086,1.3412370729628704,1.0376408905011631,-0.3421550761566507,1.5094101521627026,0.5502492699932834
SIDM00538,0.303446464731391,1.0522464055738334,0.5461895192463921,1.4299698778535748,0.2988855429859443,-0.4437703792721268,-0.7084536296541338,-0.4461064281020667,1.4298891700018357,1.5764983979452434,1.9233775490402436,-0.13164297881323617,-0.7248577188078145,1.5550749894841736,-0.7402514867397562,1.6134387768639984,-0.7696551313614253,0.006335299721164802,0.717807794748437,0.7980336237322758
SIDM01140,0.5810846981670286,2.2938569294763136,2.64697198661902,1.2554241144204366,0.8733494812405992,-0.2852716491734691,-0.757012168354517,0.36824853969075744,1.8314880154370736,0.6318915690911324,1.583107175504015,-0.45098679228056365,-0.8080868592997511,0.8427009225244441,-0.6641580918729129,1.868094357010587,1.2956886531518186,0.298945020079216,0.7747045468131152,0.055852079700434626
SIDM00101,1.0293603080150717,1.5560216781594236,1.2739572159386139,1.6645522144214537,0.896440503845247,-0.20862280437196112,-0.8161523783188224,0.2701834884181437,1.4105935199690338,1.929995844675459,1.0147093079290919,-0.6082066689049144,-0.8296905634813249,1.2413276467251293,0.06617191272383953,1.2417148944834258,0.5761082005650695,-0.43816875004187983,0.7650950484431295,0.3059610236748784
SIDM00114,0.5208606821233706,1.282796837822944,2.0022796458821195,1.4464706896125892,0.9435000600145036,-0.2577610741286783,-0.8109537915498874,0.14821447610282854,0.9415154707482996,-0.15281666889293263,1.5418360790767187,-0.5590447916607716,-0.5736788320864388,1.5150143004579664,-0.7321081373652799,1.2934246905769504,0.7692038339634847,-0.16245532312751548,-0.7457262496834072,0.358542357942734
SIDM00102,0.585886906396131,1.5588842484509886,1.410077676762079,1.7544265833649113,0.5127915350996243,-0.2573809909401722,-0.7868048636739088,0.4511793567673274,0.8316744007558614,2.390198752668462,1.3238472282245832,-0.8035920986068383,-0.7189402355446564,1.519953528947652,-0.7878125005409928,1.4701683964324528,0.7510943245628812,-0.5270413166772547,-0.2844512230749617,0.559278209993125
SIDM01122,0.9909456245291013,1.8382967135566477,1.0048883804938618,1.6877653920386018,0.782788623080182,-0.2926970257869453,-0.8492588988088621,0.40699055076758084,0.9202287181342378,0.7405421080694714,1.6094930622979446,-0.38628651225950256,-0.8261333203661083,1.4409097880965807,-0.8823001006988184,1.3610432378581514,1.5574921088336307,0.08025921190802289,1.0614144867092583,0.2561724725352028
SIDM00261,0.4938850873016055,1.4457204813764453,1.3400399640469793,1.9361931386589606,0.7412252676797775,-0.32767045449557086,-0.9025240458722149,0.8667156973482697,1.1677026633318894,0.3869952443745876,1.6373474353221256,-0.2629577860645715,-0.8322423582046241,1.5084894735826695,-0.7378261652094948,1.2163771930383145,0.7116910569426987,0.06473689660400928,-0.7585238967698065,1.347547439001844
SIDM00154,0.9217633027079009,1.0838313442230072,1.2336201588135365,1.5121996971187872,-0.010323843133933938,-0.4147762833897035,-0.8379268977600866,0.5821266048023095,0.8902309720718627,1.2772709564007436,1.6417572839401453,-0.8440636694877844,-0.8319358687501547,1.308906338004716,-0.9420029873037082,1.2529720610469173,1.2616564215241746,-0.557543947040296,0.6535002238185832,0.901482187010506
SIDM00104,0.7694862831517937,1.5675347733759901,1.023812178687933,2.030118737366042,0.577596783627355,-0.40833810018829525,-0.7778997092073766,0.04259161210268866,1.0389007664639565,2.5133859359530786,1.2761434317122278,-0.5157913648025448,-0.8530122473197715,1.5584714260320411,-0.8280522043178021,1.491657617307821,0.8828495341144541,-0.6171131177740553,1.556592484043573,0.4664275479347339
SIDM00267,0.45494310485000783,2.116117832112032,1.5348074199593258,1.4692284162051172,0.8688861720859196,-0.3566345913765412,-0.7791171096242924,0.6975029198857063,1.0105925719687718,-0.5958239675037916,1.765676709982954,-0.6039815457416299,-0.731336444259217,1.460196815351664,-0.8757370317325158,1.3000112010787699,0.9703066367290003,-0.32643015468298486,1.043411501372499,1.1029279088006942
SIDM00100,1.0596099319278813,1.369928774412826,0.8426546837790825,1.7100526435370036,0.8791967708636426,-0.46051663293309336,-0.8059200790062857,0.6059626628689262,1.0754062379228644,2.136203157534539,2.009033270806703,-0.8939707950948316,-0.7957146693221694,1.1821400144946603,-0.8541666742880423,1.4926092325257572,-0.39366750453297006,-0.2815280142191985,0.847902402061225,0.6268219873383816
SIDM00826,0.2854929827042226,1.598251032839869,0.6478245257098532,2.2888238786064674,0.4536731096877628,-0.09265509885567559,-0.8184949724937713,0.7503437576902046,1.2175026160586369,-0.5144425371656511,1.1073913671614115,-0.6718580174463735,-0.7231967693292168,1.372668905746092,-0.7586786324038749,1.386870470413681,-0.753433181982004,0.4998795502996016,-0.014721435894423414,0.8946596541346621
SIDM00310,0.6843456852565987,1.5906801712728613,1.181296769946498,1.5189556416719463,0.2862379908928203,-0.4613118726674049,-0.8474003649909095,0.374474102092311,0.8647939180807414,1.5951844484384095,1.6791867078442229,-0.8086083928307711,-0.5173108661727432,1.318453436979197,-0.7417638239044317,1.2067705918512937,0.37247135948934057,-0.6255189150854638,-0.3595530280000229,0.7514141673848888
SIDM00482,0.7353585795177499,2.029645926458414,1.4687311668277583,2.4024696053686476,0.7939063726986206,-0.1376418459536349,-0.7582591508186303,0.5492576768264613,0.9679743602348103,-0.6496835736397683,1.4821133740938042,-0.6658726257938657,-0.7800520330210046,1.662088318873994,-0.6753271950137493,1.012613422331446,-0.8354135839769548,-0.4522441916933853,2.3955820155480305,1.3605909726076488
SIDM01247,0.7476480342207338,1.142179169245182,1.3278387025624687,1.4325379010431882,1.2928695227508655,-0.4444811424260892,-0.6984585565633252,0.12754135102029096,1.650990231332148,-0.699071764331412,0.9205010432960398,-0.5342465060324368,-0.7253284884263896,1.7432149079227015,-0.7922132117627431,1.3685098092750387,1.1730300650522378,0.20878342073940753,1.455188553470843,0.808323475742746
SIDM00817,0.311394160277046,1.8793447896120559,1.7694066676964557,1.1911201771832762,0.6619906596192906,-0.3412452026880562,-0.7203545431805557,0.003815141380428138,0.5303381462440104,1.234316135556707,1.7901405157426604,-0.46842785838417383,-0.7694608372838313,1.5988532923782086,-0.8578519987919117,1.4596551696353848,-0.6140632957967278,-0.3832123156654122,-0.25002094183624946,0.6056273709382787
SIDM00448,0.9591173392529987,2.3539665866214836,0.5253603774309485,1.6635832804450343,1.0742039536563692,-0.3432578937690374,-0.671861952720079,-0.2280237240044782,1.673010337170931,-0.6920470745040813,0.724736170365519,-0.6817320628865601,-0.7431214660310722,1.546758507323452,-0.863482994327877,1.8246086535715025,-0.4756004407436889,-0.2690469799613653,1.9758475955396404,1.042703156839525
SIDM00086,0.24493329704004002,1.4777760285214065,1.43029552953617,1.0609043335951365,0.8269142808352858,-0.20074041059475964,-0.7820809662353666,0.3879624513540909,1.1033720819074475,2.1844910515721945,1.526489543459159,-0.6475095457547563,-0.8279356049383535,1.2031099978040019,-0.7760093477513247,1.0753965750416563,0.4382700471940028,-0.3030701010109118,0.5112136078517403,0.6906736253002114
SIDM00466,0.05132609698398609,0.9626354291774145,1.199379325609138,1.6995908860945605,0.28794896010534576,-0.3483952436450285,-0.22941411444098195,0.7197289099782587,1.6417694569548666,-0.7706262293392822,1.645813902516953,-0.6623310428998844,-0.832114940285741,1.5155246328190806,-0.8662228604854729,1.344225243955525,1.7154973279802797,-0.4577231950026904,0.48157554462641283,0.2908937206528694
SIDM01132,0.39742710658849567,1.84575640022044,1.4713960327871691,1.524390591093972,0.6812629814040486,-0.28887174199936255,-0.7404775145486208,0.3291938653505031,1.5426135312451803,2.164753849144991,1.5007373290255226,-0.12138332735817,-0.5588663855230243,1.2742231535416708,-0.8017041176498203,1.3685645916604723,1.880494299027204,-0.1656521544744789,1.5361674969495553,0.7873332154271062
SIDM00465,0.6517250398171371,1.909814038612807,1.0036458450273111,1.9717052710232488,0.5826679363312423,-0.18546295984555242,-0.7558571521446885,0.001620790793649714,0.9091123070273834,-0.6794925150283434,1.7222565861150194,-0.6369424516224819,-0.8060907436767245,1.3459145146786664,-0.783305845982673,1.2948023714179924,1.6600280361139235,-0.17733672887984636,2.1835589382582037,0.9546323882676906
SIDM00565,0.48405503975897285,1.7931668026033791,1.455853593658222,1.3195287784217051,0.09003518753972158,-0.14633138889514616,-0.7881974731762708,0.5233284477446254,1.3409547280174456,1.6720384828069674,1.4681818663689616,-0.6724332844222535,-0.9213415595423238,1.6944231193074861,-0.7930155436146701,1.2028501669924399,0.2175950417140027,-0.4670621021668498,0.6452847868265298,0.7398742078627533
SIDM01092,0.5964023607231422,1.7344889530892205,1.1163311547903456,1.86141997025488,0.28651538559697676,-0.15077925730136246,-0.7195453700899451,0.4628563206899681,1.313885474755269,-0.4913769195195398,1.2529627098089022,-0.4529801618323635,-0.7333368808501813,1.4708367854856144,-0.8489120015212898,1.1470180586153575,-0.3781855139880434,-0.8311476330797654,0.9976733515676222,1.3024333916565838
SIDM00218,0.14725388494294897,1.8434047277604935,0.020698604530660258,-0.0415876809544213,0.23646010428174088,-0.05242242767267057,-0.7556585782676017,-0.057236533635762886,1.2153851611511186,1.644160685041144,1.599249658445314,-0.5896825476352502,-0.6750902301969326,1.2554078629237726,-0.7346772296345633,1.9187154681646261,0.01716833881015467,-0.07099123837998839,1.0095169465584022,-0.23309401002307276
SIDM00044,0.8345969027459007,0.5623720799416186,0.9931981846897463,1.7766552279427843,0.5493710176488252,-0.27289363061475097,-0.6940091724563374,0.2993939346250627,1.3006577706229148,2.594348719977413,1.5678756710095068,-0.8799271549882409,-0.8068263151181682,1.0716464362685658,-0.7457254093677059,1.3888132543088212,-0.7462993232520754,-0.23741424248341703,-0.002173920434129387,0.6341913958087684
SIDM00362,0.6778140928535948,1.6905714384336834,1.9912388248842352,1.6285985604097208,1.0141596770707746,-0.06115715152932766,-0.7108304653099973,0.8027339851388698,1.8764607403725855,-0.71580664826028,1.0080087933666035,-0.6632429631048277,-0.690143711081761,1.7343579196623284,-0.7110552847884619,1.2326220030368882,0.2187854936902841,-0.42826793580669614,-0.18448559512774781,1.1503080159289123
SIDM00813,0.6694543113064779,1.2381961315524597,0.7767492041236916,1.5571770230377397,0.4929178072385757,-0.10598480400924738,-0.7743420808856981,0.17646321316761673,1.090179068260164,-0.6157747706542492,1.5542314333379614,-0.7354991183881097,-0.7232359692263346,1.9679141446524064,-0.9188994225233441,1.5304320440506463,0.3460731815118757,0.018064284327637216,1.8835355820568636,0.7914415528049692
SIDM00364,0.9037520545288749,0.2893948389055114,1.5399683687210313,1.801543196368712,0.4750409796781773,-0.3201487234082458,-0.7298286235111268,0.7722024380415209,1.1750503310870153,-0.8113807443243666,1.8092353546929203,-0.6166934163069732,-0.6989298958470728,1.6175283343806452,-0.6823425112951045,1.0161738844949184,1.0308997906462556,-0.4911406495189689,0.29069669817040245,0.8974747958911332
SIDM00792,0.4045160689996887,1.7027956744140258,1.5557677579829134,2.5065454548930615,0.17826140165279974,-0.25993383681665155,-0.7065108056452937,0.2786066213869788,1.0362753733614478,1.4379876485403007,1.5770604247799986,-0.35744616849283173,-0.8050853705482236,0.5668055174263734,-0.8417306341090707,1.426857646306313,1.326175725143685,-0.5814765108973747,0.47426648449115694,0.4273315844091928
SIDM00241,1.0952864999945349,1.7255820882099857,1.3915025688698837,2.346979459664166,0.9698739887498334,-0.38346711455224086,0.4274846766710958,0.763655479752815,1.4139216472982572,0.2539575868241042,1.3390781800558562,-0.769392909489189,-0.9332606595527687,1.056978570187591,-0.7813788047099106,1.205081665274718,0.922840188917842,0.031495355850070066,0.33579318803841696,0.7890977023001547
SIDM00091,0.4151532450323143,1.6573486796279087,1.0640821640371805,1.5826337014374878,0.37739098906633967,-0.25990942767795183,-0.7878350818918235,0.6008429511068267,1.321893726364748,1.7251737119782193,1.2105862977241777,-0.3976428636619112,-0.8059280819138573,1.611174888434666,-0.8727568574172985,1.3771390250382616,0.2731579582039035,-0.33910558227231363,-0.05801582300961581,1.4497560878523723
SIDM00427,0.8129827324333941,2.0729547592774065,1.3122660455504656,2.376370496568465,0.5424269803356672,-0.2643922960683393,-0.7507960867517142,0.19209212609944318,2.3106072263701005,-0.3103629408520884,1.9823909243787112,-0.6119859710726526,-0.7831044327713553,1.5212187467949052,-0.5937812329326558,1.4604005417129768,1.2376477047021146,0.29637867594077294,1.7596341685667498,1.404939802225622
SIDM00758,0.1719794187062114,1.7399630752336337,1.0767213783299818,1.8854515206782154,0.19704996011338613,-0.2792480412743021,-0.7942929846234748,0.36271768844369084,1.5870428729846786,1.6487181602891066,1.245726510194686,-0.6605122457046768,-0.8125008012670919,1.206989365627674,-0.8739308266735807,1.4228581946393608,0.989452759469158,-0.23091789492958747,0.9164588533487267,1.0230779382875872
SIDM00612,0.6828576011041791,1.197158314092008,1.4103038376671773,1.3117820086640928,0.4187215848261323,0.03708898172852533,-0.8377255404221428,0.5572473273765168,1.9246020594345383,0.5516082207139276,1.469805514328393,-0.2222727356296461,-0.7510341652431429,1.3752149569996623,-0.8158960779620803,1.3895504944877504,-0.30605681817750013,-0.3448286611472969,-0.5686524773060493,0.4679441849997678
SIDM00553,0.4540469934015376,2.15350375200254,1.3269053387856675,2.019272134699115,0.7662805507169927,-0.07878438047951436,-0.7268108459608255,0.7138570010924504,1.4689135629497774,-0.7004112167596586,1.1802440959619902,-0.6217770402121591,-0.7384622739399669,1.5197099118610875,-0.8856954499635805,1.2558160886285838,-0.7731380960037616,-0.2767301891126324,-0.29066290327924077,1.288911208569514
SIDM00343,0.18233952404976456,1.358756390064786,1.0386548273628804,1.284363113681245,0.40356266888227643,-0.034555829247039524,-0.8023336627715821,0.07175044130060845,1.5068680333940403,0.3029146520576321,1.8288519625631958,-0.21782963439189418,-0.6858529121945709,1.3152288934730962,-0.8396897826169623,1.303036147481343,1.1856507053737881,-0.16293294882809553,0.3228478673636842,0.43550253269313416
SIDM00543,0.6606295550302115,1.627082032886527,0.4825657142162262,0.9890539994541465,0.8596917509384323,0.39653775708102207,-0.7303645382610243,0.08295728331453893,1.7220296769771288,1.9933916580897133,2.2348690922904373,0.2853285991051739,-0.7490298075408077,1.3341739185389725,-0.645332555048692,1.2384111079978057,0.6744128769553386,0.7244294853245298,0.6798762942752139,1.0299068212416558
SIDM00537,0.4770725243296038,2.09393060785099,1.3744976460043956,1.6066151138552989,0.21286444990588882,-0.09565520618033851,-0.06710692488412105,0.4167885143871956,1.578311685644476,1.0714999673284538,1.5387652485291128,-0.6283909541786388,-0.8087258031465472,1.4528196366669461,-0.6802552677984001,1.4394489110608732,-0.9058898047987619,-0.07000812783927464,1.0516097459092644,0.5134646305958311
SIDM00332,0.9563014949939285,2.3236346012711007,1.43267885587375,1.9684409856849077,0.5349659232316891,0.15434841938413893,-0.7824618483353528,0.5886290319465273,1.5195482004685648,-0.5598631904848027,1.5972886768112808,-0.5424552105574287,-0.8576674281415733,0.30903583549772085,-0.7204302724516507,2.0763350675093,0.6521444155963703,0.06471086581051763,-0.08121892868402265,0.5604816869592048
SIDM00299,1.07160522200701,1.5360342386582653,1.3123948801195635,1.3097484250552291,0.6756448864631097,-0.39828607858284726,-0.8133099883214694,-0.02666391362356485,1.4367540544346686,1.8640711644326264,1.404301486844817,-0.4993790755156497,-0.8654340759422505,0.9961603758551633,-0.818317976693832,1.2241129717239496,0.2815951269545713,-0.07510863138641749,-0.6665877740918082,0.7486558971569807
SIDM00308,0.177557527862696,1.501484353843506,0.9861717407824833,1.5240638039845265,-0.030755907681130634,-0.34367378059004683,-0.8196011201426188,0.7223309382417615,1.2187931359600548,-0.5888609680150645,1.554487188513467,-0.6746882115182634,-0.7932926381096768,1.6568759514798441,-0.7756047253796722,0.9718710112150836,0.3367447438328665,-0.48875429314249763,1.6642321755429212,0.952971977766948
SIDM00227,0.8102411598955617,1.8487766351329415,1.0955782625917452,1.6046121438550502,0.5886707381948917,0.20640566245046155,-0.7816109291516703,0.520345549825169,1.601710286740939,0.7702335476076398,1.7544427781754683,-0.13484681427173933,-0.7623931978788789,1.046244821406483,-0.5987239512611212,1.5715570326016506,-0.12673188670661242,-0.35189222403302284,-0.20956985285427593,0.5326099084638186
SIDM00294,-0.297361496069155,1.715241015020281,1.7490719530256214,1.0299155129615531,0.7294155245368686,-0.5847301453179671,-0.8277840921558384,0.6813878335128604,1.536455700668682,-0.501061331171824,1.6728535340802844,-0.20132162462331005,-0.8155385957846786,0.4514498849635463,-0.8498746490789865,1.163395649189046,1.0373218603104082,-0.4827958452497559,-0.46276583962462836,0.8115976108067723
SIDM00677,0.09848187733335799,1.999116641310038,1.1984437013040612,1.3244331820552464,0.6907458638733089,-0.15888760470572091,0.8458634114542753,0.2959585949943775,1.3270731618500664,1.3032365902260221,1.4451109211237623,-0.6801575062507297,-0.7610847768480866,1.7120988321937367,-0.7928844366496868,1.2960058346302996,-0.7297604770158239,0.011825977372773185,0.8922591568923585,0.8669725439380285
SIDM01220,0.5010035661927464,1.310299736247629,1.3103608615694027,1.3972062225863489,0.7078635913515037,0.02394324638974266,-0.8202434279197691,0.21099268552307765,1.8017299062357093,0.8453855980331092,1.973717198229098,-0.2843046302378258,0.3721393664916821,1.3710341664147363,-0.8328957089611269,1.1905474135228162,0.1570565440484263,0.012802766648830214,0.5544601093837144,0.17946711226973971
SIDM01259,0.7984926107990972,1.7949282383731462,1.520517277950342,0.9214092016378238,0.7715039253405782,-0.08348209036054302,-0.749975435900423,0.29869275929319933,1.4137964829579546,-0.7337210452219942,1.2784012135879834,-0.9057261544263637,-0.7012958266104279,1.1296992082828197,-0.8303948408770109,1.500601919813599,-0.8521272670521692,-0.001293830434410179,0.4987686181180353,-0.2588934721249052
SIDM00680,0.4521340347940652,1.798574917829287,1.3017467195470052,1.9251247673238647,0.25357816653579135,0.01692204672693221,0.19716113448551334,0.19248521834678278,1.764823277428349,0.6946753754569219,1.1858061475962878,-0.7408403279050451,-0.8647178681600528,1.629551786447073,-0.6751217439189054,1.5706981499913004,0.28431396275535403,0.7372150582932925,0.555565277174865,0.7386680342262896
SIDM00346,0.519298110504725,1.8170840937253332,1.1069531755358997,2.3636812806801806,0.1806380784397252,-0.09458822039413242,-0.8777242806337746,0.8633901577224652,1.1044505049479023,-0.004208824142194731,1.5278511837568725,-0.5234183006767523,-0.5755900042879201,1.8866025170128717,-0.8050845601706901,1.3353874519252626,1.6744979292740207,-0.6086167245240739,1.6488560278627027,0.7891352249296707
SIDM00129,1.038424546921014,2.35737416289705,0.8103913184900111,2.039218140939686,1.0307868512819685,0.3184859269150561,-0.7564011158809967,1.0069199473623982,1.4535997730170176,1.3260731404944817,1.640012114154399,0.2084512068256891,-0.5938419754658749,0.9096847557293576,-0.5037578758036956,1.3568744004612054,1.6791468060580472,0.30342310424413316,1.644356637711903,1.0430911380774273
