,CACNA2D1,CACNB1,CACNB2,UQCR10,CACNB3,CACNB4,CACNG1,CACNG8,RYR2,CACNG6,ATP2A2,CACNG7,TPM2,TPM1,ATP1B2,ATP1B3,ATP1A4,ATP1B1,COX7B,COX7A1,COX7A2,COX6C,MT-CO3,CACNA2D3,COX6B1,CACNA1D,SLC8A1,COX5B,SLC9A1,CACNA1C,TNNI3,CACNA1F,COX4I1,ATP1A1,CACNA2D2,CACNA1S,COX7B2,ATP1A3,TNNC1,ATP1A2,UQCRB,COX6A2,SLC9A6,TPM4,ACTC1,CACNA2D4,UQCRH,UQCRC2,TPM3,UQCRC1,CACNG2,CACNG3,UQCR11,UQCRQ,MYL3,TNNT2,MYL2,COX6B2,COX4I2,COX7A2L,COX5A,CACNG5,CACNG4,CYC1,MYH7,MYH6,ATP1B4
SIDM00098,-0.448991963141632,-0.7560757122843589,-0.8776140810560678,2.571204142093262,-0.7501201434053307,-0.9016435242158799,-0.7797446403241474,-0.6600336252904133,-0.8160656585247642,-0.7877467660607108,0.8205984858510025,-0.7613025474299833,1.2022576414337238,0.6331604599929211,-0.8674389635602097,1.419320458643217,-0.6629022183176257,1.6036530390545864,2.7324005115879344,-0.9273379078226208,3.0687968833050014,2.096233053700624,3.7180391019311867,-0.7535439493828987,2.8424190898067594,-0.886903504097942,-0.671267776432688,3.026045197767483,-0.6807403000166092,-0.8621732956357114,-0.6238285824387957,-0.5358191030312128,1.9093961606323158,1.8566377729824635,-0.72521470574741,-0.7217857973527985,-0.7201172546401373,-0.9589717139283079,1.407676625752748,-0.8512146994515637,-0.20028660064741177,-0.6551164522743189,0.5099359419376261,1.958831005340624,-0.8188115711418664,-0.7911679547414935,1.0913366580470563,2.2650552747252695,-0.22890675241050404,1.1111530122477022,-0.9349673310973663,-0.7557564452531145,1.1036113068121458,2.1371878151521972,-0.8343809867392434,-0.8412176927871607,-0.796634311164165,-0.6742082724977413,-0.9007041561053458,2.545584187103238,2.6595227339645957,-0.7298728328280505,-0.21780900372396278,2.557717785670537,-0.8094265446036412,-0.28738820972895135,-0.9250589158958231
SIDM00225,-0.5107488986669935,-0.7372155826124562,-0.8607186612471301,2.8920462603899644,-0.7995799857245367,-0.8695726242285079,-0.7554032140719288,-0.38877492867065966,-0.7968201032143646,-0.8441652077815275,0.8114796271439206,-0.774944909569856,1.3275394734072425,1.5566440506771284,-0.9197075027996303,1.750418794704717,-0.7179307154849152,1.287877220333172,2.7569724060462524,-0.9135926182189203,2.7324889373840366,2.02240594716243,3.5353570482629757,-0.7676039133815107,3.13818265458362,-0.8696262177639623,-0.54038902217224,2.9337365630992376,-0.6833980780894253,-0.6621339331462852,-0.6642999841286924,-0.6486967747803294,1.8997130963291071,2.5646881007215883,-0.8455361727384024,-0.855087859597152,-0.8490073739177549,-0.968524100671541,-0.6166665873719632,-0.908058492850442,-0.33311889405708306,-0.5866144454560338,0.3781822679316419,1.738594119229281,-0.9540194182485866,-0.5675975249830614,1.321247637746708,2.1636860801319826,-0.19020054032841702,1.3656726965403407,-0.9584274856981663,-0.9109069573419226,0.8681239628686372,2.172743113296466,-0.9380311929247792,-0.8094347690293967,-0.8989501540193768,-0.7431499464091559,-0.8019409228946713,2.419133870631631,2.6854228337727797,-0.6530421658802007,-0.7092842776715621,2.5111668665358917,-0.7841461453842277,-0.46017759704609296,-0.9059333177368797
SIDM00846,-0.26380805367126386,-0.6742645735381694,-0.8356420427516085,3.0707223803565253,-0.7005799711054822,-0.8076069614383381,-0.7375733386404909,-0.580741355030873,-0.8796042464394996,-0.7817176137599393,0.8338050163363333,-0.7099490400223304,1.7929801952844857,0.9584608082252798,-0.8585764912524388,1.7530688160525685,-0.8431478549565993,2.495811533888909,3.1542298591632765,-0.9514931779340058,2.951351314755647,1.9669733335709645,3.648559889189876,0.9553629179312726,2.948222274535867,-0.9571973528616823,-0.8691402224650929,2.9107805661899238,-0.766276773982253,-0.9371241699029601,-0.6938550370759664,-0.6478587520139226,2.006484432796315,2.292518729621146,-0.742458995102524,-0.8863703624086647,-0.766840730773252,-0.8925436701718561,0.04953316608677026,-0.7611025333519627,-0.13929004415914656,-0.8933682797660799,0.6533431913152384,1.773946412209448,0.2671328302203113,-0.7980624058950604,1.583958972798376,2.41682157689363,-0.06704645238121243,1.5687601792164907,-1.0203775858137787,-0.576529619553807,0.9819144180151127,2.4358447784975685,-0.8151399520313268,-0.7138904842728605,-0.8438766620915089,-0.6808946966519616,-0.7973966116749318,2.3391056857501558,2.9487418535566636,-0.5668606963059329,-0.5232513430271319,2.9321128355712958,-0.7546160450205041,-0.29693599197338966,-0.856350946595164
SIDM00291,-0.48032507053869017,-0.8103850340275557,-0.8618464955023235,2.9244204410168093,-0.7407884980700701,-0.9064594086712987,-0.6111494162923762,-0.5976145171348066,-0.8968178770546887,-0.8256255627914968,1.3566487474994626,-0.7259125217599544,-0.22816884354623182,-0.17189067062634766,-0.7588798915553435,1.9083400310388896,-0.7493972134667283,1.2061008864565945,2.4333151347482462,-0.888933069896087,2.897944377675458,2.1223660526472647,3.609328402227227,-0.6788964750399901,3.1617294129412077,-0.7541570683594414,-0.8459234994939385,3.32667811601159,-0.4703930524935854,-0.9505119255918539,-0.48437207168721585,-0.6269438611000748,2.2036213994454994,3.1838940988664164,-0.7992067766170409,-0.6565173951282735,-0.9082332906537341,-0.8704634795429518,-0.5941663508813888,-0.8378886112631059,-0.4569906037700463,-0.6676942009425467,0.5143008456707212,1.2257298160503958,-0.9352128772689546,-0.8321505207231467,1.6626518364477139,2.6741722748020176,-0.15969360084117742,1.9002144580582485,-1.02783175851915,-0.864834565368882,0.9704958706366771,2.294601716672069,-0.9176118087256134,-0.8587116402862993,-0.7816512001905929,-0.8314001023244495,-0.8318991473809866,2.8172351515547835,3.177044748893537,-0.8227737437479697,-0.7923131564655065,2.9325261875419364,-0.7953216063988667,-0.5821247621511048,-0.8773232087560418
SIDM00520,-0.33659009929069855,-0.7526402178055149,-0.8335085218521265,2.698952741468798,-0.724170209078955,-0.880836885508612,-0.6888878301156288,-0.561911869017588,-0.8833599070002589,-0.854519892425763,0.6367564845341095,-0.7056513136275064,1.12904465059025,1.7185848495931346,-0.8050012823756826,1.3590037518529308,-0.8677677578594838,2.0330057554626144,2.874556813064929,-0.8297415937336642,2.5129091498060774,1.9700077390300657,3.6595307545070854,-0.3455676134014909,3.074482158258956,-0.930949803284697,-0.5333834512560057,2.947457165361265,-0.6578201812991543,-0.8346129792973055,-0.4885378841177006,-0.5800014189555063,2.0037979692599,2.1570169867441877,-0.739219416189919,-0.7349979584440637,-0.7936206968802908,-0.814365098068016,-0.5980565921866239,-0.8896369282218387,-0.3592714153481461,-0.7683871233954636,0.29455687231282995,2.1788375643603604,-0.819780562701469,-0.8468482233556317,1.3919104487363918,2.1087718283511627,-0.2649494531861576,1.4623573060195305,-0.9706789485326608,-0.9041068151611,1.1504827370532549,2.308506236972336,-0.8795046802701756,-0.9015468195316229,-0.7863153087871873,-0.8651980807025303,-0.8800222099308009,2.3425874174033434,2.7899430175870332,-0.6045828702945178,-0.7904009609058074,2.09741256005145,-0.8690466201233642,-0.4945027348517582,-0.9134404557381302
SIDM00003,-0.3373637432231516,-0.7514561155577845,-0.8432119376208638,2.9517980073991996,-0.7555573697102497,-0.9217577287588357,-0.6827947068010065,-0.5124619383679802,-0.8800387283135964,-0.7334801907133678,0.8206470992289997,-0.7315499598561621,-0.21852227704085125,-0.03710435730321237,-0.911456047808703,2.087655062082319,-0.7310825141027996,0.9044923312421536,3.1889326288404036,-0.975450192700909,2.779766713663586,1.9960943914254177,3.5898854503253843,-0.7241511046385626,3.1271333692929844,-0.7348724111427136,-0.8748558365348549,3.1391771574924223,-0.6111943546939521,-0.9334144121170773,-0.45277360597549793,-0.5292602463829,2.1154194367024064,2.8218484622668067,-0.7678224800785682,-0.7401601065924354,-0.6896278314659245,-0.9136558937768782,-0.5847982283460886,-0.8161282642619779,-0.47194838715618326,-0.7863552352351261,0.46609896981313537,1.9073459726836364,-0.8945461758125459,-0.7912783907764614,1.580073684684547,2.3244935476752393,-0.03434806618749849,1.7559949532154433,-1.0148351039759353,-0.8028979767983065,0.8923711463824782,2.2366319070825553,-0.8381069891572319,-0.8471319849512404,-0.7746518028840911,-0.8049382005544513,-0.7879544806638966,2.287382777066584,3.0506423953973187,-0.5095174318558406,-0.7197216884993297,2.7952459625948882,-0.814343431635851,-0.6100451850707246,-0.9173514530182677
SIDM00136,-0.3340523802890105,-0.6960810550482689,-0.8877962220889545,3.1069603175270193,-0.6762339711228368,-0.8923199338785237,-0.8449007680327205,-0.6139183769252164,-0.8474807608340231,-0.8009457115057255,0.9467479310713915,-0.7040628263447519,0.849794439447593,0.5576120758532926,-0.8843936205592522,0.8459463203133193,-0.7189882900766271,2.868954283893592,2.899129715669899,-0.9511138005500464,2.8379340076792943,2.0880632431273,3.6899445442578527,-0.8879683703479253,3.1209418880624464,-0.16306351302127295,-0.7626793989547441,2.8379550334886954,-0.5491512858521785,-0.9044463251023043,0.2877498403393693,-0.652401548156784,1.9538276712867952,2.3511605754539957,-0.5584253906698259,-0.7690816982052827,-0.8584077725663107,-0.8646967802998033,0.07269393991712188,-0.8248872434601273,-0.30697580138346037,-0.836517182007702,0.240060192598047,1.2441825396903934,-0.8576138304125799,-0.6830170449923627,1.135942186481347,2.367931389091968,0.0222371423348485,1.1000936283566183,-0.9929065372092838,-0.7794259808368641,0.7978467051145876,2.359513406442545,-0.7307508139479775,-0.8071431660635952,-0.7966718209748915,-0.6791468411389278,-0.8949460883272321,2.807256155783889,3.007231102314547,-0.7021795513641766,-0.21600690988762464,2.5446144662113572,-0.8518310977378639,-0.4729516540827607,-0.8746533882115217
SIDM01155,-0.3921409117299476,-0.6769414189967343,-0.8594575450729113,3.1562965161098004,-0.7092889265601758,-0.9324232231969717,-0.7468666912008094,-0.6528154231449691,-0.8917084100517704,-0.6936990899067904,1.0033120350571685,-0.7086077730626926,1.9602037512884254,1.3961706856419884,-0.8905382206633824,1.780869436027554,-0.8503588820955634,1.3751927042094938,2.8382546638503565,-0.8906467422808295,2.8277874358751056,2.120401390605782,3.518129440297618,-0.7106538183298144,2.901716701507527,-0.9435037794886404,-0.6378948081848735,2.8968971034001303,-0.5823468964863866,-0.7502070772585493,-0.5128010084362825,-0.5922520260369336,2.03144242511475,2.215895187794876,-0.774617790980703,-0.8151239996717853,-0.6660355061697653,-0.8669402248693123,-0.6049263366743822,-0.8660858933638809,-0.3602878656145573,-0.9272940697486804,0.5295589312517748,2.4142536639354626,-0.7729724149378883,-0.7983820807678097,0.8165133411840643,2.280290989291555,-0.29979570019254065,1.2232269355087655,-1.1247515962424852,-0.8106626441545478,0.8311508217058825,2.3664602137366413,-0.840174546384274,-0.8328472367524913,-0.7480593656236171,-0.8131901597511576,-0.8191434325033327,2.3263874365797537,2.551336049589949,-0.6212260161064409,-0.31406707933584377,2.5237872192584674,-0.7318576850205458,-0.5040853276124206,-0.9025948596668181
SIDM00224,-0.4169105631097486,-0.6990884675600548,-0.8461811125999357,2.8396200722502085,-0.6798561028217582,-0.9255932295171204,-0.7319719999870431,-0.530554745409774,-0.8837011529084863,-0.7185483885417808,0.7519334291542966,-0.7521651985316231,0.9748010576082108,1.5319645853536155,-0.8636110829152357,1.719869871619826,-0.6668968227603912,1.6547840855554152,3.01590563637864,-0.9484856856045515,2.9139742832591247,2.2884868516713253,3.5669426869395133,-0.48976709118886147,3.172316521452627,-0.8861509725630204,-0.827287785235971,3.1657559831935718,-0.7346295313989133,-0.7040786927838621,-0.7221433067830566,-0.5726499846458423,2.2852521833534944,1.931606442603855,-0.801547512381414,-0.7337057510995731,-0.8379273923482883,-0.9754895555330341,-0.2970951738977592,-0.8513098489270985,0.20813128095280964,-0.8131003389215041,0.43528820319475237,1.9767562444042697,-0.8947752609208195,-0.7537587147963385,1.1354220332072444,2.3620829531095415,-0.15600511476765974,1.0478994081361421,-0.905652981314871,-0.8172096831410881,1.495519255942058,2.3929704805178384,-0.8513617352189522,-0.7306450594416093,-0.8675504813544406,-0.8387974691857002,-0.7951198814169297,2.4315121646056332,2.7147167806680335,-0.6124564930435732,-0.36118723240021156,2.94443698186436,-0.8177212527563268,-0.3170596978454049,-0.9535324131384372
SIDM00783,-0.461802534695798,-0.7031617326588829,-0.8503595306132741,2.856499694205088,-0.7128542218453735,-0.8199631095892521,-0.5710924794353884,-0.6670938945131145,-0.9541723495235626,-0.8062755890160577,0.925295485560433,-0.7531215295291472,1.1272874356843081,-0.5520318190282817,-0.862189213210847,1.7056121563294915,-0.7952693022793909,1.4693055220851066,2.741885074159222,-1.1668506345906353,2.8742368080131917,2.177819965301418,3.782909104493193,-0.7612072273932077,2.9313676153073143,-0.8773444772222124,-0.7792456434627445,2.8872986372969263,-0.5061209042681624,-0.926424963583946,1.3841101721696611,-0.5448113363354894,2.1062330042541144,2.1461815767718373,-0.34013579939994787,-0.9103805848457596,-0.8459639936632278,-0.8748896402796074,-0.43262569916965987,-0.8269335585051151,-0.029759403151488874,-0.7373659101580066,0.42290108668724946,1.3365238899886231,-1.009401187501291,-0.757784116226749,1.6145132596765308,2.275504049413558,-0.4831019095386424,1.7039238968299835,-1.0409913955218353,-0.8347126483076015,1.0908902539634264,1.9959943130036932,-0.9495289281701749,-0.733445226772338,-0.7873752438828491,-0.7731879669245662,-0.7828975547995345,2.5368789732430113,2.7842659181072835,-0.6863264329373077,-0.8441618437873966,2.765723398151142,-0.532169766889999,-0.5226640219034661,-0.9059941342556342
