,ENGASE,GLB1,MANBA,MAN2B1,NEU4,NEU2,NEU1,FUCA1,FUCA2,AGA,MAN2C1,MAN2B2,NEU3,HEXB
SIDM00291,-0.2947225364801301,2.3324716968642236,1.2788314620612573,0.49409091772838254,-0.494034065837622,-0.5956860476102606,2.0097362064553477,2.0352975783476706,1.263410635675036,0.6600324063230728,0.5031327275591494,-0.07476454931581669,-0.7424419819720002,2.536105502280719
SIDM00520,-0.5585154215436655,2.092231358887218,0.2925170310192837,0.6518576616480154,-0.5063397230646328,-0.6935302399525806,2.0976732008597896,1.316745241158755,1.3516826810191582,0.4129044317312039,-0.1845069345648365,-0.08372283998543946,-0.8405038890654017,2.5391994029367475
SIDM00003,-0.6057775717531404,1.6833037297993103,0.113846565358639,-0.10912609759326963,-0.4163313688425718,-0.5474686761840818,1.6751385919525272,1.5293520829204674,1.07671210476145,0.8135032538960855,-0.1250065803961512,-0.22103443803573425,-0.728822459887637,2.6375378808328827
SIDM00136,-0.5954309787521828,1.8055324984589711,1.009908960600825,-0.20723323100864627,-0.47786632112688393,-0.6516619792380801,1.868277736082569,1.7987867714735666,1.4742626671688344,0.915661097220699,0.05042120070824099,0.14889037318294526,-0.7687123192490589,2.477417680876237
SIDM01155,-0.6208424478615489,1.707782388435072,0.7872707107642839,-0.025060432835793008,-0.47284061963137053,-0.6865078267312066,1.8073568934417994,0.9671557883247826,1.7456721234551973,1.0906610295986217,-0.4014661284013979,-0.04474527818657483,-0.829402749578045,2.706426079217674
SIDM00224,-0.6641733514563122,2.0967656853658068,0.6042932812544944,-0.0006132447628241756,-0.3965396919157157,-0.5828605495221693,2.2570601543702122,0.7068436144003746,1.240160501103154,0.8703929393595573,-0.014215061969514742,-0.10028952675090959,-0.777257329601494,2.4322102078358583
SIDM00783,-0.5106498592112148,1.6616085555963305,1.1652224894882937,-0.03182518582659858,-0.5030456540631995,-0.639140419474137,0.933072979155454,1.2926556707239087,1.5950912059154385,0.22477680351211476,-0.1635525264213377,-0.16997893509609308,-0.7860276060234129,2.4382826462456806
SIDM00490,-0.45020905562279034,1.8409202492583352,0.44705339572266906,0.812049191049783,-0.5634762639876127,-0.7114437622590739,1.1176321299565608,0.6659533378920758,1.4150852792445754,1.505332712500852,0.02569245319622537,-0.0725943548618653,-0.8203670679238214,2.4423401950749435
SIDM01090,-0.4767100048765679,1.8405876990509864,0.7302487784822563,0.7760337180761774,-0.28527013874759194,-0.7012156284523536,2.12776455237894,0.7177698720870764,1.987466596256126,0.8520205786126506,-0.0016207640066753116,-0.09387720346636641,-0.7419311392484601,2.690686527832665
SIDM00394,-0.39679034042384814,2.186231875764561,0.45849564498309653,0.2074223600516173,-0.4148018618394016,-0.5038323399271715,-0.5952976738680283,0.6989215513252033,1.7344951314472408,1.2177439696566414,-0.026402767295297874,-0.0038154343132145636,-0.7776618771308825,2.8877331183070125
SIDM00538,-0.5510437016881036,1.9183975260959476,1.4523837392963577,0.22530187815812103,-0.3587141090077188,-0.5945649568104356,1.8334214436782144,0.8030298923353433,1.7023064955891904,-0.24711097827146047,-0.014825595439297548,-0.43355917226228263,-0.6991850092458021,2.0354531518398953
SIDM01140,-0.6774315085592176,1.7075296434066896,0.4940465815597032,0.3435782541868765,-0.40887735249646956,-0.7519952791961981,1.701006631445408,0.5515043246972159,1.678944184724622,0.37189215660314695,-0.2539091026147254,-0.315765986121788,-0.7958615526500202,2.1274072313241135
SIDM00101,-0.5953370998577201,2.2039173958803246,0.8280523600337175,0.24762205391763786,-0.48496545748159264,-0.6530864996386335,2.050381750202799,-0.2749926189702083,1.403616625133251,1.1215711210727832,-0.004388379074833979,-0.05868521533742882,-0.8573079918556863,2.9335490460269646
SIDM00114,-0.7160783760288364,1.8315788654197462,1.0392134216554376,-0.41097088690447975,-0.43039656966153506,-0.635861259924963,1.5120793546879634,0.8355580825202469,1.606030168448158,0.5574109401518362,-0.4871971977527219,0.01584921378675523,-0.8021841998430733,2.1072806971180134
SIDM00102,-0.5062961305109864,1.5437400227713338,0.4282024838038105,0.0409112846820593,-0.5389065671396487,-0.6781558511777126,2.0764882886593536,0.28671625554867874,1.7107082201885473,1.3156326147648536,0.04647436955941184,-0.11595478759555432,-0.7806184283850323,2.5131546330280745
SIDM01122,-0.6775911254101524,1.649299710125159,0.310736292534771,-0.049196754960158684,-0.5276675369901309,-0.7045688569223072,2.395980514689344,1.1921724858945693,1.4948873840846197,1.0100339623740056,-0.5061870308126787,-0.07709437474250044,-0.790030392908166,2.532732633515445
SIDM00261,-0.36992339033741595,1.8819658712502223,0.11970866505110146,-0.767205261406331,-0.6601832437289296,-0.6986627418539089,1.577466952467709,0.5403768821919714,-0.6983842101606138,0.11303562544568356,-0.29000668256074386,-0.3813218704994016,-0.8446011262703125,1.5314571128540377
SIDM00154,-0.7056053950317279,1.9425052726829022,0.1810657130756665,0.1211380117542278,-0.37685380965981596,-0.5559378325872042,1.5507797173558202,0.17419082228946223,1.2338435486030748,0.5276289027905897,-0.013240431318772242,-0.05510116152681956,-0.7901146909460981,2.414962099451502
SIDM00104,-0.3954313607226946,1.7491020305617315,0.5131146538523795,0.5697660221896738,-0.35218812291244284,-0.7096285931265629,1.8591848150821682,1.2564910737989172,1.3080965180254827,1.553987541214213,0.17292361069658216,-0.20191401264355632,-0.8526066685847684,2.9001949409181584
SIDM00267,-0.46098543977430234,1.3390615592782067,0.4055568934555341,0.3379222853799564,-0.43190107567831654,-0.5107858183032133,1.2746082254134883,0.6971939069942346,1.3274919189738363,1.0341891280874873,0.10179810164192285,-0.1802507088252506,-0.7749573276881853,2.2136840080623865
SIDM00100,-0.3612161900220174,1.719571712765596,0.7637629829542413,0.007911381233091864,-0.45259336154020224,-0.5895256950084368,2.049278683282102,1.1062665111841197,1.5214909626288764,0.21186062822987203,-0.37076304317203956,-0.010135898924686373,-0.8448316080985514,2.220845701391757
SIDM00826,-0.36018212385046966,1.418678556803117,0.7456955741467594,-0.04945498893391375,-0.4292414089847669,-0.5970325923540704,2.2458099860272096,1.493886619858776,1.2449060277715662,1.6649178846070252,0.04203137083582563,-0.24177608155743158,-0.7938514557755819,2.7732038484891195
SIDM00310,-0.3782417134862726,1.8121526329863624,0.3902609358904168,0.14423131729133234,-0.3877812665658375,-0.6301022654574383,1.7688065957820007,-0.020198479123786545,1.6904912737004336,0.9937592419627014,-0.28873458040870326,-0.16926553338859082,-0.8067006780098341,2.8748102384364436
SIDM00482,-0.4282605653265425,1.1348456741580737,1.0912912035711684,0.15627798848174598,-0.4005608977788542,-0.6011910885872053,1.4153035552044546,-0.5657979899830068,-0.5158275618676769,1.290340040888448,-0.08288582859494074,-0.3022401753649804,-0.6959292691631527,2.1030678071300897
SIDM01247,-0.581885946397087,1.0481943682366517,0.977134278280195,-0.2804541993471426,-0.5129336729117764,-0.6922898113779448,1.185331823087931,0.8508506845361906,-0.6058538546482426,0.34427384522407645,-0.5614933238625905,0.14839997571478566,-0.6921921592743377,-0.6448264542251787
SIDM00817,-0.4799282188833752,1.2831770254976167,0.30621887714965007,0.3410963782861156,-0.5408118250410252,-0.7656261390918121,2.03365421965578,1.286233236880362,1.454178304386444,1.1885559808043176,-0.539087301244974,-0.27670110837572093,-0.8339952458283629,2.84163530060794
SIDM00448,-0.48206291875103424,1.3641790906975226,0.5747880784619988,-0.13213722263568917,-0.5613248065242085,-0.6409276001403376,1.3380878457371255,0.7830734095750349,0.8149003384114343,0.4982119984363313,-0.44919816894114495,-0.009878745235380683,-0.7268310433181421,1.9248833959634697
SIDM00086,-0.5981685160221861,1.675774814014208,1.0477779868508121,0.17660181786443316,-0.46843702528528264,-0.6535590474554224,1.7032165591840338,1.6849490084873073,1.8442253430509103,1.0426125338923846,-0.4949312160017791,-0.21130168352169837,-0.8419341891269395,2.8072698846417463
SIDM00466,-0.20079419616391891,1.1998118141875,0.9096054682073752,0.0065041210002303425,-0.5020345270481652,-0.6646825194041625,1.5644424034671496,1.8331700011631569,0.7739676001375252,0.05777235795519966,-0.20439587664566394,0.03866300606349272,-0.7481828929140145,2.37592478767619
SIDM01132,-0.6075838962576096,1.963965666503883,0.8228151713123567,0.3576017640124799,-0.5146636934621311,-0.5851283406365416,1.866666479684318,0.5789274552845142,-0.4660710128328873,0.023309654658776328,-0.005616802062056895,-0.10003186209380996,-0.7927874311209672,2.547640447894066
SIDM00465,-0.4501995943962219,1.8591890307864616,0.8634062434484533,0.3834812960581502,-0.45127733660598246,-0.684410208973224,2.151952849219731,1.6490069541737766,1.4521750456211406,1.003317897496061,-0.24394051547334436,-0.2185827913150571,-0.798343010515394,2.7847772992100155
SIDM00565,-0.5300917149291617,1.3709867225053782,0.7059073721039149,-0.18412861835878458,-0.5003549136962699,-0.6828985165858426,1.3127629770873215,0.9698828229803942,1.4448771278357833,0.9918732965410924,-0.329823415206234,-0.1649878398127016,-0.7148328238940417,2.7470710302579313
SIDM01092,-0.4650557054716921,1.4725469274819531,1.019841031716001,0.8669283705458984,-0.34165139683767765,-0.4968627824571986,1.2803451656093523,0.74758956654603,1.2753150134947828,1.022444984109175,-0.08730556831239839,-0.20291905612634395,-0.7434977342529276,1.8868928365170887
SIDM00218,-0.5858807558628502,2.049830383974875,1.5027802143305924,0.876237499904601,-0.3132001953899239,-0.3729305629119107,2.271771382883387,0.6756241824362661,1.6620312219406765,0.3909905653471367,-0.13580986680740487,0.01278489072736289,-0.8069244888668085,2.4759024722393237
SIDM00044,-0.5237574659687546,1.9995197267343632,0.9026069767778905,0.39599838886094096,-0.45773330822157354,-0.656181636789423,1.45049172883965,1.2232121694858817,1.6433630043673377,1.5961943848096365,-0.12197060570264011,0.2806826952827042,-0.7404432426237089,2.8361318278780314
SIDM00362,-0.48920677598549794,0.9192907319314172,0.7323430455747815,0.30359539799256025,-0.5392584229275396,-0.5822125290437733,0.6362089859483335,0.5021392076723048,-0.2671817519343419,0.7085251241765086,-0.39390904915201647,-0.04826354078686602,-0.7171158427853629,1.4850666530733019
SIDM00813,-0.4434508373496232,1.7264215386518122,1.448741456723678,0.9172272316847152,-0.42558097592410926,-0.6125316921878556,2.1200459653483352,1.5070395113410573,1.0436966918121742,1.5875692503950956,-0.05230382641918251,-0.15558955446314596,-0.7533950983217962,2.1080362405193402
SIDM00364,-0.49694285919487424,1.3101954471587995,0.9829870484228561,-0.17752048808720225,-0.440000826043124,-0.5518827770615918,0.5388456075817266,-0.1695564277239611,-0.7868891491006733,0.6079343314525533,-0.3128078783196413,-0.20549764819973343,-0.5918430980604739,2.4253143647172792
SIDM00792,-0.46484325252397585,1.735110909932463,0.16396856071394986,0.3218827139474794,-0.3079028340960449,-0.6604116192190173,2.0392138902840857,0.8098716919812935,1.3089404679940042,0.6206005628687471,-0.23917123423354017,0.14717778399780518,-0.7468076046387698,2.1084843980395673
SIDM00241,-0.333196755073823,1.4855096809865143,0.9785814647039668,0.543061743077791,-0.643154657106721,-0.6505282213658306,1.7505700723580717,0.7880442935779558,1.8172241259777338,0.5127040498162403,-0.19292831896404453,0.11843988662088173,-0.8468683552004098,2.248597048249676
SIDM00091,-0.5294365076171459,1.7368576778520555,0.6843221669516889,0.06216875960637583,-0.4741767150197939,-0.5695242293130451,1.9170356526168562,1.8816644967374083,1.4217301314630701,-0.08285712473824479,0.07075323632418595,0.24030490328588394,-0.7684855602328268,2.4848826176772705
SIDM00427,-0.5797926991985379,1.3831649726345843,0.6919973301292566,-0.14272831458882235,-0.30783357935744315,-0.6877988375802242,2.0039747867656628,1.0344291136773938,-0.5320293400562155,0.3707292498765811,0.0592169156312462,-0.28098585642570484,-0.7812501709961114,2.504447561587192
SIDM00758,-0.2953672764518315,1.9593772634660334,1.1851998307090132,0.7614351940719377,-0.5568638772780011,-0.7083043379568491,1.6420002931314202,1.7673519469291878,1.2739354808659138,0.6061650988621563,-0.4483528666692581,-0.06861362592002015,-0.7027802921651946,2.4215519749679166
SIDM00612,-0.5960139013123007,2.125651346913781,0.9459006745328604,-0.3810314266227406,-0.4279774283269712,-0.5693184627603982,1.7319670859754432,1.0183831982500253,1.4683631963647423,1.1744707857747134,-0.0981437310237601,-0.10890709635283573,-0.8044473376083388,2.6742902238456114
SIDM00553,-0.3221817879121445,1.9884985596295561,1.5105376158222465,1.8672775340778005,-0.3982527417284538,-0.49662897157959035,1.5441013809590154,1.5276050231550387,1.3967506824962896,1.2880168117733435,0.30256901572261313,0.30347089911201713,-0.674220175166885,1.9408780090277684
SIDM00343,-0.531286738991838,1.8285149926332132,0.7258808143898042,0.915162494649998,-0.5254124506403209,-0.5915764975903766,1.8403344221625884,1.4271854357283609,1.4743859334654257,0.853888838075537,-0.3052254996357773,-0.15204673402793994,-0.8532374062701036,2.9244417928729898
SIDM00543,-0.1558484907670073,2.3813770408252632,1.2881419372526544,1.0132583057189695,-0.47450818774724957,-0.46272527545025327,2.2022452595147772,1.5191392818851877,1.6683740319497384,1.3302456560492861,0.6000912272516528,-0.1777089677764712,-0.75782614669456,3.2334435137144393
SIDM00537,-0.22664858694348983,2.152279817478483,1.569779229147097,0.3208685864596977,-0.5488658590206472,-0.5949137570342676,1.9446368108355276,1.9247114272341217,1.3435353622815607,0.6215042867991019,-0.3008946521032428,-0.12167126201180434,-0.8469064651282979,2.842761218855764
SIDM00332,-0.5972805105320805,2.305939145736632,1.2031085265932864,1.0221241443013183,-0.48809610976745293,-0.5652094880424985,1.0744987227124356,1.3960821611396503,1.831124539168289,-0.28879383982436135,-0.3462599993766617,-0.1315096714169846,-0.8142262963989817,2.252485460501244
SIDM00299,-0.5268251483802813,1.8261131997977988,0.8369596116783551,0.15313334064141337,-0.5528066105649463,-0.6997193577796413,1.397847547171051,0.2501343693140205,1.6485095921226764,1.1553459063845073,0.032800130377645675,0.2062828734090852,-0.7741186087884548,2.5074499210463133
SIDM00308,-0.3657738217974044,1.4906727013406644,0.9706256562412598,0.35904860741296624,-0.3275146528117935,-0.6570894426361364,1.272283307301047,1.1301718791211464,1.5322329234027139,1.3237527033229588,0.285279757973642,-0.30502305146768627,-0.7379683518224627,2.1447875655602497
SIDM00227,-0.48416163556611047,1.9029912505974809,0.8670888387044323,0.8860979719469795,-0.5572269791678713,-0.594028904310742,1.2996466515723004,-0.49874763105808784,1.360030433347393,1.0830038284541808,0.07936659648490133,0.1693945369085783,-0.8227959262006933,2.168950447910172
SIDM00294,-0.6844566392335057,0.44050140116196623,0.28414165158708504,0.6569688277707495,-0.6274582201812757,-0.5801333969885059,0.5678095536594514,0.2585803385448719,-0.041056935568172165,-0.7158328287788293,-0.448171697525699,-0.3902010461606797,-0.7936186777825622,1.318403489133288
SIDM00677,-0.2756992991421451,2.0217706079045485,0.9671098900851679,0.3233798254813341,-0.4532281803573449,-0.6313987000614392,1.560388333882781,1.685557130866047,1.7722334951386047,-0.43361280790091256,-0.15204732128085907,0.07157305774009799,-0.7581457135624241,2.856882807090512
SIDM01220,-0.6034686096756882,1.6759863901730327,1.2780532582626585,0.46586662434844844,-0.5308097728740622,-0.6162804867661862,1.7767658975638294,0.7212659427545461,1.4941445375827718,0.9851193816339221,-0.09525663898603023,0.012059308303452504,-0.8400129278115217,2.479331875691562
SIDM01259,-0.5151890312359314,0.9597177002169894,0.9851648325705065,0.14500358222641344,-0.40483647315839005,-0.5745060326059042,1.539860871119367,0.8722641457728652,0.5644566168500061,1.0447967537627938,-0.23448266994531441,-0.07174215718994413,-0.7629979989957777,1.7521214937916347
SIDM00680,-0.304682475161022,1.83197012090831,1.0089130246330655,0.5347127788016003,-0.5947391544629969,-0.7130224138592648,1.9934074567592697,1.5451296771697285,1.8248041865604294,0.4290376020471929,0.09950429330586653,0.07755452060631735,-0.7461093733992878,2.6833562291794353
SIDM00346,-0.5272672265786996,1.716843833895622,1.1092212603318061,0.3808310447871521,-0.5154219364023124,-0.5879807620291156,1.4092158074881505,1.0929584614517274,1.7052934001071047,1.409863392523712,0.27432513388122765,-0.05538194098367962,-0.6710058524203634,2.4365283859574274
SIDM00129,-0.4238721727369116,2.69257543998265,0.43088668301204597,2.007061266277171,-0.34761417590622673,-0.4774947533835455,1.8115434751537303,1.7041802533030495,1.8086535157604287,1.6445775419765682,0.23927602469209355,-0.4664669027421754,-0.8543654070206291,2.584490629620132
SIDM00627,-0.47608720170701135,1.4158055096577957,0.8023953024389655,0.23604584814445626,-0.5627360882234134,-0.6237193323332708,1.168363069412906,0.9859023564649898,1.2109343082704365,0.5163826239278071,-0.34306462635305074,-0.2240939556242149,-0.7853428254550894,2.6555648539570234
SIDM00293,-0.463392124455485,1.5174645581763142,0.10357091324313829,-0.05129046131889269,-0.5733206834057529,-0.5495448395197483,1.1404474520612176,0.3439891167557253,-0.6820053177055491,0.571021821579106,-0.12397140204260887,-0.3424363057561321,-0.778692613034686,1.5127886414108174
SIDM00274,-0.5677096005924135,1.7119436592313457,0.8241294632625495,-0.14247101776661972,-0.498295319567998,-0.6251201967963935,1.706522129906179,1.7787735501432174,1.3365333760511158,-0.07151300077681608,-0.375008371842963,-0.33050055254232347,-0.7918625773295966,2.2358738749153093
SIDM00544,-0.383071303004932,1.1850269820187767,0.42451378548319774,0.2761844083493303,-0.5521417910014996,-0.5884206778712214,1.382775502853008,-0.5617263480366718,0.8310208854357579,-0.13722979209438532,-0.29117860586636857,-0.30332166265517746,-0.7875337786465367,0.7401600215782729
SIDM01006,-0.6241015208149935,1.7935530486364517,0.5515227879885414,0.5179719848514355,-0.5164366091908192,-0.5307633290752976,2.0795423313357935,1.770030000927458,0.7566995968527183,-0.8068324680925048,0.23264045528353963,-0.21542151994947267,-0.7512269942306576,2.6627582723678773
SIDM00302,-0.5992612542482851,1.6225566383000685,1.1177904362789783,0.08147086057547381,-0.5633470400225878,-0.6624738056675872,1.3486774314573269,1.1138723555080206,1.4109019462015493,1.045169636995426,-0.17415054402410865,-0.0458786899974689,-0.7926020102871235,2.2797371830974
SIDM00549,-0.38535699675723195,1.3661749835710568,1.2605135199376474,0.6666441053149799,-0.3757735194294416,-0.7687494653265439,0.8519616288434783,0.7678061631019302,-0.39740345965868573,0.8432413434620621,-0.09472048464949039,-0.23820943427431412,-0.6672244682291438,2.0651996347333035
SIDM00292,-0.46017275257163276,0.9813562827286704,0.6399364134686585,0.09111859734263257,-0.560673772718712,-0.6454193636861805,1.302931094370698,1.0560427900346232,0.947894276110881,0.14969976124636497,-0.28625034793843845,-0.06385964520578351,-0.8325450458076225,2.254619980106062
SIDM00623,-0.4518206425131201,1.302850033442871,1.0569685547113923,1.1276389743971054,-0.5560258544725919,-0.590501974603543,1.9666715371368895,0.7664198278735689,-0.49673783491448625,0.8644378187382172,-0.18302664235052404,-0.10793346273104072,-0.7739990514061703,1.7822382503923364
SIDM00638,-0.4528492084954431,1.2930617660316686,0.7122322937326196,0.07730007717208864,-0.42019454443790816,-0.6392657436342627,0.8637235309014749,1.6537313763958115,1.769425596912555,0.30485389275842967,-0.0029742327433358224,-0.3037421202523304,-0.7789832093838512,2.188843990000143
SIDM00527,-0.5133102569328843,1.8615039234496018,1.3310268549033957,0.9341177672269454,-0.355373706906206,-0.5043353635669321,1.537914658598603,1.6189778004805488,1.3346592553864138,0.6439725459985698,0.11698986398632706,0.09748507557017694,-0.8152736529221288,2.5333586861809008
SIDM00976,-0.5847732819483434,1.3455502431934974,0.31087959046212726,0.5242217314959815,-0.3796070662147378,-0.5286367129424643,2.127808575998563,2.1007208275064007,1.6069837540882672,0.919711868861757,-0.035802738514040415,0.16963783472847943,-0.8229453797516798,2.5875098852319005
SIDM00316,-0.6212071013690695,1.6526612506931726,0.47783367303731683,0.20402648948202184,-0.3944777508812068,-0.48129531326493885,1.3775885248640352,0.723885920755973,1.8680291608357984,1.1061403397966867,0.0594315294262912,-0.15275334101273655,-0.8780168139679017,2.3531168984948025
SIDM00326,-0.43588705882428574,1.585458025295275,0.9170450220643488,0.2791835016618742,-0.3880582919671629,-0.6419004239302718,1.5663912163238443,0.09978035943792121,1.2695948613732826,0.2641180151832034,0.026877541403654146,-0.20212524759801143,-0.827910607557701,2.4145003661866022
SIDM01093,-0.3936967011331993,1.751717040923526,0.45477352593836073,0.42747593852393045,-0.504910679678639,-0.6147723392600634,1.3631947214433144,1.4051648913217327,1.9007088820309161,1.1189455374544235,0.011277993349557647,0.0806783644920161,-0.8654958686037642,2.4112506745530218
SIDM01098,-0.5091430729203928,2.0150675686719066,0.7159201250076157,0.5645907904322801,-0.36014812554952974,-0.5231409251096464,1.15072788008577,1.2362289029536981,1.3152402919500255,0.7060859318303989,-0.09087218636509278,-0.0899312095672237,-0.8640839858457241,2.211527512005661
SIDM00424,-0.4245075922504283,-0.0017526555220365215,0.2843747726020036,0.1709973690627196,-0.45413969330603565,-0.47234394352977693,1.010941573019846,0.8293611192305401,-0.5024308324450305,1.03050273578507,-0.4594450874732941,-0.2671283012884411,-0.6284284667862574,-0.8239573949334659
SIDM00973,-0.4172430779927903,0.8373845488264858,0.2541541780161735,0.302268143140622,-0.4297761465245425,-0.7068284264932855,1.9345878191323098,0.7720658192119612,1.3485273318661926,0.8874465226470992,-0.25268129465966366,-0.3198781646552329,-0.8231081183779924,2.0596326933653755
SIDM00411,-0.374134777933333,1.5156620691735805,1.0028906479940878,0.3017565159855322,-0.5280034242135901,-0.6972562531023244,1.5934683854937226,1.9976857449386762,1.6813365897363717,0.822005281363292,-0.24019740090040761,0.014946779096426234,-0.8834023387219424,2.3862089624746665
SIDM00374,-0.32135553144467655,1.416205120269167,1.5344396324219565,1.7467178347236274,-0.4148764284928034,-0.6414068172412903,1.1990874855099996,0.8665077875251608,0.9399689593460809,1.505360283306987,-0.17240563381368676,-0.24964926755571015,-0.8125896942073846,2.0039687379750206
SIDM01160,-0.21542194883918764,1.5594736157335376,0.6817660414559197,0.14971616324265916,-0.5002534672810551,-0.5925178189748853,0.9270269950568081,1.5194518397990318,1.4912571864090909,1.3837851949148967,-0.00027733810009780696,-0.14423392045158884,-0.8235089713169266,2.3066337143700535
SIDM00145,-0.6093844807358192,1.223770073062358,0.8120605861403352,0.11700018857141406,-0.48338886992627583,-0.48467468451002693,1.0735548278130491,0.1376015921367138,-0.7121535675316438,0.8986989676135723,-0.27105631190250995,-0.1322583164081614,-0.7214472721941126,1.536786762355622
SIDM00975,-0.3846000182887947,1.5175602306833846,0.997356084120007,1.2438868730916526,-0.4823636017790843,-0.7186270202098343,1.5003652625588777,0.9886413609553216,1.1725284880061122,0.8896076860294438,0.25695510992992615,-0.14969310315545348,-0.7419085856091068,2.6011895845545996
SIDM00971,-0.332636151766746,1.8538631537281434,1.0376210313953467,0.31575679287907876,-0.4469562965788081,-0.5076936854773257,1.8268603096329648,1.213655342238293,1.091749425556197,0.9555715046924218,-0.1454143432139872,0.05615901779871985,-0.867228932363425,2.3736933300368714
SIDM00251,-0.3272111278351425,1.8047307934181158,0.7794214181336289,0.10605242790137087,-0.4814367954759478,-0.5873068602940518,1.4618824470350984,1.2559475783389855,1.3087454297531307,-0.922466250638521,-0.07508672629673903,-0.16053604544850064,-0.7877693965927551,2.653817835701017
SIDM00412,-0.5127104779089239,1.4630283750863229,0.9467903527832078,0.7242460696939874,-0.502795471400085,-0.5601275844517635,1.0476963745919583,1.6989456664098719,0.6479407085273968,0.8285972682128333,-0.2960284241738822,-0.19108962385249148,-0.7255478673408521,1.8117955635943557
SIDM00023,-0.38060655537217153,1.3495003196589457,1.0464995674989557,0.4555390221130793,-0.5362526977898339,-0.6855220349800238,0.8890935655612531,0.9179537262256924,0.5737968309611584,1.218812178218747,-0.09142610394830755,-0.13508633722116892,-0.8081819413683689,2.0625796026796315
SIDM01198,-0.4829691444439998,1.4227187855600538,1.2705142648820118,0.451536562625979,-0.4611890297738448,-0.6563547066072002,1.6295049266467414,-0.09022559813500476,-0.5717748706525865,0.8353189042221137,-0.34109760793264693,0.011779295717372051,-0.712784165116639,1.3775708184574629
