,HES5,DTX3,NOTCH4,DTX3L,NOTCH3,NOTCH2,EP300,HES1,NOTCH1,NUMB,PSEN2,PSEN1,PTCRA,SNW1,APH1A,KAT2A,ADAM17,RFNG,RBPJ,DTX1,CREBBP,DTX2,MAML1,CTBP2,NCOR2,CTBP1,JAG2,DVL2,NUMBL,MAML2,KAT2B,DLL4,PSENEN,DLL3,DVL1,CIR1,DLL1,LFNG,JAG1,MAML3,HDAC1,HDAC2,NCSTN,DTX4,MFNG
SIDM00098,-0.863611287735991,-0.7827380687464112,-0.7970454848871699,0.2161043098071987,-0.7340915357458104,0.25556059121628294,0.5612195824153212,-0.13022393315468914,-0.4861996980153549,-0.24233102423469663,-0.5838962261273043,0.6130723158968788,-0.6266132422122221,2.090690704751277,0.9967504284479373,1.0200177698572324,0.48818598501199584,-0.330615386329729,0.9812955937461569,-0.8528384367086131,0.6431041129227882,0.43378268965772104,-0.21954220153690243,1.3387116830945878,-0.22928166000555886,1.9362748686988411,-0.19655948867764256,0.20693172338023458,-0.4714633827339497,-0.04963167164752279,-0.3497219703536676,-0.7982035812809462,1.11442486973568,-0.24160625807990638,1.2570501945098578,1.0793372238280943,-0.22960297909563573,-0.24434108202030297,-0.6870687422680272,-0.5713193016206704,2.0075339879495306,-0.42287553509593206,-0.13870233640955762,0.08825461715485829,-0.8212165959554112
SIDM00225,-0.7852174220810964,-0.7926113777855021,-0.6961385730517639,-0.0641889822556384,-0.44177323876168967,-0.008821185092797744,0.7616155995671071,0.21676074001393822,-0.5929620709998962,0.04450427848360829,-0.5882448153044052,0.47120909650662074,-0.6206237343492454,2.0546293743746986,1.047575514887323,0.38143590394054105,-0.1457430813277705,-0.5919396062466811,1.6282501341998235,-0.7097459389438794,0.4157158690959889,-0.1760894952708444,-0.38572712986821267,1.4383486927358233,-0.46180951310204216,1.7273306943185587,-0.7707121408961972,0.12523068942208268,-0.3205133184443182,0.4369872179864438,-0.24203364047719828,-0.7354839479574931,1.540991371109652,0.19865051267053518,0.9814797109695141,1.0950774927896458,-0.8274888326703218,-0.7346813279287575,0.10150810719962317,-0.5061524726926989,2.270564013043665,-0.548568358246198,0.172988959016741,-0.5364566028725486,-0.7941032561303902
SIDM00846,-0.7846093679373265,-0.6003392714027352,-0.7992526038520957,-0.048739121430725584,-0.39143417203104475,0.009334067243038974,0.4268678591988871,-0.24997505560995087,-0.6937045260637571,-0.2261925183757893,-0.5156971352805632,0.5788095030982515,-0.6626487661892375,1.9443322921276658,0.9422523648458835,1.0235699154368572,0.1275577458948375,-0.5026803770928187,0.9194888463442643,-0.8217275922697257,0.3855839687052798,-0.5465192178983679,-0.30714068604110195,1.3985014529119828,-0.5232104841834492,1.8053900123301239,0.4023329485640498,0.27619860215038733,-0.4482878176685158,-0.15812266561518365,-0.3043077700844283,-0.7720527705743401,1.422798015814776,-0.3152639975783708,1.4956629906093903,0.527371222431741,-0.681758082211385,-0.6840259669748389,-0.7325959210489529,-0.6895934954395754,1.8835282690819084,-0.7872179949473624,0.49595353331156544,0.4846684284883535,-0.8649812870285906
SIDM00291,-0.9152836860932986,-0.4137291905936957,-0.7503555620677196,0.7040728211560167,-0.7959057835486606,0.3826301499643564,0.7919901517590378,0.20390638808101424,-0.7120117486033961,-0.04859795193400511,-0.005396005212397412,0.6578734148883412,-0.5226638172597241,1.992542397129984,1.846265071750936,1.2082815554240072,-0.06472787578970253,-0.010184472933201924,0.9436952268871419,-0.7093417962704309,0.1935117086026488,-0.3451509020334402,-0.14864752547348398,0.8024135919496608,-0.4192975269227513,2.024064542748223,-0.6210032648684176,0.7806272299529593,-0.6909082871146253,-0.33259466959548506,1.24461408186512,-0.8027027931427053,1.3086876224217343,0.9780771823216425,1.4473340872792912,-0.3003690319357388,-0.8232246009457383,-0.7628378373153271,-0.039921941845292436,-0.5341202594425506,2.241566507788829,-0.95205775721567,0.7771611903038158,0.4975029480603099,-0.7617958866576342
SIDM00520,-0.8845720766201611,-0.6692139181559605,-0.7995054480254443,1.1762746221576175,-0.7280362031595737,0.8497209741508585,0.18986126207230014,-0.30312788636126037,-0.6661459037405265,-0.13180455666673302,-0.32642264998297726,0.21675799192022807,-0.7185742723659548,1.8116013613306066,1.0592726864098179,0.7523505929048764,0.1913910415398998,-0.32993766309776656,0.8069947562237179,-0.7952178365364639,0.3844461408763388,0.1527033868221057,-0.3426345053491734,1.32648299008831,-0.31272617605167674,1.4735470964780146,-0.6995855789810136,0.249219337291398,-0.434784726410919,0.5832783427734206,-0.17399696528568348,-0.8493866422398713,1.3482642138654444,-0.4514117986262437,1.407708034210296,1.1782512737132378,-0.8019551727758346,-0.711322976834055,-0.6190647062318745,-0.6386328159094231,1.3868061332038928,-0.905397288389774,0.16087306091480477,0.42160783651593586,-0.7291038357896865
SIDM00003,-0.8342189766835936,-0.7602449425613553,-0.667715362207224,0.6200943895406761,-0.7386085038788183,-0.21234018134029983,0.5625048663527942,0.05884327776482616,-0.6346413641577325,-0.28233321535708644,0.13743038929379522,0.19680673185517994,-0.6194916798836675,1.9242969849849956,0.9657967095900338,0.7154843888626965,-0.29352375638217354,-0.37118755497008427,0.8147292179981819,-0.7051500823629335,0.2371795075031568,-0.2819592655455511,-0.5280465509708411,1.3549411366526223,-0.5283199400295167,1.6377080389371022,-0.6513719931074998,0.305588211181536,-0.48383454403911863,0.2768151137065848,0.40418536935220123,-0.7776623064837764,1.291779768786111,0.8265598488918645,1.2016092850924434,0.7714328744377821,-0.6154843287765632,-0.8251175996260525,-0.6465941436927828,-0.5513509864104508,2.1972853697293417,-0.6749999481935129,-0.14257078796276204,0.14490602682636292,-0.7764393708345271
SIDM00136,-0.8005027967733954,-0.7169795678509975,-0.7392246856368694,0.8312359387180814,-0.7727894019036459,-0.4307698771571097,0.5174954298441791,0.3018404254784623,-0.5998974154893524,0.10063747860424982,-0.4806542787883678,0.634478944956342,-0.5966338819191639,1.8620029062819965,1.1810245709540228,1.0247442529482633,-0.050867194213055404,-0.3184397873933045,1.0424918146477482,-0.7658149188332913,0.43830546577154605,-0.30616515590686016,-0.3439756009571095,1.6731698004631645,-0.3235319034511184,2.0504315388270298,-0.13351903301258025,-0.04627201997837625,-0.6638469458829632,0.08342007311409627,-0.7565967412599506,-0.6174829007493837,1.783666089975992,-0.6476512103382529,1.5760015540691068,1.0322717788733111,-0.4346012494823594,-0.1603255066441013,-0.3378615022823747,-0.6381382604828437,2.4318017760204693,-0.6608564095105107,-0.13785061220169395,2.271054965916914,-0.6223259486735507
SIDM01155,-0.8118660318257442,-0.5385226451708488,-0.728030669452188,0.3892148040285629,-0.4596936350988153,-0.03253191505311074,0.5825570541053946,-0.11296749422351002,-0.4587817612221862,0.02726709811044393,-0.4052296497087602,0.5568706028625053,-0.6148216599120675,2.1135167790941667,0.7632909351355068,0.5572300166156546,-0.21851894168639907,-0.5502310317097575,1.3605778984187513,-0.7197214084952401,0.41930004782409475,-0.2323113502781569,-0.30519018337458836,1.2390534341947108,-0.367005976122514,1.701983952746089,-0.7641408773014714,0.10028931315032502,-0.5439922384282389,0.1244836259692664,-0.3504809687971798,-0.7784124391848667,1.197144563380898,-0.6076721122936556,1.2040106577626566,0.9287380077482024,-0.6849917764314328,-0.7002685321030684,-0.03747427042560004,-0.6942090577205734,2.1561953105221208,-0.6683742982174156,0.015313222575005251,-0.08148501938120345,-0.7685915069381197
SIDM00224,-0.97220936508603,-0.5758120717716678,-0.7933389967973296,0.8657100612617806,-0.7165061950588315,0.17358248497025777,0.45699290928644093,0.14721135277764558,-0.7652412897234793,0.17119401354447653,-0.47278222828059835,0.8684932947794638,-0.6615681025739365,2.1560341855861203,1.4644140069708522,1.0225147218754984,-0.24748069738781409,-0.33186433338160787,1.017008873543741,-0.7183799895272194,0.5388746804278497,-0.3452142024660551,-0.35421398761708117,0.9065402284238167,-0.3333344389278842,1.914610230357684,0.2543481041771514,0.2511948144198605,-0.3823157171853532,0.5941310747372854,0.5404129382701433,-0.8001819094657996,1.397922567447519,-0.7197068243982334,0.747071327547813,1.3149129467406016,-0.6016174357988099,-0.39348902945782405,-0.6800110225402886,-0.6748609147809915,1.3959874317542433,-0.514982690660165,-0.30257620701275817,1.4602678553784456,-0.6703762558767323
SIDM00783,-0.7946809432295,-0.7582975323842167,-0.7598248951019934,0.18114195807757955,-0.5044702031385011,-0.25584906444731736,0.18116370264447654,0.12197471558991647,-0.5567465003681141,-0.04131391866073339,-0.40728767611659794,0.6023440122968159,-0.6156449101708747,2.1218247112446575,0.8039885266781823,0.8325165932448363,0.33806800684377736,-0.2766432866870541,1.593018615879689,-0.8182414122347016,0.46530814476750154,-0.23698492377650635,-0.25409724923783855,1.7920616921511388,-0.5635810752537752,1.9376309002396876,0.526250336047903,0.19324340718778657,-0.4280411376962012,-0.27099820832258753,-0.7020176452841917,-0.7391051625774405,1.124247454754363,-0.751392952989935,1.7478108328916042,0.7984447194979357,-0.40264992298077557,-0.7747059494338081,0.06166885680892937,-0.6003764854575017,2.309971562524087,-0.4234209318090568,0.012281488702460423,0.6281411624235698,-0.7575091954726667
SIDM00490,-0.831974961286756,-0.7661839045923146,-0.664995691040352,0.7392563602639572,-0.6374946740693029,-0.10637868351717482,0.6779520809414101,0.2920900835893165,-0.6401022326417376,-0.14146694899422596,-0.5580576979669146,0.5964445400627578,-0.6307803595986569,2.047993555036796,0.888663140232478,0.4422606141553031,0.12341260068827441,0.18865995254474763,0.8407078757842328,-0.6338684449633964,0.730311778223949,-0.581224149395256,-0.21804774783277225,1.283986332721208,-0.36392609118124775,1.6789695944097005,-0.7082995868437103,0.08757302732176192,-0.2746972235058323,0.2013765208439004,-0.5642458111876844,-0.7990568968985603,1.2729368316015333,-0.8312927416809134,1.571871611471553,1.319695490989461,-0.6695297305659013,-0.5887578055642281,0.3187361610568371,-0.6903915766312222,1.513979817186634,-0.7026355660671586,0.2469255597458296,0.9649454519478484,-0.6343323705564775
SIDM01090,-0.7335655248116916,-0.7060691762602188,-0.7453174603634642,0.13416354811274658,-0.6091033250007235,-0.07621053306896694,0.05393484827694498,-0.18726039937306074,-0.2721245738115108,0.032317241629016426,-0.2874530646939667,0.6565588633814595,-0.6844509933122092,2.3094645840942984,1.169855808044426,1.0143227018374628,0.20465614900083623,0.23391458225510262,2.1257718298657315,-0.7371689996751126,0.3939207704315553,-0.4150802797039695,-0.1458614589895563,1.245122671073935,-0.5150668329153758,2.0532441756039237,0.6428346467446394,0.5757764933887831,-0.4827286493399069,-0.303855986578057,-0.5018733903095529,-0.724921864879336,1.2750336115100325,-0.8637941795849545,1.7621934368753174,0.874561931075652,0.021752998323322097,-0.7068391079516256,-0.5788617715221847,-0.5701290494214584,1.9736827347978696,-0.6774968704554419,0.006557755465904668,0.8218970900776804,-0.7426853015110808
SIDM00394,-0.5194968801231706,-0.49130390439693306,-0.6657893060542106,0.16589948617896644,-0.614068190910471,-0.45654877444841047,0.3045572446545146,0.5546614312814931,-0.7748365940980216,0.06555443522834498,-0.4645694702092016,1.2302515757517607,-0.6083015760108638,2.324307746850853,0.9131536913289552,1.166160780835966,-0.18249611327813803,-0.3261404388372458,0.7001500481703915,-0.7538610695150648,0.22131232605465048,0.4234708759744945,-0.31460037674553665,1.4395239284355639,-0.2794150653406647,1.6126740772976043,0.17043658459240033,0.10843415450078654,-0.5045126292369428,-0.20421409842272384,-0.7046337042525955,-0.7670992812405326,1.7851119937158237,0.17748892178958764,1.6629385829752292,1.128595061693527,-0.6495368750288377,-0.539394356400102,-0.19678519400253552,-0.6024452748735959,1.5362023006857164,-0.6807882466889598,0.43589128209813033,0.12743849834527085,-0.6884318954926061
SIDM00538,-0.789292115309504,-0.6841722137626309,-0.7480521290226385,0.8100740890343566,-0.6595169310914465,-0.33060771044163684,0.5814840223765382,0.23121887324244864,-0.8034557044477856,0.5456360053196893,-0.5145060961685087,0.8590010578445714,-0.5332663236328279,2.4571165297634683,1.07248493222088,1.0307066847670063,-0.07256667930479958,-0.24389774020489816,1.501119262297961,-0.5230529792751138,0.22821650526189077,0.11368167876526551,-0.17061003291608798,1.6091090056696438,-0.37323131622338956,1.6034386980532147,0.23922701474581387,0.25068234778022447,-0.4432821605646266,-0.028767500261932432,0.013582864440443643,-0.7336071047689434,1.5301148029194673,0.047821698675774675,1.9767766679942014,1.6623190822083256,-0.7183748425010857,-0.5864545161257252,-0.5112060633767032,-0.4480984629427348,2.537116209180028,-0.6639009375422384,0.26784632035630684,-0.1449000310189256,-0.7097289390651744
SIDM01140,-0.7427420193721604,-0.668598694931131,-0.7340649627123945,-0.3367229017161333,-0.39322744335964244,-0.2700172903745826,0.38234406235096935,-0.23942598948640284,-0.6780295136515813,0.1556879909761387,-0.322473301425037,0.5580094191421104,-0.6443970021631299,2.092292704545862,0.9043434519978034,0.5008590129333851,-0.14543675095859387,-0.5547161047576652,1.391717928677337,-0.9036746877424074,0.33514402982976677,0.044747894160578276,-0.24941154840288302,1.5535564477468644,-0.4580330485060727,1.8536505766471778,-0.7326756678771493,0.2355926679574128,-0.6776756564256,0.1125400908273638,-0.7679051455050424,-0.8006809989306563,1.7387894388054825,0.5540341722818222,1.2422037836236783,0.9902429237715848,-0.7190524643173387,-0.5804800905948961,-0.24489777511712288,-0.7210456729355826,2.0755181058741363,-0.5481289631851736,0.008647276186662618,0.9763510970981176,-0.7681438778235662
SIDM00101,-0.8781735252175505,-0.7168099976412289,-0.7650765352446909,0.23642995864671534,-0.705390864344686,0.44479245458372735,0.272014692553662,-0.31314925966452334,-0.6213913358849434,-0.2483855803499924,-0.3466350361242544,0.40432496112829225,-0.7434163470600246,1.8087519906061098,1.3938733311311255,0.8405365713001227,0.5251652814900878,-0.05499445060496316,0.995761213042366,-0.724587262903414,0.5818186687801125,0.4292475876449978,-0.23918119014031727,1.7004610560013518,-0.3461170724242229,1.9168578837254708,-0.03572355282954204,0.029210806598675903,-0.6327585487620603,0.41208988445311634,-0.431876707363118,-0.83698758527746,1.620466713862069,0.5143851878471475,1.0181079439714489,1.0090720410727583,-0.6855232784419542,-0.8216954121323998,-0.821603689434936,-0.5950094282976093,1.6542923976403443,-0.8786620414150438,0.14610658092271211,1.0001900211087456,-0.711849737428632
SIDM00114,-0.9256893924749546,-0.433283126639793,-0.732783632740344,0.5031810852118755,-0.5287041164187309,-0.5966083233874914,0.8532196866782517,0.6046171373883198,-0.6205272572616525,0.05666259549907463,-0.09385552761333413,0.9261286595283755,-0.7225024771672053,2.2797303966316167,1.2885128600412201,0.5874094803806557,0.1626361642054474,-0.5452246430173537,0.9911598275783514,-0.721429943624777,0.4694407329889977,0.4476776246521456,-0.014469380623733135,1.4940700412275478,-0.26433834384486365,1.891585230345207,-0.6263181362869219,-0.17876747785446365,-0.7261620923079473,0.31101259894278527,-0.6711480479808427,-0.7315842438352721,1.7083176218501523,0.10482913318179689,1.264616089960493,1.4366968800602944,-0.5022423771015813,-0.6402354457720771,-0.34050630540592686,-0.7244267129709246,2.028106570160773,-0.6254977699490992,0.07503721620050617,2.191728959231948,-0.7605397969319418
SIDM00102,-0.85566765471783,-0.5745688967370081,-0.7529360542724426,0.2859171134536873,-0.6154544617242029,0.11542544380165011,0.36309694064097053,-0.2622307451899439,-0.6163489492179517,-0.16967384912240674,-0.16266340170216298,0.5496633252053057,-0.7000028847393843,2.019208090273866,1.379299090782562,0.8749297857142029,0.28077059237378893,-0.23589860043349462,0.7906634742988474,-0.7932163323957298,0.4826808452219526,-0.3332186917284939,-0.37248407753776874,1.5250420264617128,-0.23527188154005707,1.6210243322734157,-0.567999569882235,0.5136459495484731,-0.3748099935308411,0.3030511975293241,-0.7603530088419799,-0.7155984412840026,1.6206817671155815,0.1511895709523336,1.199048188072453,1.0986274996510048,-0.6089311622641598,-0.798537128281203,-0.645223915066632,-0.5332530130746571,1.5589091241669446,-0.8077616202141813,0.38766529776383074,0.4706079095081676,-0.751023642910799
SIDM01122,-0.24293995774203925,-0.7588315164934956,-0.7731302788203749,-0.3491795911522813,-0.5585809060971795,0.24654082538791516,0.9614332168884024,0.3379160661857431,-0.7593164675883275,0.23962272318245884,-0.3708105301259054,0.6903423406936886,-0.7170818802309267,2.3722882092129463,0.7969878795338199,0.8791482360465471,0.1610492069571104,-0.23468860450737297,0.8476193682896412,-0.4955459664821537,0.7145552169806175,-0.28677584721673677,-0.38995438924925685,1.4792722551979072,-0.4645153454344176,1.497123789169232,0.05554168210110374,0.6372968467050276,-0.6237355406608243,0.3007991776958,-0.33778937550136495,-0.7934605539342966,1.6904877459613932,1.4685124217679297,1.2984240466954848,0.9536179945310305,-0.5785122017791321,-0.6784170724960062,0.7359392633940636,-0.8081676697295109,2.243558606028805,-0.49322716021549884,0.1342258588294159,0.6210443494404765,-0.727874366269706
SIDM00261,-0.8461451252868774,-0.3631440078887263,-0.8365726355419042,-0.42563147428182796,-0.44360612414282075,-0.1624731936144411,1.250921538447211,0.3159065410553542,-0.4644643387443659,0.15698219292397125,-0.3761635154931572,0.6870224783182627,-0.6910283250631991,2.5180813042760004,1.252683110571035,0.7551201406709318,0.23986504982209148,-0.19680855674276154,1.2815678051439319,-0.4303438811821499,1.1142243483465433,-0.3888254023463372,-0.07774563760502853,1.3779409626769943,-0.3048474438203455,1.430769853486713,0.3796006373818931,0.26698837396889075,-0.6667374256467586,-0.18221999550647505,-0.36571720437429817,-0.8047230950469767,1.2496361059646979,0.24880071414973895,1.5116853757257567,1.0361847692846324,-0.5399820393566018,-0.8728928476248422,-0.4462371558169163,-0.6734378048920867,1.9149718053327351,-0.33212071677961974,0.5055973110267804,-0.45445128189664663,-0.7759135366355222
SIDM00154,-0.7473424681631359,-0.5966111049920807,-0.7464076213817982,1.6586995783356517,-0.5781346988723606,-0.3988854785392459,0.723501959643224,1.4421889911067776,-0.7692630935174908,0.2573309728756021,-0.541996292032201,1.1470438019581104,-0.6964816802945991,2.2183250016298475,1.164894358832402,1.2221428307784992,0.20851293950547575,-0.3422195407084343,0.9369233820169642,-0.8070717576714229,0.5979816139475705,-0.11554076854500057,-0.13445694345508183,1.41379953176705,-0.15324499431991914,1.6811927549393788,-0.23735424249726547,0.10519497589648003,-0.40214756438136234,-0.28920879238158226,-0.29070282795869323,-0.8343751238737585,1.2636440112457503,-0.7505632575516197,1.1332792774254739,1.2847377562875664,-0.5600853948497242,-0.4208071014489257,-0.7373224481966344,-0.6379721382329158,1.2553570052237242,-0.8824270953336439,0.191108785183034,0.9218315067705249,-0.827667857897733
