,POLR2G,POLR2E,POLR2F,POLR1C,POLR2I,POLR2J,POLR3D,POLR1D,POLR3K,POLR3GL,POLR1B,POLR2K,POLR2L,POLR3H,POLR1A,POLR3C,POLR2B,POLR3A,POLR3G,POLR3B,POLR2A,POLR3F,POLR2D,POLR2C
SIDM00098,2.1846337145993697,1.4626265356143855,-0.03493247692925398,1.0405337964855703,2.5760652937492328,2.673016989638365,0.1279049889028989,0.7842514216368415,0.17003524607141116,0.9430601376679006,0.5619549256939965,2.203548747550888,2.147044259131942,0.6772609941452994,-0.24736008019333866,1.0551242613472653,2.6257835092651343,-0.576182835841539,-0.9380247906763399,1.0088759318281324,-0.23029087835395556,0.3360330655286533,0.6594050055287713,1.469672831308971
SIDM00225,2.0738559468126923,1.0957404448076646,0.30921667576624845,0.5561285059289366,2.8602627447966182,2.4500263496244736,0.17636282070138165,1.1478138773028534,0.15040434097526842,1.270873529412417,0.4789462883351415,2.15771761383699,2.314613548220417,0.41891429380010226,-0.4759835164246469,1.099249649791273,2.749037402406953,-0.6687415293089245,-0.36934443431061514,0.5162651007493391,-0.39487078177886803,0.8613955858730179,0.28379795465113167,1.2561314773268137
SIDM00846,2.3171986316716913,1.1667894006579256,0.18947026060087852,0.8237565052969485,2.504129157635926,2.2739114155503244,0.05494403097783953,1.292336661145475,0.2712218629625797,0.9539191519330584,0.6992478341165633,2.265750190533495,2.1606844390636,0.4540727056535911,-0.6281580002598002,0.9704012801754037,2.541312545012604,-0.6129160277412614,-0.7484059763091302,0.6745051202058333,-0.20782563100980972,0.04895703184852008,0.34294965393923244,1.2562998662481588
SIDM00291,2.4067822901001508,0.9842658228553504,0.2659934099065123,0.7020732739674325,2.570280955507706,1.9593671001670323,1.0296436697995197,1.55490154496761,0.3098305244815739,1.303085222570107,1.4683082885336085,2.0283235554837433,2.0344669573648457,0.6128601104270731,0.10823694769167687,1.0236205450357665,2.5485935328582316,-0.44470413164361733,-0.3233018665080324,0.7018495439729165,-0.2623760404460026,0.2565943108726927,0.5349942435473202,1.4779598905805795
SIDM00520,2.091893135294753,1.1041351554119825,-0.15452743952160516,0.683701476284667,2.4970685265407657,2.2206257878130877,-0.06841536509813637,0.9568972341479406,0.020573960673571274,1.2355307534067106,0.5563304736770489,1.8698806399154637,2.3126027381985974,0.485387125781956,-0.5357778322361512,0.7099658122565742,2.388268294192443,-0.615835578714539,-0.5301151840290586,0.92345682650055,-0.34284994377710143,0.3430238049038634,0.12915432352082493,1.2346220023522128
SIDM00003,2.1494682322931826,1.311978924162289,0.3595339839358534,0.8149459486633419,2.6086409255920664,2.413933158284932,0.39485723026544983,1.4723172982118662,0.4250316721482025,1.3627165910703614,0.6056062273696698,2.0596778861769045,2.1615568401606393,1.110766822472612,-0.5778231237606117,1.0584735725293635,2.4663823474490134,-0.5715629361708178,0.9752510780065264,1.128572832239837,-0.11400948067994603,0.5952527886680326,0.43672654178138387,1.4805858774830334
SIDM00136,2.3542351184713532,1.0961115886994017,0.10117974892875281,0.8243315857577331,2.687478559860572,2.3101614525679515,-0.32773005477869416,2.2343349096213387,0.056216655871461525,1.1352003395598158,0.5455611713600268,2.0366776973905374,2.173132556786118,0.019539416021655872,-0.6609747717443343,0.8348242629691673,2.6032735456818044,-0.538587558684294,-0.9159489493003401,0.8538576927958001,-0.5116225512812955,0.2566339557035462,0.16520720292271301,1.2675193294010851
SIDM01155,2.108481915742553,1.3048402322395474,0.2357371707495386,0.5434890690856673,2.5103906420680975,2.6285254919543397,0.24622744523853116,0.983244075128875,0.16020638871635706,1.4462316196793084,0.5499712886449888,2.0155370061950504,2.5511507736158396,0.8486646981015813,-0.4517784796049933,0.9991269637517068,2.6222930408552427,-0.5581329147876457,-0.3084260144113117,0.6968282800589845,-0.4331132928343011,0.5645215848134252,0.2718833310511588,1.423465189210745
SIDM00224,2.073342187359748,1.3146204928018663,0.02455760888027812,0.8919208677454579,2.710463599324694,2.4346164321622887,0.31340581917069943,1.2133557712556455,-0.1161759067239238,1.0278148149847974,0.8027976224530248,2.215904161634662,2.14957922353177,0.45582998429514576,-0.32630464809061227,1.1057601771856562,2.050896889728128,-0.5790366315170364,-0.947064414969065,1.1688887573612996,-0.3119296851165329,0.6191476552184071,0.4108347536486144,1.287117150185224
SIDM00783,2.1946544642022907,1.0653415895140856,-0.018198770364559382,1.0782766292950923,2.528110423423489,2.166921144604677,0.20915860415415868,1.3129183766740788,0.04195488329584245,1.657080441894398,1.088775675480224,2.255630692690569,2.0613745871471263,0.28265901136994187,-0.4784601328662393,0.9947636746092146,2.855556978254811,-0.40216557558497024,0.09470893940036614,0.9088625153062411,-0.16244438128292926,0.35588893232595936,-0.05197395926620373,1.2738605570582273
SIDM00490,2.376252811605917,1.13081259639348,0.15645177013717618,0.37044705410826057,2.7709711606665937,2.485167231878014,0.5415515149671671,1.1268226179826617,0.08286365893174248,1.50519561173127,0.0028248729647442202,2.0874071445191724,1.820979624785864,0.2704660970777664,-0.5273431001785088,1.0563242482406232,2.7619249395256276,-0.7096451315126294,-0.902424597779181,0.4401856746501713,-0.4965167825804618,0.3842796088359428,0.07285704818624987,1.6331548947663246
SIDM01090,2.209769527630037,1.238646078265808,0.3003696913187469,1.2721786868193947,2.6217240454176682,2.257945948000736,0.6914175206089876,1.5300139117577543,0.27078250442352064,1.4489777208348429,1.3305491350773595,2.452986105462293,1.9415609850461226,0.7949849890915792,0.17079396173890704,1.0394196746662292,2.870140622579481,-0.2571792653463254,-0.140071776824979,0.7341224685884296,-0.4210555845225289,0.7268270674128346,0.2963887346798253,1.410384227913957
SIDM00394,2.2971252240382802,1.0070398957079474,-0.11128303633287052,0.45217969458051105,2.5602769383825894,2.2466456295044237,0.3753993278370425,1.3857922181318134,0.11060261004649272,0.6710269213719047,0.42051465694638857,2.5281378926676745,2.305074212418371,-0.26101491118644565,-0.7743084468321717,0.5749647778162785,2.5280394010490497,-0.5546661746501853,-0.9089959176107627,0.1374005724451389,-0.4795632915974104,-0.09116143879337499,0.27414811723514415,1.0520077040300135
SIDM00538,1.841020207264541,1.2575035588991914,0.007627627694729746,0.3197350835234508,2.8863080039994222,2.196028434774403,0.43642904735995103,1.5407902832201528,-0.20061148535809872,1.4430608826364637,0.4902671037834147,2.2203199259795188,2.0620142939844395,-0.09691470207322161,-0.7472388541500701,0.8195041678213201,2.5410653896422533,-0.5043231708242997,-0.7853598352431886,0.12992044699215707,0.1053718383773836,-0.054402527581006624,0.3889627095731328,1.6467333510170437
SIDM01140,2.191850767842764,1.5450822251704786,0.30322836920401675,0.7528613024724391,2.97820616134993,2.414647292674275,0.4282011934612647,1.6484749587741232,0.5072514145651416,1.246032216048262,0.8127034803555,2.448239465207404,2.2348219651733823,0.06715771673606781,-0.5261481636823366,1.1787906774240642,2.7088722256063362,-0.4841310122129468,1.1758861216265384,1.0485033108202237,-0.3620807180443014,0.5264162791430504,0.4607602194792483,1.3479359984936141
SIDM00101,2.3575925034773797,0.897283778075048,-0.013212551370932754,0.6455621188618306,2.645531872507586,2.405479590176064,-0.11027310509687151,0.9443428703527397,-0.02789160232076729,1.281163443430302,0.5718010064166594,2.0914201009852333,2.5430559362481944,0.11875667477021473,-0.5861493497899841,1.2626353411041382,2.6448148309816952,-0.5367138364729772,-0.9147825587197801,0.6928068659761453,-0.5826796905797234,0.5593593678059021,0.23953179449205142,1.2190462418929484
SIDM00114,2.381012106463147,1.0391017105957008,0.25472950061601096,1.736457632249515,3.0020149135855423,2.618061218660787,-0.11976765596170645,1.2476655114191966,-0.005679365936271982,0.9152376360245167,0.5451386694558333,2.3063223290641583,1.6663921084930908,0.23814419971078563,-0.46822535043410735,1.1385740841846004,2.7361558916872624,-0.7115411493010048,-1.0430195620549174,0.676776814268116,-0.6849888270963592,0.8344465924351765,0.2730164418056139,1.798405179219737
SIDM00102,2.0282730486965885,1.422223346442184,0.04142251635971735,0.8592705174156885,2.6279425737754702,2.4402755745371194,0.09723097757313906,1.44020896741635,0.07063433878589137,1.4905592052000307,0.5280892914336085,2.404097299271185,2.3511870651724025,0.18554207069389966,-0.5037914272045453,1.34494521384674,2.5477169915457063,-0.5844728610310392,-0.7851546116184573,1.3137453290852985,-0.5160929433172833,0.6502560569159138,0.12031691207653537,1.4594930724829998
SIDM01122,2.2818593118410377,1.3700383189588659,0.06168666830651388,0.7727299761894048,2.829128875212674,2.3608450219876835,-0.05493801926419765,0.9211515606553122,0.25255936046133964,1.4403639976793863,0.8953610665659407,1.8794150947693513,2.095732456640198,0.6374450729503025,-0.6379939387653364,1.1268190031082996,3.163519750038335,-0.6422935556267917,-0.5807205752920986,0.755444109734042,-0.19662105566868596,0.5435787179605663,0.7125140806246251,1.2600184993077388
SIDM00261,2.159297242595982,1.1809166298310227,0.2500169218179765,1.0425470991847818,3.2894440512166465,2.340596578880692,0.8858443007506882,1.1450835232882268,-0.0824590568087831,1.854565675272888,0.9995352878417372,2.3277546707153705,2.160509986263382,1.3201600071268387,-0.3898235607201953,1.4072991210756205,2.760264964236489,-0.40336948790732896,-0.8642871547837881,0.9894544821049883,0.06754741639072119,0.5044051504104748,0.694657555243729,1.5186926182007636
SIDM00154,2.1210236210176414,0.505936131860425,0.07511982165631076,0.7442987667053436,2.3610754660805773,2.1202996545479973,0.10262927292147556,1.1935951745008493,-0.08424665234058876,0.6164713537279812,0.6067352217166548,2.4146678745082784,2.2223807723069795,0.1519313039205164,-0.6519342914119248,0.7278114626036429,2.458513086492625,-0.5968246962897621,-0.9306104361075727,0.9869635715295085,-0.23518776572209074,0.41511257997854323,0.26137129270363246,1.1866045779147674
SIDM00104,2.1775477246865886,0.8577144533412309,-0.10382636287124859,0.9568239416108701,2.7267873034966583,2.357102019093315,-0.2629482834634027,1.0796262395295757,-0.16233869152959454,1.6316593757149898,0.5942539946722404,2.262904947662833,2.046945820532458,0.03722651781988581,-0.6195163995699425,0.9026624738164122,2.611679749360899,-0.6406831070914192,-0.777159607196073,0.7720626734107136,-0.6586374202791309,0.4440893460561939,0.2283194055369973,1.1897919159825467
SIDM00267,2.177632848007357,1.0773543972460393,0.2515320885528842,1.0367987280509654,2.8442518612348984,2.448461318685184,0.011653450096556123,1.337321069125847,0.29115427528565463,1.0219785134961017,0.8166621420822207,2.103660768483865,1.6467867538600587,0.19668771555298434,-0.38877220260337575,0.7787657767120705,2.415340412799191,-0.43508821374910567,-0.66084500307706,0.6127388588391635,-0.5388164310327533,0.1670782836612941,0.3497104440336922,1.5497234740643961
SIDM00100,2.2424792630950967,1.4816857154604466,-0.010779689365590858,0.9171919915674324,2.761647615405919,2.3702966906903242,-0.10262795069584715,1.2556763971577165,0.34444581959993076,0.9883685411914123,0.6677089333069258,1.7073576642996329,2.47859273259564,0.9328479962986053,-0.5562165798633931,0.6132739165302432,2.819450813204511,-0.6023590521463159,-0.8610307700042209,0.9450156967982227,0.10067838657868858,0.5008400303971325,0.610963211165809,1.3325951161199467
SIDM00826,2.382302558244974,0.9916194650213226,0.060867475063200026,0.49549483866899674,2.2482666395024373,2.2551194046539655,-0.021645058305214945,2.02547581145609,-0.18415674808668123,1.5813685578666874,0.5351304459515989,2.4924177936372214,1.5668901627835605,0.2565544546632482,-0.7519934301315316,0.9189689225518027,2.67073804112484,-0.48798373659462085,-0.9605680139524174,1.010163941732245,-0.17532246465690646,0.6836513894675004,0.24184716233454895,1.5681563030992638
SIDM00310,2.111644828213533,1.04196806526519,0.0656152540602989,0.9064787628987896,2.1898035343973383,2.4010022951245418,0.8232539420703536,1.436983014596764,0.4317667678903064,0.8327395782077046,0.6471510450951445,2.43936637512846,2.624031076068532,0.5607560614169413,-0.514678523856934,1.1528636012686997,2.2527097703530377,-0.42261169853425296,-0.8417549223313694,0.8196842001696579,-0.40083951242783084,0.4850430089262064,0.14975126343817544,1.3670233209073994
SIDM00482,2.4907554737589654,1.4549720825324146,0.033592693624992086,0.8634198703478008,2.2311961938809337,2.302033209834209,0.6413417425106691,1.7036544782799,0.43494440759172914,1.4534225875190079,1.101624894098154,2.5212547048598055,1.7022500598413395,0.6139350860193287,-0.3095467498456569,1.5292404011662786,2.7780744830123463,-0.5230592329361077,-0.22812140947010026,0.8451101433558864,-0.3821556265361455,0.4418687271657528,0.6804835998156181,0.5003088425983099
SIDM01247,2.4377237916507792,1.0849513922812195,0.26739079668820387,1.1465389294519637,2.0564019343061326,2.4848050090802163,0.5114061269671921,1.5275778360932817,0.024100368325852814,1.363946043501667,1.324736922015577,2.447745741305307,1.2705709540453354,0.06747997772303432,-0.6099368558315243,1.1439895194016254,2.9256724402251626,-0.18220532721851726,0.007983449682689225,0.6813888703537678,-0.18724680928363777,0.9771260341846679,0.6296042225332134,1.2330958547739388
SIDM00817,2.2830939727570625,1.2575087773773204,0.16008140253619502,0.860751339351271,2.77755331035135,2.4617196804322856,0.01769251560732558,1.3961068449952763,0.1788663547875663,1.5495473157511912,0.854168563070482,2.2249091502957037,2.2547400267777413,0.22687428958913577,-0.6844651161465849,1.5551666400377242,2.3527693496944946,-0.4442937133656869,-0.3547848599580516,0.4557862608471497,-0.6589252824240593,0.5526852842988519,-0.198694554779464,1.268206942514097
SIDM00448,2.224968654477686,1.3297008389537204,0.32283987645364326,0.899952154444004,2.5383636640344,2.4763927484066333,0.6801971443729468,2.038090130964438,0.5441172340697352,1.4682915410095678,1.1445495351930277,2.303657485090685,1.9406565745358213,0.31135664968587756,-0.5113971578247724,1.4042987536201366,2.997436738108496,-0.4279122520642057,-0.510334317357046,0.9341263097711549,-0.14617228337074478,0.555347985775791,0.7367237352833688,1.2810218460312404
SIDM00086,1.7188366321311574,0.8407097061486182,0.11819240093331274,0.42629804027865253,2.48139400998919,2.234097816310429,0.10247441642303552,1.2946353739133352,-0.3268962756498613,0.9488864247772978,0.9314175653415574,2.5157667738045584,2.133022862740145,0.6838700570960755,-0.38165041291556645,1.2340607697226327,2.449696735920359,-0.5990372226581259,-0.7297187607416111,0.6539192079338074,-0.6646051758205954,0.22275738983067472,0.41422048514569737,0.8637327125804886
SIDM00466,2.4259707890460454,0.8045099510864676,-0.033670036420630954,0.18814919325054272,2.6476608446442023,2.1580355238114306,-0.10656334727043226,1.4682181951580189,0.23631727915686715,1.4653613471043894,0.20406132396991178,2.6310457444837905,1.9001666347493191,-0.1378935634044993,-0.7753628940638355,1.1173151600746827,2.730985949294879,-0.5699816962238805,-1.006630825838752,0.17468164210259748,-0.6576813098399233,0.3366284137974057,-0.1567347460425113,1.3307610253438853
SIDM01132,2.1348448654556624,1.3782352488516334,0.18364974761476335,0.7295982480855402,2.770804326249633,2.4107721651801857,0.6377049500173688,1.1360883819742855,0.2670438100282319,1.1822615675102364,1.0137865581320635,2.167945323716953,2.3227379570015545,0.7055157870037762,-0.40299643946971087,1.3758309992041553,2.83084730627892,-0.5224791649304388,-0.7576134379428713,1.1629407929020985,-0.2771354716533973,0.6146446936188037,0.3015662431347996,1.1549829422538003
SIDM00465,1.7828379760867987,1.396091799169414,0.3470724952105972,0.7859725072121203,2.485969472629433,1.8917840965750434,0.05427149743832086,1.6865050154343257,0.1593947961822704,0.37808288181922656,1.170993759328714,1.7638389647094044,1.7576199850704015,0.3302472141534514,-0.5010250993375448,0.8731970875940062,2.850567048210939,-0.563131443570784,-0.6753011151342548,0.811754513272819,-0.5376180233307364,0.23667571549155028,0.3654007025262639,1.0576136341040339
SIDM00565,2.5111695825622307,1.1623485151105701,0.12272219411974122,0.40925647985131963,2.6120136152020246,2.088923511058107,0.20020904167922976,1.206934556235903,0.06928305625967957,0.8535587326713526,0.38946280761550395,2.288124181003056,2.43279366442572,0.5465464498514413,-0.4013558265965722,0.9323463208752865,2.4697495220826893,-0.503233293929092,-0.8328468564109236,0.9095275007870288,-0.47961487886694965,0.5011521349834753,0.015878347473685283,1.050625891909316
SIDM01092,2.3341525939729872,1.4235402596731888,0.011511182478184046,0.9201800051873033,2.4962022143377904,2.278177630287017,0.1663605149073656,1.7548538628218244,0.5551259429873767,0.9788723750095046,0.962174768212707,2.2797770599046534,2.09735686204938,0.5473364580119927,-0.38249853915781157,1.1055340630238015,2.8152590486829037,-0.48753064462315193,-0.5505195383333644,1.1606835742777706,-0.3686303029834592,0.2868469309719288,0.3359250505948736,1.1378010284680573
SIDM00218,2.304967407492902,1.1787851028360088,-0.06798167027359907,0.8631068790307873,2.952052602155243,1.9677917976835342,1.501889015981894,1.643473974416514,-0.08525975746810954,0.8023661781590882,0.7683927696228919,2.4295883845311956,1.8301051620517732,-0.22234127840660037,-0.8053266502243788,0.6977530211475248,2.697850741625003,-0.6082357145670686,-0.7413495776743279,0.28172623129826163,-0.24293320847323455,0.3626999369760103,-0.3544095892618913,1.5937456981216658
SIDM00044,2.070390621948074,1.043418079199307,0.12264771680532456,0.5325302302652769,2.768712634568305,2.3652989522595282,-0.2829020455634095,1.215945662285679,0.15812429400336422,1.7202930380711945,0.2326168600750396,1.7752301981590848,2.7957439144426197,0.2660256898141241,-0.6606130056069809,1.3952938125904282,2.929223203651734,-0.6080931262610536,-0.4656553605266529,0.885885393809272,-0.3748860753353513,0.4817229303150769,-0.34782232147013575,1.089629557665972
SIDM00362,2.3383623954782813,1.163612995152201,0.1758787606388201,1.0704093467576519,2.648924649001157,2.4000324210031736,0.4118375921864571,1.7515997463115731,0.7213268843574512,1.3977339017099446,0.9911488068964351,2.2643764714004266,2.0487467723033768,0.656686470204748,-0.3447175226593027,1.4751912485166059,2.976896630984198,-0.5226278070380166,-0.6563179816202526,0.8514048784429421,-0.22067150292756643,0.4975374754695068,0.7249846292730397,1.1968735507630848
SIDM00813,2.231393577762758,0.9503993580214721,0.043457522653454296,0.6809434754324287,2.334566602511821,2.285119764581439,0.5591871487040216,1.5776132157819311,0.4069140329496922,1.3314113252925825,0.830059124369343,2.7629233226356047,1.3675350001342625,0.05594515757473273,-0.5387981517701469,1.0940715330785846,2.767512038231854,-0.5811775436309197,-0.5975624259083919,0.5804058598753955,-0.41708838966604594,0.6331459231410975,0.13256264577188215,1.1559536119213567
SIDM00364,2.3705461346604073,1.280919286044831,0.02345167077951781,0.943272970041667,2.342114890139207,1.9733650517130734,0.27899009998940777,1.311505990102261,0.48006483796831706,0.959135775480028,0.8830781873392852,2.1599882049691543,1.6365931331006773,-0.08362117335099639,-0.26306994609502143,1.944935980843611,3.291800118655279,-0.4545715861838378,-0.6773910778129997,1.009927373674339,0.0029580363959446493,0.276344313075661,0.20869141939544542,1.396665590236809
SIDM00792,2.370750279546756,1.2576660723230941,-0.0014828298067723997,0.9246522750197705,2.4407462467881698,1.6872646160580567,-0.12532064529188403,1.4767259480899944,0.33016486594886646,1.5791886021564854,0.6469484521764848,2.9185525495671865,1.500994460759341,-0.06822463500995549,-0.7167173815964332,1.443105969830375,2.6245855063090127,-0.4594203332972625,-0.7807337799221552,1.102648521461331,-0.3625448265677634,0.6606143037005822,0.43421530745923276,0.9056848412382913
SIDM00241,2.259100549676881,1.1300394964712988,0.18577230016394838,1.1662261445270288,2.7401147542674145,1.9013980422436516,-0.2452571633488858,1.0042665013245824,0.033403997253100184,1.0828910955603952,0.6921452430213808,2.3632134647404213,2.1835169288362826,0.7460673569167897,-0.44596102147675837,1.1310834480954461,2.7745287272587857,-0.48967672850199023,-0.7559691059054574,1.2091291784285148,-0.21308930113423583,0.6360935767488196,0.37108574005933637,1.402228892954651
SIDM00091,2.131604182448192,1.319598362432578,0.00976671470725336,0.45977596991570435,2.5131513754157297,1.6908184048381538,-0.3851476966081676,1.3278137824787135,0.15697701400347266,1.4634779343660738,0.5690083112502308,2.424534047148724,2.6902921395647117,0.6906561708809389,-0.659817295753896,0.9794598784239329,2.6583576537230504,-0.7359460720099911,-0.8829036120407449,0.32321713804687596,-0.45110282681210356,0.4435725700211712,0.28621734764583917,1.0414376137763637
SIDM00427,2.4221244688792622,1.4223004859609663,0.2273962835034475,1.1711074298797852,3.4528904460713985,2.6390244605573496,0.10080633507794372,1.4854680115540382,0.05183880328795439,1.5726147061375189,1.5093710655840265,2.347317238333245,1.504379898431725,0.5818640892263632,-0.4499525174732646,2.172797005322174,2.7936084177328464,-0.4532615994747785,-0.5224553689024144,0.849146784413275,-0.5549501329154007,0.17599245720740817,0.5175529557981544,1.117476725751298
SIDM00758,1.665266543424068,0.8998766187228148,-0.04779190775725649,0.6253121126508185,2.6560035260704264,2.796829483716155,-0.16874319139126626,1.1507537303767195,0.08759987826862656,0.7646023017069072,0.7274920124911398,2.613403593421953,1.6489736355470566,0.43882786297296134,-0.6509736239081666,0.8944588714742527,2.489735659438972,-0.5149069219302737,-0.8217357571878514,0.7071058794357615,-0.6706347709365453,-0.09138235851273808,0.1808390238794178,1.0649504256989208
SIDM00612,2.1367275676230855,1.2421224706030063,0.2337012458460133,0.4974793393997229,2.448818230584629,2.3539507477836463,0.40614258735510445,0.7832358599620726,0.17935690678440105,1.2030312154936007,0.2612224110458774,2.147065752188733,2.4884035111752945,0.48996589383172057,-0.5026597147714107,0.789564431345252,2.5747479181120387,-0.5403679326049203,-0.39702173721828005,0.5828827835610251,-0.2762272130083911,0.5368138314420833,0.44873565379969477,1.4408827298371472
SIDM00553,2.3450175636579957,1.497119002452384,0.2666237555737178,1.0704143358293041,2.6379332678636276,2.311412362042214,0.37183031613530787,2.1697532235840584,0.39360131834386325,1.2754194575837832,1.3368059033340824,2.2475722960994844,2.128575530494076,0.8169396159263304,-0.23331466214358876,1.5033877608040815,2.7328912616892063,-0.44496806012144935,-0.2685215035309199,0.7407878402756333,-0.32674293618225836,0.6937669866187,0.6043319032751336,1.342601868472628
SIDM00343,2.308872723464674,1.3490962415405527,0.1758764669348299,0.495986394530921,2.5480925449290077,2.271532692583572,0.6115492355717354,1.4151667329568722,0.020160404935142637,1.4018348207031144,0.4940243335126466,2.2552728073917416,2.28291160928114,0.5992025924477746,-0.6538932765120546,1.2223041353831565,2.5198257336591756,-0.4468521833532918,-0.4244461722935678,0.20402186346608975,-0.5795623026032664,0.8372835331586482,0.07430757055852441,1.2360947678466216
SIDM00543,1.9097479804462343,0.6530016432167198,0.27271930483880846,0.8103032728951947,2.531497659116404,2.171780383839118,0.6429516376270462,1.615981129480667,0.284923449280875,1.5484939992157565,0.9394299804768547,2.542188343717912,2.32681245163272,0.5142338777755477,0.1408772056368458,1.248140914340645,2.5202206259379865,-0.5940562653053323,-0.077228452383036,1.1030914492540038,-0.5916476161259714,0.3083095522023171,0.3857456741480736,1.4096220002996305
SIDM00537,2.0626363889676544,1.1486978661293383,0.2759490818123571,0.8864629973231863,2.6791880914839856,2.186688012763077,-0.06851762352826304,1.7215462914606516,0.1785801504794529,1.0167478870099809,0.9450810718293254,2.266898027209245,2.021567931982738,0.699794444694354,-0.38545869478758227,0.8580494874188964,2.742444907819822,-0.37923022724804395,-0.8349284115100208,0.5297890027714821,-0.4831527492974646,0.3757713435519127,-0.024644868418214855,1.3580926463115763
