,CARS2,DARS2,VARS2,YARS2,FARSA,SARS2,RARS2,LARS2,FARSB,AARS2,NARS2,IARS2,WARS2,PARS2,TARS2,SEPSECS,MTFMT,HARS2,PSTK,EARS2,FARS2
SIDM00136,0.06349561448741167,0.6868441407042768,-0.5489931860740722,1.4882536491043308,0.36633083561440105,-0.41201669723669765,1.7936300233719529,0.3321387894241487,1.3776462094987398,0.45766188153151244,1.3924971077097703,2.176456376453412,0.4309357206948909,-0.659636796087129,0.225747945012142,-0.21565743841786456,0.057462639293812616,1.156174831200136,-0.3977186301470694,0.1953519064331238,0.46364868857846847
SIDM01155,0.018691599373847883,0.7490093462699101,-0.4137959718809083,1.3188294816863022,0.6885523976331002,0.0281710041846376,1.7941333613152437,0.8036341838216224,1.9464451874290822,0.35407518811442157,1.3289563245388278,1.9916191238934255,0.08064817122324948,-0.8290114951335519,0.29513423945645906,-0.44149743404128766,0.024173137602140404,1.2210092087093052,-0.11059399496770077,0.03237200951105894,0.7560805881175857
SIDM00224,0.12997455320477555,0.7858224314772757,-0.08088153411314589,1.5374413409288672,0.8733130330315565,-0.03602780332702055,2.380286801243338,0.461851886557864,1.9783574409703606,0.8720024763395946,1.1572250388453003,2.3028755454491283,0.2873738135710833,-0.7888158172069804,0.6995700941544164,-0.39109763501419975,0.09552791705084954,1.335378289090675,-0.535885064553899,0.23433142775255483,0.603888919665796
SIDM00783,-0.30455826252925355,0.7481486085832424,-0.34662515628768004,1.3268244457843446,0.7593111558887631,-0.049789289917539975,1.9120129778951678,0.6043791543672314,2.0346543600931315,0.05775875936809756,1.6049311676168225,2.237079183531034,0.15553992591867663,-0.49673998009691656,0.14627459277435226,0.12879070451025662,0.03426872631900197,1.1511153169384645,0.2411599310046831,0.20567136983169304,0.051477383851526275
SIDM00490,-0.2591402714711188,0.3606472377514999,-0.4160911144201061,1.119745754099257,0.8005103467126037,0.4882790931220068,2.17330412123217,-0.18483473096570344,1.8535213779426782,0.07423266804185386,1.0702639525947197,1.9241912143579265,0.19701844720344547,-0.7541228976454208,0.15429949875496962,-0.5433892465879485,0.03070138348277081,1.1655501645514676,-0.4904429733098727,0.0472968882922753,0.5015322151661898
SIDM01090,0.6353703000974957,1.0337840586152647,0.07761805579077687,1.9409851786020604,0.7676385726906149,-0.5775725876413588,1.82114600047238,0.8110566988331404,1.8168295229458786,0.6964412370490172,1.384813201859927,2.2242142004849996,0.2562046217196448,-0.5508543910561038,0.6335288517788387,-0.1653243171408553,0.407674221997087,0.7449256118989318,-0.3166823323911599,0.18324388293394708,0.5741085212275329
SIDM00394,-0.20216664075341567,1.172129524838632,-0.4978894627244017,1.000956915007835,0.5353863598037277,-0.518701784806727,1.5699440486324654,0.20752969809430546,1.4964490624418838,0.07885109583655907,1.2218073527509945,2.456496002433667,0.22970744427594544,-0.7924248263852349,0.3007669530020038,-0.6299469658420624,0.1605641194409998,1.0220921358303747,-0.2939049675582074,-0.14827011957345262,0.44004901920067824
SIDM00538,-0.4432558409583476,1.1119640329344096,-0.6196418106859207,1.216334155560601,0.8457154988966733,-0.258594736227967,1.8030546207552134,0.22186177150076594,1.2234244287702736,-0.03568042298925624,0.9031417576709144,1.9800355585745355,0.326806033556552,-0.85395295615655,0.6152002954561285,-0.2167609997982734,0.14495025328955133,0.9052441473484598,0.551013796582207,0.06672741271123028,0.04212118717382445
SIDM01140,-0.18460418751540858,0.7490572494108115,-0.45782044516692266,1.7008604797325761,0.8557782108647366,0.40871134847951085,1.993014235926216,1.0028206746327668,1.6045998482805024,0.580503962288336,1.9309939865051435,2.045104066182397,0.2085423493027723,-0.6402314529449453,0.6622239839520487,-0.2599602114101683,0.26755774623441425,0.7041921526450005,0.5888463980968007,0.531051246646273,0.6010175747524553
SIDM00101,0.6089085814206496,0.8895799280293705,-0.42827941123324886,1.5272728693991977,0.22170984675404928,0.231593635015136,1.8777476755029885,0.4757242587752245,1.449553598776997,0.4504405023019727,1.4371533927343358,1.7712123087572562,0.14348339192730428,-0.7580086436037498,0.40598368764520765,-0.2998342460848551,0.16818825506817284,1.141263255406934,0.26337784129734687,-0.14090314211673882,0.7147886643916574
SIDM00114,0.024224479803273614,1.0297898775889893,-0.4271763647241155,1.3778863244016664,0.46256002389804385,0.20146508388997542,1.9484477985871862,0.36849895679219347,1.816967906407832,0.8628940053181327,1.5600905122177853,2.5486347056297443,-0.13694410382760208,-0.9023567995306885,0.49630593407573853,-0.04037593239650925,-0.1642379188791292,1.133729542858078,-0.10282488036595666,-0.13153367836875227,0.6451118996902159
SIDM00102,0.41719120066962634,1.500677357032757,-0.5146830247762942,1.0890164044012194,0.8193222602334104,-0.031016678002412798,1.8361094929857469,0.17053461561196864,1.6926228019560445,0.4948365271263831,0.8166511180431758,2.3368056704719966,-0.10800525609623104,-0.8802700421931294,0.6314480995244038,-0.48556566831309633,-0.251997670086459,1.2038431195212378,-0.6134182454335543,-0.06904386423234649,0.6575814802970359
SIDM01122,-0.2573253563113857,1.1291453977418375,-0.13841560612254344,0.7745813175134927,0.6290635314410364,1.0459920106836644,1.9390092218211403,0.32065445609163906,1.5010077452856763,0.36784291943658365,1.3431546121307485,2.4105245810823304,-0.04079158518844511,-0.6787707566900464,0.2350108480232158,-0.1880760833043534,-0.1324183961871798,1.1990965336245987,-0.32635365818661205,0.009015424911137292,0.33836985460632624
SIDM00261,-0.4216447687357129,1.0176040991925384,0.13218755304274454,2.120163733859375,0.7744990699258512,0.12172048125727271,1.5773482818578066,0.6445409956086185,1.7837160136962216,0.9304388599872067,1.1822096043279535,1.9361342461195274,0.2675081574543948,-0.5548306537654344,0.6386991213455443,0.02022069810092233,-0.15587110995477502,0.9422183179632001,0.37711327317334964,0.15683183539103332,0.515388795358672
SIDM00154,-0.1767362082676169,1.102004630549833,-0.27988384085463286,1.4462629419037516,1.143384077163303,-0.47123767915515047,1.3406822783369305,0.7055269983019173,1.4049267640646306,0.25869956287749357,0.6373610269517903,2.1273122318810587,0.04599196186113281,-0.7340929183311821,0.30693349044066454,0.0965540453186112,-0.21069506253116063,1.263446260061241,-0.6647038346599737,-0.10940571090454736,0.997035984580398
SIDM00104,-0.10991894594104906,0.4397615146277599,-0.4640131027075922,1.4921780870301309,0.6420478790134184,-0.0805012635345667,2.1615088744942392,-0.014885586483425977,1.610109729336078,0.5610318994872994,1.2622809643597863,2.1716246165067417,-0.3598896667857648,-0.8299130358483058,0.3753358737714728,-0.31456607548703525,0.2871785234209859,0.9846687637758184,-0.22271322105007438,-0.2267692381755268,0.6963135773025447
SIDM00267,-0.4719075310494492,1.3054794885145318,-0.2830682603142136,1.5601292406458818,0.78933994705369,-0.3761023927229091,1.7831453329975855,0.19836440650879053,2.059179501004464,0.669019222885546,1.5457319000029415,2.3442113781224836,0.19917109344049683,-0.766925565005855,0.19369946067189509,-0.362341986207585,0.10678778118478612,1.403865264422534,-0.42043336400038855,0.03227214425525566,0.864642230485326
SIDM00100,0.2004435336343389,1.250593590072675,-0.47201150493957106,1.6829940663939036,0.9797924708957875,-0.36467907185851534,2.091743502611447,0.6204530762710502,1.158735646395041,0.995000868647689,1.4271408751718355,2.120931401980336,-0.12745724509727954,-0.7053811257323965,0.5099204467349039,-0.5411211591827104,-0.004908514401562116,1.4384472388893157,-0.756461297587283,0.4606052337021477,0.5756435226444939
SIDM00826,0.1793231943839887,0.9332222018661293,-0.2939367730816663,1.0245493432350832,0.7603653626260399,-0.3478448613406161,1.2733864984152803,0.07617022143230284,1.5151556165114946,0.32880175035991377,1.119674961016267,2.13780556397045,0.06941236756432191,-0.7419999546513046,0.8336990238757831,0.2963264488596673,0.15703691991506755,1.3523325158223962,-0.4146585102983286,-0.24876010996340034,0.7778330494692932
SIDM00310,-0.017226773292300292,1.1474541633751085,-0.042672329448640973,1.7376777781258654,0.8557425200173282,-0.4552492023848249,1.3760993218233077,0.4168619789909936,1.6472114422368422,0.5001155999404169,1.1479454986484154,2.3165739609050044,-0.14339855313969765,-0.7809773522737262,0.7231355039034567,-0.7039124433139042,-0.05690256195569075,1.3300504250552696,-0.684254361401239,0.2945815614430118,0.7545064986932678
SIDM00482,0.07199365902045385,1.616153149646606,0.5277224974072063,1.7519938738508052,0.9740700440120529,-0.09275576829231617,1.136092159852483,1.0985035185173275,1.9842947279765961,0.7377631480991924,1.6629366590673416,2.295470563499379,0.9765596156396278,-0.7908071937296198,0.9355911614792084,0.43482125656295817,0.20541987862466224,1.1139695213290122,-0.21274660262779627,0.2898845265184218,0.9317971163514174
SIDM01247,0.4409882654576614,0.28223917666954945,0.21082821197233784,1.1684076012860478,0.5723452912336863,-0.6695509578715033,1.5657391272314791,0.6843831250886189,2.09159945726834,0.2683053630975264,1.8114157920625655,1.9855176978733184,-0.03954437293205513,-0.7301366348391126,0.829704094828547,0.3682591749263394,-0.011033448864619242,1.0991780142976557,0.2306516403259479,0.17541497811664747,0.8411434730130192
SIDM00817,0.6517580919028745,1.4556232016319264,-0.4398918776791277,1.6977988613679846,0.9308122467029204,0.8019011524154719,1.68646896477713,0.14168097924824713,2.012524828819298,0.44074898810665025,1.6801881349751446,2.4741760111612447,0.4502805212276661,-0.7883696875188875,0.5632804667016226,-0.5765295833351491,-0.2170145628391165,1.201222126712165,-0.37551675576387933,0.26172351974532027,0.8997014321821952
SIDM00448,0.24715306279375215,1.0146455351529147,1.1134455012020905,1.5188867706339544,1.1588589155785964,-0.42622951479681914,1.8655009308661303,1.1130080334542767,2.212434114677239,0.44699781087987267,1.6872421189361653,2.0788288366154837,0.3808675226633922,-0.8310802497348326,0.9649325997738786,0.38128335551359965,0.06629692919699562,0.2438762849777145,-0.5581121645259248,0.021725898711647405,1.045344043289594
SIDM00086,0.4007323000587567,1.1091699487640385,-0.32199347432810554,1.206077548879658,0.6797970450679762,0.10894582917292528,1.7933324679232978,0.5325890186383635,1.4312340591716142,0.49178211833713165,0.8431666518272478,2.1862354949176845,0.38245266901317243,-0.9136673477708512,0.26440145587947406,-0.5897859223362699,-0.10246366257375276,1.1418095949129317,-0.605428385736428,-0.34696933048305906,0.38283125598731943
SIDM00466,-0.5254165615046351,0.42363321522385466,-0.5475877416206274,1.172333868334849,0.5083620492876438,-0.15411391064501648,1.4551075312685853,-0.002078466760310521,1.62589124702749,-0.049776638940579584,1.1402235004006742,2.2215135458772903,0.08319310686427682,-0.7894527309083587,0.602500461076941,-0.16844710824552625,-0.20481016033812463,1.0448233939864071,-0.5619129691368431,-0.2567941504614823,0.20161443470125942
SIDM01132,0.039253986205639635,1.2136860187593352,-0.01315806837286378,1.4628069239880566,1.0906402786357352,-0.4032160505984186,1.9596999537993605,0.535493604234547,1.7164166639741572,1.0584364535601056,1.460275905808459,2.2999426222891044,0.5093303240105598,-0.8111646104335408,0.48556647319716684,-0.5259219819029672,0.18124083229020968,1.2252316533618444,-0.2486693260665116,0.10872628670333183,0.8633965693679996
SIDM00465,0.46516399299350353,1.32292473810866,0.09142974765654847,1.6805156892707926,0.5410329848356882,0.08115615262685698,1.3752133675268103,0.9484188925707557,2.020397293911789,0.21488692182653119,1.3665164139106039,2.7529644394722954,0.3234674483035473,-0.6972685009072599,0.699016817013297,-0.3844403970780705,-0.1754869962950919,0.904315570155719,-0.49645229334823177,0.34423461760928603,0.3634473971440954
SIDM00565,-0.07735805647289196,1.340356471191006,-0.49979770426461695,1.550265727942028,0.6280326348822837,-0.19267107074771925,1.517087739914766,0.4874156756269321,1.9828455429532275,0.039464985201242864,1.4783999216868273,2.0772695121556795,0.1892810204831496,-0.9048510850372479,0.27606497254830975,-0.46008995565822897,0.011299194472637797,0.9975683702221252,-0.6316096632728692,-0.18915930611487153,0.44534965709711993
SIDM01092,0.16344892203853786,1.097570325690155,0.16233888279404984,1.6061538879840935,0.8089171987843669,-0.48539604909606276,1.8002256631022502,0.8089369987617924,1.8713457994722442,0.7026298775579551,1.5276976759239556,1.923901175310615,0.6018549528502453,-0.8528310943816892,0.5895381434371783,-0.060190876072398626,-0.12454252609092685,0.9519235727723145,-0.5491073694255374,0.10986590458191298,0.8246597952766349
SIDM00218,-0.33524486901380696,-0.5850978299693398,-0.4500097499368896,1.5771377516568932,0.6891642672195726,0.1326164500864343,2.075049122110079,-0.30102322407073906,1.2195102740867145,-0.5268384130562567,1.8673350110105298,1.8612985549757446,0.42261356021571256,-0.9331325191350226,0.507202621090236,-0.42994607013028746,-0.14756062891053262,1.2019685436337595,-0.35076718539844537,0.011488770122366635,0.567854645157705
SIDM00044,-0.19586560938600964,0.7918044810925987,-0.4902503218732636,1.1866120133075764,0.5038052049404095,-0.13655518735472233,2.0281668869651948,0.7374326193916637,1.7623159903028147,0.1983674265172968,0.7509260845557365,2.4006313955027263,0.1044815456949766,-0.9676440403227335,0.1143302523447447,-0.4153842037100596,-0.11876630208724384,1.0024457458711247,-0.4455156315950612,-0.14188228517812487,0.2937899132261529
SIDM00362,0.17179146932192066,1.6316421584830145,0.26578966984921704,1.7400957495602876,0.9828988423450905,-0.4727239067020397,1.826990355219898,0.8701766901791091,2.1202854545694287,1.0109826047382446,1.8257163080453291,2.1655659417374276,0.05371054636648113,-0.8061902391234306,0.9406344870052817,-0.06415545115759777,0.0011707196149160731,1.0258252218151933,-0.22635505519562857,0.25313493153772304,0.4633828981469619
SIDM00813,0.03867845231566949,0.6441454714210834,-0.11694351543079101,1.184303443299008,0.6801125696187715,-0.6630444186887714,1.5904965263337727,0.39209689889925253,1.6185876608471197,0.6320930738150047,1.2910249295031422,2.022746006729285,0.3246595387616306,-0.8615993144929028,0.602347370208034,0.25465947071088163,-0.09763498914625461,1.1219341839009285,-0.5846055845198893,-0.32797342301665666,0.6484537861132568
SIDM00364,-0.14999104439076646,0.8807886379752375,-0.36487425325693507,0.9745556177088659,0.9914866567976188,-0.5401103232260008,1.7829795076752544,0.7710926272407133,1.8541222408237925,0.7941277031455023,1.3434359511662552,1.5601118111851433,0.024036597596161818,-0.8899486018087159,0.4698457911331071,0.4540861737457175,-0.1377456706969594,1.2655950080193725,0.13587501278149047,-0.21199196617053034,0.6621228164663198
SIDM00792,-0.5239773039284672,1.5806218159365626,0.1738839328513501,1.2701449205117712,1.1879367411031823,-0.5601882819411048,1.5748988351059472,0.6303018687591488,2.076722510390198,0.6047334447761057,1.4728063060572811,2.2671135021712323,0.069858664931869,-0.8035892245125597,1.554788755844629,-0.002724240077753764,-0.11544019230661953,1.2581979144450623,-0.2715808126491571,0.06958263822549923,0.806597938435627
SIDM00241,-0.27511443139406205,1.1818083454928328,-0.037088770754226126,1.4548860182570937,0.9179744362699586,-0.4592056768376906,1.393040445778201,0.2699959730044657,1.9750393616177193,1.1308512456550472,1.4782804059092045,2.222228724981522,0.5555396914458041,-0.8067392106219862,0.3511836527564608,-0.16749212315046494,-0.1510221441475915,1.1981350693765283,-0.308086479698057,0.0491543353197574,0.9159410869170448
SIDM00091,-0.06379447397486747,0.8397003195850942,-0.30182453002025644,1.1547441131599958,0.6567232211856863,-0.262837657015166,1.5774696939357862,0.5511330685480836,1.8434804096337296,0.09859657030902391,1.2027199416662309,1.8308966314342212,0.2522604002011561,-0.8118304128910233,0.1821335770196243,-0.45983450574330575,-0.03799223827547959,1.2988000214931172,-0.5489347415464574,0.20625599042050782,0.48476972191345724
SIDM00427,-0.21654888847888787,0.8915124051820021,-0.46428893199083976,1.8673179594126734,1.0826898264335751,1.0445319825980424,1.779799117367324,0.20660821003635754,2.133500813344517,0.4595221140389603,1.7317479013789723,2.297735674846687,0.09317436727173584,-0.7607427367089136,0.23313355646939513,-0.2290727449454814,0.12186535924677742,0.9377793503359404,-0.1062718877244022,-0.12940012362893233,0.4788894197519172
SIDM00758,-0.6121817670668646,0.568407357755043,-0.3528886512869638,1.7600782020154837,0.7382296608625724,-0.548007217131567,1.1498230819111024,0.11517206168961243,1.3046971141203367,0.004233541900854545,1.4471888035640255,2.332081239083957,0.09262694591069774,-0.759666602080287,0.4672906050926159,-0.20658749082326086,-0.17090629381561176,1.16806652510553,-0.5846743311609152,0.13569659972249148,0.3083058270391621
SIDM00612,-0.34314108874603094,0.7068393537859676,-0.29013622598394584,1.0640257151087822,0.7304458667431079,0.09996371183268521,1.7248225411095899,0.6482795287999032,1.97912416259035,0.4002257102567547,1.2057067893872933,2.04391709057247,0.08500355635010508,-0.8471545894120928,0.24655944963355722,-0.26660258080409566,0.04825998566968559,0.9228591835620903,-0.543965748901373,0.10548384349644893,1.124009210309445
SIDM00553,0.8439890062266188,1.3055818705565663,0.019382605801075807,1.7108140056295253,1.715729976131093,-0.31323129936626687,1.7233806555971207,0.9550302544635855,2.1097850022756335,0.9157060347279437,1.6717659139076575,2.054003272171348,0.31910743049459805,-0.7235025956099653,0.6755979552349389,0.08091330074930626,-0.01859940393096885,1.2435594908985113,-0.2724016732065439,0.26653923336057733,0.691974454748643
SIDM00343,0.46068631529407633,0.9968590493793346,-0.27382059992297686,1.0466406312379632,0.9956316875084666,-0.02520279217334778,1.8246825544096064,0.32912113592107956,1.8756604028828547,0.3592484655973972,1.2086795514418704,1.5554858756013037,0.012343843065142893,-0.8529853144153836,0.2524759119083135,-0.5584986640993995,-0.16800958115017753,1.0245714812198246,-0.4417855676395418,-0.11015494140615079,0.32820654297547674
SIDM00543,0.22548825634235833,1.3153854005806487,-0.19298244696518507,1.1781739597922438,0.7149791789394723,0.0008015786811408572,1.96523289700528,0.995080659497622,1.6420940876493886,1.5006938483698822,2.1938755096912836,2.5472995578206366,0.28794773150816777,-0.6654196170769087,1.2286817464877786,-0.6760130609629611,0.47811720005988834,1.4630511920347993,-0.4646270411542487,0.2725304687180962,0.5307079386307002
SIDM00537,0.044344954545172274,0.8252643867581282,-0.14022298042387413,1.3189195052380183,0.7055122712729746,-0.5103697707871382,1.8865656362606786,0.9518507514828005,1.488050902494818,0.48836711953173795,1.5755790592040164,2.473955219892263,0.3962047152475687,-0.6219655986385458,0.5479978547239517,0.4454196721449763,0.08423884840665656,1.2801207786785416,-0.15450307019170217,0.23006332587965686,0.6347444397263865
SIDM00332,-0.19254771660321537,0.8762432457302456,-0.05204043477368492,1.8484506670857053,1.6867902677197195,-0.4136939218050992,1.7289561652933894,0.43805568924118726,1.964437900433626,-0.19150978322610065,1.1037928035149334,2.090353324778129,0.0008272530019389567,-0.6436740660658815,0.6470023886034457,-0.024494696440206916,0.05149939679758677,1.0257700690989435,-0.05704129977605755,0.4957846026491949,0.47740631821370466
SIDM00299,-0.0903047825851593,0.8262132763754668,-0.4258888743663311,1.4633991172468304,0.5298399717744522,0.23860988687924012,1.57095360164216,0.6237512042286324,1.6909541024638484,0.7678140049137616,1.1115214388675443,2.286138793156129,-0.1445414948917338,-0.8172645362893086,0.47676397030355255,-0.42457561351439144,0.1613960368374928,1.1180303851569788,-0.1570518055479072,0.1932200864016325,0.43105135425860014
SIDM00308,1.620859243884902e-06,1.323979818242088,-0.24765427438017348,1.2695080194278843,1.3475805852023552,-0.4729209695654068,2.153569539316539,0.5089169760195759,1.9567959388594118,1.141590757518983,1.7338939218331273,2.1446570133351526,0.3184945778362205,-0.784778269462476,0.408043796633694,0.07920922163874816,-0.1201933005494722,0.9269467873074148,0.13120863909815517,-0.11695443093477012,1.0605721223342937
SIDM00227,0.1772036949593499,0.9434979423053578,-0.24737502914228426,1.4451703588903488,1.3116799196502844,0.2403930538885291,1.841439289454846,0.6179534779912672,1.595981722179939,0.681461744780038,0.8181717853048194,2.3931917087830716,0.08945129066163177,-0.6790761389319074,0.3587150082538902,-0.28202566529600553,-0.137784919523102,1.3328383842959823,-0.08403908115886619,0.4080139181880115,0.8017789507153761
SIDM00294,0.39838009728991974,1.1614886000355742,-0.08455364140940841,1.0145490196317435,1.3929810155205586,-0.261430905870577,1.807109352252838,0.41994497320992896,2.4862890473484174,0.8221727056476569,1.3604744273178604,1.7941000017264637,0.04522626735328524,-0.9094486047057359,0.41739475600993514,-0.4237050167496182,-0.18926613142279183,0.8102919400727026,-0.29234811441022723,-0.07445496781254428,0.46960088994209265
SIDM00677,0.546825609019957,1.2176633728123474,-0.4488531938097844,1.4791366128080532,0.861519239259673,-0.4953860413732002,1.9224186042937093,0.7339422049945722,1.9299144951764762,0.4382194972306307,1.2909610897890074,2.468174963001573,0.4546037385333706,-0.6836990674597221,0.5334272891786707,-0.26643673702494247,0.10870520579416638,1.3194235743674505,-0.5132668037403817,0.22800518827072647,0.7338240942447073
SIDM01220,-0.46425379997424915,0.9261702760742183,-0.1513400882427038,1.1546440414838461,0.6120760592373937,-0.6651014369087928,2.0547920006906235,0.42712920646271363,1.508197638977608,0.6189456432185655,1.1359383268086385,2.1016411853136656,0.015179878618203226,-0.7762710718809986,1.0031965371825993,-0.2768967133578702,0.009768158542929456,1.1446659911053032,0.2812941317306481,-0.17223087247643915,0.4758120302376816
SIDM01259,0.5906030616028775,0.9145644496406038,0.3422712236242512,1.1085043883959405,0.6821256768291768,-0.41879426408347786,1.709552683922344,0.484992633706626,1.832660583479554,0.39319921586831685,1.263357828446266,1.6748367605486392,-0.168731888240469,-0.6790564442444865,0.999737878519997,0.6347629598524256,-0.03463609719372927,0.7693955673951821,0.08142172586649338,0.20052647511592384,1.0378588467297696
