,ZAP70,CD4,TNFRSF13C,IKBKG,IL2RG,RFXAP,RFX5,CD8A,CD8B,TAP1,ICOS,UNG,IL7R,ADA,CD40LG,CD40,AICDA,BTK,BLNK,CD19,RAG2,RAG1,CD3D,CD3E,RFXANK,AIRE,CD79A,TNFRSF13B,JAK3,IGLL1,CIITA,LCK,PTPRC,DCLRE1C
SIDM00291,-0.7373310882713932,-0.8791706630679467,-0.6766107823092588,-0.4052012196633554,-0.8403273886081908,-0.23525833983577515,1.5364503967684682,-0.9678171566258363,-0.8193126159457724,1.432613599892216,-0.8296941200031192,1.340883017742449,-0.8169232452942874,1.8673121351231818,-0.7921230788018265,-0.65389286044965,-0.9263739845660933,-0.9004089713540065,-0.7690238427744611,-0.7789890911340884,-0.7485616014889163,-0.7736573532482501,-0.95111963228742,-0.8954722868656415,1.0323852932573514,-0.7914136639759245,-0.8096316452178675,-0.7103553914419153,-0.6299542460244024,-0.7819861901450902,-0.8313898153637813,-0.804693650975008,-0.9040334624088546,0.07201822322732532
SIDM00520,-0.7602305232319906,-0.8766055013147832,-0.8823976346185473,-0.47337033470865625,-0.8520718890612452,0.06452896096870821,0.5377889255238898,-0.9173278452923295,-0.831862846022579,1.915164365569713,-0.8094355140776238,1.6174674563113403,0.7579325957395213,1.0637303163254248,-0.8336134795719125,0.7670956383709292,-0.9193402772352064,-0.9291327245910954,-0.9201016875608077,-0.8449781532007326,-0.7911803124956501,-0.8235201926948587,-0.8406794564887824,-0.9127906579768399,0.9863697528841949,-0.8008467823338309,-0.8770560673176675,-0.8018796013232096,-0.5381261709821471,-0.8034185520433395,-0.9256453960045685,-0.8538319673004644,-0.955433827894502,0.2548626498622322
SIDM00003,-0.6705571619402387,-0.8900483392087116,-0.7906510585675421,-0.3553554029495849,-0.8483306645758074,-0.4056191637214802,0.9287405581329474,-0.9141397303406777,-0.8582109761272105,1.0752088766836327,-0.7176824006824178,1.6703849395237007,-0.923255497756924,1.0204666222354923,-0.7942145247056666,0.8555453549862794,-0.821266886137355,-0.9416447020910778,-0.817555407331192,-0.7447963745268369,-0.7620465318696427,-0.8767393973305415,-1.029327014963614,-0.8617140220253705,1.1298799475516075,-0.7721119149600519,-0.8732241025285892,-0.6996163890703314,-0.6737505597480667,-0.7022797632687464,-0.9235995763594009,-0.8818196450884106,-0.9521297967407991,0.8896309047948339
SIDM00136,-0.6545996902476295,-0.9220439526529199,-0.7341613566518962,-0.5146167363202458,-0.7681650222338195,0.25488008658868727,0.39123751087874714,-0.8401532269851741,-0.7446546949351281,0.4599854083054619,-0.874719712760216,1.4308987745451318,-0.9472185392006945,-0.6277388733288622,-0.8262377790325739,-0.5570833172500466,-0.880367578456656,-0.9622723190101752,-0.3639673340660511,-0.7364508340570287,-0.7504078956139318,-0.8886316081762056,-0.9157221624175377,-0.9263004865188735,0.9885968588733591,-0.8470898427444435,-0.8598285685482175,-0.6562104588403004,-0.7111791748535531,-0.7486564572626908,-0.9191810786780623,-0.801995450229617,-0.9718510852035518,0.36555919186746627
SIDM01155,-0.6824578766061461,-0.8417861258039171,-0.8687560288979921,-0.39447985638265054,-0.862430635691498,-0.2858120111556693,0.34433545526861403,-0.9111342597373245,-0.8250650265329726,1.6734294024456264,-0.8558829937709446,1.2219772631291916,1.4735564118805151,1.1162545513540671,-0.8504188038318066,0.7542326309796366,-0.8950320866641529,-1.0023597682719179,-0.7112968150898654,-0.780136467017946,-0.8300634960940683,-0.8381697566932619,-0.93178371340169,-0.933612929056796,1.039934978827423,-0.8754077786063226,-0.901782691523389,-0.6760951215051006,-0.6352711476861086,-0.8533878344525674,-0.8548674009273501,-0.9012424791075383,-0.9778534853788101,0.3170356364823173
SIDM00224,-0.7141442695880995,-0.8793594209170774,-0.7991002075283228,-0.5402735620986356,-0.8665851567973583,-0.09953454486997808,0.8724038759208406,-0.9173502040643113,-0.7453574641261541,1.9650307771870872,-0.7698693191569601,1.4865468063912877,-0.8210371713088087,0.717408804419781,-0.8548961587792742,-0.6494430977012039,-0.882193944267527,-0.9556421342889667,-0.7356800022830715,-0.8385719123673386,-0.7395642512011307,-0.8945451186691479,-0.9452275215894769,-0.8632658874977537,1.1296889573546478,-0.743859213268716,-0.904274230494,-0.733199276542382,-0.6524186040948945,-0.7439391560928451,-0.9023739061818861,-0.8878394768486387,-0.9916696637878681,0.053631472653527974
SIDM00783,-0.6274016886924699,-0.916237075327817,-0.87144569402216,-0.714344909636343,-0.8813295640332811,-0.14886699177853577,0.6401549921924744,-0.7401719917709202,-0.883829741004158,1.208009758008439,-0.8303853150106209,1.3767719425050677,-0.9477506951249797,1.1347736805495134,-0.794168655393868,1.108208997378764,-0.8797219124937633,-0.963560928244491,-0.7377347298823197,-0.7780264915319547,-0.5390385661457568,-0.8783522429489484,-0.8404642656659729,-0.9125911759215337,1.0669741353736009,-0.7852855616284851,-0.8589138588641122,-0.7395149704080948,-0.5765933071001507,-0.8011412611524054,-0.9218184647760276,-0.8662633782237491,-0.9513864016830921,0.417556039494112
SIDM00490,-0.7396687712193193,-0.8950362593569603,-0.7732047723915932,-0.5283085993705472,-0.8748614911205855,-0.031243497687675065,0.3516319009579915,-0.9530808773657646,-0.8409999778876411,2.085120299584838,-0.7428637549871503,1.3520300420375175,-0.7204764735235373,1.409975202667628,-0.8118090014615792,-0.689022542977881,-0.9141136365768203,-0.9267237432834604,-0.73558934711608,-0.9001424357154584,-0.6751689413410693,-0.9178671708706801,-0.8313259888645403,-0.8970775900214849,1.386685760169784,-0.8595595738124379,-0.912921768976142,-0.6874462672248919,-0.581998300384072,-0.8160124112838705,-0.865239494292508,-0.8431118124958775,-0.9494309723514771,0.011899421411314176
SIDM01090,-0.5483124296440789,-0.8858644657564673,-0.8253085690583409,-0.48559385841280367,-0.817476890516948,0.03693959707427841,1.0273964317194704,-0.6897174613086445,-0.7801796498762422,1.2512515394078847,-0.8086592253724705,1.60663142494581,-0.9244771801863065,1.050629664050396,-0.7728224419331574,1.2015312760771113,-0.8372938982668433,-0.8318481822313851,-0.8682028408255797,-0.8229425274541727,-0.8010124148143939,-0.7996369332958954,-1.0065080869285392,-0.9047513422030634,1.0825187955344295,-0.8002679766989699,-0.8924741387770659,-0.6367305038254252,-0.6045987034679443,-0.7840519650301707,-0.844555508678862,-0.8901173838809787,-0.9323362041568811,0.8933682596229368
SIDM00394,-0.6292422443092764,-0.8969207740929861,-0.8527096974682629,-0.6589938441863366,-0.73417888063846,-0.062411621331345354,0.4452241045594896,-0.774722414489238,-0.8006030630022596,1.0965747484022554,-0.8451495867696062,1.1713640872841873,-0.8952666662831292,1.5324226328921113,-0.8150295999712873,-0.5350437596339976,-0.824553564324697,-0.8946706455289939,-0.8935814808165815,-0.7570636328250594,-0.4731880165041464,-0.8243081239965627,-0.8536526745554601,-0.8447714273352971,1.0174024641767518,-0.7964645180642635,-0.7744537775141361,-0.6813318397167599,-0.6038254760060575,-0.7336805625233433,-0.9064998504419599,-0.876814185653545,-0.9436332699196817,0.635651328388493
SIDM00538,-0.5494982305093143,-0.7310476860703663,-0.8790790911907549,-0.4986650882632796,-0.7817566138041082,-0.9166856505911808,0.261111258954364,-0.7530073555400112,-0.9034656965138835,1.8750794294647386,-0.7450874314020814,1.0675138011325405,-0.8975182083107097,0.2611410559097471,-0.8148969086635034,-0.5054264638277406,-0.7960274679629287,-0.8648329068289777,-0.928305311312851,-0.7514354926236961,-0.8183620880034361,-0.7589201861684933,-1.0253278305902775,-0.955554294576324,0.9878219180763541,-0.7411362621759897,-0.6544566974604722,-0.6665953423062373,-0.6022666901826134,-0.7100761824268355,-0.9021278669277802,-0.8654073564667701,-0.988498587883464,0.5721172046285897
SIDM01140,-0.6348805450538234,-0.865067758888392,-0.8346607830993605,-0.7625109547630885,-0.8724306349428924,0.2109045184946994,0.8562981696926736,-0.7194154579161418,-0.8817484647487089,0.4648012722816803,-0.7449894286386368,1.6340609080803,-0.8956150387004745,1.4813375048059325,-0.8347482309580554,-0.5825296957532389,-0.84180783106673,-0.8982009103821825,-0.8049075193844852,-0.7578346261883417,-0.7957027979422656,-0.6733941648755448,0.19190014061031116,-0.8843753790005335,0.9338090319681364,-0.7973570246228812,-0.9193432898075807,-0.7623907747254247,-0.6040784603778016,-0.8133491431544341,-0.9175856819160044,0.19480072055526212,-0.9517916151489553,-0.21792888787228804
SIDM00101,-0.7407281068597005,-0.9072562565695571,-0.861388565023693,-0.4026548503424437,-0.8443794768076746,0.20608443336907922,0.7759899292552415,-0.8412564231669811,-0.8375558840281926,1.8072045862845765,-0.772217527199083,1.5858412576710406,1.293484417512644,0.8687250048000916,-0.8820802773894003,0.8997741337591754,-0.8291975129373007,-0.9489496907888879,-1.033818744000172,-0.7930445140462087,-0.6328147446494249,-0.7169234108903623,-0.8835604631452936,-0.860776644126148,0.7786931295591506,-0.9093841676015794,-0.8295981437588648,-0.7599940851009869,-0.6658656092848907,-0.8209903654626364,-0.906288933361304,-0.8626271812915705,-0.966803318253527,0.07904011215344865
SIDM00114,-0.738667455053159,-0.9149340085369658,-0.8167820486511689,-0.33706696430253485,-0.8510699082351025,0.353932377133272,-0.05295083622403509,-0.7489534144166756,-0.859824301687139,1.5143952292542269,-0.9173662612339126,1.5916759637469724,-0.9172387022144414,0.44711489975968105,-0.8804761811379594,0.6442450728096246,-0.9143130666132078,-0.8921274114297126,0.20237864422048069,-0.8504896970347042,-0.7443511826927656,-0.7211485274219306,-1.0107969412688125,-0.9481547270662242,0.5697601483114427,-0.7884784518737596,-0.9471148304866338,-0.7738817753176118,-0.680051907388014,-0.8410722171393826,-0.907372924024935,-0.8857433743609295,-0.9741405250775904,0.46230099003579517
SIDM00102,-0.6010156096176836,-0.8764729675377089,-0.9040427044530183,-0.5549886723023474,-0.862489033547099,0.0339996927057988,0.29445714646984017,-0.8715999228257367,-0.7786046769195472,1.3971919509444999,-0.7508457263330618,1.6328430878712066,1.6111709283622662,1.308301848389694,-0.8878707517315353,0.9154383912225758,-0.8799097240863667,-0.8996203478109951,-0.9646802271455136,-0.828859992390213,-0.7639072237033151,-0.879171799507141,-0.9422966619387482,-0.809343798516236,1.1804582085960302,-0.8254496171859473,-0.866503794370945,-0.7525584171404734,-0.6495179105656113,-0.7559908238273142,-0.8995322146977512,-0.9182944611670014,-0.9377818136888477,0.1605061097218295
SIDM01122,-0.7454029727009639,-0.8776601417633944,-0.8154096948112963,-0.48922709935635394,-0.8792364761613141,0.32365636800067016,0.6401969987708843,0.05601625416902882,-0.8503324018662123,1.1938628247451353,-0.8403494176809655,1.1512822463855266,-0.8693526518069068,1.7345680504822123,-0.8439244550354582,1.2273013600114604,-0.9035583078069227,-0.8259847098161969,-0.9508424939585587,-0.8367198757583599,-0.7784495985480382,-0.803964082696812,-0.855462709693226,-0.9392055604480466,1.5186986217265142,-0.9510113314902137,-0.8994137560611286,-0.7476887555414409,-0.5662277921572205,-0.8002778798621316,-0.8827425856801332,-0.8629360717867139,-0.8884116295039656,0.43928002840500485
SIDM00261,-0.7566656937379581,-0.8801398654895376,-0.8608540007790326,-0.40303252453624694,-0.8939564845455178,0.0045573240473878234,0.8184216126063246,-0.9704569478707261,-0.9292588881536238,0.8446953194670722,-0.9240174940650678,0.9306374177217448,-0.9342930994248136,0.5002485930204656,-0.9299219490329578,-0.3643187944896997,-0.9591341352745097,-0.9386439636982756,0.49026534640323177,-0.7861574959066727,-0.895476484792213,-0.8250421081474927,-0.9081720709233331,-0.9310232588368766,1.086411017859159,-0.8337778104157332,-0.9235603208080355,-0.7854358297260686,-0.6811998459339622,-0.7731294349808455,-0.9257359576716099,-0.931020989695335,-0.9445621606182564,0.32926620829302855
SIDM00154,-0.6283158102885575,-0.9221840434013071,-0.9823877496846215,-0.6356756599420175,-0.8832203700654616,-0.3894188735092613,0.4951553211446122,-0.8700329848349563,-0.8204710139778225,2.4636956969535686,-0.8566575553172265,1.25861390204948,-0.9402738597218189,1.0248125514144955,-0.8346620829265404,-0.6495749447582045,-0.903102887944443,-0.9721035828600078,-0.9119808252017855,-0.8572234077467515,-0.8307184936256143,-0.8229153609808745,-0.8861732677212538,-0.8460782669510082,1.0136095000505772,-0.863018339646069,-0.8955493827717829,-0.7718033585726918,-0.7243170142270323,-0.7889955085504631,-0.8869448226684248,-0.90013293652602,-0.9741775078823284,0.574856166388263
SIDM00104,-0.7041117217244839,-0.914467359690701,-0.8247657924425355,-0.5930957042942336,-0.8247927185125586,-0.2707862811702667,0.47495570875397386,-0.8593012020357635,-0.7950277155763109,2.2626109472616305,-0.8015702207538961,1.6137254295888193,0.48062737510699594,1.350147075737253,-0.8536884635376306,1.1586707549319466,-0.8829264789156753,-0.9501300719311861,-0.8867782877231953,-0.7389186959859003,-0.7639458302437754,-0.7685011532470895,-0.8798666549537354,-0.9709394282889189,1.4149823985865166,-0.8575555491202332,-0.9574819193175642,-0.7455423052578447,-0.5313873595153711,-0.8224772623404112,-0.9028101236530244,-0.8720607142331104,-0.9335460945556581,0.20736714840843806
SIDM00267,-0.6810948485851658,-0.9143399480083604,-0.8365580301461487,-0.6168054118368654,-0.8083567947582039,-0.3606055599879692,0.4711918795023991,-0.8707820626397871,-0.834224542970985,0.4439961622061939,-0.9222460150738289,1.8781977966854584,-0.9357313480652496,0.6237863849694355,-0.7857231704443245,-0.3585853650753377,-0.8374679306783733,-0.9418204844319306,-0.6384585448496595,-0.7953974554729446,-0.7902848582510589,-0.7835857187078756,-0.9447819445700064,-0.8529839801922127,1.0566563106659965,-0.7049606442295283,-0.7876218768316406,-0.6167579148189697,-0.6730017032772541,-0.7972193380909972,-0.8252218991217313,-0.9034976608333513,-0.9279899334824656,0.619053568159261
SIDM00100,-0.6828504219995825,-0.9170315764975007,-0.7328525996121629,-0.37888688885133054,-0.8471940364764982,-0.016049388051926346,-0.3830691329539293,-0.906281762993729,-0.7744638120190895,1.0268118876434686,-0.8247316364065994,1.5980096472212835,0.8827016273872605,1.039867018489502,-0.8379366521696082,-0.5362534464657213,-0.8496303857729778,-1.0441710669648563,-0.814890372855201,-0.8021537558797609,-0.641015315290834,-0.860978197409473,-0.9881308600538368,-0.9328154805266453,1.1851964026645447,-0.7851979643434129,-0.8488550211037059,-0.7035247859404077,-0.672097155941311,-0.8505779592887887,-0.9297578268702575,-0.8740552122843612,-0.9684888064447833,-0.4531751507816236
SIDM00826,-0.6975063515813926,-0.8697498931125844,-0.8977197546786854,-0.5392105256902578,-0.8396269864497128,0.7529227183078712,0.3827748044631571,-0.8450278957364943,-0.8428279744396738,1.2711431778671511,-0.7770365375031978,0.9456043334581119,-0.8856702673042239,1.0521629725387907,-0.7496442380423788,-0.6759598775270651,-0.8306340221859142,-0.8925065661707452,-0.7435906818607012,-0.8346124842430824,-0.8180178466635675,-0.7341845338229639,-0.8245867580733298,-0.8928044240196594,0.955175373532055,-0.8303709552453856,-0.854633675740636,-0.6737028756693005,-0.6691799596257441,-0.835065948485105,-0.8905680276970516,1.7163086812175625,-0.9532181570990134,0.2037843367134577
SIDM00310,-0.6783734393839008,-0.9010416011699047,-0.8542519192959027,-0.4919931073657882,-0.8854714722741115,0.2127600361622384,0.9110315915341147,-0.8808019517553903,-0.794206812859861,2.3723332624946463,-0.763624366397192,1.6472571198826225,1.2118204900997185,0.8495241537319101,-0.801213171190561,-0.6124336913912458,-0.8698623567986141,-0.90426937570564,-0.8123086066217494,-0.8734647213763903,-0.6008120231382578,-0.8704192917306784,-0.9619369808957045,-0.8548984464352695,1.1218213109573467,-0.7356657626693098,-0.8692262046836705,-0.724234590679456,-0.6614367856332097,-0.7512338999018678,-0.8393404083439719,-0.8682739324032676,-0.9605261427200239,-0.2561215657356752
SIDM00482,-0.53745332208886,-0.8499301181809273,0.03315084910237876,-0.49489540417730465,0.40983447078227586,0.19443630963566008,1.2289619891011887,-0.8256339807971954,-0.8561923654060556,1.1981381252950876,-0.7186962448374908,0.5935934087057232,-0.8473645768773626,0.5232485709172061,-0.7121787658974409,2.196696239876847,-0.022028608433209793,1.8944269530458988,2.7338188661215352,0.06976563302092405,-0.7257109510551423,-0.787918591874276,-0.9281146696836307,-0.8466367585071171,1.3933460973569676,-0.646795244611628,1.0412499666432187,1.2796340666076527,-0.6702500404969336,-0.6163158728262325,-0.6673299526736542,-0.8381052041574807,1.8581072341450215,0.5366809889440862
SIDM01247,-0.5197339749927657,-0.8753127801879875,-0.8166866732531832,-0.5610794388729136,-0.16595752886599852,0.7874030360383129,0.7849441821020965,-0.8451039177567599,-0.8294292603206099,1.779476826208604,-0.8014146258060381,0.7398125910653455,-0.8143933148148591,2.1659291480461182,-0.7930863308083673,1.891096344046701,2.335698408344859,1.4146399028705792,2.3379295417602397,0.6560235822306261,-0.5719561021549815,-0.7868725895170359,-0.898907000827202,-0.8057536636574941,0.8377939631151594,-0.8300266893711492,1.4141730143883837,-0.26284187169741263,-0.5809215273330292,-0.5755273248671092,-0.7115577575034159,1.6898046993590197,1.7085864900886885,1.172576953651603
SIDM00817,-0.6421382353571798,-0.8859644469100582,-0.701816401580768,-0.533928118985156,-0.8184859102934955,0.014789325927042758,0.12452515370487907,-0.9280401775494105,-0.8475539523465857,1.4186497215292087,-0.9199827781823786,1.7002113180952265,-0.810029720592283,1.3774816314999017,-0.7494699620253973,1.091162696321881,-0.8168324978695645,-1.0053645581174433,-0.8445218555976857,-0.7777022651749252,-0.7278229770408936,-0.7630299728200527,-0.6952063116955068,-0.8419413649790376,1.201023674148841,-0.7176211406280132,-0.8590856623030589,-0.6650907819957003,-0.6099143394248143,-0.6821220336024574,-0.8921233030882585,-0.7820693307170211,-0.9440812217288072,0.8434512458648025
SIDM00448,-0.5283312331971102,-0.8124551424502073,-0.6863653379971687,-0.5104689502100548,-0.3077602765385793,1.0475464199741131,1.0795240313456602,-0.909871446625726,-0.7809010618146315,2.3084417802392223,-0.7830201785281126,1.4870596035910952,-0.8631180568812933,-0.4352370573091837,-0.7382377562665074,2.9649827654190015,1.4194431683207915,-0.8881255314113379,1.8858853854974462,0.7323279117052718,-0.7701286590151998,-0.8179458686427324,-0.6753580770829444,-0.764110784103255,1.504374842592302,-0.801298748508162,0.32135816017480007,-0.4265261242286173,-0.42736480211165806,-0.8156561839566009,-0.5056062394985634,-0.6324192459519224,0.6430133241886031,0.19619666246011447
