,GRM5,PLCB2,RYR1,PLCB1,RAF1,PRKCB,PRKCA,PLCB3,PLCB4,IGF1,CRHR1,GRM1,CRH,IGF1R,PLA2G3,GRID2,PRKCG,CACNA1A,PLA2G6,PLA2G2E,PLA2G10,MAP2K2,PLA2G2A,BRAF,PLA2G4A,ITPR3,PLA2G5,PLA2G12B,MAP2K1,NOS1,GRIA3,GRIA2,GRIA1,PLA2G2F,NRAS,MAPK3,PRKG1,PRKG2,MAPK1,PLA2G1B,HRAS,ITPR1,ITPR2,GNA12,GNA13,GNA11,KRAS,GNAI1,GNAI2,GUCY1A2,PPP2CB,ARAF,PPP2R1A,PPP2R1B,PLA2G4E,GNAQ,GNAS,PPP1R17,GNAI3,GNAO1,GNAZ,PLA2G2C,PLA2G2D,PLA2G12A,LYN
SIDM00098,-0.9025038868853924,-0.8060291514157985,-0.78273800517651,-0.7800015885456807,1.105522053320851,-0.7593485237630189,0.665712107089428,-0.18114498232119686,0.16092188721119316,-0.8384382074766696,-0.9110470817885107,-0.7641045864907532,-0.45156602749239977,0.3513958605957572,-0.4327627086815372,-0.9386063897405164,-0.7676440311455066,-0.7381286100688597,-0.7388703701419148,-0.7839241641631,-1.0871006981609643,1.7985337293991823,-0.748455838038939,-0.7822293700544648,-0.8461483251205488,0.4539235577254536,-0.9427248075776667,-0.8538109541300412,1.3068758587456268,-0.8482815856251323,-0.7639297922672856,-0.9149478343250822,-0.8660640154490135,-0.9278092763705941,1.796453302028577,0.3043844854751119,-0.7901112016416525,-0.8167948648827223,0.45912016079758144,-0.8012019688903468,1.3875517393560706,-0.44884928576069505,-0.6443211408023622,0.5479503508744681,-0.6553115552218701,2.0352465368759347,0.47466145476394606,1.094591316068249,1.3134537029008728,-1.0978162651946235,2.551964801119668,-0.12338898425520059,0.8434062741929514,0.11666323728332938,-0.8245711665358659,1.3233249884045986,3.296301754517434,-0.9090554127045578,1.794837188342318,-0.8054146164510739,-0.2655594054369849,-0.9814065845386527,-0.8436667260346651,0.6844580076900222,0.8910788951698724
SIDM00225,-0.9758224191401184,-0.8727025722205657,-0.8490875280538928,-0.002125272392928659,0.8348573535582411,-0.8488476625423591,-0.32273940766304543,-0.17546417428675942,-0.5744321943479519,-0.7828208073120027,-0.9910216022726179,-0.7771952030952994,-0.5884087553601847,0.17646411314280433,-0.5107383526608319,-0.8936554399586697,-0.7962875933653063,-0.6275683536291813,-0.6873597157993989,-0.7675949619709778,-1.0111065892788806,1.273364272885486,-0.8386697252131378,-0.37593296330682047,0.8065033107138745,-0.3108459098251302,-0.9752950368294752,-0.8226724429240099,1.7672558841865322,-0.867934525911688,-0.8405734175809346,-0.8493218927195383,-0.8868001278426881,-0.9681057710880799,1.8397846356450012,0.42574360123698995,-0.7564358235114312,-0.8383241352261893,0.5101479725257008,-0.8670791429835091,1.1051907729656958,-0.7354948696723822,-0.3296282464786958,0.19107842453763232,-0.6706489959419859,1.4793973473238722,0.879071646217962,0.45785490047313177,1.686244133135445,-1.0765344012331477,2.136118414570309,-0.17368924498095675,1.2868501888976323,0.1571939418065221,-0.7226092096174905,1.0676929109318103,3.7102679442202877,-0.9092347049429563,1.8619847239218017,-0.8927440499097683,-0.5330287309775648,-0.8335108253582239,-0.8118774403015748,0.9254401398196097,-0.23106446832673724
SIDM00846,-1.026774682257211,-0.8160778573495823,-0.8534753756949498,-0.35416694299873475,0.8698531163205813,0.3937068401889022,-0.28414790650247623,-0.2362535448708024,-0.5810323269044911,-0.635799432944386,-0.9956270443651932,-0.7946323962902827,-0.5558052599669977,0.0998863183736164,-0.3813968856820857,-0.8550617093582541,-0.7174047400905132,-0.5615886553855212,-0.7816542294981876,-0.8744694081357975,-0.9899846097891369,1.1338849989723598,-0.8232823067747475,-0.7589388476329242,2.064303042368972,0.1130105514131705,-0.9531391601696687,-0.9406969527897403,1.8566577901095587,-0.8478919338490121,-0.867391019332484,-0.9543513843649747,-0.8889607383404139,-0.9024437719216116,1.689101416942715,0.40456292514070263,-0.8318561533844351,-0.7927686464742189,0.3639110576930663,-0.761113157610197,0.6951875006183451,1.6968147357110515,-0.5764061257774147,-0.32852050360097695,-0.7662409029893047,1.395440090569525,0.705831098423714,0.8443039235740261,1.2436614277762335,-0.954076485180169,2.1509700487023804,0.1361630588670387,0.8805848389248334,-0.28716393491312425,-0.7131397259764181,0.7378641288639712,3.385078578005327,-0.9286659130554735,1.646271949271414,-0.7309012867939094,0.054551199785126826,-0.956815252158209,-0.7976010874560583,1.187875792704406,0.31046413752529495
SIDM00291,-0.9144662267930893,-0.8559538817816992,-0.8426691789416281,-0.776404529382399,0.9796559767371458,0.511977753015404,-0.5639027357226977,-0.4116733183264525,-0.7199247134540881,-0.7619893543743832,-0.855351302635451,-0.7666338313972199,-0.5050433301988795,0.5670440072138376,-0.6873500714250705,-0.8342656723733962,-0.6818573122373017,-0.25912905079020526,-0.015695636071887897,-0.9499028499612642,-1.1417963190131593,1.2604308368381785,-0.8232476869827247,-0.11087046888498304,0.37134718038988623,-0.11130492483994629,-0.9671835437345087,-0.8309182888233402,1.6589398477165531,-0.8411244385594968,-0.7967348367730774,-0.822465373761395,-0.8962886452356371,-0.9283228400248459,1.374692858095759,0.8556571961413694,-0.7121190691387773,-0.8311376478951372,0.5321205356572491,-0.9035607154909414,1.0154145333144973,0.5906984465717973,-0.5630854193058626,-0.40177715025561256,-0.5341649190877753,1.3093351293940643,0.9636772611317815,0.24161993847503685,1.283029633516055,-0.968561472511599,1.7398466069349667,0.20516428708917692,1.1727151792536195,-0.3695195932959213,-0.5551675647266747,0.9223479590712368,3.6210234142298496,-0.8639261223777384,1.5653585894326336,-0.5822865199520924,-0.547743068176657,-0.8371558865246347,-0.8234519930150102,1.195677450228499,0.4644223565149844
SIDM00520,-0.9743511250288871,-0.8683729903435581,-0.8034806752764996,-0.7979193729948318,0.8454594995210262,-0.7736898172630116,-0.09266788333177609,-0.06554485425341598,0.7117283526172635,-0.8821517776709179,-0.9987857984093709,-0.8095592322281326,-0.45841443768834755,-0.09940394677581249,-0.7413411603559545,-0.8598051566588691,-0.7610415022968393,-0.6993852015709463,-0.7274458808266349,-0.9094547102145977,-1.0375801544731205,1.5326932560318176,-0.8797009249517419,-0.5368144346923572,-0.3956605173104304,0.3222024426315472,-0.9825246428688641,-0.8422725639743952,1.5191012332163636,-0.8518468307487818,-0.8560596281521852,-0.8434478036362756,-0.7800458112269018,-0.98972983744609,1.533903796599923,0.5000866377405552,-0.863573645446789,-0.9078410215332754,0.26042457304454064,-0.8972140828327455,1.5161091203354689,-0.6488166432322836,-0.5301799245736395,-0.04304201129106775,-0.6809671574155013,1.7972974675027074,0.17721634025831323,1.308646175610619,1.771401169457486,-1.0205428505555194,2.2744891607391775,0.013560006457620706,0.9766699652797287,0.007910558724141948,-0.821824842136607,1.61800049131279,3.083496601418055,-0.8769763202820037,1.754298028393333,-0.8148739073774607,-0.4247692972152012,-0.881939140019234,-0.7841017733657656,0.8719026239682491,0.6223102629007478
SIDM00003,-0.9803736629594373,-0.8052546673825668,-0.8189458573411154,-0.18665994774910635,0.6530757342323101,-0.7810375137376369,-0.6506165646414338,-0.2955075764795852,-0.11322245593937885,-0.8416571603575369,-0.8966886071801334,-0.7232960440263866,-0.4701223888876353,-0.007442535706183771,-0.6478347982189168,-0.9493289270944936,-0.7206777514485687,0.3238474154742603,-0.4925544208544801,-0.7736663723673737,-0.8933843228111797,1.5988747555684801,-0.8255449296474587,-0.36580442658776524,0.8310330837124218,0.11893919772035555,-0.9491262015230418,-0.8441134917163412,1.7012680244644953,-0.877826848043095,-0.8409684309789969,-0.9572682513264068,-0.8075985217674603,-1.0208270798933492,1.6405661255028405,0.46660514256326746,-0.8477659697176344,-0.8034255639166372,0.7243979395425967,-0.8496842019545243,0.8197722327603156,0.7269236468032436,-0.44291501590981674,-0.2917632834798829,-0.5037657731880357,1.5450732759296444,0.568297621257225,1.16785258498694,1.4676157347924494,-0.975965106575317,2.02598875217928,0.07018065728126152,1.018323416595263,0.04217565096252335,-0.7579881970177896,1.0818137275462527,3.201048708339712,-0.8701359489286785,1.857650376339735,-0.6956524048599155,-0.1807662515063194,-0.8045638972250524,-0.8430938585343215,0.5725322033176996,0.5086542600374623
SIDM00136,-0.9608091163440455,-0.886321066210198,-0.896811504799459,-0.3827943136494479,0.3315127066929042,-0.8693325448539425,-0.09879023611518825,0.5004144844019212,-0.18356025108321528,-0.8136384367829445,-1.0772912153835632,-0.7412198549913905,-0.38840742289323626,-0.16846942461436962,-0.6016758260323807,-0.8700559808323666,-0.823848860888974,-0.5097551195549829,-0.6767755927882515,-0.8119929365491121,-0.7349368571000683,1.3220480235434442,-0.8380025966354948,-0.3625193553906259,0.6239122274351467,0.6922407235034296,-1.042394045696804,-0.8659589346573356,1.992879827711926,-0.8021313906454034,-0.8385847292469473,-0.8895873742176225,-0.8570699036380927,-0.9413404107052342,1.146668931315316,0.6507892655995077,-0.885452424394466,-0.8681251976193376,0.3851481893824864,-0.9169335595317961,1.4466032401452813,-0.550023206832374,-0.6391653525730489,-0.20672871692952488,-0.7925429023301127,1.3893577944769206,1.0135103333842828,1.157031405190298,1.1128512334493954,-1.0107793115351795,1.7955253310423254,0.07786900375774598,1.0436582772923344,-0.032473085219174525,-0.6180295608149703,0.8811011504712278,3.4060243526634943,-0.9231144122450098,1.5497091169838115,-0.8285019045232047,-0.5779111474320864,-0.7880321092251157,-0.8506406495178293,1.132922930427709,-0.542720150116202
SIDM01155,-0.9745519617008153,-0.843414159826103,-0.8742452468223946,-0.8573721816586006,0.8330819657038037,-0.8336239833669642,0.11206769601147143,-0.20148985551567677,0.3504015707248726,-0.7923949773567066,-0.8638750723832429,-0.8580333760511146,-0.5670279244286144,-0.610943965226483,-0.5474152834148356,-0.9408122494393529,-0.8307562495689359,0.16949361817352537,-0.7832805398114625,-0.8188107314074147,-0.8962205203428811,1.3366550916262618,-0.8784767567699202,-0.40991705301384807,-0.08970931034808503,-0.042524628243492575,-0.8929324201591617,-0.8117262747397723,1.4341348643508207,-0.8103385953827936,-0.7582559800002102,-0.9411264109212352,-0.7875625877482937,-0.981464193939513,1.6426541226071936,0.48095139700391365,-0.844508806257074,-0.8888460078840591,0.7064244268194239,-0.9312110826548575,1.2593258331658332,-0.25881174682019686,-0.6649091929228917,0.4681025824044885,-0.6386641680333844,1.9084980810593768,0.5175215510099777,1.4161784615071555,1.6520790322318362,-1.0613496917018312,2.4409851418645983,0.0697316035222512,0.978525911011227,0.010411705625909012,-0.8352021581165135,1.162510302387183,3.2900102192002634,-0.8504022369258878,1.8079016776942876,-0.7456545066188455,-0.2713765999562453,-0.8364247164556501,-0.8673102920738888,0.9265772884003287,0.31985116420707843
SIDM00224,-0.6954953390679979,-0.830983208347499,-0.8920987895139372,-0.7363594257071175,1.0552668213136176,1.2178584494346665,0.4457697712443634,-0.4578480057676352,1.1737350485526408,-0.8278635106429837,-1.012345824276024,-0.8473754973630025,-0.4861316674280128,0.23645831203209347,-0.6997223890683958,-0.8839853250027315,-0.7537508121261541,-0.7798751004076401,-0.7359729701264138,-0.6923465585417449,-0.984684913209501,1.3047908376773982,-0.8845155888873327,-0.7070812741410794,-0.6786487754194935,-0.25072759270729295,-0.8813941416658228,-0.8036530973938163,1.005747312417868,-0.8609272419332398,-0.8083032653292029,-0.908505387172309,-0.7033230077491062,-0.9310154040419262,1.4498162501009324,0.5479442443358864,-0.8429989241564584,-0.8438811612985047,-0.5549538999256374,-0.7653928505968857,1.2078768440861027,-0.5024659102721344,-0.687295025048648,-0.10401849283174204,-0.6023059866531318,1.9157168133153506,0.2679026432531028,1.0512642282388023,1.0800196977835612,-0.9683466405904905,2.462804162829113,0.16993918698253993,1.1520907343946396,-0.17430132728744127,-0.7093978065023095,1.35095304535335,3.278367408287927,-0.80583636212093,1.6735181318686954,-0.7112418470646122,-0.297688480235081,-0.8998485828283898,-0.8391166160151639,1.4128560235678793,-0.2805539106823698
SIDM00783,-1.0224543499329624,-0.8590727631519509,-0.7688027587438613,-0.36091941429072016,0.6344333396085167,-0.7582532172790154,-0.4215546067215151,0.3693157661897446,-0.2706211710075122,-0.8328836021539132,-0.9855813681150832,-0.8071055364039349,-0.4608522873525672,-0.7304479044483148,-0.6152440013775904,-0.8563779658584274,-0.8016071386549489,-0.21603619160179902,-0.6993671102436984,-0.8253666084778142,-0.3816986354264352,1.33974538891998,-0.8734662308081352,-0.23531569010504338,0.20158746443439385,0.5603717486466891,-0.8465685488017529,-0.8549937064219824,1.5514904306451307,-0.8411663992439828,-0.825246883473793,-0.9250742563464096,-0.8736752067835537,-1.0474302959027546,1.2282180204531403,0.3326112379658688,-0.8446997585121663,-0.7516346131459042,0.5324004850994095,-0.8997502661766061,1.0671521674781155,-0.32927739742598144,-0.6176120229696973,-0.5471102263089034,-0.6362338574673774,1.3997843342632459,0.8330509782272281,1.5884514832907395,1.1195889567098962,-0.949681174328827,2.4510935913572007,-0.22021396310918273,0.9180781572267724,-0.32360912712760714,-0.8480333311452135,1.0370506070555814,3.1844879629120895,-0.9950195259717554,1.7550662205718783,-0.7950987429060239,-0.36734804725814146,-0.7984980142187731,-0.7891284836543937,1.4390864259523546,1.0727336207940166
SIDM00490,-0.9360715615922525,-0.8109479492396852,-0.7472742937686503,0.09755245726880696,0.6034801070486192,-0.8638056373299798,-0.08137692766206456,-0.01515792505255259,-0.24534664995552818,-0.8480654696769989,-0.9952006338823899,-0.7884488697506588,-0.51179098633661,-0.07643492442031609,-0.7657930554401081,-0.9262069863512389,-0.786215443505813,0.20150497998730976,-0.7444220493474811,-0.8297478136317957,-1.0624301932006441,1.4917886482973903,-0.8445168111475426,-0.46494926395654174,0.15669029010860694,-0.1340401027570865,-0.9730812197041561,-0.8635751744481767,1.7492183306847096,-0.8626423667706233,-0.7004462620675891,-0.8863869337939566,-0.8269379792936343,-0.9336998103708992,1.462210399915633,0.4983000834645974,-0.4881509830350288,-0.8364008244728298,0.6606740881928407,-0.8735908234140303,1.1889361959984937,-0.25753483068086563,-0.6635562845719662,0.21954362913487466,-0.35384665116561287,1.8757786433011574,0.4154799977497072,1.0266062946632333,1.6084224260585078,-0.9578280080851079,2.673931909089446,0.1327836896004831,1.133009219188782,-0.2798769612151231,-0.7686948131179108,1.4170539273016576,3.332099391276631,-0.9212484320444476,1.7316045743841626,-0.7662575304337171,0.21391162524119606,-0.9162212579853332,-0.8465516733919415,0.6310508971621592,-0.2399795600494105
