,PIGP,PIGW,PIGM,PIGN,PIGF,DPM2,PIGQ,PIGH,PIGO,PIGG,PIGZ,GPAA1,PIGU,PGAP1,PIGT,PIGK,PIGL,PIGV,PIGB,PIGX,PIGA,GPLD1,PIGC
SIDM00098,1.4845356111443497,0.6554295507724763,-0.05588843333035071,-0.41711033057473434,0.23811971501546328,1.3475737423480603,-0.41756896833511764,-0.7866987720014831,0.8849994914636227,-0.2201273019708383,-0.3456368881156105,0.27182916818952807,1.0184692542404947,-0.8482224281015104,1.120431403841732,0.5162914577280895,-0.7130913182137937,0.8049902210263814,0.8631728772110097,0.9789200326044457,-0.6750104260811012,-0.7820038511217848,0.5966369690782577
SIDM00225,1.1990536386076966,0.5073487061946166,0.44292965638375825,-0.049018180900450556,0.8256511047446502,1.1340425821709557,-0.4555666881010619,-0.7221220254600532,1.0840056446910724,-0.38451147687310405,-0.5853969424164892,0.6205238426272811,1.004757923243971,-0.5368352259706491,1.2894471263608989,0.9696382531085802,-0.7674990172370362,0.7116316437505744,0.6633909731662043,0.999974270012076,-0.5880521122147712,-0.8695511356869954,0.9840263032545243
SIDM00846,1.6493518820266362,0.8796609233845377,0.5143992138160711,0.28848109021719626,0.6165844995112217,1.7029232937710483,-0.38405977605844516,-0.7405864258729989,1.4858007329533809,-0.4109520480755735,-0.6399220757364729,0.6875769786732973,1.085189950181346,-0.7424566017165345,1.3161120420312828,1.2189344059720941,-0.6330258719321127,0.6901532648641011,1.1782702002790246,0.6779037718267141,-0.5608087352116964,-0.853536978782234,1.0863036202671632
SIDM00291,1.649703889247373,0.46646527481022304,1.2849627397360026,0.18131447500943845,0.3603682919764641,1.5646336635473335,-0.3228733760025799,-0.5775097095023298,1.348014864941301,-0.23121851365450533,-0.31671040806601286,0.6884516118369134,1.244975144758585,-0.6902253746463681,1.630074960353349,0.6123363430449594,-0.6922335772622471,1.2109376157083371,1.0444921952438808,0.6476275100077262,-0.6277183998050779,-0.8337616706354964,1.3582619589233484
SIDM00520,1.4272524733977612,0.5769559247255577,0.295257525430146,0.1965363742757004,0.14163269105681603,1.6152774196177113,-0.394739145019336,-0.8301015731058641,0.34574812081317013,-0.45088094095958553,0.0734947470414219,0.08316347912583628,0.6271209390220147,-0.8567487552567866,1.0459940983478955,0.6322907092215007,-0.7532909958559928,1.191700724672993,0.9485821413294233,1.18629683400195,-0.681663992155444,-0.8510453797311679,0.9231448829764188
SIDM00003,1.6930104036490268,0.7014460981453977,0.1672809800542812,0.03587966335139956,0.9284138235708543,1.4055197380500029,-0.3360654135524014,-0.6454477845439082,0.7381425467530018,-0.5753766470673699,-0.4959122293934167,0.4982264627399893,1.0314465659350736,-0.7300325794618598,0.923587758888154,0.8552260502212405,-0.7995886552890794,0.6581176172212864,1.3984119857933686,1.0893967141177503,-0.5186966488319941,-0.8412966574505403,0.8637576014995646
SIDM00136,1.9750905142285633,0.842708076602288,0.4574789327817442,0.18336984518643168,0.36031709244315024,1.0519342923047479,-0.33061622652695377,-0.7941785351246085,0.8882740213488646,-0.41753580462657436,1.8017466885410278,0.2187266933149527,0.9763319482991912,-0.8938734723785207,1.1186735477489198,-0.04041128352400254,-0.784876237878318,1.1768637509579318,0.99372180896388,0.7743874653858634,-0.6854005847019232,-0.8110989147198499,1.0547422932526338
SIDM01155,1.6942741792173026,0.5469033333980106,0.15429290557930317,0.1867494779927871,0.7440634282352846,1.3451316013888772,-0.5807417091640283,-0.7199979737141066,0.9417171755528152,-0.398941821099045,-0.5318553316508219,0.009823874365811317,0.93057492820578,-0.7664132158003153,1.1742905883557007,1.0879167637218239,-0.7221064785341973,0.5462053890537812,0.47828252717729614,0.8611307540106016,-0.6768070540083085,-0.8037160909166263,0.6933732331731292
SIDM00224,1.2130547220990517,0.8563339338858619,0.13418946705362775,0.20963981113739782,0.6172959866716263,1.048919495174611,-0.3239520308443065,-0.6466747040494206,0.8236125473957225,-0.2086180634011468,0.044278699073448016,0.9311861260090774,1.0277536851831686,-0.7490642121413407,0.9768359878925555,0.4166798076087502,-0.6940313743642886,0.8415560283520019,0.8664651252741989,1.0572672136974641,-0.6965071856143191,-0.7480133957195502,0.301720848412244
SIDM00783,1.61779208263598,0.39567488616657037,0.32026801222981893,-0.18421215244371225,0.7711030774287106,1.266144621167124,-0.651537380404849,-0.7026211390562641,0.4926645051436752,-0.5490779051546308,-0.6679874010163209,0.13670665170015894,0.626315488486072,-0.8455389724980269,0.7616411578823409,0.42450963692208804,-0.5398233689603299,0.7846103244950299,0.9275970453344753,0.8218652336031582,-0.638533719858861,-0.7278739935385253,0.347933695016175
SIDM00490,1.4373680425826394,0.32932077040216595,0.013038090090284723,0.5134385270539396,0.5823546868273068,1.6113266931611632,-0.3850371701067534,-0.7350802462528322,0.6139047948017207,-0.39616344715585944,-0.06714563329137907,0.3318580367566413,0.6184012737239584,-0.6815759279972435,1.7793798306392723,0.6450607953148493,-0.5921619064990176,1.2527442375576192,0.7162580223283215,1.5813741341438317,-0.6336014130715472,-0.8098860840381017,0.8885097111244411
SIDM01090,1.6167085486784956,0.7205336097301056,0.8345491212609336,0.32700545610935017,0.5132542916675521,2.1350418939312883,-0.2925370466650158,-0.6471868276195584,0.7220722246638892,-0.38193567745371193,-0.4287968911156097,0.885763516598887,0.8856879249480974,-0.5542756721158268,1.1665703485852832,0.36966220060245913,-0.670292321203501,0.46376725484011005,1.0082165751479726,0.654637287145422,-0.6610074139577495,-0.7030334701007447,0.8403623405924547
SIDM00394,2.2216831907600803,0.43010422271100457,-0.09997954438182757,0.25896855058828233,0.6338309833733778,1.2963349907618174,-0.6007504465479617,-0.49935408359507816,1.1110269234573964,-0.5643127436950544,0.7438971015664713,0.7867031964385335,0.7754448176423255,-0.8906897480976239,1.2933401329833984,0.4994287974803137,-0.6599253484391083,0.4519952750602717,1.0208607205866116,1.2812502728599282,-0.525528390096312,-0.8757037824106213,0.9071910397426841
SIDM00538,1.4802165630822333,0.10589111672719288,-0.16930063317778102,0.1777072510172211,0.5720290448525667,0.8681440187509107,-0.5353482764377107,-0.7418620692869043,0.5892416218782216,-0.4860106565741951,-0.49106225219955485,0.06755654096262508,0.19685234680223887,-0.8495545097226649,0.9316073099044851,0.372623092498303,-0.4887374668360811,0.3993534939604606,0.5428396536943727,0.7600831843797955,-0.5064122345939966,-0.829133773449902,0.7527807048797461
SIDM01140,1.5176919047948767,-0.22101638376472518,-0.0859327366344544,0.5477287908779034,0.6956631571357403,1.1481724739819161,-0.5921469334043601,-0.7994757845075228,0.7117354916522778,-0.5176814641591719,-0.4195701813389371,0.13721527687984458,1.0361011119225636,-0.657996986474238,0.6987102913997725,0.6672326323291927,-0.6725087448825456,0.4740490408664002,0.9226558958559882,0.6560467571807903,-0.6083352726488285,-0.6897262872959071,0.9411116765641859
SIDM00101,1.9239112439500776,0.7513323323179829,0.5949693139318575,0.4730116509896646,0.2882209585960142,1.5020411185839697,-0.1703729730022653,-0.8194603772396993,0.6115412780863633,-0.3280466151088578,-0.36932097731629354,0.552869550250385,0.8236353632507857,-0.8633955040819074,0.9001621068664413,0.1218991681701137,-0.8470638324806034,0.35335736052158756,1.2830002234169986,0.6616554463647011,-0.6469322331088762,-0.8417561965933478,0.9920117528526516
SIDM00114,1.4789455077064797,1.1243981291840817,0.46724446742592346,-0.6929587865926989,0.14558599336535147,0.9221542906844434,-0.5702292713552513,-0.7360113425875002,0.7525386209944204,0.013341955270553261,0.15269694062036432,0.26254497141743344,1.05422498792135,-0.7304552292686503,1.289205329651517,0.5117309976717029,-0.8770188594129216,0.5906266800160248,0.7703921236965795,1.0808789375133157,-0.6155099097757685,-0.7878558868787625,1.0380538371619963
SIDM00102,1.4847007839539654,0.07334059597252021,0.3570867090678513,0.4171836826310694,0.1342243439145964,1.7122060886920532,-0.2814343758407484,-0.7942164420964453,0.5219080982902037,-0.39500566814023597,0.20440220078838378,0.8219074739999965,0.8779893034253263,-0.9010276129254959,1.1829773381876474,0.3321278692209108,-0.6058295764784967,0.6822176858246729,1.2071039375620043,0.6407541428394755,-0.665964600424625,-0.8201961532236671,0.7271677378606017
SIDM01122,1.6621303037091737,0.5093971516135244,-0.04935485268020465,0.7485285502104826,0.7318825814050578,1.2054128864214086,-0.5016006999865413,-0.6365435966056057,0.4355877584400086,-0.564195141122571,0.030437391322853374,0.19354536228419875,0.6964071063368716,0.21853001438224232,1.1918545383828418,1.06203644195658,-0.6094142858016732,0.6152317382255927,0.5587229904719159,1.1776050913505174,-0.5234478857364707,-0.7890327788197853,1.0494508761481394
SIDM00261,1.1807194510413697,0.2765975181410651,0.8935073940035033,0.19298669768667764,0.17448468607419565,1.2748604420797491,-0.5255735467195964,-0.6572650422397158,0.8774590915860955,-0.08156051731966725,-0.813785619345188,0.3493976828702823,1.0880770508098891,-0.3851602611599442,0.839694830105639,0.03490072748088922,-0.7628926699633826,-0.26078181040684967,0.35890848810466397,0.6942307681013098,-0.679500027378167,-0.5789328604755553,1.272526808520133
SIDM00154,1.420918981308291,0.4569287840598872,0.055639183947412,0.17726237393911518,0.3635921873312548,0.919881965247092,-0.4668031733274651,-0.736631835591947,0.9362452036271541,-0.3162789586136718,0.01099249812343293,0.4297087119643926,0.7232182072737197,-0.8797039564399505,1.1719841579154149,0.3898922964708342,-0.7494721006068332,0.663162601066205,1.2289994401056488,0.6413442565040435,-0.4707183528484238,-0.8213521336412647,0.9068868819193667
SIDM00104,1.8434590716059802,0.47195150230986604,-0.2090397574657817,0.13085291192629583,0.7616315112545686,1.57951133339478,-0.599392006600825,-0.710216953782323,0.25756066140938777,-0.3620610261713587,0.02014185339209668,0.2633252150148856,0.7618459875949367,-0.9343464311440863,1.4001234325411298,0.518079370695925,-0.6874754099551036,0.6995097737506639,1.0007425474496576,1.280701810429688,-0.5644318488714651,-0.8361140575736862,0.36184557662311245
SIDM00267,1.9373335976756827,1.2293581844370096,0.30412375512192535,0.8083915492547096,0.6244551101916387,1.247090777826338,-0.5051057637572802,-0.7495004319886857,0.6560037827317323,-0.375921648543444,-0.6462758005283703,0.7022016626806259,1.3115041641901712,-0.8724014214632159,1.208529236278826,0.5475997131909166,-0.7368857178763246,1.0899735733817424,1.0660689094126095,0.2913293973901189,-0.610009393107051,-0.631422223517957,0.7983461379239998
SIDM00100,1.5836936730914415,0.5812278936806855,-0.07435217203020453,-0.04363199776594988,0.4003106203208037,1.0448519503860751,-0.3748587959182786,-0.7134511902969384,0.35637631456464386,-0.27417757023537753,-0.3688677929991788,0.45711729159547476,0.7538998767748285,-0.8517460641768704,0.9612546972412861,0.9291015402124972,-0.6682708689596151,0.2692280472905924,0.45590406155671115,1.4477595602390994,-0.6827727031345289,-0.7656534901745009,0.6371191735621107
SIDM00826,2.112319164574043,0.6582762915196504,0.5988927605772811,0.05677693272866211,0.7346138686367732,1.6154259714535453,-0.4466266353148096,-0.6139016235632706,1.3093495309860586,-0.32700658532879157,-0.330012297197239,0.2736350761444079,1.1761135443849842,-0.895277301824212,1.4635074391594924,0.17531510330298794,-0.6177518979997972,1.2601183971377268,1.217200064643715,0.8987424586554741,-0.4545309606483709,-0.9100781056466574,1.3973699370704185
SIDM00310,1.3926404011202433,0.9246946487332326,-0.016346075765080095,-0.08526908153683967,-0.1532942125547725,1.5346695477359418,-0.3926088689658161,-0.8542563422453011,0.5190568093560335,-0.3720863146937952,-0.2827491431565756,1.0241138114440351,1.0431056236080165,-0.8782375502206485,0.993569476038745,0.3721910718439429,-0.8421537573582613,0.7179996160626141,1.038115092330722,1.0964148245917462,-0.7228997077802851,-0.7868435570520299,0.9757664518558167
SIDM00482,1.787700508960079,0.6035702323693909,0.13963158563639896,-0.17768993040146172,0.5728517675951451,1.2599316135236904,-0.5332357910569258,-0.6728896846899924,1.0392565469938215,-0.49229813509694487,-0.6431581334814729,0.3194560458030911,0.7997172925492512,-0.8998557361035447,0.2950173107788328,0.3486352405889813,-0.5678784916717835,0.6222841790615287,1.5097144866272112,1.0431087500225027,-0.4323110158480913,-0.7713497001090761,0.7119630497948862
SIDM01247,0.7262474021562632,1.1329834173430997,-0.8536190262437072,0.49797913485958617,0.5204314532460413,1.1185823696927166,-0.5442137483325808,-0.6048038485430836,0.2686558612495159,-0.2213432468121256,-0.6908760086671677,-0.37021551708308253,1.017497848488875,-0.8929995317540835,0.5795419020714186,0.7621407830770646,-0.7374511685378097,0.9935995802515268,1.4652549063544933,0.785390147671637,-0.48429947005515156,-0.11981463542914707,0.9283721806753604
SIDM00817,1.85415494371242,0.7044428619519358,0.0816506100308614,0.2798598827941368,0.6660704529332349,1.0029923542580714,-0.5252377739585339,-0.7568654546064575,0.897361439141302,-0.6438602424998782,-0.22686373069498292,0.24346303071224673,1.0316032423496038,-0.8684345809931691,0.9971133612676348,1.0530059825491338,-0.7693375398362139,0.057073752775741796,0.8732454836650895,1.2625847649457311,-0.5376207359084954,-0.8150758636013276,1.0475522441444032
SIDM00448,1.5687172585639664,0.724289459931333,-0.44646818448923953,0.361196293516969,0.1495196222405263,1.2289913771833978,-0.586291274073037,-0.6003586913639133,0.2917139171367441,-0.3759208078159572,-0.6291758647309853,0.28951725401072786,0.7584330608010823,-0.9278513847785085,0.6077582905108782,0.2599710657116112,-0.7159574723134912,0.452545082883533,1.2451463935679086,0.8334522348243855,-0.2935734924665116,-0.7511905689051214,0.8656352765672077
SIDM00086,1.4958915575608747,0.33124961483376575,0.0024444596581568528,0.4396620152302205,0.23269107719589655,1.2621569850430323,-0.6522955736290345,-0.6061452625585393,0.5528228823191864,-0.514514386965008,-0.4466881415587586,0.5225546027242601,0.6306358185515496,-0.8274119245923254,1.1609912787491445,0.8821114493728412,-0.7208889122002399,0.5063404900976728,1.0302392978873551,0.7576688375689199,-0.582048393040575,-0.8512470409398107,0.6683439534682866
SIDM00466,1.6135402530936789,-0.06588576557491002,0.575832151601693,-0.10907031182146644,0.6280587400122973,1.3553249958880993,-0.4524172386095409,-0.7564445428659062,0.4087946327001174,-0.27376575578971685,0.23705349087741331,0.26265294721276927,0.6056002852189345,-0.9440790810833692,1.0781112992240272,0.5941504626931794,-0.7579442793170518,0.8016680405246138,0.8669835352145737,1.2953165981592765,-0.6843905294974288,-0.8076379959542752,1.3566410955372517
SIDM01132,1.9015050878546789,0.33089588715560114,0.09074638286745071,0.2868730528018487,0.5122648646787049,0.901294060250353,-0.5093977952086953,-0.782352466621715,1.122253654067098,-0.4477436739004863,-0.43905141551971794,0.5491282520731815,0.7830329962158755,-0.4558889597462538,0.9376493759169217,0.291631900195016,-0.5776096771991809,0.15526620055034449,1.031590387248948,0.6870711723951741,-0.6428789279103938,-0.8145011021831069,1.0502673111059988
SIDM00465,1.7070011268625058,0.6115959540714219,0.1580490795148705,0.6432803874451354,0.5198196150632918,1.0161559606224464,-0.47863959358403324,-0.723226841320552,0.9999015906803156,-0.4680454255894214,-0.5197856409450313,0.14243445803287005,0.5919937224760008,-0.9302005999495343,0.009041926375365581,0.535110640017943,-0.7790257684859,0.5279996814563006,0.8924188529806081,1.084879378067734,-0.649571900102272,-0.7892828192859656,1.0154091104800818
SIDM00565,1.6563548791894163,0.7413787573112416,0.5886121267481653,-0.4811432658193328,0.09549055093993868,1.706815308348202,-0.5057570087979422,-0.6778761804749597,0.9756457961411372,-0.3953922036035978,-0.6346498847398382,0.5779218083843233,0.8656268921486892,-0.8906209675970497,1.025979919857819,0.551086652149702,-0.7072491544020897,0.8836523730889297,0.8665423383276888,0.8001728669784283,-0.5465519335393152,-0.849571054137582,1.1814908087571288
SIDM01092,1.8136331119975986,0.22041265130660126,0.2040306638642633,0.25513410672664266,0.29696975472686127,1.095191140510642,-0.48090458343579956,-0.8283286256567068,0.42059868965066965,-0.3762216231797723,-0.6708052707702258,0.3757142163279131,0.6080721188821023,-0.9059109394211873,0.577165920715116,0.04657797397760681,-0.7811418718893025,0.7974503206509096,1.1266366625272468,1.0234149487012345,-0.6727182763962405,-0.732049208908536,0.9432847233242238
SIDM00218,1.0643757361024608,-0.1251884885144832,-0.5935086093338788,-0.03683889367361509,0.05386015914428815,0.982294820572783,-0.49173056098883383,-0.5787910622788488,1.0102873318260832,-0.44696338330354907,-0.19257229964404848,0.23797881356950895,0.7577592663709861,-0.8973315142603792,1.8223546381056177,0.7201765396104108,-0.6654836607021066,0.24198130497130393,0.8940370765354333,0.828555990565148,-0.4826050034917099,-0.7242219002307319,0.6058738306036828
SIDM00044,1.2436491093965865,0.4069121523521554,0.08817181873229717,-0.09867390743398577,0.7254748865005638,1.5326927081187185,-0.3669857181352793,-0.67249472992966,0.15623598342944323,-0.3479227617038736,0.5484726111373233,0.2272983556458168,0.30575636708409326,-0.9142125266048706,0.9567666254771362,0.6002673139081572,-0.7377675151092534,0.29706657715630413,1.1562203454461477,1.3271521785000684,-0.5594735889960832,-0.6965597921603691,1.4130873269626825
SIDM00362,1.289687687741749,0.9460387839151537,0.01730183943618489,0.621278845246759,0.610902334006502,1.1203941910014918,-0.5064304697572752,-0.7812489432059885,0.49750884305994864,-0.3997360436556221,-0.6949594377975192,0.03955544631222438,0.6926579283585728,-0.8284730281507111,0.6141811572247038,0.21154921253370096,-0.7137154486043361,0.32914111389291173,0.8723313946975141,1.0710487291245265,-0.5428918670448724,0.8139012603071575,1.0560036362474667
SIDM00813,1.6487189796899853,-0.025059921887087673,0.1347825439284597,0.41358765381648893,0.2812959248019545,1.106930869939537,-0.5155283965366017,-0.6946227512758838,0.6199956519490336,-0.2596048994067169,-0.16641105408751958,-0.002392849985154696,0.6215241174624961,-0.847608085247627,0.7476705486069105,0.4348892211580719,-0.6007107930207931,0.9561467800561871,0.9654019812169884,1.1803782677204504,-0.46753799217633746,-0.6309525607412183,0.7818973962243851
SIDM00364,1.0699133743904872,0.37417961082174694,0.374373664154493,0.31019046112557247,0.18429330451477982,0.12696517978965527,-0.6558605818446261,-0.7063568529793077,0.07220590039641046,-0.23858170111519197,0.10499243109132915,0.1665358065753798,-0.1840699004737358,-0.8062222123596299,0.8657126390661163,0.5186115027854759,-0.7452848521643086,-0.4686876937856685,1.467763480549822,0.7293242045477827,-0.5878971957904544,-0.45525489384008566,0.9640519904802863
SIDM00792,2.3585329064578784,0.7059838841431262,-0.2788514352486953,0.6165011956367326,0.40178394495034275,1.2003793893676045,-0.5473551012065199,-0.5590403865452406,0.7457482541982917,-0.5536010126357666,-0.6282996554938579,1.1705090259820452,1.0827380450686883,-0.9478457565258592,1.079490772759253,0.45115814186042313,-0.6133568553589951,0.5525609549200187,0.577779662028935,0.7984144448367523,-0.6681355697079342,-0.786069425608567,1.057102500912314
SIDM00241,1.899179125363017,1.1679156914230304,0.9684837490812811,0.20171085208946732,0.9748944557568726,1.7162088865649405,-0.4838659324883222,-0.6225089182761625,0.9923628633276309,-0.18202431657704565,-0.6580041182250252,0.963461743868514,0.8470370009023444,-0.766723401910116,1.51369497304658,0.7496072566270228,-0.7466755857202465,0.6782379846778253,0.40219548387329235,1.2545526468002182,-0.6697870821365135,-0.805123929426752,1.0045476776486204
SIDM00091,1.6330662070265933,1.015348462854184,0.6706635857243554,-0.28709858441928265,0.6549019154303021,0.7748446555797907,-0.4196250456751495,-0.5760577957853962,1.121359381605442,-0.18064602816913827,0.18283361697437583,0.6684843329426462,1.0486882287604071,-0.8238233192520771,1.0964356374141948,0.5719662380634833,-0.7897612083744534,0.6784273639111313,1.1975378461759252,1.504582215651119,-0.6213867468452395,-0.761362514495716,1.1431134727861223
SIDM00427,2.158107237710952,0.347555451065925,0.10211858446501446,0.18677627301315322,0.2697820561676009,1.2463927568415762,-0.5102221712966376,-0.644110877815089,0.7386511419231373,-0.3910646663591189,-0.7074538596767534,0.4254142925758588,1.0004676040621205,-0.6082766064302407,1.0631216582152663,0.2723119699533264,-0.5443581730158062,0.46319915088046015,0.6548196251617284,1.047563232838891,-0.6622401712460674,-0.7054390610975154,0.2835286754657397
SIDM00758,1.7405325122449662,0.4061488764172425,0.13897269608238277,0.6351629704745052,0.5903233769947978,1.2306395071381988,-0.5250472350963243,-0.7652724570069478,0.30310313632861774,-0.44318895439845507,-0.4007380638094424,0.7999317349938598,0.5926416591294097,-0.8498078580211863,1.3796455282155735,0.5323404493672914,-0.5928122939584953,0.567893142607267,0.8208985748994276,0.9297870353052853,-0.52731487730515,-0.7999300399303698,0.9674502000129848
SIDM00612,1.2156910686947475,0.5927966879529263,0.35826334277183847,0.2815216972479,0.5608736230402791,1.4695255077084772,-0.421895635962988,-0.77797004888305,1.1479844433217292,0.004953896293463795,-0.15963454261572801,0.8262683857210824,0.9634473238176633,-0.6445586325250967,1.2739271658146176,1.091847412649915,-0.7027110115774589,0.5631886982772748,0.9471265535348802,1.0360209962805873,-0.5956896547203266,-0.8279828240199723,0.8967110968259532
SIDM00553,1.6823172741300985,0.7705987498725951,0.7323032013703098,0.7379935191815956,0.7235480360851027,0.8861609086294278,-0.33132528924218924,-0.663091055938557,0.6965568862482105,-0.3697240272620862,-0.27487887256878957,0.7046620818723127,1.4227407041011753,-0.922402096709949,1.5759115585163521,1.000033354457096,-0.6772557340070329,0.7964186049252557,1.3430578141526366,1.0660381572273547,-0.5626849260007526,-0.806111863770221,1.0547169878580915
SIDM00343,1.4125016638641064,0.3966832705295224,0.14021276476916375,0.6920391987364647,0.3812856706175784,1.085937299401386,-0.5006767546650371,-0.7394108391312716,0.5220439489997065,-0.5254124506403209,-0.4210306829498607,0.5616910527203669,1.1733770624306237,-0.8963622089310022,1.4793638706490349,0.8090537803528378,-0.6299263268482613,0.19033076475534105,0.5780128766163122,0.7876571150478311,-0.598542148896672,-0.8102047454933433,0.9191974769293265
SIDM00543,2.088674665100867,0.528898515795638,0.7394807362378308,0.1980032629000521,0.6071900234851779,1.0310587217996978,-0.41537324263138264,-0.6134815531594638,0.934926807712749,-0.5086384714577392,0.2797627021073481,0.6273320802254392,0.888370199855929,-0.8159261178397677,1.7939945878494772,0.8890587751143043,-0.7477729076653306,0.3442652884249974,1.1953017565029944,1.142183660372037,-0.6058888475284141,-0.8298896610762166,0.6808189156123315
SIDM00537,1.9742270753162106,0.43440717431146436,0.3187623354012436,0.34073941656023815,0.8482290461029615,0.9769154896534966,-0.43120406515310494,-0.6193334763110454,0.7582977593854896,-0.3812372249467246,0.16680604945312252,0.1819808422216822,0.7802379501283162,-0.5817496831371088,0.21363328282518734,0.3739911896502741,-0.521395024061603,0.7347272577555835,0.6231564484625215,0.99448145263637,-0.632960238369501,-0.8151721700864658,0.6422488483033552
SIDM00332,2.406456272241349,0.26286894607245537,0.5740325645110265,0.5370086652879683,1.007662170810593,1.3397878010643884,-0.301902741002185,-0.6063040073297079,1.0447903015226836,-0.5330231903196232,-0.44418342739443556,0.2713321042635817,1.228256733461376,-0.7738767932435411,1.2486798538819246,0.36627618320548017,-0.7627030424952946,0.560463778050352,1.4132260045111709,1.4700088455572347,-0.5433741901542574,-0.7881588461344436,1.4077798494566418
