,CPT1A,CPT1C,ACADS,ALDH1B1,ACADSB,ACADL,ALDH2,ACADM,CYP4A11,ACAT2,ACADVL,ACAT1,HADH,HADHB,HADHA,ADH7,ADH6,ACSL6,ADH1B,ADH1C,ADH4,ECHS1,ADH5,ALDH9A1,ALDH3A2,ACSL5,ADH1A,EHHADH,GCDH,ALDH7A1,ACOX3,ACSL1,ACAA1,CPT2,ACOX1,ECI2,ECI1,ACSL3,ACSL4
SIDM00098,0.5556800994789091,-0.057019985670946245,-0.6260607644887605,-0.06635347209409072,-0.45712670639531844,-0.8552382416043226,0.5761811551435289,0.8397913384690703,-0.6827972069925686,3.193944153244925,0.9370186979731367,0.36292904551226707,1.3891907522807947,1.6180615116436952,1.4145889953887472,-0.8033963027738128,-0.7882449072612816,-0.874635993450964,-0.8130434947923688,-0.8264934605159912,-0.8690168863426024,2.3216922664753876,1.9474995474707517,0.9842510271287487,1.623593964827056,-0.7143457072265785,-0.917152305507159,-0.6594912139479627,-0.19931502162594283,-0.6527187853564729,0.4958345411509036,0.6176964642478038,0.6296032498832176,0.3597005044111741,0.6858611262462746,-0.4433715124390574,2.4437397712162814,2.088430920209292,-0.5920926009862373
SIDM00225,0.1000809861069829,0.39788335413751774,-0.8203071838133846,-0.29563665618370144,-0.31369320269339873,-0.9041285423285464,0.6713468761532514,1.0339463662314523,-0.6751573719450719,2.6313486717997474,1.243196743411995,0.5812838966013902,1.7647164942339635,1.7086752907384082,1.744132655698531,-0.8864843126034954,-0.7215781800457369,-0.8988295434948319,-0.851934294525284,-0.8851165778992433,-0.8942915175313847,1.9408470784160685,1.6267762822167735,1.358500960488616,0.6221571316640836,-0.7769562397642793,-0.896165676432053,-0.5500139180266984,-0.11253166271351482,0.4686842488259858,0.17429722485183646,0.6297420655765817,0.5431400463558087,0.5504590691383443,0.38840872198915954,0.9846271028749095,2.232192998402443,2.9184795691942473,-0.22748858699805646
SIDM00846,0.6729034539321683,-0.7793780960686956,-0.6071077819497869,0.9238200134030584,-0.46653587421351334,-0.6471352121518027,1.3828682917205475,1.1850092655279596,-0.47073546307527747,2.349522224078931,1.5888546088448454,0.7467880133494741,2.2704289234588013,1.4162885513620498,1.7933397343280884,-0.8526937192433356,-0.8233247505257757,-0.9270770805851746,-0.8973039637114933,-0.8285259793459737,-0.8758420504945524,2.1703975565330142,1.600553950724637,1.440411745512638,1.6678620989330197,-0.7747627666927427,-0.9274232468542732,-0.713581891418147,0.3232166814089897,0.25370049956775415,0.39508763340366,0.2904366395365947,0.5936171210906133,0.726477888967225,0.4821008760247954,0.9176019108197222,2.644231985770572,2.4200421770569793,-0.25275932536178836
SIDM00291,-0.0640802449806508,-0.858291594067074,0.33706936687620503,-0.5544699149988913,-0.3311638616221059,-0.9411333527791574,-0.6241745926626697,1.247136996183335,-0.4830949330699768,2.3874757207094217,1.611103128895761,0.909937224633139,1.943911466153084,1.964155268529074,1.9683463541445982,-0.8090720685429621,-0.7936916773582978,-0.8818261819842248,-0.8504721284391673,-0.7858280762629323,-0.7791651825036463,1.7464980101795977,1.6631145393485447,1.4981781380878465,1.0927225743085471,-0.8253335848243315,-0.8863089572583435,-0.385602950240719,0.43652229596293557,-0.8931123829889631,0.9170258459183124,1.7241845466820058,0.9125134673218819,1.2614610215862385,1.1256640454504037,0.9895213800753533,2.661629304475881,2.685260653088202,-0.3675622393446969
SIDM00520,0.5632612727324318,-0.7446881377443514,-0.40166108535738704,0.5023747738009452,0.15563577586928615,-0.8669382703163168,0.07089782903247402,0.8270415848840162,-0.4694176512704743,1.8731266663670554,0.7802517247570878,0.9862219531466997,1.2117864427408194,1.213503380890157,1.2229672427563112,-0.7414169092934858,-0.7748928816419254,-0.9442556275579571,-0.8701651998873785,-0.9082086014220597,-0.9039015281636575,2.2074329307967124,1.932502092689338,1.5467747697618395,0.7462904789140488,-0.7152688115204896,-0.9399309967522858,-0.7152751052481235,0.07422032072942965,-0.10892524641018639,0.42090141636428374,0.5135133168630553,0.6113373166931009,0.024760352844695906,0.5540574203966168,1.314164270995548,2.549473731321703,2.0973511555009132,-0.14038448378579904
SIDM00003,0.7712609362787346,-0.7211597853227597,-0.2793072961814671,0.11832669998126902,-0.02209490642580785,-0.8549943633681704,-0.5802939162625425,1.2111098965547133,-0.7013958438897473,2.36228690240676,1.2997757462933088,0.9468859281271995,1.7424334039468974,1.6839082198422644,1.6148288087086375,-0.8156803816715151,-0.7862133186122263,-0.9453275682989273,-0.8174491535954759,-0.8331016759067459,-0.9357848896307153,2.291831323500719,1.8721373823114944,1.6329414801558872,0.5184369272940491,-0.7695633740659437,-0.8488917106585642,-0.3755625321172625,0.36624860925293135,0.076245773004792,0.4202760350625777,1.863669089606361,0.8560591084664283,0.38448185515863287,0.5655941678358075,1.0662677007710477,1.6222960284356283,2.4027878356741224,-0.2776201024151717
SIDM00136,0.8496453979623384,-0.8618303348422511,-0.5568275837889988,-0.09067014027885144,-0.5323529581687075,-0.8268857173606271,2.091804710886594,0.7472664279163761,-0.6056125353790976,1.9870024633595305,1.3216678770146173,0.4940456032106272,1.9843344629552524,1.319564342972193,1.5081411729217236,-0.8803439726760685,-0.47130933878513664,-0.9905089953539095,-0.917970048762364,-0.44577887493395907,-0.9939270014932268,2.580374198376094,1.7131850917928326,1.270565541827003,1.0299903053124788,2.448640500366998,-0.8713513824069611,-0.6664560789211471,-0.05666188234253426,-0.13099561485533465,0.6900198102725345,0.8692474307767537,0.9120584969508424,0.6458228864294149,1.0691812233834814,-0.5778828046540418,2.6639453513680453,2.4485872191060563,-0.3614330726047842
SIDM01155,-0.18409916660854042,-0.09760254813201724,-0.6161729721119785,0.3862317577085262,-0.11875423520672532,-0.9148980883632656,1.22532486885538,0.8114130061097966,-0.28024550886802607,2.865039009372417,1.0300701821217013,0.8181170904192311,1.8364704095373745,1.605879778187954,1.7005575839805833,-0.830735011407383,-0.8090695258237567,-0.9203899920826549,-0.8768622419283485,-0.8993867672234077,-0.9948746501008611,2.226684835190409,2.0192121063800905,1.4437894610824373,0.6540576746787307,0.6492462820192593,-0.8943660699174341,-0.5989507692700381,-0.07326990028158989,0.03275265004302767,1.015594742289794,0.9318423629533946,0.765987825001906,0.5426332980571067,0.7784313681033835,1.1540653461281307,1.8474351410225505,2.2802271427610323,0.09093990712969532
SIDM00224,-0.0353140231429523,-0.8436363181020661,-0.6346022298555748,0.23703793295840178,-0.25528405709625684,-0.8323824272951083,1.1887490563019467,1.0500855177135067,-0.6575770676649884,2.093184416017564,0.8142678455015779,0.7143999584752139,1.9211382005040054,1.385655178989658,1.4265385951055356,-0.8217348791090453,-0.7807138199767425,-0.861606644679143,-0.8316201671275583,-0.8796254943585886,-1.0616610303320388,1.9813489198427898,2.0527364567631783,1.119431220249174,1.1905462745550288,-0.8146064311567874,-0.8667764464016822,-0.5687115514756441,-0.05123304606525304,0.11194085454775134,-0.3965263184752181,0.9737191662395533,0.7364433331576433,0.26966761165064873,0.9717944616101126,1.3644902332816793,2.2168092980078273,2.3334050927250543,-0.37271479244008215
SIDM00783,0.5901451604558305,-0.5493690602341,-0.5630159968749908,0.38661856569196,0.08722191364916064,-0.8525877183073122,1.3148256444323754,1.1287843563048603,-0.6514195125477322,1.1471086703457873,1.563746665503762,0.7495061081000495,1.1622554581942464,1.6633157519884438,1.5429985323234416,-0.9083903457092332,-0.7729401695689502,-0.8710648085424472,-0.862960284676242,-0.8349673193260108,-0.8898197500959422,1.6656368065658889,1.6539193299964554,1.432951384785273,1.2339173120992784,2.3784021589930173,-0.912448376443621,-0.36918030985873446,-0.20695596460420584,0.07734890988346849,0.5438524414778594,-0.03308347868341198,0.5019890836400999,0.28434195288794084,1.0778562403780885,0.8737306738252288,2.7623785124077793,2.100681198381697,-0.49003669273267014
SIDM00490,0.8544732502859683,-0.25370324697498964,-0.7030220778415605,0.1591477396533475,-0.16233591861640348,-0.8571849354888501,1.3568513696617832,0.9665623862783058,-0.6655372656415666,1.0857697192337359,1.5387677483727036,0.5996917111251675,1.4470174790671357,1.7994359170720973,1.5780229728777293,-0.9041479616218081,-0.7616799171281573,-0.9456854756590017,-0.8599102772323773,-0.8944542099746863,-0.9640950606411202,2.102108517584057,1.4207241295141932,1.5154199800099963,2.43193631352906,0.06815752992573765,-0.8251434480921103,-0.7891142946779963,0.00427734973584035,-0.1052216491724092,1.0085503372181908,0.7335461490810542,0.5739970180627385,0.5714918786746629,0.8165639447540882,0.8421730572896602,2.880893579665466,1.7721001601502044,-0.46982811518208323
SIDM01090,0.47489186537635064,-0.4242735758952525,-0.11839783857439125,0.6802870800932579,0.0033366585106793718,-0.8997814233354601,1.5764706660122638,0.9155551752424685,-0.5888708663155178,1.6525983080728897,1.5211439751634135,0.931842974624816,1.650758561980901,1.7531004075731496,1.892775957095052,-0.8037135108298988,-0.7762333777137407,-0.9958773284757041,-0.9006682910907697,-0.8652961505198942,-0.9628313340837358,2.254723274556593,1.595824389979972,1.3844022272129906,0.37259356332460114,0.8680192513700064,-0.7326329115435116,-0.6933882296744525,0.8208165124119406,-0.283149644139446,1.2368345741209947,1.0361470321207165,0.5389373596718686,0.5211327348221821,0.7198258754775253,0.7317357466138242,2.7515228705673294,1.7357040198861973,-0.28431255501470104
SIDM00394,0.6987117141240535,-0.6977192662718283,-0.2990262170276424,-0.17673551723721506,-0.5768043060947587,-0.81570167584498,0.8166556096108479,0.6523905848354077,-0.4545597417238485,2.2731444706037838,1.6862949642685154,0.8439146548261889,1.912625312126625,1.2394463843905383,1.368755026018358,-0.7869145930740089,-0.7650043968578075,-0.9530984148336321,-0.8816595662600846,-0.8660009874687267,-0.8935909973648962,1.9129001583781668,1.5976464871180776,1.1611121660365775,1.0614498693316332,-0.8612626053816179,-0.8258852696777224,-0.1773947779416535,-0.2842049952299591,0.3496047494437112,0.2700393711982023,-0.4390744777771549,0.4889620460737803,0.23824791604331702,0.6208402780109559,0.5402576459702715,2.823388425998664,2.2524877617347276,0.6269187284785427
SIDM00538,0.5300105424071887,-0.7177219834083467,-0.2722384453260916,-0.38753506820127814,-0.34233583812375595,-0.837416790842329,2.113475949016514,0.7218006736683623,-0.6296013172405082,2.269423298672538,1.6032561248233406,0.30023143637230093,1.3056829049060663,1.6994967909732939,1.859743035283981,-0.7419893813731585,-0.28293421084925324,-0.9985380720706593,-0.812915409499167,2.617759642483257,-0.7578543510393468,2.27304182521128,1.187542304634844,1.2533845382928603,1.7418214331933886,1.8695400889531877,-0.7696343836263292,-0.15677308298357714,-0.1218933266163672,-0.38158455755844334,0.5232694528900692,1.9041462570151804,1.2712504023841635,0.15109582888158488,1.186512734857787,0.7665917569896802,2.229378295544773,1.642487811499548,-0.3177511990075355
SIDM01140,-0.6237003489181445,-0.08881184772137121,-0.24683771581700673,0.5362616078317186,-0.024135462389235814,-0.8833801463129739,1.6280540186865768,1.2411112571374943,-0.6390500376590311,2.284625198666366,0.5403822758597238,0.8808568305502412,1.8227859810670515,1.4025277305060988,1.6158956131729367,-0.8274902001643692,-0.7885681750850968,-0.9924477730680681,-0.8094508484406394,-0.9184794901640425,-1.0467155005731101,2.2003655056839286,2.159082183392954,1.6261522822882362,0.6526124427842548,-0.6950406512839159,-0.8224369692638436,-0.4639808721708419,0.6518355283689876,0.7222588267945949,0.5827284930087686,-0.6784160120976412,0.467193719381207,0.9677684091787331,0.3547827891518161,0.9756749650582465,2.531712375859069,2.369734984803717,-0.3296190294640371
SIDM00101,0.863349082459822,-0.8299561549244574,-0.08693528820272332,0.15007413251923932,-0.2716043891736932,-0.9062149584850794,-0.5962912732147594,0.5535564018500718,-0.5385911809278691,2.2281641907675,1.1413012493503956,0.9088623488019987,1.8277900212834,1.7638279718391308,1.7544506658370034,-0.9230380771420672,-0.8579054259970933,-0.9736069154254874,-0.8623079642057627,-0.7938941977918617,-0.9151418726290178,2.2562361620109064,2.0146803803090814,1.449720107139152,1.2120101496695226,-0.10681237994732203,-0.8899173598162725,-0.649644471304245,-0.3632765976598849,0.09213513131307399,0.6548791591560658,0.8491292426719053,0.45054950304933516,0.4554544640696366,0.7871067768625788,1.053938358055194,2.616078897407542,2.4310721161797,-0.2996745492774215
SIDM00114,1.0373609814072289,-0.8701758195877223,-0.5601639232049305,-0.49438077353804355,-0.1029504630296488,-0.7478819460402805,1.2673976299990197,1.0040881875818004,-0.5425735194795909,2.2971395117451547,0.6388815340763883,0.6724756427794034,1.761531605865216,1.5060036316932626,1.4499870580528837,-0.8363988467462538,-0.8024411396095451,-0.9659804388021049,-0.89569520573483,-0.7782143442997963,-0.9158647443238649,1.6065679956269974,1.3236266628466293,1.6143911661383072,1.3534642694012022,1.4885722242499009,-0.8830872118381154,-0.4978065005858758,-0.43452619155179933,-0.014789427804127224,0.1629218523782235,0.9925079887199272,0.4710966942856139,-0.20306429143954013,1.1272476054271539,0.8493669970017435,2.305202366991238,2.1390135222969215,-0.8213525423926015
SIDM00102,0.47240604614434784,-0.3793646376889692,-0.44723419099983225,-0.31961711139514265,-0.31230088011333806,-0.8349155171274549,1.5977911604116202,0.6979290121173597,-0.6538986999782693,2.2210684384783232,0.9842407939078812,0.6466887677165615,1.2238840949140781,1.5994582690490622,1.6441293588388557,-0.8218381782425713,-0.8045239544878868,-0.9940153059335374,-0.8635344861804296,-0.8110636910131745,-0.8624313750338729,2.118250501274339,2.0924448919324354,1.6303315558203477,0.6550701385078497,-0.7720386244203101,-0.7960090270733524,-0.46947327686271245,0.08250918237219125,-0.2750263123601098,0.4587571147432307,0.8012164419891641,0.4356951555200085,-0.09369044702629761,0.7514133866151063,1.0307301149614267,2.4145795476892298,2.1267379879444914,-0.42469526423819753
SIDM01122,0.9884563392182695,-0.12212333442428285,-0.24674217554250533,-0.06616866893230222,0.10213431655589629,-0.7832491349051561,1.1506714375124372,1.2462661739974141,-0.6252434844327326,2.528646692337415,1.2785395283044125,1.0950342470263665,1.1588532689121764,1.628880002246717,1.6695212513077642,-0.8757725750973714,-0.816325697743487,-0.9563143223253391,-0.9256342360111952,-0.9285411299242652,-1.0087499351397322,2.5488413811932262,1.5179912450769497,1.3725236063682813,0.7208061815381617,-0.8180007308342891,-0.8566284364877496,-0.44778329061258965,0.050534984410990844,0.13851623030141014,0.22696987901831223,0.36956428834936156,0.30459532276353246,0.5360348209020676,0.8497240949754834,1.130203127187009,2.7607538311239193,2.3773538956150913,-0.7311412245415259
SIDM00261,0.7930287216192787,0.34590037013629193,-0.9635922562750101,0.39152434996890967,-0.3197176476107662,-0.8672863587616093,0.40612716440264585,-0.2580391416982113,-0.5829030506111379,1.2463649345063725,0.5130319113457287,0.1732983064949252,1.6055943066200145,1.2777407386514894,1.3810486626682519,-0.8503554636532797,-0.8522808282437979,-0.7151885966029892,-0.8696902166334061,-0.8023646500280305,-0.950433574540997,1.897660242838739,1.3433464840109792,1.6936179724863465,0.687691829088779,-0.8848612899415824,-0.9554878293060455,-0.6189157718560987,-0.18739982052970527,-0.2412862079480915,0.2443766977314391,0.3390727406967688,0.08913573880415514,0.3795231288000688,0.7198489494070208,0.684717023867012,1.8816493230989446,1.7924557365134033,-0.7057659515547601
SIDM00154,0.9387317918247439,-0.8540398413004194,-0.24103759029081587,-0.36093185492130736,-0.38201698310214377,-0.817000907992099,2.2757846731849294,1.0775973156816185,-0.5129670197140062,2.334597188129928,1.5490098670189518,0.05769400999150435,1.4766651672411952,1.5431843506675047,1.462334607622645,-0.8702053127049709,-0.8287622719145405,-0.93079124746887,-0.8758363133241777,-0.7775789507059194,-0.9616768563094681,2.160416019517643,1.8935772202556749,0.9506460361818985,1.0505279047467928,-0.7655717459925896,-0.8584889066743869,-0.5833245683788941,-0.22809964152887122,0.03634294371024918,0.02686845245400391,0.5594560968598298,0.7589730183827332,0.47948031657756024,0.9820957030365277,0.6343397159612185,2.7907445022964086,2.37984399313659,-0.4112420124700539
SIDM00104,0.3342755959458322,-0.10081212776372167,-0.10597717643971083,0.05610122241557753,-0.055735442580113474,-0.8693503942032766,1.1661969488161972,0.7380591439700818,-0.533069811213241,1.5683605052862373,0.85639943045985,0.8492924481595672,1.6009508299434965,1.3796430594170828,1.5374903648909497,-0.8872776746019481,-0.7673372755498131,-0.888841965317775,-0.821646106269113,-0.830622102901791,-0.9667467694264174,2.001862892275273,2.2661204777637822,1.5778449849061547,0.8704766217621343,-0.3774635036903968,-0.8606952174101075,-0.5120609106452244,-0.47437700805680844,-0.3742469435269302,0.6565791142877393,1.0575909613726535,0.4950847636668087,0.30818013266935834,0.6159093510636874,1.089816409709493,2.583064303997289,1.845478202124436,-0.25172947925964856
SIDM00267,1.1940477752805763,-0.8388673343982586,-0.378957883896679,-0.12553012791293966,-0.2983558847448772,-0.7429740815961996,2.521776545684648,0.46313854872340293,-0.39636990890119655,2.3326643720989444,1.18535028559615,0.806340150534112,1.633902817260018,1.7310067824267428,1.872821326542266,-0.8633322671275545,-0.6738694130654374,-0.9853412629568605,-0.8468293538802699,1.1918099894567764,-0.958333294615548,2.1747738092303255,1.3409385531426163,1.2167608662445035,2.0638737051047293,1.7381047914847212,-0.809872266130555,-0.6288497565719272,0.2304306436566427,-0.08831886247090998,0.3198379159686387,0.7607490639196393,0.7111069552170284,-0.02673298470464219,0.3680991352881785,0.13759167819509957,2.8145069676510346,1.8011288501334797,-0.8392561134274072
SIDM00100,-0.010133594650102377,-0.7759984585987919,-0.5812510112359655,0.06490973614607656,-0.3780856196925847,-0.9037538196680813,1.4957950442548307,0.9398510191210863,-0.6404617415373659,3.0258311308129104,1.581626732465973,0.615298335688367,1.4260958045932497,1.344009104147769,1.3836728499119368,-0.829730894740726,-0.7552596129004887,-0.8401479282131077,-0.8862670619698728,0.05946977006981162,-1.0667118800917765,2.1732376123241486,2.000088548179195,1.1489213803777496,1.4338065471869006,-0.8194576153616883,-0.6946226455964423,-0.6612171318782989,-0.014450244401361645,0.05270105275642841,0.5074040670518806,0.1640219055638274,0.31855819561646076,0.7891522395045267,0.9691900341786023,-0.3545178075524422,2.707446993344886,1.628562799566828,-0.36275353367980756
SIDM00826,0.7304544653809623,-0.8634001599122175,0.21280050677486906,0.1988194659942896,-0.37600783553052025,-0.8336529144633312,1.5604886562352482,0.6802146939100683,-0.5702197804902411,1.3724093577021894,1.6101588445366133,0.422520429587221,1.3362380245422154,1.5777885387614379,1.4556786625957612,-0.8159386506650962,-0.7523821552767591,-0.9331473095657381,-0.8448054775444461,-0.9175438230962448,-1.004125095759689,2.4094472135412346,1.4272933672768278,1.5639911786485865,1.3468432882846,2.531091695511457,-0.8338592269161301,-0.23313858103858592,-0.3401530535859228,-0.33705813529393736,0.15733412625815013,1.7259068221364018,0.5547778277289175,0.7675056270087705,1.307981554222264,0.45533821258034707,2.2749696353233833,2.485894753561502,-0.399764989056554
SIDM00310,0.3025564991877393,-0.8355343404402569,-0.19714446596287086,0.1808850718538951,-0.5718470286095326,-0.8998590850208965,1.8751693327563608,1.0527061526713224,-0.5024233020400436,2.2882363217925774,0.9873424390392718,0.6586309390282492,1.7743009502160465,1.3532608268746358,1.4593397839824895,-0.8800393856094296,-0.7679383920919012,-0.8504210419865564,-0.8394390017983551,-0.8767743609625864,-0.8303864319814214,2.5387274464736995,1.8999911188490544,1.8669534548991638,0.7322724659616665,-0.6449608690384466,-0.835310325002668,-0.6779518804343078,-0.19261125715755442,0.1141532438867805,0.10944540852053501,0.6098814700960916,0.3379069199124438,0.21874565705839177,0.561762827061632,0.8515955741509501,2.6087967506043115,2.269383190179249,-0.5543054919724064
