,JUN,CASP9,RAF1,BIRC5,APC2,RHOA,LEF1,MSH6,BAD,MAPK9,MAPK10,RAC3,BRAF,MLH1,MAP2K1,BAX,AKT1,CASP3,AKT2,AKT3,AXIN1,AXIN2,SMAD3,MAPK3,SMAD4,TCF7,RAC1,MYC,TCF7L2,SMAD2,MAPK1,PIK3R5,MAPK8,APPL1,GSK3B,KRAS,CTNNB1,TGFB2,TGFB1,ARAF,TGFBR2,TGFBR1,TGFB3,CCND1,PIK3R3,BCL2,TCF7L1,MSH2,RALGDS,TP53,MSH3,PIK3CA,PIK3CB,PIK3CD,FOS,PIK3CG,DCC,PIK3R1,PIK3R2
SIDM00098,1.2478347730764152,0.11527483320994761,1.105522053320851,1.5174817835606644,-0.7511420883550419,2.400075262174586,-0.7068986728575346,1.8228019673625726,1.3626428202609033,0.6977139306832375,-0.7669217782800093,1.1053269295516621,-0.7822293700544648,0.3364715096171835,1.3068758587456268,1.094608116771338,-0.1589299914649479,1.2873102301243946,-0.6708840724550083,-0.6308758124179298,-0.058182436534708594,-0.7037428588673552,0.6259344865217898,0.3043844854751119,0.18712744911526238,-0.6310401565802424,2.7846333716013927,2.3982683497107904,-0.47987986709415936,0.6036135554272354,0.45912016079758144,-0.8478427138862007,-0.318394420611155,0.219551461186177,1.9452329815793135,0.47466145476394606,1.1847327015843487,-0.6122940289560574,-0.47798367211570103,-0.12338898425520059,-0.20284353261740207,-0.549740055837696,-0.8756498891937804,1.6140950636714726,-0.6512429962791757,-0.7889267391162311,-0.40966948356273286,1.6763027021223855,0.15691690530944796,-0.2857234055097085,1.2810706130320317,0.8515901817502423,0.17596570516696397,-0.3846227482318617,-0.5174839102209091,-0.8832652758626194,-0.6364980887587572,-0.435137947832969,-0.16420752704121946
SIDM00225,0.956438435886581,0.1189453234354661,0.8348573535582411,1.4915691933812794,-0.7258613943546327,2.667151468696634,0.7546718776563459,1.7961122073062528,0.6316810958179817,0.2000957203935584,-0.8324668053017729,1.1840326821301086,-0.37593296330682047,0.18476902254627825,1.7672558841865322,1.2760003677787382,-0.12032069319968533,0.908925008297445,-0.48940933136072684,0.00327414136633282,-0.4083542495676179,-0.7869309161706798,0.7027390083127215,0.42574360123698995,0.6188316322055092,-0.6120152136276269,2.56435910851763,1.805070708867808,-0.09047966366725571,1.009655454714233,0.5101479725257008,-0.8339691836356542,-0.421283114915288,0.3099391480141974,1.5813565861476502,0.879071646217962,2.132991620564796,-0.35298380977873706,-0.2106236082987661,-0.17368924498095675,0.26306792905704063,-0.49405024848972634,-0.8838031478883682,2.0388315196239675,-0.31956181662508887,-0.8146037792738963,-0.313556633708981,1.7133122507549905,-0.5323111120110361,-0.6204080570580509,1.0729027291224198,0.6432993664700564,-0.289436664838999,-0.4259825966617104,-0.3707827858540863,-0.85038006208633,-0.7671013093086959,-0.2771121420304421,-0.4603573061973098
SIDM00846,0.044532191750548324,1.4427858245132252,0.8698531163205813,1.5976218792107566,-0.6945992794951663,2.6642414502409064,-0.8522335206061834,1.5984804240975974,1.1457513347465378,0.457256695016362,-0.8319745372127543,1.552065456007113,-0.7589388476329242,0.309283990496421,1.8566577901095587,0.8123727993565176,-0.2132189230298964,0.2655017971908828,-0.5416768291323578,-0.8366500827076601,-0.19385826737383016,-0.5146946202176935,0.28044699346313434,0.40456292514070263,0.6636118544806437,-0.5186419668267465,2.32043600654032,3.130524928138079,-0.13349142318003934,1.5487502246899194,0.3639110576930663,-0.7286019215380581,-0.352729821718398,0.40379826413989983,1.2569306276229175,0.705831098423714,2.2337033467864043,-0.831723617420528,-0.20174745515146497,0.1361630588670387,-0.16178151155379214,-0.5641635900863073,-0.6542661602273947,0.07087854832076719,-0.06271061018132987,-0.6486053132440212,-0.6902312467859295,1.4655031427789853,-0.11609432167826036,-0.5811015847484154,0.9975037086534897,0.3009842739833732,-0.288815158393606,-0.7489569632522669,1.3956445028298097,-0.820596360725214,-0.7048516815836664,-0.539366920455228,-0.30207525946749875
SIDM00291,0.5361505296535705,0.8389360576012556,0.9796559767371458,0.8201984698186767,-0.3649049941203566,2.5638776935342955,0.9914871875769924,1.1186629603128657,0.8276005928737822,0.5713066538142987,-0.837953447290114,1.4197126831815199,-0.11087046888498304,0.24127215729554746,1.6589398477165531,1.181007216510523,0.19571455103036073,0.36282586866935107,-0.3319020096946334,-0.16736406499652842,0.19282438624425802,-0.4967995252332032,0.11526656967252878,0.8556571961413694,0.5277615119145792,-0.6006786525323217,2.344315854474362,2.9740459902471432,-0.32555578224171416,0.7746135901092324,0.5321205356572491,-0.7365915933005378,-0.47760357639545425,0.29667388909036546,2.0040503344555862,0.9636772611317815,2.8124769493023374,-0.8526383397917467,-0.5363009642598681,0.20516428708917692,0.6439395626675691,-0.32500815755499646,-0.8625188928792504,1.394041590551702,-0.6587730241746428,-0.6539806029736842,-0.6275945068417674,0.8028133626447078,-0.00923648942596256,-0.5084398361676555,0.6652112459300429,0.6758468981090971,0.7973915424442831,0.019775914665252674,1.4374895148235936,-0.9451146794788785,-0.7039231810959378,-0.1357513311775369,-0.25954488834721806
SIDM00520,1.7346420781104692,0.2067682953296997,0.8454594995210262,0.8216879890043949,-0.7145945582789641,2.7532467117900667,-0.8535234627173709,1.1756150050378338,1.636546043141935,0.8337964985981806,-0.862436651113198,0.6360621753053948,-0.5368144346923572,0.1665984994942104,1.5191012332163636,1.3099130610050176,-0.29195671144782676,1.050600502153707,-0.574813865969313,-0.10742363391901054,-0.16871419782201064,-0.7607372814483173,0.6554980477440197,0.5000866377405552,0.3950360516512903,-0.7213972304341316,2.6107510648389716,2.5422411621911642,-0.2467814588438119,0.7394540932511245,0.26042457304454064,-0.8314140434830632,-0.05536444813360425,0.2617416806977077,1.834913010598767,0.17721634025831323,1.438357307192851,0.018000402199173572,-0.4866424716889565,0.013560006457620706,0.7670740058173359,-0.3558892671135307,-0.8569916503091566,1.9365871753526132,-0.7648242114555972,-0.8193141479737249,-0.4050463082134792,1.2690553919331478,-0.24772848945938178,-0.5243050792613837,0.6807444085201935,0.9489371145890182,0.04872946486551291,-0.6088840333322989,-0.8105840981426836,-0.809002244635813,-0.7472029421244342,-0.22277964900335825,-0.23402885410095514
SIDM00003,0.7789681100856224,0.07877017515724916,0.6530757342323101,1.382434184827733,-0.7495015038674984,2.574746257580806,0.5357666464399241,1.5921382825596582,0.5995875826888802,0.22274222659955795,-0.8985365541937285,1.0447278967371825,-0.36580442658776524,0.32893886061051714,1.7012680244644953,1.0517862584341275,0.06914677644384426,1.0046169138033936,-0.4979858267327193,-0.2551297332924865,-0.2615691413949727,-0.44753987008756885,0.20900174266809196,0.46660514256326746,0.38426280979892113,-0.5145826995763334,2.459633183065542,2.6661248089944,-0.4361330439927213,0.7034365154902572,0.7243979395425967,-0.8020179127306238,-0.38296358569451966,0.6670537895442504,1.5930681004740483,0.568297621257225,1.965475059810824,-0.7876374754974445,-0.7719016620140098,0.07018065728126152,0.22402688852621874,-0.1596614259684788,-0.8242523693235312,1.164899253512414,-0.5000258795066411,-0.5561324062866453,-0.34735395058080565,1.8245520505252673,-0.32058333506023523,-0.5195021342956749,1.1746797824187831,0.993463517123065,0.5307492349086849,-0.4551687594131406,-0.17375889246899537,-0.7573812995678978,-0.6120469709324217,0.007774037385819338,-0.25041751802124634
SIDM00136,1.5667836168675853,0.08217097587573322,0.3315127066929042,0.7091738871828118,-0.7518189109396756,2.4484595770177755,-0.8164498482876252,0.814668766756979,0.9231135240293825,0.3634035602532005,-0.825722240816119,1.0827777679756885,-0.3625193553906259,-0.2947755942941433,1.992879827711926,1.2683538820321245,-0.20366846679216194,0.3413503057878657,-0.43544298751278593,-0.8153281538941863,0.24730741384390723,-0.2082722668214188,0.7159080559718289,0.6507892655995077,-0.18842843666084438,-0.4494865847934621,2.6566406803841827,3.013841101271305,0.2890539256763219,0.7217075664501814,0.3851481893824864,-0.8366041470975958,-0.1720795384535122,0.14428542478525502,1.7629675500397193,1.0135103333842828,1.2798876192850492,-0.8257977518819222,-0.6973116444155723,0.07786900375774598,0.6933274611841406,-0.7807089291219264,-0.8169325057593297,0.6948512868562963,-0.6223357305028023,-0.8117922027195962,-0.6303846112609418,1.2266199086985516,0.2548139480789688,-0.6243602593595802,1.1636783122380159,0.5843610535832205,0.25811132734267916,-0.7474600078698875,2.1160532953683524,-0.8703045150505063,-0.7832499184218527,0.5372548495522526,-0.22358075672074318
SIDM01155,1.5689973395718435,0.1357913844993496,0.8330819657038037,1.6192769548316754,-0.6381607123248865,2.650143923979346,0.0014731717154608914,1.5660476676708839,1.1414541968025247,0.5941119771820969,-0.7605685514858505,0.5392988906946358,-0.40991705301384807,0.11723076987802644,1.4341348643508207,0.9717193983744865,-0.0007707345812583203,0.9298297883286092,-0.6310590878670524,-0.5515412057574922,-0.39449358972053694,-0.5772183698116319,0.6255932766110954,0.48095139700391365,0.6070231649438305,-0.3921695563737508,2.565140967902041,2.25261891495447,-0.608878026400163,0.8431615943540995,0.7064244268194239,-0.814897796665046,-0.21851964377398528,0.1557221863358069,1.459569972691598,0.5175215510099777,1.5508677749921205,-0.35180731982263075,0.12630881794402302,0.0697316035222512,0.3279149953039193,-0.25419752283821734,-0.8075839995763522,1.4068359428336112,-0.45677295766753406,-0.7470459042433384,-0.4642872281953311,1.4769583708813314,-0.13680977419917859,-0.5711970869300372,0.8056096407379805,0.7117247695566788,-0.062196483072455025,-0.5514510402916394,-0.3012881407029593,-0.7796014496506495,-0.73714775869184,0.03555478131917427,-0.26542025170621397
SIDM00224,1.658859602622593,-0.21934465047413165,1.0552668213136176,1.3807244896924467,-0.5669407934134703,2.6785184774457895,-0.8378165427238126,1.710009475969129,0.8657992024351617,0.511173086610816,-0.8230148513320859,0.9817841458768779,-0.7070812741410794,0.3092771994421697,1.005747312417868,1.497335062973667,-0.14579332546923207,1.0696174968640026,-0.43442293979392144,-0.5731355048044783,0.2273657922746393,-0.6751208835804124,1.235482240317525,0.5479442443358864,0.4269796838257819,-0.7569926001138515,2.6368755124166228,3.3672592531062406,-0.34305173867246685,0.846572934826061,-0.5549538999256374,-0.8431084684171928,-0.49135402231679104,0.16443760695017667,1.9870264322647762,0.2679026432531028,1.40701362261901,-0.9142281629755998,-0.5143246478761033,0.16993918698253993,-0.07698006178020413,-0.5270120094933626,-0.5343015628430743,0.8803768223143186,-0.6406742721275255,-0.8156867485962768,-0.18767499146189376,1.5363661620479752,0.22881936337596326,-0.4210300737781478,1.4692998265549404,0.8560372261357724,0.33833862798018505,-0.4916265209661461,-0.40375364600818514,-0.8366483153810327,-0.769149155003825,-0.32013283493063943,-0.1933033126050991
SIDM00783,1.188013351467878,0.27689665266586927,0.6344333396085167,1.0129545884941753,-0.750142743799155,2.7358197007083698,-0.9143641872136657,0.9891163265556835,0.5983112132619249,0.3947305016216078,-0.7746452308015541,1.4443895681682337,-0.23531569010504338,-0.353970179944349,1.5514904306451307,0.9429836011195218,-0.16433492393168064,0.30862998387573115,-0.6161933850999223,-0.8892236461510445,-0.09638608887148974,-0.2314828104458499,0.21534322891854515,0.3326112379658688,0.8672310433301078,-0.4650743454773557,2.386576608860468,3.2980494197195522,0.8231719586456369,1.186823629064944,0.5324004850994095,-0.6390949064998547,0.11233909031358331,0.27667096800461544,1.682755490416416,0.8330509782272281,2.093523508981542,-0.8204161622106586,-0.3581961952545961,-0.22021396310918273,0.16403763128489693,-0.3990500344907218,-0.917929661672499,1.5157258169243817,-0.782129818802481,-0.8155873622327149,-0.2946635202493135,1.4354076954332302,0.0020527321601407633,-0.5852476593539157,-0.2503369100506863,0.6883281403188356,0.3237229141187382,-0.6119591500737706,1.227379349522072,-0.8965572643749253,-0.7019541613096599,-0.34362315900357127,-0.20513017930257668
SIDM00490,1.3335763808091168,-0.021197048392591938,0.6034801070486192,-0.48579103699595994,-0.15558165351994435,2.316624930004771,-0.22615385276939257,1.3965369413723416,1.3793464630411403,0.6724609574237778,-0.7021773749680431,1.0621220330946237,-0.46494926395654174,0.04314338850922986,1.7492183306847096,0.6882079657377024,-0.03346272796519599,0.9081596734291318,-0.5015132109979694,-0.6584320279308679,0.09877951808686722,-0.4914109710823223,0.38695899389424904,0.4983000834645974,0.8704268637575837,-0.4035609880532807,2.502282596124912,2.369235472927987,-0.46685408616678387,1.141116505732468,0.6606740881928407,-0.7566632422935685,-0.18155722727543774,0.40651848622673903,1.3708325810585795,0.4154799977497072,1.2261109606797882,-0.7546762039507222,0.3529250543604442,0.1327836896004831,-0.21128669422752777,-0.31876121691652015,-0.6252317304355506,0.5028296861001972,-0.5462480778570864,-0.5342053336322168,-0.5260436658333962,0.9317555321088155,0.27709427800713976,-0.24583013670927326,1.0411870860542536,1.1091486297041584,-0.10478455771130224,-0.6774761959834487,-0.3415828435237334,-0.8682006036542234,-0.7705615227118111,0.1753226765983558,-0.14910083492106915
SIDM01090,2.4919751493403566,0.1718619910756335,0.6563571538723628,0.5086973139290792,-0.7609290086944197,2.6584908165394388,0.3660005774078758,1.450136110161661,0.8279121728753582,0.5624983155651994,-0.8393316296519714,1.9680292705983478,-0.03947749389605054,-0.5981105553413588,1.6219592217336218,1.6124328755564132,-0.02556330057458413,0.6882886193443992,-0.5647756587841167,-0.6765873573587164,0.30189308225805844,-0.6953395465730106,-0.3236242989802207,0.633215366254382,0.620616284095048,-0.5260117056966461,2.3606933102980165,3.558087005114285,-0.3127276959974964,0.7356291884377085,0.5937105943187458,-0.8296607533294292,0.1105245769142925,0.315742261920763,1.5273331038034441,0.8397798630567113,2.063677099733036,-0.8964509122039777,0.10277870651490233,-0.12251591717089358,-0.41884734915198457,-0.38527001950131773,-0.8254962207499613,1.058733995214343,-0.656531411953477,-0.5515284866342876,-0.7374868246475823,1.4728933193629479,0.8639912168745905,-0.7335655248116916,0.11259537902803646,0.628206295058479,-0.16067479578449104,-0.5550954324505873,-0.04698905239886354,-0.858959175715629,-0.7353705016985793,-0.17540863875171012,0.04209368944321474
SIDM00394,1.8785050200570534,1.8270967073162723,0.40400650063007526,1.1218053085010202,-0.6986151757343023,2.4554544655301824,-0.7637767004896919,1.5933502774641712,0.6217116327691667,1.0188420270145084,-0.6690152187942108,0.5175581671763045,-0.16392073603204077,0.007264651765654247,1.8903093802408155,1.2097167954875114,-0.010660769008956118,0.9062622259008989,-0.5083424045950974,-0.8470668607980113,0.0033547817599736095,-0.7081693434165597,0.3636889620527395,-0.09583599172821719,0.5744099105939482,-0.49102785433809226,2.5978668785884858,2.08224386007972,-0.3225113790944654,1.3024955450902929,0.6029050484084734,-0.8170545561415208,-0.1885846327464273,0.13079672340071727,1.7498044426755244,0.5820423472225442,2.221028459073944,-0.21916261173663992,-0.5369005722390744,0.2191680440514531,-0.13286977213608786,-0.13441308488743073,-0.6874591925178561,-0.47237204346891226,-0.6655861052384837,-0.7119188355317849,-0.45163593213168884,1.6312891871808708,-0.2531447257629698,-0.7059087438497308,1.074983015706115,0.6431555433575602,0.2472293741014987,-0.5866728027744895,1.5699000715782674,-0.9081759206004996,-0.805281539679609,-0.4771609647878592,-0.2365232420983259
