,SRM,GSTP1,GSTT1,GSTZ1,RRM2B,SMS,PGD,GSTO1,GSTA5,MGST2,LAP3,MGST1,MGST3,GSTA3,GPX7,GSTA4,GPX6,GSTM4,GGCT,GSTM3,GSTA1,GSTA2,GSR,GSS,RRM1,RRM2,GCLC,GSTK1,GPX5,TXNDC12,GPX1,GPX2,GPX3,IDH2,GPX4,IDH1,OPLAH,GCLM,GGT6,ANPEP,GGT7,GSTO2,GGT5,G6PD,ODC1
SIDM00098,1.8181188330405933,2.9065093833888778,0.36804553988427063,0.4420514735102117,-0.7465391699487569,-0.617637359651049,2.22400061314479,2.3282593077846587,-0.7551176305923176,0.3993870812844233,0.5524191379302733,-0.42441881364186407,2.262288133953459,-0.7010904739040048,-0.975299998633857,-0.4217816088282897,-0.6638775026903239,-0.6803763623982174,2.104936868719562,0.37840120412070466,-0.7167211014811664,-0.9913330504512847,1.139273630684674,1.2821561071144076,1.9354525720033597,2.5069800492319936,0.6351833562742547,-0.6767099572648371,-0.8544385105005768,1.9615527862368494,2.6608733570372523,-0.653606130099462,-0.1279249931556688,0.158026289518328,3.3001392489263583,1.7583745804989077,-0.008379363496993409,0.873546451131012,-0.8062999732249009,-0.9243422709018023,-0.8028782940642295,-0.745313968754319,-0.6545115362321577,0.778898187799169,2.799927145243839
SIDM00225,1.7828843546130833,3.1193899601797543,0.8991855161399745,0.1113178669473414,-0.6844407196838055,-0.6901973962586868,1.8659210480135533,2.1758991187408814,-0.6593313993904041,0.6068827480208956,0.6183277658171603,2.190317844394194,2.511763620572372,-0.611222066553015,-0.8170803128216272,0.84229140242994,-0.7291863551991704,-0.6678397809624501,2.0790833437862775,-0.08570327457919066,-0.8308926209662604,-0.8931084198093077,0.48025752657496446,1.443354964950934,2.074531482895506,2.313639671955786,-0.04468688451052415,-0.3634718029099051,-0.8852524030748108,2.0307142501169544,2.4312899742839975,-0.7190429186637918,-0.6829264217433669,1.278156187939986,2.9451614483273767,1.951916834592392,-0.6604774392172549,0.3347154490996874,-0.7935794662583378,-0.04671082221668158,-0.03161440484669337,-0.8240497632682812,-0.6485413867854345,0.6847931671361955,1.0829020657180528
SIDM00846,2.0487074822314586,3.2938026594394265,1.1701315382306943,0.35548733301482704,-0.7304397973678606,-0.81792805652805,2.324337425881186,2.287238916895487,-0.7707993479967024,2.34442916103895,0.8147910386248314,3.0515211725306512,2.663878934371213,-0.44552546955707945,0.4676129386703223,1.250152961393537,-0.6029175820763091,-0.5159205974118287,2.00007781883117,0.738467274622938,-0.6831327340255318,-0.8097085208459156,1.5504892174552107,1.0901842846028709,2.3665410769229123,2.2770604602705706,0.5718710111808198,-0.4712006514039546,-0.9400053275170753,2.348210648406597,2.505302380812886,-0.7698674877201578,-0.5558121818099341,0.6623539091908714,2.796685180418734,1.6959938149438452,0.40656480391450267,0.9488038470713203,-0.8103653877170968,-0.564957838159358,-0.5206338619296136,0.07236595554081256,-0.7999323929240866,0.772082945731431,2.4876112800780192
SIDM00291,2.1025469596333135,3.423917756328097,-0.8001851493805952,0.9320110111994565,-0.10154099534677481,-0.7172207206336321,1.8117085964755542,3.0434004371836045,-0.8215577967396017,-0.43160969169876195,0.7448992588361496,-0.3311846210122542,2.6052151427587686,-0.47755535628224494,-0.8504368564876633,1.073011909477006,-0.6713655089093861,-0.002253330410818559,1.6325204971468321,-0.07935481450495668,-0.6778273139341655,-1.0221419235288052,0.9875766050238913,1.6604086310140918,1.300344334934745,1.721853551699065,0.24415473837823648,-0.21195052423272553,-0.8727655020843461,1.8279673530301286,3.1798637645617562,-0.7549812328235518,-0.8431642387799617,1.2538407436079002,2.814929512308822,2.2526268209082763,-0.6418904550244917,0.21091641740238445,-0.7804765549853188,-0.7210227952012992,0.3376068787294809,-0.8201277169323218,-0.6802148242862451,1.2330287259046622,1.903091539664743
SIDM00520,1.642700529109468,3.23976070978977,0.8727166826124958,-0.08383829035285686,-0.4849985379845682,-0.540202804151995,0.8781132816959134,3.0276150433864406,-0.7868345640954354,0.4652020135064227,0.5413916900507619,3.0416181035870697,2.7342804696554257,-0.4105987790381483,-1.0796403588905688,-0.38781127662629433,-0.6759327191518171,-0.5228020626390767,1.608168140160428,-0.21041719419635171,-0.777867365632597,-0.9242915739408539,0.5592525639268662,0.983233808515803,1.742201017114024,1.9510333762836063,-0.04846727682193268,-0.35693445951802893,-0.9234728982261687,1.7743226578805726,3.2176714439970056,-0.7314075943689367,-0.9719569333328808,0.6958986347676404,3.194624541642107,1.6250537069621147,0.22380527125662172,0.6598835468461559,-0.8429684185709918,-0.6333693326944373,-0.8842372065848552,-0.4022936826553755,-0.872726014227195,0.37397738660122354,2.4525583218134877
SIDM00003,2.3490871765918606,3.431989834524806,-0.16289443137020204,0.7309954947336853,-0.7177857556987812,-0.8068098722420226,1.6941987800153526,2.8580224555931313,-0.7036079013328499,0.9859187822028543,1.09065341183753,1.0699276663343327,2.8120293798907667,-0.4586988853915415,-0.9184372718528384,1.1203415364103377,-0.578309870993335,-0.04956917753118864,1.9632025681172445,-0.3742968040268717,-0.7978077577063495,-0.8358173797463923,0.9136866531569904,1.501489433405452,1.9926229710580157,2.654983613710588,0.4012677355900397,-0.1656556151255601,-0.8738411814959246,2.091559342354052,2.658710031141237,-0.7622039057969608,-0.8893528147587113,1.0995655299886073,2.649282266106253,1.7502177322467665,-0.3710557868294883,0.40261855471206737,-0.7859064273346142,-0.8873506489166318,-0.5202400986467949,-0.8200187494303245,-0.9323752174839106,0.20487236096778685,1.6492097650976252
SIDM00136,1.3232878984684755,3.457000057059955,1.4351137815583936,0.4132973192620916,-0.7555009953107076,-0.776662618770222,1.6514116358951132,2.3863853396961163,-0.7718459639875417,2.3060906943034083,0.7674169404390249,2.728438213269259,2.1194654916136964,-0.35740832405109835,-1.0381867810984644,0.519058546190788,-0.6220850227311925,-0.8324017569073405,2.104560539033138,-0.6825094056135348,-0.8797263012226402,-0.8281990812787096,0.6777440110369342,1.1265247595542411,1.5955746402527742,1.926667562444113,0.679398657717736,-0.027101975684604727,-0.9006812707748655,2.072650659261936,2.700423209070932,3.2092330950366605,-0.14048714287475947,1.6046836029634253,3.3052799925192553,2.1389175916116976,0.49809028065279615,-0.010598858018945043,-0.2928895991108738,-0.6644470454235911,-0.7102637132489444,1.0553099873517933,-0.8640937225273901,0.3113480821394055,2.5087644354896406
SIDM01155,2.1293700626220007,3.0869744579023912,0.20079633050752996,0.28473712234050863,-0.6320816636452012,-0.7526499990168111,1.8717002901368454,2.6033021655950828,-0.8444022497502941,0.8032101224293983,0.9573005047164751,3.042672646042004,2.5482762831457926,-0.44677451615387015,0.8792236411830714,0.7965040467450211,-0.6346387170494242,-0.5354847323207914,1.531854243400998,0.03765485130585215,-0.8629436282406193,-0.8203447419896515,1.1199621884373245,1.3974871673006442,2.0200432674380675,2.516428768470211,0.4707504315855452,-0.40510002918565785,-0.8906572121081558,2.0768115546529833,2.9137158321222825,-0.8874201331882423,0.5117851333079176,0.7010953966458432,3.251130696263473,2.014639533539567,-0.5368958209779546,0.5817150325818794,-0.8693379958484334,-0.78476160718245,-0.2904279859043558,-0.8178071319704197,0.005013561812794315,0.9241968641146973,2.417477332230406
SIDM00224,1.7591507267794235,2.8969810102182767,0.48698383435153286,0.6798943972791097,-0.556310519596585,-0.776272152174535,0.9110716927075849,2.026381102749338,-0.7411224363159172,0.626598835503705,0.7947077530350426,-0.5743901949338529,2.178083858766511,-0.7118210932577109,-0.7475113710875575,-0.14327679735289878,-0.69332655577841,-0.7152328842265598,1.655327875845619,-0.003495707540768829,-0.8582067209021028,-0.8465324554214769,0.9062084446163085,1.1490774142029023,1.83289221462999,1.7008217035574906,-0.1068333247204404,-0.3294176681450329,-0.931673915970287,2.0158362117259223,2.9953527862622935,-0.8125892120563522,-0.8992852087453469,0.3678994074668511,3.253539187050054,1.9336301541366379,-0.360276809688058,0.28357916911904,-0.7665933953885269,-0.8467957020724256,-0.6944660074297502,-0.7427854664204447,-0.789754094196088,-0.34284532452120314,2.1159761392162686
SIDM00783,1.683203366127958,3.138717264056069,-0.5861488422918276,0.8373938459440837,-0.2281014166148352,-0.8801952068393054,1.5642652934262877,2.4855333658235463,-0.9056262370919443,1.4330476728374093,0.8854258412319189,2.3984940854617935,2.1074560160466707,-0.5733825064119751,-1.0213388684227793,-0.359592024726193,-0.6741603074642877,-0.7636600184956142,1.8621252363868395,-0.7301001688111982,-0.5521696642941997,-0.8511785319137632,1.3348245619461736,1.4581727499237829,1.5091822499894554,2.298738953867356,0.933882793405121,-0.5077638348927561,-1.039627013183226,2.484787140482297,2.9487491282674108,-0.6901171076068173,-0.9518439336148163,0.17636350433781475,3.097289058944461,1.9245290133018331,0.739907855655264,0.1820092689995643,-0.7914281103116827,-0.8411604239828154,-0.5961507115883916,1.6297819145505703,-0.7613630781891276,-0.03840849223539752,2.9289924567530212
SIDM00490,1.722951282336912,3.2448974604969196,1.2137903880092573,0.7802403886712028,-0.591570130857025,-0.7795310835940867,1.412093406784547,2.062434430875375,-0.785739645977047,1.297582593952891,0.6861289450884909,-0.7115079098367163,2.449782908997112,-0.5158130385005771,-0.8288202011155292,1.5204388025716433,-0.6964974909832004,-0.7243166959223859,1.54222756442618,-0.5786872873391419,-0.7910834670366139,-0.8973717681775932,1.130609439723428,0.8892902675519909,1.3803457598325897,-0.17456086818017008,0.17357944284896418,-0.20067453898915008,-0.9355879988020879,2.1024880483434756,2.65078641601663,-0.7726797805442984,-0.4316281537360492,0.5056892567864476,3.3124896820160625,2.216048346397952,0.16629663804827055,0.5153427142076585,-0.7590847495756927,-0.8303182705913528,-0.4743173304252331,-0.7463092519974219,-0.8946397806452867,0.5064684145688163,1.5852631917391673
SIDM01090,2.0665146993765102,3.1291800250871082,0.9601535207974805,-0.07737864931983747,0.035652513661859515,-0.8516469660546143,1.6145325001353263,3.0236472990159373,-0.7260938151549879,1.7286409078209475,0.7588720204599103,2.4423031814149683,2.4864637719997704,-0.48608695804646485,-1.009440132667806,1.3146782015976664,-0.6254683920484619,-0.6738052927067048,1.4243865612579902,-0.23557730463058682,-0.8422882400448275,-0.8725152335315035,1.223917223425821,1.7340183719151767,1.6865578107129509,1.9629503768436372,0.4934901618548979,-0.22108548988966809,-0.8634163005193298,2.037793076944377,3.023601833194185,-0.6902104979555745,-0.8287243724377817,0.26991427271982504,2.920999235512441,1.0249033211320477,2.3284860107174556,-0.5445609022446628,-0.8696779126291228,-0.800793272082927,-0.8093049983061873,0.9933775310235888,-0.7254403269302203,-0.4174897177692323,2.942931115305797
SIDM00394,1.5668143967385582,-0.5050781042128832,1.153600308485182,0.9786023694000691,-0.5139830647667825,-0.8530950123153743,1.7367383676539812,2.478850982371829,-0.8426957862821469,2.1686740508820357,0.088624219326182,2.6414993322752074,2.433214294732575,-0.6091043638517419,-0.853576640502946,0.49867208547007996,-0.6557454054742883,-0.8528112431790633,1.9840664833909716,0.28150402577654365,-0.8378167992070956,-0.8134241885764575,0.980307532210258,0.6760045498732464,1.8986086070884802,2.3531679625295303,-0.27194742716976233,-0.1582696846503869,-0.8805032188143376,2.2624361442820597,3.3364590545937416,-0.638812170258272,0.3175509288916076,1.1405617880163648,2.9220610814143404,1.9726241310802328,0.5624517898604016,0.44993506028950075,-0.8079559894084708,-0.645430547441524,-0.7721896906987035,0.17518627756319938,-0.6854298816185463,-0.18434227723475513,2.907730150915062
SIDM00538,1.468680225619183,2.537367823857612,1.4010809355599496,0.43237433130175407,-0.4300983210694051,-0.9178553751480719,1.5784333500917662,2.1871841775194474,-0.7955905021437867,2.202536899059847,0.41423376650644483,3.1109942596728937,2.92894681381814,-0.5516961351911481,-0.8373591488593515,0.650792883148348,-0.6917831639444242,-0.6579674976479365,1.3127693909709195,-0.7033936702192403,-0.7378622858272909,-0.9543711210606302,1.7145734484843878,0.9353230255036452,1.3628318781270103,1.3452174165501103,1.2923157277243327,-0.5945853682946242,-0.8906814288908349,2.339759260826083,2.8988062487981705,-0.7237983802718081,0.9067897678017711,0.8370752261111123,3.5493790719367495,1.1123003136859742,0.41756675334909915,0.6553391133093112,-0.7084536296541338,-0.7005565436101602,-0.13164297881323617,1.0092072817206275,-0.7248577188078145,0.15305076935875986,1.7155898571653778
SIDM01140,2.037950270991945,3.473102043683208,-0.5540770522368881,1.3941692124087037,-0.4965344623224072,-0.7431331435009901,2.1833557056865076,2.486181099956327,-0.7942096726422515,1.6667909022316765,0.6619762537129421,2.689602442175581,2.5201016024222977,-0.4484872336298605,1.4666390666086893,1.671184227610073,-0.6728336882232995,-0.43330496757801173,1.9703760763300964,-0.677916611492565,-0.8554946070845478,-0.6711531553323952,1.3546313275535646,0.9798465223234222,1.7317387873332701,1.295719676706529,0.21903541213317487,-0.5898501838884143,-0.9473620147092677,2.4188615131679185,0.7064373650602157,-0.7662860189758011,-0.20709394485392976,0.6452626567856834,3.1055999050872334,1.9354768395692628,0.2350509206662824,0.02948571824352836,-0.757012168354517,-0.6283659207059843,-0.45098679228056365,-0.7318978244069733,-0.8080868592997511,-0.07544036750984225,2.430751004731416
SIDM00101,1.3330871767825774,3.3208321392219755,0.6429223669871226,-0.520715053700949,-0.523007736992418,-0.8404104112138181,1.8420050584335823,2.9484676232005023,-0.9444121577285866,1.958546013191059,0.8238218483487442,2.4266163800936402,2.7019117592660487,-0.5529966950891062,0.6001301993075702,-0.5427735586937336,-0.6286011848754932,-0.6522310549723819,1.7073577841560925,-0.3611803369092131,-0.7379984326358233,-0.880166548782205,0.8568704878201232,0.5924553792163094,1.845525156962516,1.9700787612436417,0.31975281972000424,-0.19758718374581857,-0.9240257065126568,2.1321160925474563,3.218470369921483,-0.14194783975797404,-0.6587390043213426,0.9596299021149666,2.9972110829133394,1.7412533266444772,1.0839766975308167,0.02133835212623316,-0.8161523783188224,-0.8942846296774732,-0.6082066689049144,-0.6703198949409223,-0.8296905634813249,0.3241571598093325,1.9710809907992977
SIDM00114,1.3217222583540689,2.960479897956638,-0.5247909715268089,0.3537309822326366,-0.6154238229880649,-0.7567608633082524,1.911514525563052,0.6959823074381749,-0.759235219034414,1.9623738539474278,0.7653618955499335,3.415817011061568,2.2931163979114766,-0.7008066963552059,-0.8453792981528134,-0.7596521719968218,-0.7256839066357672,-0.9086839401273453,2.019756050615032,-0.475276167408882,-0.8198823720430406,-1.0139754646424057,1.0435879860947546,1.2174630674838802,1.0609278349359137,0.9122274461274842,0.9837292970564028,0.16516631485809033,-0.9296669248708118,0.9423539132332119,2.8335921221994957,-0.18706846135013278,-0.477747281544066,0.6076294256657827,3.199948852771114,2.5504118620194984,-0.02964265316186887,0.7062646498366283,-0.8109537915498874,0.4385070134674747,-0.5590447916607716,-0.5963048119973597,-0.5736788320864388,0.17737001518845857,2.0347120009540127
SIDM00102,1.7779798888209672,3.0773338779547657,-0.5459229736319592,-0.03891310486980629,-0.5834391759785617,-0.7155129384352185,2.019597883750902,2.7401598442320116,-0.759925594791098,1.4560062376481022,0.22443716366922617,3.0373463849084366,2.8915533370144693,-0.5069525934360796,-0.8073216023471839,-0.10634714236556757,-0.6353638083378003,-0.2918129185676158,1.9151859255324541,0.2526673151059422,-0.7978023759855659,-0.8704546338482316,1.3025375378159363,1.1306963551622138,1.6133235162154604,1.427914682098286,0.8160381557762484,-0.23181408996351371,-0.8818423450019887,1.6719139854770648,2.981523644440361,-0.692715666472736,-0.9725869626244154,-0.06672767439611961,3.1452503923442863,1.942524184049304,1.122593247050815,0.3288801104609442,-0.7868048636739088,-0.7468630861878754,-0.8035920986068383,-0.6491657190186355,-0.7189402355446564,0.9784422349903564,2.426105977290483
SIDM01122,1.9014395490556837,3.0982587967249455,-0.6431413878318443,1.417044546492714,-0.5351745403018716,-0.6782108179520451,1.4825242865068817,1.647976700119717,-0.7532630140182975,-0.5878958870825989,0.13001318932861902,-0.5519977072876697,2.2663418846693872,-0.5819746224544464,1.3194603729616154,2.1033790082409753,-0.8245695816800171,-0.49359086717557993,1.9818626621713538,0.3464014093795017,-0.8381202981739011,-0.9232788991594469,0.9221248022668943,1.7364157007951195,1.7658006890039284,1.8202884698980708,0.20712596062895872,-0.5168836957718794,-1.0106469178273565,2.2580280271455155,2.9584976048926768,-0.7329166120168071,-0.9035263322774115,0.7457846536079169,3.432020596686411,1.8833667822793512,0.2924963470855602,-0.04501888091419753,-0.8492588988088621,-0.5616917458045695,-0.38628651225950256,-0.7921647739943165,-0.8261333203661083,0.16732651884214622,2.6601022846529845
SIDM00261,2.030498761012152,2.6293823059035475,-0.6385700980892526,-0.46643006068982806,-0.7500569921508673,-0.9051502546517133,1.7928173097986848,1.6937286254026984,-0.8618074175184032,-0.17773597332257915,0.30010031577187257,2.108369639165266,2.88000712927861,-0.47540025475151976,-0.702829932180972,1.796738734334443,-0.7190796668579564,-0.340145774739365,1.9730199675422806,-0.1900057285806857,-0.8366424663247284,-0.8769447457766405,0.9181301698134013,0.6689200474000192,1.5427842435285788,1.623040610636731,0.14321611637448736,-0.8195012569623467,-0.8664367377320714,1.8314685427820492,2.7807349710666918,-0.8960675637581251,-0.8537290161331937,-0.06410854313605503,2.9320639397333492,1.303348496536323,-0.12822072296607587,-0.5229315847182892,-0.9025240458722149,-0.8713760549379759,-0.2629577860645715,-0.6841636725661102,-0.8322423582046241,-0.38167776696355415,3.0976150649415213
SIDM00154,1.0347869922104076,2.992161875480978,0.8273791861107928,0.6535262316619562,-0.5769122391415809,-0.7418210354873651,1.2384783874546923,1.9113863507322206,-0.8179323860709321,1.4197014316231955,1.8350481937184904,-0.4240436166349636,2.5708372046016814,-0.5159415792511184,-0.9693450460640153,-0.5143996601098707,-0.6328995250165711,-0.707677904559959,1.849140371754527,-0.4839959928533536,-0.8740068187717623,-0.9186252679346932,0.8114257625918748,0.9016877001138175,1.7208092575786864,1.8780236871894105,0.14531798580677865,-0.6281121195412437,-1.0034504848308075,1.8833879425117686,2.860850496508794,-0.7469495755864747,-0.9287326665412542,0.13425711879500385,2.7144090446926445,1.945790095044133,0.5435150809784757,0.08433295325119437,-0.8379268977600866,-0.6899076750959268,-0.8440636694877844,-0.659955285416587,-0.8319358687501547,0.3392038913107771,2.391190351970587
