,POLE4,ERCC4,POLE3,ERCC3,ERCC6,ERCC5,GTF2H5,ERCC2,RFC4,CETN2,RFC5,RPA1,RAD23B,RBX1,DDB2,RPA3,POLD3,RPA2,RAD23A,PCNA,DDB1,POLE2,ERCC1,POLD1,POLD2,POLE,RFC1,RFC3,RFC2,XPC,XPA,GTF2H1,CDK7,LIG1,CUL4A,CUL4B,ERCC8,CCNH,GTF2H3
SIDM00098,2.4427639495438243,-0.4750779216656658,1.994106216195798,0.36495880383522017,-0.4682002817362864,0.3665109911330038,1.956736953443248,-0.01907540321482772,-0.43277389170117586,2.1643033778560583,1.3622829289258842,1.1274021316988818,1.939884362361841,2.435434292020425,0.2502067721064587,2.071665098472365,0.2659597720062809,2.0523554796836345,2.142207430950602,2.580035313926651,0.7346769897320604,0.6935126533524363,1.4493251843686845,0.6910910980826369,2.5253709751932156,1.5822783469277206,1.6179048599801718,0.877407985182638,1.6898407304057315,0.9206101475162929,0.47495037725035544,1.796440107887027,2.4665349732167847,0.3164164815017205,1.786733410477244,1.4936015974453571,0.7948297076978156,2.3844865267127733,0.039187062272103834
SIDM00225,1.9576676862119644,-0.6589032607198014,1.471449263135213,0.2164798156582415,-0.3641697205990031,0.43573786688564503,1.6778940842134213,0.06161355511149829,-0.6006216999237697,2.2527237673385465,1.2890077840946907,0.9561088411501732,1.647627275764317,2.4152284538672477,0.5306144576297424,2.143739113813378,0.016203738056463995,2.0731882577068372,1.7189015196360262,3.1804878690513796,0.7401601732379766,1.3357768318879657,2.2276996468519643,1.0607540836553204,2.1158388831817296,1.5211594633745376,1.22756359370615,1.0519571775048284,1.8391302422258078,0.9218196823687423,-0.24224367297760518,1.3159565106839013,1.817452969260923,0.7726552669659772,1.308900379115674,1.2034487987479263,0.21709407104063314,1.326270028978359,-0.04400252410492788
SIDM00846,1.8265639309787483,-0.5288984899303355,1.9199612855826147,0.04779208562577354,-0.4941059763674764,0.623752283517241,1.2821684671530236,-0.3861321413222752,-0.5307447690687991,2.072844640671651,1.5586666749048517,1.2381418559997277,1.8073134085521412,2.3849677959635733,1.459986066233843,2.0116911946638547,0.7647880173463554,2.1156341059387334,2.1309879929940383,2.665494372473694,0.9040848249873061,1.5418876481710502,1.4399645860052055,1.0481421160136632,2.421007128628781,1.6971320511463153,1.2153780051411542,1.2504705993179646,1.8825177068562755,0.8419731828356847,0.6814435343734465,1.3708164156917126,1.8052466826087754,0.7558149841516274,1.8222365132992093,0.8340316882335103,0.2369804930654389,1.6141232214827408,-0.022968528682868024
SIDM00291,1.7762953885566042,-0.3475921527166656,1.0998855476616338,0.35414798540039366,-0.4584987747046406,-0.38251794567637704,1.2433623438879327,-0.32639004734752003,-0.8742527195741036,1.4490351887786823,1.1234657528061,0.9835099619236808,1.4211192210659491,2.2155134991988623,1.3176961245235441,1.395271915461821,-0.5424478202286336,2.098613122227756,2.1283158174222203,2.446647036043986,0.9950824902948342,0.49242023793089407,1.795381583962615,0.8818044833468327,2.2030288698217118,1.3782137739314422,-0.23118251882096988,0.5954228996698481,1.1686088633891953,1.3035738385048508,-0.2556907490600347,1.3585989068462827,1.7684882573226028,0.13435002924917083,0.8324509027205516,0.2267739852722022,0.14670041268437187,1.3466504034354063,0.42983680484854164
SIDM00520,1.6651146204550402,-0.6086738994333063,1.556157134840189,0.10092119773237469,0.13402040186374517,0.30478766346024955,1.6774337065528901,-0.11965303624828955,-0.7344839448522018,2.4045304491537056,0.7666887022312274,0.9198292686298901,2.089038413592658,2.090223108392337,1.162338153351891,1.5894221464925602,0.03626667990282283,1.9915415555598353,2.0211018661034235,2.6926191185883948,0.7630057622367022,0.5202608795763252,1.4945224637447128,0.479620761482353,1.895684176596814,1.1928343144799214,0.670697113510632,0.27040077676573926,1.1419783119640106,1.2528521944363968,0.8043057226157344,1.9361281632384522,1.9577328953262207,0.2195687583753522,0.9450035882676319,1.614688368049289,0.4377696673683792,1.818517617296005,-0.2896933368587646
SIDM00003,2.2095266605159534,-0.5151357131288794,1.7284000016808527,0.12622547346989393,-0.3993961432942747,0.39656896651449947,1.6277682361382801,-0.305982227250327,-0.4655107117120888,2.1891250357797882,1.5424815264506562,1.395429598752175,1.8637254688723446,2.6047924570750904,0.9931419486323142,1.7387763971514607,0.27832696125172457,2.3247858780395383,1.9402087535399464,2.9293902148901094,1.0055658347398746,1.3738556501066097,2.1400876464616028,1.0818721023742877,2.049338198881483,1.6471339428772154,0.6751321685903144,1.3395410708498696,1.972125588552419,0.5317982959153525,0.14534871664553223,1.7895370392819545,1.8853863753500117,1.0132615387972475,1.3015397146879457,0.7276942570014664,0.12221156878731002,1.78942955112122,-0.14068344182921783
SIDM00136,1.3375503498387658,-0.666021449299719,1.4728111433087963,-0.08081704952713976,-0.5209551495994112,0.6627572220751259,1.103327617246943,-0.200108131148372,-0.8126644714445357,2.5859189069952166,0.6032276567908722,0.770878732696001,1.713502361991573,2.096535752422879,0.26911529343565016,1.3069883432365006,0.013646102036430475,1.7069424017547998,1.6316481150446542,2.1981872459025533,0.8651019463916588,0.28734928342740584,1.672996682655476,0.658356693294669,1.8057082210633681,1.3354182123139702,1.1745844694346417,0.41921779782163415,0.9845947791809162,0.4219805464794776,0.2549154047952145,1.8585809413321728,2.321493011359464,0.3757855398152779,1.7858275922688587,0.8224630349015258,0.1929025659353789,1.2655223463470717,-0.03730345119466962
SIDM01155,1.84678614266742,-0.4915508649987217,1.7191617340179786,0.008879298271616582,-0.4691166872854506,0.2609102562399334,1.760781798901207,-0.14151438623790158,-0.7198979012266512,2.6426725448600563,1.2323763248294834,1.1178714217921184,1.8540562510806988,2.501481742269332,0.447562602426467,1.8367628991196747,0.08641688467083589,1.88595646898631,1.7748275186747882,2.7874715161004073,0.7483567636023496,1.281281686483465,1.678558077712917,0.586271631394478,2.4868244270544015,1.2704451908512788,1.1306774292052242,0.7212850988559281,1.717003585798246,0.5804120440203524,0.3156973212954237,1.4972794625835666,2.2322942268283823,0.29714418945018506,1.2889145765876595,1.340366771562716,0.5973670059487207,1.6036346722826447,-0.1183485733383146
SIDM00224,2.267606038070705,-0.4805777182040118,1.4528006602528403,0.27419376559713954,-0.13389825564138938,0.9896942637055057,1.8100600146604242,-0.23764390690850212,-0.7399184217679472,2.6879705823926137,0.8739839898455182,0.8423214872345343,1.8062826012668365,2.105956951921059,1.12447855881391,1.6119745507911794,-0.07666174973431991,1.7780077582797449,1.9808242104098048,2.670917782669733,0.8889751792192672,0.7231828498302727,1.4949247124833598,0.7225805150715625,1.9612653879343005,1.438149031735081,1.2362496206547107,0.41455812177962675,1.0038529466348196,1.253599140691247,0.48207991765265984,1.8152730763469405,2.4201481959575926,0.6232581655465514,1.6042837872103393,1.8330918162135195,0.3990082719649035,1.215120937248038,-0.219036479139735
SIDM00783,0.8631389209309375,-0.6470725654934233,1.119477971696112,0.06482528536835573,-0.25729882874464866,0.22904425730262754,1.4806917339401957,-0.13501376026864303,-0.6691738600477627,1.583262269837871,1.27542726351873,1.022627479562574,2.031975145254535,2.2703640081901906,1.1129710982927097,1.5328204778321783,-0.32424485042366397,2.1373451962392256,2.012596102197573,2.409504783092315,0.6971081868187938,1.1368337416510261,1.8724908802092504,0.5632710555208145,2.00734461524248,1.4482729789020174,1.2031306002398379,0.6069224188868374,1.1493823171083264,1.1449442858038752,0.1917688231144727,1.475590252214209,2.5285554791999316,0.23232087290416903,1.5097686088472615,0.8718491670481368,0.5585160467546657,1.525555934295776,0.5450572959542389
SIDM00490,1.6288560733614466,-0.36588134312421416,1.6243758789352682,-0.03018549812468794,-0.17028280242232793,0.3954405893088729,1.7881042270296854,-0.4578630074100718,-0.8570905886005875,2.4954551420477245,0.1430130750481409,0.8361131703359225,1.87662185914529,2.2363732554946454,0.6661941063249455,1.3696259242759647,-0.33202037358732195,1.5392216112574724,2.2135345463299796,1.8455972252870991,0.6627435541186928,-0.0778633505268111,1.740857927522142,0.17849243673864804,2.1649665275647707,0.5749314874910183,0.8339696858530152,-0.14687489314907853,1.0388281922437979,0.8512177423487977,0.33287342766402545,1.713504050895375,1.8612024998488144,-0.3579317880636017,1.177187787993787,1.08853572181863,-0.005582352049388718,1.2364378754468432,-0.1670075170921738
SIDM01090,1.8799901665499055,-0.5770914185543432,1.6383180312147096,0.2614317189810526,-0.22413171687475572,0.7395749178473157,1.4394599229341352,-0.14964052836949004,-0.7366276798937526,2.1397411053547675,0.9846551566918761,0.8209408529561717,1.834060251461169,2.1575226578686593,0.8754595830049464,0.9978003131871072,-0.245190388721471,1.9695158004042386,1.777196404806477,2.609607176571777,0.7869262196871823,0.9262904397643401,2.637376352707413,0.936398508848887,2.067958988535266,1.4583500471307287,1.2384286329040657,0.47645990964112034,1.2037799670083278,1.3035829388698685,0.40118622461283854,1.4959522867809902,2.2636576658635565,0.4317720643088364,1.607653975247404,0.2485933364202176,0.34101330758420545,1.5259840549930346,0.2963273537501213
SIDM00394,1.9186727289966883,-0.7165974685433525,1.6352492553775844,-0.19904216986504022,-0.08008390795620139,0.23137848273133807,1.3357508701481609,-0.16763498848005537,-0.5271790476671181,2.1955397528300895,1.2623724840390191,0.7708169651147352,1.639827600272293,1.8649825351560023,1.2616221286262048,2.100752340058372,0.49988773459898844,1.738205876580998,1.9396060740159415,2.7189804462246587,0.8459939524183371,1.1303189760778494,1.909589194253691,1.6021694191115623,1.9831753005195445,1.6641499773542354,1.3056417103173046,1.004892028697601,1.576349880823054,0.7099298283066988,0.018864389017290997,1.3745268834146844,2.8983037974295227,1.117795500284919,1.0509230462556975,0.8343045418311394,0.1582679496898745,1.9095367551485716,-0.2456553853354927
SIDM00538,1.7896618327901896,-0.47055234114624483,1.3572089029504604,0.2065940413219371,-0.4955341122212325,1.0336564194411542,1.4246537945109223,-0.2886379283259881,-0.5866759152576405,1.797660834931707,0.8389983958958573,0.8679963694755577,1.39823843168174,2.1993054976559625,0.2774576257953386,1.5242005378995864,-0.38049836363403505,2.1008901592422182,1.9679445882816717,1.849648620391156,0.611283189275008,0.496665522986683,1.9585540813416742,0.5361145973724155,1.5904853866284272,1.2584841246122291,1.4067777787410873,0.3207566342492087,0.8708733824189376,0.8379793402589403,0.026670256593477593,1.1190431329468002,2.286213678764937,0.28842235143054173,1.3707171092860873,1.3150678900348527,-0.1470651301906403,1.3220218815247518,-0.34871304440016165
SIDM01140,1.5395206389642633,-0.6833464617068021,1.0980779269604874,-0.11200550621210492,-0.5744061700128589,-0.1261304853075392,2.0436451545159366,0.007812130077863644,-0.6744167537131911,2.314445918295617,0.861582854060784,1.2080294859278293,1.7556237360678333,2.3375957789204307,1.7868581001480486,2.1989174496396924,-0.04634764662112338,1.9909076286459968,1.7737643370061147,2.459005160369349,0.9588037775611663,1.779156606430255,1.9885802446067193,1.1471760638647486,2.0860686978034475,1.6825392732009723,1.3336874767892861,0.9092374528937147,1.4941923758989908,0.8622695669390867,0.00896214858557374,1.0648086373620607,2.406262937398886,0.7800225529053795,1.0595389190967128,0.8588907007585774,0.8017356958337926,1.5789609084583514,0.1829205833529136
SIDM00101,2.1162577446573825,-0.5870660663837788,1.8410522800654303,0.2175537739362,-0.11653571169279682,0.4655242613401246,1.5864140649749987,-0.025817837891687522,-0.7619931232156587,2.553806391279385,1.1829427748497452,0.7748178551938024,2.071826996274034,1.867405073535897,1.5336721537140146,1.668894242169611,0.09900004907574779,2.291795051138208,1.3848396374952785,2.7451146410792204,0.8776808694531693,0.2883681422222873,1.5854577085625157,0.9462411464450746,2.3575473676862098,1.4387628804038628,1.1235660402708332,0.4762137621655009,1.4148426128946419,1.3647188273571582,0.4459190012122113,2.119878862678748,2.252411424196689,0.3755982940202207,1.5498255092897286,1.5080417290574661,0.3494425814605709,1.7111471697663,0.10696525013587413
SIDM00114,1.8576727976005154,-0.576197765052544,1.6950140485660796,0.26413882847979303,-0.3374741320452597,0.8705416047372406,1.8487950509328348,-0.39439649857738585,-0.7970105166079098,2.7474723410253743,0.3492528782640578,0.5913444523831737,1.9088394443910461,2.4962562413458476,1.1694996906412995,1.7006719393036744,0.38627175449064094,1.934905552154919,1.9706682006633411,2.186737744908982,1.069409179329818,0.5306514784669479,1.5076084942903403,0.0846010800733653,1.5786778294507942,1.118816255358974,1.1883262029653825,0.4981453479845642,1.032419374489309,0.44704026891720455,0.38094323486284776,1.6525091984330265,1.9968065810504867,0.27148209624895275,1.6654845519076875,0.5673291146904363,0.2548975771903094,1.5311309661310784,0.5961221778771776
SIDM00102,1.4143746052393362,-0.5471905176889813,1.4834673667647675,0.06782039393143029,-0.565010217010812,0.41387326671228175,2.123516503851479,-0.2316176537840094,-0.7694511860568451,2.129414099216515,0.7298033148664086,0.8381939762298609,2.1306886642685425,2.184153710163997,0.5202287697225443,1.875869695137721,-0.23035066315981295,1.5800403274630377,1.9990684702601007,2.1692780935766978,0.6576512010193907,0.16888378472290075,1.5021707481404811,0.2726461891297037,2.499006960904594,1.224938773596755,1.054363223861909,0.3819182908328024,0.9151966896034566,0.599989961471139,0.552899821549212,1.8729196155532948,2.214126684983779,0.6558882779366512,1.417141154558256,1.1245248178169702,0.20497936327682345,1.8202016294864236,0.3215809599126199
SIDM01122,1.816345254265679,-0.5287965777335417,1.3258682045881525,0.10127005966315307,-0.45198880120220103,0.06745898832666841,1.7922445566179126,-0.09727835647027455,-0.7465048129552501,2.208789884975919,1.0205853813559704,1.1850650014487158,1.4332873963737032,2.07892801272595,1.2309699186786132,1.94293191176279,-0.04183402008278674,1.8958446028557414,1.6715497695134258,1.9985370561509106,0.72728152767716,1.1227835807087323,1.6531419125336455,0.8848092068549875,2.3754954894187685,1.6794396177167201,1.1827042084582495,0.7524101854096045,1.5393689389811815,0.2553078890538593,0.22427898839117572,1.802295280634854,2.036849412645072,0.563876261438819,1.0207111865231038,1.3256567437451974,0.261340701730087,0.8405098584456857,0.13814617979693528
SIDM00261,1.7719197881649884,-0.41631965703209384,1.5060902758644317,0.3029788029130434,-0.41298228721652064,0.35069834714225534,1.568862750261706,-0.4820615735076632,-0.7190080798025745,1.8863189810518306,0.860181782928482,0.7516731286887411,1.4971538235177713,2.5471583714626216,-0.10593584514003172,1.3910207573899094,0.27563290436478777,1.9538181961843966,1.92085355740162,2.35460897720928,0.6971974351483269,0.724161488558879,1.7932795560932608,0.5039059831882523,1.9012242649529603,1.8402028996984603,1.1002852115197526,0.5304021841109784,1.2955177284610147,0.8337219030224285,0.5076756266587059,1.2899097336134489,1.56136041806528,0.4345867198765488,1.1054688569978488,0.4891303795850365,0.3326427367756203,0.928831587201168,-0.17023259890548065
SIDM00154,1.226767663499114,-0.44468406881179673,1.414565485041497,0.15434403679299105,0.9869682295907501,0.9220282595479894,0.9852590061643458,-0.6492916027402296,-0.8681281602537566,2.0853515465737993,0.8944552524680989,0.883125449381833,1.6943589331830375,2.6083631047544693,1.3919568581853927,1.8375747321142673,0.07369575969730566,1.2945783017183186,2.1423109985235786,2.5216717742968466,0.6364821705940688,0.8437020183761493,1.1640008598895508,0.5791641502754566,1.5695823562864404,1.4167978701392754,1.304049034310349,0.692446023324323,0.900880543344549,0.965890973590263,0.23279749668228117,1.5869277041602161,2.0743781693926917,0.5578366336736421,1.6865744453708893,1.196664725602202,0.15084597850074477,1.3059921040804943,-0.1460551126799964
SIDM00104,2.0217525983877596,-0.4772557046560426,1.3581537993205748,0.010330643000657417,-0.38612171953132784,0.22243120262099703,2.0225305927134865,-0.4464992660929753,-0.894066836005293,2.0660775242980245,0.8118601580495907,0.5057313406309454,1.8850260901118425,1.9704866258089055,1.2219823428933596,1.7258153388431097,-0.053629202839760554,1.7561363284757643,2.1585015915375485,1.778335308864853,0.6603920457186114,-0.07113120382907402,0.7903628951080902,0.14543216302598977,2.1420959682870215,0.9618099913033171,1.2639999398601365,-0.4546296224946811,0.8292263615622926,1.2111723882747958,0.27187207002032093,1.879687239446246,2.5520870673566542,-0.7846404268786549,1.2263740695422274,1.1504448012805366,0.4284252430626855,1.4676128417496805,0.6429495401997226
SIDM00267,1.9712773281684242,-0.5199576355450155,1.5649510502907165,-0.009796806568139685,-0.46004173979462104,0.3916796802086778,1.4244742155722396,0.21034884020151307,-0.5618407548562494,1.7067060143038686,1.315060224605303,0.9640087463621902,1.474742229766973,2.262584725778058,0.3641648664438384,2.1751604098608595,0.5593786483875245,1.9020959940990156,1.9182259584349444,2.735986056155023,0.8397339998646648,1.4608878370128464,1.2549157282179904,1.236322929057551,2.327590660268905,1.710034480008104,0.9664572039115961,0.8868724236502037,1.5765909904552817,0.6505625481955183,0.2962342171590338,1.5948530906052099,2.071285200248403,1.0539372500341613,1.6478046161188076,0.5680766255224768,0.6540723603104268,1.1644816378714602,0.04563240826472677
SIDM00100,1.3532302725645735,-0.48839899616694393,1.5559898871237312,0.1809337982294424,-0.477322375951805,0.2681016931764113,2.0009142462462317,0.06987210644047559,-0.592232164367727,2.4722797976449957,1.180953185317236,1.3984928317908627,1.8723281806662746,2.294850269375193,-0.023530132200279632,1.8707915133203834,0.15435309779876266,2.0639445334219046,1.81217454842005,2.6232258319388424,0.9204506090533052,0.9312830110033806,1.4841038245427296,1.2912538757279153,2.144420633197727,1.5958421417680622,1.5535985837090134,0.7983472091988315,1.7191152253337427,0.7574214862386894,0.32966703497283856,1.4107558998909004,1.6959172555149133,0.6144448502766706,1.4435704981177817,1.5606853682900366,0.33949143930352815,0.9176358497004246,0.146527368834338
SIDM00826,1.814724397138866,-0.5715419946979975,1.9175236592845493,-0.06202864202337052,-0.45570171738976967,1.3839752058867227,1.6754344382930368,-0.4972143558936791,-0.8021615071038207,2.3476470053116967,0.6586511757150386,0.8652774390962896,1.7546460712737,2.1125436982049477,0.19588499572351176,1.7660842064374604,-0.19574352170423567,1.9097595844455366,1.8122783204296138,2.4681160285134918,0.45107036891652874,0.23561939102471027,1.274234132845953,-0.07155472851627936,1.21015715289918,0.9094436520150885,0.9675298214717658,0.8836421852044856,0.8852438957117926,0.5451775957549071,0.5459510816580506,1.6730111483953511,2.4277332782356424,0.09223710621843183,1.1172003056289457,0.880658300357282,0.31828145787617773,1.9291599033045597,-0.03669008745944148
SIDM00310,1.8526358734134918,-0.46617805207906643,2.011899048285159,0.26270469730493395,-0.2257882368591199,0.3706338590970916,1.2527080035585432,-0.25533636830622913,-0.642983607660951,2.147926203367956,1.3821439630281294,1.1173226297577936,1.9880701184581313,2.3436002574871124,0.3321670339035312,1.7226065807044506,0.0207966761699965,1.793025471993103,1.7971012974199523,2.6371419401248097,0.7884575195455605,0.2699269433474235,1.3644951005676373,0.8173514577905797,2.0207195280447574,1.8153018348792738,0.7982231267149622,0.9970131055096159,1.5748804927820477,0.6727227344855335,0.6070423999346032,1.8429520095677134,2.430114460519196,0.6280566463732052,1.6650433878074904,0.8260244462054691,0.2631260603278126,1.4522393607310955,0.21779515522349016
SIDM00482,2.1042410166089183,-0.5596507970698831,1.4973962723576457,-0.055631768215744684,-0.43444775029854144,0.6804898948173339,1.035380439145999,-0.39825508532576187,-0.4000317747403413,1.5490250653216067,1.3981826297676483,1.0684927360335905,2.087421412766615,2.5212110178158667,1.6022995115400767,1.853074711546201,0.40166454164460114,2.3793322153171044,1.9874188830767137,3.0375330622659806,0.7125182286495392,1.5495301177824181,1.2606790044425396,1.0860599785576772,1.9608859947442197,1.6987297638274201,1.929425925155806,1.6656091619944475,1.7317796596317252,1.1411833665762963,0.29485773278110244,1.8370131207087015,2.586855764909599,0.5920921374460599,1.520100157860158,0.901257859383501,0.23167735544752446,1.766167770006711,0.5741394533150341
SIDM01247,1.825960053040299,-0.3625518326828526,2.30980256200822,0.21095527657200916,-0.04618420076730421,0.8663251123126853,1.463862623467213,-0.5154331306692166,-0.5778121774004403,1.4091379458739832,0.6641670189241587,0.8818673540759348,1.6928352511108022,2.4875577164854894,-0.9282009601527208,1.675170804921427,0.2988159775709955,2.285126572152614,1.9271821046638644,3.0340451230953716,0.6392146283379032,0.5890027855104187,0.5022759538535607,0.5190371974481741,1.9464156604447964,1.4003745779139825,1.5125945251852737,1.3931920514061924,1.2717186801025693,1.310808007190844,0.036942358191489374,1.8253748748797476,2.312490875921102,0.1309280943119045,1.5069637093151176,0.9226957044097092,0.5598558361211771,2.209064191824518,0.5183839301446981
